entity,plan_vintage,pin,variant,name,county,in_wfrc_region,forecast_start_year,cost,status,funding_source_raw,description,source_layer
wfrc_mpo,2020-2025,16732,,Logan Canyon Fiber Optic Communications,Various,,2019,3000000,Scoping,,Other - Traffic Management & ITS Projects,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16733,,I-15 Santaquin to Fillmore Fiber Optic Comm,Various,,2019,1200000,Active,,"This project will install fiber optic communication lines in conduit placed as part of a previous project and connect to various appliances (i.e. traffic cameras, weather stations, other interconnect devices).  This project will fill a current gap in the fiber network along the I-15 corridor allowing maintenance stations and ITS to receive and distribute more timely information thus improving safety on this section of the roadway.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16739,,Peerless Port of Entry,Carbon,0,2020,12000000,Scoping,,"Building new and improving existing maintenance, visitor and welcome facilities.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16740,,Monument Valley Roundabout,San Juan,0,2019,2000000,Active,,"This project will make operational and safety improvements to the intersection. This may include widening, adding additional lanes or turn lanes or updating signals and signal timing.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16741,,SR-147 Culvert Extensions,Utah,0,2019,352504.08,Scoping,,Extend one box culvert and one culvert.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16748,,SR-118; Wood Bridge Replacement,Sevier,0,2018,500000,Active,,Other - Structures Project,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16768,,Tooele County On-Demand Service,Tooele,1,2020,250417,Scoping,,This project uses a strategic partnership with local communities and agencies and allows for the support of each others projects using funding.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16769,,Tooele - Flex Route 402 Service,Tooele,1,2020,128714,Scoping,,This project uses a strategic partnership with local communities and agencies and allows for the support of each others projects using funding.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16770,,Grantsville West Durfee Sidewalk,Tooele,1,2020,222199,Scoping,,Transportation Alternatives,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16771,,Sound Barrier I-80 at Glendale Ave.,Salt Lake,1,2019,1950000,Under Construction,,This project will install a noise barrier between the Jordan River and the railroad tracks.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16790,,Vineyard Commuter Rail Station,Utah,0,2019,4000000,Scoping,,Build new commuter rail station in Vineyard,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16791,,"SR-51 (MP 0.00) & SR-147 (400 N) (MP 13.17), SF",Utah,0,2018,26400,Scoping,,"This project will develop a concept report for the intersection of SR-51 and SR-147 in Spanish Fork.  The concept report looked at several risks associated with installing a signal at this location including utiliity relocations, slope protection of the US-6 structure, groundwater issues, and a queue cutter and railroad preemption to address the railroad crossing.  Because of the complex issues related to this signal, we are also studying what future traffic patterns will be at this intersection based on other travel corridors that are planned for the area that could potentially eleviate traffic at this intersection.  Actions related to the results of this concept report will be on hold until this additional traffic analysis is completed in March 2019.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16796,,US-89; Pave Temple Fork Road Pull Out,Cache,0,2018,14000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16802,,Drainage Repairs Duchesne & Uintah Counties,Various,,2018,116020.27,Active,,Drainage repairs,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16803,,US-40 Starvation Reservoir Signing,Duchesne,0,2018,6300,Active,,Replace signs along US-40 and SR-311 to Starvation State Park. The signs will be replaced during Spring 2019.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16808,,SR-147 & SR-115 EB to SB Pavement Addition,Utah,0,2018,35000,Scoping,,State Forces will add pavement for the turn from east bound SR-147 (7300 S St) to south bound SR-115 (3200 W). Construction is anticipated to occur during the Spring/Summer 2019.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16814,,"SR-24; MP 4.1, Intersection Improvements",Sevier,0,2018,50000,Active,,"Sevier County is realiging the North and South legs of the intersection on SR-24 at Mile Post 4.1.  UDOT is participating financially with $50,000 to assist with payment for segements within UDOT Right of Way.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16815,,US-89;  Stokes Nature Center Pull Out,Cache,0,2018,10000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16816,,US-89;Hobbs Creek Drive Manhole Reconstruct,Davis,1,2018,82417,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16822,,I-215; 3900 South Interchange,Salt Lake,1,2020,1000000,Scoping,,Upgrade Existing Interchange,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16826,,SR-204; Wall Ave. 20th to 21st Safe Sidewalk,Weber,1,2018,65000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16827,,SR-68; Safe Sidewalk Center to 120 North Street,Davis,1,2019,30000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16829,,"SR-68 & 4000 S (MP 53.51), West Valley City",Salt Lake,1,2018,202200,Scoping,,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16832,,E-Ticketing Pilot,Salt Lake,1,2020,62500,Active,,Study,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16833,,D2M2 (Demand Driven Mobility Management),Salt Lake,1,2020,62500,Active,,Study,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16836,,US-50; Scipio Town Hall Drainage Channel,Millard,0,2018,20000,Active,,"Scipio is paving the area in front of their new town hall.  They will also install a 4 foot wide shallow drainage channel.  Scipio is managing the contract and constuction, UDOT is participating financially with $20,000.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16837,,SR-132; Salt Creek Canyon Study,Various,,2018,53100,Close Out,,Study safety & capacity improvements for Salt Creek Canyon,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16842,,US-40 (200 East) & 200 South (MP 114.21) Roosevelt,Duchesne,0,2018,175000,Under Construction,,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16843,,"SR-147 & Rees Ave (MP 13.38), Spanish Fork",Utah,0,2018,100000,Close Out,,This project will install a new rapid flashing beacon at a previous school crossing to improve pedestrian safety.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16857,,I-15; Centerville Concrete Slab Repair,Davis,1,2019,1685000.24,Substantially Compl,,Rehabilitation High Volume,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16858,,SR-67; Legacy Parkway Restrictions Study,Various,,2019,75000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16860,,American Fork Safe Routes to School FY19,Utah,0,2019,44589,Scoping,,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16861,,Eagle Mountain Safe Routes to School FY19,Utah,0,2019,151230,Scoping,,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16872,,Adams Ave at Washington Blvd Project Review,Weber,1,2019,15000,Active,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16879,,Cable Barrier on I-15 in Nephi,Juab,0,2018,150000,Close Out,,Install cable barrier on the shoulder in the Nephi area.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16891,,US-40 Culvert Replacement Strawberry Valley,Wasatch,0,2018,230000,Close Out,,Early action project to replace damaged pipe culverts along US-40.  Construction is scheduled for Fall of 2018.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16892,,Wasatch RPO 2019,Wasatch,0,2019,10000,Scoping,,Fund $10K of the Wasath RPO work that MAG will be doing.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16895,,5G Encroachment Permits,Salt Lake,1,2018,100000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16902,,"SR-164 & Mill Rd/Woodland Hills Dr (MP 1.752), SF",Utah,0,2019,1100000,Active,,"Construct new traffic signal on SR-164 at Mill Road (MP 1.96) and install left turn lanes on SR-164 at the Mill Road intersection. Completed by December 31, 2019 for a budget of $1,095,000.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16903,,"US-89 (Washington Blvd) & 4300 S, Washington Terr",Weber,1,2018,240000,Active,,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16904,,"US-89 (Washington Blvd) & Sunset Dr, South Ogden",Weber,1,2018,270000,Scoping,,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16905,,"SR-71 (700 E) & 500 South, Salt Lake City",Salt Lake,1,2019,345000,Under Construction,,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16911,,Zion Area Transit from St. George to Springdale,Washington,0,2020,15150000,Scoping,,TIF - Transportation Investment Fund,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16912,,Downtown Moab Parking and Main St. Improvements,Grand,0,2020,8300000,Scoping,,TIF - Transportation Investment Fund,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16914,,"US-91 (Main Street) & 700 North, Logan",Cache,0,2019,340000,Active,,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16956,,Hyde Park Safe Routes to School FY19,Cache,0,2019,52457.42,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16959,,SR-289; SUU Loop Curb and Gutter Partnership,Iron,0,2018,16500,Close Out,,"Southern Utah University is removing and replacing 356 linear feet of Curb, Gutter and asphalt on SR-289 loop.  UDOT is participating financially with $16,500 in funding.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16969,,I-15 Bridge Deck Repairs in Utah County,Utah,0,2018,850000,Active,,,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,16985,,"SR-48 & 180 West, Midvale & SR-71 & 5400 S, Murray",Salt Lake,1,2019,700000,Active,,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17005,,State Park Signing Needs,Salt Lake,1,2019,84082.68000000001,Active,,"Consistent highway signs help road users interpret, understand, and respond to the intended messages correctly. This project will replace and improve highway signs on Utah roadways.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17006,,Signing Internal Requests,Salt Lake,1,2019,214564.46,Active,,"Consistent highway signs help road users interpret, understand, and respond to the intended messages correctly. This project will replace and improve highway signs on Utah roadways.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17008,,Culvert & Drainages Cleaning,Various,,2019,535000,Active,,These funds are for our maintenance forces to rent out the equipment necessary to clean out culverts and drainages.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17010,,SR-60;  Drainage Improvements at MP 4.75,Davis,1,2018,110000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17011,,SR-126; Ditch Hazard Elimination at MP 20.18,Weber,1,2018,25000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17013,,Kaysville Safe Routes to School FY19,Davis,1,2019,39500,Active,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17014,,Morgan Safe Routes to School FY19,Morgan,1,2019,104444.22,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17016,,Beaver Safe Routes to School FY19,Beaver,0,2019,149225,Active,,"Beaver City is constructing 3,260 linear feet of sidewalk along 600 North to increase safety of students traveling to and from Belknap Elementary School.  UDOT is participating financially, Beaver City will procure design and construction contracts and manage the project.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17017,,Clinton Safe Routes to School FY19,Davis,1,2019,42300,Active,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17019,,LaVerkin Safe Routes to School FY19,Washington,0,2019,117150,Active,,"This project will provide consistent,safe ADA accessible paths to LaVerkin Elementary School.  New sidewalk and replacement of existing sidewalk, curb and gutter, ADA ramps, fence relocation, adjustment of driveway tie-ins to match the new walkway will be constructed at Main Street (Center Street to 500 N) and Center Street (SR-9 to 300W).",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17020,,Kanab Safe Routes to School FY19,Kane,0,2019,260000,Close Out,,Install sidwalks on Main Street in various locations for the school route to Kanab Elementary.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17022,,Hildale Safe Routes to School FY19,Washington,0,2019,177403.5,Active,,"The City of Hildale will build sidewalk, curb and gutter on the West side of Lauritzen Street, to the east side of Midway Street so students may have safer travel to and from the Water Canyon School.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17023,,Moroni Safe Routes to School FY19,Sanpete,0,2019,451000,Active,,"The City of Moroni is having new sidewalk constructuted in the following locations 100 W (Main Street to 100 S),  100 N (100 E to 200 E),  100 S (400 E to 100 W).  There will be reconstruction of lawn irrigation systems, utility relocation and driveway tie-ins in association with the new sidewalk construction.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17038,,Spanish Fork Center St. Interchange,Utah,0,2019,2000000,Scoping,,"This project will allow UDOT to preserve a right of way for future transportation projects. It allows the department to assist home and property owners before actual design or construction occurs.

Preserve properties around the future Spanish Fork Center Street Interchange",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17042,,BCC & LCC  Improvements,Salt Lake,1,2018,41914,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17044,,US-91; SR-252 Logan Origin Destination Study,Cache,0,2019,75000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17046,,SR-65 and SR-66; Install Sure Tight Delineators,Various,,2018,7500,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17070,,UVU Ped Bridge CMGC Early Package,Utah,0,2019,5400000,Awarded,,Early package for steel acquisition.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17072,,SR-219; Enterprise Town Storm Drain Partnership,Washington,0,2019,40000,Active,,"Enterprise is upgrading existing storm drain system on SR-219 at Mile Post .99 - 1.01.  Enterprise will manage the contract and installations, UDOT is participating financially.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17073,,SR-31; MP 6 Landslide Investigation,Sanpete,0,2018,46000,Scoping,,UDOT will conduct a subsurface investigation of the slide on SR-31 at Mile Post 31.  Deliverables include a written report of findings and approved design to stailize the landslide.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17074,,US-6; MP 211.1 to 211.7 Snow Fence Right of Way,Wasatch,0,2018,20000,Scoping,,UDOT will purchase a ROW easement for Snow fence to be installed by state maintenanace forces.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17075,,I-70; Rock Fall Mitigation near MP 145,Emery,0,2018,205000,Scoping,,"Mitigation of rock fall hazards, various activities.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17081,,"SR-60; 1069 E to 1195 E, S Weber, R1 FY19 SSW",Davis,1,2019,229436,Scoping,,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17085,,"SR-209 (9000 South) & 700 West (MP 11.17), Sandy",Salt Lake,1,2019,120000,Under Construction,,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17094,,Spanish Fork Safe Routes to School FY20,Utah,0,2020,42832,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17095,,Lehi Safe Routes to School FY20,Utah,0,2020,271917,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17096,,Salt Lake County Safe Routes to School FY20,Salt Lake,1,2020,34114,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17097,,Smithfield Safe Routes to School FY20,Cache,0,2019,38191,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17098,,Logan Safe Routes to School FY20,Cache,0,2020,121992,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17099,,Gunnison Safe Routes to School FY20,Sanpete,0,2020,200000,Active,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17100,,Pleasant Grove Safe Routes to School FY20,Utah,0,2020,47601,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17101,,Richmond Safe Routes to School FY20,Cache,0,2020,25000,Scoping,,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17102,,SR-158; Lane Level MP 6-10,Weber,1,2018,2500,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17103,,Disaster Recovery Duchesne County,Duchesne,0,2018,150000,Active,,Debris removal from rain storms over the Dollar Ridge burn scars.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17104,,Foothill Drive Study,Salt Lake,1,2019,100000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17107,,SR-126; Right Hand Turn Pocket at 4000 North,Various,,2019,100000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17108,,SR-158; Powder Mtn. Truck Ramp Study,Weber,1,2019,125000,Active,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17109,,SR-193; Safety Improvements at North Hills Drive,Davis,1,2019,35000,Active,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17111,,Juab County Frontage Road Improvements,Juab,0,2019,50000,Close Out,,Frontage road repair.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17117,,"SR-114 & 220 North (MP 1.75), Provo",Utah,0,2018,100000,Substantially Compl,,UDOT will construct pedestrian activated hi Intensity flashing lights to alert motorists of the pedestrian crossing at 220N.  This will increase the safety for both vehicles and pedestrians.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17118,,"US-89 (State St) & Gregson Ave (MP 374.82), SSL",Salt Lake,1,2019,250000,Scoping,,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17119,,R/W Environmental Assement (Kennecott Prop),Salt Lake,1,2018,15000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17121,,US-89; Provo/Orem Hill Drainage Improvements,Utah,0,2018,40000,Scoping,,"UDOT, in partnership with the cities of Orem and Provo, will study the drainage needs along State Street and the adjacent areas in the area of the Orem/Provo hill.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17125,,SR-172; School Crossing at 5600 W and Paulette Ave,Salt Lake,1,2018,14000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17126,,SR-190; Roundabout at Brighton Loop,Salt Lake,1,2018,42000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17127,,American Fork Main & State St. Area Bike Signing,Utah,0,2019,6900,Close Out,,Install signing to direct bike traffic away from the AF Main St. Interchange.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17128,,"SR-21; Curb and Gutter, MP 76.8 to 76.85",Beaver,0,2018,13000,Close Out,,"Milford City is installing curb and gutter on SR-21.  Milford will manage the project including sidewalk and driveways.  UDOT is participating financially with up to $13,000 to address the curb, gutter and asphalt tie in.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17129,,SR-130; Main Street Lighting Partnership,Iron,0,2018,75000,Active,,"Cedar City is doing a lighting projece on Main Street and will manage the project,  procure contracts and materials.  UDOT is participating financially with $75,000.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17130,,US-89; Bear Lake Marina Access Improvements,Rich,0,2021,4829000,STIP,,TIF - Transportation Investment Fund,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17131,,US-89;  Intersection Improvements at SR-30,Rich,0,2021,694000,STIP,,TIF - Transportation Investment Fund,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17132,,US-89; Center Turn Lanes at 300 West,Rich,0,2021,946000,STIP,,TIF - Transportation Investment Fund,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17133,,SR-30; Center Turn Lanes at Buttercup Lane,Rich,0,2022,1591000,STIP,,TIF - Transportation Investment Fund,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17141,,White River Bridge Replacement #047032C,Uintah,0,2019,2277000,Active,,Uintah County project to replace bridge crossing the White River along the Seep Ridge Road. The new bridge will be constructed while maintaining use of the existing bridge. The roadway alignment will then be adjusted to tie into the new bridge crossing and the old bridge removed. Construction is anticipated during winter 2019-2020.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17144,,"SR-9 (500 North) & Main St (MP 12.58), La Verkin",Washington,0,2019,120000,Active,,UDOT will be installing a Reduced Speed School Zone flashing signal on SR-9 at Main Street in La Verkin.  This will improve safety for the school zone crossing.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17145,,"SR-210 (MP 11.97), Alta",Salt Lake,1,2019,45000,Scoping,,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17146,,"SR-266 (4500 South) & Highland Drive, SLC",Salt Lake,1,2019,320000,Scoping,,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17147,,"SR-186 (Foothill Drive) & 1700 South, SLC",Salt Lake,1,2019,325000,Scoping,,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17148,,US-89; Drainage Fix in American Fork,Utah,0,2018,22000,Active,,Reimburse American Fork City for some drainage improvement work on US-89 in American Fork.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17150,,SR-204; Ogden City Sewer at MP 1.7 @ Ellis Mill,Weber,1,2019,10000,Scoping,,Contingency Funding,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17151,,"SR-260; 480 S to 576 S, Aurora, R4 FY19 SSW",Sevier,0,2019,15000,Active,,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17153,,Aqueduct relocation at Bangerter Hwy @ 6200 South,Salt Lake,1,2019,10000000,Under Construction,,"To prepare for the construction of a freeway-style interchange at 6200 South and Bangerter Highway, UDOT will relocate a segment of the Jordan Aqueduct that extends north and south.",TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17155,,"SR-71; 3430 E to Redmaple Rd, Millcreek, FY19 SSW",Salt Lake,1,2019,62250,Scoping,,UDOT is committed to providing the highest degree of accessibility and safety through the construction of sidewalks and ADA ramps.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17156,,"SR-171; 1885 E to 1940 E, Millcreek, FY19 SSW",Salt Lake,1,2019,57000,Scoping,,UDOT is committed to providing the highest degree of accessibility and safety through the construction of sidewalks and ADA ramps.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17157,,"SR-171; Pioneer St to 2300 E, Millcreek, FY19 SSW",Salt Lake,1,2019,88000,Scoping,,UDOT is committed to providing the highest degree of accessibility and safety through the construction of sidewalks and ADA ramps.,TIP20202025_gdb__L0_lines
wfrc_mpo,2020-2025,17158,,"SR-73; MP 25.17 - 25.30, Cedar Fort, R3 FY19 SSW",Utah,0,2019,29735,Scoping,,UDOT is committed to providing the highest degree of accessibility and safety through the construction of sidewalks and ADA ramps.,TIP20202025_gdb__L0_lines
