entity,pin,name_latest,n_vintages,first_vintage,last_vintage,vintages,entered_tip,left_censored,exited_tip,first_forecast_year,last_forecast_year,slip_years,first_cost,last_cost,cost_drift_pct,last_status,statuses,counties,in_wfrc_region,rtp_unique_id,rtp_match_confidence
wfrc_mpo,14264,"I-84; Over Weber River and UPRR Bridge Repl, C-476",8,2020-2025,2027-2032,2020-2025|2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2020-2025,1,,2020,2023,3,36000000,55500000,54.2,Under Construction,STIP|Scoping|Under Construction,Various,,,
wfrc_mpo,14277,I-70; Richfield South to Richfield North,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,11842501.03,11842501.03,,Close Out,Close Out,Sevier,0,,
wfrc_mpo,14284,US-89 & SR-28; Hot-in-Place Recycle & Overlay,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,6286977,6286977,,Close Out,Close Out,Various,,,
wfrc_mpo,14288,SR-157; Kenilworth Rd & SR-139; Spring Glen Rd,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,2150000,2150000,,Scoping,Scoping,Carbon,0,,
wfrc_mpo,14292,I-70; Spring Canyon to Wide Hollow,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,8600000,8600000,,Awarded,Awarded,Sevier,0,,
wfrc_mpo,14293,SR-228; Leeds Main Street,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1146193,1146193,,Under Construction,Under Construction,Washington,0,,
wfrc_mpo,14294,SR-31; Fairview to Jct. SR-264,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,3534288.01,3534288.01,,Under Construction,Under Construction,Sanpete,0,,
wfrc_mpo,14295,"SR-143, SR-274 & SR-271; Near Parowan",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,4600000,4600000,,Awarded,Awarded,Iron,0,,
wfrc_mpo,14299,US-89; Marysvale to Big Rock Candy Mtn.,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,4299000,4299000,,Under Construction,Under Construction,Piute,0,,
wfrc_mpo,14300,US-89 & SR-143; Asphalt Rehab near Panguitch,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,16575000,16575000,,Scoping,Scoping,Garfield,0,,
wfrc_mpo,14301,US-191; Moab Main Street,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,1145000,1145000,,Close Out,Close Out,Grand,0,,
wfrc_mpo,14305,I-70; Moore Interchange to Sinbad,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,3212409,3212409,,Under Construction,Under Construction,Emery,0,,
wfrc_mpo,14306,US-191; MP 140 to RR Structure,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,1730000,1730000,,Close Out,Close Out,Grand,0,,
wfrc_mpo,14309,I-15; Anderson Jct. to Black Ridge,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2360000,2360000,,Under Construction,Under Construction,Washington,0,,
wfrc_mpo,14320,SR-14; Mammoth Creek Rd. to MP 36.843,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,2330992,2330992,,Close Out,Close Out,Kane,0,,
wfrc_mpo,14321,SR-128; MP 20.31 to I-70,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,8450000,8450000,,Under Construction,Under Construction,Grand,0,,
wfrc_mpo,14325,SR-122; Hiawatha to Jct. SR-10,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2700000,2700000,,Awarded,Awarded,Carbon,0,,
wfrc_mpo,14326,"SR-95, SR-261 & SR-275; Asphalt Overlays",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,15050000,15050000,,Under Construction,Under Construction,San Juan,0,,
wfrc_mpo,14328,"Region 4 Cattleguard Replacement, Phase 3",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,401338,401338,,Close Out,Close Out,Various,,,
wfrc_mpo,14332,"Region 4 Cattleguard Replacement, Phase 4",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,600000,600000,,Contract Closed Out,Contract Closed Out,Various,,,
wfrc_mpo,14334,SR-118; Bridge Replacement Over Sevier River,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2982678.01,2982678.01,,Awarded,Awarded,Sevier,0,,
wfrc_mpo,14338,Santaquin Safe Routes to School,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,664383.59,664383.59,,Awarded,Awarded,Utah,0,,
wfrc_mpo,14340,Moab Safe Routes to School,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,477864,477864,,Close Out,Close Out,Grand,0,,
wfrc_mpo,14344,"I-80; State Street to 1300 East, Bridge Joints",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,3449112,3449112,,Under Construction,Under Construction,Salt Lake,1,,
wfrc_mpo,14348,"I-84; Uintah Interchange Deck Replacement, F-93",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,2050000,2050000,,STIP,STIP,Weber,1,,
wfrc_mpo,14356,"SR-18; Ledges Interchange, Oversized Vehicle Mods",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2016,2016,0,230000,230000,,Active,Active,Washington,0,,
wfrc_mpo,14365,SR-59; Passing and Turn Lanes,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,5000000,5000000,,Scoping,Scoping,Washington,0,,
wfrc_mpo,14366,"SR-9; Passing Lanes, Midway to Rockville",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,6534275.99,6534275.99,,Substantially Compl,Substantially Compl,Washington,0,,
wfrc_mpo,14381,"I-15; Wildlife Fencing & Cattleguards, Phase 1",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,1350000,1350000,,Close Out,Close Out,Iron,0,,
wfrc_mpo,14392,I-15; Parapet Replacements Near Beaver,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,2700000,2700000,,Scoping,Scoping,Beaver,0,,
wfrc_mpo,14398,"FA-2234; Magna Bridge Replacments, 035031F 035033F",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,2000000,2000000,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,14407,SR-39; Dual Lefts at Washington Blvd.,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,3261500,3261500,,Close Out,Close Out,Weber,1,,
wfrc_mpo,14408,SR-235; Intersection Improvements at 2700 North,3,2020-2025,2022-2027,2020-2025|2021-2026|2022-2027,2020-2025,1,2023-2028,2018,2018,0,3000000,3850000,28.3,Under Construction,Scoping|Active|Under Construction,Weber,1,,
wfrc_mpo,14411,US-40; Wasatch Co Line to SR-32 Pvmt & Structures,4,2020-2025,2024-2029,2020-2025|2022-2027|2023-2028|2024-2029,2020-2025,1,,2020,2021,1,3450000,9850000,185.5,Under Construction,Scoping|Under Construction,Wasatch|Various,0,,
wfrc_mpo,14412,SR-209 (9000 S); Redwood Rd to State St.,7,2020-2025,2026-2031,2020-2025|2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031,2020-2025,1,2027-2032,2021,2023,2,34000000,59063000,73.7,Under Construction,Scoping|Under Construction,Salt Lake,1,,
wfrc_mpo,14413,SR-172; 5600 W. Railroad Crossing,4,2020-2025,2023-2028,2020-2025|2021-2026|2022-2027|2023-2028,2020-2025,1,2024-2029,2019,2019,0,86826081,82642000,-4.8,Under Construction,Active|Under Construction,Salt Lake,1,,
wfrc_mpo,14415,Bangerter Three Interchanges,3,2020-2025,2022-2027,2020-2025|2021-2026|2022-2027,2020-2025,1,2023-2028,2019,2019,0,177400000,231641000,30.6,Under Construction,Scoping|Under Construction,Salt Lake,1,,
wfrc_mpo,14416,Bangerter Hwy @ 10400 South (PIN 14415),1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,600000,600000,,Active,Active,Salt Lake,1,,
wfrc_mpo,14421,SR-179; Midvalley Highway MP 0.0 to MP 4.0,3,2020-2025,2022-2027,2020-2025|2021-2026|2022-2027,2020-2025,1,2023-2028,2020,2020,0,74432120,69432000,-6.7,Under Construction,Advertised|Under Construction,Tooele,1,,
wfrc_mpo,14422,"SR-193; Extension, 2000 West to 3000 West",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2017,2017,0,5551136,5551136,,Close Out,Close Out,Davis,1,,
wfrc_mpo,14426,Various Routes; No-Pass Pennant Signing,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,271893.1,271893.1,,Close Out,Close Out,Various,,,
wfrc_mpo,14427,"SR-56; MP 32.0-58.2, Intersection Improvements",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,2124427.12,2124427.12,,Under Construction,Under Construction,Iron,0,,
wfrc_mpo,14430,US-89; Shoulders SR-126 to SR-315,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2016,2016,0,3164999.99,3164999.99,,Close Out,Close Out,Box Elder,1,,
wfrc_mpo,14443,"I-70; MP 96.2 - 146.7, Median Cable Barrier",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,1000000.01,1000000.01,,Physically Complete,Physically Complete,Emery,0,,
wfrc_mpo,14445,"US-191; MP 107.0 - 109.0, Shoulder Improvements",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2079926.44,2079926.44,,Awarded,Awarded,San Juan,0,,
wfrc_mpo,14446,"I-15; MP 132-133, Shoulder Improvements",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,735000,735000,,Close Out,Close Out,Millard,0,,
wfrc_mpo,14448,Various Routes; Rumble Strips,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,221746,221746,,Close Out,Close Out,Various,,,
wfrc_mpo,14449,"US-91; MP 28.44-28.70, Medians, Turn Lanes, & Sign",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,675000,675000,,Close Out,Close Out,Cache,0,,
wfrc_mpo,14451,"US-89; MP 480.8-492.5, Rumble Strips & Int Imps",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,2000000,2000000,,Scoping,Scoping,Various,,,
wfrc_mpo,14452,"I-84; MP 103.5-112.1, Barrier Upgrades",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2000000,2000000,,Scoping,Scoping,Various,,,
wfrc_mpo,14453,US-89; MP 388.4 - 389.1 Safety Improvement,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,6281.13,6281.13,,Close Out,Close Out,Davis,1,,
wfrc_mpo,14457,4100 S/3200 W Signal Upgrade,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2017,2017,0,837710.9,837710.9,,Close Out,Close Out,Salt Lake,1,,
wfrc_mpo,14459,Various Freeway Routes; Structure Protection,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,3119299.99,3119299.99,,Close Out,Close Out,Various,,,
wfrc_mpo,14460,Various Freeway Routes; Structure Protection,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1871508,1871508,,Awarded,Awarded,Various,,,
wfrc_mpo,14463,US-89; Improve Mobility/Safety in Orem City Limits,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,3700000.54,3700000.54,,Scoping,Scoping,Utah,0,,
wfrc_mpo,14466,UTRAC Research Studies FY18,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,270000,270000,,Active,Active,Salt Lake,1,,
wfrc_mpo,14467,UTRAC Research Studies FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,190000,190000,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,14468,U of U Crash Database Development FY17,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,575000,575000,,Active,Active,Statewide,,,
wfrc_mpo,14473,Traffic & Safety Program Management Support FY22,1,2027-2032,2027-2032,2027-2032,2027-2032,,,2022,2022,0,4070000,4070000,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,14474,Traffic & Safety Program Management Support FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,1625000,1625000,,Active,Active,Salt Lake,1,,
wfrc_mpo,14476,BYU Safety Modeling FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,120000,120000,,Active,Active,Salt Lake,1,,
wfrc_mpo,14480,"SR-134; MP 10.85, Guardrail & Crash Cushion",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2017,2017,0,170000,170000,,Close Out,Close Out,Weber,1,,
wfrc_mpo,14482,"US-91; MP 25.4, Construct Right Turn Lane",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,100000,100000,,Scoping,Scoping,Cache,0,,
wfrc_mpo,14483,"US-89; MP 387.55, Construct Right Turn Lane",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,150000,150000,,Scoping,Scoping,Davis,1,,
wfrc_mpo,14491,"SR-20; MP 3-7, Shoulder Improvements",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,50000,50000,,Close Out,Close Out,Iron,0,,
wfrc_mpo,14494,"SR-62; MP 4.9-5.1, Shoulder& Clear Zone Imps.",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,136000,136000,,Active,Active,Piute,0,,
wfrc_mpo,14517,SR-39; 4700 W. to Weber River Widening,1,2027-2032,2027-2032,2027-2032,2027-2032,,,2024,2024,0,46000000,46000000,,Scoping,Scoping,Weber,1,,
wfrc_mpo,14521,US-89; Paria River to Old Paria,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2000000,2000000,,Under Construction,Under Construction,Kane,0,,
wfrc_mpo,14528,SR-12; US-89 to Red Canyon,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1283473.01,1283473.01,,Under Construction,Under Construction,Garfield,0,,
wfrc_mpo,14533,US-6; Chip Seal Coat - 3 Locations,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1611356.01,1611356.01,,Awarded,Awarded,Various,,,
wfrc_mpo,14538,US-89; Jct SR-9 to Glendale,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,6118360.99,6118360.99,,Close Out,Close Out,Kane,0,,
wfrc_mpo,14543,SR-313; Dead Horse Point to Island in the Sky,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,3001779,3001779,,Under Construction,Under Construction,Various,,,
wfrc_mpo,14549,SR-248; SR-224 to US-40,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2021,2021,0,10000000,10000000,,Scoping,Scoping,Summit,0,,
wfrc_mpo,14552,I-80/ I-215 East Interchange Study,3,2020-2025,2022-2027,2020-2025|2021-2026|2022-2027,2020-2025,1,2023-2028,2020,2020,0,5000000,4686000,-6.3,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,14557,I-15; Provo North Interchange Study,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,4000000,4000000,,Scoping,Scoping,Utah,0,,
wfrc_mpo,14566,Logan Ped Xing Improvements,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,1434332,1434332,,Under Construction,Under Construction,Cache,0,,
wfrc_mpo,14568,"SR-158; Wolf Creek to Eden Trail, TAP 2016",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,267986,267986,,Scoping,Scoping,Weber,1,,
wfrc_mpo,14569,UTA TIGER Grant Program - 3 Locations,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2021,2021,0,1055000,1055000,,Active,Active,Various,,,
wfrc_mpo,14577,US-89; Logan City Connector Trail,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,700000,700000,,Under Construction,Under Construction,Cache,0,,
wfrc_mpo,14579,2550 South (Ogden) Crossing Improvements,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,460000,460000,,Active,Active,Weber,1,,
wfrc_mpo,14604,Signal at Lake Avenue and Mountain View Corridor,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2016,2016,0,400000,400000,,Active,Active,Salt Lake,1,,
wfrc_mpo,14608,SR-32; Jct. US-40 to Region 2 Boundary,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,927938.62,927938.62,,Awarded,Awarded,Wasatch,0,,
wfrc_mpo,14609,SR-88; S End Green River Bridge to Jct. US-40,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1720000,1720000,,Under Construction,Under Construction,Uintah,0,,
wfrc_mpo,14610,I-15; Sevier River to MP 211,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2059344,2059344,,Awarded,Awarded,Juab,0,,
wfrc_mpo,14611,SR-132; Millard/Juab Co. Line to MP 20,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1365000,1365000,,Awarded,Awarded,Various,,,
wfrc_mpo,14612,SR-147; Jct. SR-115 to Bridge Over I-15,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,530000,530000,,Awarded,Awarded,Utah,0,,
wfrc_mpo,14613,SR-87; 1600 W Crossing Altonah Rd. to US-40,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,,,,Close Out,Close Out,Duchesne,0,,
wfrc_mpo,14615,SR-68; Chip Seal Elberta & Saratoga Springs,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1645606.99,1645606.99,,Under Construction,Under Construction,Utah,0,,
wfrc_mpo,14616,SR-74; Jct. SR-92 to Alpine,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,393149,393149,,Under Construction,Under Construction,Utah,0,,
wfrc_mpo,14617,US-40; W. Roosevelt to Gusher,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,9200436.65,9200436.65,,Under Construction,Under Construction,Various,,,
wfrc_mpo,14620,SR-87; MP 15 to Ioka Junction,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,4400000,4400000,,Under Construction,Under Construction,Duchesne,0,,
wfrc_mpo,14621,Sr-138; Grantsville Main Street,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,3453462,3453462,,Awarded,Awarded,Tooele,1,,
wfrc_mpo,14632,"SR-130, SR-289 & SR-14 Curb and Gutter Repairs",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2016,2016,0,91790,91790,,Active,Active,Iron,0,,
wfrc_mpo,14633,SR-123; Curb and Gutter Replacement,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2016,2016,0,73000,73000,,Close Out,Close Out,Carbon,0,,
wfrc_mpo,14646,Fiber and Signal Interconnect - SL City area,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2017,2017,0,400000,400000,,Close Out,Close Out,Salt Lake,1,,
wfrc_mpo,14648,UDOT Signal Interconnect in SL County,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2016,2016,0,70000,70000,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,14655,"US-89; Turn Lanes, Perry 3450 South",2,2020-2025,2027-2032,2020-2025|2027-2032,2020-2025,1,,2016,2026,10,,,,Scoping,Proposed|Scoping,Box Elder,1,,
wfrc_mpo,14661,"SR-30; Right Turn Lane, Collinston",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2016,2016,0,150000,150000,,Scoping,Scoping,Box Elder,1,,
wfrc_mpo,14662,"SR-203; Landslide Mitigation, Valley Drive",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2016,2016,0,25000,25000,,STIP,STIP,Weber,1,,
wfrc_mpo,14666,Bridge Inspection Program 2017 - 2021,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2017,2017,0,13474273.45,13474273.45,,Active,Active,Salt Lake,1,,
wfrc_mpo,14690,Holladay Safe Routes to School,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,247881,247881,,Active,Active,Salt Lake,1,,
wfrc_mpo,14698,"Provo River Parkway, Phase I",2,2020-2025,2024-2029,2020-2025|2024-2029,2020-2025,1,,2017,2023,6,4400000,44670000,915.2,Scoping,Scoping,Various,,,
wfrc_mpo,14702,Bike/ Ped Structure over SR-92 in Lehi,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,1232936,1232936,,Scoping,Scoping,Utah,0,,
wfrc_mpo,14722,US-6; New Passing Lane & Extend 2 Passing Lanes,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2016,2016,0,6383314,6383314,,Close Out,Close Out,Various,,,
wfrc_mpo,14730,US-91; SR-165 to 10th North,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,4000000,4000000,,Awarded,Awarded,Cache,0,,
wfrc_mpo,14736,Region 3 Barrier Treatments Program FY17,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,150000,150000,,Under Construction,Under Construction,Juab,0,,
wfrc_mpo,14747,"US-89; 400 E. to East Fairway Drive, Storm Drain",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2016,2016,0,100000,100000,,Active,Active,Kane,0,,
wfrc_mpo,14756,"US-91; Ground Water Mitigation, Hyde Park",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2016,2016,0,35000,35000,,Scoping,Scoping,Cache,0,,
wfrc_mpo,14763,2000 North; 1500 West to Vernal Ave.,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2021,2021,0,1741000,1741000,,Scoping,Scoping,Uintah,0,,
wfrc_mpo,14764,US-40 Connector Road,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2021,2021,0,2485000,2485000,,Scoping,Scoping,Wasatch,0,,
wfrc_mpo,14765,400 North & US-191 Intersection Improvements,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2021,2021,0,1157000,1157000,,Scoping,Scoping,Grand,0,,
wfrc_mpo,14768,Ashley Valley & Uintah County Trails Master Plan,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,350000,350000,,Close Out,Close Out,Uintah,0,,
wfrc_mpo,14771,Bryce Valley Bicycle/Pedestrian Path Master Plan,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,50000,50000,,Active,Active,Garfield,0,,
wfrc_mpo,14772,Bicknell Main Street Improvements,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2017,2017,0,100000,100000,,Close Out,Close Out,Wayne,0,,
wfrc_mpo,14773,Central Valley Town Street Improvements,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,1039000,1039000,,Scoping,Scoping,Sevier,0,,
wfrc_mpo,14774,Mountain Home Road,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2021,2021,0,2145232,2145232,,Scoping,Scoping,Duchesne,0,,
wfrc_mpo,14775,Wayne County Fish Lake Cutoff Road,4,2020-2025,2024-2029,2020-2025|2022-2027|2023-2028|2024-2029,2020-2025,1,,2021,2021,0,2019000,1612000,-20.2,Under Construction,Scoping|Under Construction,Various,,,
wfrc_mpo,14776,6400 West UT&SL Canal Bridge Replacement - 035025F,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,1227000,1227000,,Physically Complete,Physically Complete,Salt Lake,1,,
wfrc_mpo,14777,Iowa String Box Culverts,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,1606000,1606000,,Physically Complete,Physically Complete,Box Elder,1,,
wfrc_mpo,14778,Recapture Creek Bridge - 037004C,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,1026000,1026000,,Scoping,Scoping,San Juan,0,,
wfrc_mpo,14779,McElmo Creek Bridge - 037012C,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,1476000,1476000,,Scoping,Scoping,San Juan,0,,
wfrc_mpo,14780,Lone Tree Bridge Replacement - 015033C,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2021,2021,0,1260000,1260000,,Scoping,Scoping,Emery,0,,
wfrc_mpo,14781,Red Fleet State Park Access Road,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,197000,197000,,Scoping,Scoping,Uintah,0,,
wfrc_mpo,14782,Bear Lake State Park - Cisco Road Access,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2021,2021,0,8332000,8332000,,STIP,STIP,Rich,0,,
wfrc_mpo,14785,Bangerter Hwy. @ 5400 S. Aqueduct Relocation,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2016,2016,0,5219557,5219557,,Under Construction,Under Construction,Salt Lake,1,,
wfrc_mpo,14801,SR-114 & 500 North Lindon (MP 10.03),1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,25000,25000,,Scoping,Scoping,Utah,0,,
wfrc_mpo,14803,SR-108 & 1475 West (MP 3.45),1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2017,2017,0,239700,239700,,Active,Active,Davis,1,,
wfrc_mpo,14815,US-89; Bike Lanes 800 N Orem to Pleasant Grove,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,120000,120000,,Scoping,Scoping,Utah,0,,
wfrc_mpo,14816,US-89; University Pkwy. to 800 N Orem,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,24000,24000,,Active,Active,Utah,0,,
wfrc_mpo,14818,"SR-129 (N County Blvd.) Bike Lanes, Phase 1",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,163000,163000,,Under Construction,Under Construction,Utah,0,,
wfrc_mpo,14820,US-89; Springville to Provo Bike Lanes,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,330000,330000,,Active,Active,Utah,0,,
wfrc_mpo,14821,SR-68 Buffered Bike Lanes,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,91.52,91.52,,Close Out,Close Out,Utah,0,,
wfrc_mpo,14823,"US-89; I-15 to Eagle Ridge Dr., North Salt Lake",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,2051769.01,2051769.01,,Close Out,Close Out,Various,,,
wfrc_mpo,14824,"US-89, Logan Canyon Right of Way",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,55000,55000,,Close Out,Close Out,Various,,,
wfrc_mpo,14828,Highland Dr. Corridor Feasibility Study,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2022,2022,0,184000,184000,0.0,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,14830,7800 S. Widening,6,2021-2026,2026-2031,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031,2021-2026,,2027-2032,2022,2024,2,5559000,10220000,83.8,Under Construction,Scoping|Under Construction,Salt Lake,1,,
wfrc_mpo,14831,4100 South; Bangerter Highway to 5460 West,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2022,2022,0,26118000,27615000,5.7,Under Construction,Under Construction,Salt Lake,1,,
