date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,source,content_length_bytes,size_mb,stored_locally,pmn_notice_id,pmn_filename,doc_class,fetch_status,sha256,text_path,text_chars,parent_path,section_seq,case_key
2023-06-19,City Council Special Meeting Agenda June 19 2023 (PDF),Council,special,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06192023-64?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-06-19/06192023-64.pdf,civicplus,175047,0.18,yes,,,,,,,,,,
2023-06-27,City Council Regular Meeting Agenda June 27 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06272023-63?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-06-27/06272023-63.pdf,civicplus,251776,0.25,yes,,,,,,,,,,
2023-07-11,City Council Regular Meeting Agenda July 11 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07112023-60?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-07-11/07112023-60.pdf,civicplus,225038,0.23,yes,,,,,,,,,,
2023-07-25,City Council Regular Meeting Agenda July 25 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07252023-61?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-07-25/07252023-61.pdf,civicplus,254835,0.25,yes,,,,,,,,,,
2023-08-08,City Council Regular Meeting Agenda August 8 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_08082023-53?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-08-08/08082023-53.pdf,civicplus,227382,0.23,yes,,,,,,,,,,
2023-08-23,City Council Regular Meeting Agenda August 22 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_08232023-44?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-08-23/08232023-44.pdf,civicplus,257307,0.26,yes,,,,,,,,,,
2023-09-12,City Council Regular Meeting Agenda September 12 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_09122023-67?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-09-12/09122023-67.pdf,civicplus,230247,0.23,yes,,,,,,,,,,
2023-09-26,City Council Regular Meeting Agenda Amended September 26 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_09262023-50?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-09-26/09262023-50.pdf,civicplus,253141,0.25,yes,,,,,,,,,,
2023-10-10,City Council Regular Meeting Agenda October 10 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_10102023-65?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-10-10/10102023-65.pdf,civicplus,231798,0.23,yes,,,,,,,,,,
2023-10-24,City Council Regular Meeting Agenda October 24 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_10242023-66?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-10-24/10242023-66.pdf,civicplus,250281,0.25,yes,,,,,,,,,,
2023-11-14,City Council Regular Meeting Agenda November 14 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_11142023-57?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-11-14/11142023-57.pdf,civicplus,251359,0.25,yes,,,,,,,,,,
2023-11-28,City Council Regular Meeting Agenda November 28 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_11282023-58?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-11-28/11282023-58.pdf,civicplus,257404,0.26,yes,,,,,,,,,,
2023-12-12,City Council Regular Meeting Agenda December 12 2023 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_12122023-45?packet=true,2026-07-14,text,pdftotext-layout,raw/2023-12-12/12122023-45.pdf,civicplus,253259,0.25,yes,,,,,,,,,,
2024-01-09,City Council Regular Meeting Agenda January 9 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_01092024-48?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-01-09/01092024-48.pdf,civicplus,253809,0.25,yes,,,,,,,,,,
2024-01-23,City Council Regular Meeting Agenda January 23 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_01232024-59?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-01-23/01232024-59.pdf,civicplus,221746,0.22,yes,,,,,,,,,,
2024-03-12,City Council Regular Meeting Agenda March 12 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_03122024-54?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-03-12/03122024-54.pdf,civicplus,234969,0.23,yes,,,,,,,,,,
2024-03-26,City Council Regular Meeting Agenda March 26 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_03262024-55?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-03-26/03262024-55.pdf,civicplus,233662,0.23,yes,,,,,,,,,,
2024-04-09,City Council Regular Meeting Agenda April 9 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_04092024-51?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-04-09/04092024-51.pdf,civicplus,382828,0.38,yes,,,,,,,,,,
2024-04-13,City Council Regular Meeting Agenda April13 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_04132024-52?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-04-13/04132024-52.pdf,civicplus,140822,0.14,yes,,,,,,,,,,
2024-04-23,City Council Regular Meeting Agenda April 23 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_04232024-43?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-04-23/04232024-43.pdf,civicplus,235431,0.24,yes,,,,,,,,,,
2024-05-14,City Council Regular Meeting Agenda May 14 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_05142024-41?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-05-14/05142024-41.pdf,civicplus,240008,0.24,yes,,,,,,,,,,
2024-05-28,City Council Regular Meeting Agenda May 28 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_05282024-42?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-05-28/05282024-42.pdf,civicplus,271008,0.27,yes,,,,,,,,,,
2024-06-03,City Council Open House Agenda (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06032024-34?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-06-03/06032024-34.pdf,civicplus,224481,0.22,yes,,,,,,,,,,
2024-06-11,City Council Regular Meeting Agenda June 11 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06112024-36?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-06-11/06112024-36.pdf,civicplus,275650,0.28,yes,,,,,,,,,,
2024-06-18,City Council Special Meeting Agenda June 18 2024 (PDF),Council,special,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06182024-33?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-06-18/06182024-33.pdf,civicplus,266796,0.27,yes,,,,,,,,,,
2024-06-25,City Council Regular Meeting Agenda June 25 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06252024-37?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-06-25/06252024-37.pdf,civicplus,308961,0.31,yes,,,,,,,,,,
2024-07-09,City Council Regular Meeting Agenda July 9 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07092024-35?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-07-09/07092024-35.pdf,civicplus,306133,0.31,yes,,,,,,,,,,
2024-07-09,City Council Regular Meeting Minutes July 9 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07092024-38?packet=true,2026-07-14,scanned,pdftotext-layout (image-only; vision/OCR to read),raw/2024-07-09/07092024-38.pdf,civicplus,419602,0.42,yes,,,,,,,,,,
2024-07-23,City Council Regular Meeting Agenda July 23 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07232024-117?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-07-23/07232024-117.pdf,civicplus,263520,0.26,yes,,,,,,,,,,
2024-08-13,City Council Regular Meeting Agenda August 13 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_08132024-118?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-08-13/08132024-118.pdf,civicplus,255999,0.26,yes,,,,,,,,,,
2024-08-27,City Council Regular Meeting Agenda August 27 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_08272024-119?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-08-27/08272024-119.pdf,civicplus,217579,0.22,yes,,,,,,,,,,
2024-09-10,City Council Regular Meeting Agenda September 10 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_09102024-120?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-09-10/09102024-120.pdf,civicplus,264356,0.26,yes,,,,,,,,,,
2024-09-24,City Council Regular Meeting Agenda September 24 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_09242024-121?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-09-24/09242024-121.pdf,civicplus,158692,0.16,yes,,,,,,,,,,
2024-10-08,City Council Regular Meeting Agenda October 8 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_10082024-122?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-10-08/10082024-122.pdf,civicplus,235851,0.24,yes,,,,,,,,,,
2024-10-22,City Council Regular Meeting Agenda October 22 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_10222024-123?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-10-22/10222024-123.pdf,civicplus,213310,0.21,yes,,,,,,,,,,
2024-11-12,City Council Regular Meeting Agenda November 12 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_11122024-125?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-11-12/11122024-125.pdf,civicplus,211767,0.21,yes,,,,,,,,,,
2024-11-26,City Council Regular Meeting Agenda November 26 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_11262024-127?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-11-26/11262024-127.pdf,civicplus,465297,0.47,yes,,,,,,,,,,
2024-12-10,City Council Regular Meeting Agenda December 10 2024 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_12102024-128?packet=true,2026-07-14,text,pdftotext-layout,raw/2024-12-10/12102024-128.pdf,civicplus,263206,0.26,yes,,,,,,,,,,
2025-01-14,City Council Regular Meeting Agenda January 14 2025 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_01142025-129?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-01-14/01142025-129.pdf,civicplus,304616,0.3,yes,,,,,,,,,,
2025-01-14,"January 14, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_01142025-133?packet=true,2026-07-14,text,docx-xml (born-digital; word/document.xml strip),raw/2025-01-14/01142025-133.docx,civicplus,81754,0.08,yes,,,,,,,,,,
2025-01-28,City Council Regular Meeting Agenda January 28 2025 (PDF),Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_01282025-130?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-01-28/01282025-130.pdf,civicplus,282744,0.28,yes,,,,,,,,,,
2025-02-11,"February 11, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_02112025-134?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-02-11/02112025-134.pdf,civicplus,399492,0.4,yes,,,,,,,,,,
2025-02-15,"February 15, 2025 City Council Retreat",Council,work,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_02152025-135?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-02-15/02152025-135.pdf,civicplus,437000,0.44,yes,,,,,,,,,,
2025-02-25,"February 25, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_02252025-136?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-02-25/02252025-136.pdf,civicplus,214354,0.21,yes,,,,,,,,,,
2025-03-11,"March 11, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_03112025-137?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-03-11/03112025-137.pdf,civicplus,213920,0.21,yes,,,,,,,,,,
2025-03-25,"March 25, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_03252025-138?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-03-25/03252025-138.pdf,civicplus,605693,0.61,yes,,,,,,,,,,
2025-04-08,"April 8, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_04082025-139?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-04-08/04082025-139.pdf,civicplus,254337,0.25,yes,,,,,,,,,,
2025-04-22,"April 22, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_04222025-140?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-04-22/04222025-140.pdf,civicplus,213849,0.21,yes,,,,,,,,,,
2025-05-13,"May 13, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_05132025-141?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-05-13/05132025-141.pdf,civicplus,212873,0.21,yes,,,,,,,,,,
2025-05-27,"May 27, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_05272025-144?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-05-27/05272025-144.pdf,civicplus,214317,0.21,yes,,,,,,,,,,
2025-06-10,"June 10, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06102025-145?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-06-10/06102025-145.pdf,civicplus,211687,0.21,yes,,,,,,,,,,
2025-06-24,"June 24, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06242025-147?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-06-24/06242025-147.pdf,civicplus,925389,0.93,yes,,,,,,,,,,
2025-07-08,"July 8, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07082025-148?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-07-08/07082025-148.pdf,civicplus,9569425,9.57,yes,,,,,,,,,,
2025-07-22,"July 22, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07222025-150?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-07-22/07222025-150.pdf,civicplus,9422202,9.42,yes,,,,,,,,,,
2025-07-30,July 30. 2025 Magna City Council Special Meeting,Council,special,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07302025-151?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-07-30/07302025-151.pdf,civicplus,185069,0.19,yes,,,,,,,,,,
2025-08-26,"August 26, 2025 Magna Board of Canvassers Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_08262025-169?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-08-26/08262025-169.pdf,civicplus,167574,0.17,yes,,,,,,,,,,
2025-08-26,"August 26, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_08262025-170?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-08-26/08262025-170.pdf,civicplus,4969348,4.97,yes,,,,,,,,,,
2025-09-09,"September 9, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_09092025-172?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-09-09/09092025-172.pdf,civicplus,224179,0.22,yes,,,,,,,,,,
2025-09-23,"September 23, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_09232025-175?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-09-23/09232025-175.pdf,civicplus,1084913,1.08,yes,,,,,,,,,,
2025-09-25,Notice of Potential Quorum,Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_09252025-176?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-09-25/09252025-176.pdf,civicplus,61032,0.06,yes,,,,,,,,,,
2025-10-14,"October 14, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_10142025-177?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-10-14/10142025-177.pdf,civicplus,222975,0.22,yes,,,,,,,,,,
2025-10-28,"October 28, 2025 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_10282025-179?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-10-28/10282025-179.pdf,civicplus,24081786,24.08,yes,,,,,,,,,,
2025-11-18,City Council Meeting Date Change,Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_11182025-184?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-11-18/11182025-184.pdf,civicplus,421265,0.42,yes,,,,,,,,,,
2025-11-18,Magna Board of Convassers Meeting,Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_11182025-185?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-11-18/11182025-185.pdf,civicplus,412977,0.41,yes,,,,,,,,,,
2025-11-18,"November 18, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_11182025-186?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-11-18/11182025-186.pdf,civicplus,5025104,5.03,yes,,,,,,,,,,
2025-12-09,"December 9, 2025 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_12092025-189?packet=true,2026-07-14,text,pdftotext-layout,raw/2025-12-09/12092025-189.pdf,civicplus,12775447,12.78,yes,,,,,,,,,,
2026-01-02,Public Notice - District 3 Mid-Term Vacancy Announcement,Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_01022026-190?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-01-02/01022026-190.pdf,civicplus,159590,0.16,yes,,,,,,,,,,
2026-01-13,"January 13, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_01132026-191?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-01-13/01132026-191.pdf,civicplus,5402431,5.4,yes,,,,,,,,,,
2026-01-27,"January 27, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_01272026-194?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-01-27/01272026-194.pdf,civicplus,224472,0.22,yes,,,,,,,,,,
2026-02-10,"February 10, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_02102026-196?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-02-10/02102026-196.pdf,civicplus,519572,0.52,yes,,,,,,,,,,
2026-02-24,"February 24, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_02242026-198?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-02-24/02242026-198.pdf,civicplus,831948,0.83,yes,,,,,,,,,,
2026-02-27,"February 27, 2026 Magna City Council Retreat (Special Meeting)",Council,work,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_02272026-199?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-02-27/02272026-199.pdf,civicplus,380631,0.38,yes,,,,,,,,,,
2026-03-10,"March 10, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_03102026-200?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-03-10/03102026-200.pdf,civicplus,441230,0.44,yes,,,,,,,,,,
2026-03-24,"March 24, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_03242026-202?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-03-24/03242026-202.pdf,civicplus,2775300,2.78,yes,,,,,,,,,,
2026-04-14,"April 14, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_04142026-203?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-04-14/04142026-203.pdf,civicplus,11814159,11.81,yes,,,,,,,,,,
2026-04-28,"April 28, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_04282026-205?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-04-28/04282026-205.pdf,civicplus,5198965,5.2,yes,,,,,,,,,,
2026-04-30,"April 30, 2026 Magna City Council Special Meeting",Council,special,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_04302026-206?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-04-30/04302026-206.pdf,civicplus,187487,0.19,yes,,,,,,,,,,
2026-05-12,"May 12, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_05122026-207?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-05-12/05122026-207.pdf,civicplus,1064624,1.06,yes,,,,,,,,,,
2026-05-26,"May 26, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_05262026-209?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-05-26/05262026-209.pdf,civicplus,264340,0.26,yes,,,,,,,,,,
2026-06-09,"June 9, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06092026-211?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-06-09/06092026-211.pdf,civicplus,1413894,1.41,yes,,,,,,,,,,
2026-06-23,Notice of Public Hearing for Intent to Prepare an IFFP,Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06232026-212?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-06-23/06232026-212.pdf,civicplus,122095,0.12,yes,,,,,,,,,,
2026-06-23,Notice of Public Hearing for FY 2026 (Current) Budget Amendment,Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06232026-213?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-06-23/06232026-213.pdf,civicplus,767027,0.77,yes,,,,,,,,,,
2026-06-23,"June 23, 2026 Magna City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_06232026-214?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-06-23/06232026-214.pdf,civicplus,3485346,3.49,yes,,,,,,,,,,
2026-07-14,"July 14, 2026 City Council Meeting",Council,regular,full_packet,https://magna.utah.gov/AgendaCenter/ViewFile/Agenda/_07142026-215?packet=true,2026-07-14,text,pdftotext-layout,raw/2026-07-14/07142026-215.pdf,civicplus,757918,0.76,yes,,,,,,,,,,
2019-01-10,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/457049.pdf,2026-07-14,text,pdftotext-layout,raw/2019-01-10/457049.pdf,pmn,23192632,23.19,yes,506163,190110_MagnaTPC_Packet.pdf,,,,,,,,
2019-01-15,Magna Metro Township General Plan Steering Committee,PC,work,agenda_packet,https://www.utah.gov/pmn/files/459193.pdf,2026-07-14,text,pdftotext-layout,raw/2019-01-15/459193.pdf,pmn,207702,0.21,yes,509611,Work Session Agenda-Jan_15_2019.pdf,,,,,,,,
2019-02-05,Magna Metro Township General Plan Steering Committee,PC,work,agenda_packet,https://www.utah.gov/pmn/files/463695.pdf,2026-07-14,text,pdftotext-layout,raw/2019-02-05/463695.pdf,pmn,108908,0.11,yes,512883,Work Session Agenda-Feb_5_2019.pdf,,,,,,,,
2019-03-05,Magna Metro Township General Plan Steering Committee,PC,work,agenda_packet,https://www.utah.gov/pmn/files/473101.pdf,2026-07-14,text,pdftotext-layout,raw/2019-03-05/473101.pdf,pmn,112722,0.11,yes,518843,Work Session Agenda-March_5_2019.pdf,,,,,,,,
2019-03-14,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/476203.pdf,2026-07-14,text,pdftotext-layout,raw/2019-03-14/476203.pdf,pmn,13783926,13.78,yes,518847,190314_MagnaTPC_Packet.pdf,,,,,,,,
2019-04-02,Magna Metro Township General Plan Steering Committee,PC,work,agenda_packet,https://www.utah.gov/pmn/files/481261.pdf,2026-07-14,text,pdftotext-layout,raw/2019-04-02/481261.pdf,pmn,109114,0.11,yes,524651,Work Session Agenda-April_2_2019.pdf,,,,,,,,
2019-04-11,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/484519.pdf,2026-07-14,text,pdftotext-layout,raw/2019-04-11/484519.pdf,pmn,7949547,7.95,yes,525029,190411_MagnaTPC_Packet.pdf,,,,,,,,
2019-05-09,Planning Commission,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/490691.pdf,2026-07-14,text,pdftotext-layout,raw/2019-05-09/490691.pdf,pmn,170552,0.17,yes,531367,190509_MagnaTPC_Agenda[2100].pdf,,,,,,,,
2019-06-13,Planning Commission,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/500831.pdf,2026-07-14,text,pdftotext-layout,raw/2019-06-13/500831.pdf,pmn,205033,0.21,yes,538593,190613_MagnaTPC_AgendaAmended2.pdf,,,,,,,,
2019-06-20,Planning Commission,PC,special,full_packet,https://www.utah.gov/pmn/files/503571.pdf,2026-07-14,text,pdftotext-layout,raw/2019-06-20/503571.pdf,pmn,479873,0.48,yes,538763,190620_MagnaTPC_SpecialMtgPacket.pdf,,,,,,,,
2019-07-11,Planning Commission Meeting,PC,regular,full_packet,https://www.utah.gov/pmn/files/510705.pdf,2026-07-14,text,pdftotext-layout,raw/2019-07-11/510705.pdf,pmn,9141717,9.14,yes,544505,190711_MagnaTPC_Packet.pdf,,,,,,,,
