date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,event_id,file_id,size_mb,stored_locally
2021-05-26,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4757,plainText=false)",2026-07-05,na,civicclerk_odata,,1433,4757,34.037,no
2021-05-27,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2593,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-05-27/Council_e1426_agenda.pdf,1426,2593,0.064,yes
2021-05-27,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2594,plainText=false)",2026-07-05,na,civicclerk_odata,,1426,2594,101.08,no
2021-06-02,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2520,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-06-02/HistoricPreservationBoard_e1397_agenda.pdf,1397,2520,0.11,yes
2021-06-02,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2521,plainText=false)",2026-07-05,na,civicclerk_odata,,1397,2521,41.068,no
2021-06-09,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4756,plainText=false)",2026-07-05,na,civicclerk_odata,,1360,4756,222.586,no
2021-06-16,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2343,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-06-16/PlanningCommission_e1322_agenda.pdf,1322,2343,0.135,yes
2021-06-16,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4755,plainText=false)",2026-07-05,na,civicclerk_odata,,1322,4755,13.609,no
2021-06-17,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2327,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-06-17/Council_e1316_agenda.pdf,1316,2327,0.058,yes
2021-06-17,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2328,plainText=false)",2026-07-05,na,civicclerk_odata,,1316,2328,39.117,no
2021-06-23,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2254,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-06-23/PlanningCommission_e1286_agenda.pdf,1286,2254,0.137,yes
2021-06-23,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4754,plainText=false)",2026-07-05,na,civicclerk_odata,,1286,4754,6.905,no
2021-06-24,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2238,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-06-24/Council_e1279_agenda.pdf,1279,2238,0.061,yes
2021-06-24,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2239,plainText=false)",2026-07-05,na,civicclerk_odata,,1279,2239,37.36,no
2021-07-01,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2143,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-07-01/Council_e1240_agenda.pdf,1240,2143,0.059,yes
2021-07-01,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2144,plainText=false)",2026-07-05,na,civicclerk_odata,,1240,2144,85.245,no
2021-07-07,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2114,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-07-07/HistoricPreservationBoard_e1225_agenda.pdf,1225,2114,0.074,yes
2021-07-07,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2115,plainText=false)",2026-07-05,na,civicclerk_odata,,1225,2115,13.375,no
2021-07-15,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2007,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-07-15/Council_e1180_agenda.pdf,1180,2007,0.062,yes
2021-07-15,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2008,plainText=false)",2026-07-05,na,civicclerk_odata,,1180,2008,31.067,no
2021-07-21,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1932,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-07-21/PlanningCommission_e1149_agenda.pdf,1149,1932,0.141,yes
2021-07-21,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4753,plainText=false)",2026-07-05,na,civicclerk_odata,,1149,4753,36.578,no
2021-07-28,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4752,plainText=false)",2026-07-05,na,civicclerk_odata,,1125,4752,86.056,no
2021-08-04,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1787,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-08-04/HistoricPreservationBoard_e1089_agenda.pdf,1089,1787,0.124,yes
2021-08-04,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1788,plainText=false)",2026-07-05,na,civicclerk_odata,,1089,1788,30.903,no
2021-08-18,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1664,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-08-18/PlanningCommission_e1031_agenda.pdf,1031,1664,0.284,yes
2021-08-18,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4751,plainText=false)",2026-07-05,na,civicclerk_odata,,1031,4751,19.306,no
2021-08-19,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1658,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-08-19/Council_e1027_agenda.pdf,1027,1658,0.058,yes
2021-08-19,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1659,plainText=false)",2026-07-05,na,civicclerk_odata,,1027,1659,16.434,no
2021-08-25,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1589,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-08-25/PlanningCommission_e999_agenda.pdf,999,1589,0.426,yes
2021-08-25,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4750,plainText=false)",2026-07-05,na,civicclerk_odata,,999,4750,112.847,no
2021-08-28,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1557,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-08-28/PlanningCommission_e986_agenda.pdf,986,1557,0.39,yes
2021-09-01,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1510,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-09-01/HistoricPreservationBoard_e968_agenda.pdf,968,1510,0.39,yes
2021-09-01,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1511,plainText=false)",2026-07-05,na,civicclerk_odata,,968,1511,16.679,no
2021-09-02,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1491,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-09-02/Council_e958_agenda.pdf,958,1491,0.057,yes
2021-09-02,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1492,plainText=false)",2026-07-05,na,civicclerk_odata,,958,1492,34.055,no
2021-09-08,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1454,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-09-08/PlanningCommission_e941_agenda.pdf,941,1454,0.134,yes
2021-09-08,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4749,plainText=false)",2026-07-05,na,civicclerk_odata,,941,4749,66.533,no
2021-09-15,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1374,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-09-15/PlanningCommission_e909_agenda.pdf,909,1374,0.069,yes
2021-09-15,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4748,plainText=false)",2026-07-05,na,civicclerk_odata,,909,4748,33.308,no
2021-09-21,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1315,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-09-21/Council_e884_agenda.pdf,884,1315,0.023,yes
2021-09-21,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1316,plainText=false)",2026-07-05,na,civicclerk_odata,,884,1316,2.682,no
2021-09-22,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1301,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-09-22/PlanningCommission_e879_agenda.pdf,879,1301,0.191,yes
2021-09-22,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4747,plainText=false)",2026-07-05,na,civicclerk_odata,,879,4747,53.272,no
2021-09-23,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1283,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-09-23/Council_e872_agenda.pdf,872,1283,0.058,yes
2021-09-23,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1284,plainText=false)",2026-07-05,na,civicclerk_odata,,872,1284,29.819,no
2021-09-29,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1221,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-09-29/PlanningCommission_e848_agenda.pdf,848,1221,0.064,yes
2021-09-29,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4746,plainText=false)",2026-07-05,na,civicclerk_odata,,848,4746,27.568,no
2021-10-06,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1151,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-10-06/HistoricPreservationBoard_e819_agenda.pdf,819,1151,0.729,yes
2021-10-06,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1152,plainText=false)",2026-07-05,na,civicclerk_odata,,819,1152,76.616,no
2021-10-07,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1135,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-10-07/Council_e810_agenda.pdf,810,1135,0.059,yes
2021-10-07,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1136,plainText=false)",2026-07-05,na,civicclerk_odata,,810,1136,65.43,no
2021-10-13,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1053,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-10-13/PlanningCommission_e776_agenda.pdf,776,1053,0.12,yes
2021-10-13,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4745,plainText=false)",2026-07-05,na,civicclerk_odata,,776,4745,252.483,no
2021-10-18,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1005,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-10-18/Council_e756_agenda.pdf,756,1005,0.022,yes
2021-10-18,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=1006,plainText=false)",2026-07-05,na,civicclerk_odata,,756,1006,109.595,no
2021-10-20,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=990,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-10-20/PlanningCommission_e749_agenda.pdf,749,990,0.022,yes
2021-10-20,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4744,plainText=false)",2026-07-05,na,civicclerk_odata,,749,4744,23.382,no
2021-10-27,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=911,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-10-27/PlanningCommission_e716_agenda.pdf,716,911,0.109,yes
2021-10-27,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4743,plainText=false)",2026-07-05,na,civicclerk_odata,,716,4743,255.302,no
2021-10-28,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=899,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-10-28/Council_e711_agenda.pdf,711,899,0.062,yes
2021-10-28,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=900,plainText=false)",2026-07-05,na,civicclerk_odata,,711,900,63.915,no
2021-11-03,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=842,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-11-03/HistoricPreservationBoard_e687_agenda.pdf,687,842,0.109,yes
2021-11-03,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=843,plainText=false)",2026-07-05,na,civicclerk_odata,,687,843,4.508,no
2021-11-04,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=824,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-11-04/Council_e677_agenda.pdf,677,824,0.052,yes
2021-11-04,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=825,plainText=false)",2026-07-05,na,civicclerk_odata,,677,825,7.706,no
2021-11-05,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=808,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-11-05/PlanningCommission_e669_agenda.pdf,669,808,0.021,yes
2021-11-05,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4742,plainText=false)",2026-07-05,na,civicclerk_odata,,669,4742,0.149,no
2021-11-10,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=745,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-11-10/PlanningCommission_e644_agenda.pdf,644,745,0.108,yes
2021-11-10,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4737,plainText=false)",2026-07-05,na,civicclerk_odata,,644,4737,149.502,no
2021-11-11,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=722,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-11-11/Council_e635_agenda.pdf,635,722,0.055,yes
2021-11-11,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=723,plainText=false)",2026-07-05,na,civicclerk_odata,,635,723,22.359,no
2021-11-16,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=662,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-11-16/Council_e609_agenda.pdf,609,662,0.022,yes
2021-11-16,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=663,plainText=false)",2026-07-05,na,civicclerk_odata,,609,663,0.462,no
2021-11-17,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=651,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-11-17/PlanningCommission_e604_agenda.pdf,604,651,0.062,yes
2021-11-17,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4736,plainText=false)",2026-07-05,na,civicclerk_odata,,604,4736,5.417,no
2021-11-18,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=630,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-11-18/Council_e596_agenda.pdf,596,630,0.059,yes
2021-11-18,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=631,plainText=false)",2026-07-05,na,civicclerk_odata,,596,631,40.103,no
2021-12-08,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=439,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-12-08/PlanningCommission_e513_agenda.pdf,513,439,0.227,yes
2021-12-08,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4741,plainText=false)",2026-07-05,na,civicclerk_odata,,513,4741,204.533,no
2021-12-09,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=417,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-12-09/Council_e503_agenda.pdf,503,417,0.063,yes
2021-12-09,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=418,plainText=false)",2026-07-05,na,civicclerk_odata,,503,418,40.364,no
2021-12-15,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=330,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-12-15/PlanningCommission_e463_agenda.pdf,463,330,0.054,yes
2021-12-15,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4735,plainText=false)",2026-07-05,na,civicclerk_odata,,463,4735,43.904,no
2021-12-16,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=313,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2021-12-16/Council_e456_agenda.pdf,456,313,0.063,yes
2021-12-16,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=314,plainText=false)",2026-07-05,na,civicclerk_odata,,456,314,45.114,no
2022-01-05,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4348,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-01-05/HistoricPreservationBoard_e2184_agenda.pdf,2184,4348,0.055,yes
2022-01-05,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4349,plainText=false)",2026-07-05,na,civicclerk_odata,,2184,4349,3.646,no
2022-01-06,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4330,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-01-06/Council_e2175_agenda.pdf,2175,4330,0.057,yes
2022-01-06,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4331,plainText=false)",2026-07-05,na,civicclerk_odata,,2175,4331,9.469,no
2022-01-07,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4313,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-01-07/Council_e2169_agenda.pdf,2169,4313,0.021,yes
2022-01-07,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4314,plainText=false)",2026-07-05,na,civicclerk_odata,,2169,4314,10.763,no
2022-01-11,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4251,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-01-11/Council_e2144_agenda.pdf,2144,4251,0.02,yes
2022-01-11,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4252,plainText=false)",2026-07-05,na,civicclerk_odata,,2144,4252,10.763,no
2022-01-12,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4237,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-01-12/PlanningCommission_e2138_agenda.pdf,2138,4237,0.109,yes
2022-01-12,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4734,plainText=false)",2026-07-05,na,civicclerk_odata,,2138,4734,13.568,no
2022-01-13,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4213,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-01-13/Council_e2128_agenda.pdf,2128,4213,0.054,yes
2022-01-13,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4214,plainText=false)",2026-07-05,na,civicclerk_odata,,2128,4214,58.657,no
2022-01-26,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4067,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-01-26/PlanningCommission_e2067_agenda.pdf,2067,4067,0.139,yes
2022-01-26,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4733,plainText=false)",2026-07-05,na,civicclerk_odata,,2067,4733,38.189,no
2022-01-27,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4053,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-01-27/Council_e2060_agenda.pdf,2060,4053,0.056,yes
2022-01-27,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4054,plainText=false)",2026-07-05,na,civicclerk_odata,,2060,4054,12.214,no
2022-02-02,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3991,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-02-02/HistoricPreservationBoard_e2034_agenda.pdf,2034,3991,0.069,yes
2022-02-02,Historic Preservation Board,HistoricPreservationBoard,Historic Preservation Board,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3992,plainText=false)",2026-07-05,na,civicclerk_odata,,2034,3992,7.134,no
2022-02-03,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3972,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-02-03/Council_e2025_agenda.pdf,2025,3972,0.057,yes
2022-02-03,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3973,plainText=false)",2026-07-05,na,civicclerk_odata,,2025,3973,23.269,no
2022-02-09,City Council,Council,City Council,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3885,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-02-09/Council_e1985_agenda.pdf,1985,3885,0.023,yes
2022-02-09,City Council,Council,City Council,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3886,plainText=false)",2026-07-05,na,civicclerk_odata,,1985,3886,7.145,no
2022-02-09,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3883,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2022-02-09/PlanningCommission_e1984_agenda.pdf,1984,3883,0.173,yes
2022-02-09,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://parkcityut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=4740,plainText=false)",2026-07-05,na,civicclerk_odata,,1984,4740,217.617,no
