ordinance_no,s3_key,source_url,size_bytes,stored_locally
19-08,millcreek/orddoc/documents/ORD 19-08.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-08.pdf,1995575,yes
19-10,millcreek/ordinances2/documents/ORD 19-10..pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances2/documents/ORD%2019-10..pdf,1795484,yes
19-11,millcreek/orddoc/documents/ORD 19-11.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-11.pdf,5559720,yes
19-12,millcreek/orddoc/documents/ORD 19-12.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-12.pdf,2265488,yes
19-13,millcreek/orddoc/documents/ORD 19-13.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-13.pdf,688293,yes
19-14,millcreek/orddoc/documents/ORD 19-14.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-14.pdf,2678335,yes
19-15,millcreek/orddoc/documents/ORD 19-15..pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-15..pdf,468892,yes
19-16,millcreek/orddoc/documents/ORD 19-16.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-16.pdf,1436904,yes
19-17,millcreek/ordinances/documents/ORD 19-17.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-17.pdf,2575118,yes
19-18,millcreek/ordinances/documents/ORD 19-18.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-18.pdf,835536,yes
19-19,millcreek/orddoc/documents/ORD 19-19.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-19.pdf,814866,yes
19-20,millcreek/orddoc/documents/ORD 19-20.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-20.pdf,40412664,no
19-21,millcreek/orddoc/documents/ORD 19-21.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-21.pdf,816125,yes
19-22,millcreek/orddoc/documents/ORD 19-22.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-22.pdf,828078,yes
19-23,millcreek/orddoc/documents/ORD 19-23.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-23.pdf,4044610,yes
19-24,millcreek/orddoc/documents/ORD 19-24.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-24.pdf,695529,yes
19-25,millcreek/orddoc/documents/ORD 19-25.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-25.pdf,3032005,yes
19-26,millcreek/orddoc/documents/ORD 19-26.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-26.pdf,11126191,no
19-27,millcreek/orddoc/documents/ORD 19-27.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-27.pdf,687854,yes
19-28,millcreek/orddoc/documents/ORD 19-28.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-28.pdf,6006027,yes
19-29,millcreek/orddoc/documents/ORD 19-29.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-29.pdf,791092,yes
19-30,millcreek/orddoc/documents/ORD 19-30.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-30.pdf,2567631,yes
19-31,millcreek/orddoc/documents/ORD 19-31.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-31.pdf,720757,yes
19-32,millcreek/orddoc/documents/ORD 19-32.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-32.pdf,742646,yes
19-33,millcreek/orddoc/documents/ORD 19-33.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-33.pdf,2522948,yes
19-34,millcreek/orddoc/documents/ORD 19-34.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-34.pdf,2156493,yes
19-35,millcreek/orddoc/documents/ORD 19-35.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-35.pdf,1080483,yes
19-36,millcreek/orddoc/documents/ORD 19-36.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-36.pdf,731576,yes
19-37,millcreek/orddoc/documents/ORD 19-37.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-37.pdf,2666027,yes
19-38,millcreek/ordinances/documents/1565715372_ORD 19-38.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1565715372_ORD%2019-38.pdf,888573,yes
19-39,millcreek/ordinances/documents/1566874288_ORD 19-39.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1566874288_ORD%2019-39.pdf,1282821,yes
19-40,millcreek/orddoc/documents/1569351136_ORD 19-40.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1569351136_ORD%2019-40.pdf,4007568,yes
19-41,millcreek/orddoc/documents/1571179952_ORD 19-41.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1571179952_ORD%2019-41.pdf,755829,yes
19-42,millcreek/orddoc/documents/1571774385_ORD 19-42.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1571774385_ORD%2019-42.pdf,2175230,yes
19-43,millcreek/orddoc/documents/1761232155_ORD 19-43.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1761232155_ORD%2019-43.pdf,6084278,yes
19-44,millcreek/ordinances/documents/1572387406_ORD 19-44.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1572387406_ORD%2019-44.pdf,1972539,yes
19-45,millcreek/orddoc/documents/1572385977_ORD 19-45.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1572385977_ORD%2019-45.pdf,763402,yes
19-46,millcreek/orddoc/documents/1573681087_ORD 19-46.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681087_ORD%2019-46.pdf,586185,yes
19-47,millcreek/orddoc/documents/1573681102_ORD 19-47.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681102_ORD%2019-47.pdf,624797,yes
19-48,millcreek/orddoc/documents/1573681117_ORD 19-48.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681117_ORD%2019-48.pdf,1070855,yes
19-49,millcreek/orddoc/documents/1573681131_ORD 19-49.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681131_ORD%2019-49.pdf,1045159,yes
19-50,millcreek/orddoc/documents/1573681146_ORD 19-50.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681146_ORD%2019-50.pdf,1311581,yes
19-51,millcreek/orddoc/documents/1584992702_ORD 19-51.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1584992702_ORD%2019-51.pdf,2650856,yes
19-52,millcreek/orddoc/documents/1574783465_ORD 19-52.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1574783465_ORD%2019-52.pdf,1410114,yes
19-53,millcreek/orddoc/documents/1576082774_ORD 19-53.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1576082774_ORD%2019-53.pdf,564737,yes
19-54,millcreek/orddoc/documents/1576082788_ORD 19-54.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1576082788_ORD%2019-54.pdf,806036,yes
19-55,millcreek/orddoc/documents/1577751013_ORD 19-55.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1577751013_ORD%2019-55.pdf,1726630,yes
19-56,millcreek/orddoc/documents/1576688651_ORD 19-56.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1576688651_ORD%2019-56.pdf,680154,yes
19-57,millcreek/planzone/documents/1576710583_ORD 19-57..pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1576710583_ORD%2019-57..pdf,10208160,no
19-58,millcreek/ordinances/documents/1576688998_ORD 19-58.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1576688998_ORD%2019-58.pdf,1328801,yes
20-01,millcreek/orddoc/documents/1579110041_ORD 20-01.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1579110041_ORD%2020-01.pdf,5362561,yes
20-02,millcreek/ordinances/documents/1580228613_ORD 20-02..pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1580228613_ORD%2020-02..pdf,224494,yes
20-03,millcreek/orddoc/documents/1580227787_ORD 20-03.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1580227787_ORD%2020-03.pdf,1341015,yes
20-04,millcreek/orddoc/documents/1581459179_ORD 20-04.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1581459179_ORD%2020-04.pdf,679810,yes
20-05,millcreek/ordinances/documents/1588951255_ORD 20-05.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1588951255_ORD%2020-05.pdf,871277,yes
20-06,millcreek/planzone/documents/1581465664_ORD 20-06..pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1581465664_ORD%2020-06..pdf,699213,yes
20-07,"millcreek/planzone/documents/1583274778_ORD 20-07,.pdf",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1583274778_ORD%2020-07%2C.pdf,584365,yes
20-08,millcreek/orddoc/documents/1583871084_ORD 20-08.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1583871084_ORD%2020-08.pdf,6558000,yes
20-09,millcreek/ordinances/documents/1583873957_ORD 20-09.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1583873957_ORD%2020-09.pdf,360215,yes
20-10,millcreek/planzone/documents/1583871393_ORD 20-10.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1583871393_ORD%2020-10.pdf,3134083,yes
20-11,millcreek/orddoc/documents/1584461068_ORD 20-11.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1584461068_ORD%2020-11.pdf,1786797,yes
20-12,millcreek/ordinances/documents/1585082026_ORD 20-12.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1585082026_ORD%2020-12.pdf,1914441,yes
20-13,millcreek/ordinances/documents/1585082338_ORD 20-13.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1585082338_ORD%2020-13.pdf,2930897,yes
20-14,millcreek/orddoc/documents/1585081891_ORD 20-14.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1585081891_ORD%2020-14.pdf,1089065,yes
20-15,millcreek/orddoc/documents/1612201290_ORD 20-15.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1612201290_ORD%2020-15.pdf,3192714,yes
20-16,millcreek/orddoc/documents/1586989679_ORD 20-16.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1586989679_ORD%2020-16.pdf,3715323,yes
20-17,millcreek/ordinances/documents/1588098311_ORD 20-17.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1588098311_ORD%2020-17.pdf,1089325,yes
20-18,millcreek/orddoc/documents/1588098694_ORD 20-18.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1588098694_ORD%2020-18.pdf,1049592,yes
20-19,millcreek/orddoc/documents/1588098717_ORD 20-19.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1588098717_ORD%2020-19.pdf,1034025,yes
20-20,millcreek/orddoc/documents/1761232054_ORD 20-20.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1761232054_ORD%2020-20.pdf,5212911,yes
20-21,millcreek/orddoc/documents/1589298672_ORD 20-21.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1589298672_ORD%2020-21.pdf,753904,yes
20-22,millcreek/orddoc/documents/1589298690_ORD 20-22.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1589298690_ORD%2020-22.pdf,633409,yes
20-23,millcreek/ordinances/documents/1590604547_ORD 20-23.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1590604547_ORD%2020-23.pdf,594263,yes
20-24,millcreek/orddoc/documents/1602183975_ORD 20-24.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1602183975_ORD%2020-24.pdf,6216188,yes
20-25,millcreek/orddoc/documents/1592958026_ORD 20-25.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1592958026_ORD%2020-25.pdf,1234556,yes
20-26,millcreek/orddoc/documents/1592958046_ORD 20-26.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1592958046_ORD%2020-26.pdf,941882,yes
20-27,millcreek/ordinances/documents/1593014855_ORD 20-27.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1593014855_ORD%2020-27.pdf,698673,yes
20-28,millcreek/ordinances/documents/1593015145_ORD 20-28.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1593015145_ORD%2020-28.pdf,485406,yes
20-29,millcreek/ordinances/documents/1593015509_ORD 20-29.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1593015509_ORD%2020-29.pdf,5862419,yes
20-30,millcreek/ordinances/documents/1593015911_ORD 20-30.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1593015911_ORD%2020-30.pdf,19925891,no
20-31,millcreek/orddoc/documents/1594758292_ORD 20-31.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1594758292_ORD%2020-31.pdf,2523602,yes
20-32,millcreek/orddoc/documents/1595270922_ORD 20-32.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1595270922_ORD%2020-32.pdf,4380806,yes
20-33,millcreek/ordinances/documents/1594758530_ORD 20-33.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1594758530_ORD%2020-33.pdf,612715,yes
20-34,millcreek/ordinances/documents/1594758415_ORD 20-34.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1594758415_ORD%2020-34.pdf,4860051,yes
20-35,millcreek/orddoc/documents/1595972252_ORD 20-35.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1595972252_ORD%2020-35.pdf,697345,yes
20-36,millcreek/ordinances/documents/1595972470_ORD 20-36.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1595972470_ORD%2020-36.pdf,566022,yes
20-37,millcreek/orddoc/documents/1595972283_ORD 20-37.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1595972283_ORD%2020-37.pdf,760540,yes
20-38,millcreek/orddoc/documents/1599071571_ORD 20-38.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1599071571_ORD%2020-38.pdf,2427385,yes
20-39,millcreek/orddoc/documents/1597181628_ORD 20-39.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1597181628_ORD%2020-39.pdf,11091183,no
20-40,millcreek/orddoc/documents/1597181651_ORD 20-40.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1597181651_ORD%2020-40.pdf,950136,yes
20-41,millcreek/orddoc/documents/1597181671_ORD 20-41.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1597181671_ORD%2020-41.pdf,781426,yes
20-42,millcreek/orddoc/documents/1597181692_ORD 20-42.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1597181692_ORD%2020-42.pdf,720313,yes
20-44,millcreek/ordinances/documents/1597181872_ORD 20-44.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1597181872_ORD%2020-44.pdf,2149851,yes
20-45,millcreek/orddoc/documents/1597181741_ORD 20-45.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1597181741_ORD%2020-45.pdf,1551108,yes
20-46,millcreek/orddoc/documents/1598369442_ORD 20-46.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1598369442_ORD%2020-46.pdf,15440848,no
20-47,millcreek/orddoc/documents/1600182896_Item 2.2 _ Ordinance 20-47 Amending Title 14 and 19 updated.docx,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1600182896_Item%202.2%20_%20Ordinance%2020-47%20Amending%20Title%2014%20and%2019%20updated.docx,217845,yes
20-48,millcreek/ordinances/documents/1600186915_ORD 20-48.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1600186915_ORD%2020-48.pdf,1247048,yes
20-49,millcreek/planzone/documents/1601407518_ORD 20-49.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1601407518_ORD%2020-49.pdf,7475345,yes
20-50,millcreek/orddoc/documents/1601415161_ORD 20-50.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1601415161_ORD%2020-50.pdf,727128,yes
20-51,millcreek/orddoc/documents/1601407283_ORD 20-51.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1601407283_ORD%2020-51.pdf,611344,yes
20-52,millcreek/orddoc/documents/1603814182_ORD 20-52.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1603814182_ORD%2020-52.pdf,518259,yes
20-53,millcreek/ordinances/documents/1606256844_Ordinance 20-53 Signed.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1606256844_Ordinance%2020-53%20Signed.pdf,852552,yes
20-54,millcreek/orddoc/documents/1608144868_Item 2.2 Signed Ordinance 20-54 and Exhibits.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1608144868_Item%202.2%20Signed%20Ordinance%2020-54%20and%20Exhibits.pdf,8435922,no
20-55,millcreek/ordinances/documents/1608147313_Item 3.1 Signed Ordinance 20-55 and Exhibit.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1608147313_Item%203.1%20Signed%20Ordinance%2020-55%20and%20Exhibit.pdf,528492,yes
20-56,millcreek/orddoc/documents/1608673520_Ordinance 20-56 Signed with Report.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1608673520_Ordinance%2020-56%20Signed%20with%20Report.pdf,782948,yes
20-57,millcreek/orddoc/documents/1608674610_Ordinance 20-57 Signed.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1608674610_Ordinance%2020-57%20Signed.pdf,883936,yes
21-01,millcreek/planzone/documents/1610483725_ORD 21-01.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1610483725_ORD%2021-01.pdf,984527,yes
21-02,millcreek/orddoc/documents/1612974745_ORD 21-02.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1612974745_ORD%2021-02.pdf,724965,yes
21-03,millcreek/orddoc/documents/1611685343_ORD 21-03.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1611685343_ORD%2021-03.pdf,616546,yes
21-05,millcreek/orddoc/documents/1618517610_ORD 21-05.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1618517610_ORD%2021-05.pdf,5429186,yes
21-06,millcreek/orddoc/documents/1612974784_ORD 21-06.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1612974784_ORD%2021-06.pdf,7292125,yes
21-07,millcreek/ordinances/documents/1616540143_ORD 21-07.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1616540143_ORD%2021-07.pdf,1716470,yes
21-08,millcreek/orddoc/documents/1616602947_ORD 21-08.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1616602947_ORD%2021-08.pdf,1855120,yes
21-09,millcreek/orddoc/documents/1616602990_ORD 21-09.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1616602990_ORD%2021-09.pdf,7394330,yes
21-10,millcreek/orddoc/documents/1616603011_ORD 21-10.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1616603011_ORD%2021-10.pdf,812438,yes
21-11,millcreek/planzone/documents/1616603645_ORD 21-11.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1616603645_ORD%2021-11.pdf,9108466,no
21-12,millcreek/orddoc/documents/1618363885_ORD 21-12.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1618363885_ORD%2021-12.pdf,1203990,yes
21-13,millcreek/orddoc/documents/1618363920_ORD 21-13.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1618363920_ORD%2021-13.pdf,1305855,yes
21-14,millcreek/orddoc/documents/1618363951_ORD 21-14.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1618363951_ORD%2021-14.pdf,4626244,yes
21-15,millcreek/ordinances/documents/1618364095_ORD 21-15.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1618364095_ORD%2021-15.pdf,533185,yes
21-16,millcreek/planzone/documents/1619625604_ORD 21-16.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1619625604_ORD%2021-16.pdf,6909667,yes
21-17,millcreek/orddoc/documents/1619717912_ORD 21-17.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1619717912_ORD%2021-17.pdf,1537757,yes
21-18,millcreek/ordinances/documents/1630502996_ORD 21-18.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1630502996_ORD%2021-18.pdf,3469594,yes
21-19,millcreek/orddoc/documents/1621959015_ORD 21-19.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1621959015_ORD%2021-19.pdf,1192664,yes
21-20,millcreek/orddoc/documents/1621959032_ORD 21-20.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1621959032_ORD%2021-20.pdf,420667,yes
21-21,millcreek/orddoc/documents/1623792434_ORD 21-21.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1623792434_ORD%2021-21.pdf,1735121,yes
21-22,millcreek/orddoc/documents/1623792500_ORD 21-22.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1623792500_ORD%2021-22.pdf,9000462,no
21-23,millcreek/ordinances/documents/1623793615_ORD 21-23.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1623793615_ORD%2021-23.pdf,1189985,yes
21-24,millcreek/orddoc/documents/1624985977_ORD 21-24.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1624985977_ORD%2021-24.pdf,1233474,yes
21-25,millcreek/orddoc/documents/1624985995_ORD 21-25.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1624985995_ORD%2021-25.pdf,7801227,yes
21-26,millcreek/orddoc/documents/1624986020_ORD 21-26.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1624986020_ORD%2021-26.pdf,1811070,yes
21-27,millcreek/orddoc/documents/1624986049_ORD 21-27.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1624986049_ORD%2021-27.pdf,1509139,yes
21-28,millcreek/ordinances/documents/1624986184_ORD 21-28.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1624986184_ORD%2021-28.pdf,988133,yes
21-29,millcreek/orddoc/documents/1626193652_ORD 21-29.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1626193652_ORD%2021-29.pdf,969036,yes
21-30,millcreek/orddoc/documents/1626193665_ORD 21-30.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1626193665_ORD%2021-30.pdf,850173,yes
