ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,date_precision,adoption_date_source,pdf_month_year,note
19-03,,2019-01-14,AN ORDINANCE TO AMEND THE 2018-2019 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-03.pdf,2026-07-06,scanned,ocr,raw/19-03.pdf,no,,2019-01-14,3,high,day,motion,2019-01,
19-04,,2019-02-11,"AN ORDINANCE OF MILLCREEK ADOPTING CODE SECTION 11.20.040 BUS ZONES, A PARKING REGULATION PROHIBITING PARKING IN BUS LOADING AREAS",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-04.pdf,2026-07-06,scanned,ocr,raw/19-04.pdf,yes,,2019-02-11,12,high,day,motion,2019-02,
19-05,,2019-02-11,AN ORDINANCE AMENDING SECTION 18.24.170 OF THE MILLCREEK CODE OF ORDINANCES RELATING TO BONDS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-05.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-05.pdf,no,,2019-02-11,13,high,day,motion,2019-02,
19-06,,2019-02-11,AN ORDINANCE OF THE MILLCREEK COUNCIL ADOPTING THE MILLCREEK TOGETHER GENERAL PLAN AND MAP,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-06.pdf,2026-07-06,scanned,ocr+ocrAll,raw/19-06.pdf,yes,,,,none,day,pdf,2019-02,
19-07,,2019-03-11,AN ORDINANCE OF THE MILLCREEK COUNCIL ADOPTING MILLCREEK’S 2019 AMENDED REGULAR MEETINGS SCHEDULE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-07.pdf,2026-07-06,scanned,ocr,raw/19-07.pdf,no,,2019-03-11,5,high,day,motion,2019-03,
19-08,,2019-03-11,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-08.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-08.pdf,no,,2019-03-11,6,high,day,motion,2019-03,
19-10,,2019-03-25,AN ORDINANCE AMENDING TITLE 2 AND TITLE 19 OF THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO NOTICING REQUIREMENTS FOR PUBLIC HEARINGS AND PUBLIC MEETINGS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances2/documents/ORD%2019-10..pdf,2026-07-06,scanned,ocr+ocrL,raw/19-10.pdf,yes,,,,none,day,pdf,2019-03,
19-11,,2019-04-08,AN ORDINANCE TO AMEND THE 2018-2019 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-11.pdf,2026-07-06,scanned,ocr,raw/19-11.pdf,no,,2019-04-08,7,high,day,motion,2019-04,
19-12,,2019-04-08,"AN ORDINANCE OF THE MILLCREEK CITY COUNCIL ADOPTING AN OFFICIAL PLAN FOR THE MILLCREEK CENTER COMMUNITY REINVESTMENT PROJECT AREA, AS APPROVED BY THE MILLCREEK COMMUNITY REINVESTMENT AGENCY AND DIRECT",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-12.pdf,2026-07-06,scanned,pdftext+ocrAll,raw/19-12.pdf,no,,,,none,day,pdf,2019-04,
19-13,,2019-04-08,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 3590 SOUTH 900 EAST FROM THE R-2-6.5 ZONE (MEDIUM DENSITY RESIDENTIAL) TO THE R-M ZONE (RESIDENTIAL ZONE),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-13.pdf,2026-07-06,scanned,ocr,raw/19-13.pdf,yes,,2019-04-08,4,medium,day,motion,,
19-14,,2019-04-08,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR AN AMENDMENT OF THE CAPRI PARK HOMES CONDOMINIUM PLAT ADDING 40 CONDOMINIUM UNITS TO THE CAPRI PARK HOMES DEVELOPMENT LOCATE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-14.pdf,2026-07-06,scanned,ocr,raw/19-14.pdf,yes,,2019-04-08,5,high,day,motion,2019-04,
19-15,,2019-04-08,AN ORDINANCE AMENDING VARIOUS SECTIONS OF TITLE 5 OF THE MILLCREEK CODE OF ORDINANCES RELATED TO APPEALS (CHANGING FROM THE CITY COUNCIL TO AN APPEAL AUTHORITY),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-15..pdf,2026-07-06,scanned,pdftext+ocrL,raw/19-15.pdf,no,,2019-04-08,13,high,day,motion,2019-04,
19-16,,2019-05-13,"AN ORDINANCE OF MILLCREEK TO APPROVE A MONETARY CONTRIBUTION OF $6,000 TO THE MILLCREEK ARTS COUNCIL",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-16.pdf,2026-07-06,scanned,ocr,raw/19-16.pdf,no,,2019-05-13,5,high,day,motion,2019-05,
19-17,,2019-05-13,AN ORDINANCE ADOPTING CHAPTER 18.30 OF THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO CONDOMINIUM CONVERSIONS AND CONDOMINIUM DEVELOPMENTS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-17.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-17.pdf,no,,2019-05-13,2,high,day,motion,2019-05,
19-18,,2019-05-28,AN ORDINANCE OF MILLCREEK ADDING MILLCREEK CODE OF ORDINANCES CHAPTER 2.11 REGARDING AN ELECTION CODE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-18.pdf,2026-07-06,scanned,ocr,raw/19-18.pdf,no,,2019-05-28,2,high,day,motion,2019-05,
19-19,,2019-05-28,,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-19.pdf,2026-07-06,scanned,ocr,raw/19-19.pdf,no,,,,none,day,pdf,2019-05,
19-20,,2019-06-10,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-20.pdf,2026-07-06,na,index-only (oversize; not stored),,no,,2019-06-10,8,medium,day,motion,,
19-21,,2019-06-10,"AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT 3244 S., 3260 S., 3261 S., 3273 S., 3280 S. AND 3290 S. 1000 E. FROM THE C-2 (COMMERCIAL) TO R-1- 6 (SINGLE-FAMILY RESIDENTIAL)",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-21.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-21.pdf,yes,,2019-06-10,2,high,day,motion,2019-06,
19-22,,2019-06-10,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 534 EAST DELNO DRIVE & 3999 SOUTH 500 EAST FROM THE R-2-10 ZONE (MEDIUM DENSITY RESIDENTIAL) TO THE R-1-3 ZONE (SINGLE FAMILY RESIDENTIA,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-22.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-22.pdf,yes,,2019-06-10,3,high,day,motion,2019-06,
19-23,,2019-06-10,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR A SINGLE FAMILY PROJECT WITH 6 UNITS WITH RESPECT TO APPROXIMATELY 0.52 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 534,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-23.pdf,2026-07-06,scanned,ocr,raw/19-23.pdf,yes,,2019-06-10,4,high,day,motion,2019-06,
19-24,,2019-06-10,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 3923 SOUTH 500 EAST FROM THE R-2-10 ZONE (MEDIUM DENSITY RESIDENTIAL) TO THE R-M ZONE (R-M RESIDENTIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-24.pdf,2026-07-06,scanned,ocr,raw/19-24.pdf,yes,,2019-06-10,5,medium,day,motion,,
19-25,,2019-06-10,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR A MIXED-USE PROJECT LIMITED TO ONE DWELLING UNIT AND OFFICE ON FIRST FLOOR WITH RESPECT TO APPROXIMATELY 0.2 ACRES OF REAL P,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-25.pdf,2026-07-06,scanned,ocr,raw/19-25.pdf,yes,,2019-06-10,6,high,day,motion,2019-06,
19-26,,2019-06-10,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-26.pdf,2026-07-06,na,index-only (oversize; not stored),,no,,2019-06-10,11,medium,day,motion,,
19-27,,2019-06-10,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT 3608 E. JUPITER DRIVE FROM THE R-1-8 ZONE (SINGLE FAMILY RESIDENTIAL) TO THE C-2 ZONE (COMMERCIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-27.pdf,2026-07-06,scanned,ocr,raw/19-27.pdf,yes,,2019-06-10,7,medium,day,motion,,
19-28,,2019-06-24,AN ORDINANCE TO AMEND THE 2018-2019 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-28.pdf,2026-07-06,scanned,ocr,raw/19-28.pdf,no,,2019-06-24,9,high,day,motion,2019-06,
19-29,,2019-06-24,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT 3975 SOUTH AND 3999 SOUTH MAIN STREET FROM THE M (LIGHT MANUFACTURING) AND C-3 (COMMERCIAL) ZONES TO MD (MIXED USE) ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-29.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-29.pdf,yes,,,,none,day,pdf,2019-06,
19-30,,2019-06-24,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR A MIXED USE PROJECT WITH RESPECT TO APPROXIMATELY 1.92 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 3975 AND 3999 SOUTH M,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-30.pdf,2026-07-06,scanned,ocr,raw/19-30.pdf,yes,,,,none,day,pdf,2019-06,
19-31,,2019-06-24,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 4277 SOUTH 500 EAST FROM THE R-2-10 ZONE (MEDIUM DENSITY) TO THE R-1-5 ZONE (SINGLE FAMILY),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-31.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-31.pdf,yes,,2019-06-24,5,high,day,motion,2019-06,
19-32,,2019-06-24,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 3125 SOUTH 2300 EAST FROM THE R-1-8 ZONE (SINGLE FAMILY RESIDENTIAL) TO THE R-1-6 ZONE (SINGLE FAMILY RESIDENTIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-32.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-32.pdf,yes,,2019-06-24,6,high,day,motion,2019-06,
19-33,,2019-06-24,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR A FLAG LOT SUBDIVISION FOR TWO SINGLE FAMILY HOMES WITH RESPECT TO APPROXIMATELY .45 ACRES OF REAL PROPERTY LOCATED AT APPRO,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-33.pdf,2026-07-06,scanned,ocr,raw/19-33.pdf,yes,,2019-06-24,7,high,day,motion,2019-06,
19-34,,2019-07-08,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-34.pdf,2026-07-06,scanned,ocr,raw/19-34.pdf,no,,2019-07-08,3,high,day,motion,2019-07,
19-35,,2019-07-08,"AN ORDINANCE OF THE MILLCREEK CITY COUNCIL REGULATING, PREVENTING, AND BANNING THE DISCHARGE OF FIREWORKS OR USE ANY IGNITION SOURCE INCLUDING LIGHTERS, MATCHES, SKY LANTERNS, AND SMOKING MATERIALS WI",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-35.pdf,2026-07-06,scanned,ocr,raw/19-35.pdf,no,,2019-07-08,5,medium,day,motion,,
19-36,,2019-07-22,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 4236/4248 SOUTH 900 EAST FROM R-1-8 (SINGLE-FAMILY RESIDENTIAL) TO R-1-5 (SINGLE-FAMILY RESIDENTIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-36.pdf,2026-07-06,scanned,ocr,raw/19-36.pdf,yes,,2019-07-22,1,medium,day,motion,,
19-37,,2019-07-22,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR AN 8-UNIT PLANNED UNIT DEVELOPMENT WITH RESPECT TO APPROXIMATELY 1.18 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4236/4,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-37.pdf,2026-07-06,scanned,ocr,raw/19-37.pdf,yes,,2019-07-22,2,high,day,motion,2019-07,
19-38,,2019-08-12,AN ORDINANCE OF MILLCREEK AMENDING THE FINANCIAL ADMINISTRATIVE ORDINANCE CREATING A DIRECTOR OF FINANCE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1565715372_ORD%2019-38.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-38.pdf,no,,,,none,day,pdf,2019-08,
19-39,,2019-08-26,AN ORDINANCE AMENDING TITLE 19 OF THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO NOTICING AND HEARING REQUIREMENTS FOR LAND USE HEARINGS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1566874288_ORD%2019-39.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-39.pdf,yes,,2019-08-26,2,high,day,motion,2019-08,
19-40,,2019-09-23,AN ORDINANCE TO AMEND THE 2019-2020 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1569351136_ORD%2019-40.pdf,2026-07-06,scanned,ocr,raw/19-40.pdf,no,,2019-09-23,8,high,day,motion,2019-09,
19-41,,2019-10-14,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 3419 SOUTH 1300 EAST FROM R-1-8 (SINGLE FAMILY RESIDENTIAL) TO R-2-8 (MEDIUM DENSITY RESIDENTIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1571179952_ORD%2019-41.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-41.pdf,yes,,2019-10-14,2,high,day,motion,2019-10,
19-42,,2019-10-14,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR DEVELOPMENT OF A SINGLE DUPLEX LOCATED AT 3419 SOUTH 1300 EAST,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1571774385_ORD%2019-42.pdf,2026-07-06,scanned,ocr,raw/19-42.pdf,yes,,2019-10-14,3,high,day,motion,2019-10,
19-43,,2019-10-14,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1761232155_ORD%2019-43.pdf,2026-07-06,text,pdftext,raw/19-43.pdf,no,,2019-10-14,4,medium,day,motion,,
19-44,,2019-10-28,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1572387406_ORD%2019-44.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-44.pdf,no,,2019-10-28,5,high,day,motion,2019-10,
19-45,,2019-10-28,AN ORDINANCE AMENDING THE MILLCREEK TOGETHER GENERAL PLAN BY CHANGING THE FUTURE LAND USE MAP IN THE AREA OF 4000 SOUTH AND 700 WEST FROM NEIGHBORHOOD 2 TO NEIGHBORHOOD 1,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1572385977_ORD%2019-45.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-45.pdf,yes,,2019-10-28,3,high,day,motion,2019-10,
19-46,,2019-11-12,AN ORDINANCE AMENDING SECTION 2.04.130 OF MILLCREEK CODE OF,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681087_ORD%2019-46.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-46.pdf,no,,2019-11-12,4,high,day,motion,2019-11,
19-47,,2019-11-12,AN ORDINANCE AMENDING SECTION 14.12.027 OF THE MILLCREEK CODE OF ORDINANCES TO ADD CURB AND/OR GUTTER TO THE PROVISION THAT PROVIDE FOR CITY FINANCIAL PARTICIPATION WITH RESPECT TO RESIDENTIAL PROPERT,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681102_ORD%2019-47.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-47.pdf,yes,,2019-11-12,5,high,day,motion,2019-11,
19-48,,2019-11-12,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 3898 EAST THOUSAND OAKS CIRCLE FROM R-1-21 (SINGLE- FAMILY RESIDENTIAL) TO R-1-10 (SINGLE-FAMILY RESIDENTIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681117_ORD%2019-48.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-48.pdf,yes,,,,none,day,pdf,2019-11,
19-49,,2019-11-12,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 3898 EAST THOUSAND OAKS CIRCLE FROM FCOZ (FOOTHILLS AND CANYON OVERLAY ZONE) TO RCOZ (RESIDENTIAL COMPATIBILITY OVERLAY ZONE),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681131_ORD%2019-49.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-49.pdf,yes,,,,none,day,pdf,2019-11,
19-50,,2019-11-12,AN ORDINANCE APPLYING A ZONE CONDITION TO CERTAIN PROPERTY LOCATED AT APPROXIMATELY 3898 EAST THOUSAND OAKS CIRCLE THAT LIMITS THE DENSITY TO A MAXIMUM OF FIVE LOTS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1573681146_ORD%2019-50.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-50.pdf,yes,,,,none,day,pdf,2019-11,
19-51,,2019-11-12,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR A REZONE TO ACCOMMODATE A 5-LOT SUBDIVISION WITH RESPECT TO APPROXIMATELY 2.7 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATEL,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1584992702_ORD%2019-51.pdf,2026-07-06,scanned,ocr,raw/19-51.pdf,yes,,,,none,day,pdf,2019-11,
19-52,,2019-11-25,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1574783465_ORD%2019-52.pdf,2026-07-06,scanned,ocr,raw/19-52.pdf,no,,2019-11-25,4,medium,day,motion,,
19-53,,2019-12-09,AN ORDINANCE OF THE MILLCREEK COUNCIL ADOPTING MILLCREEK’S 2020 REGULAR MEETINGS SCHEDULE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1576082774_ORD%2019-53.pdf,2026-07-06,scanned,ocr,raw/19-53.pdf,no,,2019-12-09,6,high,day,motion,2019-12,
19-54,,2019-12-09,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 1643-1647 EAST WOODLAND AVENUE FROM R-1-8 (SINGLE- FAMILY RESIDENTIAL) TO R-1-6 (SINGLE-FAMILY RESIDENTIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1576082788_ORD%2019-54.pdf,2026-07-06,scanned,ocr,raw/19-54.pdf,yes,,2019-12-09,2,medium,day,motion,,
19-55,,2019-12-09,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT LOCATED AT APPROXIMATELY 1643-1647 EAST WOODLAND AVENUE FOR A 2-LOT FLAG LOT SUBDIVISION WITH RESPECT TO APPROXIMATELY .38 ACRES,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1577751013_ORD%2019-55.pdf,2026-07-06,scanned,ocr,raw/19-55.pdf,yes,,2019-12-09,3,high,day,motion,2019-12,
19-56,,2019-12-16,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 828 E. 4125 S. FROM R-2-10 (WEDIUM DENSITY RESIDENTIAL) TO R-1-5 (SINGLE FAMILY RESIDENTIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1576688651_ORD%2019-56.pdf,2026-07-06,scanned,ocr+ocrL,raw/19-56.pdf,yes,,2019-12-16,2,high,day,motion,2019-12,
19-57,,2019-12-16,City Council Special Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1576710583_ORD%2019-57..pdf,2026-07-06,na,index-only (oversize; not stored),,yes,,2019-12-16,3,medium,day,motion,,
19-58,,2019-12-16,AN ORDINANCE AMENDING CHAPTER 2.22 OF THE MILLCREEK CODE OF ORDINANCES TO ADOPT A PORTION OF THE UTAH PROCUREMENT CODE WITH RESPECT TO CONSTRUCTION MANAGERS/GENERAL CONTRACTORS AND INCREASING THE THRE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1576688998_ORD%2019-58.pdf,2026-07-06,scanned,ocr,raw/19-58.pdf,no,,2019-12-16,5,medium,day,motion,,
20-01,,2020-01-13,AN ORDINANCE AMENDING THE 2019-2020 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1579110041_ORD%2020-01.pdf,2026-07-06,scanned,ocr,raw/20-01.pdf,no,,2020-01-13,3,high,day,motion,2020-01,
20-02,,2020-01-27,AN ORDINANCE ADOPTING CHAPTER 14.50 TO THE MILLCREEK CODE ENTITLED DEDICATION OF PRIVATE STREETS TO PUBLIC OWNERSHIP,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1580228613_ORD%2020-02..pdf,2026-07-06,text,pdftext,raw/20-02.pdf,no,,2020-01-27,5,high,day,motion,2020-01,
20-03,,2020-01-27,"AN ORDINANCE TO APPROVE A MONETARY CONTRIBUTION OF $2,000 TO THE MILLCREEK SENIOR CENTER ADVISORY COMMITTEE",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1580227787_ORD%2020-03.pdf,2026-07-06,scanned,ocr,raw/20-03.pdf,no,,2020-01-27,4,high,day,motion,2020-01,
20-04,,2020-02-10,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 1470 E. 3900 S. FROM R-M (MULTI-FAMILY RESIDENTIAL) TO R-2-6.5 (MEDIUM DENSITY RESIDENTIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1581459179_ORD%2020-04.pdf,2026-07-06,scanned,ocr+ocrL,raw/20-04.pdf,yes,,2020-02-10,2,high,day,motion,2020-02,
20-05,,2020-02-10,AN ORDINANCE ADDING CHAPTER 11.48 TO THE MILLCREEK CODE OF ORDINANCES RELATED TO IDLING OF VEHICLES IN MILLCREEK,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1588951255_ORD%2020-05.pdf,2026-07-06,scanned,ocr+ocrL,raw/20-05.pdf,no,,2020-02-10,6,high,day,motion,2020-02,
20-06,,2020-02-10,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1581465664_ORD%2020-06..pdf,2026-07-06,text,pdftext,raw/20-06.pdf,yes,,2020-02-10,3,medium,day,motion,,
20-07,,2020-02-24,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1583274778_ORD%2020-07%2C.pdf,2026-07-06,text,pdftext,raw/20-07.pdf,no,,2020-02-24,2,medium,day,motion,,
20-08,,2020-03-09,AN ORDINANCE AMENDING THE 2019-2020 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1583871084_ORD%2020-08.pdf,2026-07-06,scanned,ocr,raw/20-08.pdf,no,,2020-03-09,5,high,day,motion,2020-03,
20-09,,2020-03-09,AN ORDINANCE REPEALING CHAPTER 2.73 OF THE MILLCREEK CODE OF ORDINANCES ENTITLED “LOBBYIST DISCLOSURE”,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1583873957_ORD%2020-09.pdf,2026-07-06,scanned,ocr,raw/20-09.pdf,no,,2020-03-09,6,high,day,motion,2020-03,
20-10,,2020-03-09,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1583871393_ORD%2020-10.pdf,2026-07-06,text,pdftext,raw/20-10.pdf,yes,,2020-03-09,2,medium,day,motion,,
20-11,,2020-03-16,AN ORDINANCE RATIFYING AND CONFIRMING THE MAYOR’S EMERGENCY PROCLAMATION NO. 1 OF 2020 DECLARING A LOCAL STATE OF EMERGENCY,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1584461068_ORD%2020-11.pdf,2026-07-06,scanned,ocr,raw/20-11.pdf,no,,2020-03-16,1,medium,day,motion,,
