key,cycle,candidate,office,document_id,doc_name,date_submitted,pages,path,filing_class,doc_kind,c_state,c_rows,c_count_basis,c_layout,e_state,e_rows,e_count_basis,e_layout,ruled,subtotals,handwriting,redaction,stated_contrib,stated_expend,stated_source,contradiction,pages_with_detail,notes
Muir-David__1D4C7563,2022,"Muir, David",Auditor,1D4C7563-16E5-4697-9E3D-ACA57BE18124,"June 20, 22",06/20/22,4,raw/easyvote/Muir-David__1D4C7563.pdf,has-attachment-detail,standard-report,has-detail,4,counted,county-form,has-detail,3,counted,county-form,1,1,0,address-only,$193.92,$93.85,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,cover is the older 2020 form used for a 2022 filing; Schedule A prints subtotal and total of $100.07 while Summary line 1 states $193.92 - the two In-Kind rows totalling $93.85 appear to be excluded from the schedule subtotal; Schedule B subtotal $93.85 matches Summary line 2; the black bar clips the left edge of the Occupation/Employer column on two rows but the text is still readable
Muir-David__3B9503E9,2022,"Muir, David",Auditor,3B9503E9-6D21-4570-8005-1C92D6CB5D0A,"September 10, 2022",09/14/22,4,raw/easyvote/Muir-David__3B9503E9.pdf,has-attachment-detail,standard-report,has-detail,10,counted,county-form,has-detail,9,counted,county-form,1,1,0,address-only-incl-city-state-zip,"$2,230.51","$1,757.28",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,cover is the 2020 form version; September 15 interim signed 09/14/22; Schedule A prints subtotal and total of $1230.51 which is $1000 below the stated $2230.51 because the $1000 in-kind candidate loan line is excluded from the filer's subtotal
Muir-David__FE6B478C,2022,"Muir, David",Auditor,FE6B478C-CCA2-40DD-A355-F49934EB3E0C,Oct 31 report,10/31/22,4,raw/easyvote/Muir-David__FE6B478C.pdf,has-attachment-detail,standard-report,has-detail,8,counted,county-form,has-detail,12,counted,county-form,1,1,0,address-block-incl-city-state-zip,"$7,207.01","$7,532.01",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,Typed on-form; both sides reconcile exactly to the Summary; MISLABEL - cover titled '2020 Financial Disclosure Report' though the report date is 10/31/22; two Schedule A lines are candidate LOANS marked '(Loan)'
Muir-David__DCE1EEC0,2022,"Muir, David",Auditor,DCE1EEC0-77CF-4DCB-B60F-558EEEBD3C6C,"Sept 10, 22 Amend",10/31/22,4,raw/easyvote/Muir-David__DCE1EEC0.pdf,has-attachment-detail,standard-report,has-detail,10,counted,county-form,has-detail,9,counted,county-form,1,1,0,address-only,"$2,230.51","$1,757.28",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,"MISLABEL - the EasyVote doc_name reads ""Sept 10 22 Amend"" but the cover checks the September 15 interim box and answers NO to ""Is this report an amendment""; verified at the source by cropping the cover; schedule pages are dated 10/31/22; not re-labeled; both schedule subtotals reconcile EXACTLY to the two Summary Column A figures; first Schedule A row is a candidate loan; cover is the 2020 form vintage"
Muir-David__3A058D98,2022,"Muir, David",Auditor,3A058D98-0913-41FA-A5B3-A5D21B4268B5,"June 20, 22 Amend",10/31/22,4,raw/easyvote/Muir-David__3A058D98.pdf,has-attachment-detail,standard-report,has-detail,4,counted,county-form,has-detail,3,counted,county-form,1,1,0,address-only,$193.92,$93.85,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,"Both sides reconcile exactly; MISLABEL - doc_name is ""June 20 22 Amend"" but the form is dated 10/31/22 with the pre-primary interim box checked and the amendment question answered No; flagged not re-labeled"
Muir-David__01A11EF4,2022,"Muir, David",Auditor,01A11EF4-F312-4BFC-A7FB-B46AAACA3C94,"March 31, 22 Amend",10/31/22,4,raw/easyvote/Muir-David__01A11EF4.pdf,has-attachment-detail,standard-report,has-detail,6,counted,county-form,has-detail,5,counted,county-form,1,1,0,address-only,"$1,735.79","$1,184.79",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,amendment box checked Yes with the date typed as 2222-03-31 (a filer typo for 2022-03-31; recorded as printed); both schedule subtotals tie EXACTLY to the Summary stated totals; five of six Schedule A rows are candidate loans; matches the prior vision-read values
Rivera-Rosie__E3F0DBD0,2022,"Rivera, Rosie",Sheriff,E3F0DBD0-6079-4241-8255-4A4B2A7D081A,April 5,04/25/22,9,raw/easyvote/Rivera-Rosie__E3F0DBD0.pdf,has-attachment-detail,standard-report,has-detail,49,counted,county-form,has-detail,38,counted,county-form,1,1,0,address-only,"$38,236.42","$8,787.48",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-9,"Schedule A is p3-p6 (15/15/15/4 rows) and Schedule B is p7-p9 (14/14/10 rows); every page subtotal was re-added and both sides reconcile EXACTLY to the stated totals; the first Schedule A row is a ""Carryover Balance"" line not a donor; Column B Aggregate is printed as $0.00 on both summary lines; cover is the 2020 form vintage"
Rivera-Rosie__8108996C,2022,"Rivera, Rosie",Sheriff,8108996C-62C6-403A-8EAA-E4258CB7125A,June report,06/20/22,20,raw/easyvote/Rivera-Rosie__8108996C.pdf,has-attachment-detail,standard-report,has-detail,135,counted,county-form,has-detail,113,counted,county-form,1,1,0,address-only-incl-city-state-zip,"$68,605.79","$29,202.92",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-20,cover is the 2020 form version; contributions on p3-p11 (nine pages of 15 lines each) and expenditures on p12-p20; the Schedule A pages' TOTAL CONTRIBUTIONS RECEIVED prints $65585.11 against the $68605.79 stated and the Schedule B pages' TOTAL prints $29799.22 against the $29202.92 stated - both are filer arithmetic on the county form; first Schedule A line is a carryover balance not a donor
Rivera-Rosie__F9736DDB,2022,"Rivera, Rosie",Sheriff,F9736DDB-664A-46F9-AE48-B9F1E115B163,April 5 Amended,06/28/22,9,raw/easyvote/Rivera-Rosie__F9736DDB.pdf,has-attachment-detail,standard-report,has-detail,49,counted,county-form,has-detail,37,counted,county-form,1,1,0,address-only,"$38,236.42","$8,752.10",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-9,"SchedA p3-6 (15/15/15/4) SchedB p7-9 (14/14/9); BOTH sides reconcile exactly to Summary Column A; April 5 interim marked as an amendment dated 2022-06-28; p3 row 1 is a $1341.42 ""Carryover Balance"" line"
Rivera-Rosie__AEDF400A,2022,"Rivera, Rosie",Sheriff,AEDF400A-D968-40A5-BC4B-23F9287891B3,September 15,09/14/22,28,raw/easyvote/Rivera-Rosie__AEDF400A.pdf,has-attachment-detail,standard-report,has-detail,190,counted,county-form,has-detail,179,counted,county-form,1,1,0,address-only,"$88,170.87","$16,928.16",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-28,"Largest filing in the batch; SchedA p3-15 (15 rows/page except p15=10) SchedB p16-28 (14 rows/page except p28=11); all 13 SchedB page subtotals sum exactly to $16928.16 = Summary; SchedA printed TOTAL $82642.87 vs Summary $88170.87 - a $5528.00 gap; the SchedA pages carry In-Kind rows that appear excluded from the page subtotals; row 1 of p3 is a $39402.87 ""Carryover Balance"" line"
Rivera-Rosie__2754C408,2022,"Rivera, Rosie",Sheriff,2754C408-DA1B-4383-A86C-D9F27B143C19,June report,09/24/22,14,raw/easyvote/Rivera-Rosie__2754C408.pdf,has-attachment-detail,standard-report,has-detail,86,counted,county-form,has-detail,75,counted,county-form,1,1,0,address-only,"$31,019.37","$21,011.74",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-14,SchedA p3-8 (15/15/15/15/15/11) SchedB p9-14 (14/14/14/14/14/5); SchedB subtotals sum exactly to $21011.74 = Summary; SchedA printed TOTAL $27348.69 vs Summary $31019.37 - In-Kind rows excluded from subtotals; also p8 rows sum to $2050 against a printed $2000 subtotal (filer arithmetic); marked as an amendment dated 2022-06-26
Rivera-Rosie__64901CA6,2022,"Rivera, Rosie",Sheriff,64901CA6-6887-4D64-9B15-A1D65BEB1763,"September 15, 2022",09/24/22,28,raw/easyvote/Rivera-Rosie__64901CA6.pdf,has-attachment-detail,standard-report,has-detail,189,counted,county-form,has-detail,179,counted,county-form,1,1,0,address-only,"$48,768.00","$16,928.16",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-28,the largest filing in this batch; p3-15 Schedule A (12 full 15-row pages + 9) p16-28 Schedule B (12 full 14-row pages + 11); all 13 Schedule B page subtotals sum EXACTLY to the stated $16;928.16 (arithmetic verified); the Schedule A pages print TOTAL CONTRIBUTIONS RECEIVED $43;240.00 - $5;528.00 LESS than Summary line 1 Column A $48;768.00 - recorded verbatim; amendment box checked Yes dated 2022-09-24; several Schedule A rows carry In-Kind annotations; matches the prior vision-read values
Rivera-Rosie__A82BF321,2022,"Rivera, Rosie",Sheriff,A82BF321-B399-4441-989D-F92DD15ECEAC,"April 5, 2022",09/24/22,9,raw/easyvote/Rivera-Rosie__A82BF321.pdf,has-attachment-detail,standard-report,has-detail,49,counted,county-form,has-detail,37,counted,county-form,1,1,0,address-only (Complete Mailing Address column),"$38,236.42","$8,752.10",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-9,April 5 interim amendment (2022-06-28); Sch A p3-p6 subtotals 2966.42+2420.00+24850.00+8000.00 = 38236.42 = stated; Sch B p7-p9 subtotals 190.63+5164.99+3396.48 = 8752.10 = stated; the FIRST Sch A row is 'Carryover Balance' $1341.42 - an accounting line not a donor; cover header reads '2020 Financial Disclosure Report'
Rivera-Rosie__D2DB29CC,2022,"Rivera, Rosie",Sheriff,D2DB29CC-DAAC-422F-A1FD-75588324C8C1,November 1,10/31/22,21,raw/easyvote/Rivera-Rosie__D2DB29CC.pdf,has-attachment-detail,standard-report,has-detail,131,counted,county-form,has-detail,133,counted,county-form,1,1,0,address-only (Complete Mailing Address column; occupation column occasionally left-clipped),"$22,607.00","$55,143.11",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-21,"Seven-days-before-general interim; Sch A p3-p11 (15 rows/page except p11=11) subtotals sum EXACTLY to 22607.00 = stated; Sch B p12-p21 (14 rows/page except p21=7) subtotals sum to 55271.86 which is what the Schedule B TOTAL line prints - that is $128.75 MORE than the Summary line 2 stated 55,143.11; the difference equals the last Sch B row (09/20/2022 Reagan Outdoor artwork-billboards $128.75); THE DOCUMENT GOVERNS so stated_expend recorded from the Summary and the Schedule total flagged here"
Roberts-Nicholas__567F127B,2022,"Roberts, Nicholas",Sheriff,567F127B-9409-47E2-B14E-D156E3E47142,Nicholas Roberts first filing 5 April 2022,04/04/22,4,raw/easyvote/Roberts-Nicholas__567F127B.pdf,has-attachment-detail,standard-report,has-detail,3,counted,county-form,has-detail,3,counted,county-form,1,1,0,address-only,"$1,445.66","$1,445.66",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,matches batch vision values; Schedule A prints TOTAL $1245.66 vs Summary $1445.66 - difference is the $200.00 In-Kind photography row; address bar hides city/state; form titled 2020 but dated 04/04/22
Roberts-Nicholas__655D1B7D,2022,"Roberts, Nicholas",Sheriff,655D1B7D-BAAB-4668-A295-E518C1851639,Sept 15,09/15/22,6,raw/easyvote/Roberts-Nicholas__655D1B7D.pdf,has-attachment-detail,standard-report,has-detail,27,counted,county-form,has-detail,20,counted,county-form,1,1,0,address-only,"$5,656.00","$17,248.46",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-6,cover is the older 2020 form used for a 2022 filing; Schedule A page subtotals are 3070.00 and 1586.00 and the printed TOTAL CONTRIBUTIONS is 4656.00 but Summary line 1 states 5656.00 - the 1000.00 gap matches the single In-Kind row; Schedule B subtotals 16025.88 and 1222.58 reconcile exactly to 17248.46
Roberts-Nicholas__4860B0A1,2022,"Roberts, Nicholas",Sheriff,4860B0A1-2D92-4B2E-AAC6-08A9B7DE650B,Sept 15 2,09/21/22,6,raw/easyvote/Roberts-Nicholas__4860B0A1.pdf,has-attachment-detail,standard-report,has-detail,27,counted,county-form,has-detail,20,counted,county-form,1,1,0,address-only-incl-city-state-zip,"$5,656.00","$17,248.46",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-6,cover is the 2020 form version; marked an amendment dated 2022-09-21; Schedule A total prints $4656.00 which is $1000 under the stated $5656.00 - the $1000 in-kind line appears excluded from the filer's subtotals
Roberts-Nicholas__3BD6B7CD,2022,"Roberts, Nicholas",Sheriff,3BD6B7CD-5F3E-433C-992E-76D0760B3200,Sept 3,09/22/22,6,raw/easyvote/Roberts-Nicholas__3BD6B7CD.pdf,has-attachment-detail,standard-report,has-detail,27,counted,county-form,has-detail,20,counted,county-form,1,1,0,address-block-incl-city-state-zip,"$5,656.00","$17,248.46",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-6,Typed on-form; Sched A p3 15 rows + p4 12 rows; Sched B p5 14 rows + p6 6 rows; FILER-ARITHMETIC DELTA - Schedule A's printed TOTAL CONTRIBUTIONS RECEIVED is $4656.00 (page subtotals 3070.00 + 1586.00) but Summary line 1 Column A is $5656.00 (delta $1000.00); expenditure side reconciles exactly (16025.88 + 1222.58 = 17248.46); MISLABEL - cover titled '2020 Financial Disclosure Report' with 09/22/22 dates; the amendment box is checked Yes dated 2022-09-22
Roberts-Nicholas__C287543B,2022,"Roberts, Nicholas",Sheriff,C287543B-7795-4DAE-BF00-FC0E10FB0A65,Nov 1st 2022,10/31/22,6,raw/easyvote/Roberts-Nicholas__C287543B.pdf,has-attachment-detail,standard-report,has-detail,40,counted,county-form,has-detail,11,counted,county-form,1,1,0,address-only,"$13,000.00","$10,027.73",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-6,Schedule A is p3-p5 (15/15/10 rows) and Schedule B is p6 (11 rows); page subtotals re-added and both sides reconcile EXACTLY; Column B Aggregate is printed as $0.00 on both summary lines; first Schedule A row is a self-contribution by the candidate; cover is the 2020 form vintage
Sherrie-Swensen__56E26BA7,2022,Sherrie Swensen,Clerk,56E26BA7-F919-4B00-835E-62D87D809BC6,Sherrie Swensen- Dissolution,01/23/23,3,raw/easyvote/Sherrie-Swensen__56E26BA7.pdf,has-attachment-detail,standard-report,no-schedule-page,,,,has-detail,1,counted,county-form,1,1,1,none,0,384.24,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3,3-page FINAL/DISSOLUTION filing on the standard county form (not a one-page dissolution notice) - the Type of Report box 'Final / Dissolution Report' is checked; document contains cover + Summary + Schedule B ONLY - there is NO Schedule A page anywhere so the contribution side is no-schedule-page and its stated total is a real handwritten zero (no contradiction); entire form is HANDWRITTEN including the single Schedule B row; SUBTOTAL FOR THIS PAGE left blank but TOTAL EXPENDITURES MADE filled 384.24; matches batch vision values
Snelgrove-Richard__6D0CE8CD,2022,"Snelgrove, Richard ",County Council,6D0CE8CD-5541-46A0-8B83-2D0CD9988D76,"April 5, 2022",04/05/22,4,raw/easyvote/Snelgrove-Richard__6D0CE8CD.pdf,has-attachment-detail,standard-report,has-detail,2,counted,county-form,has-detail,2,counted,county-form,1,1,1,address-only; the Complete Mailing Address cells on the two Schedule A rows are blacked; city/state do not survive,"7,500.00","23,40",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,Summary line 2 Column A and Column B are both written with a comma where the decimal point belongs (twenty-three comma four zero) - recorded verbatim in stated_expend as 23 comma 40; Summary line 6 was corrected in a second hand to $422.35 over a struck-out 23.40 and line 7 restated to $27011.13 with the initials RHJ; Schedule B holds two rows ($23.40 Key Bank fees and $398.95 clerk filing fee) whose subtotal $422.35 exceeds the stated line-2 figure; the page-of boxes are inconsistent - p2 reads 2 of 3; p3 reads 3 of 3; p4 reads 4 of 4
Snelgrove-Richard__EA0B69D6,2022,"Snelgrove, Richard ",County Council,EA0B69D6-4D25-48C4-8E42-31F1104154B1,September 15 report,09/12/22,7,raw/easyvote/Snelgrove-Richard__EA0B69D6.pdf,has-attachment-detail,standard-report,has-detail,60,counted,county-form,has-detail,7,counted,county-form,1,1,0,address-only (Complete Mailing Address column; occupation text left-clipped by the bar),"$32,180.40","$6,992.94",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-7,September 15 interim; Sch A p3-p6 (15 rows each) subtotals 13500.00+2660.00+4875.00+11145.40 = 32180.40 = stated; Sch B p7 7 rows sum to 6992.94 = stated; all entries typed in lower case; cover header reads '2020 Financial Disclosure Report'
Snelgrove-Richard__79278E67,2022,"Snelgrove, Richard ",County Council,79278E67-D9B5-4518-B6C7-ED444522A54E,November1,10/31/22,6,raw/easyvote/Snelgrove-Richard__79278E67.pdf,has-attachment-detail,standard-report,has-detail,26,counted,county-form,has-detail,23,counted,county-form,1,1,0,address-only,"$15,460.00","$25,160.97",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-6,SchedA p3-4 (15/11) SchedB p5-6 (14/9); both sides reconcile exactly to Summary Column A; all itemized text is lower-case typed
Soelberg-Kerry__BAD7DE9C,2022,"Soelberg, Kerry",County Council,BAD7DE9C-82D2-4A62-B00C-744A29112BDA,SoelbergFinancial4-22,04/01/22,2,raw/easyvote/Soelberg-Kerry__BAD7DE9C.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,,,,none,$0.00,$0.00,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,,Two-page filing: cover + Summary only; every Summary box (Column A and Column B) is $0.00; April 5 interim; no Schedule A or B page exists in the document; cover header reads '2020 Financial Disclosure Report'
Soelberg-Kerry__FDC1D373,2022,"Soelberg, Kerry",County Council,FDC1D373-B2A4-4FA7-A43C-106E6251A506,SoelbergFinancialApr22,09/14/22,4,raw/easyvote/Soelberg-Kerry__FDC1D373.pdf,has-attachment-detail,standard-report,has-detail,1,counted,county-form,has-detail,1,counted,county-form,1,1,0,address-only,$282.63,$282.63,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,marked an amendment dated 2022-09-13 with report date 09/14/22; party field reads 'UUP'; one self-loan contribution and one Salt Lake County filing fee; both schedule totals tie to Summary Column A
Soelberg-Kerry__2AF5269B,2022,"Soelberg, Kerry",County Council,2AF5269B-0BF6-4AE7-9DC6-62EED309756F,SeptFinancialrpt22,09/14/22,4,raw/easyvote/Soelberg-Kerry__2AF5269B.pdf,has-attachment-detail,standard-report,has-detail,2,counted,county-form,has-detail,2,counted,county-form,1,1,0,address-only,$640.02,$640.02,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,September 15 report on the 2020 form; marked an amendment (2022-09-13); both Schedule A rows are the candidate's own loans to the campaign and the two Schedule B rows carry the purpose text 'Loan to campaign - filing fee' / 'Loan to campaign - website' (recipients Kerry Soelberg and WIX); schedule totals reconcile exactly with the Summary; ending balance zero.
Soelberg-Kerry__65A89113,2022,"Soelberg, Kerry",County Council,65A89113-EDE1-41E6-8CAE-1A36C1323CD6,NovFinancial2022,10/28/22,4,raw/easyvote/Soelberg-Kerry__65A89113.pdf,has-attachment-detail,standard-report,has-detail,1,counted,county-form,has-detail,1,counted,county-form,1,1,0,address-only,$769.52,$769.52,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,Final/Dissolution report; one contribution row (candidate loan) and one expenditure row; both reconcile to $769.52
Stavros-Christopher__97EC5759,2022,"Stavros, Christopher",Assessor,97EC5759-55DA-46D2-BE4E-B4BCB7075109,ChrisStavrosAssessorDisclosure2022.xls,01/25/23,2,raw/easyvote/Stavros-Christopher__97EC5759.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,$0.00,$0.00,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,,two-page filing - cover plus Summary Page only with no Schedule A or Schedule B page; every Summary figure is 0.00 with beginning and ending balance 2828.39 so no contradiction; year-end report signed 01/25/23; doc_name ends in .xls but the file is the standard county PDF form - flagged not relabelled
Stringham-Laurie__8CD1F961,2022,"Stringham, Laurie",County Council,8CD1F961-1C38-498B-87A9-F25602A57A70,Year-End Report,01/31/23,7,raw/easyvote/Stringham-Laurie__8CD1F961.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,,has-detail,14,counted,county-form,1,1,0,none,0,484.18,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,4,Schedule A p3 exists and is blank with printed subtotal 0 and total 0 - a real zero consistent with the stated 0; Schedule B p4 carries 14 typed rows and its subtotal 484.18 matches Summary line 2; p5-p7 are the Other Campaign Accounts summary and itemized pages and are blank except line 7 = 0; no donor addresses are printed anywhere so nothing is redacted on the itemized rows
Theodore-Dea__A48BF68B,2022,"Theodore, Dea",County Council,A48BF68B-1F89-466E-A79E-7F007C7BA204,Year-End Report,01/31/23,4,raw/easyvote/Theodore-Dea__A48BF68B.pdf,has-attachment-detail,standard-report,has-detail,1,counted,county-form,has-detail,1,counted,county-form,1,1,1,address-only (Complete Mailing Address column),50.00,500.00,vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-4,"Fully HANDWRITTEN year-end report signed 1/30/23; Sch A one row (subtotal 50.00) and Sch B one row (subtotal 500.00) both equal the Summary Column A; Column B aggregates written as 13,263.99 / 12,763.99; filer hand-numbered the pages '1 of 3' to '3 of 3' although the PDF holds 4 pages (the cover is unnumbered); clerk RECEIVED IN OFFICE stamp JAN 31 2023"
Wilson-Jennifer__B0E4DD8D,2022,"Wilson, Jennifer",Mayor,B0E4DD8D-5777-4A17-890A-A73307635570,2023_01_31_Wilson_Disclosures,01/31/23,6,raw/easyvote/Wilson-Jennifer__B0E4DD8D.pdf,has-attachment-detail,standard-report,has-detail,39,counted,attach-date-first-last-org-occupation-address-city-state-zip-amount-note,has-detail,73,counted,attach-date-payee-memo-total-inkind,1,1,0,org-occupation-address-city-state-zip on contributions (one wide bar covers all six columns so donor city/state/zip do NOT survive); none on expenditures,"38,769.26","23,237.64",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-6,NO county Schedule A/B grid pages at all - the filer's own titled spreadsheet exports ARE the schedules (p3 contributions p4-6 expenditures); both exports print their own Total row and both tie EXACTLY to the Summary stated totals (38;769.26 and 23;237.64); the Summary page's page-number box is blank; stated totals are printed without dollar signs; matches the prior vision-read values
Wilson-Jennifer__CE8EF5B5,2022,"Wilson, Jennifer",Mayor,CE8EF5B5-BF84-4B32-A048-B67860E1AA08,2021_02_01_Wilson_Disclosures_amended,01/31/23,7,raw/easyvote/Wilson-Jennifer__CE8EF5B5.pdf,has-attachment-detail,standard-report,has-detail,101,counted,attach-date-first-last-address-city-state-zip-employer-occupation-amount,has-detail,40,counted,attach-date-first-last-org-amount-purpose,1,1,0,address-city-state-zip,"44,646.00","82,381.08",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,3-7,the document contains NO county Schedule A or Schedule B page at all - it is cover + Summary + five filer attachment pages; each attachment ends in its own TOTAL line matching the Summary exactly ($44646.00 and $82381.08); the attachment headers read Wilson 02/01/2021 Amended and every itemized date is 2020 while the cover is the 2022 form signed 1/30/2023 - the report content is the 2020 cycle; the black bar spans Address City State and Zip as separate columns so no geography survives
Winder-Newton-Aimee__A0E918D9,2022,"Winder Newton, Aimee",County Council,A0E918D9-E486-4BD4-8BAD-D452B2CB2DDB,Jan-Apr disclosures,04/03/22,6,raw/easyvote/Winder-Newton-Aimee__A0E918D9.pdf,has-attachment-detail,standard-report,has-detail,59,counted,attach-no-header-date-amount-name-address,has-detail,14,counted,attach-no-header-date-amount-payee-purpose,0,1,0,address-only,"$12,885.00","$7,446.01",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,5-6,county SchedA p3 and SchedB p4 are BLANK STUBS reading 'See attachment'; detail on two UNRULED plain-text attachment pages - p5 headed 'Expenses' (14 rows then $7446.01) and p6 headed 'Donations' (59 rows then $12885.00); neither attachment prints column headers - the columns are positional (date; amount; name; then a blacked address block); no city/state/zip columns exist at all on these attachments; both lists end in a total that matches the Summary exactly; matches batch vision values
Winder-Newton-Aimee__5CFE1D77,2022,"Winder Newton, Aimee",County Council,5CFE1D77-36A3-40DD-BF02-D3447585F261,voteawn@gmail.com,06/02/22,6,raw/easyvote/Winder-Newton-Aimee__5CFE1D77.pdf,has-attachment-detail,standard-report,has-detail,34,counted,attach-inkindflag-date-amount-name-occupation-employer,has-detail,10,counted,attach-date-amount-recipient-purpose,0,1,0,a solid black block sits to the right of the Employer column on the contributions attachment; the sheet prints no header row so what the block covers is undetermined - possibly an address column; date/amount/name/occupation/employer all survive; the expenditures attachment is unredacted,"$33,499","$107,658",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,5-6,the county Schedule A and Schedule B pages are BLANK STUBS each reading See attachment; the real lines are on two unruled filer spreadsheets titled Donations and Expenses; the attachments print their own totals $33499.00 and $107658 which match Summary lines 1 and 2 exactly; in-kind rows carry an IN-KIND flag in a left margin column; vision-read values agree with the document
Winder-Newton-Aimee__B8E9095C,2022,"Winder Newton, Aimee",County Council,B8E9095C-D070-4997-8EE3-28B2ADBDF776,"September 15, 2022",09/15/22,9,raw/easyvote/Winder-Newton-Aimee__B8E9095C.pdf,has-attachment-detail,standard-report,has-detail,21,counted,attach-date-amount-name-address-occupation-employer,has-detail,21,counted,attach-date-amount-recipient-purpose,0,1,0,address-only-incl-city-state-zip,$6291.31,"$25,415.42",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,8-9,PAGE ORDER ODDITY - county Schedule A p3 and Schedule B p4 are blank See attachment stubs and the filer attachments are appended LAST at p8-p9 after the blank Other Campaign Accounts section p5-p7; both attachments are unruled plain-text lists ending in a bare total that matches the Summary; occupation and employer survive the address bar
Winder-Newton-Aimee__0844307B,2022,"Winder Newton, Aimee",County Council,0844307B-FB2B-4255-813B-33AE663AB37E,Nov 1 disclosures,10/29/22,6,raw/easyvote/Winder-Newton-Aimee__0844307B.pdf,has-attachment-detail,standard-report,has-detail,13,counted,attach-unruled-date-amount-name-address-occupation-employer,has-detail,18,counted,attach-unruled-date-amount-name-reason,0,1,0,address-only,"7,519.63","23,295.64",vision-2026-08-02-cache + re-read 2026-08-20 (agree),0,5-6,Seven-days-before-general report on the 2022 form; county Schedule A (p3) and Schedule B (p4) are BLANK STUBS reading 'See attachment' and the Summary Page carries the same note; the real lines are two UNRULED filer word-processor lists titled 'Revenue' (p5; 13 rows; grand total $7519.63) and 'Expenses' (p6; 18 rows; grand total $23295.64); both reconcile exactly with the Summary; the Revenue list has an unlabelled left-hand flag column used once to mark 'In-Kind'; one revenue row is a negative $-49.63 MACU adjustment; the black box covers only the Address column (there is no city/state column in this layout).
Andrus-Tyler__439EA5F3,2024,"Andrus, Tyler",Assessor,439EA5F3-83EC-4170-9B20-93B0165AAF08,2022,01/17/24,2,raw/easyvote/Andrus-Tyler__439EA5F3.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,two pages only - cover plus Summary; no Schedule A or B page exists; every Summary figure including Column B is $0.00 so the honest zero is consistent; cover is the 2020 form version signed 01/17/24 for the Jan 31 year-end
Andrus-Tyler__543D4DC2,2024,"Andrus, Tyler",Assessor,543D4DC2-53AD-430B-B6A1-FB5FDDB5B3A7,2024,01/27/25,2,raw/easyvote/Andrus-Tyler__543D4DC2.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,Two-page filing - cover + Summary Page only; no Schedule A or B page exists in the document; both stated totals are $0.00 so the absence is consistent - NOT a contradiction; this is the year-end report for calendar 2024 signed 01/27/25; MISLABEL - cover titled '2020 Financial Disclosure Report'
