motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
801,196,2,3,"Commissioner McElreath moved to approve File 7S23/ SUB- 000359- 2023, a mixed- use master plan for the property at 2720 West 6200 South, as identified in Exhibits E, F, G and H, subject to the findings and conditions outlined in the staff report",Land-Use/Zoning,5-2 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,146,case_no,high,17,14,1,minutes/2023/2023-10-23/2023-10-24_planning-commission.md
802,196,2,4,"Commissioner Russell moved to approve File 30C23/ CUP- 000360- 2023, a preliminary subdivision plat for the "" Taylorsville 6 Live/Work Townhomes"" located at 2720 West 6200 South, as identified in Exhibit I, subject to the findings and conditions outlined in the staff report",Land-Use/Zoning,5-2 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,147,case_no,high,12,16,1,minutes/2023/2023-10-23/2023-10-24_planning-commission.md
803,196,2,5,"Commissioner McElreath moved to approve File # 30C23/ CUP- 000360- 2023, a preliminary conditional use permit and site plan to construct two 2) mixed- use structures at 2720 West 6200 South, as illustrated in 9 Exhibits E, F, G and H, subject to the findings and conditions outlined in the staff report",Land-Use/Zoning,5-2 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,147,case_no,high,17,16,1,minutes/2023/2023-10-23/2023-10-24_planning-commission.md
804,196,2,6,Commissioner Wendel moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,9,0,minutes/2023/2023-10-23/2023-10-24_planning-commission.md
805,197,2,1,"Commissioner Wendel moved to approve the minutes from the October 24, 2023 meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,17,1,minutes/2023/2023-11-13/2023-11-14_planning-commission.md
806,197,2,2,Commissioner Russell moved to approve a Conditional Use Permit at 4122 South 1785 West as recommended in the staff report,Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,Positive,approve,keyword,high,148,singleton,high,12,16,0,minutes/2023/2023-11-13/2023-11-14_planning-commission.md
807,197,2,3,"Commissioner Wendel moved to adjourn, and Chair Quigley declared the meeting adjourned at 8: 33 p. m. o. c+ n` Minutes presented and prepared by: ANNN a P. ORSf,i enb Jam' Brooks, City Recorder rZ 6 CY• '• 1111 • • 8",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,,0,minutes/2023/2023-11-13/2023-11-14_planning-commission.md
808,198,2,1,"Commissioner Wright moved to approve the minutes of the November 14, 2023 meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,12,0,minutes/2023/2023-12-11/2023-12-12_planning-commission.md
809,198,2,2,Commissioner Wendel moved to table the election of the 2024 Planning Commission Chair and Vice-Chair until the first meeting in January,Appointment,unanimous Pass,Pass,pc_final_action,,table,keyword,high,,,,16,6,0,minutes/2023/2023-12-11/2023-12-12_planning-commission.md
810,198,2,3,"Commissioner Wright moved to send a positive recommendation to the City Council for File # 6Z23 / DCA- 000379- 2023 to amend the Taylorsville Municipal Code related to subdivision review procedures, as specified in Exhibit A of the staff report with the following revisions: 1) removing the administrative plat requirement from the director; and 2) to require public hearings for preliminary plats",Land-Use/Zoning,Positive recommendation 7-0,Pass,pc_recommendation,Positive,approve,keyword,high,149,case_no,high,9,,1,minutes/2023/2023-12-11/2023-12-12_planning-commission.md
811,198,2,4,Commissioner Wendel moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,12,0,minutes/2023/2023-12-11/2023-12-12_planning-commission.md
812,199,2,1,"Commissioner Wendel moved to approve File #5S23, a subdivision plat amendment to amend Lots 1 and 2 of the Hidden Place Subdivision, Located at 1220 West and 1210 West Rinton Circle in Taylorsville, Utah Based on the Conditions and Findings in the Staff Report",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,150,case_no,high,16,6,0,minutes/2024/2024-01-08/2024-01-09_planning-commission.md
813,200,2,1,"Commissioner Russell moved to approve the minutes as presented from theJanuary 9, 2024 meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,12,,0,minutes/2024/2024-02-26/2024-02-27_planning-commission.md
814,200,2,2,"Commissioner Wright moved to approve File # 5S22/ SUB- 000236- 2022, a subdivision plat amendment, amending the "" Cousin' s Corner"" Subdivision at Approximately 1891, 1909, 1927, 1943, 1956, and 1960 West Jordan Canal Road in Taylorsville, Utah as Identified in Exhibit F, Subject to the Findings and Conditions Outlined in the Staff Report",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,151,case_no,high,9,,0,minutes/2024/2024-02-26/2024-02-27_planning-commission.md
815,200,2,3,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,,0,minutes/2024/2024-02-26/2024-02-27_planning-commission.md
816,201,2,1,"Commissioner Wright moved to approve the minutes from the February 27, 2024 meeting as amended",Procedural/Administrative,5-0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,9,17,1,minutes/2024/2024-03-11/2024-03-12_planning-commission.md
817,201,2,2,"Commissioner McElreath moved to approve File #1SI-24 — SI-RA-000420- 2024, a Request for a Reasonable Accommodation to allow the limit of the paved area in the front yard, excluding the driveway providing access to the garage, be increased from 20% to 54.1% for the property located at 4729 South Turnberry Cove in Taylorsville, Utah, subject to the findings and conditions in the staff report",Land-Use/Zoning,5-2 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,152,singleton,high,17,,1,minutes/2024/2024-03-11/2024-03-12_planning-commission.md
818,201,2,3,Commissioner McElreath moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,17,,0,minutes/2024/2024-03-11/2024-03-12_planning-commission.md
819,202,2,1,"Commissioner Wright moved to approve the minutes from the March 12, 2024 meeting",Procedural/Administrative,6-0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,9,12,1,minutes/2024/2024-03-25/2024-03-26_planning-commission.md
820,202,2,2,"Commissioner Quigley moved to send a positive recommendation to the City Council for File No. 1224 — DCA-000420-2024, a zoning text amendment to Taylorsville Municipal Code Section 13.20.020, amending minimum front setbacks for corner lots and lots in the Single-Family R- 4-7 zone, as specified in Exhibit G of the staff report",Land-Use/Zoning,Positive recommendation 6-1,Pass,pc_recommendation,Positive,approve,keyword,high,153,singleton,high,11,14,0,minutes/2024/2024-03-25/2024-03-26_planning-commission.md
821,202,2,3,Commissioner Wendel moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,9,0,minutes/2024/2024-03-25/2024-03-26_planning-commission.md
822,203,2,1,"Commissioner Wright moved to approve the minutes from the March 26, 2024 meeting",Procedural/Administrative,5-0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,9,17,1,minutes/2024/2024-04-08/2024-04-09_planning-commission.md
823,203,2,2,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,,0,minutes/2024/2024-04-08/2024-04-09_planning-commission.md
824,204,2,1,"Commissioner Quigley moved to approve the minutes of the April 9, 2024 meeting as presented",Procedural/Administrative,5-0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,11,14,1,minutes/2024/2024-04-22/2024-04-23_planning-commission.md
825,204,2,2,Commissioner Wendel moved that the Planning Commission continue the discussion regarding the Taylorsville Expressway Station Area Master Plan to a future date to be determined by staff,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,,unclassified,low,154,name,medium,16,9,0,minutes/2024/2024-04-22/2024-04-23_planning-commission.md
826,204,2,3,Commissioner Quigley moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,12,0,minutes/2024/2024-04-22/2024-04-23_planning-commission.md
827,205,2,1,"Commissioner McElreath moved to approve File # 2SI24— SI RA- 000420- 2024 request for a reasonable accommodation to allow the maximum drive approach width to be increased to 40 feet for the property at 4729 South Turnberry Cove in Taylorsville, Utah based on the findings in the staff report",Land-Use/Zoning,6-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,155,case_no,high,17,14,1,minutes/2024/2024-05-13/2024-05-14_planning-commission.md
828,205,2,2,"Commissioner Wendel moved to approve File # 1S24— SUB- 000418- 2024, a Subdivision Amendment to Lot 1 of the Harman Estates subdivision located at 4736 South Simper Lane in Taylorsville, Utah based on the findings and subject to the conditions as outlined in the staff report",Land-Use/Zoning,7-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,156,case_no,high,16,,1,minutes/2024/2024-05-13/2024-05-14_planning-commission.md
829,205,2,3,"Commissioner Wendel moved to adjourn, the motion was",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,9,0,minutes/2024/2024-05-13/2024-05-14_planning-commission.md
830,206,2,1,"Commissioner Wendel moved to approve the minutes as presented from the April 23, 2024 and May 14, 2024 meetings",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,,0,minutes/2024/2024-06-10/2024-06-11_planning-commission.md
831,206,2,2,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,17,0,minutes/2024/2024-06-10/2024-06-11_planning-commission.md
832,207,2,1,"Commissioner Russell moved to approve the minutes from the June 11, 2024 Planning Commission meeting as presented",Procedural/Administrative,6-0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,12,9,1,minutes/2024/2024-07-08/2024-07-09_planning-commission.md
833,207,2,2,"Commissioner McElreath moved to approve File #17C24 / CUP-000465- 2024, a request for a conditional use permit to operate a reception center with extended hours of operation at 4870 South Redwood Road, adding a 12th condition that the rear door was to remain closed, and all attendees were to remain inside the building during events",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,157,case_no,high,17,16,0,minutes/2024/2024-07-08/2024-07-09_planning-commission.md
834,207,2,3,Commissioner Quigley moved to separate Agenda Item #5 into two separate issues: 1) microschools and micro education entities; 2) the amendments related to vehicles and trailers Associated with a home occupation,Procedural/Administrative,"Approved (Final Action, unanimous)",Pass,pc_final_action,,,unclassified,low,,,,11,9,0,minutes/2024/2024-07-08/2024-07-09_planning-commission.md
835,207,2,4,Commissioner Wendel moved to forward a negative recommendation to the City Council regarding consideration of a zoning text amendment to several sections of the Taylorsville Municipal Code to align city standards to Utah Senate Bill 13 related to home-based micro schools and micro education entities,Land-Use/Zoning,Withdrawn (no vote),,pc_recommendation,,deny,keyword,high,158,singleton,high,16,9,0,minutes/2024/2024-07-08/2024-07-09_planning-commission.md
836,207,2,5,"Commissioner Quigley moved to forward a positive recommendation to the City Council on 2Z24/DCA-000435-2024 regarding home-based microschools and micro-education entities, but to stress the Planning Commission’s concern regarding the state legislature’s continued overreach and ask that the City Council consider those concerns when the matter was before them. The motion died for lack of a second",Procedural/Administrative,Died (no second),Died,pc_recommendation,,approve,keyword,high,159,case_no,high,11,,0,minutes/2024/2024-07-08/2024-07-09_planning-commission.md
837,207,2,6,"Commissioner Wendel moved to table File #2Z24/DCA-000435-2024 (regarding home-based microschools and micro-education entities) to the August 13, 2024 Planning Commission meeting",Procedural/Administrative,4-3 Pass,Pass,pc_final_action,,table,keyword,high,159,case_no,high,16,12,1,minutes/2024/2024-07-08/2024-07-09_planning-commission.md
838,207,2,7,Commissioner Quigley moved to forward a negative recommendation to City Council regarding File #2Z24/DCA-000435-2024B to amend the Taylorsville Municipal Code related to Vehicles and Trailers Associated with a Home Occupation,Land-Use/Zoning,Negative recommendation 5-2,Pass,pc_recommendation,Negative,deny,keyword,high,159,case_no,high,11,9,1,minutes/2024/2024-07-08/2024-07-09_planning-commission.md
839,208,2,1,"Commissioner McElreath moved to approve File# 20C24 for a conditional use permit for Phase 2 of the Summit Vista Master Planned Community, subject to the findings and conditions outlined in the staff report",Land-Use/Zoning,7-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,160,case_no,high,17,14,1,minutes/2024/2024-08-12/2024-08-13_planning-commission.md
840,208,2,2,Commissioner Wendel moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,14,0,minutes/2024/2024-08-12/2024-08-13_planning-commission.md
841,209,2,1,"Commissioner Wendel moved to approve the minutes as presented from the July 9, 2024 and August 13, 2024 Planning Commission meetings",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,12,0,minutes/2024/2024-09-09/2024-09-10_planning-commission.md
842,209,2,2,"Commissioner Quigley moved to forward a negative recommendation to theCity Council for File # 5Z24 — DCA- 000481- 2024, a Zoning Map Amendment for the Property Located at 4768 S Redwood Road a presented. The motion died for lack of a second",Land-Use/Zoning,Died (no second),Died,pc_recommendation,,deny,keyword,high,161,case_no,high,11,,0,minutes/2024/2024-09-09/2024-09-10_planning-commission.md
843,209,2,3,"Commissioner McElreath moved to forward a positive recommendation to the City Council regarding on File # 5Z24 — DCA- 000481- 2024, a Zoning Map Amendment for the Property Located at 4768 South Redwood Road in Taylorsville, Utah, from Community Commercial to Boulevard Commercial, Subject to the Information and Findings in the Staff Report",Land-Use/Zoning,Positive recommendation 6-1,Pass,pc_recommendation,Positive,approve,keyword,high,161,case_no,high,17,14,1,minutes/2024/2024-09-09/2024-09-10_planning-commission.md
844,209,2,4,Commissioner Wendel moved to forward a negative recommendation to the City Council for a Zoning Text Amendment to Chapter 13. 38 of the Taylorsville Municipal Code Amending Regulations in the SSD- X 6 Bennion Point Zoning District,Land-Use/Zoning,Negative recommendation — motion failed 3-4,Fail,pc_recommendation,,deny,keyword,high,162,singleton,high,16,,1,minutes/2024/2024-09-09/2024-09-10_planning-commission.md
845,209,2,5,"Commissioner Wright moved to forward a positive recommendation to the City Council for File # 4Z24 — DCA- 000479- 2024, a Zoning Text Amendment to Chapter 13. 38 of the Taylorsville Municipal Code Amending Development Regulations in the SSD- X Bennion Point Zoning District, except for the land use components in Sections A, B and C",Land-Use/Zoning,Positive recommendation 6-1,Pass,pc_recommendation,Positive,approve,keyword,high,163,case_no,high,9,12,1,minutes/2024/2024-09-09/2024-09-10_planning-commission.md
846,209,2,6,Commissioner McElreath moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,17,9,0,minutes/2024/2024-09-09/2024-09-10_planning-commission.md
847,210,2,1,"review and approval for construction of a 2,400 square foot pole barn in the open space zone.",Other,3-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,,,,,,1,minutes/2024/2024-10-21/2024-10-22_planning-commission.md
848,211,2,1,"Commissioner Wright moved to approve the minutes of the October 22, 2024 Planning Commission meeting as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,14,0,minutes/2024/2024-11-11/2024-11-12_planning-commission.md
849,211,2,2,"Commissioner Russell moved to continue Files #2G24, #6Z24, and #7Z24 to the December 10 Planning Commission meeting",Procedural/Administrative,7-0 Pass,Pass,pc_final_action,,continue,keyword,high,164,case_no,high,12,14,1,minutes/2024/2024-11-11/2024-11-12_planning-commission.md
850,211,2,3,"Commissioner Quigley moved to forward a positive recommendation to the City Council for File #8Z24-DCA-000496-2024 to amend the Taylorsville Municipal Code related to reception centers, as specified in Exhibit A of the staff report",Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,165,case_no,high,11,14,0,minutes/2024/2024-11-11/2024-11-12_planning-commission.md
851,211,2,4,Commissioner Quigley moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,9,0,minutes/2024/2024-11-11/2024-11-12_planning-commission.md
852,212,2,1,"Commissioner Wendel moved to approve the minutes from the November 12, 2024 meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,,0,minutes/2024/2024-12-09/2024-12-10_planning-commission.md
853,212,2,2,"Commissioner Wendel moved to forward a positive recommendation to the City Council for File # 2G24- G PLAN -000486- 2024, for a General Plan Map Amendment from Low -Density Residential to High -Density Residential; File # 6Z24- DCA- 000485- 2024 for a Zoning Text Amendment to Chapter 13. 44 of the Taylorsville Municipal Code, Adopting Standards for the SSD- R Taylor Villas Zoning District; and File # 7Z24- DCA- 000484- 2024, a Zoning Map Amendment from Single - Family Residential ( R- 1- 40) to Site -Specific Development Residential SSD- R Taylor Villas), all pertaining to 5. 3 Acres of Proper",Land-Use/Zoning,Positive recommendation 4-1,Pass,pc_recommendation,Positive,approve,keyword,high,164,case_no,high,16,11,1,minutes/2024/2024-12-09/2024-12-10_planning-commission.md
854,212,2,3,"Commissioner Wright moved to approve File # 32C24- CUP- 000493- 2024, a non -administrative conditional use permit to operate a used car dealership at 4768 South Redwood Road in Taylorsville, Utah, subject to the findings and conditions outlined in the staff report",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,166,case_no,high,9,12,0,minutes/2024/2024-12-09/2024-12-10_planning-commission.md
855,212,2,4,"Commissioner Wendel moved to approve both File # 2S24- SUB- 000442- 2024 ( a Preliminary Subdivision Creating Apex Plaza 13 Planning Commission Minutes Condominiums) and File # 32C24- CUP- 000437- 2024 ( a Preliminary Non -Administrative Conditional Use and Site Plan Approval to Construct a Mixed -Use Building) at 4255 South Redwood Road in Taylorsville, Utah subject to the findings and conditions outlined in the staff report",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,167,case_no,high,16,11,0,minutes/2024/2024-12-09/2024-12-10_planning-commission.md
856,212,2,5,Commissioner Wright moved to adjourn. Commissioner Willardson,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,14,0,minutes/2024/2024-12-09/2024-12-10_planning-commission.md
857,213,2,1,Commissioner Russell moved to approve the minutes of the December 3rd Special Work Session,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,12,14,1,minutes/2025/2025-01-13/2025-01-14_planning-commission.md
858,213,2,2,Commissioner Russell moved to approve the minutes of the December 1091 meeting,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,12,9,1,minutes/2025/2025-01-13/2025-01-14_planning-commission.md
859,213,2,3,"Commissioner McElreath moved to approve File # 3S124- SI- RA- 000498- 2024, the request for a reasonable accommodation for a recovery residence at 5257 South 3600 West to increase the number of unrelated adults allowed to occupy a residence from four ( 4) to eight ( 8)",Land-Use/Zoning,6-1 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,168,singleton,high,17,12,1,minutes/2025/2025-01-13/2025-01-14_planning-commission.md
860,213,2,4,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,16,0,minutes/2025/2025-01-13/2025-01-14_planning-commission.md
861,214,2,1,"Commissioner Wendel moved to approve the minutes from the January 14, 2025 Planning Commission meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,17,1,minutes/2025/2025-01-27/2025-01-28_planning-commission.md
862,214,2,2,"Commissioner McElreath moved to approve File #1C25 — CUP-000503- 2024 2Z24/DCA-000435-2024, a request for a conditional use permit to operate a reception center at 4311 South 2700 West in Taylorsville, Utah, based on the findings and conditions outlined in the staff report",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,169,case_no,high,17,14,0,minutes/2025/2025-01-27/2025-01-28_planning-commission.md
863,214,2,3,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,16,0,minutes/2025/2025-01-27/2025-01-28_planning-commission.md
864,215,2,1,"Commissioner Wright moved to approve the minutes of the January 28, 2025 meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,14,0,minutes/2025/2025-02-10/2025-02-11_planning-commission.md
865,215,2,2,Commissioner Wright moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,17,0,minutes/2025/2025-02-10/2025-02-11_planning-commission.md
866,216,2,1,"Commissioner Wright moved to approve the minutes of the February 11, 2025 meeting",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,11,1,minutes/2025/2025-02-24/2025-02-25_planning-commission.md
867,216,2,2,"Commissioner Wendel moved to forward a negative recommendation to the City Council regarding File #1Z25 — DCA-000509-2025, a Zoning Text Amendment to Taylorsville Municipal Code Sections 13.02.200 and 13.26.040, as Specified in Exhibit A of the Staff Report",Land-Use/Zoning,Negative recommendation 6-1,Pass,pc_recommendation,Negative,deny,keyword,high,170,case_no,high,16,9,1,minutes/2025/2025-02-24/2025-02-25_planning-commission.md
868,216,2,3,Commissioner Quigley moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,9,0,minutes/2025/2025-02-24/2025-02-25_planning-commission.md
869,217,2,1,"Commissioner Wendel moved to table the minutes to the March 25t meeting, to allow the city recorder to go into greater detail on File #1225",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,table,keyword,high,,,,16,9,0,minutes/2025/2025-03-10/2025-03-11_planning-commission.md
870,217,2,2,Commissioner McElreath moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,17,,0,minutes/2025/2025-03-10/2025-03-11_planning-commission.md
871,218,2,1,"Commissioner Wendel moved to approve the minutes of the February 25 and March 11, 2025 Planning Commission meetings as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,6,0,minutes/2025/2025-03-24/2025-03-25_planning-commission.md
872,218,2,2,Commissioner Wendel moved to table the item for additional discussion at the April 8th meeting,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,table,keyword,high,,,,16,10,0,minutes/2025/2025-03-24/2025-03-25_planning-commission.md
873,218,2,3,Commissioner Wilkey moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,6,,0,minutes/2025/2025-03-24/2025-03-25_planning-commission.md
874,219,2,1,"Commissioner Wendel moved to approve the minutes of the March 25, 2025 Planning Commission meeting as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,9,0,minutes/2025/2025-04-07/2025-04-08_planning-commission.md
875,219,2,2,Commissioner Wilkey moved to forward a positive recommendation to the City Council Regarding the Taylorsville Expressway Station Area Plan,Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,171,name,medium,6,10,0,minutes/2025/2025-04-07/2025-04-08_planning-commission.md
876,219,2,3,Commissioner Quigley moved to adjourn. Chair Russell,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,12,0,minutes/2025/2025-04-07/2025-04-08_planning-commission.md
877,220,2,1,Commissioner Wright moved to table the minutes of the March 25‘ meeting to the next meeting,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,table,keyword,high,,,,9,6,0,minutes/2025/2025-04-21/2025-04-22_planning-commission.md
878,220,2,2,"Commissioner Quigley moved to approve File 2S25 / SUB-000512- 2025, a preliminary subdivision plat creating 50 residential lots on 5.318-acres of property located at 4027 West and 4035 West 6200 South in Taylorsville, subject to the findings and conditions outlined in the staff report",Land-Use/Zoning,6-0 Approved (Final Action),Pass,pc_final_action,,approve,keyword,high,172,case_no,high,11,9,1,minutes/2025/2025-04-21/2025-04-22_planning-commission.md
879,220,2,3,Commissioner Wilkey moved to forward a positive recommendation to the City Council for their May 7 meeting with the ability for the planning commissioners to get any final recommendations and edits to Mr. McGrath by April 30th,Land-Use/Zoning,Positive recommendation (unanimous),Pass,pc_recommendation,Positive,approve,keyword,high,173,singleton,high,6,14,0,minutes/2025/2025-04-21/2025-04-22_planning-commission.md
880,220,2,4,Chair McElreath moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,17,9,0,minutes/2025/2025-04-21/2025-04-22_planning-commission.md
881,221,2,1,"Commissioner Wendel moved to approve the meeting minutes for March 25, 2025. The motion was approved by Commissioner Young and passed unanimously",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,,0,minutes/2025/2025-05-12/2025-05-13_planning-commission.md
882,221,2,2,"Commissioner Wendel moved to approve the meeting minutes for April 8, 2025",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,16,14,0,minutes/2025/2025-05-12/2025-05-13_planning-commission.md
883,221,2,3,"Commissioner Wright moved to table approval of the April 22, 2025 meeting minutes. Commissioner Wendel",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,table,keyword,high,,,,9,16,0,minutes/2025/2025-05-12/2025-05-13_planning-commission.md
884,221,2,4,"Commissioner Wright moved to approve File 1S25- SUB- 000494- 2024, the Preliminary Subdivision Plat Creating Four Residential Lots on 0. 979 Acres of Property at 1881, 1883, 1901, and 1903 West 4655 South in Taylorsville, Utah, Subject to Findings and Conditions as Outlined in the Staff Report",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,174,case_no,high,9,14,0,minutes/2025/2025-05-12/2025-05-13_planning-commission.md
885,221,2,5,Commissioner Wright moved to Commissioner adjourn. Wendel,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,9,,0,minutes/2025/2025-05-12/2025-05-13_planning-commission.md
886,222,2,1,"Commissioner Quigley moved to approve the minutes of the April 22, 2025 Planning Commission meeting",Procedural/Administrative,5-0 Pass,Pass,pc_final_action,,procedural,keyword,high,,,,11,,1,minutes/2025/2025-06-09/2025-06-10_planning-commission.md
887,222,2,2,"Commissioner Young moved to approve the minutes of the May 13, 2025 Planning Commission meeting",Procedural/Administrative,Tabled (no quorum),Continued,pc_final_action,,procedural,keyword,high,,,,10,,0,minutes/2025/2025-06-09/2025-06-10_planning-commission.md
888,222,2,3,Commissioner Munoz moved to adjourn,Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,3,6,0,minutes/2025/2025-06-09/2025-06-10_planning-commission.md
889,223,2,1,"Commissioner Quigley moved to approve the minutes of the May 13, 2025 Planning Commission meeting as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,11,,1,minutes/2025/2025-07-07/2025-07-08_planning-commission.md
890,223,2,2,"Commissioner Wilkey moved to approve the minutes of the June 10, 2025 Planning Commission meeting as presented",Procedural/Administrative,Pass (unanimous),Pass,pc_final_action,,procedural,keyword,high,,,,6,,1,minutes/2025/2025-07-07/2025-07-08_planning-commission.md
891,223,2,3,"Commissioner Wright moved to approve File #4S25-SUB-000525-2025, along wi the conditions of approval approving a Subdivision Plat Amendment Allowing a Two-Family Lot Split for the Properties Located at 4719 South and 4717 South Cathay Circle",Land-Use/Zoning,"Approved (Final Action, unanimous)",Pass,pc_final_action,,approve,keyword,high,175,case_no,high,9,,0,minutes/2025/2025-07-07/2025-07-08_planning-commission.md
