EventItemId,EventItemEventId,_body_id,EventItemTitle,EventItemMatterId,EventItemMatterName,EventItemMatterType,EventItemMover,EventItemSeconder,EventItemPassedFlagName,EventItemActionName,EventItemAgendaSequence,EventItemMinutesSequence
40949,3176,265,Salt Lake County Sheriff’s Presentation on Unified Police Department,6872,,Discussion Items,,,,,8,9
41019,3176,265,Presentation/Regular Update on Outcomes and Indicators Performance Audit by Salt Lake County Auditor Scott Tingley & Staff,6874,,Discussion Items,,,,,11,13
41209,3176,265,,,,,,,,,,15
41212,3176,265,,,,,,,,,,4
41213,3176,265,,,,,,,,,,6
41219,3176,265,,,,,,,,,,8
41220,3176,265,,,,,,,,,,17
41222,3176,265,,,,,,,,,,12
41855,3183,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Consistent with a directive issued by Salt Lake County Mayor Jennifer Wilson on August 30, 2021, everyone who enters the Salt Lake County Government Center is required to wear a face covering, regardless of vaccination status. A copy of Mayor Wilson’s email can be viewed at https://slco.org/council/agendas/. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,2,2
41856,3183,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/j.php?MTID=m47141c5e66e125fcb6252de0b8299c69
Meeting number (access code): 2481 781 2040
Meeting password: Z3kAcMXxJ92  

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,3,3
41857,3183,265,CALL TO ORDER,,,,,,,,4,4
41859,3183,265,DISCUSSION ITEMS:,,,,,,,,5,5
41860,3183,265,"Closed Session for Discussion of the Character, Professional Competence, or Physical or Mental Health of an Individual",7018,,Discussion Items,,,,,6,6
41861,3183,265,CONSENT ITEMS:,,,,,,,,7,7
41864,3183,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,8,8
41866,3183,265,APPROVAL OF MINUTES,,,,,,,,9,9
41867,3183,265,ADJOURN,,,,,,,,10,10
41868,3183,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,11,11
41886,3183,265,,,,,,,,,1,1
41904,3188,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Consistent with a directive issued by Salt Lake County Mayor Jennifer Wilson on August 30, 2021, everyone who enters the Salt Lake County Government Center is required to wear a face covering, regardless of vaccination status. A copy of Mayor Wilson’s email can be viewed at https://slco.org/council/agendas/. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,1,
41905,3188,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=eb937420f0c99199942552665a0d9980e

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
41906,3188,265,CALL TO ORDER,,,,,,,,3,1
41908,3188,265,DISCUSSION ITEMS:,,,,,,,,4,3
41910,3188,265,Update on Salt Lake County’s Coordinated Response to COVID-19,7032,,Discussion Items,,,,,7,6
41911,3188,265,Proposed Hire / Weekly Reclassification Report,7033,,Discussion Items,,,,,6,5
41912,3188,265,"BUDGET WORKSHOPS: 

-Administrative Services
-Capital Projects
-Community Servies
-Other Budget Related Items",7034,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,12,10
41913,3188,265,Parks and Recreation Discussion Regarding Citizen Inquiries,7038,,Discussion Items,,,,,8,7
41914,3188,265,CONSENT ITEMS:,,,,,,,,13,18
41917,3188,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,14,19
41918,3188,265,Internal Business,,,,,,,,15,20
41919,3188,265,APPROVAL OF MINUTES,,,,,,,,16,21
41920,3188,265,"Approval of October 19, 2021 Council Work Session Minutes",7017,,Minutes,Arlyn Bradshaw,Laurie Stringham,Pass,approved,17,22
41921,3188,265,ADJOURN 3:45 PM for Board of Equalization,,,,,,,,18,23
41922,3188,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,20,
41923,3188,265,RECONVENE COUNCIL WORK SESSION AFTER 4:00 PM COUNCIL MEETING IF NECESSARY,,,,,,,,19,
41996,3188,265,Report from Salt Lake County Redistricting Commission,7039,,Discussion Items,,,,,5,4
42008,3188,265,"BUDGET WORKSHOP:

	ARPA Process
	Other Budget Related Items",7044,,Discussion Items,Steve DeBry,Laurie Stringham,Pass,forwarded,9,8
42009,3188,265,LUNCH RECESS,,,,,,,,10,
42010,3188,265,RECONVENE AT 1300 HRS,,,,,,,,11,
42033,3188,265,,,,,,,,,,2
42034,3188,265,,,,,,,,,,9
42167,3188,265,,,,,,,,,,11
42168,3188,265,,,,,Aimee Winder Newton,Ann Granato,Pass,approved,,12
42169,3188,265,,,,,,,,,,13
42170,3188,265,,,,,Steve DeBry,Jim Bradley,Pass,approved,,14
42171,3188,265,,,,,,,,,,15
42172,3188,265,,,,,Arlyn Bradshaw,Richard Snelgrove,Pass,approved,,16
42173,3188,265,,,,,,,,,,17
42036,3189,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Consistent with a directive issued by Salt Lake County Mayor Jennifer Wilson on August 30, 2021, everyone who enters the Salt Lake County Government Center is required to wear a face covering, regardless of vaccination status. A copy of Mayor Wilson’s email can be viewed at https://slco.org/council/agendas/. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,1,
42037,3189,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e62de0cef166c4a9cbc1da0dece8623c6

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
42038,3189,265,CALL TO ORDER,,,,,,,,3,1
42040,3189,265,DISCUSSION ITEMS:,,,,,,,,4,2
42043,3189,265,Update on Salt Lake County’s Coordinated Response to COVID-19,7048,,Discussion Items,,,,,6,4
42045,3189,265,Proposed Hire and Weekly Reclassification Report,7056,,Discussion Items,,,,,5,3
42046,3189,265,"BUDGET WORKSHOPS: 

-Sheriff
-Salt Lake Valley Law Enforcement Association

-Visit Salt Lake, Mountain America Expo Center, Salt Palace, and Related

-Mayor’s Administration

-Other Budget Related Items",7059,,Discussion Items,Aimee Winder Newton,Richard Snelgrove,Pass,approved,7,5
42047,3189,265,CONSENT ITEMS:,,,,,,,,8,18
42050,3189,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,9,19
42051,3189,265,Internal Business,,,,,,,,10,20
42052,3189,265,APPROVAL OF MINUTES,,,,,,,,11,21
42053,3189,265,"Approval of October 26, 2021 Council Work Session Minutes",7060,,Minutes,Arlyn Bradshaw,Jim Bradley,Pass,approved,12,22
42054,3189,265,ADJOURN,,,,,,,,13,24
42055,3189,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,15,
42123,3189,265,RECONVENE COUNCIL WORK SESSION AFTER 4:00 PM COUNCIL MEETING IF NECESSARY,,,,,,,,14,
42326,3189,265,,,,,,,,,,13
42327,3189,265,,,,,Aimee Winder Newton,Arlyn Bradshaw,Pass,approved,,14
42328,3189,265,,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,,16
42330,3189,265,,,,,Steve DeBry,Ann Granato,,,,6
42331,3189,265,,,,,Steve DeBry,Ann Granato,Pass,approved,,7
42332,3189,265,,,,,Arlyn Bradshaw,,,,,8
42333,3189,265,,,,,Arlyn Bradshaw,Dave Alvord,Pass,approved,,9
42334,3189,265,,,,,Arlyn Bradshaw,Laurie Stringham,Pass,approved,,11
42335,3189,265,,,,,,,,,,17
42336,3189,265,,,,,,,,,,12
42337,3189,265,,,,,,,,,,15
42338,3189,265,,,,,,,,,,10
42339,3189,265,,,,,,,,,,23
42229,3190,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Consistent with a directive issued by Salt Lake County Mayor Jennifer Wilson on August 30, 2021, everyone who enters the Salt Lake County Government Center is required to wear a face covering, regardless of vaccination status. A copy of Mayor Wilson’s email can be viewed at https://slco.org/council/agendas/. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,1,
42230,3190,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=ed0915d155b2df01c017feb354c78c815

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
42231,3190,265,CALL TO ORDER,,,,,,,,3,1
42233,3190,265,DISCUSSION ITEMS:,,,,,,,,4,2
42234,3190,265,Update on Salt Lake County’s Coordinated Response to COVID-19,7070,,Discussion Items,,,,,6,4
42236,3190,265,Proposed Hire/ Weekly Reclassification Report,7073,,Discussion Items,,,,,5,3
42237,3190,265,"BUDGET WORKSHOPS: 

--District Attorney

--Human Services
-Health Department
-Aging & Youth Services
-Behavioral Health
-Utah State University Extension
-LDA
-CJS

--Regional Operations
-Transportation
-Housing & Community Development
-Economic Development
-Public Works

--Other Budget Related Items",7077,,Discussion Items,Ann Granato,Arlyn Bradshaw,Pass,approved,8,11
42238,3190,265,A Resolution of the Salt Lake County Council Reapportioning Salt Lake County Council Districts and Adopting a Map of New Council Boundaries,7078,,Discussion Items,Arlyn Bradshaw,Jim Bradley,,,7,5
42239,3190,265,CONSENT ITEMS:,,,,,,,,9,25
42242,3190,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,10,26
42243,3190,265,Internal Business,,,,,,,,11,27
42244,3190,265,APPROVAL OF MINUTES,,,,,,,,13,30
42245,3190,265,"Approval of November 2, 2021 Council Work Session Minutes",7069,,Minutes,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,14,31
42246,3190,265,ADJOURN 3:45 PM for Board of Equalization,,,,,,,,15,33
42247,3190,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,17,
42248,3190,265,"Notice of Cancellation of the Tuesday, November 30, 2021 Council Work Session",,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,12,28
42249,3190,265,RECONVENE COUNCIL WORK SESSION AFTER 4:00 PM COUNCIL MEETING IF NECESSARY,,,,,,,,16,
42360,3190,265,,,,,Richard Snelgrove,,,,,6
42361,3190,265,,,,,Arlyn Bradshaw,Jim Bradley,Fail,denied,,7
42362,3190,265,,,,,Richard Snelgrove,Dave Alvord,Pass,approved and forwarded,,9
42363,3190,265,,,,,,,,,,10
42365,3190,265,,,,,Jim Bradley,Ann Granato,Pass,approved,,13
42483,3190,265,,,,,Ann Granato,Laurie Stringham,Pass,approved,,15
42485,3190,265,,,,,Aimee Winder Newton,Ann Granato,Pass,approved,,17
42486,3190,265,,,,,Ann Granato,Arlyn Bradshaw,Pass,approved,,19
42487,3190,265,,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,,21
42488,3190,265,,,,,Aimee Winder Newton,Dave Alvord,Pass,approved,,23
42489,3190,265,,,,,,,,,,12
42494,3190,265,,,,,,,,,,29
42495,3190,265,,,,,,,,,,32
42496,3190,265,,,,,,,,,,24
42497,3190,265,,,,,,,,,,8
42498,3190,265,,,,,,,,,,14
42499,3190,265,,,,,,,,,,16
42500,3190,265,,,,,,,,,,18
42501,3190,265,,,,,,,,,,20
42502,3190,265,,,,,,,,,,22
42555,3192,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Consistent with a directive issued by Salt Lake County Mayor Jennifer Wilson on August 30, 2021, everyone who enters the Salt Lake County Government Center is required to wear a face covering, regardless of vaccination status. A copy of Mayor Wilson’s email can be viewed at https://slco.org/council/agendas/. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,1,
42556,3192,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e3e9a74b22dae3d3514a2eebe2d34861e

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
42557,3192,265,CALL TO ORDER,,,,,,,,3,1
42559,3192,265,DISCUSSION ITEMS:,,,,,,,,4,2
42560,3192,265,"Approval of November 16, 2021 Council Work Session Minutes",7115,,Minutes,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,27,37
42561,3192,265,"Presentation on an Ordinance of the Salt Lake County Council Amending Section 19.04.462 of the Salt Lake County Code to Include Wedding and Reception Uses in the Definition of Restaurant, Liquor License; and Amending Section 19.12.030 to Add Outdoor Weddings as a Conditional Use in Forestry and Recreation Zones; and to Enact Related Regulations",7124,,Discussion Items,Richard Snelgrove,Ann Granato,Pass,approved and forwarded,12,19
42562,3192,265,Approval of Letter to Governor Spencer Cox for the Two Salt Lake County Appointments to the Central Utah Water Conservancy District,7126,,Discussion Items,Steve DeBry,Aimee Winder Newton,Pass,approved and forwarded,9,13
42564,3192,265,Update on Salt Lake County’s Coordinated Response to COVID-19,7133,,Discussion Items,,,,,7,10
42565,3192,265,Proposed Hire/ Weekly Reclassification Request,7134,,Discussion Items,,,,,5,3
42566,3192,265,Approval of a Fee Waiver for UMOCA for Temporary Use of Office Space Within the Salt Palace While Permanent Space’s Heating System is Under Maintenance,7135,,Discussion Items,,,,,21,31
42567,3192,265,A Resolution of the Salt Lake County Council Approving an Interlocal Agreement that Provides Notice of Salt Lake County’s Withdrawal from the Central Wasatch Commission and Provides Funding to the Central Wasatch Commission,7138,,Discussion Items,Aimee Winder Newton,Steve DeBry,Pass,approved and forwarded,14,22
42569,3192,265,Budget Adjustments and Other Related Budget Items,7145,,Discussion Items,Steve DeBry,Ann Granato,Pass,approved,6,4
42570,3192,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,that the consent agenda be approved and forwarded to the 4:00 p.m. Council meeting for ratification. ,15,24
42573,3192,265,Approval of an In-Kind Donation from Friends of the Children’s Justice Center to the District Attorney’s Office,7120,,Consent Item,,,,,18,28
42574,3192,265,"Approval of $1,000 Contribution from Council Member Jim Bradley’s Office to Clean Slate Utah",7127,,Consent Item,,,,,16,26
42576,3192,265,"Approval of the Following Contributions from Council Member Ann Granato’s Office:

$1,000 to Millcreek Promise Program
$1,000 to the Leonardo Museum of Creativity and Innovation
$1,000 to Utah Labor Community Services
$500 to Equality Utah
$500 to The INN Between
$500 to Heart and Soul",7140,,Consent Item,,,,,17,27
42577,3192,265,Approval of Providing a Temporary Salary Increase to the Council Chair’s Senior Policy Advisor,7141,,Consent Item,,,,,20,30
42578,3192,265,"Appointment of Stephanie Allen as a Bail Commissioner in the Sheriff’s Office, Pursuant to Utah Code Annotated Section 17-32-1; the Bail Commissioners Shall Serve at the Pleasure of the Council or Until they Separate from their Employment with the Sheriff’s Office",7143,,Consent Item,,,,,22,32
42579,3192,265,"Approval of Donation to Search and Rescue of (3) three DJI M210 Drones Including Batteries and Charges from Rocky Mountain Power, Senior VP Curtis Mansfield",7144,,Consent Item,,,,,19,29
42580,3192,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,23,33
42581,3192,265,Internal Business,,,,,,,,24,34
42582,3192,265,APPROVAL OF MINUTES,,,,,,,,26,36
42583,3192,265,ADJOURN,,,,,,,,28,39
42584,3192,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,29,
42587,3192,265,Presentation/Regular Update on Outcomes and Indicators Performance Audit by Salt Lake County Auditor Scott Tingley and Staff,7147,,Discussion Items,,,,,13,21
42588,3192,265,"Notice of Cancellation of the Tuesday, December, 21 and Tuesday, December 28, 2021 Council Work Sessions",,,,,,,,25,35
42768,3192,265,Approval of Letter to Governor Spencer Cox for the Salt Lake County Appointments to Jordan Valley Water Conservancy District,7142,,Discussion Items,Steve DeBry,Aimee Winder Newton,Pass,approved and forwarded,10,15
42769,3192,265,"Approval of Jordan School District, Canyons School District, Granite School District and Salt Lake City School District Redistricting Maps",7152,,Discussion Items,Steve DeBry,Aimee Winder Newton,Pass,approved and forwarded,8,11
42773,3192,265,Legislative Intent on Pay for Performance,7153,,Discussion Items,Laurie Stringham,Ann Granato,Pass,approved and forwarded,11,17
42834,3192,265,,,,,Arlyn Bradshaw,Laurie Stringham,Pass,approved,,6
42835,3192,265,,,,,Arlyn Bradshaw,Laurie Stringham,Pass,approved,,8
42836,3192,265,,,,,,,,,,9
42837,3192,265,,,,,,,,,,12
42872,3192,265,,,,,,,,,,14
42873,3192,265,,,,,,,,,,16
42874,3192,265,,,,,,,,,,18
42875,3192,265,,,,,,,,,,20
42876,3192,265,,,,,,,,,,23
42877,3192,265,,,,,,,,,,25
42879,3192,265,,,,,,,,,,38
42880,3192,265,,,,,,,,,,5
42881,3192,265,,,,,,,,,,7
42366,3196,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Consistent with a directive issued by Salt Lake County Mayor Jennifer Wilson on August 30, 2021, everyone who enters the Salt Lake County Government Center is required to wear a face covering, regardless of vaccination status. A copy of Mayor Wilson’s email can be viewed at https://slco.org/council/agendas/. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,1,
42367,3196,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e82ac33f016d68d827833b48f75aec54f

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
42368,3196,265,CALL TO ORDER,,,,,,,,3,1
42370,3196,265,DISCUSSION ITEMS:,,,,,,,,4,2
42371,3196,265,A Resolution of the Salt Lake County Council Approving and Authorizing the Mayor to Execute and Grant Four Perpetual Easements to Rocky Mountain Power in the City of South Jordan,7072,,Consent Item,,,,,12,15
42372,3196,265,Approval of a Fee Waiver Request for Chabad Lubavitch of Utah for the Nightly Menorah Lighting held at the Downtown Menorah Event.,7081,,Consent Item,,,,,13,16
42373,3196,265,Approval of the Contribution of space within Recreation Centers owned by Salt Lake County where Big Brothers Big Sisters of America is permitted to place donation bins.,7086,,Consent Item,,,,,15,18
42374,3196,265,Approval of a Fee Waiver request for Utah Avalanche Center for use of the Big Field Pavilion in Sugar House Park for the State of Utah’s Avalanche Awareness Week’s Kickoff.,7087,,Consent Item,,,,,14,17
42375,3196,265,Update on Salt Lake County’s Coordinated Response to COVID-19,7090,,Discussion Items,,,,,7,6
42377,3196,265,"A Resolution of the Salt Lake County Council Approving an Interlocal Agreement between the Greater Salt Lake Municipal Services District, Copperton Metro Township, Emigration Canyon Metro Township, Kearns Metro Township, Magna Metro Township, White City Metro Township, Town of Brighton, and Salt Lake County Respecting the Issuance of Bonds to Pay for Infrastructure in an Amount not to Exceed $20,000,000",7097,,Discussion Items,Laurie Stringham,Richard Snelgrove,Pass,approved and forwarded,8,7
42378,3196,265,Proposed Hire/ Weekly Reclassification Report,7098,,Discussion Items,,,,,5,3
42379,3196,265,"A Resolution of the Salt Lake County Council Publishing a Recommended Final 2022 Budget  for Public Display and Setting a Public Hearing for Consideration of the Final 2022 Budget on December 7, 2021",7099,,Discussion Items,Arlyn Bradshaw,Dave Alvord,Pass,approved and forwarded,10,11
42380,3196,265,"Salt Lake County Resolution: 

Extension of the Public Health Emergency Declared by the Salt Lake County Mayor and the Executive Director of the Salt Lake County Health Department COVID-19 Pandemic",7101,,Discussion Items,Aimee Winder Newton,Arlyn Bradshaw,Pass,approved and forwarded,6,4
42381,3196,265,"BUDGET WORKSHOPS:

-“The List”
-Technical and Supplementary Items
-Other Budget Items as Necessary",7102,,Discussion Items,,,,,9,9
42382,3196,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Jim Bradley,Pass,approved and forwarded,11,13
42385,3196,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,16,19
42386,3196,265,Internal Business,,,,,,,,17,20
42387,3196,265,APPROVAL OF MINUTES,,,,,,,,19,22
42388,3196,265,"Approval of the November 9, 2021 Council Work Session MInutes",7088,,Minutes,Arlyn Bradshaw,Jim Bradley,Pass,This Minutes was Approved,20,23
42389,3196,265,ADJOURN 3:45 PM for Board of Equalization,,,,,,,,21,25
42390,3196,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,23,
42482,3196,265,"Notice of Cancellation of the Tuesday, November 30, 2021 Council Work Session ",,,,,,,,18,21
42490,3196,265,RECONVENE COUNCIL WORK SESSION AFTER 4:00 PM COUNCIL MEETING IF NECESSARY,,,,,,,,22,
42550,3196,265,,,,,,,,,,10
42552,3196,265,,,,,,,,,,12
42553,3196,265,,,,,,,,,,14
42554,3196,265,,,,,,,,,,24
42585,3196,265,,,,,,,,,,5
42586,3196,265,,,,,,,,,,8
42838,3198,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

During the current phase of COVID-19 response and recovery, members of the public may attend the Council’s meetings in person on a limited basis. Consistent with a directive issued by Salt Lake County Mayor Jennifer Wilson on August 30, 2021, everyone who enters the Salt Lake County Government Center is required to wear a face covering, regardless of vaccination status. A copy of Mayor Wilson’s email can be viewed at https://slco.org/council/agendas/. Members of the public may also participate in Council meetings electronically as described below.",,,,,,,,1,
42839,3198,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=ef36c867110ba914f1d9efe1c293dfc0f

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
42840,3198,265,CALL TO ORDER,,,,,,,,3,1
42842,3198,265,DISCUSSION ITEMS:,,,,,,,,4,2
42845,3198,265,A Resolution of the Salt Lake County Council Approving and Authorizing Execution of an Interlocal Cooperation Agreement between Salt Lake County and the City of Taylorsville for a Contribution of TRCC Funds to Renovate Taylorsville Park,7156,,Consent Item,,,,,18,22
42846,3198,265,Update on Salt Lake County’s Coordinated Response to COVID-19,7158,,Discussion Items,,,,,9,10
42847,3198,265,Presentation of Salt Lake County Regional Trails Master Plan,7159,,Discussion Items,,,,,14,17
42848,3198,265,"Dimple Dell Advisory Board Reappointments:

Lori Haglund, District 4
Nancy Hobbs-Orme, District 6
Emily Montgomery, District 6",7160,,Consent Item,,,,,23,27
42849,3198,265,Presentation of Potential Expansion of the Tracy Aviary’s Jordan River Nature Center,7161,,Discussion Items,,,,,13,16
42850,3198,265,2022 ZAP Tier I Advisory Board Funding Recommendations,7162,,Discussion Items,Ann Granato,Aimee Winder Newton,Pass,approved,12,14
42851,3198,265,Salt Lake County Employee Vaccine Incentive Report,7163,,Discussion Items,,,,,10,11
42852,3198,265,Advice and Consent to the Appointment of Mayor’s Appointment of Human Resources Director Pursuant to Utah Code 17-33-5(1)(b)(i),7164,,Discussion Items,Richard Snelgrove,Ann Granato,Pass,approved,11,12
42853,3198,265,Proposed Hire and Weekly Reclassification Report,7165,,Discussion Items,,,,,5,3
