candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry,verified
Joe Hatch,Council,,2004,2005-01-31,,2004-03-04,Utah Democratic Party,Utah Democratic Party,Contribution,270.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,3,high,vision/legacy_colAB,0,"p4:x70,y454,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-03-10,Citizens for Global Solutions,Citizens for Global Solutions,Contribution,35.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,4,high,vision/legacy_colAB,0,"p4:x70,y502,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-04-30,Salt Lake County Demo Party,Salt Lake County Demo Party,Contribution,50.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,5,high,vision/legacy_colAB,0,"p4:x70,y550,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-05-13,American Express,American Express,"Kerr's button, bumper stkrs, signs",1845.75,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,6,high,vision/legacy_colAB,0,"p4:x70,y598,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-05-20,Diana Blaes for Council,Diana Blaes for Council,Contribution,50.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,7,high,vision/legacy_colAB,0,"p4:x70,y646,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-07-21,Eli Raindancer,Eli Raindancer,Convention cost gift,75.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,8,high,vision/legacy_colAB,0,"p4:x70,y694,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-14,Utah Demo Party,Utah Demo Party,Contribution,50.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,9,high,vision/legacy_colAB,0,"p4:x70,y742,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-20,Joe Hatch,Joe Hatch,Partial repayment of loan ($1000 outstanding),1000.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,10,high,vision/legacy_colAB,0,"p4:x70,y790,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-07,Joe Hatch,Joe Hatch,Repayment for postage & Kerry button,500.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,11,high,vision/legacy_colAB,0,"p4:x70,y838,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-14,Anchor Printing,Anchor Printing,Envelopes,92.74,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,12,high,vision/legacy_colAB,0,"p4:x70,y886,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-20,Wilson for Council,Wilson for Council,Contribution,700.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,13,high,vision/legacy_colAB,0,"p4:x70,y934,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-24,Utah Demo Party,Utah Demo Party,Contribution,1000.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,14,high,vision/legacy_colAB,0,"p4:x70,y982,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-29,Utah Citizens for Health,Utah Citizens for Health,Contribution,100.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,15,high,vision/legacy_colAB,0,"p5:x70,y358,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-24,Committee to Elect Chris Cage,Committee to Elect Chris Cage,Contribution,100.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,16,high,vision/legacy_colAB,0,"p5:x70,y406,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-29,Corroon for Mayor,Corroon for Mayor,Contribution,500.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,17,high,vision/legacy_colAB,0,"p5:x70,y454,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-10-25,Utah Demo Party on behalf of Chris Cage,Utah Demo Party on behalf of Chris Cage,Contribution,250.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,18,high,vision/legacy_colAB,0,"p5:x70,y502,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-12-02,Joe Hatch,Joe Hatch,Partial repayment of loan ($500 balance),500.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,19,high,vision/legacy_colAB,0,"p5:x70,y550,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2005-01-04,Key Bank,Key Bank,Payment of interest of Demo loan,76.24,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,20,high,vision/legacy_colAB,0,"p5:x70,y598,w700,h44@200dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-08,Post Net,Post Net,Mailings,93.60,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,1,high,vision/legacy_colAB,0,"p4:x70,y358,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-09,Post Net,Post Net,Mailings,24.30,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,2,high,vision/legacy_colAB,0,"p4:x70,y406,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-06,SLCo Repub. Party,SLCo Repub. Party,Convention booth,200.00,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,3,high,vision/legacy_colAB,0,"p4:x70,y454,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-20,Mike Dobson,Mike Dobson,DM Design,120.00,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,4,high,vision/legacy_colAB,0,"p4:x70,y502,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-24,M&M Caps,M&M Caps,Hats,485.03,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,5,high,vision/legacy_colAB,0,"p4:x70,y550,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-27,Village Inn,Village Inn,Meet & greet,130.00,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,6,high,vision/legacy_colAB,0,"p4:x70,y598,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-27,Village Inn,Village Inn,Cmte dinner,29.52,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,7,high,vision/legacy_colAB,0,"p4:x70,y646,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-27,Garden Restaurant,Garden Restaurant,Lunch w/ Mayor Applegarth,19.58,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,8,high,vision/legacy_colAB,0,"p4:x70,y694,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-05-02,Domain Names,Domain Names,Reserve domain,9.25,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,9,high,vision/legacy_colAB,0,"p4:x70,y742,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-05-02,FedEx Kinko's,FedEx Kinko's,Picture mounting,79.95,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,10,high,vision/legacy_colAB,0,"p4:x70,y790,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-19,Johanna's Kitchen,Johanna's Kitchen,Meet & greet,100.00,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,11,high,vision/legacy_colAB,0,"p4:x70,y838,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-12,Winger's,Winger's,Meet & greet,100.00,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,12,high,vision/legacy_colAB,0,"p4:x70,y886,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-07,Costco,Costco,Meet & greet,86.67,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,13,high,vision/legacy_colAB,0,"p4:x70,y934,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-07,Albertsons,Albertsons,Meet & greet,5.37,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,14,high,vision/legacy_colAB,0,"p4:x70,y982,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-07,Dollar Tree,Dollar Tree,Meet & greets,18.12,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,15,high,vision/legacy_colAB,0,"p4:x70,y1030,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-20,Costco,Costco,Meet & greets,22.34,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,16,high,vision/legacy_colAB,0,"p4:x70,y1078,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-12,Cookie Tree,Cookie Tree,Meet & greets,52.74,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,17,high,vision/legacy_colAB,0,"p4:x70,y1126,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-27,Ritz Camera,Ritz Camera,"Photos, convention booth",31.96,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,18,high,vision/legacy_colAB,0,"p4:x70,y1174,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-03,PostNet,PostNet,Mailers,111.51,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,19,high,vision/legacy_colAB,0,"p4:x70,y1222,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-04,PostNet,PostNet,Mailers,24.30,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,20,high,vision/legacy_colAB,0,"p4:x70,y1270,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-07,Home Depot,Home Depot,Sign ties,3.85,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,21,high,vision/legacy_colAB,0,"p4:x70,y1318,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-27,Universal Signs,Universal Signs,Banner,149.29,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,22,high,vision/legacy_colAB,0,"p4:x70,y1366,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-26,Cookie Tree,Cookie Tree,Cookies - convention,98.19,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,23,high,vision/legacy_colAB,0,"p4:x70,y1414,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-03,Original Trading,Original Trading,Convention handouts,619.03,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,24,high,vision/legacy_colAB,0,"p4:x70,y1462,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-25,Chad Benton,Chad Benton,Mailers,150.00,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,25,high,vision/legacy_colAB,0,"p4:x70,y1510,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-06-16,W. Jordan,W. Jordan,Booths,200.50,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,26,high,vision/legacy_colAB,0,"p4:x70,y1558,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-06-16,Riverton,Riverton,Booths,100.50,False,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,27,high,vision/legacy_colAB,0,"p4:x70,y1606,w700,h44@300dpi",1
Jeff S. Allen,Council,,2006,2006-06-20,,2006-04-27,Authentic Concepts,Authentic Concepts,Shirts,982.50,True,False,raw/clerk_legacy/20_june_allen_jeff06.pdf,f8e1c223,28,high,vision/legacy_colAB,0,"p4:x70,y1654,w700,h44@300dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-02-12,Paypal,Paypal,Bank fee,10.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,1,high,vision/legacy_landscape_attachment,0,"p6:x70,y358,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-03-05,Paypal,Paypal,Bank fee,20.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,2,high,vision/legacy_landscape_attachment,0,"p6:x70,y406,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-04-05,Paypal,Paypal,Bank fee,20.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,3,high,vision/legacy_landscape_attachment,0,"p6:x70,y454,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-04-09,Network Solutions,Network Solutions,Website address registration,34.99,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,4,high,vision/legacy_landscape_attachment,0,"p6:x70,y502,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-04-19,Utah Outdoor Sign,Utah Outdoor Sign,Billboards,2800.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,5,high,vision/legacy_landscape_attachment,0,"p6:x70,y550,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-05-04,Paypal,Paypal,Bank fee,20.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,6,high,vision/legacy_landscape_attachment,0,"p6:x70,y598,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-05-11,Kelly Ann Booth,Kelly Ann Booth,Convention brochure,35.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,7,high,vision/legacy_landscape_attachment,0,"p6:x70,y646,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-06-06,Paypal,Paypal,Bank fee,20.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,8,high,vision/legacy_landscape_attachment,0,"p6:x70,y694,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-07-05,Paypal,Paypal,Bank fee,20.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,9,high,vision/legacy_landscape_attachment,0,"p6:x70,y742,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-08-03,Paypal,Paypal,Bank fee,20.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,10,high,vision/legacy_landscape_attachment,0,"p6:x70,y790,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-08-09,Peter Corroon for Mayor,Peter Corroon for Mayor,Donation,150.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,11,high,vision/legacy_landscape_attachment,0,"p6:x70,y838,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-08-22,Utah Outdoor Sign,Utah Outdoor Sign,Billboards,1200.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,12,high,vision/legacy_landscape_attachment,0,"p6:x70,y886,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-08-28,Network Solutions,Network Solutions,Web address registration 5yr,99.95,True,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,13,high,vision/legacy_landscape_attachment,0,"p6:x70,y934,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-08-31,Jim Bradley,Jim Bradley,Loan repayment,1988.26,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,14,high,vision/legacy_landscape_attachment,0,"p6:x70,y982,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-09-04,Paypal,Paypal,Bank fee,20.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,15,high,vision/legacy_landscape_attachment,0,"p6:x70,y1030,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-10-04,Young Democrats,Young Democrats,Donation,250.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,16,high,vision/legacy_landscape_attachment,0,"p6:x70,y1078,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-10-05,University of Utah Credit Union,University of Utah Credit Union,Bank fee,7.73,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,17,high,vision/legacy_landscape_attachment,0,"p6:x70,y1126,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-10-23,University of Utah Credit Union,University of Utah Credit Union,Bank fee,32.27,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,18,high,vision/legacy_landscape_attachment,0,"p6:x70,y1174,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-10-23,Paypal,Paypal,Bank fee,30.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,19,high,vision/legacy_landscape_attachment,0,"p6:x70,y1222,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-11-05,Paypal,Paypal,Bank fee,30.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,20,high,vision/legacy_landscape_attachment,0,"p6:x70,y1270,w700,h44@250dpi",1
Jim Bradley,Council,,,2008-01-31,,2007-12-05,Paypal,Paypal,Bank fee,30.00,False,False,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,21,high,vision/legacy_landscape_attachment,0,"p6:x70,y1318,w700,h44@250dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-01-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,1,medium,vision/legacy_colAB,0,"p4:x70,y358,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-02-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,2,medium,vision/legacy_colAB,0,"p4:x70,y406,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-03-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,3,medium,vision/legacy_colAB,0,"p4:x70,y454,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-04-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,4,medium,vision/legacy_colAB,0,"p4:x70,y502,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-05-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,5,medium,vision/legacy_colAB,0,"p4:x70,y550,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-06-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,6,medium,vision/legacy_colAB,0,"p4:x70,y598,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-07-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,7,medium,vision/legacy_colAB,0,"p4:x70,y646,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-08-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,8,medium,vision/legacy_colAB,0,"p4:x70,y694,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-09-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,9,medium,vision/legacy_colAB,0,"p4:x70,y742,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-10-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,10,medium,vision/legacy_colAB,0,"p4:x70,y790,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-11-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,11,medium,vision/legacy_colAB,0,"p4:x70,y838,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2011-12-25,X-Mission,X-Mission,Web hosting,35.00,True,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,12,medium,vision/legacy_colAB,0,"p4:x70,y886,w700,h44@200dpi",1
Calvin J. Noyce,Council,,2012,2012-01-23,,2012-01-21,Kyle Hoyt,Kyle Hoyt,Campaign Manager,41.17,False,False,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,13,medium,vision/legacy_colAB,0,"p4:x70,y934,w700,h44@200dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-05-22,Office Max,Office Max,Office supplies,67.29,False,False,raw/clerk_legacy/Bishop_M_Recorder_June14.pdf,39998d1a,1,high,vision/legacy_landscape_attachment,0,"p5:x70,y358,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-04-25,Service Press,Service Press,Business cards,128.22,False,False,raw/clerk_legacy/Bishop_M_Recorder_June14.pdf,39998d1a,2,high,vision/legacy_landscape_attachment,0,"p5:x70,y406,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-04-10,Service Press,Service Press,Posters & labels,170.53,False,False,raw/clerk_legacy/Bishop_M_Recorder_June14.pdf,39998d1a,3,high,vision/legacy_landscape_attachment,0,"p5:x70,y454,w700,h44@250dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-04-04,CafePress.com,CafePress.com,Buttons,23.95,False,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,1,high,vision/legacy_colAB,0,"p4:x70,y358,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-04-11,Lou Eastman,Lou Eastman,Graphic design,225.00,False,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,2,high,vision/legacy_colAB,0,"p4:x70,y406,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-04-12,Cricket,Cricket,Wireless service,40.58,False,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,3,high,vision/legacy_colAB,0,"p4:x70,y454,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-04-30,Cramer & Cramer,Cramer & Cramer,Office services,100.00,True,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,4,high,vision/legacy_colAB,0,"p4:x70,y502,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-05-13,CafePress.com,CafePress.com,Buttons,78.00,False,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,5,high,vision/legacy_colAB,0,"p4:x70,y550,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-05-25,Cricket,Cricket,Wireless service,53.87,False,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,6,high,vision/legacy_colAB,0,"p4:x70,y598,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-05-31,Cramer & Cramer,Cramer & Cramer,Office services,100.00,True,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,7,high,vision/legacy_colAB,0,"p4:x70,y646,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-06-03,Kinko's,Kinko's,Printing,10.00,False,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,8,high,vision/legacy_colAB,0,"p4:x70,y694,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-06-08,Cricket,Cricket,Wireless service,53.87,False,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,9,high,vision/legacy_colAB,0,"p4:x70,y742,w700,h44@200dpi",1
Rob Latham,District Attorney,,2020,2006-06-20,,2006-06-15,Diana Chamberlain,Diana Chamberlain,Voter calls,300.00,False,False,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,10,high,vision/legacy_colAB,0,"p4:x70,y790,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-04-05,,2006-02-22,Wells Fargo,Wells Fargo,Bank charge,3.00,False,False,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,1,high,vision/legacy_colAB,0,"p5:x70,y358,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-04-05,,2006-03-07,Joseph Hatch,Joseph Hatch,Repayment of outstanding balance of loan,500.00,False,False,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,2,high,vision/legacy_colAB,0,"p5:x70,y406,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-04-05,,2006-03-09,Salt Lake County,Salt Lake County,Filing fee,153.23,False,False,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,3,high,vision/legacy_colAB,0,"p5:x70,y454,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-04-05,,2006-03-15,Brad Wolverton,Brad Wolverton,Sign design,200.00,False,False,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,4,high,vision/legacy_colAB,0,"p5:x70,y502,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-04-05,,2006-03-17,Justin Wiher,Justin Wiher,Food & invitations,216.71,False,False,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,5,high,vision/legacy_colAB,0,"p5:x70,y550,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-04-05,,2006-03-21,Wells Fargo,Wells Fargo,Bank charge,4.75,False,False,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,6,high,vision/legacy_colAB,0,"p5:x70,y598,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-04-05,,2006-03-25,Joseph Hatch,Joseph Hatch,"Stamps, food, flowers",197.99,False,False,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,7,high,vision/legacy_colAB,0,"p5:x70,y646,w700,h44@200dpi",1
Janice Auger,Council,,2006,2006-06-20,,2006-04-07,Perfect Register,Perfect Register,"Die cutting, convention flyer",175.00,True,False,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,1,high,vision/legacy_born_digital_typed,0,"p4:x70,y358,w700,h44@200dpi",1
Janice Auger,Council,,2006,2006-06-20,,2006-04-13,Zions Bank,Zions Bank,Bank charges,3.57,False,False,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,2,high,vision/legacy_born_digital_typed,0,"p4:x70,y406,w700,h44@200dpi",1
