clip_id,date,body,motion_no,motion_text,motion_type,result_raw,outcome,mover,seconder,aye,nay,names_recorded,source_file
100110,2017-09-12,Snyderville Basin Planning Commission,6,approve the minutes as written,,(7-0),Pass,Cooke,Peck,7,0,0,land_use/minutes/2017/2017-09-12_snyderville_basin_pc.md
100110,2017-09-12,Snyderville Basin Planning Commission,7,approve the minutes as written,,(7-0),Pass,Cooke,Peck,7,0,0,land_use/minutes/2017/2017-09-12_snyderville_basin_pc.md
100110,2017-09-12,Snyderville Basin Planning Commission,8,another topic,,,,Klingenstein,,,,0,land_use/minutes/2017/2017-09-12_snyderville_basin_pc.md
100111,2017-09-21,Eastern Summit County Planning Commission,1,"approve the McNulty Minor Subdivision according to the Findings of Fact, Conclusions of Law and Conditions of Approval as noted in the Staff Report",,(5-0),Pass,Sonntag,Willoughby,5,0,0,land_use/minutes/2017/2017-09-21_eastern_summit_pc.md
100111,2017-09-21,Eastern Summit County Planning Commission,2,"forward a positive recommendation to the Community Development Director to approve the proposed RPR Minor Subdivision according to the Findings of Fact, Conclusions of Law and Conditions of Approval in the Staff Report",,(5-0),Pass,Sargent,Clyde,5,0,0,land_use/minutes/2017/2017-09-21_eastern_summit_pc.md
100111,2017-09-21,Eastern Summit County Planning Commission,3,"approve the LSR Minor Subdivision according to the Findings of Fact, Conclusions of Law and Conditions of approval in the Staff Report",,(5-0),Pass,Willoughby,Sonntag,5,0,0,land_use/minutes/2017/2017-09-21_eastern_summit_pc.md
100111,2017-09-21,Eastern Summit County Planning Commission,4,"approve the Crooked Creek Minor Subdivision according to the Findings of Fact, Conclusions of Law and Conditions of Approval in the Staff Report, with Finding of Fact 19 removed",,(5-0),Pass,Clyde,Sonntag,5,0,0,land_use/minutes/2017/2017-09-21_eastern_summit_pc.md
100111,2017-09-21,Eastern Summit County Planning Commission,5,"forward a positive recommendation to the County Council for the Amendments to the Eastern Summit County Development Code to incorporate “Standards of Verification” to be taken into consideration in determining conforming lot status, into the Code based on the Findings of Fact and Conclusions of Law in the Staff Report",,(5-0),Pass,Sargent,Willoughby,5,0,0,land_use/minutes/2017/2017-09-21_eastern_summit_pc.md
100111,2017-09-21,Eastern Summit County Planning Commission,6,"accept the minutes for May 4, 2017 as written",,(3-0),Pass,Willoughby,Clyde,3,0,0,land_use/minutes/2017/2017-09-21_eastern_summit_pc.md
100111,2017-09-21,Eastern Summit County Planning Commission,7,adjourn,,(5-0),Pass,Sargent,,5,0,0,land_use/minutes/2017/2017-09-21_eastern_summit_pc.md
100112,2017-09-26,Snyderville Basin Planning Commission,1,forward a positive recommendation as outlined in the Staff Report and as follows: FINDINGS OF FACT 1,,(7-0),Pass,Cooke,Peck,7,0,0,land_use/minutes/2017/2017-09-26_snyderville_basin_pc.md
100112,2017-09-26,Snyderville Basin Planning Commission,2,"approve the conditional use permit for the Silver Creek Village Neighborhood Park as outlined in the Staff Report dated September 26, 2017",,(7-0),Pass,Klingenstein,,7,0,0,land_use/minutes/2017/2017-09-26_snyderville_basin_pc.md
100112,2017-09-26,Snyderville Basin Planning Commission,3,send a positive motion on the Low Impact permit to the Community Development Director as outlined in the Staff Report and as follows: FINDINGS OF FACT 1,,(7-0),Pass,Klingenstein,Peck,7,0,0,land_use/minutes/2017/2017-09-26_snyderville_basin_pc.md
100112,2017-09-26,Snyderville Basin Planning Commission,4,continue to approve the minutes as written,,(7-0),Pass,Cooke,Stevens,7,0,0,land_use/minutes/2017/2017-09-26_snyderville_basin_pc.md
100112,2017-09-26,Snyderville Basin Planning Commission,5,"continue the public hearing until July 25, 2017",,(4-0),Pass,Peck,Fine,4,0,1,land_use/minutes/2017/2017-09-26_snyderville_basin_pc.md
100113,2017-10-03,Snyderville Basin Planning Commission,1,"forward a positive recommendation to the County Council on The Canyons Specially Planned Area Development Agreement Amendment as outlined in the Staff Report dated October 3, 2017 with the Findings of Fact, Conclusions of Law, and Conditions of Approval as amended by Staff and verbally agreed upon at this meeting and as outlined below",,(7-0),Pass,Klingenstein,Peck,7,0,0,land_use/minutes/2017/2017-10-03_snyderville_basin_pc.md
100114,2017-10-05,Eastern Summit County Planning Commission,1,request the Village Overlay Zone be brought back to the Planning Commission with more information and detail concerning geographic size and infrastructure mechanisms,,(6-0),Pass,Clyde,Sargent,6,0,0,land_use/minutes/2017/2017-10-05_eastern_summit_pc.md
100114,2017-10-05,Eastern Summit County Planning Commission,2,"approve the minutes for May 18, 2017 as written",,(6-0),Pass,Clyde,Willoughby,6,0,0,land_use/minutes/2017/2017-10-05_eastern_summit_pc.md
100114,2017-10-05,Eastern Summit County Planning Commission,3,adjourn,,(6-0),Pass,Sargent,Willoughby,6,0,0,land_use/minutes/2017/2017-10-05_eastern_summit_pc.md
100115,2017-10-10,Snyderville Basin Planning Commission,1,"approve the July 25, 2017 minutes as written",,,,Peck,,,,0,land_use/minutes/2017/2017-10-10_snyderville_basin_pc.md
100116,2017-11-02,Eastern Summit County Planning Commission,1,"forward a positive recommendation to County Council on Village Overlay Zone provisions as drafted in the Staff Report, according to the revised Findings of Fact and Conclusions of Law as well as the amendments to section B-2 as revised by Staff and read into record, as well as section Eastern Summit County Planning Commission November 2, 2017 Page 13 of 14 3-B-a and section 3-B-3-iv",,(6-1),Pass,Sargent,Sonntag,6,1,1,land_use/minutes/2017/2017-11-02_eastern_summit_pc.md
100116,2017-11-02,Eastern Summit County Planning Commission,2,"accept the minutes for June 1, 2017 as revised",,(5-0),Pass,Willoughby,Clyde,5,0,0,land_use/minutes/2017/2017-11-02_eastern_summit_pc.md
100116,2017-11-02,Eastern Summit County Planning Commission,3,"accept the minutes for June 15, 2017 as written",,(6-0),Pass,Clyde,Wilde,6,0,0,land_use/minutes/2017/2017-11-02_eastern_summit_pc.md
100116,2017-11-02,Eastern Summit County Planning Commission,4,"accept the minutes for July 6, 2017 as revised",,(6-0),Pass,Clyde,Willoughby,6,0,0,land_use/minutes/2017/2017-11-02_eastern_summit_pc.md
100116,2017-11-02,Eastern Summit County Planning Commission,5,adjourn,,(7-0),Pass,Willoughby,,7,0,0,land_use/minutes/2017/2017-11-02_eastern_summit_pc.md
100117,2017-11-14,Snyderville Basin Planning Commission,1,"approve the July 11, 2017 minutes as written",,(7-0),Pass,Cooke,,7,0,0,land_use/minutes/2017/2017-11-14_snyderville_basin_pc.md
100117,2017-11-14,Snyderville Basin Planning Commission,2,"approve the August 22, 2017 minutes as written",,(7-0),Pass,Cooke,,7,0,0,land_use/minutes/2017/2017-11-14_snyderville_basin_pc.md
100118,2017-11-28,Snyderville Basin Planning Commission,1,"approve the Silver Creek Properties Retail Use as outlined in the November 28, 2017 Staff Report with the Findings of Fact, Conclusions of Law, and Conditions of Approval as stated in the Staff Report and as follows: Snyderville Basin Planning Commission November 28, 2017 Page 15 of 38 Findings of Fact: 1",,(6-0),Pass,Klingenstein,Fine,6,0,0,land_use/minutes/2017/2017-11-28_snyderville_basin_pc.md
100118,2017-11-28,Snyderville Basin Planning Commission,2,"Approval of Minutes May 23, 2017: A motion was made by Commissioner Cooke to approve the minutes as written",,(6-0),Pass,,Stevens,6,0,0,land_use/minutes/2017/2017-11-28_snyderville_basin_pc.md
100119,2017-12-07,Eastern Summit County Planning Commission,1,"approve the Deer Crossing Subdivision, Lot 45 Plat Amendment according to the Findings of Fact, Conclusions of Law and Conditions of Approval read into the record and stated above",,(6-0),Pass,Sargent,Wheaton,6,0,0,land_use/minutes/2017/2017-12-07_eastern_summit_pc.md
100119,2017-12-07,Eastern Summit County Planning Commission,2,adjourn,,(6-0),Pass,Willoughby,,6,0,0,land_use/minutes/2017/2017-12-07_eastern_summit_pc.md
100120,2017-12-12,Snyderville Basin Planning Commission,1,"approve the Colby School project as proposed in the Staff Report dated December 12, 2017, with the addition of Findings of Facts and Conditions of Approval as outlined by Attorney Thomas, and including a Snyderville Basin Planning Commission December 12, 2017 Page 24 of 33 condition there be no secondary access",,(6-1),Pass,Peck,Fine,6,1,1,land_use/minutes/2017/2017-12-12_snyderville_basin_pc.md
100120,2017-12-12,Snyderville Basin Planning Commission,2,approve the minutes as written,,(7-0),Pass,Fine,Peck,7,0,0,land_use/minutes/2017/2017-12-12_snyderville_basin_pc.md
100120,2017-12-12,Snyderville Basin Planning Commission,3,approve the minutes as written,,(7-0),Pass,Fine,Peck,7,0,0,land_use/minutes/2017/2017-12-12_snyderville_basin_pc.md
100121,2018-01-04,Eastern Summit County Planning Commission,1,move the work session discussion regarding the possible amendments to Chapter 11-2-2-C Livestock Fencing of the Eastern Summit County Development Code to the next meeting,,(6-0),Pass,Clyde,Willoughby,6,0,0,land_use/minutes/2018/2018-01-04_eastern_summit_pc.md
100121,2018-01-04,Eastern Summit County Planning Commission,2,approve the Foothill Estates Plat Amendment according to the Findings of Fact and Conclusions of Law found in the Staff Report,,(6-0),Pass,Wilde,Willoughby,6,0,0,land_use/minutes/2018/2018-01-04_eastern_summit_pc.md
100121,2018-01-04,Eastern Summit County Planning Commission,3,"direct Staff to draft Findings of Fact and Conclusions of Law for recommendation of denial based on the comments received Eastern Summit County Planning Commission January 4, 2018 Page 20 of 23 from the Commission tonight (January 4, 2018), Development Code, public comment and the Staff Report",,(6-0),Pass,Sargent,Clyde,6,0,0,land_use/minutes/2018/2018-01-04_eastern_summit_pc.md
100121,2018-01-04,Eastern Summit County Planning Commission,4,"approve the minutes of July 20, 2017, with corrections made",,(4-0),Pass,Clyde,Sargent,4,0,0,land_use/minutes/2018/2018-01-04_eastern_summit_pc.md
100121,2018-01-04,Eastern Summit County Planning Commission,5,"approve the minutes of August 17, 2017, as written",,(5-0),Pass,Willoughby,Sargent,5,0,0,land_use/minutes/2018/2018-01-04_eastern_summit_pc.md
100121,2018-01-04,Eastern Summit County Planning Commission,6,"approve the minutes of September 7, 2017, with corrections made",,(4-0),Pass,Willoughby,Wilde,4,0,0,land_use/minutes/2018/2018-01-04_eastern_summit_pc.md
100121,2018-01-04,Eastern Summit County Planning Commission,7,adjourn,,(6-0),Pass,Clyde,,6,0,0,land_use/minutes/2018/2018-01-04_eastern_summit_pc.md
100122,2018-01-09,Snyderville Basin Planning Commission,1,"approve the conditional use permit based on the Findings of Fact, Conclusions of Law, and Conditions of Approval as found in the Staff Report with the changes as has been outlined and found below",,(6-0),Pass,Cooke,Fine,6,0,0,land_use/minutes/2018/2018-01-09_snyderville_basin_pc.md
100122,2018-01-09,Snyderville Basin Planning Commission,2,forward a positive recommendation to the County Manager as outlined in the Staff Report and as follows,,(6-0),Pass,Stevens,Cooke,6,0,0,land_use/minutes/2018/2018-01-09_snyderville_basin_pc.md
100122,2018-01-09,Snyderville Basin Planning Commission,3,"forward a positive recommendation to the County Council based on the Findings of Fact, Conclusions of Law, and Conditions of Approval, as outlined in the Staff Report",,(6-0),Pass,Stevens,,6,0,0,land_use/minutes/2018/2018-01-09_snyderville_basin_pc.md
100122,2018-01-09,Snyderville Basin Planning Commission,4,continue to approve the minutes as written,,(6-0),Pass,Fine,Stevens,6,0,0,land_use/minutes/2018/2018-01-09_snyderville_basin_pc.md
100122,2018-01-09,Snyderville Basin Planning Commission,5,continue to approve the minutes as written,,(6-0),Pass,Fine,Stevens,6,0,0,land_use/minutes/2018/2018-01-09_snyderville_basin_pc.md
100123,2018-01-18,Eastern Summit County Planning Commission,1,"approve the proposed amendment to the Echo Boat Storage Conditional Use Permit to allow the completion of the project as initially proposed in 2002 according to the Findings of Fact, Conclusions of Law and Conditions of Approval found in the Staff Report",,(6-0),Pass,Clyde,Sonntag,6,0,0,land_use/minutes/2018/2018-01-18_eastern_summit_pc.md
100123,2018-01-18,Eastern Summit County Planning Commission,2,"forward a positive recommendation to the County Manager according to the Findings of Fact, Conclusions of Law and Conditions of Approval found in the Staff Report",,(5-0),Pass,Wheaton,Sargent,5,0,0,land_use/minutes/2018/2018-01-18_eastern_summit_pc.md
100123,2018-01-18,Eastern Summit County Planning Commission,3,Continue the approval of the Findings of Fact to the next meeting,,(5-0),Pass,,Clyde,5,0,0,land_use/minutes/2018/2018-01-18_eastern_summit_pc.md
100123,2018-01-18,Eastern Summit County Planning Commission,4,"approve the minutes of September 21, 2017, as written",,(5-0),Pass,Sonntag,Clyde,5,0,0,land_use/minutes/2018/2018-01-18_eastern_summit_pc.md
100123,2018-01-18,Eastern Summit County Planning Commission,5,adjourn,,(6-0),Pass,Sargent,,6,0,0,land_use/minutes/2018/2018-01-18_eastern_summit_pc.md
100124,2018-02-01,Eastern Summit County Planning Commission,1,"table this application for the Nicklaus Clubhouse Final Site Plan Phase 3 until there is a definitive plan of where, when and on what schedule the employee housing component of the Promontory Development Agreement will be satisfied",,,Pass,Clyde,Wilde,,,0,land_use/minutes/2018/2018-02-01_eastern_summit_pc.md
100124,2018-02-01,Eastern Summit County Planning Commission,2,"approve the Conditional Use Permit according to the Findings and Conditions in the Staff Report, including the additional elaboration of Finding #9 and including Condition #3 of no commercial storage use allowed",,,Pass,Sargent,Willoughby,,,0,land_use/minutes/2018/2018-02-01_eastern_summit_pc.md
100124,2018-02-01,Eastern Summit County Planning Commission,3,"recommend approval of the Coleman Acres Final Subdivision Plat to the Community Development Director according to the Findings of Fact, Conclusions of Law and Conditions of Approval in the Staff Report",,,Pass,Willoughby,Wheaton,,,0,land_use/minutes/2018/2018-02-01_eastern_summit_pc.md
100124,2018-02-01,Eastern Summit County Planning Commission,4,adopt the Findings of Fact and Conclusions of Law as edited and forward a negative recommendation to the County Council,,,Pass,Clyde,Sargent,,,0,land_use/minutes/2018/2018-02-01_eastern_summit_pc.md
100124,2018-02-01,Eastern Summit County Planning Commission,5,adjourn,,(6-0),Pass,Clyde,,6,0,0,land_use/minutes/2018/2018-02-01_eastern_summit_pc.md
100125,2018-02-13,Snyderville Basin Planning Commission,1,"send a positive recommendation to the County Manager for the final plat and final site plan with the Findings of Fact, Conclusions of Law, and Conditions of Approval including an added condition (#8)",,(7-0),Pass,Stevens,Fine,7,0,0,land_use/minutes/2018/2018-02-13_snyderville_basin_pc.md
100125,2018-02-13,Snyderville Basin Planning Commission,2,approve the Phase 5A-5D Final Subdivision Amended Plat as outlined in the Staff Report and as follows: FINDINGS OF FACT 1,,(7-0),Pass,Dickey,Stevens,7,0,0,land_use/minutes/2018/2018-02-13_snyderville_basin_pc.md
100125,2018-02-13,Snyderville Basin Planning Commission,3,"forward a positive recommendation to the County Manager pursuant to the findings of fact, conclusions of law, and conditions of approval with the additional condition that the property owners will sign the plat before submission to the County Manager",,(7-0),Pass,Stevens,Peck,7,0,0,land_use/minutes/2018/2018-02-13_snyderville_basin_pc.md
100125,2018-02-13,Snyderville Basin Planning Commission,4,"forward a positive recommendation to the County Manager per the Staff Report dated February 13, 2018",,(6-0),Pass,Dickey,Stevens,6,0,0,land_use/minutes/2018/2018-02-13_snyderville_basin_pc.md
100125,2018-02-13,Snyderville Basin Planning Commission,5,"approve the proposed amendment to Lot 61 of the Sunrise Hills subdivision, based on the Findings of Fact and Conclusions of Law as outlined as follows: FINDINGS OF FACT 1",,(7-0),Pass,Dickey,Klingenstein,7,0,0,land_use/minutes/2018/2018-02-13_snyderville_basin_pc.md
100126,2018-03-01,Eastern Summit County Planning Commission,1,nominate Commissioner Clyde as Chair of the Eastern Summit County Planning Commission,,(7-0),Pass,Sargent,Sonntag,7,0,0,land_use/minutes/2018/2018-03-01_eastern_summit_pc.md
100126,2018-03-01,Eastern Summit County Planning Commission,2,nominate Commissioner Sargent as Vice Chair of the Eastern Summit County Planning Commission,,(7-0),Pass,Clyde,Wheaton,7,0,0,land_use/minutes/2018/2018-03-01_eastern_summit_pc.md
100126,2018-03-01,Eastern Summit County Planning Commission,3,,,,Pass,,,,,0,land_use/minutes/2018/2018-03-01_eastern_summit_pc.md
100126,2018-03-01,Eastern Summit County Planning Commission,4,"approve the Conditional Use Permit for the pressurized water pipe of Echo Ditch Company Canal as detailed in the Staff Report according to the Findings of Fact, Conclusions of Law and Conditions of Approval found in the Staff Report",,(7-0),Pass,Hanson,Sargent,7,0,0,land_use/minutes/2018/2018-03-01_eastern_summit_pc.md
100126,2018-03-01,Eastern Summit County Planning Commission,5,adjourn,,(6-0),Pass,Hanson,,6,0,0,land_use/minutes/2018/2018-03-01_eastern_summit_pc.md
100127,2018-03-13,Snyderville Basin Planning Commission,1,forward a positive recommendation to the County Manager for the amended LV6 final subdivision plat as outlined in the Staff Report,,(7-0),Pass,Cooke,Stevens,7,0,0,land_use/minutes/2018/2018-03-13_snyderville_basin_pc.md
100127,2018-03-13,Snyderville Basin Planning Commission,2,forward a positive recommendation to the County Manager for the amended LV6 final subdivision plat as outlined in the Staff Report,,(7-0),Pass,Fine,Fine,7,0,0,land_use/minutes/2018/2018-03-13_snyderville_basin_pc.md
100127,2018-03-13,Snyderville Basin Planning Commission,3,continue to approve the minutes as written,,(7-0),Pass,Cooke,Fine,7,0,0,land_use/minutes/2018/2018-03-13_snyderville_basin_pc.md
100127,2018-03-13,Snyderville Basin Planning Commission,4,approve the minutes as written,,(7-0),Pass,Stevens,Fine,7,0,0,land_use/minutes/2018/2018-03-13_snyderville_basin_pc.md
100128,2018-03-27,Snyderville Basin Planning Commission,1,"approve the proposed Colony Phase 5G and 5H Final Subdivision Plats according to the findings of fact, conclusions of law, and conditions of approval as stated in the Staff Report and as outlined below",,(7-0),Pass,Harte,Fine,7,0,0,land_use/minutes/2018/2018-03-27_snyderville_basin_pc.md
100128,2018-03-27,Snyderville Basin Planning Commission,2,continue to approve the minutes as written,,(6-0),Pass,Cooke,Fine,6,0,1,land_use/minutes/2018/2018-03-27_snyderville_basin_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,1,"recommend the Residential 2.5-acre zone, subject to the amendments that will be proposed in this meeting",,(6-0),Pass,Sonntag,Sargent,6,0,0,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,2,not reduce to the 0.5-acre lot size unless the home can be on a public or community culinary and sewer system,,(4-2),Pass,Rydalch,Wilde,4,2,1,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,3,have accessory dwellings be a low impact use in all zones,,(6-0),Pass,Sargent,Wheaton,6,0,0,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,4,allow agricultural purposes in the Residential 2.5-acre zone as an allowed use and explore the definition of agricultural purposes at a later date,,(6-0),Pass,Rydalch,Wilde,6,0,0,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,5,have child care family of 5 to 9 children in the Residential 2.5-acre zone be a low impact use,,(6-0),Pass,Wheaton,Sargent,6,0,0,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,6,"have child care family of 9 to 16 children in all zones up to AG-20 zone be a conditional use, with larger zones being low-impact",,,,Wheaton,,,,0,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,7,"have child care family of 9 to 16 children in a Residential 2.5-acre zone be a conditional use, with all other zones being a low-impact use",,(5-1),Pass,Sargent,Wilde,5,1,1,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,8,allow seasonal plant and agricultural product sales in the Residential 2.5-acre zone as an allowed use,,(5-1),Pass,Rydalch,Sargent,5,1,1,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,9,strike solar as an allowed use in the Residential 2.5-acre zone and change wind power generation facilities 45 feet in height to be a conditional use in the 2.5-acre zone,,(5-1),Pass,Sargent,Wilde,5,1,1,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,10,have a parcel only in the 5-acre zone to be eligible for rezoning to the Residential 2.5-acre zone,,(5-1),Pass,Sargent,Wheaton,5,1,1,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100129,2018-03-29,Eastern Summit County Planning Commission,11,adjourn,,(6-0),Pass,Wheaton,,6,0,0,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md
100130,2018-04-05,Eastern Summit County Planning Commission,1,approve the address change as outlined in the Staff Report and below: FINDINGS OF FACT 1,,(6-0),Pass,,,6,0,0,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md
100130,2018-04-05,Eastern Summit County Planning Commission,2,"approve the application, subject to removing the condition of a one-year review and adding the condition that fencing will be maintained by the applicant for the protection of adjacent wildlife and other animals",,,Pass,Sonntag,Hanson,,,0,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md
100130,2018-04-05,Eastern Summit County Planning Commission,3,,,(6-0),Pass,,,6,0,0,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md
100130,2018-04-05,Eastern Summit County Planning Commission,4,approve the minutes as corrected,,(5 - 0),Pass,Sargent,Wilde,5,0,1,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md
100130,2018-04-05,Eastern Summit County Planning Commission,5,approve the minutes as written,,(6 - 0),Pass,Hanson,Sargent,6,0,0,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md
100130,2018-04-05,Eastern Summit County Planning Commission,6,approve the minutes as corrected,,(6 - 0),Pass,Sargent,Hanson,6,0,0,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md
100130,2018-04-05,Eastern Summit County Planning Commission,7,approve the River Run plat amendment removing the building pads,,(4-1),Pass,Hanson,Sonntag,4,1,1,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md
100130,2018-04-05,Eastern Summit County Planning Commission,8,adjourn,,,,Hanson,,,,0,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md
100131,2018-04-10,Snyderville Basin Planning Commission,1,forward a positive recommendation to the County Council for the plat amendment and road vacation as outlined in the Staff Report and as follows,,(5-0),Pass,Stevens,Cooke,5,0,0,land_use/minutes/2018/2018-04-10_snyderville_basin_pc.md
100131,2018-04-10,Snyderville Basin Planning Commission,2,approve the minutes as corrected,,(5-0),Pass,Cooke,Stevens,5,0,0,land_use/minutes/2018/2018-04-10_snyderville_basin_pc.md
100132,2018-05-03,Eastern Summit County Planning Commission,1,"accept the following Findings of Fact and Conclusions of Law, with Findings of Fact 16 and 20 stricken",,(3-1),Pass,Sonntag,Wilde,3,1,1,land_use/minutes/2018/2018-05-03_eastern_summit_pc.md
100132,2018-05-03,Eastern Summit County Planning Commission,2,continue this item to a date uncertain pending a Staff recommendation,,(4-0),Pass,Sonntag,Rydalch,4,0,0,land_use/minutes/2018/2018-05-03_eastern_summit_pc.md
100132,2018-05-03,Eastern Summit County Planning Commission,3,"Continue this item to the May 17, 2018 meeting",,(4-0),Pass,,Wilde,4,0,0,land_use/minutes/2018/2018-05-03_eastern_summit_pc.md
100132,2018-05-03,Eastern Summit County Planning Commission,4,adjourn,,(4-0),Pass,Rydalch,,4,0,0,land_use/minutes/2018/2018-05-03_eastern_summit_pc.md
100133,2018-05-08,Snyderville Basin Planning Commission,1,accept the minutes as written,,,,Fine,Kucera,,,0,land_use/minutes/2018/2018-05-08_snyderville_basin_pc.md
100133,2018-05-08,Snyderville Basin Planning Commission,2,"reconsider the minutes of January 9, 2018",,(7-0),Pass,,Fine,7,0,0,land_use/minutes/2018/2018-05-08_snyderville_basin_pc.md
100133,2018-05-08,Snyderville Basin Planning Commission,3,"accept the minutes of January 9, 2018 as corrected",,(7-0),Pass,Dickey,Fine,7,0,0,land_use/minutes/2018/2018-05-08_snyderville_basin_pc.md
100133,2018-05-08,Snyderville Basin Planning Commission,4,accept the minutes as written,,(7-0),Pass,Cooke,Fine,7,0,0,land_use/minutes/2018/2018-05-08_snyderville_basin_pc.md
100133,2018-05-08,Snyderville Basin Planning Commission,5,"approve the plat amendment for Jeremy Ranch Lot 213 moving the public utility easement based on the following and as found in the Staff Report: Findings of Fact: Snyderville Basin Planning Commission May 8, 2018 Page 3 of 12 1",,(7-0),Pass,Cooke,Fine,7,0,0,land_use/minutes/2018/2018-05-08_snyderville_basin_pc.md
100133,2018-05-08,Snyderville Basin Planning Commission,6,"approve the conditional use permit pursuant to the Findings of Fact, Conclusions of Law, and Conditions of Approval as outlined in the Staff Report and with one additional condition as follows: FINDINGS OF FACT 1",,(7-0),Pass,Harte,Fine,7,0,0,land_use/minutes/2018/2018-05-08_snyderville_basin_pc.md
100133,2018-05-08,Snyderville Basin Planning Commission,7,"approve the Brookside Estate Lot 3 Plat Amendment subject to the Findings of Fact, Conclusions of Law, and Conditions of Approval as outlined in the Staff Report",,(7-0),Pass,Dickey,Fine,7,0,0,land_use/minutes/2018/2018-05-08_snyderville_basin_pc.md
100134,2018-05-17,Eastern Summit County Planning Commission,1,"approve the Staples accessory building Conditional Use Permit according to the Findings of Fact, Conclusions of Law and Conditions of Approval found in the Staff Report",,(5-0),Pass,Sonntag,Sargent,5,0,0,land_use/minutes/2018/2018-05-17_eastern_summit_pc.md
100134,2018-05-17,Eastern Summit County Planning Commission,2,forward a negative recommendation to the Summit County Manager for the Promontory Nicklaus Clubhouse Phase 3 Expansion Final Site Plan according to the Findings of Fact and Conclusions of Law as found in the Staff Report and revised as discussed during this meeting,,(4-0),Pass,Sargent,Rydalch,4,0,0,land_use/minutes/2018/2018-05-17_eastern_summit_pc.md
100134,2018-05-17,Eastern Summit County Planning Commission,3,"approve the January 4, 2018 minutes, as revised",,(3-0),Pass,Sargent,Wilde,3,0,0,land_use/minutes/2018/2018-05-17_eastern_summit_pc.md
100134,2018-05-17,Eastern Summit County Planning Commission,4,"approve the January 18, 2018 minutes, as revised",,(4-0),Pass,Sargent,Sonntag,4,0,0,land_use/minutes/2018/2018-05-17_eastern_summit_pc.md
100134,2018-05-17,Eastern Summit County Planning Commission,5,adjourn,,(4-0),Pass,Wilde,,4,0,0,land_use/minutes/2018/2018-05-17_eastern_summit_pc.md
100135,2018-05-22,Snyderville Basin Planning Commission,1,forward a positive recommendation to the Summit County Council to rezone the Lincoln Station property from Rural Residential to Community Commercial,,(5-1),Pass,Harte,Fine,5,1,1,land_use/minutes/2018/2018-05-22_snyderville_basin_pc.md
100135,2018-05-22,Snyderville Basin Planning Commission,2,a positive recommendation be given for the Development Agreement,,,,Harte,,,,0,land_use/minutes/2018/2018-05-22_snyderville_basin_pc.md
100135,2018-05-22,Snyderville Basin Planning Commission,3,forward a positive recommendation to the Summit County Council for the Development Agreement with the guidance that they explore the idea of converting the commercial space to some form of affordable housing,,(6-0),Pass,Harte,Cooke,6,0,0,land_use/minutes/2018/2018-05-22_snyderville_basin_pc.md
100135,2018-05-22,Snyderville Basin Planning Commission,4,approve the CUP as outlined in the Staff Report and as follows: F INDINGS OF FACT 1,,(6-0),Pass,Harte,Fine,6,0,0,land_use/minutes/2018/2018-05-22_snyderville_basin_pc.md
100135,2018-05-22,Snyderville Basin Planning Commission,5,continue this item to a date certain (June 26th),,(6-0),Pass,,Fine,6,0,0,land_use/minutes/2018/2018-05-22_snyderville_basin_pc.md
100136,2018-06-07,Eastern Summit County Planning Commission,1,"forward a positive recommendation, which was",,(7-0),Pass,Sonntag,Sargent,7,0,0,land_use/minutes/2018/2018-06-07_eastern_summit_pc.md
100136,2018-06-07,Eastern Summit County Planning Commission,2,adjourn,,(7-0),Pass,Hanson,,7,0,0,land_use/minutes/2018/2018-06-07_eastern_summit_pc.md
100137,2018-06-12,Snyderville Basin Planning Commission,1,forward a positive recommendation to the Commission as outlined in the Staff Report and as follows,,(7-0),Pass,Harte,,7,0,0,land_use/minutes/2018/2018-06-12_snyderville_basin_pc.md
