date,candidate,office,council_seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,text_path,channel,wayback_url,listing_page,listing_posted_date,form_family,office_stated,candidate_stated,office_basis,office_evidence,vision_key,cycle_parity,date_precision,date_source,bytes,sha256,text_chars,fetched_utc,scope_status,needs_review,notes
2014-12-04,Lemon,County Executive,,2014,c_and_e_report,Final / Year-End Summary,Lemon — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Lemon Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Lemon_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Lemon_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,11-18-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence medium),page 1 'Name of Office' reads 'EXECUTIVE/SURVEYOR'; the candidate line is annotated 'OFFICE HOLDER' above the struck-out word 'Candidate'; 'Political Party' reads 'REPUBLICAN',edfed837,even,exact,filename,209642,a4f978dfd6c25e5d9e73fa98dc342ae0c735cccfd492d1a08fa2781ffb630bcd,6159,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,McAllister,Treasurer,,2014,c_and_e_report,Final / Year-End Summary,McAllister — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/McAllister Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_McAllister_Dec_4_2014_campaign_finance.pdf,text/2014_cc_McAllister_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,12-05-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'TREASURER'; 'Office District' reads 'CACHE'; 'Political Party' reads 'REPUBLICAN',39b9c336,even,exact,filename,212264,88f7fd9bdb2ca5aa58a8a1c0276406db9495f56d6995f31d592f448579a167f0,6186,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Merrill,County Council,#3,2014,c_and_e_report,Final / Year-End Summary,Merrill — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Merrill Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Merrill_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Merrill_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,11-20-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY COUNCIL'; 'Office District' reads '#3'; 'Political Party' reads 'REPUBLICAN',897b36cd,even,exact,filename,208240,6f7de700dd39823137473b1de10408e3ceaad26cd3b519b5b7c049631dcca52c,6274,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Nelson,Sheriff,,2014,c_and_e_report,Final / Year-End Summary,Nelson — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Nelson Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Nelson_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Nelson_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,12-03-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Sheriff'; 'Political Party' reads 'Republican',c1c05936,even,exact,filename,222838,4dcbee95507a718e098a1b51edaabc36467165a735ed347661010afc174d3319,6314,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Norton,Treasurer,,2014,c_and_e_report,Final / Year-End Summary,Norton — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Norton Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Norton_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Norton_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,12-03-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Treasurer'; 'Political Party' reads 'Republican',692065e1,even,exact,filename,147264,55331e37ab4fae8b7e1416ad47e1a760ef409548da3a2f8696968a7182016d90,1847,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Pitcher,Treasurer,,2014,c_and_e_report,Final / Year-End Summary,Pitcher — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Pitcher Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Pitcher_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Pitcher_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,12-04-2014,campaign_report_variant_unread,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Treasurer' (a struck-out word precedes it); 'Office District' reads 'Cache County'; 'Political Party' reads 'Republican',ee6ccad0,even,exact,filename,218038,cd6b67bb1d9836343555b527f2d76e4441cb4217eba371aa672268527e2788fe,6308,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Potter,County Council,North East,2014,c_and_e_report,Final / Year-End Summary,Potter — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Potter Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Potter_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Potter_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,12-03-2014,unclassified,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'North East'; 'Political Party' reads 'Republican',43951e9c,even,exact,filename,44895,12752afb0273e273071dc671ee1cf35e25c11c0e1d5b02def61720ab29832ba9,1016,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Robison,County Council,Seat 2,2014,c_and_e_report,Final / Year-End Summary,Robison — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Robison Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Robison_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Robison_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,11-18-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council member'; 'Office District' reads 'Seat 2'; 'Political Party' reads 'Republican',023693b6,even,exact,filename,217384,ea5807ce6d9f207645bfe38a9fc7349a9f5c83f9bcbe8bca81713c545e41560b,6233,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Swink,County Attorney,,2014,c_and_e_report,Final / Year-End Summary,Swink — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Swink Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Swink_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Swink_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,12-04-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'COUNTY ATTORNEY'; 'Political Party' reads 'REPUBLICAN',d47bbe5a,even,exact,filename,226660,74707c82d4c03d429a676e0583c32caf61f2a5892f2a3dba8a93490948baf4b8,6706,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,White,County Council,,2014,c_and_e_report,Final / Year-End Summary,White — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/White Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_White_Dec_4_2014_campaign_finance.pdf,text/2014_cc_White_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,11-26-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council'; 'Political Party' reads 'Rep',8c0ffad4,even,exact,filename,38285,b20912b648edec574bad774f5c8e26c4039ba5ee717bf4d24534c1d720116152,916,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Yeates,County Council,Logan 1,2014,c_and_e_report,Final / Year-End Summary,Yeates — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Yeates Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Yeates_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Yeates_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,11-18-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council'; 'Office District' reads 'Logan 1'; 'Political Party' reads 'Republican',6141b699,even,exact,filename,209378,777c2c81f77a24936e5abed9b383d1e5f1b1603fc87fe30d3a50793ccb9edc76,6279,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Zilles,County Council,South East,2014,c_and_e_report,Final / Year-End Summary,Zilles — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Zilles Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Zilles_Dec_4_2014_campaign_finance.pdf,text/2014_cc_Zilles_Dec_4_2014_campaign_finance.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,12-04-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council Southeast District'; 'Office District' reads 'South East',92b4dd83,even,exact,filename,36975,ef0f1fed2387078bf020b5839bb835c18d69e7e6df640833b785ebd14fe6fa66,892,2026-08-01T00:00:00Z,county_confirmed,0,
2014-12-04,Zollinger,Clerk/Auditor,,2014,c_and_e_report,Final / Year-End Summary,Zollinger — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/CountyOffices/Zollinger Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Zollinger_Dec_4_2014_campaign_finance_2a24cd.pdf,text/2014_cc_Zollinger_Dec_4_2014_campaign_finance_2a24cd.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,11-21-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Clerk/Auditor'; 'Political Party' reads 'Republican',aeb8719a,even,exact,filename,212712,6d6c44f351a51a0c9686d1e581e10c3888959af729d83073593699009cae826c,6259,2026-08-01T19:14:27Z,county_confirmed,0,
2014-12-04,Zollinger,Clerk/Auditor,,2014,c_and_e_report,Final / Year-End Summary,Zollinger — Cache County candidate financial campaign report (2014),"https://www.cachecounty.gov/assets//department/clerk/elections/financialDisclosures/2014/SchoolBoardCandidates/Zollinger Dec 4, 2014 campaign finance.pdf",2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2014/2014_cc_Zollinger_Dec_4_2014_campaign_finance_fd5839.pdf,text/2014_cc_Zollinger_Dec_4_2014_campaign_finance_fd5839.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2014-candidate-financial-disclosures.html,11-21-2014,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Clerk/Auditor'; 'Political Party' reads 'Republican',aeb8719a,even,exact,filename,212712,6d6c44f351a51a0c9686d1e581e10c3888959af729d83073593699009cae826c,6259,2026-08-01T19:14:29Z,county_confirmed,0,folder says SchoolBoardCandidates/ but the printed instrument is the COUNTY form (17-16-6.5) — retained as school board per the clerk's own filing folder; byte-identical duplicate of raw/2014/2014_cc_Zollinger_Dec_4_2014_campaign_finance_2a24cd.pdf (county_site)
2016-07-05,Casey Saxton,County Council,LOGAN DISTRICT #1,2016,c_and_e_report,Pre-Primary,Casey Saxton — Cache County candidate financial campaign report (2016),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2016/Casey Saxton Campaign Finance Report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2016/2016_cc_Casey_Saxton_Campaign_Finance_Report.pdf,text/2016_cc_Casey_Saxton_Campaign_Finance_Report.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2016-financials.html,07-05-2016,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY COUNCIL - LOGAN DISTRICT 1'; 'Office District' reads 'LOGAN DISTRICT #1'; 'Political Party' reads 'REPUBLICAN PARTY',11d870ba,even,exact,cms_posting_date,127081,3a9ff74df69fd3ceb8c38919e7125d7c1b933bf051904196804b4211523186cd,2990,2026-08-01T00:00:00Z,county_confirmed,0,
2016-12-07,Barnard White,County Council,South,2016,c_and_e_report,Final / Year-End Summary,Barnard White — Cache County candidate financial campaign report (2016),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2016/Barnard White Campaign Finance Report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2016/2016_cc_Barnard_White_Campaign_Finance_Report.pdf,text/2016_cc_Barnard_White_Campaign_Finance_Report.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2016-financials.html,12-07-2016,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council (South)'; 'Office District' reads 'South'; 'Political Party' reads 'Republican',222da382,even,exact,cms_posting_date,174526,4147f10c4cf84ee5e8993262e1b098a2f80aa0c0e8e22f48496ab44c21d9ce2e,6338,2026-08-01T00:00:00Z,county_confirmed,0,
2016-12-07,David Erickson,County Council,North District,2016,c_and_e_report,Final / Year-End Summary,David Erickson — Cache County candidate financial campaign report (2016),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2016/David Erickson Campaign Finance Report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2016/2016_cc_David_Erickson_Campaign_Finance_Report.pdf,text/2016_cc_David_Erickson_Campaign_Finance_Report.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2016-financials.html,12-07-2016,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'North District'; 'Political Party' reads 'Republican',e5430d4b,even,exact,cms_posting_date,186296,58d263f680277df67ff50a2895862acd231ffd326e2b0f8dc13259ebaa2edf9d,6348,2026-08-01T00:00:00Z,county_confirmed,0,
2016-12-08,Barbara Tidwell,County Council,Seat 2,2016,c_and_e_report,Final / Year-End Summary,Barbara Tidwell — Cache County candidate financial campaign report (2016),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2016/Barbara Tidwell Campaign Finance Report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2016/2016_cc_Barbara_Tidwell_Campaign_Finance_Report.pdf,text/2016_cc_Barbara_Tidwell_Campaign_Finance_Report.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2016-financials.html,12-08-2016,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Seat 2'; 'Political Party' reads 'Republican',75017d86,even,exact,cms_posting_date,194070,12a370ea86cefcbaceca8ec699827cc26e9825197ffbfe9c54ad0ea7caaa66ed,6615,2026-08-01T00:00:00Z,county_confirmed,0,
2016-12-08,Kevin Rhodes,County Council,NORTH,2016,c_and_e_report,Final / Year-End Summary,Kevin Rhodes — Cache County candidate financial campaign report (2016),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2016/Kevin Rhodes Campaign Finance Report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2016/2016_cc_Kevin_Rhodes_Campaign_Finance_Report.pdf,text/2016_cc_Kevin_Rhodes_Campaign_Finance_Report.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2016-financials.html,12-08-2016,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY COUNCIL'; 'Office District' reads 'NORTH'; 'Political Party' reads 'DEMOCRAT',dba7e585,even,exact,cms_posting_date,94036,a325817398d1fdb8b4c69b2de7c132e0da3e76fddfebad29894f8e8675c9540e,2683,2026-08-01T00:00:00Z,county_confirmed,0,
2016-12-12,Karl Ward,County Council,,2016,c_and_e_report,Final / Year-End Summary,Karl Ward — Cache County candidate financial campaign report (2016),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2016/Karl Ward Campaign Finance Report.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2016/2016_cc_Karl_Ward_Campaign_Finance_Report.pdf,text/2016_cc_Karl_Ward_Campaign_Finance_Report.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2016-financials.html,12-12-2016,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY COUNCIL'; 'Political Party' reads 'REPUBLICAN',528a9a15,even,exact,cms_posting_date,188580,362f9714436c488b34726ba6f67d0f6629ce6882412a8e29f7cd1033bbabf026,6583,2026-08-01T00:00:00Z,county_confirmed,0,
2018,Craig W Buttars,County Executive,,2018,c_and_e_report,,Craig W Buttars — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/Lewiston/Buttars%2C%20Craig%20W.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Buttars_Craig_W.pdf,text/2018_st_Buttars_Craig_W.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_Lewiston,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence medium),page 1 'Name of Office' reads 'Executive / Surveyor'; 'Political Party' reads 'Republican',c3c4cf29,even,year,cycle_only,29635,8e092c60804df3608e8488b40362fc287ce814280a51d2ef572ed3d17f0118b7,1233,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_Craig_W_Buttars_final.pdf (county_site)
2018,D. Chad ( ) Jensen,Sheriff,,2018,c_and_e_report,,D. Chad ( ) Jensen — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/Paradise/Jensen%2C%20D.%20Chad%20%282%29.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Jensen_D_Chad_2.pdf,text/2018_st_Jensen_D_Chad_2.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_Paradise,,unclassified,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Sheriff'; 'Political Party' reads 'REPUBLICAN',351b4aec,even,year,cycle_only,282958,98ac58fe847a37977ddbe5487516016db82b12f8c82a7c158bfef60e4d786711,6110,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_D_Chad_Jensen_final.pdf (county_site)
2018,D. Chad Jensen,Sheriff,,2018,c_and_e_report,,D. Chad Jensen — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/Paradise/Jensen%2C%20D.%20Chad.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Jensen_D_Chad.pdf,text/2018_st_Jensen_D_Chad.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_Paradise,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'SHERIFF'; 'Political Party' reads 'REPUBLICAN',d631eedd,even,year,cycle_only,256236,747734cf98d736481719f33e4492cf6d896ebac78b54989f2ff912d34b6eb95d,6329,2026-08-01T00:00:00Z,county_confirmed,0,
2018,Gina H. ( ) Worthen,County Council,North East,2018,c_and_e_report,,Gina H. ( ) Worthen — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/North%20Logan/Worthen%2C%20Gina%20H.%20%282%29.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Worthen_Gina_H_2.pdf,text/2018_st_Worthen_Gina_H_2.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_North%20Logan,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'North East'; 'Political Party' reads 'Republican',c1eaf32b,even,year,cycle_only,291918,5a09f1a80e06153e2f6d33f40bdd55ace3a25a49362f3dc7814c4c5974bca8ad,6350,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_Gina_H_Worthen_final.pdf (county_site)
2018,Gina H. Worthen,County Council,North East,2018,c_and_e_report,,Gina H. Worthen — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/North%20Logan/Worthen%2C%20Gina%20H..pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Worthen_Gina_H.pdf,text/2018_st_Worthen_Gina_H.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_North%20Logan,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'North East'; 'Political Party' reads 'Republican',304fe2aa,even,year,cycle_only,260684,5223cdcb70e572ee4791140062b3643725f8e05be21da462dfef32502e27a27c,6513,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_Gina_Worthen.pdf (county_site)
2018,Gordon Andrew Zilles,County Council,S. East Dist.,2018,c_and_e_report,,Gordon Andrew Zilles — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/Logan/Zilles%2C%20Gordon%20Andrew.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Zilles_Gordon_Andrew.pdf,text/2018_st_Zilles_Gordon_Andrew.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_Logan,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'S. East Dist.'; 'Political Party' reads 'Rep.',b66a2f5b,even,year,cycle_only,272734,fff75db9f2660cbb2ed5398dc53297e611b0351390dc96c900f53a2c9f77d07a,6319,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_Gordon_Andrew_Zilles_final.pdf (county_site)
2018,James Matthew ( ) Swink,County Attorney,,2018,c_and_e_report,,James Matthew ( ) Swink — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/Providence/Swink%2C%20James%20Matthew%20%282%29.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Swink_James_Matthew_2.pdf,text/2018_st_Swink_James_Matthew_2.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_Providence,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY ATTORNEY'; 'Political Party' reads 'REPUBLICAN',40a864b2,even,year,cycle_only,290261,d8bd0eb68115b076c3a9f6794ad4f6ae3671f9194603ac965325e443d91f6ce3,6272,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_James_Matthew_Swink_final.pdf (county_site)
2018,James Matthew Swink,County Attorney,,2018,c_and_e_report,,James Matthew Swink — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/Providence/Swink%2C%20James%20Matthew.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Swink_James_Matthew.pdf,text/2018_st_Swink_James_Matthew.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_Providence,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),"page 1 'Name of Office' reads ""ATTORNEY'S OFFICE (CACHE COUNTY)""; 'Political Party' reads 'REPUBLICAN'",14cee2db,even,year,cycle_only,311046,638b66029a7ed204ff6f9d38ea5c3c62ac937ca08df0bb34900d9a142ca3afdd,6972,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_James_M_Swink.pdf (county_site)
2018,Jill N. Zollinger,Clerk/Auditor,,2018,c_and_e_report,,Jill N. Zollinger — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/Logan/Zollinger%2C%20Jill%20N..pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Zollinger_Jill_N.pdf,text/2018_st_Zollinger_Jill_N.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_Logan,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Clerk/Auditor'; 'Political Party' reads 'Republican',6643a1a9,even,year,cycle_only,595387,346acf16ab7e0bae568a7a4f3fa610464dce07a21a24bd6f25cf29cfd72db15c,6422,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_Jill_N_Zollinger_final.pdf (county_site)
2018,Paul ( ) Borup,County Council,LOGAN SEAT 3,2018,c_and_e_report,,Paul ( ) Borup — Cache County candidate financial campaign report (2018),http://municipal.utah.gov/cache/2018/Logan/Borup%2C%20Paul%20%282%29.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2018/2018_st_Borup_Paul_2.pdf,text/2018_st_Borup_Paul_2.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2018_Logan,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY COUNCIL'; 'Office District' reads 'LOGAN SEAT 3'; 'Political Party' reads 'REPUBLICAN',c0e4a821,even,year,cycle_only,456735,fa7e4cf951e3f1caea978eb0764972492a8bc38f818d8b2f4c467bf28889d7f4,6988,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2018/2018_cc_Paul_Borup_final.pdf (county_site)
