candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-02,VoteGTR.com                             Online campaign tools,VoteGTR.com Online campaign tools,,99.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,121,high,cache_cfd/text/whitespace,1,p3:l121:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-04-11,Mailchimp                               Email marketing,Mailchimp Email marketing,,48.29,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,122,high,cache_cfd/text/whitespace,1,p3:l122:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-11,Mailchimp                               Email marketing,Mailchimp Email marketing,,48.29,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,123,high,cache_cfd/text/whitespace,1,p3:l123:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-22,Square One Printing                     Campaign printing,Square One Printing Campaign printing,,1297.90,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,124,high,cache_cfd/text/whitespace,1,p3:l124:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-28,Square One Printing                     Campaign printing,Square One Printing Campaign printing,,1931.40,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,125,high,cache_cfd/text/whitespace,1,p3:l125:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-26,NextDayFlyers                           Campaign printing,NextDayFlyers Campaign printing,,808.47,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,126,high,cache_cfd/text/whitespace,1,p3:l126:c128-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-08,The Logo Shop                           Campaign materials,The Logo Shop Campaign materials,,447.44,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,127,high,cache_cfd/text/whitespace,1,p3:l127:c128-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-15,The Logo Shop                           Campaign materials,The Logo Shop Campaign materials,,519.37,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,128,high,cache_cfd/text/whitespace,1,p3:l128:c128-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-23,Zurcher's                               Campaign event supplies - balloons (Hyrum meet & greet),Zurcher's Campaign event supplies - balloons (Hyrum meet & greet),,17.08,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,129,high,cache_cfd/text/whitespace,1,p3:l129:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-04-10,Cache GOP                               Party event / dues,Cache Gop Party event / dues,,50.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,130,high,cache_cfd/text/whitespace,1,p3:l130:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-09,Express Digital Direct Mail             Campaign mailers (Inv. DM26254),Express Digital Direct Mail Campaign mailers (Inv. DM26254),,7838.72,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,131,high,cache_cfd/text/whitespace,1,p3:l131:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-09,Express Digital Direct Mail             Campaign mailers (Inv. DM26320),Express Digital Direct Mail Campaign mailers (Inv. DM26320),,8394.93,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,132,high,cache_cfd/text/whitespace,1,p3:l132:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-12,Cache Valley Media Group                Radio advertising,Cache Valley Media Group Radio advertising,,3300.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,133,high,cache_cfd/text/whitespace,1,p3:l133:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-04-10,Home Depot                              Banner display hardware (shelving & weights),Home Depot Banner display hardware (shelving & weights),,581.44,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,134,high,cache_cfd/text/whitespace,1,p3:l134:c128-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-23,Aggie Ice Cream                         Meet & greet refreshments,Aggie Ice Cream Meet & greet refreshments,,368.95,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,135,high,cache_cfd/text/whitespace,1,p3:l135:c128-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-23,Smith's                                 Dry ice for meet & greet ice cream,Smith's Dry ice for meet & greet ice cream,,42.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,136,high,cache_cfd/text/whitespace,1,p3:l136:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-30,Wellsville City                         Park fees - meet & greet,Wellsville City Park fees - meet & greet,,30.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,137,high,cache_cfd/text/whitespace,1,p3:l137:c129-135
Kathryn A Beus,County Council,Southeast,2026,2026-06-16,Pre-Primary,2026-04-11,Cache GOP / Booth for Convention,Cache Gop / Booth for Convention,,50.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Kathryn_A_Beus.pdf,cache_county|bf62987aed78|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Kathryn_A_Beus.pdf,80,high,cache_cfd/text/whitespace,1,p3:l80:c44-47
Kathryn A Beus,County Council,Southeast,2026,2026-06-16,Pre-Primary,2026-03-02,Square One Printing / Flyers,Square One Printing / Flyers,,57.25,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Kathryn_A_Beus.pdf,cache_county|bf62987aed78|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Kathryn_A_Beus.pdf,81,high,cache_cfd/text/whitespace,1,p3:l81:c40-46
Lizette Villegas,County Council,,2026,2026-06-16,Pre-Primary,,None this period,None this period,,0.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Lizette_Villegas.pdf,cache_county|ad5e2f210325|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Lizette_Villegas.pdf,80,high,cache_cfd/text/whitespace,1,p3:l80:c17-19
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Sam’s Club Peanut M&Ms/Granola Bars/Cheese Its / bottled water,Sam’s Club Peanut M&Ms/Granola Bars/Cheese Its / bottled water,,59.74,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,82,high,cache_cfd/text/whitespace,1,p3:l82:c71-76
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Square One flyers,Square One flyers,,48.15,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,84,high,cache_cfd/text/whitespace,1,p3:l84:c26-31
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,cache GOP convention table,cache Gop convention table,,50.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,85,high,cache_cfd/text/whitespace,1,p3:l85:c34-37
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Amazon stickers,Amazon stickers,,17.77,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,86,high,cache_cfd/text/whitespace,1,p3:l86:c25-30
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Amazon Logo flag,Amazon Logo flag,,32.48,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,87,high,cache_cfd/text/whitespace,1,p3:l87:c26-31
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Amazon patriotic ducks,Amazon patriotic ducks,,48.79,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,88,high,cache_cfd/text/whitespace,1,p3:l88:c32-37
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Amazon stickers,Amazon stickers,,35.54,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,89,high,cache_cfd/text/whitespace,1,p3:l89:c22-27
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Amazon parade frisbees,Amazon parade frisbees,,50.40,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,90,high,cache_cfd/text/whitespace,1,p3:l90:c29-34
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Lees Market frooties,Lees Market frooties,,106.98,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,91,high,cache_cfd/text/whitespace,1,p3:l91:c28-34
Mark Hurd,County Council,Northeast,2026,2026-06-16,Pre-Primary,,Amazon parade ducks,Amazon parade ducks,,58.98,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,cache_county|d3b00c109374|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Hurd.pdf,92,high,cache_cfd/text/whitespace,1,p3:l92:c27-32
Mark Nafziger,County Council,Seat 3,2026,2026-06-16,Pre-Primary,,Square One Printing,Square One Printing,yard signs,722.25,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,cache_county|406ed2fb6d55|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,91,high,cache_cfd/text/dash,1,p3:l91:c47-54
Mark Nafziger,County Council,Seat 3,2026,2026-06-16,Pre-Primary,,Square One Printing,Square One Printing,canvassing literature,324.75,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,cache_county|406ed2fb6d55|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,92,high,cache_cfd/text/dash,1,p3:l92:c58-65
Mark Nafziger,County Council,Seat 3,2026,2026-06-16,Pre-Primary,,Canva,Canva,graphic design,21.46,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,cache_county|406ed2fb6d55|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,93,high,cache_cfd/text/dash,1,p3:l93:c36-42
Mark Nafziger,County Council,Seat 3,2026,2026-06-16,Pre-Primary,,Utah Democratic Party,Utah Democratic Party,Votebuilder access,120.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,cache_county|406ed2fb6d55|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,94,high,cache_cfd/text/dash,1,p3:l94:c57-61
Mark Nafziger,County Council,Seat 3,2026,2026-06-16,Pre-Primary,,Canva,Canva,graphic design,21.46,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,cache_county|406ed2fb6d55|raw/2026/2026_cc_2026_Financial_Disclosure_June16_Mark_Nafziger.pdf,95,high,cache_cfd/text/dash,1,p3:l95:c36-42
Allison Goulais,County Council,,2026,2026-03-24,,,01.08.2026       Cache County         Filing Fee,01.08.2026 Cache County Filing Fee,,140.94,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Mar20_Allison_Goulais.pdf,cache_county|ec8e91561624|raw/2026/2026_cc_2026_Financial_Disclosure_Mar20_Allison_Goulais.pdf,95,high,cache_cfd/text/whitespace,1,p3:l95:c49-55
Mark Nafziger,County Council,Seat 3,2026,2026-03-21,,,Cache County Government,Cache County Government,Candidate Filing Fee,275.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Mar20_Mark_Nafziger.pdf,cache_county|b6a7b121cd79|raw/2026/2026_cc_2026_Financial_Disclosure_Mar20_Mark_Nafziger.pdf,99,high,cache_cfd/text/dash,1,p3:l99:c60-67
Mark Nafziger,County Council,Seat 3,2026,2026-03-21,,,SquareSpace,SquareSpace,Website & Domain,192.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Mar20_Mark_Nafziger.pdf,cache_county|b6a7b121cd79|raw/2026/2026_cc_2026_Financial_Disclosure_Mar20_Mark_Nafziger.pdf,101,high,cache_cfd/text/dash,1,p3:l101:c44-51
Mark Nafziger,County Council,Seat 3,2026,2026-03-21,,,Square One Printing,Square One Printing,Business Cards,86.14,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Mar20_Mark_Nafziger.pdf,cache_county|b6a7b121cd79|raw/2026/2026_cc_2026_Financial_Disclosure_Mar20_Mark_Nafziger.pdf,103,high,cache_cfd/text/dash,1,p3:l103:c51-57
