date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,date_source
2023-02-08,Midvale City Planning and Zoning Meeting 02-08-23,PlanningCommission,https://www.youtube.com/watch?v=imVtFPEn4TE,imVtFPEn4TE,asr,https://www.youtube.com/watch?v=imVtFPEn4TE,2026-07-13,na,enumerated,,title
2023-02-21,Midvale City Council Meeting 2/21/2023,Council,https://www.youtube.com/watch?v=7VyKbGuL4yI,7VyKbGuL4yI,asr,https://www.youtube.com/watch?v=7VyKbGuL4yI,2026-07-13,na,enumerated,,title
2023-03-07,Midvale City Council Meeting 03/07/2023,Council,https://www.youtube.com/watch?v=jOdM-SpvUgk,jOdM-SpvUgk,asr,https://www.youtube.com/watch?v=jOdM-SpvUgk,2026-07-13,na,enumerated,,title
2023-03-08,Planning and Zoning Commission Meeting 03/08/2023,PlanningCommission,https://www.youtube.com/watch?v=92ycLdlTYUA,92ycLdlTYUA,asr,https://www.youtube.com/watch?v=92ycLdlTYUA,2026-07-13,na,enumerated,,title
2023-03-21,Midvale City Council Meeting 3/21/2023,Council,https://www.youtube.com/watch?v=LU7o50-6gd0,LU7o50-6gd0,asr,https://www.youtube.com/watch?v=LU7o50-6gd0,2026-07-13,na,enumerated,,title
2023-04-04,Midvale City Council Meeting 04/04/2023,Council,https://www.youtube.com/watch?v=SwZj0T6OOBg,SwZj0T6OOBg,asr,https://www.youtube.com/watch?v=SwZj0T6OOBg,2026-07-13,na,enumerated,,title
2023-04-12,Midvale Planning and Zoning Commission Meeting 04/12/2023,PlanningCommission,https://www.youtube.com/watch?v=jgEj0Zi6ffo,jgEj0Zi6ffo,asr,https://www.youtube.com/watch?v=jgEj0Zi6ffo,2026-07-13,na,enumerated,,title
2023-04-18,Midvale City Council Meeting 04/18/2023,Council,https://www.youtube.com/watch?v=0nakoZtIfxI,0nakoZtIfxI,asr,https://www.youtube.com/watch?v=0nakoZtIfxI,2026-07-13,na,enumerated,,title
2023-05-02,Midvale City Council Meeting 05/02/2023,Council,https://www.youtube.com/watch?v=PazX-0iWgDw,PazX-0iWgDw,asr,https://www.youtube.com/watch?v=PazX-0iWgDw,2026-07-13,na,enumerated,,title
2023-05-10,Midvale City Planning Commission 5/10/2023,PlanningCommission,https://www.youtube.com/watch?v=1eGPfDAKrdM,1eGPfDAKrdM,asr,https://www.youtube.com/watch?v=1eGPfDAKrdM,2026-07-13,na,enumerated,,title
2023-05-16,Midvale City Council 5/16/2023,Council,https://www.youtube.com/watch?v=qyyj9Illdfw,qyyj9Illdfw,asr,https://www.youtube.com/watch?v=qyyj9Illdfw,2026-07-13,na,enumerated,,title
2023-05-24,Planning Commission  5/24/2023,PlanningCommission,https://www.youtube.com/watch?v=UP0vFa2Jk08,UP0vFa2Jk08,asr,https://www.youtube.com/watch?v=UP0vFa2Jk08,2026-07-13,na,enumerated,,title
2023-06-06,City Council Meeting  6/6/2023,Council,https://www.youtube.com/watch?v=fM6xQG21U7c,fM6xQG21U7c,asr,https://www.youtube.com/watch?v=fM6xQG21U7c,2026-07-13,na,enumerated,,title
2023-06-20,City Council Meeting  6/20/2023,Council,https://www.youtube.com/watch?v=_0rzXez_P7M,_0rzXez_P7M,asr,https://www.youtube.com/watch?v=_0rzXez_P7M,2026-07-13,na,enumerated,,title
2023-06-28,Planning Commission  6/28/2023,PlanningCommission,https://www.youtube.com/watch?v=hjPF0em-xHw,hjPF0em-xHw,asr,https://www.youtube.com/watch?v=hjPF0em-xHw,2026-07-13,na,enumerated,,title
2023-07-18,City Council Meeting  7/18/2023,Council,https://www.youtube.com/watch?v=Xx3NcTP5jxY,Xx3NcTP5jxY,asr,https://www.youtube.com/watch?v=Xx3NcTP5jxY,2026-07-13,na,enumerated,,title
2023-08-08,City Council Meeting 8/8/2023,Council,https://www.youtube.com/watch?v=WNaNuk0OhoE,WNaNuk0OhoE,asr,https://www.youtube.com/watch?v=WNaNuk0OhoE,2026-07-13,na,enumerated,,title
2023-08-09,Planning Commission  8/9/2023,PlanningCommission,https://www.youtube.com/watch?v=9N4iRjqPfiA,9N4iRjqPfiA,asr,https://www.youtube.com/watch?v=9N4iRjqPfiA,2026-07-13,na,enumerated,,title
2023-08-22,City Council Meeting 8/22/2023,Council,https://www.youtube.com/watch?v=YfEb3MoXpKI,YfEb3MoXpKI,asr,https://www.youtube.com/watch?v=YfEb3MoXpKI,2026-07-13,na,enumerated,,title
2023-09-05,City Council Meeting 9/5/2023,Council,https://www.youtube.com/watch?v=qWOHXnLhg20,qWOHXnLhg20,asr,https://www.youtube.com/watch?v=qWOHXnLhg20,2026-07-13,na,enumerated,,title
2023-09-13,Planning Commission 9/13/2023,PlanningCommission,https://www.youtube.com/watch?v=aZGelHmVGRg,aZGelHmVGRg,asr,https://www.youtube.com/watch?v=aZGelHmVGRg,2026-07-13,na,enumerated,,title
2023-09-19,Midvale City Council Meeting,Council,https://www.youtube.com/watch?v=gH_0iAu6HdU,gH_0iAu6HdU,asr,https://www.youtube.com/watch?v=gH_0iAu6HdU,2026-07-13,na,enumerated,,release_timestamp
2023-10-03,Midvale City Council Meeting 10/3/2023,Council,https://www.youtube.com/watch?v=I_tw4ZVlVPQ,I_tw4ZVlVPQ,asr,https://www.youtube.com/watch?v=I_tw4ZVlVPQ,2026-07-13,na,enumerated,,title
2023-10-17,Midvale City Council Meeting 10/17/2023,Council,https://www.youtube.com/watch?v=TUkSB-SgJjc,TUkSB-SgJjc,asr,https://www.youtube.com/watch?v=TUkSB-SgJjc,2026-07-13,na,enumerated,,title
2023-10-17,Midvale City Hall RDA Meeting 10/17/2023,RDA,https://www.youtube.com/watch?v=FP0TpbNxVC8,FP0TpbNxVC8,asr,https://www.youtube.com/watch?v=FP0TpbNxVC8,2026-07-13,na,enumerated,,title
2023-11-08,"Planning Commission November 8, 2023",PlanningCommission,https://www.youtube.com/watch?v=aDGXTCKvXeQ,aDGXTCKvXeQ,asr,https://www.youtube.com/watch?v=aDGXTCKvXeQ,2026-07-13,na,enumerated,,title
2023-11-14,City Council Meeting 11/14/2023,Council,https://www.youtube.com/watch?v=bpk5gPTE4Y0,bpk5gPTE4Y0,asr,https://www.youtube.com/watch?v=bpk5gPTE4Y0,2026-07-13,na,enumerated,,title
2023-11-15,"Midvale City Council November 15, 2023",Council,https://www.youtube.com/watch?v=SLKQMIWAMiE,SLKQMIWAMiE,asr,https://www.youtube.com/watch?v=SLKQMIWAMiE,2026-07-13,na,enumerated,,title
2023-12-06,City Council Meeting 12/6/2023,Council,https://www.youtube.com/watch?v=0In6Sq79iLc,0In6Sq79iLc,asr,https://www.youtube.com/watch?v=0In6Sq79iLc,2026-07-13,na,enumerated,,title
2023-12-13,Planning Commission Meeting 12/13/2023,PlanningCommission,https://www.youtube.com/watch?v=cj23yiXsBQ8,cj23yiXsBQ8,asr,https://www.youtube.com/watch?v=cj23yiXsBQ8,2026-07-13,na,enumerated,,title
2024-01-02,City Council Meeting 01/02/2024,Council,https://www.youtube.com/watch?v=51XLidQ0F80,51XLidQ0F80,asr,https://www.youtube.com/watch?v=51XLidQ0F80,2026-07-13,na,enumerated,,title
2024-01-16,City Council 1/16/2024,Council,https://www.youtube.com/watch?v=tmBSl5tAJ2E,tmBSl5tAJ2E,asr,https://www.youtube.com/watch?v=tmBSl5tAJ2E,2026-07-13,na,enumerated,,title
2024-01-16,City Council 1/16/2024,Council,https://www.youtube.com/watch?v=qDvSYqwvY88,qDvSYqwvY88,asr,https://www.youtube.com/watch?v=qDvSYqwvY88,2026-07-13,na,enumerated,,title
2024-01-24,Planning Commission Meeting 01/24/2024,PlanningCommission,https://www.youtube.com/watch?v=KGLAYBridUg,KGLAYBridUg,asr,https://www.youtube.com/watch?v=KGLAYBridUg,2026-07-13,na,enumerated,,title
2024-02-06,Midvale City Council Meeting 2/6/2024,Council,https://www.youtube.com/watch?v=STWUXaO6Mtg,STWUXaO6Mtg,asr,https://www.youtube.com/watch?v=STWUXaO6Mtg,2026-07-13,na,enumerated,,title
2024-02-20,Midvale City Council Meeting 2/20/2024,Council,https://www.youtube.com/watch?v=htsGsa-RQk0,htsGsa-RQk0,asr,https://www.youtube.com/watch?v=htsGsa-RQk0,2026-07-13,caption,yt-dlp --write-auto-sub (en ASR),raw/2024-02-20.en.vtt,title
2024-02-20,Midvale City Council Meeting 2/20/2024,Council,https://www.youtube.com/watch?v=wcS9MWjq5eI,wcS9MWjq5eI,asr,https://www.youtube.com/watch?v=wcS9MWjq5eI,2026-07-13,na,enumerated,,title
2024-02-28,Midvale City Planning Commission 2/28/2024,PlanningCommission,https://www.youtube.com/watch?v=tYvIOXRZwE4,tYvIOXRZwE4,asr,https://www.youtube.com/watch?v=tYvIOXRZwE4,2026-07-13,na,enumerated,,title
2024-03-04,City Council Meeting 3/4/2024,Council,https://www.youtube.com/watch?v=Tz4QqfPMe5Q,Tz4QqfPMe5Q,asr,https://www.youtube.com/watch?v=Tz4QqfPMe5Q,2026-07-13,caption,yt-dlp --write-auto-sub (en ASR),raw/2024-03-04.en.vtt,title
2024-03-12,Midvale City Council 3/12/2024,Council,https://www.youtube.com/watch?v=nGSmxEuF66U,nGSmxEuF66U,asr,https://www.youtube.com/watch?v=nGSmxEuF66U,2026-07-13,na,enumerated,,title
2024-03-13,Midvale Planning Commission Meeting 3/13/2024,PlanningCommission,https://www.youtube.com/watch?v=J4mmLtukJ10,J4mmLtukJ10,asr,https://www.youtube.com/watch?v=J4mmLtukJ10,2026-07-13,na,enumerated,,title
2024-03-26,Midvale City Council Meeting Part 2,Council,https://www.youtube.com/watch?v=fwV6gONtapE,fwV6gONtapE,asr,https://www.youtube.com/watch?v=fwV6gONtapE,2026-07-13,na,enumerated,,release_timestamp
2024-03-26,Midvale City Council Meeting,Council,https://www.youtube.com/watch?v=dhN3sx1FqsA,dhN3sx1FqsA,asr,https://www.youtube.com/watch?v=dhN3sx1FqsA,2026-07-13,na,enumerated,,release_timestamp
2024-04-02,Midvale City Council 4/2/2024,Council,https://www.youtube.com/watch?v=_-OrVTKpq28,_-OrVTKpq28,asr,https://www.youtube.com/watch?v=_-OrVTKpq28,2026-07-13,na,enumerated,,title
2024-04-10,Midvale Planning Commission 4/10/2024,PlanningCommission,https://www.youtube.com/watch?v=VLYlJhbeqss,VLYlJhbeqss,asr,https://www.youtube.com/watch?v=VLYlJhbeqss,2026-07-13,na,enumerated,,title
2024-04-16,City Council Meeting 4/16/2024,Council,https://www.youtube.com/watch?v=WifLZ2hlVaI,WifLZ2hlVaI,asr,https://www.youtube.com/watch?v=WifLZ2hlVaI,2026-07-13,na,enumerated,,title
2024-04-16,City Council Meeting 4/16/2024,Council,https://www.youtube.com/watch?v=ftb8kkdKmOA,ftb8kkdKmOA,asr,https://www.youtube.com/watch?v=ftb8kkdKmOA,2026-07-13,na,enumerated,,title
2024-04-24,Midvale Planning Commission 4/24/2024,PlanningCommission,https://www.youtube.com/watch?v=FLUMsoQXhT0,FLUMsoQXhT0,asr,https://www.youtube.com/watch?v=FLUMsoQXhT0,2026-07-13,na,enumerated,,title
2024-05-07,Midvale City Council 5/7/2024,Council,https://www.youtube.com/watch?v=2JkJ1vpXmYQ,2JkJ1vpXmYQ,asr,https://www.youtube.com/watch?v=2JkJ1vpXmYQ,2026-07-13,na,enumerated,,title
2024-05-21,Midvale City Council 5/21/2024,Council,https://www.youtube.com/watch?v=1s_9EWcPbJY,1s_9EWcPbJY,asr,https://www.youtube.com/watch?v=1s_9EWcPbJY,2026-07-13,na,enumerated,,title
2024-06-04,Midvale City Council 6/4/2024,Council,https://www.youtube.com/watch?v=syyOwplTW4s,syyOwplTW4s,asr,https://www.youtube.com/watch?v=syyOwplTW4s,2026-07-13,na,enumerated,,title
2024-06-12,Planning Commission 6/12/2024,PlanningCommission,https://www.youtube.com/watch?v=9bptQhwzwRE,9bptQhwzwRE,asr,https://www.youtube.com/watch?v=9bptQhwzwRE,2026-07-13,na,enumerated,,title
2024-06-18,Midvale City Council Meeting 6/18/2024,Council,https://www.youtube.com/watch?v=5VKU4W9Jdls,5VKU4W9Jdls,asr,https://www.youtube.com/watch?v=5VKU4W9Jdls,2026-07-13,na,enumerated,,title
2024-06-18,Midvale City Council 6/18/2024,Council,https://www.youtube.com/watch?v=_6Mp1Udo-UY,_6Mp1Udo-UY,asr,https://www.youtube.com/watch?v=_6Mp1Udo-UY,2026-07-13,na,enumerated,,title
2024-07-16,City Council 7/16/2024,Council,https://www.youtube.com/watch?v=Qx_gN3Xs-f4,Qx_gN3Xs-f4,asr,https://www.youtube.com/watch?v=Qx_gN3Xs-f4,2026-07-13,na,enumerated,,title
2024-07-16,Planning Commission 7/16/2024,PlanningCommission,https://www.youtube.com/watch?v=4kIh3a8jB-E,4kIh3a8jB-E,asr,https://www.youtube.com/watch?v=4kIh3a8jB-E,2026-07-13,na,enumerated,,title
2024-08-06,City Council 8/6/2024,Council,https://www.youtube.com/watch?v=eDtvwOkJF3w,eDtvwOkJF3w,asr,https://www.youtube.com/watch?v=eDtvwOkJF3w,2026-07-13,na,enumerated,,title
2024-08-13,Midvale City Council 8/13/2024,Council,https://www.youtube.com/watch?v=Ah8Vb3hbPQc,Ah8Vb3hbPQc,asr,https://www.youtube.com/watch?v=Ah8Vb3hbPQc,2026-07-13,na,enumerated,,title
2024-08-14,Planning Commission 8-14-2024,PlanningCommission,https://www.youtube.com/watch?v=85ZKqcbLnbE,85ZKqcbLnbE,asr,https://www.youtube.com/watch?v=85ZKqcbLnbE,2026-07-13,na,enumerated,,title
2024-08-20,Midvale City Council Meeting 8/20/2024,Council,https://www.youtube.com/watch?v=v96f_83_e_4,v96f_83_e_4,asr,https://www.youtube.com/watch?v=v96f_83_e_4,2026-07-13,na,enumerated,,title
2024-08-28,Planning Commission 8-28-2024,PlanningCommission,https://www.youtube.com/watch?v=-oCqRTprXHc,-oCqRTprXHc,asr,https://www.youtube.com/watch?v=-oCqRTprXHc,2026-07-13,na,enumerated,,title
2024-09-03,Midvale City Council Meeting  09-03-2024,Council,https://www.youtube.com/watch?v=c-lPILRX4js,c-lPILRX4js,asr,https://www.youtube.com/watch?v=c-lPILRX4js,2026-07-13,na,enumerated,,title
2024-09-03,Midvale Planning Commission 09-03-2024,PlanningCommission,https://www.youtube.com/watch?v=3387XXvAZNA,3387XXvAZNA,asr,https://www.youtube.com/watch?v=3387XXvAZNA,2026-07-13,na,enumerated,,title
2024-09-17,Midvale City Council Meeting  09-17-2024,Council,https://www.youtube.com/watch?v=ATxhQn8kxAw,ATxhQn8kxAw,asr,https://www.youtube.com/watch?v=ATxhQn8kxAw,2026-07-13,na,enumerated,,title
2024-10-09,Planning Commission 10-09-2024,PlanningCommission,https://www.youtube.com/watch?v=2aduTfWJaXE,2aduTfWJaXE,asr,https://www.youtube.com/watch?v=2aduTfWJaXE,2026-07-13,na,enumerated,,title
2024-10-15,Midvale City Council 10-15-2024,Council,https://www.youtube.com/watch?v=M2Cjnd07WNU,M2Cjnd07WNU,asr,https://www.youtube.com/watch?v=M2Cjnd07WNU,2026-07-13,na,enumerated,,title
2024-10-23,Midvale Planning Commission 10-23-2024,PlanningCommission,https://www.youtube.com/watch?v=xMN3lb4BvHQ,xMN3lb4BvHQ,asr,https://www.youtube.com/watch?v=xMN3lb4BvHQ,2026-07-13,na,enumerated,,title
2024-11-12,Midvale City Council  11-12-2024,Council,https://www.youtube.com/watch?v=BmJemlrRgl4,BmJemlrRgl4,asr,https://www.youtube.com/watch?v=BmJemlrRgl4,2026-07-13,na,enumerated,,title
2024-11-13,Midvale City  Planning Commission 11-13-2024,PlanningCommission,https://www.youtube.com/watch?v=Ny7oAbwU9LQ,Ny7oAbwU9LQ,asr,https://www.youtube.com/watch?v=Ny7oAbwU9LQ,2026-07-13,na,enumerated,,title
2024-11-18,Midvale City Council Special Meeting 11-18-2024,Council,https://www.youtube.com/watch?v=iG_tFryjCIo,iG_tFryjCIo,asr,https://www.youtube.com/watch?v=iG_tFryjCIo,2026-07-13,na,enumerated,,title
2024-12-03,Midvale City Council Meeting 12-3-2024,Council,https://www.youtube.com/watch?v=xVzgBtfHt7o,xVzgBtfHt7o,asr,https://www.youtube.com/watch?v=xVzgBtfHt7o,2026-07-13,na,enumerated,,title
2024-12-10,Midvale City Council Special Meeting 12-10-2024,Council,https://www.youtube.com/watch?v=SqTdilZEmhY,SqTdilZEmhY,asr,https://www.youtube.com/watch?v=SqTdilZEmhY,2026-07-13,na,enumerated,,title
2024-12-11,Midvale City Planning Commission Meeting 12-11-2024,PlanningCommission,https://www.youtube.com/watch?v=PQ_PtbCHIMc,PQ_PtbCHIMc,asr,https://www.youtube.com/watch?v=PQ_PtbCHIMc,2026-07-13,na,enumerated,,title
2025-01-07,Midvale City Council Meeting 1/7/2025,Council,https://www.youtube.com/watch?v=3t1GFoppMFM,3t1GFoppMFM,asr,https://www.youtube.com/watch?v=3t1GFoppMFM,2026-07-13,na,enumerated,,title
2025-01-08,Planning Commission 1/8/2025,PlanningCommission,https://www.youtube.com/watch?v=uRrDTO0jEUI,uRrDTO0jEUI,asr,https://www.youtube.com/watch?v=uRrDTO0jEUI,2026-07-13,na,enumerated,,title
2025-01-21,Midvale City Council Meeting 1/21/2025,Council,https://www.youtube.com/watch?v=Iu11lTYj2Ns,Iu11lTYj2Ns,asr,https://www.youtube.com/watch?v=Iu11lTYj2Ns,2026-07-13,na,enumerated,,title
2025-01-22,Planning Commission 1/22/2025,PlanningCommission,https://www.youtube.com/watch?v=AI4kDkQHtms,AI4kDkQHtms,asr,https://www.youtube.com/watch?v=AI4kDkQHtms,2026-07-13,na,enumerated,,title
2025-02-04,Midvale City Council  2/04/2025,Council,https://www.youtube.com/watch?v=TdD04Q3hEx8,TdD04Q3hEx8,asr,https://www.youtube.com/watch?v=TdD04Q3hEx8,2026-07-13,na,enumerated,,title
2025-02-12,Midvale City Planning Commission 2/12/2025,PlanningCommission,https://www.youtube.com/watch?v=t2PJ8bYuiQA,t2PJ8bYuiQA,asr,https://www.youtube.com/watch?v=t2PJ8bYuiQA,2026-07-13,na,enumerated,,title
2025-02-18,Midvale City Council Meeting 2/18/2025,Council,https://www.youtube.com/watch?v=bxvoJqt5wi4,bxvoJqt5wi4,asr,https://www.youtube.com/watch?v=bxvoJqt5wi4,2026-07-13,na,enumerated,,title
2025-02-26,Midvale City Planning Commission 2/26/2025,PlanningCommission,https://www.youtube.com/watch?v=f05igOJBrPM,f05igOJBrPM,asr,https://www.youtube.com/watch?v=f05igOJBrPM,2026-07-13,na,enumerated,,title
2025-03-12,Planning Commission Meeting 3/12/2025,PlanningCommission,https://www.youtube.com/watch?v=noMyWgkXw8Q,noMyWgkXw8Q,asr,https://www.youtube.com/watch?v=noMyWgkXw8Q,2026-07-13,na,enumerated,,title
2025-03-18,City Council Meeting 3/18/2025,Council,https://www.youtube.com/watch?v=llVbbr3JZO4,llVbbr3JZO4,asr,https://www.youtube.com/watch?v=llVbbr3JZO4,2026-07-13,na,enumerated,,title
2025-03-26,Planning Commission Meeting 3/26/2025,PlanningCommission,https://www.youtube.com/watch?v=UiM0F3ID_oE,UiM0F3ID_oE,asr,https://www.youtube.com/watch?v=UiM0F3ID_oE,2026-07-13,na,enumerated,,title
2025-04-01,City Council Meeting 4/1/2025,Council,https://www.youtube.com/watch?v=wRObdQEZIP4,wRObdQEZIP4,asr,https://www.youtube.com/watch?v=wRObdQEZIP4,2026-07-13,na,enumerated,,title
2025-04-09,Midvale City Planning Commission Meeting 4/9/2025,PlanningCommission,https://www.youtube.com/watch?v=W1hPma1gC00,W1hPma1gC00,asr,https://www.youtube.com/watch?v=W1hPma1gC00,2026-07-13,na,enumerated,,title
2025-04-15,Midvale City Council Meeting 4-15-2025,Council,https://www.youtube.com/watch?v=iJCUP2joL48,iJCUP2joL48,asr,https://www.youtube.com/watch?v=iJCUP2joL48,2026-07-13,na,enumerated,,title
2025-04-23,Planning Commission Meeting 4-23-2025,PlanningCommission,https://www.youtube.com/watch?v=RNsEIfq_gZs,RNsEIfq_gZs,asr,https://www.youtube.com/watch?v=RNsEIfq_gZs,2026-07-13,na,enumerated,,title
2025-04-23,Planning Commission Meeting 4-23-2025,PlanningCommission,https://www.youtube.com/watch?v=v7OqFGhKgVA,v7OqFGhKgVA,asr,https://www.youtube.com/watch?v=v7OqFGhKgVA,2026-07-13,na,enumerated,,title
2025-05-06,Midvale City Council Meeting 5-06-2025,Council,https://www.youtube.com/watch?v=Wrkdw717QlU,Wrkdw717QlU,asr,https://www.youtube.com/watch?v=Wrkdw717QlU,2026-07-13,na,enumerated,,title
2025-05-14,Midvale Planning Commission Meeting 5-14-2025,PlanningCommission,https://www.youtube.com/watch?v=ntvoW7mSr00,ntvoW7mSr00,asr,https://www.youtube.com/watch?v=ntvoW7mSr00,2026-07-13,na,enumerated,,title
2025-05-20,Midvale City Council Meeting 5-20-2025,Council,https://www.youtube.com/watch?v=NEaPHU8YhZ4,NEaPHU8YhZ4,asr,https://www.youtube.com/watch?v=NEaPHU8YhZ4,2026-07-13,na,enumerated,,title
2025-06-03,City Council Meeting 6/3/2025,Council,https://www.youtube.com/watch?v=P8UZpchAXng,P8UZpchAXng,asr,https://www.youtube.com/watch?v=P8UZpchAXng,2026-07-13,na,enumerated,,title
2025-06-11,Planning Commission Meeting  6/11/2025,PlanningCommission,https://www.youtube.com/watch?v=HOPiIzwX7W4,HOPiIzwX7W4,asr,https://www.youtube.com/watch?v=HOPiIzwX7W4,2026-07-13,na,enumerated,,title
2025-06-16,Midvale City Council Meeting 6-16-2025,Council,https://www.youtube.com/watch?v=Hy3yXXzW0eA,Hy3yXXzW0eA,asr,https://www.youtube.com/watch?v=Hy3yXXzW0eA,2026-07-13,caption,yt-dlp --write-auto-sub (en ASR),raw/2025-06-16.en.vtt,title
2025-06-17,City Council Meeting  6/17/2025,Council,https://www.youtube.com/watch?v=aBNahBSJuck,aBNahBSJuck,asr,https://www.youtube.com/watch?v=aBNahBSJuck,2026-07-13,na,enumerated,,title
2025-07-15,City Council Meeting  7/15/2025,Council,https://www.youtube.com/watch?v=ODKgwOcTqXU,ODKgwOcTqXU,asr,https://www.youtube.com/watch?v=ODKgwOcTqXU,2026-07-13,na,enumerated,,title
2025-07-22,City Council Meeting  7/22/2025,Council,https://www.youtube.com/watch?v=nV1pcwBoVSw,nV1pcwBoVSw,asr,https://www.youtube.com/watch?v=nV1pcwBoVSw,2026-07-13,na,enumerated,,title
2025-08-05,City Council Meeting  8/5/2025,Council,https://www.youtube.com/watch?v=jxNWDeJy2SU,jxNWDeJy2SU,asr,https://www.youtube.com/watch?v=jxNWDeJy2SU,2026-07-13,na,enumerated,,title
2025-08-05,RDA City Council Meeting  8/5/2025,RDA,https://www.youtube.com/watch?v=XSg1R3SOgh4,XSg1R3SOgh4,asr,https://www.youtube.com/watch?v=XSg1R3SOgh4,2026-07-13,na,enumerated,,title
2025-08-13,Midvale Planning Commission Meeting  8/13/2025,PlanningCommission,https://www.youtube.com/watch?v=z7NICHHmrIo,z7NICHHmrIo,asr,https://www.youtube.com/watch?v=z7NICHHmrIo,2026-07-13,na,enumerated,,title
2025-08-19,Midvale City Council 8-19-2025,Council,https://www.youtube.com/watch?v=fR_agP1-jhg,fR_agP1-jhg,asr,https://www.youtube.com/watch?v=fR_agP1-jhg,2026-07-13,na,enumerated,,title
2025-08-27,Planning Commission Meeting 8-27-2025,PlanningCommission,https://www.youtube.com/watch?v=_keIg57GRCk,_keIg57GRCk,asr,https://www.youtube.com/watch?v=_keIg57GRCk,2026-07-13,na,enumerated,,title
2025-09-02,Midvale City Council Meeting 9-02-2025,Council,https://www.youtube.com/watch?v=qMI2DtK86yM,qMI2DtK86yM,asr,https://www.youtube.com/watch?v=qMI2DtK86yM,2026-07-13,na,enumerated,,title
2025-09-10,Midvale City Planning Commission Meeting 9-10-2025,PlanningCommission,https://www.youtube.com/watch?v=U36ocwA_mBs,U36ocwA_mBs,asr,https://www.youtube.com/watch?v=U36ocwA_mBs,2026-07-13,na,enumerated,,title
2025-09-24,Midvale City Planning Commission Meeting 9-24-2025,PlanningCommission,https://www.youtube.com/watch?v=qQcwOrvmGYo,qQcwOrvmGYo,asr,https://www.youtube.com/watch?v=qQcwOrvmGYo,2026-07-13,na,enumerated,,title
2025-10-07,Midvale City Council Meeting 10/07/2025,Council,https://www.youtube.com/watch?v=QPfWNhglMlU,QPfWNhglMlU,asr,https://www.youtube.com/watch?v=QPfWNhglMlU,2026-07-13,na,enumerated,,title
2025-10-08,Midvale City Planning Commission 10/08/2025,PlanningCommission,https://www.youtube.com/watch?v=nQQAtq39wu4,nQQAtq39wu4,asr,https://www.youtube.com/watch?v=nQQAtq39wu4,2026-07-13,na,enumerated,,title
2025-10-21,Midvale City Council Meeting 10/21/2025,Council,https://www.youtube.com/watch?v=I8kcbZNIj6E,I8kcbZNIj6E,asr,https://www.youtube.com/watch?v=I8kcbZNIj6E,2026-07-13,na,enumerated,,title
2025-10-22,Midvale Planning Commission Meeting 10/22/2025,PlanningCommission,https://www.youtube.com/watch?v=AJ1biJMpZ3s,AJ1biJMpZ3s,asr,https://www.youtube.com/watch?v=AJ1biJMpZ3s,2026-07-13,na,enumerated,,title
2025-11-12,Midvale Planning Commission Meeting 11/12/2025,PlanningCommission,https://www.youtube.com/watch?v=Lj1d2bGa028,Lj1d2bGa028,asr,https://www.youtube.com/watch?v=Lj1d2bGa028,2026-07-13,na,enumerated,,title
2025-11-18,Midvale City Council Meeting November 18,Council,https://www.youtube.com/watch?v=Qx2ap4OvQMo,Qx2ap4OvQMo,asr,https://www.youtube.com/watch?v=Qx2ap4OvQMo,2026-07-13,na,enumerated,,release_timestamp
2025-12-02,Midvale City Council Meeting 12-2-2025,Council,https://www.youtube.com/watch?v=3KaRzpeij9k,3KaRzpeij9k,asr,https://www.youtube.com/watch?v=3KaRzpeij9k,2026-07-13,na,enumerated,,title
2025-12-10,Midvale Planning Commission Meeting 12/10/2025,PlanningCommission,https://www.youtube.com/watch?v=qlF8Yu1zjCY,qlF8Yu1zjCY,asr,https://www.youtube.com/watch?v=qlF8Yu1zjCY,2026-07-13,na,enumerated,,title
2026-01-06,Midvale City Council Meeting 01/06/2026,Council,https://www.youtube.com/watch?v=X0V1Qou3i6E,X0V1Qou3i6E,asr,https://www.youtube.com/watch?v=X0V1Qou3i6E,2026-07-13,na,enumerated,,title
2026-01-14,Midvale Planning Commission Meeting 01/14/2026,PlanningCommission,https://www.youtube.com/watch?v=nGp_uq7J4xc,nGp_uq7J4xc,asr,https://www.youtube.com/watch?v=nGp_uq7J4xc,2026-07-13,na,enumerated,,title
2026-01-20,Midvale City Council Meeting 01/20/2026,Council,https://www.youtube.com/watch?v=d21kE_SsrGs,d21kE_SsrGs,asr,https://www.youtube.com/watch?v=d21kE_SsrGs,2026-07-13,na,enumerated,,title
2026-01-28,Midvale City Planning Commission Meeting 01/28/2026,PlanningCommission,https://www.youtube.com/watch?v=e-9wTFzw5pI,e-9wTFzw5pI,asr,https://www.youtube.com/watch?v=e-9wTFzw5pI,2026-07-13,na,enumerated,,title
2026-02-03,Midvale City Council Meeting 02/03/2026,Council,https://www.youtube.com/watch?v=NI33to0u9Uo,NI33to0u9Uo,asr,https://www.youtube.com/watch?v=NI33to0u9Uo,2026-07-13,na,enumerated,,title
2026-02-11,Midvale City Planning Commission Meeting 02/11/2026,PlanningCommission,https://www.youtube.com/watch?v=Ymvq3kEcXLY,Ymvq3kEcXLY,asr,https://www.youtube.com/watch?v=Ymvq3kEcXLY,2026-07-13,na,enumerated,,title
