date,body,body_slug,motion_no,motion,result,tally,yes,no,mover,seconder,names_recorded,source
2015-12-08,Snyderville Basin Planning Commission,snyderville_basin_pc,8,continue the Old Ranch Road Estates Subdivision to the next possible meeting date,Pass,,,,Klingenstein,Harte,false,land_use/minutes/2015/2015-12-08_snyderville_basin_pc.md
2015-12-08,Snyderville Basin Planning Commission,snyderville_basin_pc,9,"continue the public hearing for the Brookside Estates plat amendment to the Tuesday, February 9, 2016, Snyderville Basin Planning Commission meeting to be held at 6:00 p.m",Pass,,,,DeFord,Peck,false,land_use/minutes/2015/2015-12-08_snyderville_basin_pc.md
2015-12-08,Snyderville Basin Planning Commission,snyderville_basin_pc,10,consider the remaining agenda items,Pass,,,,DeFord,Klingenstein,false,land_use/minutes/2015/2015-12-08_snyderville_basin_pc.md
2015-12-08,Snyderville Basin Planning Commission,snyderville_basin_pc,11,"approve the minutes of the November 10, 2015, Snyderville Basin Planning Commission meeting as written",,,,,Klingenstein,Barnes,false,land_use/minutes/2015/2015-12-08_snyderville_basin_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,1,change the setback to 50 feet for naturally occurring still bodies of water and 100 feet for naturally occurring streams and rivers,Pass,(5-1),5,1,Vernon,Clyde,true,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,2,increase the height to 36 feet,,,,,Vernon,,false,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,3,"leave in the sentence which says to ""promote and preserve natural resource areas.""  MOTION FAILED (2-4) Chair Ure, Commissioner Willoughby, Commissioner Vernon, and Commissioner Hanson against",Fail,(2-4),2,4,Clyde,Henrie,true,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,4,add “to protect and preserve open space” to the end of the paragraph of Letter A,Fail,(3-3),3,3,Hanson,Clyde,true,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,5,they delete the sentence in question,Pass,(4-2),4,2,Willoughby,Hanson,true,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,6,add to letter C a requirement for a culinary water and septic system,Pass,(7-0),7,0,Clyde,Henrie,false,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,7,,Pass,(4-2),4,2,,Henrie,true,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,8,"continue the public hearing, as currently posted, to January 7th",Pass,(7-0),7,0,Henrie,Willoughby,false,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,9,adjourn,Pass,,,,Vernon,,false,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md
2016-01-07,Eastern Summit County Planning Commission,eastern_summit_pc,1,table the preliminary discussion on the Master Plan Development and the Village Overlay zone until the Commission completes Chapter 3 and Chapter 4,Pass,(3-2),3,2,Wharton,Willoughby,true,land_use/minutes/2016/2016-01-07_eastern_summit_pc.md
2016-01-07,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minutes as written,Pass,(5 - 0),5,0,Willoughby,Henrie,false,land_use/minutes/2016/2016-01-07_eastern_summit_pc.md
2016-01-07,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,,,,,Hanson,,false,land_use/minutes/2016/2016-01-07_eastern_summit_pc.md
2016-01-12,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the plat combination amendment of The Residences at Blackstone Units 1 and 2 with the following Findings of Facts, Conclusions of Law, and Conditions of Approval: FINDINGS OF FACT: 1",Pass,(4-3),4,3,DeFord,Lawson,true,land_use/minutes/2016/2016-01-12_snyderville_basin_pc.md
2016-01-12,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue the matter until February 23, 2016",Pass,(7 – 0),7,0,Peck,Klingenstein,false,land_use/minutes/2016/2016-01-12_snyderville_basin_pc.md
2016-01-12,Snyderville Basin Planning Commission,snyderville_basin_pc,3,This plat amendment would not result in an increase in density,Pass,(7 – 0),7,0,,Lawson,false,land_use/minutes/2016/2016-01-12_snyderville_basin_pc.md
2016-01-12,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the lot line adjustment as outlined below: FINDINGS OF FACT: 1,Pass,(5 – 0),5,0,Harte,Barnes,false,land_use/minutes/2016/2016-01-12_snyderville_basin_pc.md
2016-01-12,Snyderville Basin Planning Commission,snyderville_basin_pc,5,approve the minutes as corrected,Pass,(7 - 0),7,0,Harte,Barnes,false,land_use/minutes/2016/2016-01-12_snyderville_basin_pc.md
2016-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,1,"table to a date uncertain the MPD, the RR zone, the RS zone, the RC zone, and the amendments to the Use Chart",Pass,(4-2),4,2,Wharton,Vernon,true,land_use/minutes/2016/2016-02-04_eastern_summit_pc.md
2016-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,2,density can be transferred between differing base-line zones as long as the parcel is commonly owned property and contiguous,Pass,(4-2),4,2,Willoughby,Vernon,true,land_use/minutes/2016/2016-02-04_eastern_summit_pc.md
2016-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,3,approve the minutes as corrected,Pass,(5 - 0),5,0,Willoughby,Henrie,true,land_use/minutes/2016/2016-02-04_eastern_summit_pc.md
2016-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,4,Planner Milliner said the ESAP requirements have been listed as a condition of approval,Pass,,,,,,true,land_use/minutes/2016/2016-02-04_eastern_summit_pc.md
2016-02-09,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"continue the public hearing and move this item to a date certain, which is March 8th, 2016",Pass,(7-0),7,0,DeFord,Peck,false,land_use/minutes/2016/2016-02-09_snyderville_basin_pc.md
2016-02-09,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the proposed amendment with the following: Findings of Facts: 1,Pass,(7-0),7,0,Barnes,Lawson,false,land_use/minutes/2016/2016-02-09_snyderville_basin_pc.md
2016-02-09,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the proposed amendment with the following: Findings of Facts: 1,Pass,(7-0),7,0,Lawson,Barnes,false,land_use/minutes/2016/2016-02-09_snyderville_basin_pc.md
2016-02-09,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation to the Summit County Manager with the following: FINDINGS OF FACT: 1,Pass,(7-0),7,0,Harte,Peck,false,land_use/minutes/2016/2016-02-09_snyderville_basin_pc.md
2016-02-09,Snyderville Basin Planning Commission,snyderville_basin_pc,5,forward a positive recommendation for the vacation of the Lot 6 Park City Tech Center subdivision to the County Manager with the following: FINDINGS OF FACT 1,Pass,(7-0),7,0,Barnes,Lawson,false,land_use/minutes/2016/2016-02-09_snyderville_basin_pc.md
2016-02-09,Snyderville Basin Planning Commission,snyderville_basin_pc,6,forward a positive recommendation to the County Manager to combine parcels PCTC-6-X and PP-81-G-X into one lot of record with the following: FINDINGS OF FACT 1,,,,,DeFord,Harte,false,land_use/minutes/2016/2016-02-09_snyderville_basin_pc.md
2016-02-09,Snyderville Basin Planning Commission,snyderville_basin_pc,7,"continue to a date certain, March 22, 2016",Pass,(7-0),7,0,Peck,Klingenstein,false,land_use/minutes/2016/2016-02-09_snyderville_basin_pc.md
2016-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,1,"add office space (with four employees or less) to the Use Chart with the following conditions: low impact in every zone except Commercial, Light Industrial, and Industrial",Fail,(4-3),4,3,Ure,,true,land_use/minutes/2016/2016-02-18_eastern_summit_pc.md
2016-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,2,change the language in this section to state: Notice as required by this Code,Pass,(7-0),7,0,Ure,Wharton,false,land_use/minutes/2016/2016-02-18_eastern_summit_pc.md
2016-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation to the County Council for Chapters 3 and Chapters 4 with the amendments and the changes that Staff sees fit concerning misspellings, capitalization and non-substantive items",Pass,(4-3),4,3,Ure,Vernon,false,land_use/minutes/2016/2016-02-18_eastern_summit_pc.md
2016-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,4,send a positive recommendation to the County Council with the facts and findings for the map with the recommendation to the County Council to have an outside consultant look at the map,Fail,(3-4),3,4,Ure,Wharton,true,land_use/minutes/2016/2016-02-18_eastern_summit_pc.md
2016-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,5,send a positive recommendation to the County Council with the proposed zoning map with the facts and findings,Pass,(4-3),4,3,Ure,Willoughby,true,land_use/minutes/2016/2016-02-18_eastern_summit_pc.md
2016-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,6,"take the master plan development (MPD) off the table and to take the overlay zones, the rural residential, the pure residential, and the recreation commercial off the table and ask Staff to start preparing a document for that for the second meeting in March",Pass,(6-0),6,0,Ure,Willoughby,false,land_use/minutes/2016/2016-02-18_eastern_summit_pc.md
2016-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,7,bring the Village Overlay back to the table,Pass,(6-0),6,0,Ure,Henrie,false,land_use/minutes/2016/2016-02-18_eastern_summit_pc.md
2016-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"send a negative recommendation to the County Council on the proposed Plat Amendment to vacate a portion of Zermat Strasse Road and add it to Lot 5, Plat D with the Findings of Facts and Conclusions of Law as follows: Findings of Fact: 1",Pass,(5-0),5,0,Klingenstein,Harte,false,land_use/minutes/2016/2016-02-23_snyderville_basin_pc.md
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,1,nominated Commissioner Hanson as Chair,Pass,(6-0),6,0,Clyde,Wharton,false,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,2,,Pass,(7-0),7,0,,Ure,false,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,3,No increases in density would occur as a result of this amendment,Pass,(7-0),7,0,,Ure,false,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,4,amend Condition of Approval #1,Pass,(6-0),6,0,Ure,Wharton,false,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve Phase III of the Rocky Mountain Power conditional use permit with the Findings of Facts, Conclusions of Law, and Conditions of Approval as amended",Pass,(6-0),6,0,Ure,Wharton,false,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,6,approve the minutes as amended,Pass,(6-0),6,0,Clyde,Wharton,false,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,7,approve the minutes as amended,Pass,(6-0),6,0,Clyde,Ure,false,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,8,adjourn,Pass,(6-0),6,0,Wharton,Ure,false,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md
2016-03-08,Snyderville Basin Planning Commission,snyderville_basin_pc,1,He would like to recommend a succession of this position,Pass,(7 – 0),7,0,,Klingenstein,false,land_use/minutes/2016/2016-03-08_snyderville_basin_pc.md
2016-03-08,Snyderville Basin Planning Commission,snyderville_basin_pc,2,,Pass,(7-0),7,0,,Klingenstein,false,land_use/minutes/2016/2016-03-08_snyderville_basin_pc.md
2016-03-08,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the proposed amendments to Lot 3 and Lot 4 of the Kimball Junction subdivision based on the following findings of facts, conclusions of law: Findings of Fact: 1",Pass,(7-0),7,0,Harte,Klingenstein,false,land_use/minutes/2016/2016-03-08_snyderville_basin_pc.md
2016-03-08,Snyderville Basin Planning Commission,snyderville_basin_pc,4,continue the item to a date uncertain,Pass,(7-0),7,0,DeFord,Harte,false,land_use/minutes/2016/2016-03-08_snyderville_basin_pc.md
2016-03-17,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the Cherry Meadows Lot 1 amendment with the following: FINDINGS OF FACT 1,Pass,(7 – 0),7,0,Ure,Clyde,false,land_use/minutes/2016/2016-03-17_eastern_summit_pc.md
2016-03-17,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the Richins Ranch combined amended plat with the following: FINDINGS OF FACT 1,Pass,(7 – 0),7,0,Clyde,Sonntag,false,land_use/minutes/2016/2016-03-17_eastern_summit_pc.md
2016-03-17,Eastern Summit County Planning Commission,eastern_summit_pc,3,approve the Wanship Cottage Site Second Amendment (Lots 2-9) according to the following: FINDINGS OF FACT 1,Pass,(7 – 0),7,0,Henrie,Wharton,false,land_use/minutes/2016/2016-03-17_eastern_summit_pc.md
2016-03-17,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,Pass,(7 – 0),7,0,Clyde,,false,land_use/minutes/2016/2016-03-17_eastern_summit_pc.md
2016-03-22,Snyderville Basin Planning Commission,snyderville_basin_pc,1,the eight-foot travel lane to the side and were able to add extra parking,,,,,,,false,land_use/minutes/2016/2016-03-22_snyderville_basin_pc.md
2016-04-07,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the Wanship View Estates Lot 5 plat amendment with the following findings of fact and conclusions of law: Findings of Fact: 1,Pass,(5 – 0),5,0,Henrie,Wharton,false,land_use/minutes/2016/2016-04-07_eastern_summit_pc.md
2016-04-07,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minutes as corrected,Pass,(4 - 0),4,0,Wharton,Clyde,true,land_use/minutes/2016/2016-04-07_eastern_summit_pc.md
2016-04-07,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,Pass,,,,Wharton,,false,land_use/minutes/2016/2016-04-07_eastern_summit_pc.md
2016-04-12,Snyderville Basin Planning Commission,snyderville_basin_pc,1,move the vested rights determination process to the next available date that works for both the applicant and Staff,Pass,(6 – 0),6,0,Klingenstein,Franklin,false,land_use/minutes/2016/2016-04-12_snyderville_basin_pc.md
2016-04-12,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the minutes as corrected,Pass,(5 - 0),5,0,Klingenstein,Franklin,true,land_use/minutes/2016/2016-04-12_snyderville_basin_pc.md
2016-04-12,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the minutes as written,Pass,(4 - 0),4,0,Klingenstein,Lawson,true,land_use/minutes/2016/2016-04-12_snyderville_basin_pc.md
2016-04-21,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the amendment to the conditional use permit for R & K Hunting with the following: FINDINGS OF FACT: 1,Pass,(4 – 0),4,0,Ure,Willoughby,false,land_use/minutes/2016/2016-04-21_eastern_summit_pc.md
2016-04-21,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minutes as corrected,Pass,(4 - 0),4,0,Ure,Willoughby,false,land_use/minutes/2016/2016-04-21_eastern_summit_pc.md
2016-04-21,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,Pass,(4 - 0),4,0,Henrie,,false,land_use/minutes/2016/2016-04-21_eastern_summit_pc.md
2016-04-26,Snyderville Basin Planning Commission,snyderville_basin_pc,1,send a positive recommendation for the proposed final site plan pursuit to the following: FINDINGS OF FACT 1,Pass,(7-0),7,0,Harte,Franklin,false,land_use/minutes/2016/2016-04-26_snyderville_basin_pc.md
2016-04-26,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"send a positive recommendation for the proposed final condominium plat plan pursuant to the Findings of Fact, Conclusions of Law, and Conditions of Approval",Pass,(7-0),7,0,Harte,Franklin,false,land_use/minutes/2016/2016-04-26_snyderville_basin_pc.md
2016-04-26,Snyderville Basin Planning Commission,snyderville_basin_pc,3,forward a positive recommendation to the County Manager for the Fiddich Glen Final Site Plan with the following as stated in the Staff Report and with additional conditions: FINDINGS OF FACT: 1,Pass,(7-0),7,0,Klingenstein,Franklin,false,land_use/minutes/2016/2016-04-26_snyderville_basin_pc.md
2016-04-26,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"forward a positive recommendation to the County Manager to amend the Fiddich Gen Subdivision Final Subdivision Plat mirroring the above stated Findings of Facts, Conclusions of Law, and Conditions of Approval",Pass,(7-0),7,0,Klingenstein,Franklin,false,land_use/minutes/2016/2016-04-26_snyderville_basin_pc.md
2016-04-26,Snyderville Basin Planning Commission,snyderville_basin_pc,5,forward a positive recommendation to the Summit County Manager per the Staff Report for the Boyer Snyderville Junction LC (better known as the Skullcandy Building Final Site Plan): FINDINGS OF FACT 1,Pass,(6 – 1),6,1,Klingenstein,,false,land_use/minutes/2016/2016-04-26_snyderville_basin_pc.md
2016-05-05,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the dog kennel with the following: FINDINGS OF FACT: 1,Pass,(5 – 0),5,0,Clyde,Willoughby,false,land_use/minutes/2016/2016-05-05_eastern_summit_pc.md
2016-05-05,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minor subdivision of the Elk View two-lot subdivision with the following: as per the Staff Report and striking the following sentence from Standard 1: “Lot 1 is clustered with the adjacent Woodland Hills subdivision” from the Staff Report,Pass,(5-0),5,0,Henrie,Sonntag,false,land_use/minutes/2016/2016-05-05_eastern_summit_pc.md
2016-05-05,Eastern Summit County Planning Commission,eastern_summit_pc,3,approve the conditional use permit as outlined as follows: FINDINGS OF FACT: 1,Pass,(5-0),5,0,Clyde,Sonntag,false,land_use/minutes/2016/2016-05-05_eastern_summit_pc.md
2016-05-05,Eastern Summit County Planning Commission,eastern_summit_pc,4,approve the minutes as corrected,Pass,(5 - 0),5,0,Willoughby,Henrie,true,land_use/minutes/2016/2016-05-05_eastern_summit_pc.md
2016-05-05,Eastern Summit County Planning Commission,eastern_summit_pc,5,adjourn,Pass,,,,Willoughby,,false,land_use/minutes/2016/2016-05-05_eastern_summit_pc.md
2016-05-19,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the plat amendment to the Cherry Hills Lot 2 Amended Subdivision plat according to the following: FINDINGS OF FACTS: 1,Pass,(4-2),4,2,Henrie,Wharton,true,land_use/minutes/2016/2016-05-19_eastern_summit_pc.md
2016-05-19,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minutes as corrected,Pass,(4 - 0),4,0,Wharton,Henrie,true,land_use/minutes/2016/2016-05-19_eastern_summit_pc.md
2016-05-19,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,Pass,(6 - 0),6,0,Ure,,false,land_use/minutes/2016/2016-05-19_eastern_summit_pc.md
2016-06-02,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the minutes as corrected,Pass,(5 - 0),5,0,Clyde,Henrie,false,land_use/minutes/2016/2016-06-02_eastern_summit_pc.md
2016-06-02,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minutes as written,Pass,(5 - 0),5,0,Clyde,Henrie,false,land_use/minutes/2016/2016-06-02_eastern_summit_pc.md
2016-06-02,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,Pass,,,,Clyde,,false,land_use/minutes/2016/2016-06-02_eastern_summit_pc.md
2016-06-14,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"continue this item to July 12, 2016",Pass,(6-0),6,0,Klingenstein,Lawson,false,land_use/minutes/2016/2016-06-14_snyderville_basin_pc.md
2016-06-14,Snyderville Basin Planning Commission,snyderville_basin_pc,2,,Pass,(6-0),6,0,,Klingenstein,false,land_use/minutes/2016/2016-06-14_snyderville_basin_pc.md
2016-06-14,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve Phase 3 of the proposed transmission line based on the Findings of Facts, Conclusions of Law, and Conditions of Approval as found below and in the Staff Report, with the exception of Finding of Fact #2",Pass,(6-0),6,0,Franklin,Klingenstein,false,land_use/minutes/2016/2016-06-14_snyderville_basin_pc.md
2016-06-14,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the minutes as written,Pass,(6 - 0),6,0,Klingenstein,Franklin,false,land_use/minutes/2016/2016-06-14_snyderville_basin_pc.md
2016-06-14,Snyderville Basin Planning Commission,snyderville_basin_pc,5,approve the minutes as corrected,Pass,(6 - 0),6,0,Klingenstein,Collins,false,land_use/minutes/2016/2016-06-14_snyderville_basin_pc.md
2016-06-14,Snyderville Basin Planning Commission,snyderville_basin_pc,6,adjourn,Pass,,,,DeFord,,false,land_use/minutes/2016/2016-06-14_snyderville_basin_pc.md
2016-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the Howells Family Subdivision Final Subdivision Plat with the following: FINDINGS OF FACT 1,Pass,(4-0),4,0,Ure,Willoughby,false,land_use/minutes/2016/2016-06-16_eastern_summit_pc.md
2016-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minutes as written,Pass,(4 - 0),4,0,Sonntag,Willoughby,false,land_use/minutes/2016/2016-06-16_eastern_summit_pc.md
2016-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,Pass,(4-0),4,0,Ure,,false,land_use/minutes/2016/2016-06-16_eastern_summit_pc.md
2016-06-28,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the conditional use permit per the findings of facts, conclusions of law, and conditions of approval as outlined in the Staff Report with the exception of Findings of Facts #11 and #12",Pass,(5 -1),5,1,Franklin,Klingenstein,true,land_use/minutes/2016/2016-06-28_snyderville_basin_pc.md
2016-06-28,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the minutes as corrected,Pass,(5 - 0),5,0,Klingenstein,Franklin,true,land_use/minutes/2016/2016-06-28_snyderville_basin_pc.md
2016-06-28,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the minutes as corrected,Pass,(6 - 0),6,0,Klingenstein,Franklin,false,land_use/minutes/2016/2016-06-28_snyderville_basin_pc.md
2016-06-28,Snyderville Basin Planning Commission,snyderville_basin_pc,4,on to the MPD process,,,,,,,false,land_use/minutes/2016/2016-06-28_snyderville_basin_pc.md
2016-07-12,Snyderville Basin Planning Commission,snyderville_basin_pc,1,there in 2012,,,,,,,false,land_use/minutes/2016/2016-07-12_snyderville_basin_pc.md
2016-07-12,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue this discussion to August 23rd, 2016",Pass,(6-0),6,0,Franklin,DeFord,false,land_use/minutes/2016/2016-07-12_snyderville_basin_pc.md
2016-07-12,Snyderville Basin Planning Commission,snyderville_basin_pc,3,forward a negative recommendation to the Community Development Director,Pass,(6-0),6,0,Franklin,Klingenstein,false,land_use/minutes/2016/2016-07-12_snyderville_basin_pc.md
2016-07-12,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the minutes as written,Pass,(6 - 0),6,0,Franklin,Collins,false,land_use/minutes/2016/2016-07-12_snyderville_basin_pc.md
2016-07-21,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the conditional use permit for Fetch Commercial Dog Kennel as listed in the Staff Report and with the changes as indicated*: Findings of Fact: 1,Pass,(5-0),5,0,Wharton,Henrie,false,land_use/minutes/2016/2016-07-21_eastern_summit_pc.md
2016-07-21,Eastern Summit County Planning Commission,eastern_summit_pc,2,adjourn,Pass,,,,Wharton,,false,land_use/minutes/2016/2016-07-21_eastern_summit_pc.md
2016-08-04,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the Long Term Temporary Use Permit for the Lost Creek Movie Set as listed in the Staff Report,Pass,(6 - 0),6,0,Ure,Wharton,false,land_use/minutes/2016/2016-08-04_eastern_summit_pc.md
2016-08-04,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the minutes as corrected,Pass,(6 - 0),6,0,Ure,Willoughby,false,land_use/minutes/2016/2016-08-04_eastern_summit_pc.md
2016-08-04,Eastern Summit County Planning Commission,eastern_summit_pc,3,approve the minutes as written,Pass,(5 - 0),5,0,Wharton,Willoughby,true,land_use/minutes/2016/2016-08-04_eastern_summit_pc.md
2016-08-04,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,Pass,(6-0),6,0,Wharton,,false,land_use/minutes/2016/2016-08-04_eastern_summit_pc.md
2016-08-09,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the Conditional Use Permit per the Findings of Fact and Conclusions of Law as stated in the Staff Report,Pass,(7 - 0),7,0,Harte,,false,land_use/minutes/2016/2016-08-09_snyderville_basin_pc.md
2016-08-09,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"forward a positive recommendation to the Summit County Community Development Director to approve the application pursuant to the Findings of Fact, Conclusions of Law, and Conditions of Approval as outlined in the Staff Report",Pass,(6 - 0),6,0,Harte,Klingenstein,false,land_use/minutes/2016/2016-08-09_snyderville_basin_pc.md
2016-08-09,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the minutes as written,Pass,(5 - 0),5,0,Franklin,Harte,true,land_use/minutes/2016/2016-08-09_snyderville_basin_pc.md
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the Thousand Peaks Ranch storage building as listed in the Staff Report with Condition #4 being added,Pass,(7 - 0),7,0,Ure,Sonntag,false,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,2,remove the language and to allow the Engineer to put in other language if he desires,,,,,Ure,,false,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,3,the word “fully” be removed,Pass,(6 - 0),6,0,Sonntag,,false,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,4,"continue the public hearing until September 1, 2016",Pass,(6 - 0),6,0,Wharton,Willoughby,false,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve the minutes as written,Pass,(4 - 0),4,0,Ure,Willoughby,true,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,6,her next example,,,,,Willoughby,,false,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,7,her last example,,,,,Willoughby,,false,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,8,adjourn,Pass,(6 - 0),6,0,Ure,,false,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md
2016-08-23,Snyderville Basin Planning Commission,snyderville_basin_pc,1,forward a negative recommendation to the County Development Director,,,,,Franklin,Collins,false,land_use/minutes/2016/2016-08-23_snyderville_basin_pc.md
2016-08-23,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a negative recommendation to the Community Development Director based on the Commission’s finding that there is an existing accessory dwelling unit,Pass,(6-0),6,0,Harte,Franklin,false,land_use/minutes/2016/2016-08-23_snyderville_basin_pc.md
2016-08-23,Snyderville Basin Planning Commission,snyderville_basin_pc,3,forward a positive recommendation to the Summit County Council for the amendments based on the following: FINDINGS OF FACT 1,Pass,(6-0),6,0,Lawson,Franklin,false,land_use/minutes/2016/2016-08-23_snyderville_basin_pc.md
2016-08-23,Snyderville Basin Planning Commission,snyderville_basin_pc,4,Park City from the North Hollywood barrio in 2003 because she suffers from a severe psychiatric illness and had to get out of the noise,Pass,(6-0),6,0,Sarah Wood,Collins,false,land_use/minutes/2016/2016-08-23_snyderville_basin_pc.md
