ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,linkage_note,minutes_source
2023-06,2023-02-08,2023-02-08,Zoning Map Amendment Application for 6.7 Acres from the Agricultural (A-5) Zone to the Sand and Gravel (SG-1) Zone,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_02082023-1171,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed unanimously,2023-02-08,5,within_source,,minutes/2023/2023-02-06/council_2023-02-08_1171.md
2023-07,2023-03-08,2023-03-08,Adopting an Amended Consolidated Fee Schedule for various fees charged by the City of Bluffdale,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_03082023-1184,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2023-03-08,4,within_source,,minutes/2023/2023-03-06/council_2023-03-08_1184.md
2023-08,2023-05-24,2023-05-24,with the change to strike out Section 11.340.040 (G)(b),https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1740600771_ORDINANCE%202023-08.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-08.pdf,yes,The motion passed unanimously,2023-05-24,3,high,,minutes/2023/2023-05-22/council_2023-05-24_1205.md
2023-09,2023-05-10,2023-05-10,Amending the City of Bluffdale Alcoholic Beverage Licensing for Special Use Permits,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_05102023-1201,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2023-05-10,5,within_source,,minutes/2023/2023-05-08/council_2023-05-10_1201.md
2023-10,2023-05-10,2023-05-10,Healthy Bluffdale Coalition Organization,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1704753892_ORDINANCE%202023-10.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-10.pdf,no,The motion passed 3-to-2,2023-05-10,6,high,,minutes/2023/2023-05-08/council_2023-05-10_1201.md
2023-11,2023-12-05,2023-12-05,Rejected,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_12052023-1315,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2023-12-05,2,within_source,,minutes/2023/2023-12-04/council_2023-12-05_1315.md
2023-12,2023-07-12,2023-07-12,"Quail Ridge Infill Overlay Zone Text Amendment as recommended by the Planning Commission,including the exclusion of the proposed language regarding allowing dup",https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_07122023-1234,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed 3-to-l,2023-07-12,5,within_source,,minutes/2023/2023-07-10/council_2023-07-12_1234.md
2023-13,2023-06-28,2023-06-28,,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_06282023-1227,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2023-06-28,3,within_source,,minutes/2023/2023-06-26/council_2023-06-28_1227.md
2023-14,2023-08-23,2023-08-23,AN ORDINANCE AMENDING SECTION 5.10 OF THE BLUFFDALE CITY CODE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1704491018_ORDINANCE%202023-14.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-14.pdf,no,The motion passed unanimously,2023-08-23,2,high,"motion text mis-cites the number as 'Ordinance 2013-14'; the adopted ordinance is 2023-14 (subject 'Interference with an Employee' is identical). The 2013-14 archive PDF is a different (2013 land-use) ordinance, pre-floor.",minutes/2023/2023-08-21/council_2023-08-23_1250.md
2023-15,2023-10-11,2023-10-11,an Ordinance updating the Code for Nuisance Legal Action,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742241871_ORDINANCE%202023-15.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-15.pdf,yes,The motion passed unanimously,2023-10-11,4,high,,minutes/2023/2023-10-09/council_2023-10-11_1289.md
2023-16,2023-08-23,2023-08-23,— GC1 to DR Rezone,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_08232023-1250,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed unanimously,2023-08-23,5,within_source,,minutes/2023/2023-08-21/council_2023-08-23_1250.md
2023-17,2023-08-23,2023-08-23,"— DR Zone Text Amendments, with the removal of “research and development laboratories.”",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742242095_ORDINANCE%202023-17.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-17.pdf,yes,The motion passed unanimously,2023-08-23,6,high,,minutes/2023/2023-08-21/council_2023-08-23_1250.md
2023-19,2023-09-13,2023-09-13,— An Ordinance Modifying Water Share Dedication Requirements,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1699408247_ORDINANCE%202023-19.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-19.pdf,no,The motion passed unanimously,2023-09-13,4,high,,minutes/2023/2023-09-11/council_2023-09-13_1268.md
2023-20,2023-10-11,2023-10-11,"Text Amendments to Code 11.150.080, 11.160.290, and other related text language regarding assurances for completion ofimprovements with applicable adopted City",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1699407162_ORDINANCE%202023-20.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2023-20.pdf,yes,The motion passed unanimously,2023-10-11,5,high,,minutes/2023/2023-10-09/council_2023-10-11_1289.md
2023-21,2023-09-13,2023-09-13,"an Ordinance Adopting an Amended Consolidated Fee Schedule for Administrative, Service, and Development Fees including Water Rates Charged by the City of Bluffd",https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_09132023-1268,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2023-09-13,5,within_source,,minutes/2023/2023-09-11/council_2023-09-13_1268.md
2023-22,2023-11-08,2023-11-08,"Amending the Bluffdale Employee Policies and Procedures Manual Related to Sick and Annual Leave Changing to PTO, effective as of January 1, 2024",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1722367424_ORDINANCE%202023-22.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2023-22.pdf,no,The motion passed with the unanimous consent of the Council,2023-11-08,8,high,,minutes/2023/2023-11-06/council_2023-11-08_1308.md
2023-23,2023-10-11,2023-10-11,to amend Sections 11.90 and 11.100 of the Bluffdale City Code related to eliminating the minimum lot area requirements and reducing frontage and setback require,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743456783_ORDINANCE%202023-23.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-23.pdf,yes,The motion passed unanimously,2023-10-11,7,high,,minutes/2023/2023-10-09/council_2023-10-11_1289.md
2023-24,2023-11-08,2023-11-08,— Text Amendments to the Bluffdale City Land Use Code Sections for Front Yard Fencing,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1699913656_ORDINANCE%202023-24.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2023-24.pdf,yes,The motion passed with the unanimous consent of the Council,2023-11-08,9,high,,minutes/2023/2023-11-06/council_2023-11-08_1308.md
2023-25,2023-10-11,2023-10-11,Text Amendments to the Bluffdale City Land Use Ordinances 11.11.100.050(R)(2.b) regarding the size of tower signs allowed in the SD-X Bringhurst Station Zone. T,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1710436641_ORDINANCE%202023-25.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-25.pdf,yes,The motion passed unanimously,2023-10-11,6,high,,minutes/2023/2023-10-09/council_2023-10-11_1289.md
2023-26,2023-11-08,2023-11-08,Text Amendment to Land Use 11.220 - Signs and Outdoor Advertising and Awning,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1699911327_ORDINANCE%202023-26.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2023-26.pdf,yes,The motion passed with the unanimous consent of the CouncU,2023-11-08,10,high,,minutes/2023/2023-11-06/council_2023-11-08_1308.md
2023-27,2023-11-08,2023-11-08,Community Garden Board Organization,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1704753615_ORDINANCE%202023-27.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-27.pdf,no,The motion passed with the unanimous consent of the Council,2023-11-08,4,high,,minutes/2023/2023-11-06/council_2023-11-08_1308.md
2023-28,2023-12-13,2023-12-13,"Amendments to the City's Adopted Standards to Add a New Option ofFire Hydrant,Revise Road Base Gradation Size, and Prevent Loads on Uncured Concrete. Council Me",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1704491281_ORDINANCE%202023-28.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-28.pdf,no,The motion passed unanimously,2023-12-13,10,high,,minutes/2023/2023-12-11/council_2023-12-13_1320.md
2023-29,2023-12-13,2023-12-13,AN ORDINANCE APPROVING THE ADJUSTMENT OF A COMMON MUNICIPAL BOUNDARY WITH,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1704491317_ORDINANCE%202023-29.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-29.pdf,yes,,,,none,"adopted ordinance (common municipal boundary adjustment with Draper, LAND USE); adoption date 2023-12-13 = the council meeting whose agenda item 8.2 was 'Consideration and Vote on Ordinance 2023-29' (minutes council_2023-12-13_1320.md), matching the signed ordinance's 'December 2023' (surveyor plat 30 Nov 2023); no vote motion captured the number. LEAD: real adopted land-use ordinance - EXTRACTION lead.",
2023-30,2023-12-13,2023-12-13,"AN ORDINANCE OF THE CITY COUNCIL OF THE CITY OF BLUFFDALE, UTAH,",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1704754232_ORDINANCE%202023-30.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-30.pdf,no,,2023-12-13,6,medium,codified as Ordinance 2023-30 (amending Title 2 Boards & Commissions); the minutes adopt it on 2023-12-13 as 'Resolution 2023-30 - Audit Committee Organization' (instrument-word differs; number+date+subject agree).,
2023-31,2023-12-13,2023-12-13,Budget Review Committee Organization,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1704754241_ORDINANCE%202023-31.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2023-31.pdf,no,The motion died for lack of a second,2023-12-13,7,high,,minutes/2023/2023-12-11/council_2023-12-13_1320.md
2023-66,2023-12-13,2023-12-13,appointing Fred Donaldson as City Attorney for the City of Bluffdale,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_12132023-1320,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2023-12-13,3,within_source,,minutes/2023/2023-12-11/council_2023-12-13_1320.md
2023-69,2023-12-13,2023-12-13,Adopting a Budget Adjustment for the 2023-2024 Fiscal Year Budget,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_12132023-1320,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2023-12-13,11,within_source,,minutes/2023/2023-12-11/council_2023-12-13_1320.md
2024-01,2024-02-28,2024-02-28,,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_02282024-1364,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2024-02-28,7,within_source,,minutes/2024/2024-02-26/council_2024-02-28_1364.md
2024-02,2024-02-28,2024-02-28,with the modification to change Code Section 1.70.020(A)(8) to reference 1.70.010(C) and remove 1.70.020(C),https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1709576955_ORDINANCE%202024-02.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-02.pdf,no,The motion passed 3-to-2,2024-02-28,3,high,,minutes/2024/2024-02-26/council_2024-02-28_1364.md
2024-03,2024-01-24,2024-01-24,AN ORDINANCE OF THE BLUFFDALE CITY COUNCIL AMENDING SUBDIVISION PROVISIONS AND,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1706305628_ORDINANCE%202024-03.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-03.pdf,yes,The motion passed unanimously,2024-01-24,4,high,,minutes/2024/2024-01-22/council_2024-01-24_1338.md
2024-04,2024-01-24,2024-01-24,"Text Amendment to On- Street Parking,Where Designated,During Snowstorm",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1706305682_ORDINANCE%202024-04.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-04.pdf,no,The motion passed unanimously,2024-01-24,2,high,,minutes/2024/2024-01-22/council_2024-01-24_1338.md
2024-05,2024-04-10,2024-04-10,— Restricted Vehicle Parking — Proposed Text Amendment to Bluffdale City Code Section 6.20.020(D)(1) Regarding Prohibiting Parking of Restricted Vehicles on Pub,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1712868808_ORDINANCE%202024-05.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2024-05.pdf,no,The motion passed unanimously,2024-04-10,5,high,,minutes/2024/2024-04-08/council_2024-04-10_1393.md
2024-07,2024-04-10,2024-04-10,— Zoning Map Amendment for 0.30 Acres from (R-1-10) Residential to (GC-1) General Commercial located at 1817 West 14400 South,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_04102024-1393,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed unanimously,2024-04-10,6,within_source,,minutes/2024/2024-04-08/council_2024-04-10_1393.md
2024-08,2024-04-10,2024-04-10,"— Land Use Text Amendment, Bluffdale City Code 11.100.010.080, Regarding an Increase to Maximum Allowed Building Height from 35’ to 45’ in the Light Industrial",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1712868826_ORDINANCE%202024-08.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2024-08.pdf,yes,The motion passed unanimously,2024-04-10,7,high,,minutes/2024/2024-04-08/council_2024-04-10_1393.md
2024-09,2024-04-10,2024-04-10,"— Land Use Text Amendment, Bluffdale City Code Table 11.350, Allowing Kennels in GC-1 Zone, as amended to increase the setback requirement to 350 feet. The moti",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1712872817_ORDINANCE%202024-09.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2024-09.pdf,yes,The motion passed unanimously,2024-04-10,8,high,,minutes/2024/2024-04-08/council_2024-04-10_1393.md
2024-10,2024-04-10,2024-04-10,— Alcohol Licensing Code Amendment,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1712868880_ORDINANCE%202024-10.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2024-10.pdf,no,The motion passed unanimously,2024-04-10,4,high,,minutes/2024/2024-04-08/council_2024-04-10_1393.md
2024-11,2024-05-22,2024-05-22,Text Amendment to Bluffdale City Code 14.10.020 Amending the Number of Unrelated Handicapped or Disabled Persons who may Live Together in a Single Dwelling from,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1716491582_ORDINANCE%202024-11.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-11.pdf,no,The motion passed unanimously,2024-05-22,5,high,,minutes/2024/2024-05-20/council_2024-05-22_1415.md
2024-12,2024-05-22,2024-05-22,Adopting a Budget Adjustment for the 2023-2024 Fiscal Year Budget,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1716490497_ORDINANCE%202024-12.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-12.pdf,no,The motion passed unanimously,2024-05-22,8,high,,minutes/2024/2024-05-20/council_2024-05-22_1415.md
2024-13,2024-05-22,2024-05-22,Public Safety Fee Enabling Ordinance,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1716490513_ORDINANCE%202024-13.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-13.pdf,no,The motion passed 4-to-l,2024-05-22,4,high,,minutes/2024/2024-05-20/council_2024-05-22_1415.md
2024-14,2024-06-12,2024-06-12,— Adopting City Code Establishing an Administrative Code Enforcement Program,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1718645138_ORDINANCE%202024-14.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-14.pdf,no,The motion passed unanimously,2024-06-12,4,high,,minutes/2024/2024-06-10/council_2024-06-12_1430.md
2024-15,2024-06-12,2024-06-12,Proposed Amendments to the Biuffdale City Zoning Map(to RC Zone)and General Plan Use Map (to Commercial Land Use) for 0.89 acres located at 600 West 14600 South,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_06122024-1430,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed unanimously,2024-06-12,6,within_source,,minutes/2024/2024-06-10/council_2024-06-12_1430.md
2024-16,2024-06-12,2024-06-12,— Proposed Amendments to Consolidated Fee Schedule Adopting Administrative Code Enforcement Program Fees,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_06122024-1430,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2024-06-12,5,within_source,,minutes/2024/2024-06-10/council_2024-06-12_1430.md
2024-17,2024-08-14,2024-08-14,"Adoption of the West Traverse Mountain Compatibility Area Study as Bluffdale's Compatible Use Plan for Areas within 5,000 Feet of Camp Williams, in Accordance w",https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_08142024-1463,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed unanimously,2024-08-14,6,within_source,,minutes/2024/2024-08-12/council_2024-08-14_1463.md
2024-18,2024-09-11,2024-09-11,Proposed Text Amendment Updating Section 11.30.060 of the Bluffdale City Code,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_09112024-1481,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed unanimously,2024-09-11,7,within_source,,minutes/2024/2024-09-09/council_2024-09-11_1481.md
2024-19,2024-09-11,2024-09-11,Proposed Text Amendment to the SD-X The Bluff at Point Crossing Zone (Bluffdale City Code 11.110.140),https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1726521788_ORDINANCE%202024-19.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2024-19.pdf,yes,The motion passed unanimously,2024-09-11,6,high,,minutes/2024/2024-09-09/council_2024-09-11_1481.md
2024-20,2024-09-11,2024-09-11,AN ORDINANCE AMENDING SECTION 11.30.060 OF THE BLUFFDALE CITY CODE TO,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742240863_ORDINANCE%202024-20.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2024-20.pdf,yes,,2024-09-11,,medium,"adopted ordinance (amends BCC 11.30.060, land use); signature page dated 2024-09-11, a council meeting with land-use ordinance motions (2024-18/19/21) but NO motion cites 2024-20 - date+subject match only. LEAD: 2024-18 that day also amends 11.30.060.",
2024-21,2024-09-11,2024-09-11,"Consideration and Adoption of Text Amendment to City Code 1.70, adding Assistant City Manager position",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1726521330_ORDINANCE%202024-21.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2024-21.pdf,no,The motion passed 3-to-2,2024-09-11,4,high,,minutes/2024/2024-09-09/council_2024-09-11_1481.md
2024-22,2024-10-09,2024-10-09,"Amending Title 1.100.010 of Bluffdale City Code for Procurement Policy, as amended",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1728681830_ORDINANCE%202024-22.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-22.pdf,no,The motion passed unanimously,2024-10-09,4,high,,minutes/2024/2024-10-07/council_2024-10-09_1498.md
2024-23,2024-10-09,2024-10-09,"AN ORDINANCE OF THE CITY COUNCIL OF THE CITY OF BLUFFDALE, UTAH,AMENDING",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1728681856_ORDINANCE%202024-23.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-23.pdf,no,,2024-10-09,5,medium,codified as Ordinance 2024-23 (amending Title 2.70 Audit Committee); the minutes adopt it on 2024-10-09 as 'Resolution 2024-23 - Amending Title...' (instrument-word differs; number+date+subject agree).,
2024-24,2024-11-13,2024-11-13,a Text Amendment Revising Section 11.160.140 of the Bluffdale City Code to Allow Additional Fencing Height in Front Yards for Properties that Changed Lot Config,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1731955169_ORDINANCE%202024-24.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-24.pdf,yes,The motion passed unanimously,2024-11-13,3,high,,minutes/2024/2024-11-11/council_2024-11-13_1519.md
2024-25,2024-11-13,2024-11-13,"a Text Amendment Revising Section 11.160.140 of the Bluffdale City Code to Comply with New Requirements Set Forth in House Bill 476, Including Requirements for",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1731956466_ORDINANCE%202024-25.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-25.pdf,yes,The motion passed unanimously,2024-11-13,4,high,,minutes/2024/2024-11-11/council_2024-11-13_1519.md
2024-26,2024-12-11,2024-12-11,— Consideration and,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_12112024-1536,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion failed unanimously,2024-12-11,11,within_source,,minutes/2024/2024-12-09/council_2024-12-11_1536.md
2024-27,2024-12-11,2024-12-11,Consideration and,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1734044872_ORDINANCE%202024-27.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-27.pdf,yes,The motion passed with the unanimous consent of the Council,2024-12-11,12,high,,minutes/2024/2024-12-09/council_2024-12-11_1536.md
2024-28,2024-12-11,2024-12-11,Consideration and,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1734044683_ORDINANCE%202024-28.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-28.pdf,yes,The motion passed unanimously,2024-12-11,14,high,,minutes/2024/2024-12-09/council_2024-12-11_1536.md
2024-29,2024-12-11,2024-12-11,Consideration and,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1734043894_ORDINANCE%202024-29.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-29.pdf,no,The motion passed with the unanimous consent of the Council,2024-12-11,8,high,,minutes/2024/2024-12-09/council_2024-12-11_1536.md
2024-30,2024-12-11,2024-12-11,Consideration and,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1734043736_ORDINANCE%202024-30.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2024-30.pdf,no,The motion passed with the unanimous consent of the Council,2024-12-11,10,high,,minutes/2024/2024-12-09/council_2024-12-11_1536.md
2025-01,2025-01-08,2025-01-08,"Proposed Text Amendment to Chapter 3.10 Business License Provisions to Allow ^'Enclosed Mobile Businesses"" in Bluffdale and Chapter 3.80 Home Occupations to All",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1736459570_ORDINANCE%202025-01.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-01.pdf,no,The motion passed unanimously,2025-01-08,8,high,,minutes/2025/2025-01-06/council_2025-01-08_1549.md
2025-02,2025-01-08,2025-01-08,— Proposed Text Amendment to Section 11.220 of the Bluffdale City Land Use Regulations to Amend Temporary Signage,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1736521493_ORDINANCE%202025-02.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-02.pdf,yes,The motion passed unanimously,2025-01-08,9,high,,minutes/2025/2025-01-06/council_2025-01-08_1549.md
2025-03,2025-02-12,2025-02-12,Consideration and,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_02122025-1568,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed 4-to-l,2025-02-12,6,within_source,,minutes/2025/2025-02-10/council_2025-02-12_1568.md
2025-04,2025-02-26,2025-02-26,Consideration and,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_02262025-1577,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed 4-to-1 with 10 one abstention,2025-02-26,4,within_source,,minutes/2025/2025-02-24/council_2025-02-26_1577.md
