date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,candidate_match,date_precision,source_archive,original_url
2023-11-14,STEVE KEMP,Council,2023,interim,2023-10-20..2023-11-09,"Interim campaign finance report — STEVE KEMP (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231114financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231114_financialdisclosures.pdf,direct,exact,city_live,
2023-11-14,DANNIELLE LARKIN,Council,2023,interim,2023-10-20..2023-11-09,"Interim campaign finance report — DANNIELLE LARKIN (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231114financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231114_financialdisclosures.pdf,direct,exact,city_live,
2023-11-14,BRAD BENNETT,Council,2023,interim,2023-10-20..2023-11-09,"Interim campaign finance report — BRAD BENNETT (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231114financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231114_financialdisclosures.pdf,direct,exact,city_live,
2023-11-14,PAULA SMITH,Council,2023,interim,2023-10-20..2023-11-09,"Interim campaign finance report — PAULA SMITH (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231114financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231114_financialdisclosures.pdf,direct,exact,city_live,
2023-12-21,JIMMIE B. HUGHES,Council,2023,summary,2023-11-10..2023-12-21,"Final/year-end campaign finance report — JIMMIE B. HUGHES (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231221campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231221_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-12-21,STEVE KEMP,Council,2023,summary,2023-11-10..2023-12-21,"Final/year-end campaign finance report — STEVE KEMP (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231221campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231221_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-12-21,DANNIELLE LARKIN,Council,2023,summary,2023-11-10..2023-12-21,"Final/year-end campaign finance report — DANNIELLE LARKIN (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231221campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231221_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-12-21,BRAD BENNETT,Council,2023,summary,2023-11-10..2023-12-21,"Final/year-end campaign finance report — BRAD BENNETT (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231221campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231221_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-12-21,PAULA SMITH,Council,2023,summary,2023-11-10..2023-12-21,"Final/year-end campaign finance report — PAULA SMITH (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231221campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231221_campaignfinancedisclosures.pdf,direct,exact,city_live,
2025-08-05,BRANNON R RAZO,Mayor,2025,interim,,"Interim campaign finance report — BRANNON R RAZO (Mayor, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,inferred,exact,city_live,
2025-08-05,MICHELE RANDALL,Mayor,2025,interim,,"Interim campaign finance report — MICHELE RANDALL (Mayor, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,direct,exact,city_live,
2025-08-05,AROS MACKEY,Mayor,2025,interim,,"Interim campaign finance report — AROS MACKEY (Mayor, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,direct,exact,city_live,
2025-08-05,JIMMIE B HUGHES,Mayor,2025,interim,,"Interim campaign finance report — JIMMIE B HUGHES (Mayor, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,direct,exact,city_live,
2025-08-05,NATHAN CAPLIN,Council,2025,interim,,"Interim campaign finance report — NATHAN CAPLIN (Council, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,direct,exact,city_live,
2025-08-05,GREG ALDRED,Council,2025,interim,,"Interim campaign finance report — GREG ALDRED (Council, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,direct,exact,city_live,
2025-08-05,JAMI LEAVITT,Council,2025,interim,,"Interim campaign finance report — JAMI LEAVITT (Council, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,inferred,exact,city_live,
2025-08-05,NATALIE LARSEN,Council,2025,interim,,"Interim campaign finance report — NATALIE LARSEN (Council, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,inferred,exact,city_live,
2025-08-05,SHANE LOSEE,Council,2025,interim,,"Interim campaign finance report — SHANE LOSEE (Council, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,inferred,exact,city_live,
2025-08-05,MICHELLE TANNER,Council,2025,interim,,"Interim campaign finance report — MICHELLE TANNER (Council, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,direct,exact,city_live,
2025-08-05,BRYAN D. THIRIOT,Council,2025,interim,,"Interim campaign finance report — BRYAN D. THIRIOT (Council, 2025)",https://sgcityutah.gov/2025.08.05%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250805_campaign_finance_reports.pdf,inferred,exact,city_live,
2025-09-11,NATHAN CAPLIN,Council,2025,summary,,"Final/year-end campaign finance report — NATHAN CAPLIN (Council, 2025)",https://sgcityutah.gov/2025.09.11%20%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250911_campaign_finance_reports.pdf,direct,exact,city_live,
2025-09-11,SHANE LOSEE,Council,2025,summary,,"Final/year-end campaign finance report — SHANE LOSEE (Council, 2025)",https://sgcityutah.gov/2025.09.11%20%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250911_campaign_finance_reports.pdf,direct,exact,city_live,
2025-09-11,BRYAN D. THIRIOT,Council,2025,summary,,"Final/year-end campaign finance report — BRYAN D. THIRIOT (Council, 2025)",https://sgcityutah.gov/2025.09.11%20%20Campaign%20Finance%20Reports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20250911_campaign_finance_reports.pdf,inferred,exact,city_live,
2025-10-07,MICHELE RANDALL,Mayor,2025,interim,,"Interim campaign finance report — MICHELE RANDALL (Mayor, 2025)",https://sgcityutah.gov/2025.10.07%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251007_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-07,JIMMIE B HUGHES,Mayor,2025,interim,,"Interim campaign finance report — JIMMIE B HUGHES (Mayor, 2025)",https://sgcityutah.gov/2025.10.07%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251007_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-07,GREG ALDRED,Council,2025,interim,,"Interim campaign finance report — GREG ALDRED (Council, 2025)",https://sgcityutah.gov/2025.10.07%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251007_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-07,JAMI LEAVITT,Council,2025,interim,,"Interim campaign finance report — JAMI LEAVITT (Council, 2025)",https://sgcityutah.gov/2025.10.07%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251007_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-07,NATALIE LARSEN,Council,2025,interim,,"Interim campaign finance report — NATALIE LARSEN (Council, 2025)",https://sgcityutah.gov/2025.10.07%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251007_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-07,MICHELLE TANNER,Council,2025,interim,,"Interim campaign finance report — MICHELLE TANNER (Council, 2025)",https://sgcityutah.gov/2025.10.07%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251007_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-28,MICHELE RANDALL,Mayor,2025,interim,,"Interim campaign finance report — MICHELE RANDALL (Mayor, 2025)",https://sgcityutah.gov/Documents/Government/Elections/2025/2025.10.28%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251028_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-28,JIMMIE B HUGHES,Mayor,2025,interim,,"Interim campaign finance report — JIMMIE B HUGHES (Mayor, 2025)",https://sgcityutah.gov/Documents/Government/Elections/2025/2025.10.28%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251028_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-28,GREG ALDRED,Council,2025,interim,,"Interim campaign finance report — GREG ALDRED (Council, 2025)",https://sgcityutah.gov/Documents/Government/Elections/2025/2025.10.28%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251028_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-28,JAMI LEAVITT,Council,2025,interim,,"Interim campaign finance report — JAMI LEAVITT (Council, 2025)",https://sgcityutah.gov/Documents/Government/Elections/2025/2025.10.28%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251028_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-28,NATALIE LARSEN,Council,2025,interim,,"Interim campaign finance report — NATALIE LARSEN (Council, 2025)",https://sgcityutah.gov/Documents/Government/Elections/2025/2025.10.28%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251028_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-10-28,MICHELLE TANNER,Council,2025,interim,,"Interim campaign finance report — MICHELLE TANNER (Council, 2025)",https://sgcityutah.gov/Documents/Government/Elections/2025/2025.10.28%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251028_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-12-04,MICHELE RANDALL,Mayor,2025,summary,,"Final/year-end campaign finance report — MICHELE RANDALL (Mayor, 2025)",https://sgcityutah.gov/2025.12.04%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251204_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-12-04,JIMMIE B HUGHES,Mayor,2025,summary,,"Final/year-end campaign finance report — JIMMIE B HUGHES (Mayor, 2025)",https://sgcityutah.gov/2025.12.04%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251204_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-12-04,GREG ALDRED,Council,2025,summary,,"Final/year-end campaign finance report — GREG ALDRED (Council, 2025)",https://sgcityutah.gov/2025.12.04%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251204_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-12-04,JAMI LEAVITT,Council,2025,summary,,"Final/year-end campaign finance report — JAMI LEAVITT (Council, 2025)",https://sgcityutah.gov/2025.12.04%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251204_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-12-04,NATALIE LARSEN,Council,2025,summary,,"Final/year-end campaign finance report — NATALIE LARSEN (Council, 2025)",https://sgcityutah.gov/2025.12.04%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251204_campaign_finance_disclosures.pdf,direct,exact,city_live,
2025-12-04,MICHELLE TANNER,Council,2025,summary,,"Final/year-end campaign finance report — MICHELLE TANNER (Council, 2025)",https://sgcityutah.gov/2025.12.04%20%20Campaign%20Finance%20Disclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20251204_campaign_finance_disclosures.pdf,direct,exact,city_live,
