ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,pmn_notice_id,pmn_notice_url,adoption_date_source,case_no,linkage_note,minutes_source
2019-15,2019-06-12,2019-06-12,Land Development Code Amendments,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562690_ORD%202019-15_LandDevelopmentCodeAmendments.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-15.pdf,yes,,,,none,,,pdf-clause,,below the 2020 minutes/vote floor,
2019-16,2019-06-26,2019-06-26,"('Ordinance') adopted, designated and approved the Herriman Innovation District Community Reinvestment Project Area Plan (the 'Project Area Plan') dated June 2019, as the official project area plan fo",https://www.utah.gov/pmn/sitemap/notice/543917.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_543917.html,no,,,,none,543917,https://www.utah.gov/pmn/sitemap/notice/543917.html,pmn-notice,,below the 2020 minutes/vote floor,
2019-17,2019-06-26,2019-06-26,Parks Trails Open Space,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562637_ORD%202019-17_ParksTrailsOpenSpace.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-17.pdf,yes,,,,none,,,pdf-clause,,below the 2020 minutes/vote floor,
2019-18,2019-06-26,2019-06-26,Water Fee,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562564_ORD%202019-18_WaterFee.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-18.pdf,no,,,,none,,,pdf-clause,,below the 2020 minutes/vote floor,
2019-20,2019-07,2019-07,Storm Sewer Utility,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562520_ORD%202019-20_StormSewerUtility.pdf,2026-07-13,text,pdftotext -layout,raw/archive/2019-20.pdf,no,,,,none,,,"pdf-cover (month only; PDF is the rate-study exhibit, signature block unexecuted)",,no adoption date recovered; unmatched,
2019-22,2019-07-10,2019-07-10,authorizing a text change to the Land Development Code to allow cannabis production as a conditional use in the A-1 and M-1 Zones,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562482_ORD%202019-22_CannabisProduction.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-22.pdf,yes,,,,none,546307,https://www.utah.gov/pmn/sitemap/notice/546307.html,pmn-notice,,below the 2020 minutes/vote floor; PMN adoption notice + signed archive PDF both retained,
2019-23,2019-07-10,2019-07-10,authorizing a text change to the Land Development Code to permit the use of A-.25 Agricultural Zone,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562409_ORD%202019-23_A-.25%20Zone.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-23.pdf,yes,,,,none,546309,https://www.utah.gov/pmn/sitemap/notice/546309.html,pmn-notice,,below the 2020 minutes/vote floor; PMN adoption notice + signed archive PDF both retained,
2019-24,2019-08-14,2019-08-14,adopting a repayment requirement for City installed project improvements by adding section 1-10-20 to the Herriman City Code,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562363_ORD%202019-24_ImprovementRepayment.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-24.pdf,yes,,,,none,552335,https://www.utah.gov/pmn/sitemap/notice/552335.html,pmn-notice,,below the 2020 minutes/vote floor; PMN adoption notice + signed archive PDF both retained,
2019-25,2019-08-14,2019-08-14,adopting the Public Safety Impact Fee Facilities Plan and Public Safety Impact Fee Analysis,https://www.utah.gov/pmn/sitemap/notice/552337.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_552337.html,no,,,,none,552337,https://www.utah.gov/pmn/sitemap/notice/552337.html,pmn-notice,,below the 2020 minutes/vote floor,
2019-26,2019-08-14,2019-08-14,adopting an Impact Fee Enactment that imposes a Public Safety Impact Fee,https://www.utah.gov/pmn/sitemap/notice/552339.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_552339.html,no,,,,none,552339,https://www.utah.gov/pmn/sitemap/notice/552339.html,pmn-notice,,below the 2020 minutes/vote floor,
2019-27,2019-08-28,2019-08-28,"authorizing a tech change to the Land Development Code to alter the maximum building height in the C-2 Zone, remove auto sales, and add stadiums as a conditional use",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562239_ORD%202019-27_Text%20Change%20LDCMaximum%20Building%20Height%2C%20Auto%20Sales%2C%20and%20Stadiums%20as%20Conditional%20Use.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-27.pdf,yes,,,,none,555265,https://www.utah.gov/pmn/sitemap/notice/555265.html,pmn-notice,,below the 2020 minutes/vote floor; PMN adoption notice + signed archive PDF both retained,
2019-28,2019-08-28,2019-08-28,authorizing a text change to the Land Development Code to change buffering in the Technology Manufacturing Zone,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657562117_ORD%202019-28_Text%20Change%20LDC%20Buffering%20Technology%20Manufacturing%20%28T-M%29%20Zone.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-28.pdf,yes,,,,none,555267,https://www.utah.gov/pmn/sitemap/notice/555267.html,pmn-notice,,below the 2020 minutes/vote floor; PMN adoption notice + signed archive PDF both retained,
2019-29,2019-08-28,2019-08-28,authorizing a text change to the Land Development Code regarding Animal Services,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657556294_ORD%202019-29_Text%20Change%20LDC%20Animal%20Services.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-29.pdf,yes,,,,none,555269,https://www.utah.gov/pmn/sitemap/notice/555269.html,pmn-notice,,below the 2020 minutes/vote floor; PMN adoption notice + signed archive PDF both retained,
2019-30,2019-09-11,2019-09-11,Text Change LDC Fence Material,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561962_ORD%202019-30_Text%20Change%20LDC%20Fence%20Material.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-30.pdf,yes,,,,none,,,pdf-clause,,below the 2020 minutes/vote floor,
2019-31,2019-09-11,2019-09-11,Text Change LDC Car Sales,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561905_ORD%202019-31_Text%20Change%20LDC%20Car%20Sales.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2019-31.pdf,yes,,,,none,,,pdf-clause,,below the 2020 minutes/vote floor,
2019-32,2019-10-23,2019-10-23,annexing territory located at or near 14800 South 7100 West comprising of approximately .77 acres into Herriman City,https://www.utah.gov/pmn/sitemap/notice/566191.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_566191.html,yes,,,,none,566191,https://www.utah.gov/pmn/sitemap/notice/566191.html,pmn-notice,,below the 2020 minutes/vote floor,
2020-01,2020-01-08,2020-01-08,approve Ordinance No. 01-2020 adopting the “2019 Water Conservation Plan” by reference; providing for repeal of conflicting ordinances; and providing for an effective date,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_01_08.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,no,The motion passed unanimously,2020-01-08,7,within_source,,,motion,,,minutes/2020/2020-01-06/2020-01-08_city-council-meeting.md
2020-02,2020-01-08,2020-01-08,approve Ordinance No. 02-2020 adopting the parks Master Plan with the following amendments: replace “Nicole Martin” with “Steven Shields” for District 4 on the acknowledgements page and increase the a,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_01_08.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously,2020-01-08,9,within_source,,,motion,,,minutes/2020/2020-01-06/2020-01-08_city-council-meeting.md
2020-03,2020-01-08,2020-01-08,approve Ordinance No. 03-2020 approving the first amendment to the Master Development Agreement for Anthem Commercial Project,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_01_08.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously,2020-01-08,12,within_source,,,motion,,,minutes/2020/2020-01-06/2020-01-08_city-council-meeting.md
2020-05,2020-01-08,2020-01-08,Admendment Administrative Code,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561508_ORD%202020-05%20Admendment%20Administrative%20Code.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2020-05.pdf,no,,2020-01-08,,low,,,pdf-clause,,adoption date has minutes but subject evidence weak/tied; motion_no not attributed,
2020-07,2020-02-12,2020-02-12,approve Ordinance No. 2020-07 authorizing a Herriman City Zoning Map amendment to rezone property from A-1 (Agricultural) to A-.25 for property located at approximately 13494 South 7530 West with a zo,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_02_12.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously with Mayor Watts being absent,2020-02-12,6,within_source,,,motion,,,minutes/2020/2020-02-10/2020-02-12_city-council-meeting.md
2020-08,2020-02-12,2020-02-12,Code Enforcement Process,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561550_ORD%202020-08_Code%20Enforcement%20Process.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2020-08.pdf,no,The motion passed unanimously with Mayor Watts being absent,2020-02-12,7,high,,,motion,,,minutes/2020/2020-02-10/2020-02-12_city-council-meeting.md
2020-09,2020-03-25,2020-03-25,Discharging of Fire Arms,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561630_ORD%202020-09_Discharging%20of%20Fire%20Arms%20.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2020-09.pdf,no,The motion passed unanimously,2020-03-25,3,high,,,motion,,,pmn_backfill/text/pmn_council_2020-03-25_591353.md
2020-10,2020-04-08,2020-04-08,approve the Ordinance No. 2020-10 approving an amendment to the Amended and Restated Master Development Agreement for the Rosecrest Master Plan Community to remove approximately 28.885 acres located a,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_04_08.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed with a vote of 3:2,2020-04-08,5,within_source,,,motion,,,minutes/2020/2020-04-06/2020-04-08_city-council-meeting.md
2020-11,2020-04-22,2020-04-22,approve Ordinance No. 2020-11 approving the first amendment to the Master Development Agreement for Creek Ridge with respect to property located at or near 6600 West 11800 South to reduce the maximum ,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_04_22.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed with a 3:2 vote,2020-04-22,4,within_source,,,motion,,,minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md
2020-12,2020-04-22,2020-04-22,approve Ordinance No. 2020-12 adopting an amendment to the Herriman City General Plan for property located at approximately 14011 South Sentinel Ridge Boulevard,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_04_22.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed with a 3:2 vote,2020-04-22,5,within_source,,,motion,,,minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md
2020-13,2020-04-22,2020-04-22,approve Ordinance No. 2020-13 approving a zoning map amendment to rezone 77 acres from A-1 to R-2-10 for property located at 14011 S Sentinel Ridge Boulevard with the inclusion of a Zoning Condition o,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_04_22.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed with a 3:2 vote,2020-04-22,6,within_source,,,motion,,,minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md
2020-14,2020-04-22,2020-04-22,approve Ordinance No. 2020-14 superimposing the Planned Development Overlay zone to certain property at approximately 14011 South Sentinel Ridge Boulevard,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_04_22.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed with a 3:2 vote,2020-04-22,7,within_source,,,motion,,,minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md
2020-15,2020-04-22,2020-04-22,approve Ordinance No. 2020-15 approving a Master Development Agreement with Edge Homes for approximately 105 acres of land located at or near 14011 South Sentinel Ridge Boulevard. With the following i,https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_04_22.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed with a 3:2 vote,2020-04-22,8,within_source,,,motion,,,minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md
2020-16,2020-05-13,2020-05-13,declaring two right of way parcels adjacent to Mountain View Corridor as surplus,https://www.utah.gov/pmn/sitemap/notice/605157.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_605157.html,no,The motion passed unanimously,2020-05-13,7,high,605157,https://www.utah.gov/pmn/sitemap/notice/605157.html,pmn-notice,,,pmn_backfill/text/pmn_council_2020-05-13_614857.md
2020-17,2020-05-13,2020-05-13,regulating the discharge of fireworks within Herriman City,https://www.utah.gov/pmn/sitemap/notice/605159.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_605159.html,no,,2020-05-13,,low,605159,https://www.utah.gov/pmn/sitemap/notice/605159.html,pmn-notice,,adoption date has minutes but subject evidence weak/tied; motion_no not attributed,
2020-19,2020-06-10,2020-06-10,"approve Ordinance No. 2020-19 adopting a final budget; making appropriations for the support of Herriman City for the Fiscal year beginning July 1, 2020 and ending June 30, 2021; Revising the 2019-202",https://s3-us-west-1.amazonaws.com/herriman-agendas/2020-agendas/2020-city-council-minutes/2020_06_10.pdf,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,no,The motion passed unanimously,2020-06-10,5,within_source,,,motion,,,minutes/2020/2020-06-08/2020-06-10_city-council-meeting.md
2020-20,2020-06-24,2020-06-24,Authorizing a Zoning Map Amendment for property located at or near 4950 West 12600 South from AMSD to C-2,https://www.utah.gov/pmn/sitemap/notice/613995.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_613995.html,yes,The motion passed with a vote 4:1,2020-06-24,5,high,613995,https://www.utah.gov/pmn/sitemap/notice/613995.html,pmn-notice,,,minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md
2020-21,2020-06-24,2020-06-24,authorizing a General Plan Amendment on property located at 5101 West 11800 South and 12000 South Black Powder Drive,https://www.utah.gov/pmn/sitemap/notice/613997.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_613997.html,yes,The motion passed unanimously,2020-06-24,6,high,613997,https://www.utah.gov/pmn/sitemap/notice/613997.html,pmn-notice,,,minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md
2020-22,2020-06-24,2020-06-24,authorizing a Zoning Map Amendment on property located at 5101 West 11800 South and 12000 South Black Powder Drive,https://www.utah.gov/pmn/sitemap/notice/613999.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_613999.html,yes,The motion passed unanimously,2020-06-24,7,high,613999,https://www.utah.gov/pmn/sitemap/notice/613999.html,pmn-notice,,,minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md
2020-23,2020-06-24,2020-06-24,approving a Master Development Agreement for the Mountain View Office and Self-Storage Development,https://www.utah.gov/pmn/sitemap/notice/614001.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_614001.html,yes,The motion passed unanimously,2020-06-24,8,high,614001,https://www.utah.gov/pmn/sitemap/notice/614001.html,pmn-notice,,,minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md
2020-24,2020-07-08,2020-07-08,"adding Title 7, Chapter 8, Section 13, Midas Creek Pump Track rules and regulations",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561684_ORD%202020-24_Adding%20Title%207%20Chapet%208%20to%20Section%2013%20Midas%20Creek%20Pump%20Track%20Rules%20and%20Regulations.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2020-24.pdf,yes,The motion passed with a vote 3:1,2020-07-08,7,high,617281,https://www.utah.gov/pmn/sitemap/notice/617281.html,pmn-notice,,PMN adoption notice + signed archive PDF both retained,minutes/2020/2020-07-06/2020-07-08_city-council-meeting.md
2020-25,2020-07-08,2020-07-08,authorizing a Zoning Map Amendment to rezone 1.13 acres of Property located at 12609 South 6000 West from A-1 to A-.50,https://www.utah.gov/pmn/sitemap/notice/617283.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_617283.html,yes,The motion passed unanimously with Mayor Watts being absent,2020-07-08,8,high,617283,https://www.utah.gov/pmn/sitemap/notice/617283.html,pmn-notice,,,minutes/2020/2020-07-06/2020-07-08_city-council-meeting.md
2020-26,2020-07-08,2020-07-08,making an amendment to the Administrative Code regarding the start time of City Council meetings,https://www.utah.gov/pmn/sitemap/notice/617285.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_617285.html,no,The motion passed unanimously with Mayor Watts being absent,2020-07-08,9,high,617285,https://www.utah.gov/pmn/sitemap/notice/617285.html,pmn-notice,,,minutes/2020/2020-07-06/2020-07-08_city-council-meeting.md
2020-27,2020-08-26,2020-08-26,adopting the updated Transportation Master Plan,https://www.utah.gov/pmn/sitemap/notice/625711.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_625711.html,no,The motion passed unanimously,2020-08-26,3,high,625711,https://www.utah.gov/pmn/sitemap/notice/625711.html,pmn-notice,,,minutes/2020/2020-08-24/2020-08-26_city-council-meeting.md
2020-28,2020-08-26,2020-08-26,adopting the updated Storm Water Master Plan,https://www.utah.gov/pmn/sitemap/notice/625713.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_625713.html,no,The motion passed unanimously,2020-08-26,5,high,625713,https://www.utah.gov/pmn/sitemap/notice/625713.html,pmn-notice,,,minutes/2020/2020-08-24/2020-08-26_city-council-meeting.md
2020-29,2020-08-26,2020-08-26,adopting the updated Water Master Plan,https://www.utah.gov/pmn/sitemap/notice/625715.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_625715.html,no,The motion passed unanimously,2020-08-26,7,high,625715,https://www.utah.gov/pmn/sitemap/notice/625715.html,pmn-notice,,,minutes/2020/2020-08-24/2020-08-26_city-council-meeting.md
2020-30,2020-09-23,2020-09-23,"approve Ordinance No. 2020-30 adopting an Impact Fee Facilities Plan and Impact Fee Analysis and imposing the Park, Recreation and Trails Impact Fees; and providing for the calculation and collection ",,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,no,The motion passed unanimously with Mayor Watts being absent,2020-09-23,5,within_source,,,motion,,,pmn_backfill/text/pmn_council_2020-09-23_675893.md
2020-31,2020-09-30,2020-09-30,adopting an impact fee facilities plan and impact fee analysis and imposing fire/EMS impact fees,https://www.utah.gov/pmn/sitemap/notice/632547.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_632547.html,no,,2020-09-30,,low,632547,https://www.utah.gov/pmn/sitemap/notice/632547.html,pmn-notice,,adoption date has minutes but subject evidence weak/tied; motion_no not attributed,
2020-32,2020-10-14,2020-10-14,Personal Instruction Services,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561760_ORD%202020-32_Personal%20Instruction%20Services.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2020-32.pdf,yes,The motion passed with a 3:1 vote with Councilmember Henderson being absent,2020-10-14,6,high,,,motion,,,pmn_backfill/text/pmn_council_2020-10-14_660956.md
2020-33,2020-11-18,2020-11-18,Land Development Code Amendment to create a Village Mixed Use Overlay Zone,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561793_ORD%202020-33_VillageMixedUseOverlayZone.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2020-33.pdf,yes,The motion passed unanimously,2020-11-18,6,high,642296,https://www.utah.gov/pmn/sitemap/notice/642296.html,pmn-notice,,PMN adoption notice + signed archive PDF both retained,minutes/2020/2020-11-16/2020-11-18_special-city-council-meeting.md
2020-34,2020-12-09,2020-12-09,amending and adopting certain changes to Title 10 of the Herriman City Code to include Water Efficiency Standards,https://www.utah.gov/pmn/sitemap/notice/645717.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_645717.html,yes,The motion passed unanimously,2020-12-09,5,high,645717,https://www.utah.gov/pmn/sitemap/notice/645717.html,pmn-notice,,,pmn_backfill/text/pmn_council_2020-12-09_675897.md
2020-35,2020-12-09,2020-12-09,Amedment-Adoptionchangestitle10waterefficiencystandards,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657561826_ORD-2020-35_Amedment-Adoptionchangestitle10waterefficiencystandards.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2020-35.pdf,yes,,2020-12-09,,low,,,pdf-clause,,adoption date has minutes but subject evidence weak/tied; motion_no not attributed,
2021-01,2021-01-13,2021-01-13,Sewage Disposal,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657559368_ORD%202021-01_SewageDisposal.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-01.pdf,no,The motion passed unanimously with Councilmember Henderson being absent,2021-01-13,4,high,,,motion,,,pmn_backfill/text/pmn_council_2021-01-13_690779.md
2021-02,2021-01-13,2021-01-13,approve Ordinance No. 2021-02 authorizing a zoning map amendment for 5 acres of property from A-1 (Agricultural) to A-.25 (Agricultural) for property located at approximately 13504-13508 South 7530 We,,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously with Councilmember Henderson being absent,2021-01-13,5,within_source,,,motion,,,pmn_backfill/text/pmn_council_2021-01-13_690779.md
2021-03,2021-01-27,2021-01-27,approve Ordinance No. 2021-03 authorizing a zoning map amendment for 5 acres of property located at 6477 W Valhalla Circle from FR-2.5 (Forestry Recreational) to A-1 (Agricultural) while maintaining t,https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=941,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously,2021-01-27,8,within_source,,,motion,,,minutes/2021/2021-01-25/2021-01-27_city-council-meeting.md
2021-04,2021-02-10,2021-02-10,"adopting an impact fee facilities plan, impact fee analysis and an impact fee enactment that imposes a Storm Drain Impact Fee",https://www.utah.gov/pmn/sitemap/notice/658197.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_658197.html,no,The motion passed unanimously,2021-02-10,3,high,658197,https://www.utah.gov/pmn/sitemap/notice/658197.html,pmn-notice,,,minutes/2021/2021-02-08/2021-02-10_city-council-meeting.md
2021-05,2021-02-10,2021-02-10,"adopting an impact fee facilities plan, impact fee analysis and an impact fee enactment that imposes a Water Impact Fee",https://www.utah.gov/pmn/sitemap/notice/658199.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_658199.html,no,The motion passed unanimously,2021-02-10,4,high,658199,https://www.utah.gov/pmn/sitemap/notice/658199.html,pmn-notice,,,minutes/2021/2021-02-08/2021-02-10_city-council-meeting.md
2021-06,2021-02-10,2021-02-10,adopting Water Master Plan,https://www.utah.gov/pmn/sitemap/notice/658205.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_658205.html,no,The motion passed unanimously,2021-02-10,5,high,658205,https://www.utah.gov/pmn/sitemap/notice/658205.html,pmn-notice,,,minutes/2021/2021-02-08/2021-02-10_city-council-meeting.md
2021-07,2021-02-24,2021-02-24,authorizing a zoning map amendment to apply the VMU overlay zone to property located at 4002 W Real Vista Drive and 14752 S Academy Parkway,https://www.utah.gov/pmn/sitemap/notice/660689.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_660689.html,yes,The motion passed unanimously,2021-02-24,4,high,660689,https://www.utah.gov/pmn/sitemap/notice/660689.html,pmn-notice,,,minutes/2021/2021-02-22/2021-02-24_city-council-meeting.md
2021-08,2021-02-24,2021-02-24,authorizing a general plan amendment for property located at 13374 S Rose Canyon Road,https://www.utah.gov/pmn/sitemap/notice/660693.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_660693.html,yes,The motion passed unanimously,2021-02-24,5,high,660693,https://www.utah.gov/pmn/sitemap/notice/660693.html,pmn-notice,,,minutes/2021/2021-02-22/2021-02-24_city-council-meeting.md
2021-09,2021-02-24,2021-02-24,authorizing a zoning map amendment for property located at 13374 S Rose Canyon Road,https://www.utah.gov/pmn/sitemap/notice/660695.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_660695.html,yes,The motion passed unanimously,2021-02-24,6,high,660695,https://www.utah.gov/pmn/sitemap/notice/660695.html,pmn-notice,,,minutes/2021/2021-02-22/2021-02-24_city-council-meeting.md
2021-10,2021-04-14,2021-04-14,Fee Schedule Violations,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657559328_ORD%202021-10_Fee_Schedule_Violations.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-10.pdf,no,The motion passed unanimously,2021-04-14,5,high,,,motion,,,minutes/2021/2021-04-12/2021-04-14_city-council-meeting.md
2021-11,2021-04-28,2021-04-28,"Ordinance No. 2021-10 regulating, preventing and banning the discharge of fireworks within certain areas of Herriman City",https://www.utah.gov/pmn/sitemap/notice/675239.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_675239.html,no,The motion passed with a vote 4:1,2021-04-28,5,high,675239;675241,https://www.utah.gov/pmn/sitemap/notice/675239.html,pmn-notice,,ordinance number reconciled from notice 675239 mis-print (see NOTICE_NUM_OVERRIDES),minutes/2021/2021-04-26/2021-04-28_city-council-work-meeting-part-2.md
