date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method,recovery_source
2025-05-14,2025,RDA RC Meeting 2025-05-14,2025-05-14_rda_RC,RDA,raw/2025/2025-05-14_rda_RC_05142025-498.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05142025-498,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-05-28,2025,Council WM Meeting 2025-05-28,2025-05-28_council_WM,Council,raw/2025/2025-05-28_council_WM_05282025-543.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05282025-543,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-05-28,2025,RDA RC Meeting 2025-05-28,2025-05-28_rda_RC,RDA,raw/2025/2025-05-28_rda_RC_05282025-511.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05282025-511,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-06-11,2025,Council WM Meeting 2025-06-11,2025-06-11_council_WM,Council,raw/2025/2025-06-11_council_WM_06112025-545.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06112025-545,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-06-11,2025,RDA RC Meeting 2025-06-11,2025-06-11_rda_RC,RDA,raw/2025/2025-06-11_rda_RC_06112025-548.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06112025-548,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-07-09,2025,Council RC Meeting 2025-07-09,2025-07-09_council_RC,Council,raw/2025/2025-07-09_council_RC_07092025-550.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_07092025-550,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-07-10,2025,PlanningCommission WM Meeting 2025-07-10,2025-07-10_pc_WM,PlanningCommission,raw/2025/2025-07-10_pc_WM_07102025-369.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/Minutes/_07102025-369,,,,2026-07-13,text,pdftotext -layout,agendacenter_minutes
2025-07-23,2025,Council WM Meeting 2025-07-23,2025-07-23_council_WM,Council,raw/2025/2025-07-23_council_WM_07232025-554.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_07232025-554,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-08-13,2025,Council WM Meeting 2025-08-13,2025-08-13_council_WM,Council,raw/2025/2025-08-13_council_WM_08132025-567.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08132025-567,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-08-27,2025,Council WM Meeting 2025-08-27,2025-08-27_council_WM,Council,raw/2025/2025-08-27_council_WM_08272025-568.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08272025-568,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-08-27,2025,RDA RC Meeting 2025-08-27,2025-08-27_rda_RC,RDA,raw/2025/2025-08-27_rda_RC_08272025-575.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_08272025-575,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-09-10,2025,Council WM Meeting 2025-09-10,2025-09-10_council_WM,Council,raw/2025/2025-09-10_council_WM_09102025-569.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_09102025-569,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-10-02,2025,PlanningCommission PC Meeting 2025-10-02,2025-10-02_pc_PC,PlanningCommission,raw/2025/2025-10-02_pc_PC_10022025-563.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10022025-563,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-10-15,2025,Council WM Meeting 2025-10-15,2025-10-15_council_WM,Council,raw/2025/2025-10-15_council_WM_10152025-579.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10152025-579,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-10-29,2025,Council RC Meeting 2025-10-29,2025-10-29_council_RC,Council,raw/2025/2025-10-29_council_RC_10292025-586.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_10292025-586,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-11-06,2025,PlanningCommission PC Meeting 2025-11-06,2025-11-06_pc_PC,PlanningCommission,raw/2025/2025-11-06_pc_PC_11062025-596.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_11062025-596,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-11-12,2025,Council WM Meeting 2025-11-12,2025-11-12_council_WM,Council,raw/2025/2025-11-12_council_WM_11122025-588.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_11122025-588,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-11-12,2025,RDA RC Meeting 2025-11-12,2025-11-12_rda_RC,RDA,raw/2025/2025-11-12_rda_RC_11122025-584.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_11122025-584,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-12-10,2025,Council BoC Meeting 2025-12-10,2025-12-10_council_BoC,Council,raw/2025/2025-12-10_council_BoC_12102025-594.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_12102025-594,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2025-12-10,2025,RDA RC Meeting 2025-12-10,2025-12-10_rda_RC,RDA,raw/2025/2025-12-10_rda_RC_12102025-595.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_12102025-595,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-01-14,2026,Council RC Meeting 2026-01-14,2026-01-14_council_RC,Council,raw/2026/2026-01-14_council_RC_01142026-602.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01142026-602,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-01-14,2026,Council WM Meeting 2026-01-14,2026-01-14_council_WM,Council,raw/2026/2026-01-14_council_WM_01142026-607.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01142026-607,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-01-14,2026,RDA RC Meeting 2026-01-14,2026-01-14_rda_RC,RDA,raw/2026/2026-01-14_rda_RC_01142026-649.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01142026-649,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-01-28,2026,Council WM Meeting 2026-01-28,2026-01-28_council_WM,Council,raw/2026/2026-01-28_council_WM_01282026-612.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01282026-612,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-02-05,2026,PlanningCommission PC Meeting 2026-02-05,2026-02-05_pc_PC,PlanningCommission,raw/2026/2026-02-05_pc_PC_02052026-614.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02052026-614,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-02-11,2026,Council WM Meeting 2026-02-11,2026-02-11_council_WM,Council,raw/2026/2026-02-11_council_WM_02112026-621.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02112026-621,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-02-25,2026,Council WM Meeting 2026-02-25,2026-02-25_council_WM,Council,raw/2026/2026-02-25_council_WM_02252026-627.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_02252026-627,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-03-11,2026,Council WM Meeting 2026-03-11,2026-03-11_council_WM,Council,raw/2026/2026-03-11_council_WM_03112026-629.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_03112026-629,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-03-25,2026,Council WM Meeting 2026-03-25,2026-03-25_council_WM,Council,raw/2026/2026-03-25_council_WM_03252026-635.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_03252026-635,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-04-15,2026,Council WM Meeting 2026-04-15,2026-04-15_council_WM,Council,raw/2026/2026-04-15_council_WM_04152026-638.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04152026-638,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-04-29,2026,Council WM Meeting 2026-04-29,2026-04-29_council_WM,Council,raw/2026/2026-04-29_council_WM_04292026-646.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_04292026-646,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-05-07,2026,PlanningCommission WM Meeting 2026-05-07,2026-05-07_pc_WM,PlanningCommission,raw/2026/2026-05-07_pc_WM_05072026-652.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05072026-652,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-05-13,2026,Council WM Meeting 2026-05-13,2026-05-13_council_WM,Council,raw/2026/2026-05-13_council_WM_05132026-658.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05132026-658,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-05-27,2026,Council RC Meeting 2026-05-27,2026-05-27_council_RC,Council,raw/2026/2026-05-27_council_RC_05272026-665.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05272026-665,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-05-27,2026,RDA RC Meeting 2026-05-27,2026-05-27_rda_RC,RDA,raw/2026/2026-05-27_rda_RC_05272026-656.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_05272026-656,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-06-10,2026,Council WM Meeting 2026-06-10,2026-06-10_council_WM,Council,raw/2026/2026-06-10_council_WM_06102026-446.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/Minutes/_06102026-446,,,,2026-07-13,text,pdftotext -layout,agendacenter_minutes
2026-06-10,2026,RDA RC Meeting 2026-06-10,2026-06-10_rda_RC,RDA,raw/2026/2026-06-10_rda_RC_06102026-663.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/ArchivedMinutes/_06102026-663,,,,2026-07-13,text,pdftotext -layout,agendacenter_archivedminutes
2026-06-17,2026,Council WM Meeting 2026-06-17,2026-06-17_council_WM,Council,raw/2026/2026-06-17_council_WM_06172026-449.pdf,agendacenter,https://sslc.gov/AgendaCenter/ViewFile/Minutes/_06172026-449,,,,2026-07-13,text,pdftotext -layout,agendacenter_minutes
