date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,content_length_bytes,size_mb,stored_locally
2024-06-18,CC Packet 6-18-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%206-18-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,29983686,29.98,no
2024-06-17,CC Packet 6-17-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%206-17-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,16472704,16.47,no
2024-06-04,CC Packet 6-4-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%206-4-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,86410081,86.41,no
2024-04-16,CC Packet 4-16-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%204-16-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6128888,6.13,no
2024-04-02,CC Packet 4-2-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%204-2-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,568412,0.57,no
2024-03-26,CC Packet 3-26-2024 (2),Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%203-26-2024%20%282%29.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,44458560,44.46,no
2024-03-12,CityCouncil Packet 3-12-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CityCouncil%20Packet%203-12-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1602840,1.6,no
2024-02-27,CC Packet 2-27-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%202-27-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,484295,0.48,no
2024-02-20,CC Packet 2-20-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%202-20-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,92888744,92.89,no
2024-02-06,CC Packet 2-6-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%202-6-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6579709,6.58,no
2024-01-16,CC Packet 1-16-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%201-16-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,31458556,31.46,no
2024-01-02,CC Packet 1-2-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%201-2-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,13317936,13.32,no
2023-12-06,CC Packet 12-6-2023,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2023/Packets/CC%20Packet%2012-6-2023.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,27440904,27.44,no
2023-11-14,CC Packet 11-14-2023,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2023/Packets/CC%20Packet%2011-14-2023.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5141910,5.14,no
2023-10-17,CC Packet 10172023,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2023/Packets/CC%20Packet%2010172023.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1869135,1.87,no
2023-10-03,CC Packet 10-03-2023,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2023/Packets/CC%20Packet%2010-03-2023.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,766996,0.77,no
2023-04-18,CC Packet 4-18-2023,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2023/Packets/CC%20Packet%204-18-2023.pdf,2026-07-13,na,not_retrieved (dead link — city page 404s as-published),,,,no
2022-11-15,Final CC Packet 11-15-2022,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2022/Packets/Final%20CC%20Packet%2011-15-2022.pdf,2026-07-13,na,not_retrieved (dead link — city page 404s as-published),,,,no
2022-10-18,CC Packet 10182022,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2022/Packets/CC%20Packet%2010182022.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,97229175,97.23,no
2021-12-14,CC Packet 12142021,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2021/Packets/CC%20Packet%2012142021.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,711337,0.71,no
2021-11-16,CC Packet 11162021,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2021/Packets/CC%20Packet%2011162021.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,8394586,8.39,no
2021-10-19,CC Packet 10192021,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2021/Packets/CC%20Packet%2010192021.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,19525729,19.53,no
2020-11-17,CC Packet 11172020,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2020/Packets/CC%20Packet%2011172020.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5308409,5.31,no
2020-11-10,CC Packet 11102020,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2020/Packets/CC%20Packet%2011102020.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,4939660,4.94,no
2020-10-20,CC Amended Packet 10202020,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2020/Packets/CC%20Amended%20Packet%2010202020.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,25122929,25.12,no
