date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,bytes,clip_id,delivery,doc_class,fetch_status,sha256,text_path,text_chars
2024-04-11,Garrett_s_Way_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2545995/Garrett_s_Way_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2545995_Garrett_s_Way_ZC_1.pdf,651464,650,s3,staff_report,ok,97447de56a661f1a142bb7aa318efa1509170566885321be2769dc1b91acaaad,text/2545995_Garrett_s_Way_ZC_1.txt,8836
2024-04-11,Hadco-Pacific_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2545998/Hadco-Pacific_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2545998_Hadco-Pacific_1.pdf,290269,650,s3,staff_report,ok,a7bb2635bc9c50e79b21dbcfcf597f041b8fa3fc08f9688678fcb5a53b71703f,text/2545998_Hadco-Pacific_1.txt,7907
2024-04-11,Grandeur_Estates_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2546003/Grandeur_Estates_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2546003_Grandeur_Estates_1.pdf,622506,650,s3,staff_report,ok,46600edb0b453709e18e27333e7d785091deabafc28ef79cdfc79ee6494008b0,text/2546003_Grandeur_Estates_1.txt,14802
2024-04-11,Grant_s_Corner_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2546009/Grant_s_Corner_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2546009_Grant_s_Corner_ZC_1.pdf,247773,650,s3,staff_report,ok,cb10e647a92743487e09e5ea2977e7c3db73be106a9b3d92ef68e88d1e51b733,text/2546009_Grant_s_Corner_ZC_1.txt,9188
2024-04-11,Grant_s_Corner_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2546012/Grant_s_Corner_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2546012_Grant_s_Corner_1.pdf,221620,650,s3,staff_report,ok,12d222c45d2b390da188810f4ac073b2f8ea225f48218f51c52bd2800f917648,text/2546012_Grant_s_Corner_1.txt,11448
2024-04-11,Skye_Plat_B_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2546014/Skye_Plat_B_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2546014_Skye_Plat_B_1.pdf,265852,650,s3,staff_report,ok,de5690c86c447e88467fad76bb499ba4642df30eb0482d6536af72ecda5ff5ed,text/2546014_Skye_Plat_B_1.txt,18617
2024-04-23,City Council Pre Meeting - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=651,2026-07-02,text,none (raw retained),raw/2024-04-23/agenda_clip651.pdf,213718,651,documentviewer,,,,,
2024-04-23,City Council Regular Meeting - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=652,2026-07-02,text,none (raw retained),raw/2024-04-23/agenda_clip652.pdf,213718,652,documentviewer,,,,,
2024-04-25,Planning Commission Meeting - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=654,2026-07-02,text,none (raw retained),raw/2024-04-25/agenda_clip654.pdf,58302,654,s3,,,,,
2024-04-25,pz_3.14.2024,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572035/pz_3.14.2024.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572035_pz_3.14.2024.pdf,79133,654,s3,,,,,
2024-04-25,pz_03.28.2024,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572036/pz_03.28.2024.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572036_pz_03.28.2024.pdf,86508,654,s3,,,,,
2024-04-25,Allison_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572675/Allison_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572675_Allison_ZC_1.pdf,1035465,654,s3,staff_report,ok,90bd03f55c432e34b55be3f0166a1b3964c42edf3fd799f0e98ef56c61f9cc29,text/2572675_Allison_ZC_1.txt,10073
2024-04-25,Gillman_Acres_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572679/Gillman_Acres_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572679_Gillman_Acres_1.pdf,273296,654,s3,staff_report,ok,036010a01c9f1e5cc841a254b97bdbb45ab68de9b60198ff4cdd0c435ba6d038,text/2572679_Gillman_Acres_1.txt,10957
2024-04-25,Gillman_Acres_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572680/Gillman_Acres_2.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572680_Gillman_Acres_2.pdf,2688407,654,s3,,,,,
2024-04-25,Skye_West_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572687/Skye_West_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572687_Skye_West_1.pdf,207394,654,s3,staff_report,ok,d73c1a912699488beacdd1b609a96d522cdfb37eb042bbef55cef869b02df354,text/2572687_Skye_West_1.txt,6311
2024-04-25,Ascend_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572693/Ascend_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572693_Ascend_1.pdf,300041,654,s3,staff_report,ok,fc92ad6feb3e27a56833ac5d9ada0eeb64970fa743af2da8be7066f354b09fcc,text/2572693_Ascend_1.txt,13011
2024-04-25,Ascend_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572695/Ascend_2.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572695_Ascend_2.pdf,3638907,654,s3,,,,,
2024-04-25,Wiggy_Wash_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572698/Wiggy_Wash_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572698_Wiggy_Wash_1.pdf,276729,654,s3,staff_report,ok,1bde4086bfc47b4103dd3648c9991a0b8fa4222d5d34b1107229ddc71881c8e8,text/2572698_Wiggy_Wash_1.txt,16211
2024-04-25,Baur_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572699/Baur_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572699_Baur_1.pdf,521352,654,s3,staff_report,ok,0fb33bff5a780cecccc6ba490898698ae3d5f6590e81b82776d75d5ef4b2610f,text/2572699_Baur_1.txt,11030
2024-04-25,Innovation_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572702/Innovation_1.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572702_Innovation_1.pdf,318431,654,s3,staff_report,ok,5efae20721997eae2ce5087b442549145599215a7e240511091bd9c18a795309,text/2572702_Innovation_1.txt,12126
2024-04-25,Dev_Code_20___39,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2572703/Dev_Code_20___39.pdf,2026-07-02,text,none (raw retained),raw/2024-04-25/2572703_Dev_Code_20___39.pdf,683485,654,s3,staff_report,ok,65b32e3764b4f6e1cbb9860c49cf736e6f4c9293081850a2d2bb2751bffdd530,text/2572703_Dev_Code_20___39.txt,39085
2024-04-29,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=655,2026-07-02,text,none (raw retained),raw/2024-04-29/agenda_clip655.pdf,155285,655,documentviewer,,,,,
2024-05-02,Planning Commission - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=656,2026-07-02,text,none (raw retained),raw/2024-05-02/agenda_clip656.pdf,153232,656,documentviewer,,,,,
2024-05-07,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=658,2026-07-02,text,none (raw retained),raw/2024-05-07/agenda_clip658.pdf,164130,658,documentviewer,,,,,
2024-05-09,Planning Commission Meeting - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=659,2026-07-02,text,none (raw retained),raw/2024-05-09/agenda_clip659.pdf,54281,659,s3,,,,,
2024-05-09,Coddington_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2599589/Coddington_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-09/2599589_Coddington_1.pdf,209977,659,s3,staff_report,ok,4af756a493c77f185331c7f9fac314950a508571898ace28ad48b3054dafb33d,text/2599589_Coddington_1.txt,12057
2024-05-09,Triple_B_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2599596/Triple_B_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-09/2599596_Triple_B_1.pdf,260265,659,s3,staff_report,ok,f4f0b47a7280307bc2316b64cbd3fe18499e4e474e1f6e08731741bec0222ed4,text/2599596_Triple_B_1.txt,13101
2024-05-09,Ascend_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2599599/Ascend_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-09/2599599_Ascend_1.pdf,252397,659,s3,staff_report,ok,eb9215a5d2d45915e7b04787c0dbed77b3f9dcb9127be29cd2843c369d1fe595,text/2599599_Ascend_1.txt,10088
2024-05-09,TI_Grading_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2599602/TI_Grading_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-09/2599602_TI_Grading_1.pdf,227923,659,s3,staff_report,ok,283bb4549664c6a7d944cae0c96e5f4e774ab4393b24ed4bbdf2ef0cfa003958,text/2599602_TI_Grading_1.txt,6800
2024-05-09,Moderat_Income_Housing,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2599610/Moderat_Income_Housing.pdf,2026-07-02,text,none (raw retained),raw/2024-05-09/2599610_Moderat_Income_Housing.pdf,423538,659,s3,staff_report,ok,34259359c146fff0c95a16b73a4d138ee533e15516b4f40291b26dd8f529e00c,text/2599610_Moderat_Income_Housing.txt,22622
2024-05-09,Design_standards,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2599612/Design_standards.pdf,2026-07-02,text,none (raw retained),raw/2024-05-09/2599612_Design_standards.pdf,3833825,659,s3,staff_report,ok,2d2663da4e35d929c23529207a1ecb28aadd9df02689fe61b98e3914ccbe00e9,text/2599612_Design_standards.txt,59667
2024-05-14,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=664,2026-07-02,text,none (raw retained),raw/2024-05-14/agenda_clip664.pdf,218395,664,documentviewer,,,,,
2024-05-23,Planning Commission - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=665,2026-07-02,text,none (raw retained),raw/2024-05-23/agenda_clip665.pdf,60416,665,s3,,,,,
2024-05-23,Skye_Plat_C_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630185/Skye_Plat_C_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630185_Skye_Plat_C_1.pdf,431258,665,s3,staff_report,ok,942e2f7d65dfce13386eb28a3d65587c4d7e1451ff398f7ccaa11d9efa89f357,text/2630185_Skye_Plat_C_1.txt,18376
2024-05-23,Exchange_BP_Concept_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630189/Exchange_BP_Concept_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630189_Exchange_BP_Concept_1.pdf,311790,665,s3,staff_report,ok,73ef825b6c1f04ae881d8f9f0e0d85295ed2a19f32e47819f64e4b60ee655856,text/2630189_Exchange_BP_Concept_1.txt,17633
2024-05-23,Baum_CUP_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630192/Baum_CUP_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630192_Baum_CUP_1.pdf,221512,665,s3,staff_report,ok,c13a70f4d660673a3685fa816af4f263af77752d5409bb44872eb38fb3b16d06,text/2630192_Baum_CUP_1.txt,18422
2024-05-23,Baum_CUP_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630194/Baum_CUP_2.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630194_Baum_CUP_2.pdf,3268765,665,s3,,,,,
2024-05-23,Baum_2-Lot_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630196/Baum_2-Lot_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630196_Baum_2-Lot_1.pdf,205120,665,s3,staff_report,ok,5ab43a1e889f6f6ba601756e0a614f599f9fe903f51a4b1a1ef625d4294ebe39,text/2630196_Baum_2-Lot_1.txt,11080
2024-05-23,Baum_2-Lot_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630197/Baum_2-Lot_2.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630197_Baum_2-Lot_2.pdf,3960521,665,s3,,,,,
2024-05-23,Ch_37_Parking_DCA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630215/Ch_37_Parking_DCA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630215_Ch_37_Parking_DCA_1.pdf,507315,665,s3,staff_report,ok,7ff3e2c036da2e0f74e37d94feb08728c7f8905eb081708c0ba2c1a909e60b96,text/2630215_Ch_37_Parking_DCA_1.txt,7519
2024-05-23,Ch_26_DCA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630241/Ch_26_DCA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630241_Ch_26_DCA_1.pdf,325117,665,s3,staff_report,ok,2862f40e4f6cd822930850bf26b10ecc73e58e4aa0974a5311fe10ecd6c51d05,text/2630241_Ch_26_DCA_1.txt,18145
2024-05-23,Design_Standards_Section_2.05_DCA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2630244/Design_Standards_Section_2.05_DCA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2630244_Design_Standards_Section_2.05_DCA_1.pdf,1084104,665,s3,staff_report,ok,bc46ad4c7d62c7d38b406b10060de47b48822944418de24d46301fc715f21433,text/2630244_Design_Standards_Section_2.05_DCA_1.txt,91277
2024-05-23,ws_01.04.24,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2632143/ws_01.04.24.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2632143_ws_01.04.24.pdf,84866,665,s3,,,,,
2024-05-23,pz04.11.24,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2632144/pz04.11.24.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2632144_pz04.11.24.pdf,69498,665,s3,,,,,
2024-05-23,pz04.25.24,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2632146/pz04.25.24.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2632146_pz04.25.24.pdf,61512,665,s3,,,,,
2024-05-23,pz05.09.24,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2632149/pz05.09.24.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2632149_pz05.09.24.pdf,57354,665,s3,,,,,
2024-05-23,Ch_23_Signs_DCA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2632154/Ch_23_Signs_DCA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2632154_Ch_23_Signs_DCA_1.pdf,944514,665,s3,staff_report,ok,56c5af7e01b7dcbbd11bb915d1966da528ba6579c318e49344833368b9a70028,text/2632154_Ch_23_Signs_DCA_1.txt,15251
2024-05-23,Ch_11___Fig_15_DCA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2632160/Ch_11___Fig_15_DCA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2632160_Ch_11___Fig_15_DCA_1.pdf,618049,665,s3,staff_report,ok,acbb6ef0d7227654c93603a104134a36290435ae44fff1b5379df227787a0886,text/2632160_Ch_11___Fig_15_DCA_1.txt,27251
2024-05-23,Ch_35_DCA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2632167/Ch_35_DCA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2632167_Ch_35_DCA_1.pdf,447413,665,s3,staff_report,ok,3030aafd59682709b364c4d76c4bb43adf31ebc313cfafde2aee9156d6860bd3,text/2632167_Ch_35_DCA_1.txt,41555
2024-05-23,Design_Standards_ADA_Update_DCA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2632180/Design_Standards_ADA_Update_DCA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-05-23/2632180_Design_Standards_ADA_Update_DCA_1.pdf,2602814,665,s3,staff_report,ok,02a3e7c3b7df0fc93d2d556f4a94a691aa54e54b5daf10aa78f4205d4bce7e94,text/2632180_Design_Standards_ADA_Update_DCA_1.txt,58792
2024-05-28,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=667,2026-07-02,text,none (raw retained),raw/2024-05-28/agenda_clip667.pdf,204102,667,documentviewer,,,,,
2024-05-29,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=669,2026-07-02,text,none (raw retained),raw/2024-05-29/agenda_clip669.pdf,158527,669,documentviewer,,,,,
2024-06-06,Planning Commission Work Session - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=670,2026-07-02,text,none (raw retained),raw/2024-06-06/agenda_clip670.pdf,48539,670,s3,,,,,
2024-06-11,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=671,2026-07-02,text,none (raw retained),raw/2024-06-11/agenda_clip671.pdf,211062,671,documentviewer,,,,,
2024-06-13,Planning Commission Meeting - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=672,2026-07-02,text,none (raw retained),raw/2024-06-13/agenda_clip672.pdf,52870,672,s3,,,,,
2024-06-13,Exchange_Business_Park_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2671413/Exchange_Business_Park_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-06-13/2671413_Exchange_Business_Park_ZC_1.pdf,339845,672,s3,staff_report,ok,3069c2c4b5d681dde8c49e624c6a24f29f90bf692bdf3f73d4a9a7c123ec6899,text/2671413_Exchange_Business_Park_ZC_1.txt,9733
2024-06-13,Bike_Parking,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2672843/Bike_Parking.pdf,2026-07-02,text,none (raw retained),raw/2024-06-13/2672843_Bike_Parking.pdf,417175,672,s3,staff_report,ok,084d4e73170780d05b70558b54f002d4c1b4f9dca8787dfb5110be5c638046bf,text/2672843_Bike_Parking.txt,20896
2024-06-18,City Council- Amended - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=673,2026-07-02,text,none (raw retained),raw/2024-06-18/agenda_clip673.pdf,158387,673,documentviewer,,,,,
2024-06-18,Joint City Council in Highland City - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=698,2026-07-02,text,none (raw retained),raw/2024-06-18/agenda_clip698.pdf,183306,698,documentviewer,,,,,
2024-07-02,City Council- Amended - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=675,2026-07-02,text,none (raw retained),raw/2024-07-02/agenda_clip675.pdf,154064,675,documentviewer,,,,,
2024-07-09,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=676,2026-07-02,text,none (raw retained),raw/2024-07-09/agenda_clip676.pdf,205438,676,documentviewer,,,,,
2024-07-11,Planning Commission - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=678,2026-07-02,text,none (raw retained),raw/2024-07-11/agenda_clip678.pdf,58086,678,s3,,,,,
2024-07-11,Dominion_Energy_CUP_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2726406/Dominion_Energy_CUP_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-11/2726406_Dominion_Energy_CUP_1.pdf,874219,678,s3,staff_report,ok,4aaaf7f6f06588fe6883536180d8cd96a577b11251357bd92f67c4eccae313a4,text/2726406_Dominion_Energy_CUP_1.txt,15420
2024-07-11,Grant_s_Corner_DA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2726412/Grant_s_Corner_DA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-11/2726412_Grant_s_Corner_DA_1.pdf,147251,678,s3,staff_report,ok,366be183983c71014e82e2f1682938ab4f6ba0191efe1d523b99ac6d84c22d3a,text/2726412_Grant_s_Corner_DA_1.txt,4215
2024-07-11,Thanksgiving_Point_Area_Plan_Amendment_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2726419/Thanksgiving_Point_Area_Plan_Amendment_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-11/2726419_Thanksgiving_Point_Area_Plan_Amendment_1.pdf,298184,678,s3,staff_report,ok,5022e59d3b63ab3fac1ee6e2da11dc8f28a7c60991bcf2cb4de9486b6165ba1b,text/2726419_Thanksgiving_Point_Area_Plan_Amendment_1.txt,15562
2024-07-11,Temple_View_Villas_Preliminary_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2726426/Temple_View_Villas_Preliminary_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-11/2726426_Temple_View_Villas_Preliminary_1.pdf,259700,678,s3,staff_report,ok,231e31974c926f2b0707b85ce3bec9965e00afbc645a297c9703d06a82a700a9,text/2726426_Temple_View_Villas_Preliminary_1.txt,14197
2024-07-11,Lehi_Strata_Plumb_Gardner_DA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2726437/Lehi_Strata_Plumb_Gardner_DA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-11/2726437_Lehi_Strata_Plumb_Gardner_DA_1.pdf,186180,678,s3,staff_report,ok,ca3558b317aef0746fa3636724a66fcf743fda75d4039997b4e8141056da84b1,text/2726437_Lehi_Strata_Plumb_Gardner_DA_1.txt,6624
2024-07-11,Lehi_City_GPA_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2726443/Lehi_City_GPA_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-11/2726443_Lehi_City_GPA_1.pdf,465004,678,s3,staff_report,ok,bc6dc8a7106496f8a29d9c8fbe0cb58fe1509ac9116df0cc8db0c738fc11e0f1,text/2726443_Lehi_City_GPA_1.txt,15122
2024-07-11,Lehi_City_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2726448/Lehi_City_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-11/2726448_Lehi_City_ZC_1.pdf,426555,678,s3,staff_report,ok,513cab95b22d56ba16de7753d92d4cdcd749b094db44571f8c6d4b8734fc6f4a,text/2726448_Lehi_City_ZC_1.txt,13464
2024-07-11,Edge_Homes_Main_Street_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2735839/Edge_Homes_Main_Street_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-11/2735839_Edge_Homes_Main_Street_ZC_1.pdf,367857,678,s3,staff_report,ok,10a7c37b0601dc1a882417ba5b5d906d0db7f2cc16edb88e320a490533366565,text/2735839_Edge_Homes_Main_Street_ZC_1.txt,12139
2024-07-23,City Council Pre Meeting - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=679,2026-07-02,text,none (raw retained),raw/2024-07-23/agenda_clip679.pdf,198928,679,documentviewer,,,,,
2024-07-25,Planning Commission Meeting - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=682,2026-07-02,text,none (raw retained),raw/2024-07-25/agenda_clip682.pdf,55143,682,s3,,,,,
2024-07-25,pz_06.13.2024,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2750615/pz_06.13.2024.pdf,2026-07-02,text,none (raw retained),raw/2024-07-25/2750615_pz_06.13.2024.pdf,51031,682,s3,,,,,
2024-07-25,pz_07.11.24,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2750617/pz_07.11.24.pdf,2026-07-02,text,none (raw retained),raw/2024-07-25/2750617_pz_07.11.24.pdf,70837,682,s3,,,,,
2024-07-25,Watson_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2752169/Watson_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-25/2752169_Watson_1.pdf,180756,682,s3,staff_report,ok,a95873c80b935cc59166e102e88f3b392acfb3c3c6bedd416f452761ebb42a33,text/2752169_Watson_1.txt,8227
2024-07-25,Draper_Addition_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2752174/Draper_Addition_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-25/2752174_Draper_Addition_1.pdf,2762898,682,s3,staff_report,ok,db53c8c800633fcceffe8aae4c36629b9bce90947eddb24288c805f2dc68864e,text/2752174_Draper_Addition_1.txt,7015
2024-07-25,Draper_Addition_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2752176/Draper_Addition_2.pdf,2026-07-02,text,none (raw retained),raw/2024-07-25/2752176_Draper_Addition_2.pdf,3363429,682,s3,,,,,
2024-07-25,Skye_Civic_Land_Uses_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2752219/Skye_Civic_Land_Uses_1.pdf,2026-07-02,text,none (raw retained),raw/2024-07-25/2752219_Skye_Civic_Land_Uses_1.pdf,3233392,682,s3,staff_report,ok,9412e90a1f72a211100600593d4c4a0039994ea51c7b16ed0c0ea9615294a384,text/2752219_Skye_Civic_Land_Uses_1.txt,101883
