year,election_type,office,district,contest,precinct,candidate,votes
2021,municipal general,Mayor,,Orem Mayor,OR42,JIM EVANS,70
2021,municipal general,Mayor,,Orem Mayor,OR42S,DAVID A. YOUNG,20
2021,municipal general,Mayor,,Orem Mayor,OR42S,JIM EVANS,15
2021,municipal general,Mayor,,Orem Mayor,OR43,DAVID A. YOUNG,218
2021,municipal general,Mayor,,Orem Mayor,OR43,JIM EVANS,173
2021,municipal general,Mayor,,Orem Mayor,OR44,DAVID A. YOUNG,192
2021,municipal general,Mayor,,Orem Mayor,OR44,JIM EVANS,91
2021,municipal general,Mayor,,Orem Mayor,OR45,DAVID A. YOUNG,166
2021,municipal general,Mayor,,Orem Mayor,OR45,JIM EVANS,109
2021,municipal general,Mayor,,Orem Mayor,OR46,DAVID A. YOUNG,201
2021,municipal general,Mayor,,Orem Mayor,OR46,JIM EVANS,102
2021,municipal general,Mayor,,Orem Mayor,OR47,DAVID A. YOUNG,260
2021,municipal general,Mayor,,Orem Mayor,OR47,JIM EVANS,135
2021,municipal general,Mayor,,Orem Mayor,OR47S,DAVID A. YOUNG,21
2021,municipal general,Mayor,,Orem Mayor,OR47S,JIM EVANS,11
2021,municipal general,Mayor,,Orem Mayor,OR48,DAVID A. YOUNG,87
2021,municipal general,Mayor,,Orem Mayor,OR48,JIM EVANS,58
2021,municipal general,Mayor,,Orem Mayor,OR49,DAVID A. YOUNG,208
2021,municipal general,Mayor,,Orem Mayor,OR49,JIM EVANS,123
2021,municipal general,Mayor,,Orem Mayor,OR50,JIM EVANS,366
2021,municipal general,Mayor,,Orem Mayor,OR50,DAVID A. YOUNG,61
2021,municipal primary,Council,At-Large,Orem City Council,OR01,LANAE MILLETT,223
2021,municipal primary,Council,At-Large,Orem City Council,OR01,TOM MACDONALD,168
2021,municipal primary,Council,At-Large,Orem City Council,OR01,DAVID M. SPENCER,167
2021,municipal primary,Council,At-Large,Orem City Council,OR01,QUINN MECHAM,81
2021,municipal primary,Council,At-Large,Orem City Council,OR01,NICHELLE JENSEN,73
2021,municipal primary,Council,At-Large,Orem City Council,OR01,SHAUNTE RUIZ ZUNDEL,67
2021,municipal primary,Council,At-Large,Orem City Council,OR01,MIKE CARPENTER,33
2021,municipal primary,Council,At-Large,Orem City Council,OR01,"JON ""JON J"" JENSEN",23
2021,municipal primary,Council,At-Large,Orem City Council,OR01,MICKEY W. COCHRAN,21
2021,municipal primary,Council,At-Large,Orem City Council,OR01,TODD LINSLEY,17
2021,municipal primary,Council,At-Large,Orem City Council,OR02,LANAE MILLETT,75
2021,municipal primary,Council,At-Large,Orem City Council,OR02,TOM MACDONALD,73
2021,municipal primary,Council,At-Large,Orem City Council,OR02,DAVID M. SPENCER,71
2021,municipal primary,Council,At-Large,Orem City Council,OR02,NICHELLE JENSEN,41
2021,municipal primary,Council,At-Large,Orem City Council,OR02,MIKE CARPENTER,38
2021,municipal primary,Council,At-Large,Orem City Council,OR02,QUINN MECHAM,36
2021,municipal primary,Council,At-Large,Orem City Council,OR02,SHAUNTE RUIZ ZUNDEL,35
2021,municipal primary,Council,At-Large,Orem City Council,OR02,"JON ""JON J"" JENSEN",18
2021,municipal primary,Council,At-Large,Orem City Council,OR02,TODD LINSLEY,17
2021,municipal primary,Council,At-Large,Orem City Council,OR02,MICKEY W. COCHRAN,10
2021,municipal primary,Council,At-Large,Orem City Council,OR03,LANAE MILLETT,231
2021,municipal primary,Council,At-Large,Orem City Council,OR03,DAVID M. SPENCER,210
2021,municipal primary,Council,At-Large,Orem City Council,OR03,TOM MACDONALD,190
2021,municipal primary,Council,At-Large,Orem City Council,OR03,QUINN MECHAM,114
2021,municipal primary,Council,At-Large,Orem City Council,OR03,NICHELLE JENSEN,71
2021,municipal primary,Council,At-Large,Orem City Council,OR03,SHAUNTE RUIZ ZUNDEL,58
2021,municipal primary,Council,At-Large,Orem City Council,OR03,MICKEY W. COCHRAN,35
2021,municipal primary,Council,At-Large,Orem City Council,OR03,TODD LINSLEY,33
2021,municipal primary,Council,At-Large,Orem City Council,OR03,MIKE CARPENTER,29
2021,municipal primary,Council,At-Large,Orem City Council,OR03,"JON ""JON J"" JENSEN",25
2021,municipal primary,Council,At-Large,Orem City Council,OR04,LANAE MILLETT,107
2021,municipal primary,Council,At-Large,Orem City Council,OR04,DAVID M. SPENCER,85
2021,municipal primary,Council,At-Large,Orem City Council,OR04,TOM MACDONALD,78
2021,municipal primary,Council,At-Large,Orem City Council,OR04,NICHELLE JENSEN,71
2021,municipal primary,Council,At-Large,Orem City Council,OR04,QUINN MECHAM,58
2021,municipal primary,Council,At-Large,Orem City Council,OR04,SHAUNTE RUIZ ZUNDEL,56
2021,municipal primary,Council,At-Large,Orem City Council,OR04,MIKE CARPENTER,46
2021,municipal primary,Council,At-Large,Orem City Council,OR04,TODD LINSLEY,35
2021,municipal primary,Council,At-Large,Orem City Council,OR04,"JON ""JON J"" JENSEN",24
2021,municipal primary,Council,At-Large,Orem City Council,OR04,MICKEY W. COCHRAN,19
2021,municipal primary,Council,At-Large,Orem City Council,OR05,LANAE MILLETT,336
2021,municipal primary,Council,At-Large,Orem City Council,OR05,TOM MACDONALD,306
2021,municipal primary,Council,At-Large,Orem City Council,OR05,DAVID M. SPENCER,304
2021,municipal primary,Council,At-Large,Orem City Council,OR05,QUINN MECHAM,175
2021,municipal primary,Council,At-Large,Orem City Council,OR05,NICHELLE JENSEN,133
2021,municipal primary,Council,At-Large,Orem City Council,OR05,SHAUNTE RUIZ ZUNDEL,109
2021,municipal primary,Council,At-Large,Orem City Council,OR05,MIKE CARPENTER,57
2021,municipal primary,Council,At-Large,Orem City Council,OR05,TODD LINSLEY,51
2021,municipal primary,Council,At-Large,Orem City Council,OR05,"JON ""JON J"" JENSEN",43
2021,municipal primary,Council,At-Large,Orem City Council,OR05,MICKEY W. COCHRAN,25
2021,municipal primary,Council,At-Large,Orem City Council,OR06,LANAE MILLETT,145
2021,municipal primary,Council,At-Large,Orem City Council,OR06,DAVID M. SPENCER,140
2021,municipal primary,Council,At-Large,Orem City Council,OR06,TOM MACDONALD,136
2021,municipal primary,Council,At-Large,Orem City Council,OR06,QUINN MECHAM,74
2021,municipal primary,Council,At-Large,Orem City Council,OR06,SHAUNTE RUIZ ZUNDEL,68
2021,municipal primary,Council,At-Large,Orem City Council,OR06,NICHELLE JENSEN,67
2021,municipal primary,Council,At-Large,Orem City Council,OR06,MIKE CARPENTER,42
2021,municipal primary,Council,At-Large,Orem City Council,OR06,"JON ""JON J"" JENSEN",39
2021,municipal primary,Council,At-Large,Orem City Council,OR06,MICKEY W. COCHRAN,35
2021,municipal primary,Council,At-Large,Orem City Council,OR06,TODD LINSLEY,22
2021,municipal primary,Council,At-Large,Orem City Council,OR07,QUINN MECHAM,247
2021,municipal primary,Council,At-Large,Orem City Council,OR07,LANAE MILLETT,183
2021,municipal primary,Council,At-Large,Orem City Council,OR07,DAVID M. SPENCER,168
2021,municipal primary,Council,At-Large,Orem City Council,OR07,TOM MACDONALD,151
2021,municipal primary,Council,At-Large,Orem City Council,OR07,NICHELLE JENSEN,115
2021,municipal primary,Council,At-Large,Orem City Council,OR07,SHAUNTE RUIZ ZUNDEL,98
2021,municipal primary,Council,At-Large,Orem City Council,OR07,MIKE CARPENTER,44
2021,municipal primary,Council,At-Large,Orem City Council,OR07,MICKEY W. COCHRAN,36
2021,municipal primary,Council,At-Large,Orem City Council,OR07,"JON ""JON J"" JENSEN",28
2021,municipal primary,Council,At-Large,Orem City Council,OR07,TODD LINSLEY,23
2021,municipal primary,Council,At-Large,Orem City Council,OR08,LANAE MILLETT,135
2021,municipal primary,Council,At-Large,Orem City Council,OR08,DAVID M. SPENCER,116
2021,municipal primary,Council,At-Large,Orem City Council,OR08,SHAUNTE RUIZ ZUNDEL,64
2021,municipal primary,Council,At-Large,Orem City Council,OR08,TOM MACDONALD,64
2021,municipal primary,Council,At-Large,Orem City Council,OR08,NICHELLE JENSEN,60
2021,municipal primary,Council,At-Large,Orem City Council,OR08,QUINN MECHAM,60
2021,municipal primary,Council,At-Large,Orem City Council,OR08,MIKE CARPENTER,27
2021,municipal primary,Council,At-Large,Orem City Council,OR08,"JON ""JON J"" JENSEN",24
2021,municipal primary,Council,At-Large,Orem City Council,OR08,TODD LINSLEY,20
2021,municipal primary,Council,At-Large,Orem City Council,OR08,MICKEY W. COCHRAN,18
2021,municipal primary,Council,At-Large,Orem City Council,OR09,DAVID M. SPENCER,77
2021,municipal primary,Council,At-Large,Orem City Council,OR09,LANAE MILLETT,73
2021,municipal primary,Council,At-Large,Orem City Council,OR09,TOM MACDONALD,51
2021,municipal primary,Council,At-Large,Orem City Council,OR09,QUINN MECHAM,34
2021,municipal primary,Council,At-Large,Orem City Council,OR09,SHAUNTE RUIZ ZUNDEL,25
2021,municipal primary,Council,At-Large,Orem City Council,OR09,NICHELLE JENSEN,22
2021,municipal primary,Council,At-Large,Orem City Council,OR09,MIKE CARPENTER,21
2021,municipal primary,Council,At-Large,Orem City Council,OR09,"JON ""JON J"" JENSEN",8
2021,municipal primary,Council,At-Large,Orem City Council,OR09,TODD LINSLEY,8
2021,municipal primary,Council,At-Large,Orem City Council,OR09,MICKEY W. COCHRAN,5
2021,municipal primary,Council,At-Large,Orem City Council,OR10,LANAE MILLETT,163
2021,municipal primary,Council,At-Large,Orem City Council,OR10,TOM MACDONALD,149
2021,municipal primary,Council,At-Large,Orem City Council,OR10,DAVID M. SPENCER,121
2021,municipal primary,Council,At-Large,Orem City Council,OR10,QUINN MECHAM,64
2021,municipal primary,Council,At-Large,Orem City Council,OR10,SHAUNTE RUIZ ZUNDEL,50
2021,municipal primary,Council,At-Large,Orem City Council,OR10,NICHELLE JENSEN,37
2021,municipal primary,Council,At-Large,Orem City Council,OR10,MIKE CARPENTER,24
2021,municipal primary,Council,At-Large,Orem City Council,OR10,"JON ""JON J"" JENSEN",14
2021,municipal primary,Council,At-Large,Orem City Council,OR10,TODD LINSLEY,13
2021,municipal primary,Council,At-Large,Orem City Council,OR10,MICKEY W. COCHRAN,12
2021,municipal primary,Council,At-Large,Orem City Council,OR11,LANAE MILLETT,215
2021,municipal primary,Council,At-Large,Orem City Council,OR11,DAVID M. SPENCER,198
2021,municipal primary,Council,At-Large,Orem City Council,OR11,TOM MACDONALD,142
2021,municipal primary,Council,At-Large,Orem City Council,OR11,QUINN MECHAM,102
2021,municipal primary,Council,At-Large,Orem City Council,OR11,SHAUNTE RUIZ ZUNDEL,100
2021,municipal primary,Council,At-Large,Orem City Council,OR11,NICHELLE JENSEN,73
2021,municipal primary,Council,At-Large,Orem City Council,OR11,"JON ""JON J"" JENSEN",64
2021,municipal primary,Council,At-Large,Orem City Council,OR11,TODD LINSLEY,39
2021,municipal primary,Council,At-Large,Orem City Council,OR11,MICKEY W. COCHRAN,37
2021,municipal primary,Council,At-Large,Orem City Council,OR11,MIKE CARPENTER,34
2021,municipal primary,Council,At-Large,Orem City Council,OR12,NICHELLE JENSEN,42
2021,municipal primary,Council,At-Large,Orem City Council,OR12,DAVID M. SPENCER,41
2021,municipal primary,Council,At-Large,Orem City Council,OR12,SHAUNTE RUIZ ZUNDEL,38
2021,municipal primary,Council,At-Large,Orem City Council,OR12,LANAE MILLETT,38
2021,municipal primary,Council,At-Large,Orem City Council,OR12,QUINN MECHAM,35
2021,municipal primary,Council,At-Large,Orem City Council,OR12,MIKE CARPENTER,29
2021,municipal primary,Council,At-Large,Orem City Council,OR12,TOM MACDONALD,27
2021,municipal primary,Council,At-Large,Orem City Council,OR12,TODD LINSLEY,17
2021,municipal primary,Council,At-Large,Orem City Council,OR12,MICKEY W. COCHRAN,9
2021,municipal primary,Council,At-Large,Orem City Council,OR12,"JON ""JON J"" JENSEN",6
2021,municipal primary,Council,At-Large,Orem City Council,OR13,DAVID M. SPENCER,81
2021,municipal primary,Council,At-Large,Orem City Council,OR13,LANAE MILLETT,80
2021,municipal primary,Council,At-Large,Orem City Council,OR13,SHAUNTE RUIZ ZUNDEL,73
2021,municipal primary,Council,At-Large,Orem City Council,OR13,NICHELLE JENSEN,70
2021,municipal primary,Council,At-Large,Orem City Council,OR13,QUINN MECHAM,62
2021,municipal primary,Council,At-Large,Orem City Council,OR13,TOM MACDONALD,58
2021,municipal primary,Council,At-Large,Orem City Council,OR13,MIKE CARPENTER,38
2021,municipal primary,Council,At-Large,Orem City Council,OR13,TODD LINSLEY,20
2021,municipal primary,Council,At-Large,Orem City Council,OR13,"JON ""JON J"" JENSEN",19
2021,municipal primary,Council,At-Large,Orem City Council,OR13,MICKEY W. COCHRAN,12
2021,municipal primary,Council,At-Large,Orem City Council,OR14,SHAUNTE RUIZ ZUNDEL,38
2021,municipal primary,Council,At-Large,Orem City Council,OR14,NICHELLE JENSEN,29
2021,municipal primary,Council,At-Large,Orem City Council,OR14,TOM MACDONALD,29
2021,municipal primary,Council,At-Large,Orem City Council,OR14,LANAE MILLETT,27
2021,municipal primary,Council,At-Large,Orem City Council,OR14,QUINN MECHAM,25
2021,municipal primary,Council,At-Large,Orem City Council,OR14,DAVID M. SPENCER,19
2021,municipal primary,Council,At-Large,Orem City Council,OR14,MIKE CARPENTER,13
2021,municipal primary,Council,At-Large,Orem City Council,OR14,TODD LINSLEY,10
2021,municipal primary,Council,At-Large,Orem City Council,OR14,MICKEY W. COCHRAN,8
2021,municipal primary,Council,At-Large,Orem City Council,OR14,"JON ""JON J"" JENSEN",2
2021,municipal primary,Council,At-Large,Orem City Council,OR15,DAVID M. SPENCER,94
2021,municipal primary,Council,At-Large,Orem City Council,OR15,TOM MACDONALD,93
2021,municipal primary,Council,At-Large,Orem City Council,OR15,LANAE MILLETT,86
2021,municipal primary,Council,At-Large,Orem City Council,OR15,QUINN MECHAM,77
2021,municipal primary,Council,At-Large,Orem City Council,OR15,NICHELLE JENSEN,75
2021,municipal primary,Council,At-Large,Orem City Council,OR15,MIKE CARPENTER,71
2021,municipal primary,Council,At-Large,Orem City Council,OR15,SHAUNTE RUIZ ZUNDEL,66
2021,municipal primary,Council,At-Large,Orem City Council,OR15,TODD LINSLEY,43
2021,municipal primary,Council,At-Large,Orem City Council,OR15,MICKEY W. COCHRAN,41
2021,municipal primary,Council,At-Large,Orem City Council,OR15,"JON ""JON J"" JENSEN",25
2021,municipal primary,Council,At-Large,Orem City Council,OR16,LANAE MILLETT,140
2021,municipal primary,Council,At-Large,Orem City Council,OR16,DAVID M. SPENCER,115
2021,municipal primary,Council,At-Large,Orem City Council,OR16,TOM MACDONALD,81
2021,municipal primary,Council,At-Large,Orem City Council,OR16,SHAUNTE RUIZ ZUNDEL,72
2021,municipal primary,Council,At-Large,Orem City Council,OR16,QUINN MECHAM,52
2021,municipal primary,Council,At-Large,Orem City Council,OR16,MIKE CARPENTER,34
2021,municipal primary,Council,At-Large,Orem City Council,OR16,NICHELLE JENSEN,33
2021,municipal primary,Council,At-Large,Orem City Council,OR16,MICKEY W. COCHRAN,10
2021,municipal primary,Council,At-Large,Orem City Council,OR16,TODD LINSLEY,8
2021,municipal primary,Council,At-Large,Orem City Council,OR16,"JON ""JON J"" JENSEN",7
2021,municipal primary,Council,At-Large,Orem City Council,OR17,LANAE MILLETT,130
2021,municipal primary,Council,At-Large,Orem City Council,OR17,DAVID M. SPENCER,127
2021,municipal primary,Council,At-Large,Orem City Council,OR17,TOM MACDONALD,114
2021,municipal primary,Council,At-Large,Orem City Council,OR17,QUINN MECHAM,74
2021,municipal primary,Council,At-Large,Orem City Council,OR17,NICHELLE JENSEN,72
2021,municipal primary,Council,At-Large,Orem City Council,OR17,SHAUNTE RUIZ ZUNDEL,70
2021,municipal primary,Council,At-Large,Orem City Council,OR17,MIKE CARPENTER,47
2021,municipal primary,Council,At-Large,Orem City Council,OR17,"JON ""JON J"" JENSEN",37
2021,municipal primary,Council,At-Large,Orem City Council,OR17,MICKEY W. COCHRAN,37
2021,municipal primary,Council,At-Large,Orem City Council,OR17,TODD LINSLEY,31
2021,municipal primary,Council,At-Large,Orem City Council,OR18,TOM MACDONALD,82
2021,municipal primary,Council,At-Large,Orem City Council,OR18,DAVID M. SPENCER,81
2021,municipal primary,Council,At-Large,Orem City Council,OR18,NICHELLE JENSEN,73
2021,municipal primary,Council,At-Large,Orem City Council,OR18,LANAE MILLETT,72
2021,municipal primary,Council,At-Large,Orem City Council,OR18,QUINN MECHAM,60
2021,municipal primary,Council,At-Large,Orem City Council,OR18,SHAUNTE RUIZ ZUNDEL,54
2021,municipal primary,Council,At-Large,Orem City Council,OR18,"JON ""JON J"" JENSEN",28
2021,municipal primary,Council,At-Large,Orem City Council,OR18,MIKE CARPENTER,24
2021,municipal primary,Council,At-Large,Orem City Council,OR18,MICKEY W. COCHRAN,15
2021,municipal primary,Council,At-Large,Orem City Council,OR18,TODD LINSLEY,12
2021,municipal primary,Council,At-Large,Orem City Council,OR19,TOM MACDONALD,178
2021,municipal primary,Council,At-Large,Orem City Council,OR19,LANAE MILLETT,161
2021,municipal primary,Council,At-Large,Orem City Council,OR19,DAVID M. SPENCER,153
2021,municipal primary,Council,At-Large,Orem City Council,OR19,SHAUNTE RUIZ ZUNDEL,78
2021,municipal primary,Council,At-Large,Orem City Council,OR19,QUINN MECHAM,76
2021,municipal primary,Council,At-Large,Orem City Council,OR19,MICKEY W. COCHRAN,68
2021,municipal primary,Council,At-Large,Orem City Council,OR19,NICHELLE JENSEN,57
2021,municipal primary,Council,At-Large,Orem City Council,OR19,MIKE CARPENTER,38
2021,municipal primary,Council,At-Large,Orem City Council,OR19,"JON ""JON J"" JENSEN",25
2021,municipal primary,Council,At-Large,Orem City Council,OR19,TODD LINSLEY,17
2021,municipal primary,Council,At-Large,Orem City Council,OR20,TOM MACDONALD,169
2021,municipal primary,Council,At-Large,Orem City Council,OR20,LANAE MILLETT,166
2021,municipal primary,Council,At-Large,Orem City Council,OR20,DAVID M. SPENCER,146
2021,municipal primary,Council,At-Large,Orem City Council,OR20,SHAUNTE RUIZ ZUNDEL,108
2021,municipal primary,Council,At-Large,Orem City Council,OR20,NICHELLE JENSEN,96
2021,municipal primary,Council,At-Large,Orem City Council,OR20,QUINN MECHAM,96
2021,municipal primary,Council,At-Large,Orem City Council,OR20,MIKE CARPENTER,42
2021,municipal primary,Council,At-Large,Orem City Council,OR20,MICKEY W. COCHRAN,31
2021,municipal primary,Council,At-Large,Orem City Council,OR20,"JON ""JON J"" JENSEN",29
2021,municipal primary,Council,At-Large,Orem City Council,OR20,TODD LINSLEY,19
2021,municipal primary,Council,At-Large,Orem City Council,OR21,TOM MACDONALD,129
2021,municipal primary,Council,At-Large,Orem City Council,OR21,LANAE MILLETT,125
2021,municipal primary,Council,At-Large,Orem City Council,OR21,DAVID M. SPENCER,123
2021,municipal primary,Council,At-Large,Orem City Council,OR21,QUINN MECHAM,92
2021,municipal primary,Council,At-Large,Orem City Council,OR21,NICHELLE JENSEN,64
2021,municipal primary,Council,At-Large,Orem City Council,OR21,MIKE CARPENTER,57
2021,municipal primary,Council,At-Large,Orem City Council,OR21,SHAUNTE RUIZ ZUNDEL,55
2021,municipal primary,Council,At-Large,Orem City Council,OR21,TODD LINSLEY,31
2021,municipal primary,Council,At-Large,Orem City Council,OR21,MICKEY W. COCHRAN,27
2021,municipal primary,Council,At-Large,Orem City Council,OR21,"JON ""JON J"" JENSEN",25
2021,municipal primary,Council,At-Large,Orem City Council,OR22,LANAE MILLETT,204
2021,municipal primary,Council,At-Large,Orem City Council,OR22,DAVID M. SPENCER,182
2021,municipal primary,Council,At-Large,Orem City Council,OR22,TOM MACDONALD,167
2021,municipal primary,Council,At-Large,Orem City Council,OR22,SHAUNTE RUIZ ZUNDEL,105
2021,municipal primary,Council,At-Large,Orem City Council,OR22,QUINN MECHAM,102
2021,municipal primary,Council,At-Large,Orem City Council,OR22,NICHELLE JENSEN,84
2021,municipal primary,Council,At-Large,Orem City Council,OR22,MIKE CARPENTER,53
2021,municipal primary,Council,At-Large,Orem City Council,OR22,MICKEY W. COCHRAN,41
2021,municipal primary,Council,At-Large,Orem City Council,OR22,"JON ""JON J"" JENSEN",35
2021,municipal primary,Council,At-Large,Orem City Council,OR22,TODD LINSLEY,33
2021,municipal primary,Council,At-Large,Orem City Council,OR23,LANAE MILLETT,237
2021,municipal primary,Council,At-Large,Orem City Council,OR23,DAVID M. SPENCER,158
2021,municipal primary,Council,At-Large,Orem City Council,OR23,QUINN MECHAM,145
2021,municipal primary,Council,At-Large,Orem City Council,OR23,SHAUNTE RUIZ ZUNDEL,143
2021,municipal primary,Council,At-Large,Orem City Council,OR23,TOM MACDONALD,130
2021,municipal primary,Council,At-Large,Orem City Council,OR23,NICHELLE JENSEN,70
2021,municipal primary,Council,At-Large,Orem City Council,OR23,MIKE CARPENTER,59
2021,municipal primary,Council,At-Large,Orem City Council,OR23,"JON ""JON J"" JENSEN",50
2021,municipal primary,Council,At-Large,Orem City Council,OR23,MICKEY W. COCHRAN,27
2021,municipal primary,Council,At-Large,Orem City Council,OR23,TODD LINSLEY,24
2021,municipal primary,Council,At-Large,Orem City Council,OR24,DAVID M. SPENCER,276
2021,municipal primary,Council,At-Large,Orem City Council,OR24,LANAE MILLETT,269
2021,municipal primary,Council,At-Large,Orem City Council,OR24,TOM MACDONALD,251
2021,municipal primary,Council,At-Large,Orem City Council,OR24,QUINN MECHAM,116
2021,municipal primary,Council,At-Large,Orem City Council,OR24,NICHELLE JENSEN,84
2021,municipal primary,Council,At-Large,Orem City Council,OR24,SHAUNTE RUIZ ZUNDEL,70
2021,municipal primary,Council,At-Large,Orem City Council,OR24,MIKE CARPENTER,40
2021,municipal primary,Council,At-Large,Orem City Council,OR24,TODD LINSLEY,28
2021,municipal primary,Council,At-Large,Orem City Council,OR24,MICKEY W. COCHRAN,23
2021,municipal primary,Council,At-Large,Orem City Council,OR24,"JON ""JON J"" JENSEN",15
2021,municipal primary,Council,At-Large,Orem City Council,OR25,LANAE MILLETT,123
2021,municipal primary,Council,At-Large,Orem City Council,OR25,DAVID M. SPENCER,92
2021,municipal primary,Council,At-Large,Orem City Council,OR25,TOM MACDONALD,82
2021,municipal primary,Council,At-Large,Orem City Council,OR25,QUINN MECHAM,68
2021,municipal primary,Council,At-Large,Orem City Council,OR25,SHAUNTE RUIZ ZUNDEL,58
2021,municipal primary,Council,At-Large,Orem City Council,OR25,NICHELLE JENSEN,58
2021,municipal primary,Council,At-Large,Orem City Council,OR25,MIKE CARPENTER,32
2021,municipal primary,Council,At-Large,Orem City Council,OR25,"JON ""JON J"" JENSEN",22
2021,municipal primary,Council,At-Large,Orem City Council,OR25,TODD LINSLEY,20
2021,municipal primary,Council,At-Large,Orem City Council,OR25,MICKEY W. COCHRAN,19
2021,municipal primary,Council,At-Large,Orem City Council,OR26,LANAE MILLETT,159
2021,municipal primary,Council,At-Large,Orem City Council,OR26,DAVID M. SPENCER,121
2021,municipal primary,Council,At-Large,Orem City Council,OR26,SHAUNTE RUIZ ZUNDEL,69
2021,municipal primary,Council,At-Large,Orem City Council,OR26,TOM MACDONALD,67
2021,municipal primary,Council,At-Large,Orem City Council,OR26,NICHELLE JENSEN,55
2021,municipal primary,Council,At-Large,Orem City Council,OR26,QUINN MECHAM,55
2021,municipal primary,Council,At-Large,Orem City Council,OR26,MIKE CARPENTER,29
2021,municipal primary,Council,At-Large,Orem City Council,OR26,TODD LINSLEY,22
2021,municipal primary,Council,At-Large,Orem City Council,OR26,"JON ""JON J"" JENSEN",21
2021,municipal primary,Council,At-Large,Orem City Council,OR26,MICKEY W. COCHRAN,11
2021,municipal primary,Council,At-Large,Orem City Council,OR27,LANAE MILLETT,145
2021,municipal primary,Council,At-Large,Orem City Council,OR27,DAVID M. SPENCER,93
2021,municipal primary,Council,At-Large,Orem City Council,OR27,TOM MACDONALD,92
2021,municipal primary,Council,At-Large,Orem City Council,OR27,QUINN MECHAM,81
2021,municipal primary,Council,At-Large,Orem City Council,OR27,SHAUNTE RUIZ ZUNDEL,70
2021,municipal primary,Council,At-Large,Orem City Council,OR27,NICHELLE JENSEN,47
2021,municipal primary,Council,At-Large,Orem City Council,OR27,MIKE CARPENTER,34
2021,municipal primary,Council,At-Large,Orem City Council,OR27,MICKEY W. COCHRAN,27
2021,municipal primary,Council,At-Large,Orem City Council,OR27,"JON ""JON J"" JENSEN",24
2021,municipal primary,Council,At-Large,Orem City Council,OR27,TODD LINSLEY,16
2021,municipal primary,Council,At-Large,Orem City Council,OR28,LANAE MILLETT,177
2021,municipal primary,Council,At-Large,Orem City Council,OR28,DAVID M. SPENCER,124
2021,municipal primary,Council,At-Large,Orem City Council,OR28,TOM MACDONALD,107
2021,municipal primary,Council,At-Large,Orem City Council,OR28,SHAUNTE RUIZ ZUNDEL,93
2021,municipal primary,Council,At-Large,Orem City Council,OR28,QUINN MECHAM,87
2021,municipal primary,Council,At-Large,Orem City Council,OR28,MIKE CARPENTER,65
2021,municipal primary,Council,At-Large,Orem City Council,OR28,NICHELLE JENSEN,64
2021,municipal primary,Council,At-Large,Orem City Council,OR28,TODD LINSLEY,59
2021,municipal primary,Council,At-Large,Orem City Council,OR28,MICKEY W. COCHRAN,31
2021,municipal primary,Council,At-Large,Orem City Council,OR28,"JON ""JON J"" JENSEN",11
2021,municipal primary,Council,At-Large,Orem City Council,OR29,LANAE MILLETT,360
2021,municipal primary,Council,At-Large,Orem City Council,OR29,DAVID M. SPENCER,302
2021,municipal primary,Council,At-Large,Orem City Council,OR29,TOM MACDONALD,279
2021,municipal primary,Council,At-Large,Orem City Council,OR29,QUINN MECHAM,120
2021,municipal primary,Council,At-Large,Orem City Council,OR29,NICHELLE JENSEN,92
2021,municipal primary,Council,At-Large,Orem City Council,OR29,MIKE CARPENTER,76
2021,municipal primary,Council,At-Large,Orem City Council,OR29,SHAUNTE RUIZ ZUNDEL,70
2021,municipal primary,Council,At-Large,Orem City Council,OR29,MICKEY W. COCHRAN,38
2021,municipal primary,Council,At-Large,Orem City Council,OR29,TODD LINSLEY,35
2021,municipal primary,Council,At-Large,Orem City Council,OR29,"JON ""JON J"" JENSEN",21
2021,municipal primary,Council,At-Large,Orem City Council,OR30,TOM MACDONALD,236
2021,municipal primary,Council,At-Large,Orem City Council,OR30,LANAE MILLETT,189
2021,municipal primary,Council,At-Large,Orem City Council,OR30,DAVID M. SPENCER,163
2021,municipal primary,Council,At-Large,Orem City Council,OR30,NICHELLE JENSEN,134
2021,municipal primary,Council,At-Large,Orem City Council,OR30,QUINN MECHAM,92
2021,municipal primary,Council,At-Large,Orem City Council,OR30,SHAUNTE RUIZ ZUNDEL,65
2021,municipal primary,Council,At-Large,Orem City Council,OR30,MIKE CARPENTER,38
2021,municipal primary,Council,At-Large,Orem City Council,OR30,TODD LINSLEY,29
2021,municipal primary,Council,At-Large,Orem City Council,OR30,"JON ""JON J"" JENSEN",20
2021,municipal primary,Council,At-Large,Orem City Council,OR30,MICKEY W. COCHRAN,19
2021,municipal primary,Council,At-Large,Orem City Council,OR31,LANAE MILLETT,166
2021,municipal primary,Council,At-Large,Orem City Council,OR31,TOM MACDONALD,161
2021,municipal primary,Council,At-Large,Orem City Council,OR31,DAVID M. SPENCER,157
2021,municipal primary,Council,At-Large,Orem City Council,OR31,QUINN MECHAM,157
2021,municipal primary,Council,At-Large,Orem City Council,OR31,NICHELLE JENSEN,108
2021,municipal primary,Council,At-Large,Orem City Council,OR31,SHAUNTE RUIZ ZUNDEL,75
2021,municipal primary,Council,At-Large,Orem City Council,OR31,"JON ""JON J"" JENSEN",26
2021,municipal primary,Council,At-Large,Orem City Council,OR31,MICKEY W. COCHRAN,26
2021,municipal primary,Council,At-Large,Orem City Council,OR31,TODD LINSLEY,22
2021,municipal primary,Council,At-Large,Orem City Council,OR31,MIKE CARPENTER,17
