date,body,title,event_id,video_url,video_id,portal_url,caption_type,minutes_match
2025-10-01,Historic Preservation Board,Historic Preservation Board Meeting,2375,https://cpmedia.azureedge.net/parkcityut/d65358a747.mp4,d65358a747,https://parkcityut.portal.civicclerk.com/event/2375/overview,none,false
2025-10-08,Planning Commission,Planning Commission Meeting,2351,https://cpmedia.azureedge.net/parkcityut/d330cf9e7f.mp4,d330cf9e7f,https://parkcityut.portal.civicclerk.com/event/2351/overview,none,false
2025-10-13,City Council,City Council Special Meeting,3611,https://cpmedia.azureedge.net/parkcityut/d92417a42d.mp4,d92417a42d,https://parkcityut.portal.civicclerk.com/event/3611/overview,none,true
2025-10-16,City Council,Special City Council Meeting,2471,https://cpmedia.azureedge.net/parkcityut/988477e2b3.mp4,988477e2b3,https://parkcityut.portal.civicclerk.com/event/2471/overview,none,true
2025-10-22,Planning Commission,Planning Commission Meeting,2363,https://cpmedia.azureedge.net/parkcityut/fac7c65966.mp4,fac7c65966,https://parkcityut.portal.civicclerk.com/event/2363/overview,none,false
2025-10-23,City Council,City Council Meeting,2473,https://cpmedia.azureedge.net/parkcityut/091092708c.mp4,091092708c,https://parkcityut.portal.civicclerk.com/event/2473/overview,none,true
2025-11-06,City Council,City Council Meeting,2475,https://cpmedia.azureedge.net/parkcityut/b2adc8c00e.mp4,b2adc8c00e,https://parkcityut.portal.civicclerk.com/event/2475/overview,none,true
2025-11-17,Historic Preservation Board,Historic Preservation Board Meeting,3669,https://cpmedia.azureedge.net/parkcityut/2c9fa9d683.mp4,2c9fa9d683,https://parkcityut.portal.civicclerk.com/event/3669/overview,none,false
2025-11-18,City Council,City Council Meeting,2477,https://cpmedia.azureedge.net/parkcityut/cb3411af67.mp4,cb3411af67,https://parkcityut.portal.civicclerk.com/event/2477/overview,none,true
2025-12-03,Historic Preservation Board,Historic Preservation Board Meeting,2499,https://cpmedia.azureedge.net/parkcityut/3f579e2c58.mp4,3f579e2c58,https://parkcityut.portal.civicclerk.com/event/2499/overview,none,false
2025-12-10,Planning Commission,Planning Commission Meeting,2353,https://cpmedia.azureedge.net/parkcityut/2e901cd0e2.mp4,2e901cd0e2,https://parkcityut.portal.civicclerk.com/event/2353/overview,none,false
2025-12-11,City Council,City Council Meeting,2480,https://cpmedia.azureedge.net/parkcityut/bb3a871b50.mp4,bb3a871b50,https://parkcityut.portal.civicclerk.com/event/2480/overview,none,true
2025-12-18,City Council,City Council Meeting,2481,https://cpmedia.azureedge.net/parkcityut/32da8d9779.mp4,32da8d9779,https://parkcityut.portal.civicclerk.com/event/2481/overview,none,true
2026-01-07,Historic Preservation Board,Historic Preservation Board Meeting,3746,https://cpmedia.azureedge.net/parkcityut/e76dd16c65.mp4,e76dd16c65,https://parkcityut.portal.civicclerk.com/event/3746/overview,none,false
2026-01-08,City Council,City Council Meeting,3694,https://cpmedia.azureedge.net/parkcityut/b4837fbb0b.mp4,b4837fbb0b,https://parkcityut.portal.civicclerk.com/event/3694/overview,none,true
2026-01-13,Board of Adjustment,Board of Adjustment Meeting,3759,https://cpmedia.azureedge.net/parkcityut/368a55ef52.mp4,368a55ef52,https://parkcityut.portal.civicclerk.com/event/3759/overview,none,true
2026-01-13,City Council,City Council Special Meeting,3760,https://cpmedia.azureedge.net/parkcityut/1409361368.mp4,1409361368,https://parkcityut.portal.civicclerk.com/event/3760/overview,none,true
2026-01-14,Planning Commission,Planning Commission Meeting,3670,https://cpmedia.azureedge.net/parkcityut/9ed8436025.mp4,9ed8436025,https://parkcityut.portal.civicclerk.com/event/3670/overview,none,false
2026-01-15,City Council,City Council Meeting,3695,https://cpmedia.azureedge.net/parkcityut/a73e8a624a.mp4,a73e8a624a,https://parkcityut.portal.civicclerk.com/event/3695/overview,none,true
2026-01-20,City Council,City Council Meeting,3696,https://cpmedia.azureedge.net/parkcityut/4902321c48.mp4,4902321c48,https://parkcityut.portal.civicclerk.com/event/3696/overview,none,true
2026-01-28,Planning Commission,Planning Commission Meeting,3682,https://cpmedia.azureedge.net/parkcityut/9517e7b7a7.mp4,9517e7b7a7,https://parkcityut.portal.civicclerk.com/event/3682/overview,none,false
2026-02-03,City Council,City Council Meeting,3698,https://cpmedia.azureedge.net/parkcityut/5e803a34e7.mp4,5e803a34e7,https://parkcityut.portal.civicclerk.com/event/3698/overview,none,true
2026-02-04,Historic Preservation Board,Historic Preservation Board Meeting,3747,https://cpmedia.azureedge.net/parkcityut/e46d62475e.mp4,e46d62475e,https://parkcityut.portal.civicclerk.com/event/3747/overview,none,false
2026-02-10,Board of Adjustment,Board of Adjustment Meeting,3871,https://cpmedia.azureedge.net/parkcityut/69d82e7c05.mp4,69d82e7c05,https://parkcityut.portal.civicclerk.com/event/3871/overview,none,false
2026-02-13,City Council,City Council Special Meeting,3869,https://cpmedia.azureedge.net/parkcityut/1545fdd93d.mp4,1545fdd93d,https://parkcityut.portal.civicclerk.com/event/3869/overview,none,true
2026-02-25,City Council,City Council Special Meeting,3870,https://cpmedia.azureedge.net/parkcityut/4d5915b8d8.mp4,4d5915b8d8,https://parkcityut.portal.civicclerk.com/event/3870/overview,none,true
2026-02-25,Planning Commission,Planning Commission Meeting,3683,https://cpmedia.azureedge.net/parkcityut/f95bf6ca05.mp4,f95bf6ca05,https://parkcityut.portal.civicclerk.com/event/3683/overview,none,true
2026-02-26,City Council,City Council Meeting,3701,https://cpmedia.azureedge.net/parkcityut/49acb248e4.mp4,49acb248e4,https://parkcityut.portal.civicclerk.com/event/3701/overview,none,true
2026-03-04,Historic Preservation Board,Historic Preservation Board Meeting,3748,https://cpmedia.azureedge.net/parkcityut/74198fe9e5.mp4,74198fe9e5,https://parkcityut.portal.civicclerk.com/event/3748/overview,none,false
2026-03-05,City Council,City Council Meeting,3702,https://cpmedia.azureedge.net/parkcityut/be358ca1aa.mp4,be358ca1aa,https://parkcityut.portal.civicclerk.com/event/3702/overview,none,true
2026-03-06,City Council,Joint City Council and County Council Meeting,3817,https://cpmedia.azureedge.net/parkcityut/601ec8a14b.mp4,601ec8a14b,https://parkcityut.portal.civicclerk.com/event/3817/overview,none,true
2026-03-11,Planning Commission,Planning Commission Meeting,3672,https://cpmedia.azureedge.net/parkcityut/43af48a0c3.mp4,43af48a0c3,https://parkcityut.portal.civicclerk.com/event/3672/overview,none,false
2026-03-19,City Council,City Council Meeting,3704,https://cpmedia.azureedge.net/parkcityut/798ae7a67e.mp4,798ae7a67e,https://parkcityut.portal.civicclerk.com/event/3704/overview,none,true
2026-03-25,Planning Commission,Planning Commission Meeting,3684,https://cpmedia.azureedge.net/parkcityut/77cb762e0e.mp4,77cb762e0e,https://parkcityut.portal.civicclerk.com/event/3684/overview,none,false
2026-03-31,Board of Adjustment,Board of Adjustment Meeting,3873,https://cpmedia.azureedge.net/parkcityut/af969564a9.mp4,af969564a9,https://parkcityut.portal.civicclerk.com/event/3873/overview,none,false
2026-04-01,Historic Preservation Board,Historic Preservation Board Meeting,3749,https://cpmedia.azureedge.net/parkcityut/be7d0227c0.mp4,be7d0227c0,https://parkcityut.portal.civicclerk.com/event/3749/overview,none,false
2026-04-08,Planning Commission,Planning Commission Meeting,3673,https://cpmedia.azureedge.net/parkcityut/fe0ba16ab7.mp4,fe0ba16ab7,https://parkcityut.portal.civicclerk.com/event/3673/overview,none,false
2026-04-09,City Council,City Council Meeting,3707,https://cpmedia.azureedge.net/parkcityut/7f41361e76.mp4,7f41361e76,https://parkcityut.portal.civicclerk.com/event/3707/overview,none,true
2026-04-22,Planning Commission,Planning Commission Meeting,3685,https://cpmedia.azureedge.net/parkcityut/0950b234f1.mp4,0950b234f1,https://parkcityut.portal.civicclerk.com/event/3685/overview,none,false
2026-04-30,City Council,City Council Meeting,3710,https://cpmedia.azureedge.net/parkcityut/ee32efa454.mp4,ee32efa454,https://parkcityut.portal.civicclerk.com/event/3710/overview,none,true
2026-05-07,City Council,City Council Meeting,3711,https://cpmedia.azureedge.net/parkcityut/2abd09133a.mp4,2abd09133a,https://parkcityut.portal.civicclerk.com/event/3711/overview,none,true
2026-05-13,Planning Commission,Planning Commission Meeting,3674,https://cpmedia.azureedge.net/parkcityut/2c5114899a.mp4,2c5114899a,https://parkcityut.portal.civicclerk.com/event/3674/overview,none,false
2026-05-21,City Council,City Council Meeting,3713,https://cpmedia.azureedge.net/parkcityut/5f1657662d.mp4,5f1657662d,https://parkcityut.portal.civicclerk.com/event/3713/overview,none,true
2026-05-22,City Council,City Council Strategic Planning Retreat,3876,https://cpmedia.azureedge.net/parkcityut/f70577f8ef.mp4,f70577f8ef,https://parkcityut.portal.civicclerk.com/event/3876/overview,none,true
2026-05-27,Planning Commission,Planning Commission Meeting,3686,https://cpmedia.azureedge.net/parkcityut/a1a7a8f7a0.mp4,a1a7a8f7a0,https://parkcityut.portal.civicclerk.com/event/3686/overview,none,false
2026-06-03,Historic Preservation Board,Historic Preservation Board Meeting,3751,https://cpmedia.azureedge.net/parkcityut/8d24057579.mp4,8d24057579,https://parkcityut.portal.civicclerk.com/event/3751/overview,none,false
2026-06-04,City Council,City Council Meeting,3929,https://cpmedia.azureedge.net/parkcityut/610d53ce8b.mp4,610d53ce8b,https://parkcityut.portal.civicclerk.com/event/3929/overview,none,false
2026-06-10,Planning Commission,Planning Commission Meeting,3675,https://cpmedia.azureedge.net/parkcityut/5ba4fff1b7.mp4,5ba4fff1b7,https://parkcityut.portal.civicclerk.com/event/3675/overview,none,false
2026-06-11,City Council,City Council Meeting,3930,https://cpmedia.azureedge.net/parkcityut/9e6113b95a.mp4,9e6113b95a,https://parkcityut.portal.civicclerk.com/event/3930/overview,none,false
2026-06-24,Planning Commission,Planning Commission Meeting,3687,https://cpmedia.azureedge.net/parkcityut/da294c8d3b.mp4,da294c8d3b,https://parkcityut.portal.civicclerk.com/event/3687/overview,none,false
2026-06-25,City Council,City Council Meeting,3931,https://cpmedia.azureedge.net/parkcityut/f50d7bc235.mp4,f50d7bc235,https://parkcityut.portal.civicclerk.com/event/3931/overview,none,false
2026-07-01,Historic Preservation Board,Historic Preservation Board Meeting,3752,https://cpmedia.azureedge.net/parkcityut/0f130fb841.mp4,0f130fb841,https://parkcityut.portal.civicclerk.com/event/3752/overview,none,false
