notice_id,title,event_date,body,entity,file_url,file_id,label
1000567,Planning Commission Meeting Agenda June 17th 2025,2025/06/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1281829.pdf,1281829,Agenda 2025 June 17.pdf
993497,Planning Commission Meeting Agenda May 20th 2025,2025/05/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1287419.pdf,1287419,2025-05-20 - PC Minutes Signed.pdf
993497,Planning Commission Meeting Agenda May 20th 2025,2025/05/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1269039.pdf,1269039,Agenda 2025 May 20.pdf
985285,April 15th 2025 Utah County Planning Commission Meeting Public Notice,2025/04/15 05:30 PM,Utah County Planning Commission,Utah County,,,
985281,April 15th 2025 Utah County Planning Commission Meeting,2025/04/15 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1254455.pdf,1254455,Agenda 2025 April 15.pdf
978921,Utah County Planning Commission Meeting Public Notice March 18 2025,2025/03/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1242653.pdf,1242653,Public Hearing 3.18.25.pdf
978919,Planning Commission Meeting Agenda March 18 2025,2025/03/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1260017.pdf,1260017,2025-03-18 - PC Minutes Signed.pdf
978919,Planning Commission Meeting Agenda March 18 2025,2025/03/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1242649.pdf,1242649,Agenda 2025 March 18.pdf
972349,February 18 2025 Utah County Planning Commission Meeting Public Notice,2025/02/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1229697.pdf,1229697,Public Hearing 2.18.25.pdf
972297,February 18 2025 Utah County Planning Commission Meeting,2025/02/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1260019.pdf,1260019,2025-02-18 - PC Minutes Signed.pdf
972297,February 18 2025 Utah County Planning Commission Meeting,2025/02/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1260021.pdf,1260021,Agenda 2025 February 18.pdf
966137,Planning Commission Public Notice January 21st 2025 AMENDED,2025/01/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1218467.pdf,1218467,Public Hearing 1.21.25.pdf
966139,January 21st 2025 Planning Commission Meeting Agenda Amended,2025/01/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1235111.pdf,1235111,2025-01-21 - PC Minutes Signed.pdf
966139,January 21st 2025 Planning Commission Meeting Agenda Amended,2025/01/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1218459.pdf,1218459,Agenda 2025 January 21 Amended.pdf
1094345,"Planning Commission Meeting Agenda July 21, 2026",2026/07/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1459457.pdf,1459457,Agenda 2026 July 21.pdf
1094351,Planning Commission Meeting Public Notice July 21 2026,2026/07/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1459471.pdf,1459471,Public Hearing 7.21.26.pdf
1086705,"Planning Commission Meeting Agenda June 16, 2026",2026/06/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1444613.pdf,1444613,Agenda 2026 June 16.pdf
1086709,"Planning Commission Public Hearing Notice June 16, 2026",2026/06/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1444625.pdf,1444625,Public Hearing 6.16.26.pdf
1078987,Planning Commission Meeting Agenda May 19th 2026,2026/05/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1450459.pdf,1450459,2026-05-19 - PC Minutes Signed.pdf
1078987,Planning Commission Meeting Agenda May 19th 2026,2026/05/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1430059.pdf,1430059,Agenda 2026 May 19.pdf
1078991,Planning Commission Meeting Public Hearing Notice May 19th 2026,2026/05/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1430063.pdf,1430063,Public Hearing 5.19.26.pdf
1072247,Planning Commission Meeting Agenda April 21st 2026,2026/04/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1436407.pdf,1436407,2026-04-21 - PC Minutes Signed.pdf
1072247,Planning Commission Meeting Agenda April 21st 2026,2026/04/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1416947.pdf,1416947,Agenda 2026 April 21.pdf
1072249,Planning Commission Public Notice April 21 2026,2026/04/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1416949.pdf,1416949,Public Hearing 4.21.26.pdf
1065179,Planning Commission Meeting Cancelled March 17th 2026,2026/03/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1402781.pdf,1402781,Agenda 2026 March 17 CANCELED.pdf
1057773,Planning Commission Meeting Agenda February 17th 2026,2026/02/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1422455.pdf,1422455,2026-02-17 PC Minutes Signed.pdf
1057773,Planning Commission Meeting Agenda February 17th 2026,2026/02/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1387927.pdf,1387927,Agenda 2026 February 17.pdf
1057781,"Planning Commission Meeting Public Notice February 17th, 2026",2026/02/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1387941.pdf,1387941,Public Hearing 2.17.26.pdf
1062363,Planning Commission Notice Of Intent of comprehensive update and amendment of the Utah County General Plan,2026/02/10 11:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1397261.pdf,1397261,Notice of Intent.pdf
1050851,"Planning Commission Meeting Agenda January 20th, 2026",2026/01/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1393395.pdf,1393395,2026-01-20 PC Minutes Signed.pdf
1050851,"Planning Commission Meeting Agenda January 20th, 2026",2026/01/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1378315.pdf,1378315,Agenda 2026 January 20 (amended).pdf
1050853,Planning Commission Meeting Public Notice October 21st 2025,2026/01/20 05:30 PM,Utah County Planning Commission,Utah County,,,
