date,body,md_path,source_url,minutes_status,agenda_url,cms_minutes_file,note
2024-12-17,Planning Commission,,https://www.utah.gov/pmn/files/1205229.pdf,no_minutes,https://www.utah.gov/pmn/files/1205229.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2024-12-18,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2024-12-17%20-%20PC%20Minutes.pdf,catalogued_media_offline,,2024-12-17 - PC Minutes.pdf,minutes catalogued in Utah County CMS (2024-12-17 - PC Minutes.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2025-01-21,Planning Commission,land_use/minutes/2025/2025-01-21_planning_commission.md,https://www.utah.gov/pmn/files/1235111.pdf,Approved,https://www.utah.gov/pmn/files/1218459.pdf,,
2025-01-22,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2025-01-21%20-%20PC%20Minutes%20Signed.pdf,catalogued_media_offline,,2025-01-21 - PC Minutes Signed.pdf,minutes catalogued in Utah County CMS (2025-01-21 - PC Minutes Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2025-02-18,Planning Commission,land_use/minutes/2025/2025-02-18_planning_commission.md,https://www.utah.gov/pmn/files/1260019.pdf,Approved,https://www.utah.gov/pmn/files/1260021.pdf,,
2025-02-19,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2025-02-18%20-%20PC%20Minutes%20Signed.pdf,catalogued_media_offline,,2025-02-18 - PC Minutes Signed.pdf,minutes catalogued in Utah County CMS (2025-02-18 - PC Minutes Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2025-03-18,Planning Commission,land_use/minutes/2025/2025-03-18_planning_commission.md,https://www.utah.gov/pmn/files/1260017.pdf,Approved,https://www.utah.gov/pmn/files/1242649.pdf,2025-03-18 - PC Minutes Signed.pdf,
2025-04-15,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2025-04-15%20PC%20Minutes%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1254455.pdf,2025-04-15 PC Minutes Signed.pdf,minutes catalogued in Utah County CMS (2025-04-15 PC Minutes Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2025-04-28,Planning Commission,,,no_minutes,,,held per county CMS; no minutes catalogued or on PMN (pending or unpublished)
2025-05-20,Planning Commission,land_use/minutes/2025/2025-05-20_planning_commission.md,https://www.utah.gov/pmn/files/1287419.pdf,Approved,https://www.utah.gov/pmn/files/1269039.pdf,2025-05-20 - PC Minutes Signed.pdf,
2025-06-17,Planning Commission,land_use/minutes/2025/2025-06-17_planning_commission.md,https://www.utah.gov/pmn/files/1312487.pdf,Approved,https://www.utah.gov/pmn/files/1281829.pdf,2025-06-17 - PC Minutes Signed.pdf,
2025-07-15,Planning Commission,,https://www.utah.gov/pmn/files/1294427.pdf,no_minutes,https://www.utah.gov/pmn/files/1294427.pdf,,held per county CMS; no minutes catalogued or on PMN (pending or unpublished)
2025-08-19,Planning Commission,land_use/minutes/2025/2025-08-19_planning_commission.md,https://www.utah.gov/pmn/files/1324265.pdf,Approved,https://www.utah.gov/pmn/files/1307577.pdf,2025-08-19 - PC Minutes Signed.pdf,
2025-09-16,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2025-09-16%20-%20PC%20Minutes%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1320377.pdf,2025-09-16 - PC Minutes Signed.pdf,minutes catalogued in Utah County CMS (2025-09-16 - PC Minutes Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2025-10-09,Planning Commission,,,no_minutes,,,held per county CMS; no minutes catalogued or on PMN (pending or unpublished)
2025-10-21,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2025-10-21%20-%20PC%20Minutes%20Signed.pdf,catalogued_media_offline,,2025-10-21 - PC Minutes Signed.pdf,minutes catalogued in Utah County CMS (2025-10-21 - PC Minutes Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2025-11-18,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2025-11-18%20-%20PC%20Minutes%20-%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1347335.pdf,2025-11-18 - PC Minutes - Signed.pdf,minutes catalogued in Utah County CMS (2025-11-18 - PC Minutes - Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2025-12-16,Planning Commission,land_use/minutes/2025/2025-12-16_planning_commission.md,https://www.utah.gov/pmn/files/1379963.pdf,Approved,https://www.utah.gov/pmn/files/1361526.pdf,2025-12-16 - PC Minutes Signed.pdf,
2026-01-20,Planning Commission,land_use/minutes/2026/2026-01-20_planning_commission.md,https://www.utah.gov/pmn/files/1393395.pdf,Approved,https://www.utah.gov/pmn/files/1378315.pdf,2026-01-20 PC Minutes Signed.pdf,
2026-02-17,Planning Commission,land_use/minutes/2026/2026-02-17_planning_commission.md,https://www.utah.gov/pmn/files/1422455.pdf,Approved,https://www.utah.gov/pmn/files/1387927.pdf,2026-02-17 PC Minutes Signed.pdf,
2026-03-17,Planning Commission,,https://www.utah.gov/pmn/files/1402781.pdf,no_minutes,https://www.utah.gov/pmn/files/1402781.pdf,,held per county CMS; no minutes catalogued or on PMN (pending or unpublished)
2026-04-21,Planning Commission,land_use/minutes/2026/2026-04-21_planning_commission.md,https://www.utah.gov/pmn/files/1436407.pdf,Approved,https://www.utah.gov/pmn/files/1416947.pdf,,
2026-05-19,Planning Commission,land_use/minutes/2026/2026-05-19_planning_commission.md,https://www.utah.gov/pmn/files/1450459.pdf,Approved,https://www.utah.gov/pmn/files/1430059.pdf,2026-05-19 - PC Minutes Signed.pdf,
2026-06-16,Planning Commission,,https://www.utah.gov/pmn/files/1444613.pdf,no_minutes,https://www.utah.gov/pmn/files/1444613.pdf,,held per county CMS; no minutes catalogued or on PMN (pending or unpublished)
2026-07-21,Planning Commission,,https://www.utah.gov/pmn/files/1459457.pdf,Scheduled,https://www.utah.gov/pmn/files/1459457.pdf,,future meeting (scheduled)
2026-08-18,Planning Commission,,,Scheduled,,,future meeting (scheduled)
2026-09-15,Planning Commission,,,Scheduled,,,future meeting (scheduled)
2026-10-20,Planning Commission,,,Scheduled,,,future meeting (scheduled)
2026-11-18,Planning Commission,,,Scheduled,,,future meeting (scheduled)
2026-12-16,Planning Commission,,,Scheduled,,,future meeting (scheduled)
