year,election_type,office,district,contest,precinct,candidate,votes,suppressed,note
2021,municipal general,Mayor,,Sandy City Mayor,SAN040,BROOKE CHRISTENSEN,13,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN040,MARCI HOUSEMAN,2,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN041,"MONICA ""MONICA Z"" ZOLTANSKI",25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN041,JIM BENNETT,27,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN041,KRIS NICHOLL,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN041,MIKE APPLEGARTH,22,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN041,LINDA SAVILLE,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN041,RONALD T. JONES,7,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN041,BROOKE CHRISTENSEN,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN041,MARCI HOUSEMAN,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN042,"MONICA ""MONICA Z"" ZOLTANSKI",28,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN042,JIM BENNETT,33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN042,KRIS NICHOLL,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN042,MIKE APPLEGARTH,33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN042,LINDA SAVILLE,168,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN042,RONALD T. JONES,6,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN042,BROOKE CHRISTENSEN,39,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN042,MARCI HOUSEMAN,12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN043,"MONICA ""MONICA Z"" ZOLTANSKI",38,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN043,JIM BENNETT,40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN043,KRIS NICHOLL,17,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN043,MIKE APPLEGARTH,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN043,LINDA SAVILLE,60,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN043,RONALD T. JONES,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN043,BROOKE CHRISTENSEN,23,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN043,MARCI HOUSEMAN,19,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN044,"MONICA ""MONICA Z"" ZOLTANSKI",66,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN044,JIM BENNETT,71,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN044,KRIS NICHOLL,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN044,MIKE APPLEGARTH,24,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN044,LINDA SAVILLE,41,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN044,RONALD T. JONES,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN044,BROOKE CHRISTENSEN,38,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN044,MARCI HOUSEMAN,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN045,"MONICA ""MONICA Z"" ZOLTANSKI",76,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN045,JIM BENNETT,65,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN045,KRIS NICHOLL,53,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN045,MIKE APPLEGARTH,41,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN045,LINDA SAVILLE,100,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN045,RONALD T. JONES,39,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN045,BROOKE CHRISTENSEN,48,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN045,MARCI HOUSEMAN,32,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN048,"MONICA ""MONICA Z"" ZOLTANSKI",50,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN048,JIM BENNETT,56,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN048,KRIS NICHOLL,40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN048,MIKE APPLEGARTH,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN048,LINDA SAVILLE,30,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN048,RONALD T. JONES,24,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN048,BROOKE CHRISTENSEN,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN048,MARCI HOUSEMAN,16,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN049,"MONICA ""MONICA Z"" ZOLTANSKI",65,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN049,JIM BENNETT,45,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN049,KRIS NICHOLL,39,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN049,MIKE APPLEGARTH,40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN049,LINDA SAVILLE,58,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN049,RONALD T. JONES,12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN049,BROOKE CHRISTENSEN,23,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN049,MARCI HOUSEMAN,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN050,"MONICA ""MONICA Z"" ZOLTANSKI",73,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN050,JIM BENNETT,107,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN050,KRIS NICHOLL,62,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN050,MIKE APPLEGARTH,54,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN050,LINDA SAVILLE,24,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN050,RONALD T. JONES,33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN050,BROOKE CHRISTENSEN,16,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN050,MARCI HOUSEMAN,34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN051,"MONICA ""MONICA Z"" ZOLTANSKI",69,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN051,JIM BENNETT,72,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN051,KRIS NICHOLL,47,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN051,MIKE APPLEGARTH,40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN051,LINDA SAVILLE,33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN051,RONALD T. JONES,25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN051,BROOKE CHRISTENSEN,24,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN051,MARCI HOUSEMAN,17,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN052,"MONICA ""MONICA Z"" ZOLTANSKI",7,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN052,JIM BENNETT,12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN052,KRIS NICHOLL,4,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN052,MIKE APPLEGARTH,2,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN052,LINDA SAVILLE,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN052,RONALD T. JONES,1,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN052,BROOKE CHRISTENSEN,5,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN052,MARCI HOUSEMAN,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN053,"MONICA ""MONICA Z"" ZOLTANSKI",91,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN053,JIM BENNETT,70,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN053,KRIS NICHOLL,35,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN053,MIKE APPLEGARTH,38,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN053,LINDA SAVILLE,43,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN053,RONALD T. JONES,22,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN053,BROOKE CHRISTENSEN,38,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN053,MARCI HOUSEMAN,26,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN054,"MONICA ""MONICA Z"" ZOLTANSKI",63,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN054,JIM BENNETT,74,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN054,KRIS NICHOLL,59,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN054,MIKE APPLEGARTH,43,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN054,LINDA SAVILLE,26,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN054,RONALD T. JONES,12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN054,BROOKE CHRISTENSEN,23,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN054,MARCI HOUSEMAN,13,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN055,"MONICA ""MONICA Z"" ZOLTANSKI",56,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN055,JIM BENNETT,89,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN055,KRIS NICHOLL,28,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN055,MIKE APPLEGARTH,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN055,LINDA SAVILLE,17,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN055,RONALD T. JONES,26,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN055,BROOKE CHRISTENSEN,16,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN055,MARCI HOUSEMAN,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN056,"MONICA ""MONICA Z"" ZOLTANSKI",95,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN056,JIM BENNETT,98,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN056,KRIS NICHOLL,68,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN056,MIKE APPLEGARTH,55,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN056,LINDA SAVILLE,33,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN056,RONALD T. JONES,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN056,BROOKE CHRISTENSEN,28,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN056,MARCI HOUSEMAN,19,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN057,"MONICA ""MONICA Z"" ZOLTANSKI",109,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN057,JIM BENNETT,121,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN057,KRIS NICHOLL,103,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN057,MIKE APPLEGARTH,55,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN057,LINDA SAVILLE,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN057,RONALD T. JONES,30,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN057,BROOKE CHRISTENSEN,35,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN057,MARCI HOUSEMAN,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN058,"MONICA ""MONICA Z"" ZOLTANSKI",83,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN058,JIM BENNETT,197,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN058,KRIS NICHOLL,40,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN058,MIKE APPLEGARTH,76,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN058,LINDA SAVILLE,46,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN058,RONALD T. JONES,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN058,BROOKE CHRISTENSEN,28,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN058,MARCI HOUSEMAN,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN059,"MONICA ""MONICA Z"" ZOLTANSKI",25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN059,JIM BENNETT,9,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN059,KRIS NICHOLL,37,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN059,MIKE APPLEGARTH,1,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN059,LINDA SAVILLE,3,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN059,RONALD T. JONES,5,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN059,BROOKE CHRISTENSEN,6,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN059,MARCI HOUSEMAN,3,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN060,"MONICA ""MONICA Z"" ZOLTANSKI",88,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN060,JIM BENNETT,97,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN060,KRIS NICHOLL,45,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN060,MIKE APPLEGARTH,89,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN060,LINDA SAVILLE,37,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN060,RONALD T. JONES,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN060,BROOKE CHRISTENSEN,23,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN060,MARCI HOUSEMAN,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN061,"MONICA ""MONICA Z"" ZOLTANSKI",31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN061,JIM BENNETT,47,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN061,KRIS NICHOLL,27,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN061,MIKE APPLEGARTH,26,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN061,LINDA SAVILLE,36,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN061,RONALD T. JONES,4,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN061,BROOKE CHRISTENSEN,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN061,MARCI HOUSEMAN,11,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN062,"MONICA ""MONICA Z"" ZOLTANSKI",47,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN062,JIM BENNETT,23,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN062,KRIS NICHOLL,16,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN062,MIKE APPLEGARTH,12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN062,LINDA SAVILLE,8,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN062,RONALD T. JONES,11,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN062,BROOKE CHRISTENSEN,8,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN062,MARCI HOUSEMAN,10,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN063,"MONICA ""MONICA Z"" ZOLTANSKI",69,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN063,JIM BENNETT,50,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN063,KRIS NICHOLL,25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN063,MIKE APPLEGARTH,13,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN063,LINDA SAVILLE,37,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN063,RONALD T. JONES,25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN063,BROOKE CHRISTENSEN,70,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN063,MARCI HOUSEMAN,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN064,"MONICA ""MONICA Z"" ZOLTANSKI",78,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN064,JIM BENNETT,48,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN064,KRIS NICHOLL,27,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN064,MIKE APPLEGARTH,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN064,LINDA SAVILLE,17,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN064,RONALD T. JONES,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN064,BROOKE CHRISTENSEN,21,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN064,MARCI HOUSEMAN,13,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN065,"MONICA ""MONICA Z"" ZOLTANSKI",79,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN065,JIM BENNETT,65,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN065,KRIS NICHOLL,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN065,MIKE APPLEGARTH,27,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN065,LINDA SAVILLE,24,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN065,RONALD T. JONES,29,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN065,BROOKE CHRISTENSEN,22,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN065,MARCI HOUSEMAN,21,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN066,"MONICA ""MONICA Z"" ZOLTANSKI",61,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN066,JIM BENNETT,49,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN066,KRIS NICHOLL,11,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN066,MIKE APPLEGARTH,72,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN066,LINDA SAVILLE,17,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN066,RONALD T. JONES,10,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN066,BROOKE CHRISTENSEN,16,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN066,MARCI HOUSEMAN,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN067,"MONICA ""MONICA Z"" ZOLTANSKI",113,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN067,JIM BENNETT,30,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN067,KRIS NICHOLL,36,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN067,MIKE APPLEGARTH,22,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN067,LINDA SAVILLE,65,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN067,RONALD T. JONES,7,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN067,BROOKE CHRISTENSEN,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN067,MARCI HOUSEMAN,19,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN068,"MONICA ""MONICA Z"" ZOLTANSKI",34,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN068,JIM BENNETT,37,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN068,KRIS NICHOLL,9,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN068,MIKE APPLEGARTH,19,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN068,LINDA SAVILLE,5,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN068,RONALD T. JONES,9,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN068,BROOKE CHRISTENSEN,17,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN068,MARCI HOUSEMAN,12,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN069,"MONICA ""MONICA Z"" ZOLTANSKI",79,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN069,JIM BENNETT,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN069,KRIS NICHOLL,30,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN069,MIKE APPLEGARTH,45,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN069,LINDA SAVILLE,21,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN069,RONALD T. JONES,14,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN069,BROOKE CHRISTENSEN,15,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN069,MARCI HOUSEMAN,22,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN071,"MONICA ""MONICA Z"" ZOLTANSKI",154,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN071,JIM BENNETT,25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN071,KRIS NICHOLL,32,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN071,MIKE APPLEGARTH,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN071,LINDA SAVILLE,27,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN071,RONALD T. JONES,18,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN071,BROOKE CHRISTENSEN,11,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN071,MARCI HOUSEMAN,11,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN072,"MONICA ""MONICA Z"" ZOLTANSKI",77,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN072,JIM BENNETT,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN072,KRIS NICHOLL,26,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN072,MIKE APPLEGARTH,41,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN072,LINDA SAVILLE,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN072,RONALD T. JONES,32,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN072,BROOKE CHRISTENSEN,30,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN072,MARCI HOUSEMAN,123,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN073,"MONICA ""MONICA Z"" ZOLTANSKI",129,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN073,JIM BENNETT,56,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN073,KRIS NICHOLL,38,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN073,MIKE APPLEGARTH,31,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN073,LINDA SAVILLE,56,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN073,RONALD T. JONES,25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN073,BROOKE CHRISTENSEN,28,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN073,MARCI HOUSEMAN,25,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN074,"MONICA ""MONICA Z"" ZOLTANSKI",72,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN074,JIM BENNETT,78,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN074,KRIS NICHOLL,58,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN074,MIKE APPLEGARTH,20,False,first-choice (round 1)
2021,municipal general,Mayor,,Sandy City Mayor,SAN074,LINDA SAVILLE,7,False,first-choice (round 1)
