video_id,title,channel_tab,title_date_raw,video_url
UdRR51RK-Yk,"City of West Jordan, Utah - LIVE Stream - January 8, 2020",streams,"January 8, 2020",https://www.youtube.com/watch?v=UdRR51RK-Yk
QVp-HRrGQwY,"City of West Jordan, Utah - Planning Commission - January 7, 2020",streams,"January 7, 2020",https://www.youtube.com/watch?v=QVp-HRrGQwY
wg13jgQ0_zk,"City of West Jordan, Utah - LIVE Stream - January 7, 2020",streams,"January 7, 2020",https://www.youtube.com/watch?v=wg13jgQ0_zk
qIouyOLCuPI,"City of West Jordan, Utah - LIVE Stream - January 6, 2020",streams,"January 6, 2020",https://www.youtube.com/watch?v=qIouyOLCuPI
BWlBgXrqSMI,"City of West Jordan, Utah - LIVE Stream - January 6, 2020",streams,"January 6, 2020",https://www.youtube.com/watch?v=BWlBgXrqSMI
-29we-9PS38,"City of West Jordan, Utah - Planning Commission - December 17, 2019",streams,"December 17, 2019",https://www.youtube.com/watch?v=-29we-9PS38
7zGbhyiET-I,"City of West Jordan, Utah -City Council - December 11, 2019",streams,"December 11, 2019",https://www.youtube.com/watch?v=7zGbhyiET-I
sL2quwLCiKo,"City of West Jordan, Utah - LIVE Stream - December 11, 2019",streams,"December 11, 2019",https://www.youtube.com/watch?v=sL2quwLCiKo
m2rPf4jO2dk,"City of West Jordan, Utah - LIVE Stream - December 11, 2019",streams,"December 11, 2019",https://www.youtube.com/watch?v=m2rPf4jO2dk
r7c2qxG_oLU,"City of West Jordan, Utah - City Council - Part 2 - December 4, 2019",streams,"December 4, 2019",https://www.youtube.com/watch?v=r7c2qxG_oLU
7yQuYo8iEqE,"City of West Jordan, Utah - City Council - Part 1 - December 4, 2019",streams,"December 4, 2019",https://www.youtube.com/watch?v=7yQuYo8iEqE
9rj4pWQV2Vs,"City of West Jordan, Utah - LIVE Stream - December 4, 2019",streams,"December 4, 2019",https://www.youtube.com/watch?v=9rj4pWQV2Vs
moRNf6d1wX0,"City of West Jordan, Utah - Planning Commission - December 3, 2019",streams,"December 3, 2019",https://www.youtube.com/watch?v=moRNf6d1wX0
vuSuPKzkk_c,"City of West Jordan, Utah - LIVE Stream - December 3, 2019",streams,"December 3, 2019",https://www.youtube.com/watch?v=vuSuPKzkk_c
b3WchQ_yZZ0,"City of West Jordan, Utah - LIVE Stream - November 20, 2019",streams,"November 20, 2019",https://www.youtube.com/watch?v=b3WchQ_yZZ0
upcpaaD0RZU,"City of West Jordan, Utah - LIVE Stream - November 20, 2019",streams,"November 20, 2019",https://www.youtube.com/watch?v=upcpaaD0RZU
D1lDbEw027M,"City of West Jordan, Utah - Planning Commission - November 20, 2019",streams,"November 20, 2019",https://www.youtube.com/watch?v=D1lDbEw027M
6zKLCPpY3PY,"City of West Jordan, Utah - LIVE Stream - November 20, 2019",streams,"November 20, 2019",https://www.youtube.com/watch?v=6zKLCPpY3PY
CZSTUMN6TAo,"City of West Jordan, Utah - City Council - November 19, 2019",streams,"November 19, 2019",https://www.youtube.com/watch?v=CZSTUMN6TAo
Y1l5jZ9yRpI,"City of West Jordan, Utah - LIVE Stream - November 19, 2019",streams,"November 19, 2019",https://www.youtube.com/watch?v=Y1l5jZ9yRpI
-vrKuIOZ4RQ,"City of West Jordan, Utah - City Council - November 13, 2019",streams,"November 13, 2019",https://www.youtube.com/watch?v=-vrKuIOZ4RQ
0-_Qe9XdrRg,"City of West Jordan, Utah - LIVE Stream - November 6, 2019",streams,"November 6, 2019",https://www.youtube.com/watch?v=0-_Qe9XdrRg
RMXpWmMxZYA,"City of West Jordan, Utah - Planning Commission - November 6, 2019",streams,"November 6, 2019",https://www.youtube.com/watch?v=RMXpWmMxZYA
tZsmTWS6RFY,"City of West Jordan, Utah - LIVE Stream - October 23, 2019",streams,"October 23, 2019",https://www.youtube.com/watch?v=tZsmTWS6RFY
9GJMlqelgu0,"City of West Jordan, Utah -City Council - October 23, 2019",streams,"October 23, 2019",https://www.youtube.com/watch?v=9GJMlqelgu0
41bWpcewT5I,"City of West Jordan, Utah - LIVE Stream - October 23, 2019",streams,"October 23, 2019",https://www.youtube.com/watch?v=41bWpcewT5I
yP_GljuvYUI,"City of West Jordan, Utah - Planning Commission - October 15, 2019",streams,"October 15, 2019",https://www.youtube.com/watch?v=yP_GljuvYUI
7kocD02UUoY,"City of West Jordan, Utah -City Council - October 9, 2019",streams,"October 9, 2019",https://www.youtube.com/watch?v=7kocD02UUoY
yfs4i3dIrS4,"City of West Jordan, Utah - Planning Commission - October 1, 2019",streams,"October 1, 2019",https://www.youtube.com/watch?v=yfs4i3dIrS4
nfYA3LTcSEk,"City of West Jordan, Utah - City Council - September 25, 2019",streams,"September 25, 2019",https://www.youtube.com/watch?v=nfYA3LTcSEk
aJQDXUL-7rQ,"City of West Jordan, Utah - Planning Commission - September 17 2019",streams,September 17 2019,https://www.youtube.com/watch?v=aJQDXUL-7rQ
S0H-xOZunac,"City of West Jordan, Utah - City Council - September 11 2019",streams,September 11 2019,https://www.youtube.com/watch?v=S0H-xOZunac
gsTlXtuHL2E,"City of West Jordan, Utah - Planning Commission - September 3 2019",streams,September 3 2019,https://www.youtube.com/watch?v=gsTlXtuHL2E
hnAsUK2BDaQ,"City of West Jordan, Utah - LIVE Stream - September 3 2019",streams,September 3 2019,https://www.youtube.com/watch?v=hnAsUK2BDaQ
b8_tHIs66y0,"City of West Jordan, Utah -City Council - August 27 2019",streams,August 27 2019,https://www.youtube.com/watch?v=b8_tHIs66y0
xq7kpAb1B3U,"City of West Jordan, Utah - Planning Commission - August 20, 2019",streams,"August 20, 2019",https://www.youtube.com/watch?v=xq7kpAb1B3U
JnjnBRY-StY,"City of West Jordan, Utah - City Council - August 14, 2019",streams,"August 14, 2019",https://www.youtube.com/watch?v=JnjnBRY-StY
0G1mU4uz4z8,"City of West Jordan, Utah - Planning Commission - August 6, 2019",streams,"August 6, 2019",https://www.youtube.com/watch?v=0G1mU4uz4z8
cr-PWD_yd8U,"City of West Jordan, Utah - LIVE Stream - August 6, 2019",streams,"August 6, 2019",https://www.youtube.com/watch?v=cr-PWD_yd8U
Evj-vQ09k9Y,"City of West Jordan, Utah - City Council - July 31, 2019",streams,"July 31, 2019",https://www.youtube.com/watch?v=Evj-vQ09k9Y
E04UawArTrY,"City of West Jordan, Utah - City Council - July 17, 2019",streams,"July 17, 2019",https://www.youtube.com/watch?v=E04UawArTrY
N31rpv5sD4Q,"City of West Jordan, Utah - Planning Commission - July 16, 2019",streams,"July 16, 2019",https://www.youtube.com/watch?v=N31rpv5sD4Q
xo_bHgW2z_w,"City of West Jordan, Utah - City Council - June 26, 2019",streams,"June 26, 2019",https://www.youtube.com/watch?v=xo_bHgW2z_w
hmSp3dB8GIU,"City of West Jordan, Utah - Planning Commission - June 18 2019",streams,June 18 2019,https://www.youtube.com/watch?v=hmSp3dB8GIU
9qXTn43K-Fc,"City of West Jordan, Utah - City Council - June 12 2019",streams,June 12 2019,https://www.youtube.com/watch?v=9qXTn43K-Fc
kxHmvt-GMdo,"City of West Jordan, Utah - City Council - May 22, 2019",streams,"May 22, 2019",https://www.youtube.com/watch?v=kxHmvt-GMdo
McBl_Banq5U,"City of West Jordan, Utah -  City Council - May 8, 2019",streams,"May 8, 2019",https://www.youtube.com/watch?v=McBl_Banq5U
vaZ_LAW36so,"City of West Jordan, Utah - Planning Commission - May 7, 2019",streams,"May 7, 2019",https://www.youtube.com/watch?v=vaZ_LAW36so
ussu12ulgJs,"City of West Jordan, Utah - City Council - May 1, 2019",streams,"May 1, 2019",https://www.youtube.com/watch?v=ussu12ulgJs
GPteWCjaiaY,"City of West Jordan, Utah - City Council - April 10, 2019",streams,"April 10, 2019",https://www.youtube.com/watch?v=GPteWCjaiaY
f7uB23HxHR0,"City of West Jordan, Utah - Planning Commission - April 2, 2019",streams,"April 2, 2019",https://www.youtube.com/watch?v=f7uB23HxHR0
4rIZxur4cXI,"City of West Jordan, Utah - City Council - March 27, 2019",streams,"March 27, 2019",https://www.youtube.com/watch?v=4rIZxur4cXI
Ak7oQ4bQCb4,"City of West Jordan, Utah - Planning Commission - March 19, 2019",streams,"March 19, 2019",https://www.youtube.com/watch?v=Ak7oQ4bQCb4
6hYVeYhKvJU,"City of West Jordan, Utah - City Council - March 13, 2019",streams,"March 13, 2019",https://www.youtube.com/watch?v=6hYVeYhKvJU
_pDi7CVXYZE,"City of West Jordan, Utah - Live Stream - March 5, 2019",streams,"March 5, 2019",https://www.youtube.com/watch?v=_pDi7CVXYZE
EfD6SyvtTiE,"City of West Jordan, Utah - Live Stream - February 27, 2019",streams,"February 27, 2019",https://www.youtube.com/watch?v=EfD6SyvtTiE
sgEtyRH16qg,"City of West Jordan, Utah - Live Stream - February 19, 2019",streams,"February 19, 2019",https://www.youtube.com/watch?v=sgEtyRH16qg
Rggd4ubeN0g,"City of West Jordan, Utah - City Council - February 13, 2019",streams,"February 13, 2019",https://www.youtube.com/watch?v=Rggd4ubeN0g
Jvha7xIVSsQ,"City of West Jordan, Utah - Planning Commission - February 5, 2019",streams,"February 5, 2019",https://www.youtube.com/watch?v=Jvha7xIVSsQ
Mcz-uPqJskc,"City of West Jordan, Utah - City Council - January 23, 2019",streams,"January 23, 2019",https://www.youtube.com/watch?v=Mcz-uPqJskc
EoGGHbv6QVk,"City of West Jordan, Utah - January 9, 2019 - Prt 2",streams,"January 9, 2019",https://www.youtube.com/watch?v=EoGGHbv6QVk
S-F8-9z6xqY,"City of West Jordan, Utah - January 9, 2019 - Prt 1",streams,"January 9, 2019",https://www.youtube.com/watch?v=S-F8-9z6xqY
mqUxKre5mlE,"City of West Jordan, Utah - Live Stream - December 12, 2018",streams,"December 12, 2018",https://www.youtube.com/watch?v=mqUxKre5mlE
MVRn0aYIK2I,"City of West Jordan, Utah - City Council - December 5, 2018",streams,"December 5, 2018",https://www.youtube.com/watch?v=MVRn0aYIK2I
cJaKMTqHUwE,"City of West Jordan, Utah - Planning Commission - December 4, 2018",streams,"December 4, 2018",https://www.youtube.com/watch?v=cJaKMTqHUwE
xJ7N-dwlYEs,"City of West Jordan, Utah - Planning Commission - November 20, 2018",streams,"November 20, 2018",https://www.youtube.com/watch?v=xJ7N-dwlYEs
rweEQvh0zeg,"City of West Jordan, Utah - City Council - November 14, 2018",streams,"November 14, 2018",https://www.youtube.com/watch?v=rweEQvh0zeg
SS5Wd8AEwbE,"City of West Jordan, Utah - Live Stream - November 12, 2018",streams,"November 12, 2018",https://www.youtube.com/watch?v=SS5Wd8AEwbE
8oSlX3Apjaw,"City of West Jordan, Utah - City Council - November 7, 2018",streams,"November 7, 2018",https://www.youtube.com/watch?v=8oSlX3Apjaw
ABtgj6t4jJk,"City of West Jordan, Utah - City Council - October 30, 2018",streams,"October 30, 2018",https://www.youtube.com/watch?v=ABtgj6t4jJk
oSNYJR9RzmM,"City of West Jordan, Utah - City Council - October 24, 2018",streams,"October 24, 2018",https://www.youtube.com/watch?v=oSNYJR9RzmM
_aL-xJtmHMg,"City of West Jordan, Utah - Planning Commission - October 16, 2018",streams,"October 16, 2018",https://www.youtube.com/watch?v=_aL-xJtmHMg
3kNR4Afm0-w,"City of West Jordan, Utah - City Council - October 10, 2018",streams,"October 10, 2018",https://www.youtube.com/watch?v=3kNR4Afm0-w
dR6g0CyGcDs,"City of West Jordan, Utah - Planning Commission - October 2, 2018",streams,"October 2, 2018",https://www.youtube.com/watch?v=dR6g0CyGcDs
NmClSeuMZAQ,"City of West Jordan, Utah - City Council - September 26, 2018",streams,"September 26, 2018",https://www.youtube.com/watch?v=NmClSeuMZAQ
0uhc9-zAIWQ,"City of West Jordan, Utah - City Council - September 11, 2018",streams,"September 11, 2018",https://www.youtube.com/watch?v=0uhc9-zAIWQ
_u6FHcjeZ3s,"City of West Jordan, Utah - City Council - August 22, 2018",streams,"August 22, 2018",https://www.youtube.com/watch?v=_u6FHcjeZ3s
AuHqkq2WYYE,"City of West Jordan, Utah - Planning Commission - August 21, 2018",streams,"August 21, 2018",https://www.youtube.com/watch?v=AuHqkq2WYYE
DpqPugw9Py8,"City of West Jordan, Utah - City Council - August 14, 2018",streams,"August 14, 2018",https://www.youtube.com/watch?v=DpqPugw9Py8
2zNBR-kTPGc,"City of West Jordan, Utah - City Council - August 8, 2018",streams,"August 8, 2018",https://www.youtube.com/watch?v=2zNBR-kTPGc
6X2J2IcW76E,"City of West Jordan, Utah - Planning Commission - August 7, 2018",streams,"August 7, 2018",https://www.youtube.com/watch?v=6X2J2IcW76E
KAW4sFm7HnE,"City of West Jordan, Utah - City Council - August 1, 2018",streams,"August 1, 2018",https://www.youtube.com/watch?v=KAW4sFm7HnE
XcyznI9tLAY,"City of West Jordan, Utah - City Council - July 25, 2018",streams,"July 25, 2018",https://www.youtube.com/watch?v=XcyznI9tLAY
ctSri23tsKg,"City of West Jordan, Utah - Planning Commission - July 17, 2018",streams,"July 17, 2018",https://www.youtube.com/watch?v=ctSri23tsKg
DfegI_ce0lk,"City of West Jordan, Utah - City Council - July 11, 2018",streams,"July 11, 2018",https://www.youtube.com/watch?v=DfegI_ce0lk
SjhW7LC-Dco,"City of West Jordan, Utah - City Council - June 27, 2018",streams,"June 27, 2018",https://www.youtube.com/watch?v=SjhW7LC-Dco
KHW-a2eN1WY,"City of West Jordan, Utah - Planning Commission - June 19, 2018",streams,"June 19, 2018",https://www.youtube.com/watch?v=KHW-a2eN1WY
KXMX-Ar2lxQ,"City of West Jordan, Utah - City Council - June 13, 2018",streams,"June 13, 2018",https://www.youtube.com/watch?v=KXMX-Ar2lxQ
SCkLsNHAibw,"City of West Jordan, Utah - City Council - June 6, 2018",streams,"June 6, 2018",https://www.youtube.com/watch?v=SCkLsNHAibw
ZKEO_IDBpuA,"City of West Jordan, Utah - City Council 7-26-2017",streams,,https://www.youtube.com/watch?v=ZKEO_IDBpuA
-sDxkCdEl6Q,Western Stampede: Celebrate America’s 250th the Western Way,videos,,https://www.youtube.com/watch?v=-sDxkCdEl6Q
diS6g0-ObPc,Western Stampede Returns to West Jordan,videos,,https://www.youtube.com/watch?v=diS6g0-ObPc
YTpldVTQ0OA,"Western Stampede: Three Days of Rodeo, Fireworks, and Family Fun",videos,,https://www.youtube.com/watch?v=YTpldVTQ0OA
zp-zuVaqH2c,Fox Hollow Timelapse,videos,,https://www.youtube.com/watch?v=zp-zuVaqH2c
sbrblh1x-eI,First Friday,videos,,https://www.youtube.com/watch?v=sbrblh1x-eI
EFE6PDy_-1M,Mayor Burton's State of the City,videos,,https://www.youtube.com/watch?v=EFE6PDy_-1M
2-JOQPngiEQ,"Executive / Legislative Retreat - Saturday, January 10, 2026",videos,"January 10, 2026",https://www.youtube.com/watch?v=2-JOQPngiEQ
iZKO1eegras,"Executive / Legislative Retreat - Friday, January 9, 2026",videos,"January 9, 2026",https://www.youtube.com/watch?v=iZKO1eegras
tTD_Hs0ATeo,West Jordan Celebrates It's Newest Fire Engine!,videos,,https://www.youtube.com/watch?v=tTD_Hs0ATeo
oAMUxw20JQc,How To Check For A Water Leak,videos,,https://www.youtube.com/watch?v=oAMUxw20JQc
fROwWGcvDNk,Community and Arts Center Virtual Tour,videos,,https://www.youtube.com/watch?v=fROwWGcvDNk
E8T1yG6bFEc,Western Stampede Celebrates 70 Years!,videos,,https://www.youtube.com/watch?v=E8T1yG6bFEc
Rtfs8k6xXcM,Western Stampede Hits A Major Milestone!,videos,,https://www.youtube.com/watch?v=Rtfs8k6xXcM
7IpqW769TZs,Western Stampede -- A Utah Tradition!,videos,,https://www.youtube.com/watch?v=7IpqW769TZs
PSJEf_ngOvw,Western Stampede Throughout the Years,videos,,https://www.youtube.com/watch?v=PSJEf_ngOvw
2jxOWueg_jg,West Jordan's State of the City,videos,,https://www.youtube.com/watch?v=2jxOWueg_jg
jp6_8rRiERk,West Jordan Art Center Plans For Summer Opening,videos,,https://www.youtube.com/watch?v=jp6_8rRiERk
T-MBJDkGXGQ,"West Jordan Planning Commission - February 4, 2025",videos,"February 4, 2025",https://www.youtube.com/watch?v=T-MBJDkGXGQ
IZbFwn4fDJU,"West Jordan Planning Commission - January 21, 2025",videos,"January 21, 2025",https://www.youtube.com/watch?v=IZbFwn4fDJU
TDwVfCRB-VA,"West Jordan Committee of the Whole  - January 14, 2025",videos,"January 14, 2025",https://www.youtube.com/watch?v=TDwVfCRB-VA
pdEd-AGK5SQ,"West Jordan City Council - January 14, 2025",videos,"January 14, 2025",https://www.youtube.com/watch?v=pdEd-AGK5SQ
cACB2zV-yKQ,"West Jordan Planning Commission - January 7, 2025",videos,"January 7, 2025",https://www.youtube.com/watch?v=cACB2zV-yKQ
ERxEAhpFJn0,West Jordan's 8600 South Bridge is Now Open To The Public!,videos,,https://www.youtube.com/watch?v=ERxEAhpFJn0
TDndyWSdbSA,"West Jordan City Council Meeting - December 18, 2024",videos,"December 18, 2024",https://www.youtube.com/watch?v=TDndyWSdbSA
qky1gh-DWVI,"West Jordan Planning Commission - December 17, 2024",videos,"December 17, 2024",https://www.youtube.com/watch?v=qky1gh-DWVI
CqeTUrbVJEc,"West Jordan City Council Meeting - December 4, 2024",videos,"December 4, 2024",https://www.youtube.com/watch?v=CqeTUrbVJEc
Nzs3n0NN_1Q,"West Jordan Planning Commission - December 3, 2024",videos,"December 3, 2024",https://www.youtube.com/watch?v=Nzs3n0NN_1Q
Mfp64NuEF1s,"West Jordan City Council Meeting - November 20, 2024",videos,"November 20, 2024",https://www.youtube.com/watch?v=Mfp64NuEF1s
ujgjXXFWoJg,Inside look at West Jordan's Pioneer Hall,videos,,https://www.youtube.com/watch?v=ujgjXXFWoJg
Jukq14WFN7w,"West Jordan Planning Commission - November 19, 2024",videos,"November 19, 2024",https://www.youtube.com/watch?v=Jukq14WFN7w
j5LqOrlgjMk,Inside Look At Construction of West Jordan Art Center,videos,,https://www.youtube.com/watch?v=j5LqOrlgjMk
PKWTAtNB11w,"West Jordan Committee of the Whole - November 13, 2024",videos,"November 13, 2024",https://www.youtube.com/watch?v=PKWTAtNB11w
u8y_Qdp7DEE,Get Your Passport Fast! How to have a smooth visit at the West Jordan Passport Office,videos,,https://www.youtube.com/watch?v=u8y_Qdp7DEE
qodAUXTs6hM,"West Jordan City Council Meeting - November 6, 2024",videos,"November 6, 2024",https://www.youtube.com/watch?v=qodAUXTs6hM
Ct-yZFPETis,"West Jordan Committee of the Whole - October 23, 2024",videos,"October 23, 2024",https://www.youtube.com/watch?v=Ct-yZFPETis
lcL3vxorJb4,"West Jordan City Council Meeting - October 23, 2024",videos,"October 23, 2024",https://www.youtube.com/watch?v=lcL3vxorJb4
zXDNTyvv3xI,Join our Team!,videos,,https://www.youtube.com/watch?v=zXDNTyvv3xI
4Uj_c2tHQx4,"West Jordan Committee of the Whole - October 16, 2024",videos,"October 16, 2024",https://www.youtube.com/watch?v=4Uj_c2tHQx4
2vxhs_uX_5s,West Jordan Wheels Park Is Just The Beginning!,videos,,https://www.youtube.com/watch?v=2vxhs_uX_5s
fps_vQTgY7A,"West Jordan Planning Commission - October 15, 2024",videos,"October 15, 2024",https://www.youtube.com/watch?v=fps_vQTgY7A
VkLCeDqMIhc,"West Jordan Committee of the Whole - October 9, 2024",videos,"October 9, 2024",https://www.youtube.com/watch?v=VkLCeDqMIhc
Hk80f_Ka9Fc,"West Jordan City Council - October 9, 2024",videos,"October 9, 2024",https://www.youtube.com/watch?v=Hk80f_Ka9Fc
BpkiDCLKSQE,"West Jordan Planning Commission - October 1, 2024",videos,"October 1, 2024",https://www.youtube.com/watch?v=BpkiDCLKSQE
1yFNzy3Uam8,"West Jordan Redevelopment Agency Meeting - September 25, 2024",videos,"September 25, 2024",https://www.youtube.com/watch?v=1yFNzy3Uam8
TBkexTfng2k,"West Jordan Committee of the Whole - September 25, 2024",videos,"September 25, 2024",https://www.youtube.com/watch?v=TBkexTfng2k
zwjRPjrp5mI,"West Jordan City Council Meeting - September 25, 2024",videos,"September 25, 2024",https://www.youtube.com/watch?v=zwjRPjrp5mI
FisVfGkC6PU,"West Jordan Committee of the Whole - September 18, 2024",videos,"September 18, 2024",https://www.youtube.com/watch?v=FisVfGkC6PU
VInbBA_3xVI,"West Jordan Planning Commission - September 17, 2024",videos,"September 17, 2024",https://www.youtube.com/watch?v=VInbBA_3xVI
ouTgx5O8hSw,"West Jordan City Council Meeting - September 11, 2024",videos,"September 11, 2024",https://www.youtube.com/watch?v=ouTgx5O8hSw
o2zByNFM3jA,"West Jordan Board of Adjustment - September 10, 2024",videos,"September 10, 2024",https://www.youtube.com/watch?v=o2zByNFM3jA
rsQ8mDSkOno,"West Jordan Planning Commission - September 3, 2024",videos,"September 3, 2024",https://www.youtube.com/watch?v=rsQ8mDSkOno
UH6hajSTJMQ,"West Jordan Fairway Estates Special Service Recreation District Meeting - August 27, 2024",videos,"August 27, 2024",https://www.youtube.com/watch?v=UH6hajSTJMQ
4MbHN_O0G2g,"West Jordan Special City Council Meeting - August 27, 2024",videos,"August 27, 2024",https://www.youtube.com/watch?v=4MbHN_O0G2g
tM1p4O4i-UA,"West Jordan Committee of the Whole - August 21, 2024",videos,"August 21, 2024",https://www.youtube.com/watch?v=tM1p4O4i-UA
U68yq426ZAA,"West Jordan Planning Commission - August 20, 2024",videos,"August 20, 2024",https://www.youtube.com/watch?v=U68yq426ZAA
BZq2SdIynlE,West Jordan City Truth in Taxation Hearing,videos,,https://www.youtube.com/watch?v=BZq2SdIynlE
PGp1n4waOKg,"WJ Fairway Estates Special Service Recreation District Truth in Taxation Hearing - August 13, 2024",videos,"August 13, 2024",https://www.youtube.com/watch?v=PGp1n4waOKg
KtrBP4SL0cc,"West Jordan Planning Commission - August 6, 2024",videos,"August 6, 2024",https://www.youtube.com/watch?v=KtrBP4SL0cc
at0KVq_Jh-o,"West Jordan City Council Meeting - July 31, 2024",videos,"July 31, 2024",https://www.youtube.com/watch?v=at0KVq_Jh-o
UjW45jN-6R8,"West Jordan Committee of the Whole - July 17, 2024",videos,"July 17, 2024",https://www.youtube.com/watch?v=UjW45jN-6R8
PqFI7sAk3vQ,"West Jordan Planning Commission - July 16, 2024",videos,"July 16, 2024",https://www.youtube.com/watch?v=PqFI7sAk3vQ
I8GJZ7qSu4A,"West Jordan City Council Meeting - July 10, 2024",videos,"July 10, 2024",https://www.youtube.com/watch?v=I8GJZ7qSu4A
DfN5H-rid8U,"West Jordan Planning Commission - July 2, 2024",videos,"July 2, 2024",https://www.youtube.com/watch?v=DfN5H-rid8U
JCGMloJgM2k,"Redevelopment Agency Meeting - June 26, 2024",videos,"June 26, 2024",https://www.youtube.com/watch?v=JCGMloJgM2k
ogZJDv8yeco,"Municipal Building Authority - June 26, 2024",videos,"June 26, 2024",https://www.youtube.com/watch?v=ogZJDv8yeco
1oZqLr04MSg,"West Jordan City Council Meeting - June 26, 2024",videos,"June 26, 2024",https://www.youtube.com/watch?v=1oZqLr04MSg
gw1-tnMR1MM,"West Jordan Committee of the Whole Meeting - June 5, 2024",videos,"June 5, 2024",https://www.youtube.com/watch?v=gw1-tnMR1MM
jVldetNq8zQ,"West Jordan Committee of the Whole Meeting - June 12, 2024",videos,"June 12, 2024",https://www.youtube.com/watch?v=jVldetNq8zQ
kYJY3sf2h2I,"West Jordan Planning Commission - June 18, 2024",videos,"June 18, 2024",https://www.youtube.com/watch?v=kYJY3sf2h2I
sNm8UVtK2bY,"West Jordan Redevelopment Agency Meeting - June 5, 2024",videos,"June 5, 2024",https://www.youtube.com/watch?v=sNm8UVtK2bY
Q3eaJoU8Vpc,"West Jordan Municipal Building Authority Meeting - June 5, 2024",videos,"June 5, 2024",https://www.youtube.com/watch?v=Q3eaJoU8Vpc
jSxB35UOIkU,"West Jordan Board of Adjustment Meeting - June 11, 2024",videos,"June 11, 2024",https://www.youtube.com/watch?v=jSxB35UOIkU
Vf0y3KUY20c,"West Jordan City Council Meeting - June 5, 2024",videos,"June 5, 2024",https://www.youtube.com/watch?v=Vf0y3KUY20c
7Pr4vMeh6jU,"West Jordan Municipal Building Authority Meeting - May 22, 2024",videos,"May 22, 2024",https://www.youtube.com/watch?v=7Pr4vMeh6jU
xBeYPmRHWYM,"West Jordan Committee of the Whole Meeting - May 22, 2024",videos,"May 22, 2024",https://www.youtube.com/watch?v=xBeYPmRHWYM
Eqaui4yU0rI,"West Jordan Redevelopment Agency Meeting - May 22, 2024",videos,"May 22, 2024",https://www.youtube.com/watch?v=Eqaui4yU0rI
qvkZ6Lw5veI,"West Jordan City Council Closed Session - May 22, 2024",videos,"May 22, 2024",https://www.youtube.com/watch?v=qvkZ6Lw5veI
I5EOEsoY34w,"West Jordan City Council Meeting - May 22, 2024",videos,"May 22, 2024",https://www.youtube.com/watch?v=I5EOEsoY34w
Gq9OSkxriIA,"West Jordan Fairway Estates Special Service Recreation District Meeting - May 22, 2024",videos,"May 22, 2024",https://www.youtube.com/watch?v=Gq9OSkxriIA
0uaSKLP70_Q,"West Jordan Planning Commission - May 21, 2024",videos,"May 21, 2024",https://www.youtube.com/watch?v=0uaSKLP70_Q
q2ZpqGyAd6s,"West Jordan Committee of the Whole - May 15, 2024",videos,"May 15, 2024",https://www.youtube.com/watch?v=q2ZpqGyAd6s
Hmn-WNqi2ms,"West Jordan Fairway Estates Special Service Recreation District Meeting - May 8, 2024",videos,"May 8, 2024",https://www.youtube.com/watch?v=Hmn-WNqi2ms
e_qu_eEro38,"West Jordan Municipal Building Authority Meeting - May 8, 2024",videos,"May 8, 2024",https://www.youtube.com/watch?v=e_qu_eEro38
jjqVm28pMEo,"West Jordan Redevelopment Agency Meeting - May 8, 2024",videos,"May 8, 2024",https://www.youtube.com/watch?v=jjqVm28pMEo
By7wv2qInF4,"West Jordan City Council Meeting - May 8, 2024",videos,"May 8, 2024",https://www.youtube.com/watch?v=By7wv2qInF4
pOs3CbW0PvI,"West Jordan Planning Commission Meeting - May 7, 2024",videos,"May 7, 2024",https://www.youtube.com/watch?v=pOs3CbW0PvI
6tdyf1sKb4Y,"Transportation Master Plan Meeting - April 26, 2024",videos,"April 26, 2024",https://www.youtube.com/watch?v=6tdyf1sKb4Y
FZZukDOizGU,"West Jordan City Council Meeting - April 24, 2024",videos,"April 24, 2024",https://www.youtube.com/watch?v=FZZukDOizGU
Cq60zgMCMnI,"West Jordan City Council Meeting - April 10, 2024",videos,"April 10, 2024",https://www.youtube.com/watch?v=Cq60zgMCMnI
wpLeALfmU2o,"West Jordan Planning Commission Meeting - April 16, 2024",videos,"April 16, 2024",https://www.youtube.com/watch?v=wpLeALfmU2o
UAS8mzjaZQ0,"West Jordan Committee of the Whole Meeting - April 10, 2024",videos,"April 10, 2024",https://www.youtube.com/watch?v=UAS8mzjaZQ0
7x1R0zUtR-M,"West Jordan Planning Commission Meeting - April 2, 2024",videos,"April 2, 2024",https://www.youtube.com/watch?v=7x1R0zUtR-M
mfW_0p6QrjI,"West Jordan Committee of the Whole Meeting - March 27, 2024",videos,"March 27, 2024",https://www.youtube.com/watch?v=mfW_0p6QrjI
WJLN858ib9o,"West Jordan City Council Meeting - March 27, 2024",videos,"March 27, 2024",https://www.youtube.com/watch?v=WJLN858ib9o
JpFAGsQE_Ys,"West Jordan Committee of the Whole Meeting - March 20, 2024",videos,"March 20, 2024",https://www.youtube.com/watch?v=JpFAGsQE_Ys
6fu7GRX7P2U,"West Jordan Planning Commission Meeting - March 19, 2024",videos,"March 19, 2024",https://www.youtube.com/watch?v=6fu7GRX7P2U
MWsPm8x5gHM,"West Jordan Redevelopment Agency Meeting - March 13, 2024",videos,"March 13, 2024",https://www.youtube.com/watch?v=MWsPm8x5gHM
KT1OAsCpiu4,"West Jordan City Council Meeting - March 13, 2024",videos,"March 13, 2024",https://www.youtube.com/watch?v=KT1OAsCpiu4
