date,date_precision,title,body,url,track_slug,source_url,platform,caption_type,whisper_candidate,notes
2024-04-24,day,"April 24, 2024 Alta Planning Commission Meeting - Audio",PlanningCommission,https://soundcloud.com/townofalta/april-24-2024-alta-planning-commission-meeting-audio,april-24-2024-alta-planning-commission-meeting-audio,https://soundcloud.com/townofalta/april-24-2024-alta-planning-commission-meeting-audio,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-04-16,day,"April 16, 2024 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/april-16-2024-budget-committee-meeting,april-16-2024-budget-committee-meeting,https://soundcloud.com/townofalta/april-16-2024-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-04-10,day,"April 10, 2024 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/april-10-2024-alta-town-council-meeting,april-10-2024-alta-town-council-meeting,https://soundcloud.com/townofalta/april-10-2024-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-03-29,day,"March 29, 2024 Budget Committee Meeting #1",BudgetCommittee,https://soundcloud.com/townofalta/march-29-2024-budget-committee-meeting-1,march-29-2024-budget-committee-meeting-1,https://soundcloud.com/townofalta/march-29-2024-budget-committee-meeting-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-03-27,day,"March 27, 2024 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/2024-3-27-alta-planning-commission-mp3cutnet,2024-3-27-alta-planning-commission-mp3cutnet,https://soundcloud.com/townofalta/2024-3-27-alta-planning-commission-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-03-13,day,"March 13, 2024 Alta Town Council Meeting Pt. 1",Council,https://soundcloud.com/townofalta/march-13-2024-alta-town-council-meeting-pt-1,march-13-2024-alta-town-council-meeting-pt-1,https://soundcloud.com/townofalta/march-13-2024-alta-town-council-meeting-pt-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-03-13,day,"March 13, 2024 Alta Town Council Meeting Pt 2 - Adjournment",Council,https://soundcloud.com/townofalta/march-13-2024-alta-town-council-meeting-pt-2-adjournment,march-13-2024-alta-town-council-meeting-pt-2-adjournment,https://soundcloud.com/townofalta/march-13-2024-alta-town-council-meeting-pt-2-adjournment,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-03-05,day,"March 5, 2024 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/march-5-2024-alta-town-council-meeting,march-5-2024-alta-town-council-meeting,https://soundcloud.com/townofalta/march-5-2024-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-02-27,day,"February 27, 2024 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/february-27-2024-alta-planning-commission-meeting,february-27-2024-alta-planning-commission-meeting,https://soundcloud.com/townofalta/february-27-2024-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-02-14,day,"February 14, 2024 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/february-14-2024-alta-town-council-meeting,february-14-2024-alta-town-council-meeting,https://soundcloud.com/townofalta/february-14-2024-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-01-11,day,"January 11, 2024 Council Retreat - Morning Session",Council,https://soundcloud.com/townofalta/january-11-2024-council-retreat-morning-session,january-11-2024-council-retreat-morning-session,https://soundcloud.com/townofalta/january-11-2024-council-retreat-morning-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-01-11,day,"January 11, 2024 Council Retreat - Afternoon Session",Council,https://soundcloud.com/townofalta/january-11-2024-council-retreat-afternoon-session,january-11-2024-council-retreat-afternoon-session,https://soundcloud.com/townofalta/january-11-2024-council-retreat-afternoon-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-01-10,day,"January 10, 2024 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/january-10-2024-alta-town-council-meeting,january-10-2024-alta-town-council-meeting,https://soundcloud.com/townofalta/january-10-2024-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-12-13,day,"December 13, 2023 Alta Town Council Meeting & Public Hearing",Council,https://soundcloud.com/townofalta/december-13-2023-alta-town-council-meeting-public-hearing,december-13-2023-alta-town-council-meeting-public-hearing,https://soundcloud.com/townofalta/december-13-2023-alta-town-council-meeting-public-hearing,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-12-06,day,"December 6, 2023 Election Canvass Meeting",Council,https://soundcloud.com/townofalta/december-6-2023-election-canvass-meeting,december-6-2023-election-canvass-meeting,https://soundcloud.com/townofalta/december-6-2023-election-canvass-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-11-29,day,"November 29, 2023 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/november-29-2023-budget-committee-meeting,november-29-2023-budget-committee-meeting,https://soundcloud.com/townofalta/november-29-2023-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-11-28,day,"November 28, 2023 Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/gmt20231128-213035-recording-mp3cutnet,gmt20231128-213035-recording-mp3cutnet,https://soundcloud.com/townofalta/gmt20231128-213035-recording-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-11-08,day,"November 8, 2023 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/november-8-2023-alta-town-council-meeting,november-8-2023-alta-town-council-meeting,https://soundcloud.com/townofalta/november-8-2023-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-10-24,day,"October 24, 2023 Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/october-24-2023-planning-commission-meeting,october-24-2023-planning-commission-meeting,https://soundcloud.com/townofalta/october-24-2023-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-10-17,day,October 17 2023 Northside Parking Program Meeting,Other,https://soundcloud.com/townofalta/gmt20231017-225249-recording-mp3cutnet,gmt20231017-225249-recording-mp3cutnet,https://soundcloud.com/townofalta/gmt20231017-225249-recording-mp3cutnet,soundcloud,none,no,audio only - no captions
2023-10-11,day,"October 11, 2023 Alta Town Council Meeting (Audio)",Council,https://soundcloud.com/townofalta/october-11-2023-alta-town-council-meeting-audio,october-11-2023-alta-town-council-meeting-audio,https://soundcloud.com/townofalta/october-11-2023-alta-town-council-meeting-audio,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-09-13,day,"September 13, 2023 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/september-14-2023-alta-town-council-meeting,september-14-2023-alta-town-council-meeting,https://soundcloud.com/townofalta/september-14-2023-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-08-09,day,"August 9, 2023 Alta Town Council Meeting, Land Use Appeal Authority Meeting, And Public Hearing",Council,https://soundcloud.com/townofalta/august-9-2023-alta-town-council-meeting-land-use-appeal-authority-meeting-and-public-hearing,august-9-2023-alta-town-council-meeting-land-use-appeal-authority-meeting-and-public-hearing,https://soundcloud.com/townofalta/august-9-2023-alta-town-council-meeting-land-use-appeal-authority-meeting-and-public-hearing,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-07-18,day,"July 18, 2023 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/july-18-2023-alta-planning-commission-meeting,july-18-2023-alta-planning-commission-meeting,https://soundcloud.com/townofalta/july-18-2023-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-07-12,day,"July 12 , 2023 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/july-12-2023-alta-town-council-meeting,july-12-2023-alta-town-council-meeting,https://soundcloud.com/townofalta/july-12-2023-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-06-21,day,"June 21, 2023 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/june-21-2023-alta-town-council-meeting,june-21-2023-alta-town-council-meeting,https://soundcloud.com/townofalta/june-21-2023-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-06-07,day,"June 7, 2023 Alta Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/june-7-2023-alta-budget-committee-meeting,june-7-2023-alta-budget-committee-meeting,https://soundcloud.com/townofalta/june-7-2023-alta-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-05-10,day,"May 10, 2023 Alta Town Council And Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/may-10-2023-alta-town-council-and-budget-committee-meeting,may-10-2023-alta-town-council-and-budget-committee-meeting,https://soundcloud.com/townofalta/may-10-2023-alta-town-council-and-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-04-12,day,"April 12, 2023 Alta Town Council And Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/april-12-2023-alta-town-council-and-budget-committee-meeting,april-12-2023-alta-town-council-and-budget-committee-meeting,https://soundcloud.com/townofalta/april-12-2023-alta-town-council-and-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-03-08,day,"March 8, 2023 Alta Town Council Meeting Recording",Council,https://soundcloud.com/townofalta/march-8-2023-alta-town-council-meeting-recording,march-8-2023-alta-town-council-meeting-recording,https://soundcloud.com/townofalta/march-8-2023-alta-town-council-meeting-recording,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-02-23,day,"February 23, 2023 Special Town Council Meeting Recording",Council,https://soundcloud.com/townofalta/february-23-2023-special-town-council-meeting-recording,february-23-2023-special-town-council-meeting-recording,https://soundcloud.com/townofalta/february-23-2023-special-town-council-meeting-recording,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-02-08,day,"February 8, 2023 Alta Town Council And Budget Committee Meeting Recording (mp3cut.net)",BudgetCommittee,https://soundcloud.com/townofalta/february-8-2023-alta-town-council-and-budget-committee-meeting-recording-mp3cutnet,february-8-2023-alta-town-council-and-budget-committee-meeting-recording-mp3cutnet,https://soundcloud.com/townofalta/february-8-2023-alta-town-council-and-budget-committee-meeting-recording-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-01-11,day,"January 11, 2023 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/january-11-2023-alta-town-council-meeting,january-11-2023-alta-town-council-meeting,https://soundcloud.com/townofalta/january-11-2023-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2023-01-11,day,2023 - 1-11 Town Council Meeting Audio Recording - Full,Council,https://soundcloud.com/townofalta/2023-1-11-town-council-meeting-audio-recording-mp3cutnet,2023-1-11-town-council-meeting-audio-recording-mp3cutnet,https://soundcloud.com/townofalta/2023-1-11-town-council-meeting-audio-recording-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-12-14,day,"December 14, 2022 Budget Committee And Town Council Meeting",BudgetCommittee,https://soundcloud.com/townofalta/december-14-2022-budget-committee-and-town-council-meeting,december-14-2022-budget-committee-and-town-council-meeting,https://soundcloud.com/townofalta/december-14-2022-budget-committee-and-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-11-09,day,"November 9, 2022 Town Council Meeting",Council,https://soundcloud.com/townofalta/november-9-2022-town-council-meeting,november-9-2022-town-council-meeting,https://soundcloud.com/townofalta/november-9-2022-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-10-12,day,"October 12, 2022 Town Council Meeting",Council,https://soundcloud.com/townofalta/october-12-2022-town-council-meeting,october-12-2022-town-council-meeting,https://soundcloud.com/townofalta/october-12-2022-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-09-14,day,"September 14, 2022 Work Session & Town Council Meeting",Council,https://soundcloud.com/townofalta/september-14-2022-work-session-town-council-meeting,september-14-2022-work-session-town-council-meeting,https://soundcloud.com/townofalta/september-14-2022-work-session-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-09-13,day,"September 13, 2022 North Side Winter Parking Meeting",Other,https://soundcloud.com/townofalta/gmt20220913-215233-recording-mp3cutnet,gmt20220913-215233-recording-mp3cutnet,https://soundcloud.com/townofalta/gmt20220913-215233-recording-mp3cutnet,soundcloud,none,no,audio only - no captions
2022-08-10,day,"August 10, 2022 Town Council Meeting",Council,https://soundcloud.com/townofalta/august-10-2022-town-council-meeting,august-10-2022-town-council-meeting,https://soundcloud.com/townofalta/august-10-2022-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-07-13,day,"July 13, 2022 Town Council Meeting",Council,https://soundcloud.com/townofalta/july-13-2022-town-council-meeting,july-13-2022-town-council-meeting,https://soundcloud.com/townofalta/july-13-2022-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-06-15,day,"June 15, 2022 Work Session, Public Hearings, Town Council, and Alta Land Use Authority Meetings",Council,https://soundcloud.com/townofalta/gmt20220615-213530-recording-mp3cutnet,gmt20220615-213530-recording-mp3cutnet,https://soundcloud.com/townofalta/gmt20220615-213530-recording-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-06-06,day,"June 6, 2022 Budget Committee",BudgetCommittee,https://soundcloud.com/townofalta/june-6-2022-budget-committee,june-6-2022-budget-committee,https://soundcloud.com/townofalta/june-6-2022-budget-committee,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-06-02,day,"June 2, 2022 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/2022-6-2-alta-planning-commission-meeting,2022-6-2-alta-planning-commission-meeting,https://soundcloud.com/townofalta/2022-6-2-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-05-11,day,"May 11, 2022 Town Council Meeting & Work Session",Council,https://soundcloud.com/townofalta/may-11-2022-town-council-meeting-work-session,may-11-2022-town-council-meeting-work-session,https://soundcloud.com/townofalta/may-11-2022-town-council-meeting-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-04-26,day,"April 26, 2022 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/april-26-2022-alta-planning-commission-meeting,april-26-2022-alta-planning-commission-meeting,https://soundcloud.com/townofalta/april-26-2022-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-04-13,day,"April 13, 2022 Town Council Meeting, Budget Committee, and Joint Work Session",BudgetCommittee,https://soundcloud.com/townofalta/april-13-2022-town-council-meeting-budget-committee-and-joint-work-session,april-13-2022-town-council-meeting-budget-committee-and-joint-work-session,https://soundcloud.com/townofalta/april-13-2022-town-council-meeting-budget-committee-and-joint-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-03-18,day,"March 18, 2022  Budget Committee Meeting #2",BudgetCommittee,https://soundcloud.com/townofalta/march-18-2022-budget-committee-meeting-2,march-18-2022-budget-committee-meeting-2,https://soundcloud.com/townofalta/march-18-2022-budget-committee-meeting-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-03-09,day,"March 9, 2022 Town Council Meeting",Council,https://soundcloud.com/townofalta/march-9-2022-town-council-meeting,march-9-2022-town-council-meeting,https://soundcloud.com/townofalta/march-9-2022-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-03-01,day,"March 1, 2022Budget Committee Meeting #1",BudgetCommittee,https://soundcloud.com/townofalta/budget-committee-meeting-1,budget-committee-meeting-1,https://soundcloud.com/townofalta/budget-committee-meeting-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-02-09,day,"February 9, 2022 Town Council Meeting",Council,https://soundcloud.com/townofalta/february-9-2022-town-council-meeting,february-9-2022-town-council-meeting,https://soundcloud.com/townofalta/february-9-2022-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-01-26,day,"January 26, 2022 Special Town Council Meeting",Council,https://soundcloud.com/townofalta/january-26-2022-special-town-council-meeting,january-26-2022-special-town-council-meeting,https://soundcloud.com/townofalta/january-26-2022-special-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2022-01-12,day,"January 12, 2022 Town Council Meeting, Public Hearing, and Work Session",Council,https://soundcloud.com/townofalta/january-12-2022-town-council-meeting-public-hearing-and-work-session,january-12-2022-town-council-meeting-public-hearing-and-work-session,https://soundcloud.com/townofalta/january-12-2022-town-council-meeting-public-hearing-and-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-12-08,day,"December 8, 2021 Town Council Meeting and Work Session",Council,https://soundcloud.com/townofalta/december-8-2021-town-council-meeting-and-work-session,december-8-2021-town-council-meeting-and-work-session,https://soundcloud.com/townofalta/december-8-2021-town-council-meeting-and-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-11-16,day,"November 16, 2021 Municipal Election Canvass",Council,https://soundcloud.com/townofalta/november-16-2021-municipal-election-canvass,november-16-2021-municipal-election-canvass,https://soundcloud.com/townofalta/november-16-2021-municipal-election-canvass,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-11-10,day,"November 10, 2021 Work Session, Public Hearing, Town Council Meeting",Council,https://soundcloud.com/townofalta/november-10-2021-work-session-public-hearing-town-council-meeting,november-10-2021-work-session-public-hearing-town-council-meeting,https://soundcloud.com/townofalta/november-10-2021-work-session-public-hearing-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-10-13,day,"October 13, 2021 Work Session and Town Council Meeting",Council,https://soundcloud.com/townofalta/october-13-2021-work-session-and-town-council-meeting,october-13-2021-work-session-and-town-council-meeting,https://soundcloud.com/townofalta/october-13-2021-work-session-and-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-09-29,day,"September 29, 2021 Special Town Council Meeting",Council,https://soundcloud.com/townofalta/gmt20210929-224559-recording-mp3cutnet,gmt20210929-224559-recording-mp3cutnet,https://soundcloud.com/townofalta/gmt20210929-224559-recording-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-09-28,day,September 28 2021 Alta Planning Commission Meeting,PlanningCommission,https://soundcloud.com/townofalta/september-28-2021-alta-planning-commission-meeting,september-28-2021-alta-planning-commission-meeting,https://soundcloud.com/townofalta/september-28-2021-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-09-08,day,"September 8, 2021 Work Session and Town Council Meeting",Council,https://soundcloud.com/townofalta/september-8-2021-work-session-and-town-council-meeting,september-8-2021-work-session-and-town-council-meeting,https://soundcloud.com/townofalta/september-8-2021-work-session-and-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-08-11,day,"Aug 11, 2021 Town Council regular meeting",Council,https://soundcloud.com/townofalta/aug-11-2021-town-council-regular-meeting,aug-11-2021-town-council-regular-meeting,https://soundcloud.com/townofalta/aug-11-2021-town-council-regular-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-08-11,day,"Aug 11, 2021 TC work session audio",Council,https://soundcloud.com/townofalta/aug-11-2021-tc-work-session-audio,aug-11-2021-tc-work-session-audio,https://soundcloud.com/townofalta/aug-11-2021-tc-work-session-audio,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-07-28,day,7/28/21 Listening Session: UDOT LCC EIS,Other,https://soundcloud.com/townofalta/72821-listening-session-udot-lcc-eis,72821-listening-session-udot-lcc-eis,https://soundcloud.com/townofalta/72821-listening-session-udot-lcc-eis,soundcloud,none,no,audio only - no captions
2021-07-14,day,"July 14, 2021 Alta Town Council Meeting and work Session",Council,https://soundcloud.com/townofalta/july-14-2021-alta-town-council-meeting-and-work-session,july-14-2021-alta-town-council-meeting-and-work-session,https://soundcloud.com/townofalta/july-14-2021-alta-town-council-meeting-and-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-06-30,day,"June 30, 2021 Special Town Council Meeting",Council,https://soundcloud.com/townofalta/gmt20210630-221142-recording,gmt20210630-221142-recording,https://soundcloud.com/townofalta/gmt20210630-221142-recording,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-06-22,day,"June 22, 2021 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/2021-6-22-altaplanningcommission,2021-6-22-altaplanningcommission,https://soundcloud.com/townofalta/2021-6-22-altaplanningcommission,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-06-16,day,"6/16/2021 Alta Town Council Meeting, Public Hearing, and Work Session",Council,https://soundcloud.com/townofalta/6162021-alta-town-council-meeting-public-hearing-and-work-session,6162021-alta-town-council-meeting-public-hearing-and-work-session,https://soundcloud.com/townofalta/6162021-alta-town-council-meeting-public-hearing-and-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-05-14,day,"May 14, 2021 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/may-14-2021-budget-committee-meeting,may-14-2021-budget-committee-meeting,https://soundcloud.com/townofalta/may-14-2021-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-05-12,day,"May 12, 2021 Alta Town Council Mgt & Work Session",Council,https://soundcloud.com/townofalta/may-12-2021-alta-town-council-mgt-work-session,may-12-2021-alta-town-council-mgt-work-session,https://soundcloud.com/townofalta/may-12-2021-alta-town-council-mgt-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-04-14,day,"April 14, 2021 Town Council Meeting",Council,https://soundcloud.com/townofalta/april-14-2021-town-council-meeting,april-14-2021-town-council-meeting,https://soundcloud.com/townofalta/april-14-2021-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-03-12,day,"March 12, 2021 Budget Committee meeting #2",BudgetCommittee,https://soundcloud.com/townofalta/gmt20210312-155020-alta-budge-online-audio-convertercom,gmt20210312-155020-alta-budge-online-audio-convertercom,https://soundcloud.com/townofalta/gmt20210312-155020-alta-budge-online-audio-convertercom,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-03-10,day,"March 10, 2021 Town Council Meeting & Work Session",Council,https://soundcloud.com/townofalta/march-10-2021-town-council-meeting-work-session,march-10-2021-town-council-meeting-work-session,https://soundcloud.com/townofalta/march-10-2021-town-council-meeting-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-02-10,day,2/10/2021 Town Council Meeting & Work Session,Council,https://soundcloud.com/townofalta/2102021-town-council-meeting-work-session,2102021-town-council-meeting-work-session,https://soundcloud.com/townofalta/2102021-town-council-meeting-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-01-13,day,"1/13/2021 Alta Town Council, Work Session and Public Hearing",Council,https://soundcloud.com/townofalta/1132021-alta-town-council-work-session-and-public-hearing,1132021-alta-town-council-work-session-and-public-hearing,https://soundcloud.com/townofalta/1132021-alta-town-council-work-session-and-public-hearing,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2021-01-05,day,1/5/2021 Town Council Work Session,Council,https://soundcloud.com/townofalta/152021-town-council-work-session,152021-town-council-work-session,https://soundcloud.com/townofalta/152021-town-council-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-12-09,day,12/9/20 Work Session & Town Council Meeting,Council,https://soundcloud.com/townofalta/12920-work-session-town-council-meeting,12920-work-session-town-council-meeting,https://soundcloud.com/townofalta/12920-work-session-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-11-12,day,"November 12, 2020 Work Session & Town Council Meeting",Council,https://soundcloud.com/townofalta/november-12-2020-work-session-town-council-meeting,november-12-2020-work-session-town-council-meeting,https://soundcloud.com/townofalta/november-12-2020-work-session-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-10-14,day,"October 14, 2020 Work Session and Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/october-14-2020-work-session-and-alta-town-council-meeting-1,october-14-2020-work-session-and-alta-town-council-meeting-1,https://soundcloud.com/townofalta/october-14-2020-work-session-and-alta-town-council-meeting-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-10-14,day,"October 14, 2020 Work Session and Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/october-14-2020-work-session-and-alta-town-council-meeting,october-14-2020-work-session-and-alta-town-council-meeting,https://soundcloud.com/townofalta/october-14-2020-work-session-and-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-10-13,day,"October 13, 2020 Alta Planning Commission Audio",PlanningCommission,https://soundcloud.com/townofalta/october-13-2020-alta-planning-commission-audio,october-13-2020-alta-planning-commission-audio,https://soundcloud.com/townofalta/october-13-2020-alta-planning-commission-audio,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-09-09,day,"September 9, 2020 Work Session and Town Council Meeting",Council,https://soundcloud.com/townofalta/september-9-2020-work-session-and-town-council-meeting,september-9-2020-work-session-and-town-council-meeting,https://soundcloud.com/townofalta/september-9-2020-work-session-and-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-08-12,day,"August 12, 2020 Work Session & Town Council Mgt",Council,https://soundcloud.com/townofalta/august-12-2020-work-session-town-council-mgt,august-12-2020-work-session-town-council-mgt,https://soundcloud.com/townofalta/august-12-2020-work-session-town-council-mgt,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-07-28,day,July 28 2020 Alta Planning Commission Meeting,PlanningCommission,https://soundcloud.com/townofalta/july-28-2020-alta-planning-commission-meeting,july-28-2020-alta-planning-commission-meeting,https://soundcloud.com/townofalta/july-28-2020-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-07-08,day,"July 8, 2020 Work Session & Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/july-8-2020-work-session-alta-town-coucnil-meeting,july-8-2020-work-session-alta-town-coucnil-meeting,https://soundcloud.com/townofalta/july-8-2020-work-session-alta-town-coucnil-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-06-17,day,"June 17, 2020 Public Hearings: Budget, UFSA Boundary Adjustment, Work Session, Town Council Meeting",BudgetCommittee,https://soundcloud.com/townofalta/june-17-2020-public-hearings-budget-ufsa,june-17-2020-public-hearings-budget-ufsa,https://soundcloud.com/townofalta/june-17-2020-public-hearings-budget-ufsa,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-05-06,day,"May 6, 2020 Alta Town Council Work Session and Meeting",Council,https://soundcloud.com/townofalta/may-6-2020-alta-town-council-work-session-and-meeting,may-6-2020-alta-town-council-work-session-and-meeting,https://soundcloud.com/townofalta/may-6-2020-alta-town-council-work-session-and-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-04-23,day,"April 23, 2020 Town of Alta - Budget Committee Meeting #3",BudgetCommittee,https://soundcloud.com/townofalta/gmt20200423-205759-budget-com-mp3cutnet,gmt20200423-205759-budget-com-mp3cutnet,https://soundcloud.com/townofalta/gmt20200423-205759-budget-com-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2020-04-13,day,"April 13, 2020 Town of Alta - Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/april-13-2020-town-of-alta-budget-committee-meeting-1,april-13-2020-town-of-alta-budget-committee-meeting-1,https://soundcloud.com/townofalta/april-13-2020-town-of-alta-budget-committee-meeting-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
