date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,platform,tab,duration_sec,stored,captions_available,date_source,date_precision,title_raw
2023-12-13,"December 13, 2023 Alta Town Council Meeting & Public Hearing",Council,https://www.youtube.com/watch?v=gTlndhhwwEM,gTlndhhwwEM,asr,https://www.youtube.com/watch?v=gTlndhhwwEM,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9148,no,asr,title,day,"December 13, 2023 Alta Town Council Meeting & Public Hearing"
2023-12-06,"December 6, 2023 - Alta Town Council Election Canvass Meeting",Council,https://www.youtube.com/watch?v=Co6UvoIalbs,Co6UvoIalbs,asr,https://www.youtube.com/watch?v=Co6UvoIalbs,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,460,no,asr,title,day,"December 6, 2023 - Alta Town Council Election Canvass Meeting"
2023-11-29,"November 29, 2023 Budget Committee Meeting",BudgetCommittee,https://www.youtube.com/watch?v=s6H-7RwEOa0,s6H-7RwEOa0,asr,https://www.youtube.com/watch?v=s6H-7RwEOa0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7939,no,asr,title,day,"November 29, 2023 Budget Committee Meeting"
2023-11-28,"November 28, 2023 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=NW7fgAqMrE0,NW7fgAqMrE0,asr,https://www.youtube.com/watch?v=NW7fgAqMrE0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5506,no,asr,title,day,"November 28, 2023 Alta Planning Commission Meeting"
2023-11-08,"November 8, 2023 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=D4Sg_ugr5EU,D4Sg_ugr5EU,asr,https://www.youtube.com/watch?v=D4Sg_ugr5EU,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2023-11-08_D4Sg_ugr5EU.en.vtt,youtube,stream,12012,yes,asr,title,day,"November 8, 2023 Alta Town Council Meeting"
2023-10-24,Alta Planning Commission Meeting October 24 2023,PlanningCommission,https://www.youtube.com/watch?v=x2153jKjyKg,x2153jKjyKg,asr,https://www.youtube.com/watch?v=x2153jKjyKg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4062,no,asr,title,day,Alta Planning Commission Meeting October 24 2023
2023-10-11,"October 11, 2023 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=5ORer8ZSmvM,5ORer8ZSmvM,asr,https://www.youtube.com/watch?v=5ORer8ZSmvM,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9255,no,asr,title,day,"October 11, 2023 Alta Town Council Meeting"
2023-09-13,"September 13, 2023 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=iCGNwxmkfKI,iCGNwxmkfKI,asr,https://www.youtube.com/watch?v=iCGNwxmkfKI,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2023-09-13_iCGNwxmkfKI.en.vtt,youtube,stream,6971,yes,asr,title,day,"September 13, 2023 Alta Town Council Meeting"
2023-09-13,"September 13, 2023 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=QoUYqUWJkjE,QoUYqUWJkjE,asr,https://www.youtube.com/watch?v=QoUYqUWJkjE,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,1066,no,asr,title,day,"September 13, 2023 Alta Town Council Meeting"
2023-08-09,"August 9, 2023 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=4kSP8n4rhuk,4kSP8n4rhuk,asr,https://www.youtube.com/watch?v=4kSP8n4rhuk,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6869,no,asr,title,day,"August 9, 2023 Alta Town Council Meeting"
2023-07-18,Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=n_4I6FJsl0A,n_4I6FJsl0A,asr,https://www.youtube.com/watch?v=n_4I6FJsl0A,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5949,no,asr,release_timestamp(Denver),day,Planning Commission Meeting
2023-07-12,"July 12, 2023 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=iqq23DYLeSg,iqq23DYLeSg,asr,https://www.youtube.com/watch?v=iqq23DYLeSg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4875,no,asr,title,day,"July 12, 2023 Alta Town Council Meeting"
2023-06-07,"June 7, 2023 Budget Committee Meeting",BudgetCommittee,https://www.youtube.com/watch?v=R2EaCt4UzaU,R2EaCt4UzaU,asr,https://www.youtube.com/watch?v=R2EaCt4UzaU,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6770,no,asr,title,day,"June 7, 2023 Budget Committee Meeting"
2023-05-10,"May 10, 2023 Town Council and Budget Committee Meeting",BudgetCommittee,https://www.youtube.com/watch?v=J0G__O-RBA8,J0G__O-RBA8,asr,https://www.youtube.com/watch?v=J0G__O-RBA8,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9615,no,asr,title,day,"May 10, 2023 Town Council and Budget Committee Meeting"
2023-05-03,"May 3, 2023 Dog License Drawing",Other,https://www.youtube.com/watch?v=9af3L7mxnM0,9af3L7mxnM0,asr,https://www.youtube.com/watch?v=9af3L7mxnM0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,709,no,asr,title,day,"May 3, 2023 Dog License Drawing"
2023-04-12,"April 12, 2023 Alta Town Council & Budget Committee Meeting",BudgetCommittee,https://www.youtube.com/watch?v=9XvORuQDBqo,9XvORuQDBqo,asr,https://www.youtube.com/watch?v=9XvORuQDBqo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,12812,no,asr,title,day,"April 12, 2023 Alta Town Council & Budget Committee Meeting"
2023-03-08,"March 8, 2023 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=Qf-yx5w0lHQ,Qf-yx5w0lHQ,asr,https://www.youtube.com/watch?v=Qf-yx5w0lHQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6268,no,asr,title,day,"March 8, 2023 Alta Town Council Meeting"
2023-02-23,"Thursday, February 23 SPECIAL Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=PeM_ZjajW8Y,PeM_ZjajW8Y,asr,https://www.youtube.com/watch?v=PeM_ZjajW8Y,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4807,no,asr,release_timestamp(Denver),day,"Thursday, February 23 SPECIAL Alta Town Council Meeting"
2023-02-08,"February 8, 2023 Alta Town Council Meeting & Budget Committee Meeting",BudgetCommittee,https://www.youtube.com/watch?v=Yl0J320OfWo,Yl0J320OfWo,asr,https://www.youtube.com/watch?v=Yl0J320OfWo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11273,no,asr,title,day,"February 8, 2023 Alta Town Council Meeting & Budget Committee Meeting"
2023-01-11,"January 11, 2023 Town Council Meeting",Council,https://www.youtube.com/watch?v=MYsn33nJRDo,MYsn33nJRDo,asr,https://www.youtube.com/watch?v=MYsn33nJRDo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7840,no,asr,title,day,"January 11, 2023 Town Council Meeting"
2022-12-14,"December 14, 2022 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=DIQ9OmpE_Po,DIQ9OmpE_Po,asr,https://www.youtube.com/watch?v=DIQ9OmpE_Po,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11421,no,asr,title,day,"December 14, 2022 Alta Town Council Meeting"
2022-11-09,"November 9, 2022 Town Council Meeting",Council,https://www.youtube.com/watch?v=_C2z0Eu6_pc,_C2z0Eu6_pc,asr,https://www.youtube.com/watch?v=_C2z0Eu6_pc,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7041,no,asr,title,day,"November 9, 2022 Town Council Meeting"
2022-10-12,"October 12, 2022 Town Council Meeting",Council,https://www.youtube.com/watch?v=RY7cYCi-D1U,RY7cYCi-D1U,asr,https://www.youtube.com/watch?v=RY7cYCi-D1U,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11281,no,asr,title,day,"October 12, 2022 Town Council Meeting"
2022-09-14,"September 14, 2022 - Town Council Meeting & Work Session",Council,https://www.youtube.com/watch?v=faa8F0TheMk,faa8F0TheMk,asr,https://www.youtube.com/watch?v=faa8F0TheMk,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11874,no,asr,title,day,"September 14, 2022 - Town Council Meeting & Work Session"
2022-09-13,North Side Winter Parking Open House,Other,https://www.youtube.com/watch?v=bckb662N12M,bckb662N12M,asr,https://www.youtube.com/watch?v=bckb662N12M,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6194,no,asr,release_timestamp(Denver),day,North Side Winter Parking Open House
2022-08-10,"August 10, 2022 - Town Council Meeting",Council,https://www.youtube.com/watch?v=vTBSpKyxCR0,vTBSpKyxCR0,asr,https://www.youtube.com/watch?v=vTBSpKyxCR0,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2022-08-10_vTBSpKyxCR0.en.vtt,youtube,stream,5748,yes,asr,title,day,"August 10, 2022 - Town Council Meeting"
2022-07-13,"July 13, 2022 Town Council Meeting",Council,https://www.youtube.com/watch?v=4EQPGqUoeos,4EQPGqUoeos,asr,https://www.youtube.com/watch?v=4EQPGqUoeos,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,8218,no,asr,title,day,"July 13, 2022 Town Council Meeting"
2022-06-15,"June 15, 2022 Town Council Meeting, Work Session,  Public Hearing, and Land Use Appeal Authority",Council,https://www.youtube.com/watch?v=FmdJYSebTDY,FmdJYSebTDY,asr,https://www.youtube.com/watch?v=FmdJYSebTDY,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9497,no,asr,title,day,"June 15, 2022 Town Council Meeting, Work Session,  Public Hearing, and Land Use Appeal Authority"
2022-06-06,Budget Committee Meeting,BudgetCommittee,https://www.youtube.com/watch?v=EXzFc2cC-UI,EXzFc2cC-UI,asr,https://www.youtube.com/watch?v=EXzFc2cC-UI,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5934,no,asr,release_timestamp(Denver),day,Budget Committee Meeting
2022-06-02,Alta Planning Commission Meeting June 2 2022,PlanningCommission,https://www.youtube.com/watch?v=Z8Ry9pt5i6E,Z8Ry9pt5i6E,asr,https://www.youtube.com/watch?v=Z8Ry9pt5i6E,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4138,no,asr,title,day,Alta Planning Commission Meeting June 2 2022
2022-05-11,Town Council Meeting & Work Session,Council,https://www.youtube.com/watch?v=CZDDc4ln4lo,CZDDc4ln4lo,asr,https://www.youtube.com/watch?v=CZDDc4ln4lo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9283,no,asr,release_timestamp(Denver),day,Town Council Meeting & Work Session
2022-05-02,"May 2, 2022 Town of Alta Dog Drawing",Other,https://www.youtube.com/watch?v=ncIUL27yy6E,ncIUL27yy6E,asr,https://www.youtube.com/watch?v=ncIUL27yy6E,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,591,no,asr,title,day,"May 2, 2022 Town of Alta Dog Drawing"
2022-05-02,Dog License Drawing,Other,https://www.youtube.com/watch?v=T6DxAcY1-5w,T6DxAcY1-5w,asr,https://www.youtube.com/watch?v=T6DxAcY1-5w,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,1324,no,asr,release_timestamp(Denver),day,Dog License Drawing
2022-04-28,Town Council Meeting,Council,https://www.youtube.com/watch?v=_lr6AyY70R8,_lr6AyY70R8,asr,https://www.youtube.com/watch?v=_lr6AyY70R8,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,41,no,asr,release_timestamp(Denver),day,Town Council Meeting
2022-04-26,Alta Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=MSoit9cB3qs,MSoit9cB3qs,asr,https://www.youtube.com/watch?v=MSoit9cB3qs,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6804,no,asr,release_timestamp(Denver),day,Alta Planning Commission Meeting
2022-04-13,Town Council Meeting,Council,https://www.youtube.com/watch?v=grpfM1HVTyo,grpfM1HVTyo,asr,https://www.youtube.com/watch?v=grpfM1HVTyo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11705,no,asr,release_timestamp(Denver),day,Town Council Meeting
2022-03-18,Budget Meeting - catch up,BudgetCommittee,https://www.youtube.com/watch?v=bjK_Vrw5J3g,bjK_Vrw5J3g,asr,https://www.youtube.com/watch?v=bjK_Vrw5J3g,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6124,no,asr,release_timestamp(Denver),day,Budget Meeting - catch up
2022-03-09,Town Council Meeting,Council,https://www.youtube.com/watch?v=pNhFAAAyHKo,pNhFAAAyHKo,asr,https://www.youtube.com/watch?v=pNhFAAAyHKo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5438,no,asr,release_timestamp(Denver),day,Town Council Meeting
2022-03-01,Budget Committee Meeting #1,BudgetCommittee,https://www.youtube.com/watch?v=AxUHH_ibU5I,AxUHH_ibU5I,asr,https://www.youtube.com/watch?v=AxUHH_ibU5I,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7405,no,asr,release_timestamp(Denver),day,Budget Committee Meeting #1
2022-02-09,Town Council Meeting,Council,https://www.youtube.com/watch?v=6tecr_L9Heg,6tecr_L9Heg,asr,https://www.youtube.com/watch?v=6tecr_L9Heg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4362,no,asr,release_timestamp(Denver),day,Town Council Meeting
2022-01-26,Town Council - Special Meeting,Council,https://www.youtube.com/watch?v=Mgz9dH4ae_E,Mgz9dH4ae_E,asr,https://www.youtube.com/watch?v=Mgz9dH4ae_E,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,1112,no,asr,release_timestamp(Denver),day,Town Council - Special Meeting
2022-01-12,Town Council Meeting,Council,https://www.youtube.com/watch?v=3DBt3dLo64Y,3DBt3dLo64Y,asr,https://www.youtube.com/watch?v=3DBt3dLo64Y,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9304,no,asr,release_timestamp(Denver),day,Town Council Meeting
2021-12-08,Town Council Meeting and Work Session,Council,https://www.youtube.com/watch?v=PP8cHhdkj8A,PP8cHhdkj8A,asr,https://www.youtube.com/watch?v=PP8cHhdkj8A,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,13151,no,asr,release_timestamp(Denver),day,Town Council Meeting and Work Session
2021-11-16,Town Council Meeting: Election Canvass,Council,https://www.youtube.com/watch?v=WNc4QuI7pVw,WNc4QuI7pVw,asr,https://www.youtube.com/watch?v=WNc4QuI7pVw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,1326,no,asr,release_timestamp(Denver),day,Town Council Meeting: Election Canvass
2021-11-10,Town Council Meeting and Work Session,Council,https://www.youtube.com/watch?v=tnRinp5cOMk,tnRinp5cOMk,asr,https://www.youtube.com/watch?v=tnRinp5cOMk,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,13604,no,asr,release_timestamp(Denver),day,Town Council Meeting and Work Session
2021-10-13,Town Council Meeting and Work Session,Council,https://www.youtube.com/watch?v=TWtaAOnhN18,TWtaAOnhN18,asr,https://www.youtube.com/watch?v=TWtaAOnhN18,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,10076,no,asr,release_timestamp(Denver),day,Town Council Meeting and Work Session
2021-09-29,Special Town Council Meeting,Council,https://www.youtube.com/watch?v=ZUOVaecrBBw,ZUOVaecrBBw,asr,https://www.youtube.com/watch?v=ZUOVaecrBBw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,2304,no,asr,release_timestamp(Denver),day,Special Town Council Meeting
2021-09-28,"Alta Planning Commission September 28, 2021",PlanningCommission,https://www.youtube.com/watch?v=tHLagoJBLaw,tHLagoJBLaw,asr,https://www.youtube.com/watch?v=tHLagoJBLaw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6258,no,asr,title,day,"Alta Planning Commission September 28, 2021"
2021-09-08,Town Council Meeting & Work Session,Council,https://www.youtube.com/watch?v=In2pb8Gjkyo,In2pb8Gjkyo,asr,https://www.youtube.com/watch?v=In2pb8Gjkyo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,13134,no,asr,release_timestamp(Denver),day,Town Council Meeting & Work Session
2021-08-11,Alta Town Council Meeting and Work Session,Council,https://www.youtube.com/watch?v=y7exd6RbV_Y,y7exd6RbV_Y,asr,https://www.youtube.com/watch?v=y7exd6RbV_Y,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,12337,no,asr,release_timestamp(Denver),day,Alta Town Council Meeting and Work Session
2021-07-14,Alta Town Council Meeting and Work Session,Council,https://www.youtube.com/watch?v=up4sLmh1qXo,up4sLmh1qXo,asr,https://www.youtube.com/watch?v=up4sLmh1qXo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,13734,no,asr,release_timestamp(Denver),day,Alta Town Council Meeting and Work Session
2021-06-30,"June 30, 2021 Town Council Special Meeting",Council,https://www.youtube.com/watch?v=Ii4UiNEKMDw,Ii4UiNEKMDw,asr,https://www.youtube.com/watch?v=Ii4UiNEKMDw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4291,no,asr,title,day,"June 30, 2021 Town Council Special Meeting"
2021-06-22,Alta Planning Commisison June 22 2021,PlanningCommission,https://www.youtube.com/watch?v=9q9m6efoH0k,9q9m6efoH0k,asr,https://www.youtube.com/watch?v=9q9m6efoH0k,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,10069,no,asr,title,day,Alta Planning Commisison June 22 2021
2021-06-22,Alta Planning Commisison June 22 2021,PlanningCommission,https://www.youtube.com/watch?v=KJSL1DIijAc,KJSL1DIijAc,asr,https://www.youtube.com/watch?v=KJSL1DIijAc,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,159,no,asr,title,day,Alta Planning Commisison June 22 2021
2021-06-21,"June 21, 2021 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=c9OtCZ3X5-c,c9OtCZ3X5-c,asr,https://www.youtube.com/watch?v=c9OtCZ3X5-c,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,11602,no,asr,title,day,"June 21, 2021 Alta Town Council Meeting"
2021-06-16,Town Council Meeting,Council,https://www.youtube.com/watch?v=BDjLYuNmdTQ,BDjLYuNmdTQ,asr,https://www.youtube.com/watch?v=BDjLYuNmdTQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,15339,no,asr,release_timestamp(Denver),day,Town Council Meeting
2021-05-14,Budget Committee Meeting,BudgetCommittee,https://www.youtube.com/watch?v=0nhLCcsZFWA,0nhLCcsZFWA,asr,https://www.youtube.com/watch?v=0nhLCcsZFWA,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5061,no,asr,release_timestamp(Denver),day,Budget Committee Meeting
2021-05-12,"May 12, 2021 Town Council Meeting",Council,https://www.youtube.com/watch?v=XUN5T_xLhbQ,XUN5T_xLhbQ,asr,https://www.youtube.com/watch?v=XUN5T_xLhbQ,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2021-05-12_XUN5T_xLhbQ.en.vtt,youtube,stream,13274,yes,asr,title,day,"May 12, 2021 Town Council Meeting"
2021-04-27,Alta Planning Commission,PlanningCommission,https://www.youtube.com/watch?v=-O-hQs0MCu4,-O-hQs0MCu4,asr,https://www.youtube.com/watch?v=-O-hQs0MCu4,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7385,no,asr,release_timestamp(Denver),day,Alta Planning Commission
2021-04-27,Alta Planning Commission,PlanningCommission,https://www.youtube.com/watch?v=RmtaYLYxIHM,RmtaYLYxIHM,asr,https://www.youtube.com/watch?v=RmtaYLYxIHM,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,715,no,asr,release_timestamp(Denver),day,Alta Planning Commission
2021-04-21,Unveiling of Alta Community Center Feasibility Study by Ennead Architects,Unknown,https://www.youtube.com/watch?v=35FLfke5zNg,35FLfke5zNg,asr,https://www.youtube.com/watch?v=35FLfke5zNg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5882,no,asr,release_timestamp(Denver),day,Unveiling of Alta Community Center Feasibility Study by Ennead Architects
2021-04-14,Town Council Meeting,Council,https://www.youtube.com/watch?v=Hs9MMC-ssLE,Hs9MMC-ssLE,asr,https://www.youtube.com/watch?v=Hs9MMC-ssLE,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,12974,no,asr,release_timestamp(Denver),day,Town Council Meeting
2021-03-12,Alta Budget Committee Meeting #2,BudgetCommittee,https://www.youtube.com/watch?v=2ilPCpLZMrU,2ilPCpLZMrU,asr,https://www.youtube.com/watch?v=2ilPCpLZMrU,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4206,no,asr,release_timestamp(Denver),day,Alta Budget Committee Meeting #2
2021-03-10,Town Council Meeting,Council,https://www.youtube.com/watch?v=YWciYhsyuFk,YWciYhsyuFk,asr,https://www.youtube.com/watch?v=YWciYhsyuFk,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,13741,no,asr,release_timestamp(Denver),day,Town Council Meeting
2021-02-26,Finance Committee Meeting,BudgetCommittee,https://www.youtube.com/watch?v=QVO04Op4lms,QVO04Op4lms,asr,https://www.youtube.com/watch?v=QVO04Op4lms,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6486,no,asr,release_timestamp(Denver),day,Finance Committee Meeting
2021-02-10,Alta Town Council Meeting & Work Session,Council,https://www.youtube.com/watch?v=kwTIGFZGM9A,kwTIGFZGM9A,asr,https://www.youtube.com/watch?v=kwTIGFZGM9A,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,13245,no,asr,release_timestamp(Denver),day,Alta Town Council Meeting & Work Session
2021-01-13,Town Council Meeting,Council,https://www.youtube.com/watch?v=gLUDfkLbBD0,gLUDfkLbBD0,asr,https://www.youtube.com/watch?v=gLUDfkLbBD0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,13611,no,asr,release_timestamp(Denver),day,Town Council Meeting
2021-01-05,Town Council Work Session Meeting,Council,https://www.youtube.com/watch?v=s6H1xs3Llg0,s6H1xs3Llg0,asr,https://www.youtube.com/watch?v=s6H1xs3Llg0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5076,no,asr,release_timestamp(Denver),day,Town Council Work Session Meeting
2020-12-09,"Town Council Meeting: December 9, 2020",Council,https://www.youtube.com/watch?v=I5BAaxX7uHo,I5BAaxX7uHo,asr,https://www.youtube.com/watch?v=I5BAaxX7uHo,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,12621,no,asr,title,day,"Town Council Meeting: December 9, 2020"
2020-11-12,Town Council Meeting,Council,https://www.youtube.com/watch?v=CiqP0p7H57Q,CiqP0p7H57Q,asr,https://www.youtube.com/watch?v=CiqP0p7H57Q,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9481,no,asr,release_timestamp(Denver),day,Town Council Meeting
2020-10-14,10/14/20 Work Session and Alta Town Council Meeting,Council,https://www.youtube.com/watch?v=v4r-fqRO6tY,v4r-fqRO6tY,asr,https://www.youtube.com/watch?v=v4r-fqRO6tY,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,13160,no,asr,title,day,10/14/20 Work Session and Alta Town Council Meeting
2020-10-13,October 13 2020 Alta Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=Nu9nvcH4t5U,Nu9nvcH4t5U,asr,https://www.youtube.com/watch?v=Nu9nvcH4t5U,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2020-10-13_Nu9nvcH4t5U.en.vtt,youtube,stream,7466,yes,asr,title,day,October 13 2020 Alta Planning Commission Meeting
2020-09-09,"September 9, 2020 Work Session and Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=c7CUgE7m6HM,c7CUgE7m6HM,asr,https://www.youtube.com/watch?v=c7CUgE7m6HM,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,14041,no,asr,title,day,"September 9, 2020 Work Session and Alta Town Council Meeting"
2020-09-09,"September 9, 2020 Work Session and Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=lrI5Gp4Ls-0,lrI5Gp4Ls-0,asr,https://www.youtube.com/watch?v=lrI5Gp4Ls-0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,14041,no,asr,title,day,"September 9, 2020 Work Session and Alta Town Council Meeting"
2020-09-09,Alta Community Center - Feasibility Study presentation by Ennead. 9/9/20 Alta Town Council Meeting.,Council,https://www.youtube.com/watch?v=8sze3IcFbXg,8sze3IcFbXg,asr,https://www.youtube.com/watch?v=8sze3IcFbXg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,2375,no,asr,title,day,Alta Community Center - Feasibility Study presentation by Ennead. 9/9/20 Alta Town Council Meeting.
2020-08-12,Town Council Meeting,Council,https://www.youtube.com/watch?v=T8Huj1H_6Lc,T8Huj1H_6Lc,asr,https://www.youtube.com/watch?v=T8Huj1H_6Lc,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,10084,no,asr,release_timestamp(Denver),day,Town Council Meeting
2020-08-12,"August 12, 2020 Work Session & Town Council Meeting",Council,https://www.youtube.com/watch?v=3CNQ7PUQcIQ,3CNQ7PUQcIQ,asr,https://www.youtube.com/watch?v=3CNQ7PUQcIQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,8785,no,asr,title,day,"August 12, 2020 Work Session & Town Council Meeting"
2020-07-28,Town of Alta's Zoom Meeting,Unknown,https://www.youtube.com/watch?v=fqcl2IUV2Ow,fqcl2IUV2Ow,asr,https://www.youtube.com/watch?v=fqcl2IUV2Ow,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,86,no,asr,release_timestamp(Denver),day,Town of Alta's Zoom Meeting
2020-07-28,July 28 2020 Alta Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=4tCmf9DSkf4,4tCmf9DSkf4,asr,https://www.youtube.com/watch?v=4tCmf9DSkf4,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,7154,no,asr,title,day,July 28 2020 Alta Planning Commission Meeting
2020-07-08,Town Council Meeting,Council,https://www.youtube.com/watch?v=-R_qJ7YEXVA,-R_qJ7YEXVA,asr,https://www.youtube.com/watch?v=-R_qJ7YEXVA,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,10102,no,asr,release_timestamp(Denver),day,Town Council Meeting
2020-07-08,"July 8, 2020 work Session and Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=iKRDXEzK1N0,iKRDXEzK1N0,asr,https://www.youtube.com/watch?v=iKRDXEzK1N0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,10018,no,asr,title,day,"July 8, 2020 work Session and Alta Town Council Meeting"
