notice_id,notice_url,kind,primary_ordinance_no,stated_adoption_date,posted_date,title_or_first_body_line
886845,https://www.utah.gov/pmn/sitemap/notice/886845.html,adoption,1601,2024-01-16,2024-01-17,City of Draper Notice of Ordinance Adoption -
894713,https://www.utah.gov/pmn/sitemap/notice/894713.html,adoption,1602,2024-02-20,2024-02-21,City of Draper Notice of Ordinance Adoption -
894719,https://www.utah.gov/pmn/sitemap/notice/894719.html,adoption,1603,2024-02-20,2024-02-21,City of Draper Notice of Ordinance Adoption -
894725,https://www.utah.gov/pmn/sitemap/notice/894725.html,adoption,1604,2024-02-20,2024-02-21,City of Draper Notice of Ordinance Adoption -
899213,https://www.utah.gov/pmn/sitemap/notice/899213.html,adoption,1596,2024-03-12,2024-03-13,City of Draper Notice of Ordinance Adoption -
899217,https://www.utah.gov/pmn/sitemap/notice/899217.html,adoption,1605,2024-03-12,2024-03-13,City of Draper Notice of Ordinance Adoption -
899219,https://www.utah.gov/pmn/sitemap/notice/899219.html,adoption,1606,2024-03-12,2024-03-13,City of Draper Notice of Ordinance Adoption -
899221,https://www.utah.gov/pmn/sitemap/notice/899221.html,adoption,1607,2024-03-12,2024-03-13,City of Draper Notice of Ordinance Adoption -
906133,https://www.utah.gov/pmn/sitemap/notice/906133.html,hearing,,,2024-04-11,Notice OF PUBLIC HEARING for the City Initiated Landscape Ordinance Update request. 
908863,https://www.utah.gov/pmn/sitemap/notice/908863.html,adoption,1609,2024-04-23,2024-04-24,City of Draper Notice of Ordinance Adoption -
908867,https://www.utah.gov/pmn/sitemap/notice/908867.html,adoption,1610,2024-04-23,2024-04-24,City of Draper Notice of Ordinance Adoption -
913973,https://www.utah.gov/pmn/sitemap/notice/913973.html,adoption,1611,2024-05-14,2024-05-15,City of Draper Notice of Ordinance Adoption -
913975,https://www.utah.gov/pmn/sitemap/notice/913975.html,adoption,1612,2024-05-14,2024-05-15,City of Draper Notice of Ordinance Adoption -
914317,https://www.utah.gov/pmn/sitemap/notice/914317.html,adoption,1611,2024-05-14,2024-05-15,City of Draper Notice of Ordinance Adoption -
920959,https://www.utah.gov/pmn/sitemap/notice/920959.html,adoption,1613,2024-06-04,2024-06-13,City of Draper Notice of Ordinance Adoption -
920963,https://www.utah.gov/pmn/sitemap/notice/920963.html,adoption,1614,2024-06-04,2024-06-13,City of Draper Notice of Ordinance Adoption -
922683,https://www.utah.gov/pmn/sitemap/notice/922683.html,adoption,1615,2024-06-18,2024-06-20,City of Draper Notice of Ordinance Adoption -
922685,https://www.utah.gov/pmn/sitemap/notice/922685.html,adoption,1616,2024-06-18,2024-06-20,City of Draper Notice of Ordinance Adoption -
931779,https://www.utah.gov/pmn/sitemap/notice/931779.html,adoption,1617,2024-08-06,2024-08-07,City of Draper Notice of Ordinance Adoption -
934921,https://www.utah.gov/pmn/sitemap/notice/934921.html,adoption,1608,2024-08-20,2024-08-21,City of Draper Notice of Ordinance Adoption -
938601,https://www.utah.gov/pmn/sitemap/notice/938601.html,adoption,1620,2024-09-03,2024-09-09,City of Draper Notice of Ordinance Adoption -
941337,https://www.utah.gov/pmn/sitemap/notice/941337.html,adoption,1624,2024-09-17,2024-09-19,City of Draper Notice of Ordinance Adoption - Ordinance #1624
941341,https://www.utah.gov/pmn/sitemap/notice/941341.html,adoption,1623,2024-09-17,2024-09-19,City of Draper Notice of Ordinance Adoption - Ordinance #1623
941343,https://www.utah.gov/pmn/sitemap/notice/941343.html,adoption,1622,2024-09-17,2024-09-19,City of Draper Notice of Ordinance Adoption - Ordinance #1622
941347,https://www.utah.gov/pmn/sitemap/notice/941347.html,adoption,1621,2024-09-17,2024-09-19,City of Draper Notice of Ordinance Adoption - Ordinance #1621
947383,https://www.utah.gov/pmn/sitemap/notice/947383.html,adoption,1625,2024-10-15,2024-10-16,City of Draper Notice of Ordinance Adoption - Ordinance #1625
958623,https://www.utah.gov/pmn/sitemap/notice/958623.html,adoption,1627,2024-12-03,2024-12-05,City of Draper Notice of Ordinance Adoption - Ordinance #1627
958625,https://www.utah.gov/pmn/sitemap/notice/958625.html,adoption,1628,2024-12-03,2024-12-05,City of Draper Notice of Ordinance Adoption - Ordinance #1628
958627,https://www.utah.gov/pmn/sitemap/notice/958627.html,adoption,1629,2024-12-03,2024-12-05,City of Draper Notice of Ordinance Adoption - Ordinance #1629
965977,https://www.utah.gov/pmn/sitemap/notice/965977.html,adoption,1631,2025-01-07,2025-01-09,City of Draper Notice of Ordinance Adoption - Ordinance #1631
971743,https://www.utah.gov/pmn/sitemap/notice/971743.html,adoption,1632,2025-02-04,2025-02-05,City of Draper Notice of Ordinance Adoption - Ordinance #1632
971747,https://www.utah.gov/pmn/sitemap/notice/971747.html,adoption,1633,2025-02-04,2025-02-05,City of Draper Notice of Ordinance Adoption - Ordinance #1633
975275,https://www.utah.gov/pmn/sitemap/notice/975275.html,adoption,1634,2025-02-18,2025-02-19,City of Draper Notice of Ordinance Adoption - Ordinance #1634
978665,https://www.utah.gov/pmn/sitemap/notice/978665.html,adoption,1635,2025-03-04,2025-03-06,City of Draper Notice of Ordinance Adoption - Ordinance #1635
978671,https://www.utah.gov/pmn/sitemap/notice/978671.html,adoption,1636,2025-03-04,2025-03-06,City of Draper Notice of Ordinance Adoption - Ordinance #1636
978675,https://www.utah.gov/pmn/sitemap/notice/978675.html,adoption,1637,2025-03-04,2025-03-06,City of Draper Notice of Ordinance Adoption - Ordinance #1637
978697,https://www.utah.gov/pmn/sitemap/notice/978697.html,adoption,1638,2025-03-04,2025-03-06,City of Draper Notice of Ordinance Adoption - Ordinance #1638
981767,https://www.utah.gov/pmn/sitemap/notice/981767.html,adoption,1639,2025-03-18,2025-03-19,City of Draper Notice of Ordinance Adoption - Ordinance #1639
981805,https://www.utah.gov/pmn/sitemap/notice/981805.html,hearing,,,2025-03-20,NOTICE OF PUBLIC HEARING: City Initiated Tree Maintenance Ordinance Update
984761,https://www.utah.gov/pmn/sitemap/notice/984761.html,adoption,1642,2025-04-01,2025-04-02,City of Draper Notice of Ordinance Adoption - Ordinance #1642
984765,https://www.utah.gov/pmn/sitemap/notice/984765.html,adoption,1645,2025-04-01,2025-04-02,City of Draper Notice of Ordinance Adoption - Ordinance #1645
984767,https://www.utah.gov/pmn/sitemap/notice/984767.html,adoption,1643,2025-04-01,2025-04-02,City of Draper Notice of Ordinance Adoption - Ordinance #1643
984769,https://www.utah.gov/pmn/sitemap/notice/984769.html,adoption,1644,2025-04-01,2025-04-02,City of Draper Notice of Ordinance Adoption - Ordinance #1644
993111,https://www.utah.gov/pmn/sitemap/notice/993111.html,adoption,1648,2025-05-06,2025-05-07,City of Draper Notice of Ordinance Adoption - Ordinance #1648
993115,https://www.utah.gov/pmn/sitemap/notice/993115.html,adoption,1649,2025-05-06,2025-05-07,City of Draper Notice of Ordinance Adoption - Ordinance #1649
993121,https://www.utah.gov/pmn/sitemap/notice/993121.html,adoption,1650,2025-05-06,2025-05-07,City of Draper Notice of Ordinance Adoption - Ordinance #1650
996815,https://www.utah.gov/pmn/sitemap/notice/996815.html,adoption,1651,2025-05-20,2025-05-21,City of Draper Notice of Ordinance Adoption - Ordinance #1651
996819,https://www.utah.gov/pmn/sitemap/notice/996819.html,adoption,1652,2025-05-20,2025-05-21,City of Draper Notice of Ordinance Adoption - Ordinance #1652
996823,https://www.utah.gov/pmn/sitemap/notice/996823.html,adoption,1653,2025-05-20,2025-05-21,City of Draper Notice of Ordinance Adoption - Ordinance #1653
