channel,path,sidecar,format,extraction_method,n_chars,has_text
clerk_legacy,raw/clerk_legacy/HelstenB-2014-AprilAmendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/HelstenB-2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Helsten_B_CouncilA_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Helsten_B_CouncilA_June14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Helsten_B_CouncilA_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Helsten_Brett_CouncilA-Oct14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Helsten_HBrett_CouncilA_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Henry_D_12_April_Interim_CntyCncl4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_08_April_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_08_Final_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_08_June_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_08_Oct_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_08_Sept_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_09_Final_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_10_Final_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_11_Final_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_12_Final_Amended_CouncilA_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_12_Final_CouncilA_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Horiuchi_R_CnclAtLarge_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Iwamoto_J_12_Final_Council4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Iwamoto_J_Final_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/JBradley_11_YearEnd_AtLrgC_Redacted1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/JHatch_11_Dissolution_Auditor.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/JIwamoato_11_YearEnd_CntyCncl1_Redacted1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jackson_C_Council3_2013_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jacobs_K_Assessor_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jacobs_K_Assessor_June141.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jacobs_Kevin_Assessor_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jensen_M12_Oct_Council2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jensen_M_12_April_Interim_CntyCncl2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jensen_M_12_Final_Council2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jensen_M_12_June_Interim_CntyCncl2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Jensen_M_12_Sept_Interim_CntyCncl2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/LFehrmann_11_Dissolutionl_Assessor.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/LFehrmann_11_Final_Assessor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/MBurdick_11_YearEnd_CntyCncl6_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/MCrockett_11_Dissolution_CntyCncl4.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/MCrockett_11_Final_CntyCncl4_Redacted1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/MJensen08Jan31amended.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/MJensen_11_YearEnd_CntyCncl2_Redacted1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/MRenckert_11_Dissolution_Mayor.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/MRenckert_11_Final_Mayor.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_12_April_Interim_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_12_April_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_12_June_Interim_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_12_June_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_12_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_12_Oct_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_12_Sept_Interim_CntyMyr_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_Mayor_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/McAdams_B_Mayor_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Miller_W_Council3_2013_YearEnd_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/NelsonS_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nelson_S_DA_June14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nelson_Steve_DA_April14_Amendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nelson_Steve_DA_June14_Amendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nelson_Steve_DA_Oct14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nelson_Steve_DA_Oct14_Amendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nelson_Steve_DA_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nelson_Steve_DA_Sept14_Amendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nelson_Steve_DA_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nimer_M_CouncilA_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Nimer_M_CouncilC_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ott_G_12_April_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ott_G_12_Final_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ott_G_12_Final_Recorder_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ott_G_Mayor_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ott_G_Recorder_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ott_G_Recorder_Amended_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/PPugmire_11_Dissolution_CntyCncl2.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/ParkinsonJ2014AprilAmended.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/ParkinsonJ_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Parkinson_J_Assessor_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Parkinson_Jake_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Pugmire_P_10_April_Interim_CntyCncl_2_redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/RHoriuchi_10_YearEnd_AtLrgA_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/RRomero_11_YearEnd_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/RRomero_11_YearEnd_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/RSnelgrove_11_Dissolution_AtLrgB.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/RebergL_Recorder_June2006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/RebergL_Recorder_June2006Amend.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Recanzone_P_12_April_Interim_Amend_CntyCncl6_Redac.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Rogers_W_10_General_CntyCncl_AtLrgB_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Rogers_W_10_YearEnd_CntyCncl_AtLrgB_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Rogers_W_11_YearEnd_AtLrgB_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Rogers_W_12_Final_CntyCncl_AtLrgB_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Romero_R_12_April_Interim_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Romero_R_12_April_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Romero_R_12_Final_Amended_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Romero_R_12_Final_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/SDeBry_11_YearEnd_Amend_CntyCncl5_Redacted1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/SDeBry_11_YearEnd_CntyCncl5_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/SGill_11_YearEnd_DistAttny_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/SnarrD_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snarr_D_Council3_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snarr_D_Council3_June14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snarr_D_Council3_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snarr_Daniel_Council3_Oct14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snarr_Daniel_Council3_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/SnelgroveR_Mayor_YearEnd13_Amendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snelgrove_R_12_April_Interim_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snelgrove_R_12_April_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snelgrove_R_12_Final_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snelgrove_R_12_June_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snelgrove_R_Mayor_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Snelgrove_R_Mayor_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/StoutC_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ward_C_12_April_Interim_Amend_CntyCncl4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ward_C_12_April_Interim_CntyCncl4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ward_C_12_Final_Council4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Ward_C_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Wilde_D_Council3_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/WilsonJ2014AprilAmendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/WilsonJ_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Wilson_J_CouncilA-YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Wilson_J_CouncilA_June14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Wilson_J_CouncilA_June14_Amend.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Wilson_Jennifer_CouncilA_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Wilson_Jenny_CouncilA_Oct14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Winder_M12_June_Interim_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Winder_M12_June_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Winder_M_12Mayor_Amended_Final_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Winder_M_12Mayor_Final.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Winder_M_12_April_Interim_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Winder_M_12_April_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/abradshaw_10_Apr_Interim.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/akennard_apr52006.pdf,text/clerk_legacy__akennard_apr52006.txt,text,pdftotext -layout,18224,yes
clerk_legacy,raw/clerk_legacy/akennard_dissolutionreport07.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/bcardall_apr52006.pdf,text/clerk_legacy__bcardall_apr52006.txt,text,pdftotext -layout,14187,yes
clerk_legacy,raw/clerk_legacy/bcardall_apr52006amend.pdf,text/clerk_legacy__bcardall_apr52006amend.txt,text,pdftotext -layout,15165,yes
clerk_legacy,raw/clerk_legacy/benkendrick_amendment.pdf,text/clerk_legacy__benkendrick_amendment.txt,text,pdftotext -layout,13966,yes
clerk_legacy,raw/clerk_legacy/bkendrick_apr52006.pdf,text/clerk_legacy__bkendrick_apr52006.txt,text,pdftotext -layout,12012,yes
clerk_legacy,raw/clerk_legacy/bkendrick_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/bkendrick_oct312006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/bkendrick_sept152006.pdf,text/clerk_legacy__bkendrick_sept152006.txt,text,pdftotext -layout,15854,yes
clerk_legacy,raw/clerk_legacy/blarson_apr52006.pdf,text/clerk_legacy__blarson_apr52006.txt,text,pdftotext -layout,10483,yes
clerk_legacy,raw/clerk_legacy/blarson_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/blarson_sept152006.pdf,text/clerk_legacy__blarson_sept152006.txt,text,pdftotext -layout,22733,yes
clerk_legacy,raw/clerk_legacy/bradley_january312005.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/carriedickson_april5amendment.pdf,text/clerk_legacy__carriedickson_april5amendment.txt,text,pdftotext -layout,12893,yes
clerk_legacy,raw/clerk_legacy/carriedickson_june20amendment.pdf,text/clerk_legacy__carriedickson_june20amendment.txt,text,pdftotext -layout,14272,yes
clerk_legacy,raw/clerk_legacy/cbonsall_apr52006.pdf,text/clerk_legacy__cbonsall_apr52006.txt,text,pdftotext -layout,13709,yes
clerk_legacy,raw/clerk_legacy/cbonsall_dissolutionreport07.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cbonsall_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cbonsall_oct312006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cburridge_09_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cdickson_103106amendment.pdf,text/clerk_legacy__cdickson_103106amendment.txt,text,pdftotext -layout,19396,yes
clerk_legacy,raw/clerk_legacy/cdickson_apr52006.pdf,text/clerk_legacy__cdickson_apr52006.txt,text,pdftotext -layout,11917,yes
clerk_legacy,raw/clerk_legacy/cdickson_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cdickson_oct312006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cdickson_sept152006.pdf,text/clerk_legacy__cdickson_sept152006.txt,text,pdftotext -layout,22719,yes
clerk_legacy,raw/clerk_legacy/cnoyce_10_Apr_Interim.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cnoyce_10_OctoberInterim.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cnoyce_10_PrimaryInterim_CntyCncl1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cnoyce_10_Sept_Interim.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/cnoyce_10_YearEnd_CntyCncl1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/ctripp_dissolutionreport07.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/ctripp_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/ctripp_oct312006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/ctripp_sept152006.pdf,text/clerk_legacy__ctripp_sept152006.txt,text,pdftotext -layout,21552,yes
clerk_legacy,raw/clerk_legacy/dborba_apr52006.pdf,text/clerk_legacy__dborba_apr52006.txt,text,pdftotext -layout,13634,yes
clerk_legacy,raw/clerk_legacy/dianeturner_amendment.pdf,text/clerk_legacy__dianeturner_amendment.txt,text,pdftotext -layout,1781,yes
clerk_legacy,raw/clerk_legacy/djohnstun_dissolutionreport07.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/djohnstun_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dpeck_apr52006.pdf,text/clerk_legacy__dpeck_apr52006.txt,text,pdftotext -layout,16417,yes
clerk_legacy,raw/clerk_legacy/dtaylor_apr52006.pdf,text/clerk_legacy__dtaylor_apr52006.txt,text,pdftotext -layout,13083,yes
clerk_legacy,raw/clerk_legacy/dtaylor_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dtaylor_oct312006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dturner_10_Apr_Interim.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dturner_10_OctoberInterim_CntyCncl3.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dturner_10_PrimaryInterim_CntyCncl3.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dturner_10_Sept_Interim.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dturner_10__FinalDissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dturner_apr52006.pdf,text/clerk_legacy__dturner_apr52006.txt,text,pdftotext -layout,12184,yes
clerk_legacy,raw/clerk_legacy/dturner_dissolutionreport07.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dturner_sept152006.pdf,text/clerk_legacy__dturner_sept152006.txt,text,pdftotext -layout,21091,yes
clerk_legacy,raw/clerk_legacy/dwilde_09_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dwilde_amendapr52006.pdf,text/clerk_legacy__dwilde_amendapr52006.txt,text,pdftotext -layout,12859,yes
clerk_legacy,raw/clerk_legacy/dwilde_apr52006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dwilde_jan3106.pdf,text/clerk_legacy__dwilde_jan3106.txt,text,pdftotext -layout,10511,yes
clerk_legacy,raw/clerk_legacy/dwilde_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dwilde_oct312006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/dwilde_sept152006.pdf,text/clerk_legacy__dwilde_sept152006.txt,text,pdftotext -layout,31461,yes
clerk_legacy,raw/clerk_legacy/dwilde_sept152006amendment.pdf,text/clerk_legacy__dwilde_sept152006amendment.txt,text,pdftotext -layout,5106,yes
clerk_legacy,raw/clerk_legacy/dwjohnstun_apr52006.pdf,text/clerk_legacy__dwjohnstun_apr52006.txt,text,pdftotext -layout,11261,yes
clerk_legacy,raw/clerk_legacy/ggurr_10_Apr_Inerim.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/gott_apr52006.pdf,text/clerk_legacy__gott_apr52006.txt,text,pdftotext -layout,12872,yes
clerk_legacy,raw/clerk_legacy/gott_jan3106.pdf,text/clerk_legacy__gott_jan3106.txt,text,pdftotext -layout,11977,yes
clerk_legacy,raw/clerk_legacy/gott_jan3107report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/gott_oct312006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/gott_sept152006.pdf,text/clerk_legacy__gott_sept152006.txt,text,pdftotext -layout,11870,yes
clerk_legacy,raw/clerk_legacy/gott_sept152006amend.pdf,text/clerk_legacy__gott_sept152006amend.txt,text,pdftotext -layout,12644,yes
clerk_legacy,raw/clerk_legacy/hatch_january312005.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
