prefix,subfolder,key,filename,size,last_modified,in_scope,scope_reason
copperton/,ordinances,copperton/ordinances/documents/1578957966_Ordinance 19-07-01.pdf,1578957966_Ordinance 19-07-01.pdf,1970318,2020-01-13,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1579044017_Ordinance 19-07-02.pdf,1579044017_Ordinance 19-07-02.pdf,163272,2020-01-14,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1579044386_Resolution 19-08-01.pdf,1579044386_Resolution 19-08-01.pdf,1097119,2020-01-14,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1579130939_Ordinance 19-11-01.pdf,1579130939_Ordinance 19-11-01.pdf,134145,2020-01-15,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1579131744_Resolution 19-11-01.pdf,1579131744_Resolution 19-11-01.pdf,56638,2020-01-15,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1579132927_Resolution 19-11-02.pdf,1579132927_Resolution 19-11-02.pdf,350582,2020-01-16,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1582153123_CO067-001 - Code Enforcement Ordinance FINAL (9-13-2019).pdf,1582153123_CO067-001 - Code Enforcement Ordinance FINAL (9-13-2019).pdf,356920,2020-02-19,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1583956885_Ordinance 20-01-01.pdf,1583956885_Ordinance 20-01-01.pdf,2429467,2020-03-11,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1584042137_Ordinance 20-02-02.pdf,1584042137_Ordinance 20-02-02.pdf,1227013,2020-03-12,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1594911069_Resolution 19-06-02.pdf,1594911069_Resolution 19-06-02.pdf,14604,2020-07-16,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596820002_Resolution 20-03-01.pdf,1596820002_Resolution 20-03-01.pdf,670873,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596820313_Resolution 20-04-01.pdf,1596820313_Resolution 20-04-01.pdf,51672,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596820411_Resolution 20-05-01.pdf,1596820411_Resolution 20-05-01.pdf,264152,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596820517_Resolution 20-05-02.pdf,1596820517_Resolution 20-05-02.pdf,58365,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596820620_Resolution 20-07-01.pdf,1596820620_Resolution 20-07-01.pdf,12403,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596820663_Resolution 20-07-02.pdf,1596820663_Resolution 20-07-02.pdf,80564,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596820786_Ordinance 20-01-01.pdf,1596820786_Ordinance 20-01-01.pdf,2443626,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596820918_Ordinance 20-02-01.pdf,1596820918_Ordinance 20-02-01.pdf,657802,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596821159_Ordinance 20-04-01.pdf,1596821159_Ordinance 20-04-01.pdf,708810,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1596821354_Ordinance 20-06-01.pdf,1596821354_Ordinance 20-06-01.pdf,149063,2020-08-07,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1597091034_Resolution 20-07-03.pdf,1597091034_Resolution 20-07-03.pdf,108500,2020-08-10,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1597682366_Ordinance 20-06-01.pdf,1597682366_Ordinance 20-06-01.pdf,149063,2020-08-17,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1597946761_Ordinance 20-08-01.pdf,1597946761_Ordinance 20-08-01.pdf,305221,2020-08-20,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1597946881_Ordinance 20-08-01.pdf,1597946881_Ordinance 20-08-01.pdf,552888,2020-08-20,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1599079744_Copperton Ordinance 20-06-01.pdf,1599079744_Copperton Ordinance 20-06-01.pdf,4067535,2020-09-02,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1601315011_Ordinance 20-06-01.pdf,1601315011_Ordinance 20-06-01.pdf,2958554,2020-09-28,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1608070439_Ordinance 20-08-01.pdf,1608070439_Ordinance 20-08-01.pdf,552888,2020-12-15,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1614812535_Ordinance 21-02-01 2021 Fee Schedule Adoption.pdf,1614812535_Ordinance 21-02-01 2021 Fee Schedule Adoption.pdf,591271,2021-03-03,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1648500057_Ordinance 2021-10-01.pdf,1648500057_Ordinance 2021-10-01.pdf,298365,2022-03-28,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1648503494_Ordinance 2021-10-02.pdf,1648503494_Ordinance 2021-10-02.pdf,267345,2022-03-28,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1648503841_Ordinance 2021-10-03.pdf,1648503841_Ordinance 2021-10-03.pdf,421072,2022-03-28,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1649793868_Ordinance 2022-03-02.pdf,1649793868_Ordinance 2022-03-02.pdf,649584,2022-04-12,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1688584495_Ordinance 2023-06-01.pdf,1688584495_Ordinance 2023-06-01.pdf,4718954,2023-07-05,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1688584527_Title 18 Copperton Subdivision Ordinance.pdf,1688584527_Title 18 Copperton Subdivision Ordinance.pdf,455855,2023-07-05,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1688584558_Title 19 Copperton Zoning Ordinance.pdf,1688584558_Title 19 Copperton Zoning Ordinance.pdf,4197292,2023-07-05,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1721250475_Ordinance 2024-05-01.pdf,1721250475_Ordinance 2024-05-01.pdf,337961,2024-07-17,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1727122396_Title 18 Copperton Subdivision Ordinance Amendment.pdf,1727122396_Title 18 Copperton Subdivision Ordinance Amendment.pdf,3149231,2024-09-23,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1741808753_Ordinance 2024-12-01 Eliminating Setbacks and limits on home occupations - SIGNED.pdf,1741808753_Ordinance 2024-12-01 Eliminating Setbacks and limits on home occupations - SIGNED.pdf,277915,2025-03-12,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1741810598_Ordinance 2024-09-01 Title 18 Subdivision Changes.pdf,1741810598_Ordinance 2024-09-01 Title 18 Subdivision Changes.pdf,3149231,2025-03-12,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1742500296_Ordinance 2024-06-01.pdf,1742500296_Ordinance 2024-06-01.pdf,322558,2025-03-20,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1742569236_Ordinance 2025-O-01 - Title 2 Amendments - SIGNED.pdf,1742569236_Ordinance 2025-O-01 - Title 2 Amendments - SIGNED.pdf,811131,2025-03-21,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1742572872_Ordinance 2023-06-01.pdf,1742572872_Ordinance 2023-06-01.pdf,5684884,2025-03-21,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1742573928_Ordinance 2023-06-01.pdf,1742573928_Ordinance 2023-06-01.pdf,5684884,2025-03-21,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1749736302_Copperton Ordinance 2025-O-02 Infrastructure and Public Improvments - SIGNED.pdf,1749736302_Copperton Ordinance 2025-O-02 Infrastructure and Public Improvments - SIGNED.pdf,3079592,2025-06-12,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1766595881_Ordinance 2025-O-07 Wildland Urban Interface Adoption.pdf,1766595881_Ordinance 2025-O-07 Wildland Urban Interface Adoption.pdf,2491868,2025-12-24,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1766596036_Ordinance 2025-O-08 Title 18 and 19 Amendments.pdf,1766596036_Ordinance 2025-O-08 Title 18 and 19 Amendments.pdf,2916813,2025-12-24,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1781816480_Copperton 2026-O-01 Repealing and Replacing Chapter 3.71 requests for funding.pdf,1781816480_Copperton 2026-O-01 Repealing and Replacing Chapter 3.71 requests for funding.pdf,1431857,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/images/Copperton Disposal Voucher.png,Copperton Disposal Voucher.png,419216,2018-06-25,no,not a pdf (.png)
copperton/,ordinances,copperton/ordinances/images/Copperton Disposal Voucher_tn.png,Copperton Disposal Voucher_tn.png,7400,2018-06-25,no,not a pdf (.png)
copperton/,ordinances,copperton/ordinances/documents/Ord 17-11-02.pdf,Ord 17-11-02.pdf,658541,2019-02-04,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-02-01.pdf,Ordinance 17-02-01.pdf,67220,2018-06-18,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-04-01.pdf,Ordinance 17-04-01.pdf,43418,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-05-01.pdf,Ordinance 17-05-01.pdf,109127,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-07-01.pdf,Ordinance 17-07-01.pdf,1363606,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-09-01.pdf,Ordinance 17-09-01.pdf,650818,2019-02-04,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-11-01.pdf,Ordinance 17-11-01.pdf,31812028,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-11-02.pdf,Ordinance 17-11-02.pdf,658541,2018-06-27,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-11-03.pdf,Ordinance 17-11-03.pdf,1258191,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-12-01.pdf,Ordinance 17-12-01.pdf,4183361,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 17-12-03.pdf,Ordinance 17-12-03.pdf,541148,2019-02-04,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 18-01-01.pdf,Ordinance 18-01-01.pdf,2976465,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 18-01-02.pdf,Ordinance 18-01-02.pdf,16436613,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 18-01-03.pdf,Ordinance 18-01-03.pdf,1367363,2018-06-25,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 18-03-01.pdf,Ordinance 18-03-01.pdf,6103854,2018-06-27,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/Ordinance 18-07-01.pdf,Ordinance 18-07-01.pdf,75421,2019-03-07,yes,adopted ordinance/resolution instrument
copperton/,plan,copperton/plan/documents/1603399386_Copperton General Plan COMPLETE DRAFT 21Oct20.pdf,1603399386_Copperton General Plan COMPLETE DRAFT 21Oct20.pdf,13853350,2020-10-22,no,non-instrument plan/fee-schedule exhibit (housing_plans/general-plan scope)
copperton/,plan,copperton/plan/documents/1603481463_Resolution 20-08-01 adopting EOP Plan.pdf,1603481463_Resolution 20-08-01 adopting EOP Plan.pdf,2021311,2020-10-23,yes,adopted ordinance/resolution instrument
copperton/,plan,copperton/plan/documents/1649793000_Resolution 20-08-01.pdf,1649793000_Resolution 20-08-01.pdf,2021349,2022-04-12,yes,adopted ordinance/resolution instrument
copperton/,plan,copperton/plan/documents/1653078117_Copperton_GP_Adopted_2020_(fullsize).pdf,1653078117_Copperton_GP_Adopted_2020_(fullsize).pdf,57162455,2022-05-20,no,non-instrument plan/fee-schedule exhibit (housing_plans/general-plan scope)
copperton/,plan,copperton/plan/documents/1656014272_Resolution 20-10-01.pdf,1656014272_Resolution 20-10-01.pdf,309319,2022-06-23,yes,adopted ordinance/resolution instrument
copperton/,policies,copperton/policies/documents/1584049381_Ordinance 20-02-01.pdf,1584049381_Ordinance 20-02-01.pdf,657802,2020-03-12,yes,adopted ordinance/resolution instrument
copperton/,policies,copperton/policies/documents/1649793478_Ordinance 2022-03-01.pdf,1649793478_Ordinance 2022-03-01.pdf,2903148,2022-04-12,yes,adopted ordinance/resolution instrument
copperton/,policies,copperton/policies/documents/1653079000_Adopted Copperton Annexation Policy Plan.pdf,1653079000_Adopted Copperton Annexation Policy Plan.pdf,2903148,2022-05-20,no,non-instrument plan/fee-schedule exhibit (housing_plans/general-plan scope)
copperton/,policies,copperton/policies/documents/1774052390_Copperton R2026-05 Adopting Town Personnel Policy.pdf,1774052390_Copperton R2026-05 Adopting Town Personnel Policy.pdf,1602892,2026-03-21,yes,adopted ordinance/resolution instrument
copperton/,policies,copperton/policies/documents/1781809111_Copperton R2026-11 Restating Council Rules of Order and Procedure.pdf,1781809111_Copperton R2026-11 Restating Council Rules of Order and Procedure.pdf,1147720,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,policies,copperton/policies/documents/1781809575_Copperton R2026-10 Restating Purchasing Policy.pdf,1781809575_Copperton R2026-10 Restating Purchasing Policy.pdf,614435,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1597682924_Resolution 20-03-01.pdf,1597682924_Resolution 20-03-01.pdf,670873,2020-08-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1597682983_Ordinance 20-04-01.pdf,1597682983_Ordinance 20-04-01.pdf,708810,2020-08-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1597683021_Resolution 20-07-03.pdf,1597683021_Resolution 20-07-03.pdf,108500,2020-08-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1597683045_Resolution 20-07-02.pdf,1597683045_Resolution 20-07-02.pdf,80564,2020-08-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1597683076_Resolution 20-05-02.pdf,1597683076_Resolution 20-05-02.pdf,58365,2020-08-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1597683554_Resolution 20-05-01.pdf,1597683554_Resolution 20-05-01.pdf,264196,2020-08-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1601315524_Resolution 20-09-01.pdf,1601315524_Resolution 20-09-01.pdf,82206,2020-09-28,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1601319981_Resolution 20-09-02.pdf,1601319981_Resolution 20-09-02.pdf,529706,2020-09-28,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1601411734_Resolution 20-07-01.pdf,1601411734_Resolution 20-07-01.pdf,971278,2020-09-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1601412236_Resolution 20-05-02.pdf,1601412236_Resolution 20-05-02.pdf,92367,2020-09-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1601412312_Resolution 20-04-01.pdf,1601412312_Resolution 20-04-01.pdf,1607377,2020-09-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1601412627_Resolution 20-07-02.pdf,1601412627_Resolution 20-07-02.pdf,1969825,2020-09-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1604942997_Resolution 20-08-01 EOP Adoption.pdf,1604942997_Resolution 20-08-01 EOP Adoption.pdf,2021349,2020-11-09,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1607972655_Ordinance 20-06-01.pdf,1607972655_Ordinance 20-06-01.pdf,2958554,2020-12-14,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1607977348_Resolution 20-11-01 Appreciation for Apollo Pazell for his service to Copperton - signed.pdf,1607977348_Resolution 20-11-01 Appreciation for Apollo Pazell for his service to Copperton - signed.pdf,180876,2020-12-14,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1607979336_Resolution 20-11-02 Appointing David Olsen to the Copperton Metro Township Council - signed.pdf,1607979336_Resolution 20-11-02 Appointing David Olsen to the Copperton Metro Township Council - signed.pdf,146915,2020-12-14,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1607979399_Resolution 20-11-03 Appointing David Olsen as Representative on Board for UPD.pdf,1607979399_Resolution 20-11-03 Appointing David Olsen as Representative on Board for UPD.pdf,156125,2020-12-14,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1607979526_Resolution 20-11-04 Appointing David Olsen as a Board Member for SLVESA - signed.pdf,1607979526_Resolution 20-11-04 Appointing David Olsen as a Board Member for SLVESA - signed.pdf,172212,2020-12-14,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1607979552_Resolution 20-11-05 Designating Tessa Stitzer as Deputy Mayor of Copperton - signed.pdf,1607979552_Resolution 20-11-05 Designating Tessa Stitzer as Deputy Mayor of Copperton - signed.pdf,152764,2020-12-14,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1611617454_Resolution 20-12-01.pdf,1611617454_Resolution 20-12-01.pdf,225146,2021-01-25,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1614812444_Ordinance 21-02-01 2021 Fee Schedule Adoption.pdf,1614812444_Ordinance 21-02-01 2021 Fee Schedule Adoption.pdf,591271,2021-03-03,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1616611613_Resolution 21-03-01.pdf,1616611613_Resolution 21-03-01.pdf,196127,2021-03-24,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1632248049_Resolution 21-09-01.pdf,1632248049_Resolution 21-09-01.pdf,346973,2021-09-21,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1648507663_Resolution 21-09-02.pdf,1648507663_Resolution 21-09-02.pdf,424057,2022-03-28,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1674166800_Copperton Resolution 2022-12-03 - Fee Schedule.pdf,1674166800_Copperton Resolution 2022-12-03 - Fee Schedule.pdf,739259,2023-01-19,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1681767218_Resolution 2022-11-01.pdf,1681767218_Resolution 2022-11-01.pdf,213906,2023-04-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1681767368_Resolution 2022-11-02.pdf,1681767368_Resolution 2022-11-02.pdf,214006,2023-04-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1681767527_Resolution 2022-12-01.pdf,1681767527_Resolution 2022-12-01.pdf,214204,2023-04-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1681767661_Resolution 2022-12-02.pdf,1681767661_Resolution 2022-12-02.pdf,213526,2023-04-17,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1695325998_Resolution 2023-06-02.pdf,1695325998_Resolution 2023-06-02.pdf,696011,2023-09-21,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1713814260_Resolution 2023-06-01.pdf,1713814260_Resolution 2023-06-01.pdf,542914,2024-04-22,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1713815165_Resolution 2023-09-01.pdf,1713815165_Resolution 2023-09-01.pdf,882239,2024-04-22,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1713815962_Resolution 2023-12-01.pdf,1713815962_Resolution 2023-12-01.pdf,455980,2024-04-22,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1713816326_Resolution 2023-12-02.pdf,1713816326_Resolution 2023-12-02.pdf,417704,2024-04-22,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1753997938_Resolution 17-02-01.pdf,1753997938_Resolution 17-02-01.pdf,694725,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1753998268_Resolution 17-06-01.pdf,1753998268_Resolution 17-06-01.pdf,965584,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1753998475_Resolution 17-10-01.pdf,1753998475_Resolution 17-10-01.pdf,91635,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1769637626_Copperton R2026-01 Appointing to SSLV Mosquito Abatement Board.pdf,1769637626_Copperton R2026-01 Appointing to SSLV Mosquito Abatement Board.pdf,560689,2026-01-28,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1769637645_Copperton R2026-02 Appointing to MSD Board.pdf,1769637645_Copperton R2026-02 Appointing to MSD Board.pdf,619329,2026-01-28,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1772044306_Copperton R2026-04 - Appreciating Kevin Severson.pdf,1772044306_Copperton R2026-04 - Appreciating Kevin Severson.pdf,508511,2026-02-25,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1772053891_Copperton R2026-03 Adopting Amended Hazard Mitigation Plan.pdf,1772053891_Copperton R2026-03 Adopting Amended Hazard Mitigation Plan.pdf,806312,2026-02-25,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1774051870_Copperton R2026-05 Adopting Town Personnel Policy.pdf,1774051870_Copperton R2026-05 Adopting Town Personnel Policy.pdf,1602892,2026-03-21,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777483340_Resolution 18-05-01.pdf,1777483340_Resolution 18-05-01.pdf,86587,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777483418_Resolution 18-09-01.pdf,1777483418_Resolution 18-09-01.pdf,81724,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777483443_Resolution 18-09-02.pdf,1777483443_Resolution 18-09-02.pdf,1024966,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777484037_Resolution 19-05-01.pdf,1777484037_Resolution 19-05-01.pdf,410375,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777484066_Resolution 19-08-01.pdf,1777484066_Resolution 19-08-01.pdf,1097119,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777484089_Resolution 19-11-01.pdf,1777484089_Resolution 19-11-01.pdf,56638,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777484132_Resolution 19-11-02.pdf,1777484132_Resolution 19-11-02.pdf,350582,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777484152_Resolution 19-12-01.pdf,1777484152_Resolution 19-12-01.pdf,531348,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777485541_Resolution 20-03-02 Amended ILA for Unified Fire Authority.pdf,1777485541_Resolution 20-03-02 Amended ILA for Unified Fire Authority.pdf,2004029,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777486345_Resolution 20-03-01 Adopting Procedures to Address Covid-19.pdf,1777486345_Resolution 20-03-01 Adopting Procedures to Address Covid-19.pdf,266159,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1777490130_Resolution 20-03-01 Adopting Procedures to Address Covid-19.pdf,1777490130_Resolution 20-03-01 Adopting Procedures to Address Covid-19.pdf,266159,2026-04-29,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1781214580_Copperton R2026-07 Approving FY2027 Tentative Budget.pdf,1781214580_Copperton R2026-07 Approving FY2027 Tentative Budget.pdf,5701094,2026-06-11,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1781808713_Copperton R2026-12 Amendment to ILA TRCC Grant for Park.pdf,1781808713_Copperton R2026-12 Amendment to ILA TRCC Grant for Park.pdf,5290413,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1781808753_Copperton R2026-08 FY2026 Budget Amendment.pdf,1781808753_Copperton R2026-08 FY2026 Budget Amendment.pdf,2082323,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1781808780_Copperton R2026-11 Restating Council Rules of Order and Procedure.pdf,1781808780_Copperton R2026-11 Restating Council Rules of Order and Procedure.pdf,1147720,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,resolutions,copperton/resolutions/documents/1781808802_Copperton R2026-10 Restating Purchasing Policy.pdf,1781808802_Copperton R2026-10 Restating Purchasing Policy.pdf,614435,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,site,copperton/site/logo.png,logo.png,83040,2025-07-09,no,not a pdf (.png)
