ordinance_no,series,filename_date,s3_filename,size_bytes,s3_last_modified,s3_key,source_url,in_minutes_window,cited_in_motions
2012-11,general,,1705953798_2012-11 Retail Tobacco Specialty Businesses (Title 5).pdf,295045,2024-01-22T20:03:19.000Z,southjordan/ordinances/documents/1705953798_2012-11 Retail Tobacco Specialty Businesses (Title 5).pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705953798_2012-11%20Retail%20Tobacco%20Specialty%20Businesses%20%28Title%205%29.pdf,no,no
2012-12,general,,1710268883_2012-12 Text Amend Title 17 in regards to Educational Facilities.pdf,6709165,2024-03-12T18:41:24.000Z,southjordan/ordinances/documents/1710268883_2012-12 Text Amend Title 17 in regards to Educational Facilities.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710268883_2012-12%20Text%20Amend%20Title%2017%20in%20regards%20to%20Educational%20Facilities.pdf,no,no
2012-14,general,,1707165645_2012-14 ZTA Parking Ratios at Daycare Centers.pdf,1046425,2024-02-05T20:40:47.000Z,southjordan/ordinances/documents/1707165645_2012-14 ZTA Parking Ratios at Daycare Centers.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707165645_2012-14%20ZTA%20Parking%20Ratios%20at%20Daycare%20Centers.pdf,no,no
2012-17,general,,1706022771_2012-17 City Recorder Power & Duties.pdf,1286883,2024-01-23T15:12:53.000Z,southjordan/ordinances/documents/1706022771_2012-17 City Recorder Power & Duties.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706022771_2012-17%20City%20Recorder%20Power%20%26%20Duties.pdf,no,no
2012-18,general,,1707243140_2012-18 Amend Title 16 - Land Disturbance.pdf,346807,2024-02-06T18:12:22.000Z,southjordan/ordinances/documents/1707243140_2012-18 Amend Title 16 - Land Disturbance.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707243140_2012-18%20Amend%20Title%2016%20-%20Land%20Disturbance.pdf,no,no
2012-19,general,,1706893921_2012-19 Storm Water & Flood Control.pdf,329878,2024-02-02T17:12:02.000Z,southjordan/ordinances/documents/1706893921_2012-19 Storm Water & Flood Control.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706893921_2012-19%20Storm%20Water%20%26%20Flood%20Control.pdf,no,no
2013-01,general,,1706896832_2013-01 Title 16.04 General Development Provisions.pdf,7041383,2024-02-02T18:00:34.000Z,southjordan/ordinances/documents/1706896832_2013-01 Title 16.04 General Development Provisions.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706896832_2013-01%20Title%2016.04%20General%20Development%20Provisions.pdf,no,no
2013-02,general,,1707157156_2013-02 Office Space & Open Space 2-19-2013.pdf,7574484,2024-02-05T18:19:18.000Z,southjordan/ordinances/documents/1707157156_2013-02 Office Space & Open Space 2-19-2013.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707157156_2013-02%20Office%20Space%20%26%20Open%20Space%202-19-2013.pdf,no,no
2013-03,general,,1705102561_2013-03  Electronic Meetings 4-2-13.pdf,348915,2024-01-12T23:36:05.000Z,southjordan/ordinances/documents/1705102561_2013-03  Electronic Meetings 4-2-13.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705102561_2013-03%20%20Electronic%20Meetings%204-2-13.pdf,no,no
2013-09,general,,1705685203_2013-09 Amend 5.12 Alcoholic Beverage Licenses 6-4-13 revised.pdf,291571,2024-01-19T17:26:45.000Z,southjordan/ordinances/documents/1705685203_2013-09 Amend 5.12 Alcoholic Beverage Licenses 6-4-13 revised.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705685203_2013-09%20Amend%205.12%20Alcoholic%20Beverage%20Licenses%206-4-13%20revised.pdf,no,no
2013-12,general,,1705952308_2013-12 Amend 5.84 Towing Services.pdf,402266,2024-01-22T19:38:29.000Z,southjordan/ordinances/documents/1705952308_2013-12 Amend 5.84 Towing Services.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705952308_2013-12%20Amend%205.84%20Towing%20Services.pdf,no,no
2013-13,general,,"1710268948_2013-13 Amend Chapter 2.76 Boards, Commissions, Committees, & Task Forces.pdf",327258,2024-03-12T18:42:30.000Z,"southjordan/ordinances/documents/1710268948_2013-13 Amend Chapter 2.76 Boards, Commissions, Committees, & Task Forces.pdf",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710268948_2013-13%20Amend%20Chapter%202.76%20Boards%2C%20Commissions%2C%20Committees%2C%20%26%20Task%20Forces.pdf,no,no
2013-15,general,,1705688306_2013-15 Repeal Sections of Business Licensing.pdf,839137,2024-01-19T18:18:28.000Z,southjordan/ordinances/documents/1705688306_2013-15 Repeal Sections of Business Licensing.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705688306_2013-15%20Repeal%20Sections%20of%20Business%20Licensing.pdf,no,no
2013-18,general,,1706894678_2013-18 Amending Section 13.16 Sewer Service System.pdf,873400,2024-02-02T17:24:40.000Z,southjordan/ordinances/documents/1706894678_2013-18 Amending Section 13.16 Sewer Service System.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706894678_2013-18%20Amending%20Section%2013.16%20Sewer%20Service%20System.pdf,no,no
2013-20,general,2013-12-17,1710436564_2013-20 Residential Chickens 12-17-2013.pdf,395718,2024-03-14T17:16:06.000Z,southjordan/ordinances/documents/1710436564_2013-20 Residential Chickens 12-17-2013.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710436564_2013-20%20Residential%20Chickens%2012-17-2013.pdf,no,no
2013-21,general,2013-12-17,1705608230_2013-21 Transient Tax 12-17-2013.pdf,633330,2024-01-18T20:03:51.000Z,southjordan/ordinances/documents/1705608230_2013-21 Transient Tax 12-17-2013.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705608230_2013-21%20Transient%20Tax%2012-17-2013.pdf,no,no
2014-04,general,,1686165851_2014-04 Amend 2 28 010 & 2 28 020 Clarify Office & Duties of CM 1-21-14.pdf,328313,2023-06-07T19:24:12.000Z,southjordan/ordinances/documents/1686165851_2014-04 Amend 2 28 010 & 2 28 020 Clarify Office & Duties of CM 1-21-14.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1686165851_2014-04%20Amend%202%2028%20010%20%26%202%2028%20020%20Clarify%20Office%20%26%20Duties%20of%20CM%201-21-14.pdf,no,no
2014-05,general,,1710270322_2014-05 Amend 17.16.010 Planning Commission Members 2-4-14.pdf,266006,2024-03-12T19:05:23.000Z,southjordan/ordinances/documents/1710270322_2014-05 Amend 17.16.010 Planning Commission Members 2-4-14.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710270322_2014-05%20Amend%2017.16.010%20Planning%20Commission%20Members%202-4-14.pdf,no,no
2014-06,general,,1710361711_2014-06 Repeal RM8 VMU VMR Zones in Title 17.pdf,1634528,2024-03-13T20:28:32.000Z,southjordan/ordinances/documents/1710361711_2014-06 Repeal RM8 VMU VMR Zones in Title 17.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710361711_2014-06%20Repeal%20RM8%20VMU%20VMR%20Zones%20in%20Title%2017.pdf,no,no
2014-08,general,,1705102182_2014-08 Rules of Procedure 2-04-020 Meetings.pdf,269165,2024-01-12T23:29:43.000Z,southjordan/ordinances/documents/1705102182_2014-08 Rules of Procedure 2-04-020 Meetings.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705102182_2014-08%20Rules%20of%20Procedure%202-04-020%20Meetings.pdf,no,no
2014-10,general,,1705687927_2014-10 Amend Code for Pawnbrokers etc.pdf,841603,2024-01-19T18:12:08.000Z,southjordan/ordinances/documents/1705687927_2014-10 Amend Code for Pawnbrokers etc.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705687927_2014-10%20Amend%20Code%20for%20Pawnbrokers%20etc.pdf,no,no
2014-11,general,,1705605753_2014-11 Enacting Chapter 2.38 & 3.01.pdf,131159,2024-01-18T19:22:34.000Z,southjordan/ordinances/documents/1705605753_2014-11 Enacting Chapter 2.38 & 3.01.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705605753_2014-11%20Enacting%20Chapter%202.38%20%26%203.01.pdf,no,no
2014-13,general,,1707156357_2014-13 Collector Street Fencing.pdf,568324,2024-02-05T18:05:58.000Z,southjordan/ordinances/documents/1707156357_2014-13 Collector Street Fencing.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707156357_2014-13%20Collector%20Street%20Fencing.pdf,no,no
2014-14,general,,1646673895_2014-14 Amend Animal Ordinance Title 6.pdf,2093880,2022-03-07T17:24:56.000Z,southjordan/ordinances/documents/1646673895_2014-14 Amend Animal Ordinance Title 6.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1646673895_2014-14%20Amend%20Animal%20Ordinance%20Title%206.pdf,no,no
2014-18,general,,1706028083_Ord 2014-18 Cardiac React 8-32 amendments 1-7-15 Final Clean.pdf,35360,2024-01-23T16:41:24.000Z,southjordan/ordinances/documents/1706028083_Ord 2014-18 Cardiac React 8-32 amendments 1-7-15 Final Clean.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706028083_Ord%202014-18%20Cardiac%20React%208-32%20amendments%201-7-15%20Final%20Clean.pdf,no,no
2015-01,general,,1707157981_2015-01 Amend 16.10.040 Grading.pdf,434136,2024-02-05T18:33:03.000Z,southjordan/ordinances/documents/1707157981_2015-01 Amend 16.10.040 Grading.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707157981_2015-01%20Amend%2016.10.040%20Grading.pdf,no,no
2015-03,general,,1706296272_2015-03 Title 10 Vehicle Parking & Trk Routes.pdf,569737,2024-01-26T19:11:14.000Z,southjordan/ordinances/documents/1706296272_2015-03 Title 10 Vehicle Parking & Trk Routes.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706296272_2015-03%20Title%2010%20Vehicle%20Parking%20%26%20Trk%20Routes.pdf,no,no
2015-04,general,,1710362363_2015-04 17.18 Zone Text Amendment.pdf,6398307,2024-03-13T20:39:24.000Z,southjordan/ordinances/documents/1710362363_2015-04 17.18 Zone Text Amendment.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710362363_2015-04%2017.18%20Zone%20Text%20Amendment.pdf,no,no
2015-09,general,,1705688992_2015-09 Adding-Amending-Repealing Codes.pdf,3776732,2024-01-19T18:29:53.000Z,southjordan/ordinances/documents/1705688992_2015-09 Adding-Amending-Repealing Codes.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705688992_2015-09%20Adding-Amending-Repealing%20Codes.pdf,no,no
2015-10,general,,1710356300_2015-10 Adopt Chapters 17.30 & 17.40 & Amend.pdf,4631508,2024-03-13T18:58:21.000Z,southjordan/ordinances/documents/1710356300_2015-10 Adopt Chapters 17.30 & 17.40 & Amend.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710356300_2015-10%20Adopt%20Chapters%2017.30%20%26%2017.40%20%26%20Amend.pdf,no,no
2015-12,general,,1706640927_2015-12 Amend 13.04.280 & 13.08.210 of Code.pdf,283649,2024-01-30T18:55:29.000Z,southjordan/ordinances/documents/1706640927_2015-12 Amend 13.04.280 & 13.08.210 of Code.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706640927_2015-12%20Amend%2013.04.280%20%26%2013.08.210%20of%20Code.pdf,no,no
2015-13,general,,1705611453_2015-13 Business Licenses 5.04.pdf,633522,2024-01-18T20:57:35.000Z,southjordan/ordinances/documents/1705611453_2015-13 Business Licenses 5.04.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705611453_2015-13%20Business%20Licenses%205.04.pdf,no,no
2015-16,general,,1705687144_2015-16 New Chapter 5.45 Energy Therapy.pdf,99099,2024-01-19T17:59:06.000Z,southjordan/ordinances/documents/1705687144_2015-16 New Chapter 5.45 Energy Therapy.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705687144_2015-16%20New%20Chapter%205.45%20Energy%20Therapy.pdf,no,no
2016-02,general,,1704737354_2016-02.pdf,2618548,2024-01-08T18:09:16.000Z,southjordan/ordinances/documents/1704737354_2016-02.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1704737354_2016-02.pdf,no,no
2016-03,general,,1707166907_2016-03 Amend Sign Ordinance.pdf,576059,2024-02-05T21:01:48.000Z,southjordan/ordinances/documents/1707166907_2016-03 Amend Sign Ordinance.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707166907_2016-03%20Amend%20Sign%20Ordinance.pdf,no,no
2016-05,general,,1683131352_2016-05 Title 17.pdf,4487635,2023-05-03T16:29:14.000Z,southjordan/ordinances/documents/1683131352_2016-05 Title 17.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1683131352_2016-05%20Title%2017.pdf,no,no
2016-08,general,,1705606682_2016-08 Amend Chapter 2.76 Boards-Committees.pdf,110704,2024-01-18T19:38:03.000Z,southjordan/ordinances/documents/1705606682_2016-08 Amend Chapter 2.76 Boards-Committees.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705606682_2016-08%20Amend%20Chapter%202.76%20Boards-Committees.pdf,no,no
2016-09,general,,1710270291_2016-09 Amend 17.16.010 PC.pdf,235593,2024-03-12T19:04:53.000Z,southjordan/ordinances/documents/1710270291_2016-09 Amend 17.16.010 PC.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710270291_2016-09%20Amend%2017.16.010%20PC.pdf,no,no
2016-10,general,,1706638533_2016-10 Amend Chapter 12.16 Parks.pdf,666681,2024-01-30T18:15:35.000Z,southjordan/ordinances/documents/1706638533_2016-10 Amend Chapter 12.16 Parks.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706638533_2016-10%20Amend%20Chapter%2012.16%20Parks.pdf,no,no
2016-12,general,,1705105356_2016-12 Amend Chapter 2.12.030 Regulations.pdf,193010,2024-01-13T00:22:37.000Z,southjordan/ordinances/documents/1705105356_2016-12 Amend Chapter 2.12.030 Regulations.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705105356_2016-12%20Amend%20Chapter%202.12.030%20Regulations.pdf,no,no
2016-13,general,,1710435767_2016-13 Repeal 17.124.020 Historic Committee.pdf,87483,2024-03-14T17:02:48.000Z,southjordan/ordinances/documents/1710435767_2016-13 Repeal 17.124.020 Historic Committee.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710435767_2016-13%20Repeal%2017.124.020%20Historic%20Committee.pdf,no,no
2016-14,general,,1710436646_2016-14 Amending Sec 17.130.040 Farm Animals.pdf,571306,2024-03-14T17:17:28.000Z,southjordan/ordinances/documents/1710436646_2016-14 Amending Sec 17.130.040 Farm Animals.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710436646_2016-14%20Amending%20Sec%2017.130.040%20Farm%20Animals.pdf,no,no
2016-16,general,,1706296755_2016-16 Permit Parking Areas.pdf,163131,2024-01-26T19:19:17.000Z,southjordan/ordinances/documents/1706296755_2016-16 Permit Parking Areas.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706296755_2016-16%20Permit%20Parking%20Areas.pdf,no,no
2016-17,general,,1705684858_2016-17 Amend Alarm System Code.pdf,789768,2024-01-19T17:20:59.000Z,southjordan/ordinances/documents/1705684858_2016-17 Amend Alarm System Code.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705684858_2016-17%20Amend%20Alarm%20System%20Code.pdf,no,no
2016-18,general,,1705605956_2016-18 Chapter 2.39 Office of City Attorney.pdf,179163,2024-01-18T19:25:57.000Z,southjordan/ordinances/documents/1705605956_2016-18 Chapter 2.39 Office of City Attorney.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705605956_2016-18%20Chapter%202.39%20Office%20of%20City%20Attorney.pdf,no,no
2016-19,general,,1705605398_2016-19 Amend Appeals - Variances.pdf,883861,2024-01-18T19:16:40.000Z,southjordan/ordinances/documents/1705605398_2016-19 Amend Appeals - Variances.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705605398_2016-19%20Amend%20Appeals%20-%20Variances.pdf,no,no
2016-22,general,,1705688709_2016-22 Amend 5.64 Residential Rental Housing.pdf,178047,2024-01-19T18:25:10.000Z,southjordan/ordinances/documents/1705688709_2016-22 Amend 5.64 Residential Rental Housing.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705688709_2016-22%20Amend%205.64%20Residential%20Rental%20Housing.pdf,no,no
2016-24,general,,1710267188_2016-24 Amend 17.04-300 CC&Rs.pdf,300157,2024-03-12T18:13:10.000Z,southjordan/ordinances/documents/1710267188_2016-24 Amend 17.04-300 CC&Rs.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710267188_2016-24%20Amend%2017.04-300%20CC%26Rs.pdf,no,no
2016-26,general,,1705104639_2016-26 Amend Chap 2.08 City Gov.pdf,262475,2024-01-13T00:10:41.000Z,southjordan/ordinances/documents/1705104639_2016-26 Amend Chap 2.08 City Gov.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705104639_2016-26%20Amend%20Chap%202.08%20City%20Gov.pdf,no,no
2017-01,general,,1706896754_2017-01 Text Amend.pdf,784315,2024-02-02T17:59:15.000Z,southjordan/ordinances/documents/1706896754_2017-01 Text Amend.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706896754_2017-01%20Text%20Amend.pdf,no,no
2017-03,general,,1646674460_2017-03 Amend 2.32 & 2.36 City as 2nd Class.pdf,170019,2022-03-07T17:34:21.000Z,southjordan/ordinances/documents/1646674460_2017-03 Amend 2.32 & 2.36 City as 2nd Class.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1646674460_2017-03%20Amend%202.32%20%26%202.36%20City%20as%202nd%20Class.pdf,no,no
2017-05,general,,1704737400_2017-05 Amend 17.18 17.70 17.74.pdf,1338700,2024-01-08T18:10:02.000Z,southjordan/ordinances/documents/1704737400_2017-05 Amend 17.18 17.70 17.74.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1704737400_2017-05%20Amend%2017.18%2017.70%2017.74.pdf,no,no
2017-07,general,,1707166960_2017-07 Amend 16.36-070 Misc Signs.pdf,596801,2024-02-05T21:02:41.000Z,southjordan/ordinances/documents/1707166960_2017-07 Amend 16.36-070 Misc Signs.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707166960_2017-07%20Amend%2016.36-070%20Misc%20Signs.pdf,no,no
2017-09,general,,1705087936_2017-09 Amend Chapter 1 & 9.pdf,1514365,2024-01-12T19:32:17.000Z,southjordan/ordinances/documents/1705087936_2017-09 Amend Chapter 1 & 9.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705087936_2017-09%20Amend%20Chapter%201%20%26%209.pdf,no,no
2017-11,general,,1706897665_2017-11 Amending 16.04.230 Design Standards.pdf,232569,2024-02-02T18:14:26.000Z,southjordan/ordinances/documents/1706897665_2017-11 Amending 16.04.230 Design Standards.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706897665_2017-11%20Amending%2016.04.230%20Design%20Standards.pdf,no,no
2017-14,general,,1705954715_2017-14 Amending Title 7 & Repeal Title 8.pdf,1103507,2024-01-22T20:18:36.000Z,southjordan/ordinances/documents/1705954715_2017-14 Amending Title 7 & Repeal Title 8.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705954715_2017-14%20Amending%20Title%207%20%26%20Repeal%20Title%208.pdf,no,no
2017-17,general,,1706895679_2017-17 Amend Title 15 Complete Building Permit Applications'.pdf,653658,2024-02-02T17:41:21.000Z,southjordan/ordinances/documents/1706895679_2017-17 Amend Title 15 Complete Building Permit Applications'.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706895679_2017-17%20Amend%20Title%2015%20Complete%20Building%20Permit%20Applications%27.pdf,no,no
2017-19,general,,1705607498_2017-19 Amend Title 3.pdf,988903,2024-01-18T19:51:39.000Z,southjordan/ordinances/documents/1705607498_2017-19 Amend Title 3.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705607498_2017-19%20Amend%20Title%203.pdf,no,no
2017-21,general,,1707167012_2017-21 Amending section 16.36.090 (Monument Signs) Allied Electric Sign and Awning.pdf,409158,2024-02-05T21:03:33.000Z,southjordan/ordinances/documents/1707167012_2017-21 Amending section 16.36.090 (Monument Signs) Allied Electric Sign and Awning.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707167012_2017-21%20Amending%20section%2016.36.090%20%28Monument%20Signs%29%20Allied%20Electric%20Sign%20and%20Awning.pdf,no,no
2017-22,general,,1704737691_2017-22 Amend Sections in Title 16 & 17.pdf,628200,2024-01-08T18:14:52.000Z,southjordan/ordinances/documents/1704737691_2017-22 Amend Sections in Title 16 & 17.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1704737691_2017-22%20Amend%20Sections%20in%20Title%2016%20%26%2017.pdf,no,no
2018-01,general,,1706640106_2018-01 Amend 12.24 Tree Stewardship.pdf,302215,2024-01-30T18:41:47.000Z,southjordan/ordinances/documents/1706640106_2018-01 Amend 12.24 Tree Stewardship.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706640106_2018-01%20Amend%2012.24%20Tree%20Stewardship.pdf,no,no
2018-02,general,,1710357701_2018-02 Amend 17.54.140(C) Automotive Repair.pdf,245897,2024-03-13T19:21:43.000Z,southjordan/ordinances/documents/1710357701_2018-02 Amend 17.54.140(C) Automotive Repair.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710357701_2018-02%20Amend%2017.54.140%28C%29%20Automotive%20Repair.pdf,no,no
2018-04,general,,1707155609_2018-04 Amend 16.04.160(D) Flag Lots.pdf,229240,2024-02-05T17:53:30.000Z,southjordan/ordinances/documents/1707155609_2018-04 Amend 16.04.160(D) Flag Lots.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707155609_2018-04%20Amend%2016.04.160%28D%29%20Flag%20Lots.pdf,no,no
2018-05,general,,1706294561_2018-05 Enacting Chapter 8.40 Camping.pdf,73537,2024-01-26T18:42:43.000Z,southjordan/ordinances/documents/1706294561_2018-05 Enacting Chapter 8.40 Camping.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706294561_2018-05%20Enacting%20Chapter%208.40%20Camping.pdf,no,no
2018-07,general,,1706897116_2018-07 Amendments to Title 16.pdf,2486277,2024-02-02T18:05:17.000Z,southjordan/ordinances/documents/1706897116_2018-07 Amendments to Title 16.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706897116_2018-07%20Amendments%20to%20Title%2016.pdf,no,no
2018-08,general,,1705607924_2018-08 Amend City Code Section 3 4-3-18.pdf,93837,2024-01-18T19:58:45.000Z,southjordan/ordinances/documents/1705607924_2018-08 Amend City Code Section 3 4-3-18.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705607924_2018-08%20Amend%20City%20Code%20Section%203%204-3-18.pdf,no,no
2018-11,general,,1705685312_2018-11 Amend 5.12 Alcoholic Beverage Licenses.pdf,514154,2024-01-19T17:28:33.000Z,southjordan/ordinances/documents/1705685312_2018-11 Amend 5.12 Alcoholic Beverage Licenses.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705685312_2018-11%20Amend%205.12%20Alcoholic%20Beverage%20Licenses.pdf,no,no
2018-12,general,,1710357534_2018-12 Amend 17.54.080 (Open Space).pdf,143236,2024-03-13T19:18:55.000Z,southjordan/ordinances/documents/1710357534_2018-12 Amend 17.54.080 (Open Space).pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710357534_2018-12%20Amend%2017.54.080%20%28Open%20Space%29.pdf,no,no
2018-14,general,,1705613080_2018-14 Enact 5.38 Home Occupations.pdf,2099029,2024-01-18T21:24:41.000Z,southjordan/ordinances/documents/1705613080_2018-14 Enact 5.38 Home Occupations.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705613080_2018-14%20Enact%205.38%20Home%20Occupations.pdf,no,no
2018-17,general,,1710355990_2018-17 Text Amendment to 17.23.140 Permitted Uses in the OS-P Subdistrict.pdf,118765,2024-03-13T18:53:12.000Z,southjordan/ordinances/documents/1710355990_2018-17 Text Amendment to 17.23.140 Permitted Uses in the OS-P Subdistrict.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710355990_2018-17%20Text%20Amendment%20to%2017.23.140%20Permitted%20Uses%20in%20the%20OS-P%20Subdistrict.pdf,no,no
2018-20,general,,1705691993_2018-20 Construction Standards & Specifications of Wireless Facilities.pdf,5566782,2024-01-19T19:19:54.000Z,southjordan/ordinances/documents/1705691993_2018-20 Construction Standards & Specifications of Wireless Facilities.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705691993_2018-20%20Construction%20Standards%20%26%20Specifications%20of%20Wireless%20Facilities.pdf,no,no
2018-21,general,,1710271006_2018-21 Amend 17.18.040 Impact Control Measures.pdf,622845,2024-03-12T19:16:48.000Z,southjordan/ordinances/documents/1710271006_2018-21 Amend 17.18.040 Impact Control Measures.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710271006_2018-21%20Amend%2017.18.040%20Impact%20Control%20Measures.pdf,no,no
