date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,district,source,in_election_results,matched_election_candidate,join_confidence,date_precision,docid,note
2023-10-05,Leann Parker-Reed,Council,2023,summary,Post-Primary final (eliminated in primary),2023 Leann Parker-Reed - Post-Primary final (eliminated in primary),https://www.murray.utah.gov/DocumentCenter/View/14645,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202310_Leann-Parker-Reed_14645.pdf,3,city_cf_page,yes,LEANN PARKER-REED,high,page_stated,14645,
2023-08-29,Rosalba Dominguez,Council,2023,interim,Pre-Primary,2023 Rosalba Dominguez - Pre-Primary,https://www.murray.utah.gov/DocumentCenter/View/14463,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202308_Rosalba-Dominguez_14463.pdf,3,city_cf_page,yes,ROSALBA DOMINGUEZ,high,page_stated,14463,
2023-10-24,Rosalba Dominguez,Council,2023,interim,Pre-General 28-day,2023 Rosalba Dominguez - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/14723,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202310_Rosalba-Dominguez_14723.pdf,3,city_cf_page,yes,ROSALBA DOMINGUEZ,high,page_stated,14723,
2023-11-14,Rosalba Dominguez,Council,2023,interim,Pre-General 7-day,2023 Rosalba Dominguez - Pre-General 7-day,https://www.murray.utah.gov/DocumentCenter/View/14805,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202311_Rosalba-Dominguez_14805.pdf,3,city_cf_page,yes,ROSALBA DOMINGUEZ,high,page_stated,14805,
2023-12-21,Rosalba Dominguez,Council,2023,summary,Year-end final,2023 Rosalba Dominguez - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/14940,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202312_Rosalba-Dominguez_14940.pdf,3,city_cf_page,yes,ROSALBA DOMINGUEZ,high,page_stated,14940,
2023-08-29,Scott Goodman,Council,2023,interim,Pre-Primary,2023 Scott Goodman - Pre-Primary,https://www.murray.utah.gov/DocumentCenter/View/14464,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202308_Scott-Goodman_14464.pdf,3,city_cf_page,yes,SCOTT GOODMAN,high,page_stated,14464,
2023-10-05,Scott Goodman,Council,2023,summary,Post-Primary final (eliminated in primary),2023 Scott Goodman - Post-Primary final (eliminated in primary),https://www.murray.utah.gov/DocumentCenter/View/14646,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202310_Scott-Goodman_14646.pdf,3,city_cf_page,yes,SCOTT GOODMAN,high,page_stated,14646,
2023-10-24,Adam Hock,Council,2023,interim,Pre-General 28-day,2023 Adam Hock - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/14724,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202310_Adam-Hock_14724.pdf,5,city_cf_page,yes,ADAM HOCK,high,page_stated,14724,
2023-11-06,Adam Hock,Council,2023,interim,Pre-General 28-day,2023 Adam Hock - Pre-General 28-day (Amended),https://www.murray.utah.gov/DocumentCenter/View/14791,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202311_Adam-Hock_14791.pdf,5,city_cf_page,yes,ADAM HOCK,high,page_stated,14791,"Amended October 24, 2023 statement"
2023-11-14,Adam Hock,Council,2023,interim,Pre-General 7-day,2023 Adam Hock - Pre-General 7-day,https://www.murray.utah.gov/DocumentCenter/View/14807,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202311_Adam-Hock_14807.pdf,5,city_cf_page,yes,ADAM HOCK,high,page_stated,14807,
2023-12-21,Adam Hock,Council,2023,summary,Year-end final,2023 Adam Hock - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/14942,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202312_Adam-Hock_14942.pdf,5,city_cf_page,yes,ADAM HOCK,high,page_stated,14942,
2023-10-24,Garry Hrechkosy,Council,2023,interim,Pre-General 28-day,2023 Garry Hrechkosy - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/14725,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202310_Garry-Hrechkosy_14725.pdf,5,city_cf_page,yes,"GARRY ""CPA"" HRECHKOSY",high,page_stated,14725,
2023-11-14,Garry Hrechkosy,Council,2023,interim,Pre-General 7-day,2023 Garry Hrechkosy - Pre-General 7-day,https://www.murray.utah.gov/DocumentCenter/View/14808,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202311_Garry-Hrechkosy_14808.pdf,5,city_cf_page,yes,"GARRY ""CPA"" HRECHKOSY",high,page_stated,14808,
2023-12-21,Garry Hrechkosy,Council,2023,summary,Year-end final,2023 Garry Hrechkosy - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/14943,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202312_Garry-Hrechkosy_14943.pdf,5,city_cf_page,yes,"GARRY ""CPA"" HRECHKOSY",high,page_stated,14943,
2025-08-05,Aaron Lee Holbrook,Council,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Aaron Lee Holbrook - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17146,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202508_Aaron-Lee-Holbrook_17146.xlsx,2,city_cf_page,yes,AARON LEE HOLBROOK,high,page_stated,17146,Native xlsx; server filename says 09_2025 and Schedule B matches the Sept 11 filing (docid 17144) - the two appear to be native + signed versions of one September statement; a distinct Aug 5 pre-primary statement may not be separately posted - flagged
2025-09-11,Aaron Lee Holbrook,Council,2025,summary,Post-Primary final (eliminated in primary),2025 Aaron Lee Holbrook - Post-Primary final (eliminated in primary),https://www.murray.utah.gov/DocumentCenter/View/17144,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202509_Aaron-Lee-Holbrook_17144.pdf,2,city_cf_page,yes,AARON LEE HOLBROOK,high,page_stated,17144,
2025-08-05,Dale M Cox,Council,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Dale M Cox - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17050,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Dale-M-Cox_17050.pdf,2,city_cf_page,yes,DALE M COX,high,page_stated,17050,
2025-09-11,Dale M Cox,Council,2025,summary,Post-Primary final (eliminated in primary),2025 Dale M Cox - Post-Primary final (eliminated in primary),https://www.murray.utah.gov/DocumentCenter/View/17136,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202509_Dale-M-Cox_17136.pdf,2,city_cf_page,yes,DALE M COX,high,page_stated,17136,
2025-08-05,Jared Michael Eborn,Council,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Jared Michael Eborn - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17044,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Jared-Michael-Eborn_17044.pdf,2,city_cf_page,yes,JARED MICHAEL EBORN,high,page_stated,17044,
2025-10-07,Jared Michael Eborn,Council,2025,interim,Pre-General 28-day,2025 Jared Michael Eborn - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/17212,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202510_Jared-Michael-Eborn_17212.pdf,2,city_cf_page,yes,JARED MICHAEL EBORN,high,page_stated,17212,
2025-10-28,Jared Michael Eborn,Council,2025,interim,"Pre-General 7-day (Oct 3 - Oct 23, 2025)","2025 Jared Michael Eborn - Pre-General 7-day (Oct 3 - Oct 23, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17262,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202510_Jared-Michael-Eborn_17262.pdf,2,city_cf_page,yes,JARED MICHAEL EBORN,high,page_stated,17262,
2025-12-04,Jared Michael Eborn,Council,2025,summary,Year-end final,2025 Jared Michael Eborn - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/17368,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202512_Jared-Michael-Eborn_17368.pdf,2,city_cf_page,yes,JARED MICHAEL EBORN,high,page_stated,17368,
2025-08-05,Pamela Jane Cotter,Council,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Pamela Jane Cotter - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17017,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Pamela-Jane-Cotter_17017.pdf,2,city_cf_page,yes,PAMELA JANE COTTER,high,page_stated,17017,
2025-10-07,Pamela Jane Cotter,Council,2025,interim,Pre-General 28-day,2025 Pamela Jane Cotter - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/17213,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202510_Pamela-Jane-Cotter_17213.pdf,2,city_cf_page,yes,PAMELA JANE COTTER,high,page_stated,17213,
2025-10-28,Pamela Jane Cotter,Council,2025,interim,"Pre-General 7-day (Oct 3 - Oct 23, 2025)","2025 Pamela Jane Cotter - Pre-General 7-day (Oct 3 - Oct 23, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17257,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202510_Pamela-Jane-Cotter_17257.pdf,2,city_cf_page,yes,PAMELA JANE COTTER,high,page_stated,17257,
2025-12-04,Pamela Jane Cotter,Council,2025,summary,Year-end final,2025 Pamela Jane Cotter - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/17327,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202512_Pamela-Jane-Cotter_17327.pdf,2,city_cf_page,yes,PAMELA JANE COTTER,high,page_stated,17327,
2025-08-05,Ben Peck,Council,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Ben Peck - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17024,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202508_Ben-Peck_17024.pdf,3,city_cf_page,yes,BEN PECK,high,page_stated,17024,
2025-10-07,Ben Peck,Council,2025,interim,Pre-General 28-day,2025 Ben Peck - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/17215,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202510_Ben-Peck_17215.pdf,3,city_cf_page,yes,BEN PECK,high,page_stated,17215,
2025-10-28,Ben Peck,Council,2025,interim,"Pre-General 7-day (Oct 3 - Oct 23, 2025)","2025 Ben Peck - Pre-General 7-day (Oct 3 - Oct 23, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17265,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202510_Ben-Peck_17265.pdf,3,city_cf_page,yes,BEN PECK,high,page_stated,17265,
2025-12-04,Ben Peck,Council,2025,summary,Year-end final,2025 Ben Peck - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/17344,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202512_Ben-Peck_17344.pdf,3,city_cf_page,yes,BEN PECK,high,page_stated,17344,
2025-08-05,Clark Bullen,Council,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Clark Bullen - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17045,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202508_Clark-Bullen_17045.pdf,3,city_cf_page,yes,CLARK BULLEN,high,page_stated,17045,
2025-10-07,Clark Bullen,Council,2025,interim,Pre-General 28-day,2025 Clark Bullen - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/17217,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202510_Clark-Bullen_17217.pdf,3,city_cf_page,yes,CLARK BULLEN,high,page_stated,17217,
2025-10-28,Clark Bullen,Council,2025,interim,"Pre-General 7-day (Oct 3 - Oct 23, 2025)","2025 Clark Bullen - Pre-General 7-day (Oct 3 - Oct 23, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17269,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202510_Clark-Bullen_17269.pdf,3,city_cf_page,yes,CLARK BULLEN,high,page_stated,17269,
2025-12-04,Clark Bullen,Council,2025,summary,Year-end final,2025 Clark Bullen - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/17375,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202512_Clark-Bullen_17375.pdf,3,city_cf_page,yes,CLARK BULLEN,high,page_stated,17375,
2025-08-05,Leann Parker-Reed,Council,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Leann Parker-Reed - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17056,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Leann-Parker-Reed_17056.pdf,3,city_cf_page,yes,LEANN PARKER-REED,high,page_stated,17056,
2025-09-11,Leann Parker-Reed,Council,2025,summary,Post-Primary final (eliminated in primary),2025 Leann Parker-Reed - Post-Primary final (eliminated in primary),https://www.murray.utah.gov/DocumentCenter/View/17143,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202509_Leann-Parker-Reed_17143.pdf,3,city_cf_page,yes,LEANN PARKER-REED,high,page_stated,17143,
2025-08-05,Scott Goodman,Council,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Scott Goodman - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17033,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Scott-Goodman_17033.pdf,3,city_cf_page,yes,SCOTT GOODMAN,high,page_stated,17033,
2025-09-11,Scott Goodman,Council,2025,summary,Post-Primary final (eliminated in primary),2025 Scott Goodman - Post-Primary final (eliminated in primary),https://www.murray.utah.gov/DocumentCenter/View/17138,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202509_Scott-Goodman_17138.pdf,3,city_cf_page,yes,SCOTT GOODMAN,high,page_stated,17138,
2025-08-05,Adrian Lambrinos,Council,2025,summary,"Final (candidate withdrew August 1, 2025)","2025 Adrian Lambrinos - Final (candidate withdrew August 1, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17026,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Adrian-Lambrinos_17026.pdf,4,city_cf_page,no,,,page_stated,17026,
2025-10-07,Diane Turner,Council,2025,interim,Pre-General 28-day,2025 Diane Turner - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/17219,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202510_Diane-Turner_17219.pdf,4,city_cf_page,yes,DIANE TURNER,high,page_stated,17219,
2025-10-28,Diane Turner,Council,2025,interim,"Pre-General 7-day (Oct 3 - Oct 23, 2025)","2025 Diane Turner - Pre-General 7-day (Oct 3 - Oct 23, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17256,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202510_Diane-Turner_17256.pdf,4,city_cf_page,yes,DIANE TURNER,high,page_stated,17256,
2025-12-04,Diane Turner,Council,2025,summary,Year-end final,2025 Diane Turner - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/17328,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202512_Diane-Turner_17328.pdf,4,city_cf_page,yes,DIANE TURNER,high,page_stated,17328,
2025-08-05,Brett A. Hales,Mayor,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Brett A. Hales - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17035,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Brett-A-Hales_17035.pdf,,city_cf_page,yes,BRETT A. HALES,high,page_stated,17035,
2025-08-05,Brett A. Hales,Mayor,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Brett A. Hales - Pre-Primary (Jan 1 - Jul 31, 2025) (Amended)",https://www.murray.utah.gov/DocumentCenter/View/17083,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Brett-A-Hales_17083.pdf,,city_cf_page,yes,BRETT A. HALES,high,page_stated,17083,Amended
2025-10-07,Brett A. Hales,Mayor,2025,interim,Pre-General 28-day,2025 Brett A. Hales - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/17218,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202510_Brett-A-Hales_17218.pdf,,city_cf_page,yes,BRETT A. HALES,high,page_stated,17218,
2025-10-28,Brett A. Hales,Mayor,2025,interim,"Pre-General 7-day (Oct 3 - Oct 23, 2025)","2025 Brett A. Hales - Pre-General 7-day (Oct 3 - Oct 23, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17264,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202510_Brett-A-Hales_17264.pdf,,city_cf_page,yes,BRETT A. HALES,high,page_stated,17264,
2025-12-04,Brett A. Hales,Mayor,2025,summary,Year-end final,2025 Brett A. Hales - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/17349,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202512_Brett-A-Hales_17349.pdf,,city_cf_page,yes,BRETT A. HALES,high,page_stated,17349,
2025-08-05,Bruce E Turner,Mayor,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 Bruce E Turner - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17043,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_Bruce-E-Turner_17043.pdf,,city_cf_page,yes,BRUCE E TURNER,high,page_stated,17043,
2025-10-07,Bruce E Turner,Mayor,2025,interim,Pre-General 28-day,2025 Bruce E Turner - Pre-General 28-day,https://www.murray.utah.gov/DocumentCenter/View/17214,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202510_Bruce-E-Turner_17214.pdf,,city_cf_page,yes,BRUCE E TURNER,high,page_stated,17214,
2025-10-28,Bruce E Turner,Mayor,2025,interim,"Pre-General 7-day (Oct 3 - Oct 23, 2025)","2025 Bruce E Turner - Pre-General 7-day (Oct 3 - Oct 23, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17263,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/202510_Bruce-E-Turner_17263.pdf,,city_cf_page,yes,BRUCE E TURNER,high,page_stated,17263,
2025-12-04,Bruce E Turner,Mayor,2025,summary,Year-end final,2025 Bruce E Turner - Year-end final,https://www.murray.utah.gov/DocumentCenter/View/17374,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202512_Bruce-E-Turner_17374.pdf,,city_cf_page,yes,BRUCE E TURNER,high,page_stated,17374,
2025-08-05,John Jeffrey Evans,Mayor,2025,interim,"Pre-Primary (Jan 1 - Jul 31, 2025)","2025 John Jeffrey Evans - Pre-Primary (Jan 1 - Jul 31, 2025)",https://www.murray.utah.gov/DocumentCenter/View/17051,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/202508_John-Jeffrey-Evans_17051.pdf,,city_cf_page,yes,JOHN JEFFREY EVANS,high,page_stated,17051,
2025-09-11,John Jeffrey Evans,Mayor,2025,summary,Post-Primary final (eliminated in primary),2025 John Jeffrey Evans - Post-Primary final (eliminated in primary),https://www.murray.utah.gov/DocumentCenter/View/17148,2026-07-13,scanned,claude_vision (docx-embedded images),raw/202509_John-Jeffrey-Evans_17148.docx,,city_cf_page,yes,JOHN JEFFREY EVANS,high,page_stated,17148,vision cache vision/577872d2.json (2026-07-17); image-based .docx transcribed from its 4 embedded PNGs (LibreOffice unavailable)
