folder_id,folder_label,reporting_year,report_id,report_label,dead_url,folder_wayback
205,"Hrechkosy, Garry (2018 Auditor-Salt Lake County)",2018,1580,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1580,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/205
205,"Hrechkosy, Garry (2018 Auditor-Salt Lake County)",2018,1581,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1581,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/205
205,"Hrechkosy, Garry (2018 Auditor-Salt Lake County)",2019,1787,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1787,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/205
205,"Hrechkosy, Garry (2018 Auditor-Salt Lake County)",2020,1839,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1839,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/205
244,"Hrechkosy, Terri (2020 Council-District 6)",2020,1940,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1940,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/244
244,"Hrechkosy, Terri (2020 Council-District 6)",2020,1941,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1941,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/244
244,"Hrechkosy, Terri (2020 Council-District 6)",2020,1942,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1942,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/244
244,"Hrechkosy, Terri (2020 Council-District 6)",2020,1943,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1943,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/244
244,"Hrechkosy, Terri (2020 Council-District 6)",2020,1944,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1944,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/244
144,"Jacobs, Kevin (2015 Assessor-Salt Lake County)",2015,1155,2015 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1155,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/144
144,"Jacobs, Kevin (2015 Assessor-Salt Lake County)",2015,1156,2015 - Interim Report,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1156,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/144
144,"Jacobs, Kevin (2015 Assessor-Salt Lake County)",2016,1154,2016 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1154,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/144
144,"Jacobs, Kevin (2015 Assessor-Salt Lake County)",2017,1439,2017 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1439,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/144
144,"Jacobs, Kevin (2015 Assessor-Salt Lake County)",2018,1438,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1438,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/144
144,"Jacobs, Kevin (2015 Assessor-Salt Lake County)",2019,1788,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1788,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/144
144,"Jacobs, Kevin (2015 Assessor-Salt Lake County)",2020,2076,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2076,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/144
141,"Jensen, Michael (2016 Council-District 2)",2016,1256,2016 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1256,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
141,"Jensen, Michael (2016 Council-District 2)",2016,1257,2016 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1257,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
141,"Jensen, Michael (2016 Council-District 2)",2016,1258,2016 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1258,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
141,"Jensen, Michael (2016 Council-District 2)",2016,1259,2016 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1259,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
141,"Jensen, Michael (2016 Council-District 2)",2016,1260,2016 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1260,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
141,"Jensen, Michael (2016 Council-District 2)",2017,1427,2017 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1427,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
141,"Jensen, Michael (2016 Council-District 2)",2018,1426,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1426,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
141,"Jensen, Michael (2016 Council-District 2)",2019,1794,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1794,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
141,"Jensen, Michael (2016 Council-District 2)",2020,2077,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2077,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/141
154,"Kanter, Catherine (2016 Council-At Large B)",2016,1226,2016 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1226,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/154
154,"Kanter, Catherine (2016 Council-At Large B)",2016,1227,2016 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1227,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/154
154,"Kanter, Catherine (2016 Council-At Large B)",2016,1228,2016 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1228,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/154
154,"Kanter, Catherine (2016 Council-At Large B)",2016,1229,2016 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1229,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/154
154,"Kanter, Catherine (2016 Council-At Large B)",2016,1230,2016 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1230,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/154
234,"Lang, Karen (2020 Council-District 2)",2020,1963,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1963,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/234
234,"Lang, Karen (2020 Council-District 2)",2020,1964,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1964,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/234
234,"Lang, Karen (2020 Council-District 2)",2020,1965,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1965,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/234
234,"Lang, Karen (2020 Council-District 2)",2020,1966,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1966,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/234
234,"Lang, Karen (2020 Council-District 2)",2020,1967,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1967,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/234
234,"Lang, Karen (2020 Council-District 2)",2021,2091,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2091,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/234
239,"McDonald, Michael (2020 Treasurer-Salt Lake County)",2020,1903,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1903,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/239
239,"McDonald, Michael (2020 Treasurer-Salt Lake County)",2020,1904,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1904,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/239
239,"McDonald, Michael (2020 Treasurer-Salt Lake County)",2020,1905,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1905,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/239
239,"McDonald, Michael (2020 Treasurer-Salt Lake County)",2020,1906,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1906,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/239
239,"McDonald, Michael (2020 Treasurer-Salt Lake County)",2020,1907,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1907,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/239
239,"McDonald, Michael (2020 Treasurer-Salt Lake County)",2021,2096,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2096,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/239
206,"Mitchell, Rozan (2018 Clerk-Salt Lake County)",2018,1592,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1592,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/206
206,"Mitchell, Rozan (2018 Clerk-Salt Lake County)",2018,1593,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1593,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/206
206,"Mitchell, Rozan (2018 Clerk-Salt Lake County)",2018,1594,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1594,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/206
206,"Mitchell, Rozan (2018 Clerk-Salt Lake County)",2018,1595,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1595,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/206
206,"Mitchell, Rozan (2018 Clerk-Salt Lake County)",2018,1596,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1596,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/206
136,"Newton, Aimee (2018 Council-District 3)",2018,1597,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1597,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/136
136,"Newton, Aimee (2018 Council-District 3)",2018,1598,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1598,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/136
136,"Newton, Aimee (2018 Council-District 3)",2018,1599,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1599,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/136
136,"Newton, Aimee (2018 Council-District 3)",2018,1600,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1600,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/136
136,"Newton, Aimee (2018 Council-District 3)",2018,1601,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1601,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/136
136,"Newton, Aimee (2018 Council-District 3)",2019,1779,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1779,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/136
136,"Newton, Aimee (2018 Council-District 3)",2020,2075,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2075,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/136
136,"Newton, Aimee (2018 Council-District 3)",2021,2084,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2084,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/136
131,"Ott, Gary (2015 Recorder-Salt Lake County)",2015,1071,2015 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1071,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/131
131,"Ott, Gary (2015 Recorder-Salt Lake County)",2015,1072,2015 - Interim Report,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1072,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/131
150,"Petersen, Jake (2015 Sheriff-Salt Lake County)",2015,1179,2015 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1179,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/150
150,"Petersen, Jake (2015 Sheriff-Salt Lake County)",2015,1180,2015 - Interim Report,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1180,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/150
150,"Petersen, Jake (2015 Sheriff-Salt Lake County)",2016,1178,2016 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1178,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/150
150,"Petersen, Jake (2015 Sheriff-Salt Lake County)",2017,1455,2017 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1455,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/150
150,"Petersen, Jake (2015 Sheriff-Salt Lake County)",2018,1454,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1454,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/150
150,"Petersen, Jake (2015 Sheriff-Salt Lake County)",2019,1780,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1780,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/150
150,"Petersen, Jake (2015 Sheriff-Salt Lake County)",2020,2073,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2073,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/150
150,"Petersen, Jake (2015 Sheriff-Salt Lake County)",2021,2097,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2097,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/150
263,"Preston, Erin (2020 Recorder-Salt Lake County)",2020,2057,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2057,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/263
263,"Preston, Erin (2020 Recorder-Salt Lake County)",2020,2058,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2058,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/263
221,"Quist, Michelle (2018 Council-District 4)",2018,1688,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1688,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/221
221,"Quist, Michelle (2018 Council-District 4)",2018,1689,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1689,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/221
221,"Quist, Michelle (2018 Council-District 4)",2018,1690,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1690,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/221
221,"Quist, Michelle (2018 Council-District 4)",2019,1786,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1786,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/221
139,"Recanzone, Paul (2015 Council-District 6)",2015,1130,2015 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1130,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/139
139,"Recanzone, Paul (2015 Council-District 6)",2015,1131,2015 - Interim Report,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1131,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/139
180,"Rivera, Rosa (2018 Sheriff-Salt Lake County)",2018,1602,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1602,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/180
180,"Rivera, Rosa (2018 Sheriff-Salt Lake County)",2018,1603,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1603,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/180
180,"Rivera, Rosa (2018 Sheriff-Salt Lake County)",2018,1604,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1604,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/180
180,"Rivera, Rosa (2018 Sheriff-Salt Lake County)",2018,1605,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1605,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/180
180,"Rivera, Rosa (2018 Sheriff-Salt Lake County)",2018,1606,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1606,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/180
180,"Rivera, Rosa (2018 Sheriff-Salt Lake County)",2019,1773,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1773,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/180
180,"Rivera, Rosa (2018 Sheriff-Salt Lake County)",2020,2043,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2043,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/180
180,"Rivera, Rosa (2018 Sheriff-Salt Lake County)",2021,2078,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2078,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/180
167,"Robinson, Dave (2016 Mayor-Salt Lake County)",2016,1281,2016 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1281,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/167
167,"Robinson, Dave (2016 Mayor-Salt Lake County)",2016,1282,2016 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1282,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/167
248,"Staggs, Trent (2020 Mayor-Salt Lake County)",2020,1935,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1935,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/248
248,"Staggs, Trent (2020 Mayor-Salt Lake County)",2020,1936,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1936,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/248
248,"Staggs, Trent (2020 Mayor-Salt Lake County)",2020,1937,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1937,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/248
248,"Staggs, Trent (2020 Mayor-Salt Lake County)",2020,1938,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1938,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/248
248,"Staggs, Trent (2020 Mayor-Salt Lake County)",2020,1939,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1939,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/248
237,"Stavros, Chris (2020 Assessor-Salt Lake County)",2020,1945,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1945,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/237
237,"Stavros, Chris (2020 Assessor-Salt Lake County)",2020,1946,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1946,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/237
237,"Stavros, Chris (2020 Assessor-Salt Lake County)",2020,1947,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1947,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/237
237,"Stavros, Chris (2020 Assessor-Salt Lake County)",2020,1948,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1948,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/237
237,"Stavros, Chris (2020 Assessor-Salt Lake County)",2020,1949,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1949,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/237
237,"Stavros, Chris (2020 Assessor-Salt Lake County)",2021,2080,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2080,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/237
240,"Stringham, Laurie (2020 Council-At Large A)",2020,1997,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1997,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/240
240,"Stringham, Laurie (2020 Council-At Large A)",2020,1998,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1998,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/240
240,"Stringham, Laurie (2020 Council-At Large A)",2020,1999,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1999,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/240
240,"Stringham, Laurie (2020 Council-At Large A)",2020,2000,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2000,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/240
240,"Stringham, Laurie (2020 Council-At Large A)",2020,2001,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2001,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/240
240,"Stringham, Laurie (2020 Council-At Large A)",2021,2103,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2103,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/240
145,"Swensen, Sherrie (2018 Clerk-Salt Lake County)",2018,1607,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1607,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/145
145,"Swensen, Sherrie (2018 Clerk-Salt Lake County)",2018,1608,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1608,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/145
145,"Swensen, Sherrie (2018 Clerk-Salt Lake County)",2018,1609,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1609,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/145
145,"Swensen, Sherrie (2018 Clerk-Salt Lake County)",2018,1610,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1610,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/145
