vote_id,motion_id,person_id,vote_value,note
1236,247,27,Aye,
1237,248,3,Aye,
1238,248,18,Aye,
1239,248,20,Aye,
1240,248,25,Aye,
1241,248,27,Aye,
1242,249,3,Aye,
1243,249,18,Aye,
1244,249,20,Aye,
1245,249,25,Aye,
1246,249,27,Aye,
1247,250,3,Aye,
1248,250,18,Aye,
1249,250,20,Aye,
1250,250,25,Aye,
1251,250,27,Aye,
1252,251,3,Aye,
1253,251,18,Aye,
1254,251,20,Aye,
1255,251,25,Aye,
1256,251,27,Aye,
1257,252,3,Aye,
1258,252,18,Aye,
1259,252,20,Aye,
1260,252,25,Aye,
1261,252,27,Aye,
1262,253,3,Aye,
1263,253,18,Aye,
1264,253,20,Aye,
1265,253,25,Aye,
1266,253,27,Aye,
1267,254,3,Aye,
1268,254,18,Aye,
1269,254,20,Aye,
1270,254,25,Aye,
1271,254,27,Aye,
1272,255,3,Aye,
1273,255,18,Aye,
1274,255,20,Aye,
1275,255,25,Aye,
1276,255,27,Aye,
1277,256,3,Aye,
1278,256,18,Aye,
1279,256,20,Aye,
1280,256,25,Aye,
1281,256,27,Aye,
1282,257,3,Aye,
1283,257,18,Aye,
1284,257,20,Aye,
1285,257,25,Aye,
1286,257,27,Aye,
1287,258,3,Aye,
1288,258,18,Aye,
1289,258,20,Aye,
1290,258,25,Aye,
1291,258,27,Abstain,override: source lists Abstain+Aye; resolved per db/vote_overrides.csv
1292,259,3,Aye,
1293,259,18,Aye,
1294,259,20,Aye,
1295,259,25,Aye,
1296,259,27,Aye,
1297,260,3,Aye,
1298,260,18,Aye,
1299,260,20,Aye,
1300,260,25,Aye,
1301,260,27,Aye,
1302,261,3,Aye,
1303,261,18,Aye,
1304,261,20,Aye,
1305,261,25,Aye,
1306,261,27,Aye,
1307,262,3,Aye,
1308,262,18,Aye,
1309,262,20,Aye,
1310,262,25,Aye,
1311,262,27,Aye,
1312,263,3,Aye,
1313,263,18,Aye,
1314,263,20,Aye,
1315,263,25,Aye,
1316,263,27,Aye,
1317,264,3,Aye,
1318,264,18,Aye,
1319,264,20,Aye,
1320,264,25,Aye,
1321,264,27,Aye,
1322,265,3,Aye,
1323,265,18,Aye,
1324,265,20,Aye,
1325,265,25,Aye,
1326,265,27,Aye,
1327,266,3,Aye,
1328,266,18,Aye,
1329,266,20,Aye,
1330,266,25,Aye,
1331,266,27,Aye,
1332,267,3,Aye,
1333,267,18,Aye,
1334,267,20,Aye,
1335,267,25,Aye,
1336,267,27,Aye,
1337,268,3,Aye,
1338,268,18,Aye,
1339,268,20,Aye,
1340,268,25,Aye,
1341,268,27,Aye,
1342,269,3,Aye,
1343,269,18,Aye,
1344,269,20,Aye,
1345,269,25,Aye,
1346,269,27,Aye,
1347,270,3,Aye,
1348,270,18,Aye,
1349,270,20,Aye,
1350,270,25,Aye,
1351,270,27,Aye,
1352,271,3,Aye,
1353,271,18,Aye,
1354,271,20,Aye,
1355,271,25,Aye,
1356,271,27,Aye,
1357,272,3,Aye,
1358,272,18,Aye,
1359,272,20,Aye,
1360,272,25,Aye,
1361,272,27,Aye,
1362,273,3,Aye,
1363,273,18,Aye,
1364,273,20,Aye,
1365,273,25,Aye,
1366,273,27,Aye,
1367,274,3,Aye,
1368,274,18,Aye,
1369,274,20,Aye,
1370,274,25,Aye,
1371,274,27,Aye,
1372,275,3,Aye,
1373,275,18,Aye,
1374,275,20,Aye,
1375,275,25,Aye,
1376,275,27,Aye,
1377,276,3,Aye,
1378,276,18,Aye,
1379,276,20,Aye,
1380,276,25,Aye,
1381,276,27,Aye,
1382,277,3,Aye,
1383,277,18,Aye,
1384,277,20,Aye,
1385,277,25,Aye,
1386,277,27,Aye,
1387,278,3,Aye,
1388,278,18,Aye,
1389,278,20,Aye,
1390,278,25,Aye,
1391,278,27,Aye,
1392,279,3,Aye,
1393,279,18,Aye,
1394,279,20,Aye,
1395,279,25,Aye,
1396,279,27,Aye,
1397,280,3,Aye,
1398,280,18,Aye,
1399,280,20,Aye,
1400,280,25,Aye,
1401,280,27,Aye,
1402,281,3,Aye,
1403,281,18,Aye,
1404,281,20,Aye,
1405,281,25,Aye,
1406,281,27,Aye,
1407,282,3,Aye,
1408,282,18,Aye,
1409,282,20,Aye,
1410,282,25,Aye,
1411,282,27,Aye,
1412,283,3,Aye,
1413,283,18,Aye,
1414,283,20,Aye,
1415,283,25,Aye,
1416,283,27,Aye,
1417,284,3,Aye,
1418,284,18,Aye,
1419,284,20,Aye,
1420,284,25,Absent,
1421,284,27,Aye,
1422,285,3,Aye,
1423,285,18,Aye,
1424,285,20,Aye,
1425,285,25,Absent,
1426,285,27,Aye,
1427,286,3,Aye,
1428,286,18,Aye,
1429,286,20,Aye,
1430,286,25,Absent,
1431,286,27,Aye,
1432,287,3,Aye,
1433,287,18,Aye,
1434,287,20,Aye,
1435,287,25,Absent,
1436,287,27,Aye,
1437,288,3,Aye,
1438,288,18,Aye,
1439,288,20,Aye,
1440,288,25,Absent,
1441,288,27,Aye,
1442,289,3,Aye,
1443,289,18,Aye,
1444,289,20,Aye,
1445,289,25,Absent,
1446,289,27,Aye,
1447,290,3,Aye,
1448,290,18,Aye,
1449,290,20,Aye,
1450,290,25,Aye,
1451,290,27,Aye,
1452,291,3,Aye,
1453,291,18,Aye,
1454,291,20,Aye,
1455,291,25,Aye,
1456,291,27,Aye,
1457,292,3,Aye,
1458,292,18,Aye,
1459,292,20,Aye,
1460,292,25,Aye,
1461,292,27,Aye,
1462,293,3,Aye,
1463,293,18,Aye,
1464,293,20,Aye,
1465,293,25,Aye,
1466,293,27,Aye,
1467,294,3,Aye,
1468,294,18,Aye,
1469,294,20,Aye,
1470,294,25,Aye,
1471,294,27,Aye,
1472,295,3,Aye,
1473,295,18,Aye,
1474,295,20,Aye,
1475,295,25,Aye,
1476,295,27,Aye,
1477,296,3,Aye,
1478,296,18,Aye,
1479,296,20,Aye,
1480,296,25,Aye,
1481,296,27,Aye,
1482,297,3,Aye,
1483,297,18,Aye,
1484,297,20,Aye,
1485,297,25,Aye,
1486,297,27,Aye,
1487,298,3,Aye,
1488,298,18,Aye,
1489,298,20,Aye,
1490,298,25,Aye,
1491,298,27,Aye,
1492,299,3,Aye,
1493,299,18,Aye,
1494,299,20,Aye,
1495,299,25,Aye,
1496,299,27,Aye,
1497,300,3,Aye,
1498,300,18,Aye,
1499,300,20,Aye,
1500,300,25,Aye,
1501,300,27,Aye,
1502,301,3,Aye,
1503,301,18,Aye,
1504,301,20,Aye,
1505,301,25,Aye,
1506,301,27,Aye,
1507,302,3,Aye,
1508,302,18,Aye,
1509,302,20,Aye,
1510,302,25,Aye,
1511,302,27,Aye,
1512,303,3,Aye,
1513,303,18,Aye,
1514,303,20,Aye,
1515,303,25,Aye,
1516,303,27,Aye,
1517,304,3,Aye,
1518,304,18,Aye,
1519,304,20,Aye,
1520,304,25,Aye,
1521,304,27,Aye,
1522,305,3,Aye,
1523,305,18,Aye,
1524,305,20,Aye,
1525,305,25,Aye,
1526,305,27,Aye,
1527,306,3,Aye,
1528,306,18,Aye,
1529,306,20,Aye,
1530,306,25,Aye,
1531,306,27,Aye,
1532,307,3,Nay,
1533,307,18,Aye,
1534,307,20,Nay,
1535,307,25,Aye,
1536,307,27,Aye,
1537,308,3,Aye,
1538,308,18,Aye,
1539,308,20,Aye,
1540,308,25,Aye,
1541,308,27,Aye,
1542,309,3,Aye,
1543,309,18,Aye,
1544,309,20,Aye,
1545,309,25,Aye,
1546,309,27,Aye,
1547,310,3,Aye,
1548,310,18,Aye,
1549,310,20,Aye,
1550,310,25,Aye,
1551,310,27,Aye,
1552,311,3,Aye,
1553,311,18,Aye,
1554,311,20,Aye,
1555,311,25,Aye,
1556,311,27,Aye,
1557,312,3,Aye,
1558,312,18,Aye,
1559,312,20,Aye,
1560,312,25,Aye,
1561,312,27,Aye,
1562,313,3,Aye,
1563,313,18,Aye,
1564,313,20,Aye,
1565,313,25,Aye,
1566,313,27,Aye,
1567,314,3,Aye,
1568,314,18,Aye,
1569,314,20,Aye,
1570,314,25,Aye,
1571,314,27,Aye,
1572,315,3,Aye,
1573,315,18,Aye,
1574,315,20,Aye,
1575,315,25,Aye,
1576,315,27,Aye,
1577,316,3,Aye,
1578,316,18,Aye,
1579,316,20,Aye,
1580,316,25,Aye,
1581,316,27,Aye,
1582,317,3,Aye,
1583,317,18,Aye,
1584,317,20,Aye,
1585,317,25,Aye,
1586,317,27,Aye,
1587,318,3,Aye,
1588,318,18,Aye,
1589,318,20,Aye,
1590,318,25,Aye,
1591,318,27,Aye,
1592,319,3,Aye,
1593,319,18,Aye,
1594,319,20,Aye,
1595,319,25,Aye,
1596,319,27,Aye,
1597,320,3,Aye,
1598,320,18,Aye,
1599,320,20,Aye,
1600,320,25,Aye,
1601,320,27,Aye,
1602,321,3,Aye,
1603,321,18,Aye,
1604,321,20,Aye,
1605,321,25,Aye,
1606,321,27,Aye,
1607,322,3,Aye,
1608,322,18,Aye,
1609,322,20,Aye,
1610,322,25,Aye,
1611,322,27,Aye,
1612,323,3,Aye,
1613,323,18,Aye,
1614,323,20,Aye,
1615,323,25,Aye,
1616,323,27,Aye,
1617,324,3,Aye,
1618,324,18,Aye,
1619,324,20,Aye,
1620,324,25,Aye,
1621,324,27,Aye,
1622,325,3,Aye,
1623,325,18,Aye,
1624,325,20,Aye,
1625,325,25,Aye,
1626,325,27,Aye,
1627,326,3,Aye,
1628,326,18,Aye,
1629,326,20,Aye,
1630,326,25,Aye,
1631,326,27,Aye,
1632,327,3,Aye,
1633,327,18,Aye,
1634,327,20,Aye,
1635,327,25,Aye,
1636,327,27,Aye,
1637,328,3,Aye,
1638,328,18,Aye,
1639,328,20,Aye,
1640,328,25,Aye,
1641,328,27,Aye,
1642,329,3,Aye,
1643,329,18,Aye,
1644,329,20,Aye,
1645,329,25,Aye,
1646,329,27,Aye,
1647,330,3,Aye,
1648,330,18,Aye,
1649,330,20,Aye,
1650,330,25,Aye,
1651,330,27,Aye,
1652,331,3,Aye,
1653,331,18,Aye,
1654,331,20,Aye,
1655,331,25,Aye,
1656,331,27,Aye,
1657,332,3,Aye,
1658,332,18,Aye,
1659,332,20,Aye,
1660,332,25,Aye,
1661,332,27,Aye,
1662,333,3,Aye,
1663,333,18,Aye,
1664,333,20,Aye,
1665,333,25,Aye,
1666,333,27,Aye,
1667,334,3,Aye,
1668,334,18,Aye,
1669,334,20,Aye,
1670,334,25,Aye,
1671,334,27,Aye,
1672,335,3,Aye,
1673,335,18,Aye,
1674,335,20,Aye,
1675,335,25,Aye,
1676,335,27,Aye,
1677,336,3,Aye,
1678,336,18,Aye,
1679,336,20,Aye,
1680,336,25,Aye,
1681,336,27,Aye,
1682,337,3,Aye,
1683,337,18,Aye,
1684,337,20,Aye,
1685,337,25,Aye,
1686,337,27,Aye,
1687,338,3,Aye,
1688,338,18,Aye,
1689,338,20,Aye,
1690,338,25,Aye,
1691,338,27,Aye,
1692,339,3,Aye,
1693,339,18,Aye,
1694,339,20,Aye,
1695,339,25,Aye,
1696,339,27,Aye,
1697,340,3,Aye,
1698,340,18,Aye,
1699,340,20,Aye,
1700,340,25,Aye,
1701,340,27,Aye,
1702,341,3,Aye,
1703,341,18,Aye,
1704,341,20,Aye,
1705,341,25,Aye,
1706,341,27,Aye,
1707,342,3,Aye,
1708,342,18,Aye,
1709,342,20,Aye,
1710,342,25,Aye,
1711,342,27,Aye,
1712,343,3,Aye,
1713,343,18,Aye,
1714,343,20,Aye,
1715,343,25,Aye,
1716,343,27,Aye,
1717,344,3,Aye,
1718,344,18,Aye,
1719,344,20,Aye,
1720,344,25,Aye,
1721,344,27,Aye,
1722,345,3,Aye,
1723,345,18,Aye,
1724,345,20,Aye,
1725,345,25,Aye,
1726,345,27,Aye,
1727,346,3,Aye,
1728,346,18,Aye,
1729,346,20,Aye,
1730,346,25,Aye,
1731,346,27,Aye,
1732,347,3,Aye,
1733,347,18,Aye,
1734,347,20,Aye,
1735,347,25,Aye,
1736,347,27,Aye,
1737,348,3,Aye,
1738,348,18,Aye,
1739,348,20,Aye,
1740,348,25,Aye,
1741,348,27,Aye,
1742,349,3,Aye,
1743,349,18,Aye,
1744,349,20,Aye,
1745,349,25,Aye,
1746,349,27,Aye,
1747,350,3,Aye,
1748,350,18,Aye,
1749,350,20,Aye,
1750,350,25,Aye,
1751,350,27,Aye,
1752,351,3,Aye,
1753,351,18,Aye,
1754,351,20,Aye,
1755,351,25,Aye,
1756,351,27,Aye,
1757,352,3,Aye,
1758,352,18,Aye,
1759,352,20,Aye,
1760,352,25,Aye,
1761,352,27,Aye,
1762,353,3,Aye,
1763,353,18,Aye,
1764,353,20,Aye,
1765,353,25,Aye,
1766,353,27,Aye,
1767,354,3,Aye,
1768,354,18,Aye,
1769,354,20,Nay,
1770,354,25,Aye,
1771,354,27,Aye,
1772,355,3,Aye,
1773,355,18,Aye,
1774,355,20,Aye,
1775,355,25,Aye,
1776,355,27,Aye,
1777,356,3,Aye,
1778,356,18,Aye,
1779,356,20,Aye,
1780,356,25,Aye,
1781,356,27,Aye,
1782,357,3,Aye,
1783,357,18,Aye,
1784,357,20,Aye,
1785,357,25,Aye,
1786,357,27,Aye,
1787,358,3,Aye,
1788,358,18,Aye,
1789,358,20,Aye,
1790,358,25,Aye,
1791,358,27,Aye,
1792,359,3,Aye,
1793,359,18,Aye,
1794,359,20,Aye,
1795,359,25,Aye,
1796,359,27,Aye,
1797,360,3,Aye,
1798,360,18,Aye,
1799,360,20,Aye,
1800,360,25,Aye,
1801,360,27,Aye,
1802,361,3,Aye,
1803,361,18,Aye,
1804,361,20,Aye,
1805,361,25,Aye,
1806,361,27,Aye,
1807,362,3,Aye,
1808,362,18,Aye,
1809,362,20,Aye,
1810,362,25,Aye,
1811,362,27,Aye,
1812,363,3,Aye,
1813,363,18,Aye,
1814,363,20,Aye,
1815,363,25,Aye,
1816,363,27,Aye,
1817,364,3,Aye,
1818,364,18,Aye,
1819,364,20,Aye,
1820,364,25,Aye,
1821,364,27,Aye,
1822,365,3,Aye,
1823,365,18,Aye,
1824,365,20,Aye,
1825,365,25,Aye,
1826,365,27,Aye,
1827,366,3,Aye,
1828,366,18,Aye,
1829,366,20,Aye,
1830,366,25,Aye,
1831,366,27,Aye,
1832,367,3,Aye,
1833,367,18,Aye,
1834,367,20,Aye,
1835,367,25,Aye,
1836,367,27,Aye,
1837,368,3,Aye,
1838,368,18,Aye,
1839,368,20,Aye,
1840,368,25,Aye,
1841,368,27,Aye,
1842,369,3,Aye,
1843,369,18,Aye,
1844,369,20,Aye,
1845,369,25,Aye,
1846,369,27,Aye,
1847,370,3,Aye,
1848,370,18,Aye,
1849,370,20,Aye,
1850,370,25,Aye,
1851,370,27,Aye,
1852,371,3,Aye,
1853,371,18,Aye,
1854,371,20,Aye,
1855,371,25,Aye,
1856,371,27,Aye,
1857,372,3,Aye,
1858,372,18,Aye,
1859,372,20,Aye,
1860,372,25,Aye,
1861,372,27,Aye,
1862,373,3,Aye,
1863,373,18,Aye,
1864,373,20,Aye,
1865,373,25,Aye,
1866,373,27,Aye,
1867,374,3,Aye,
1868,374,18,Aye,
1869,374,20,Aye,
1870,374,25,Aye,
1871,374,27,Aye,
1872,375,3,Aye,
1873,375,18,Aye,
1874,375,20,Aye,
1875,375,25,Aye,
1876,375,27,Aye,
1877,376,3,Aye,
1878,376,18,Aye,
1879,376,20,Aye,
1880,376,25,Aye,
1881,376,27,Aye,
1882,377,3,Aye,
1883,377,18,Aye,
1884,377,20,Aye,
1885,377,25,Aye,
1886,377,27,Aye,
1887,378,3,Aye,
1888,378,18,Aye,
1889,378,20,Aye,
1890,378,25,Aye,
1891,378,27,Aye,
1892,379,3,Aye,
1893,379,18,Aye,
1894,379,20,Aye,
1895,379,25,Aye,
1896,379,27,Aye,
1897,380,3,Aye,
1898,380,18,Aye,
1899,380,20,Aye,
1900,380,25,Aye,
1901,380,27,Aye,
1902,381,3,Aye,
1903,381,18,Aye,
1904,381,20,Aye,
1905,381,25,Aye,
1906,381,27,Aye,
1907,382,3,Aye,
1908,382,18,Aye,
1909,382,20,Aye,
1910,382,25,Aye,
1911,382,27,Aye,
1912,383,3,Aye,
1913,383,18,Aye,
1914,383,20,Nay,
1915,383,25,Aye,
1916,383,27,Aye,
1917,384,3,Aye,
1918,384,18,Aye,
1919,384,20,Aye,
1920,384,25,Aye,
1921,384,27,Aye,
1922,385,3,Aye,
1923,385,18,Aye,
1924,385,20,Aye,
1925,385,25,Aye,
1926,385,27,Aye,
1927,386,3,Aye,
1928,386,18,Aye,
1929,386,20,Aye,
1930,386,25,Aye,
1931,386,27,Aye,
1932,387,3,Aye,
1933,387,18,Aye,
1934,387,20,Aye,
1935,387,25,Aye,
1936,387,27,Aye,
1937,388,3,Aye,
1938,388,18,Aye,
1939,388,20,Aye,
1940,388,25,Aye,
1941,388,27,Aye,
1942,389,3,Aye,
1943,389,18,Aye,
1944,389,20,Aye,
1945,389,25,Aye,
1946,389,27,Aye,
1947,390,3,Aye,
1948,390,18,Aye,
1949,390,20,Aye,
1950,390,25,Aye,
1951,390,27,Aye,
1952,391,3,Aye,
1953,391,18,Aye,
1954,391,20,Aye,
1955,391,25,Aye,
1956,391,27,Aye,
1957,392,3,Aye,
1958,392,18,Aye,
1959,392,20,Aye,
1960,392,25,Aye,
1961,392,27,Aye,
1962,393,3,Aye,
1963,393,18,Aye,
1964,393,20,Aye,
1965,393,25,Aye,
1966,393,27,Aye,
1967,394,3,Aye,
1968,394,18,Aye,
1969,394,20,Aye,
1970,394,25,Aye,
1971,394,27,Aye,
1972,395,3,Aye,
1973,395,18,Aye,
1974,395,20,Aye,
1975,395,25,Aye,
1976,395,27,Aye,
1977,396,3,Aye,
1978,396,18,Aye,
1979,396,20,Aye,
1980,396,25,Aye,
1981,396,27,Aye,
1982,397,3,Aye,
1983,397,18,Aye,
1984,397,20,Aye,
1985,397,25,Aye,
1986,397,27,Aye,
1987,398,3,Aye,
1988,398,18,Aye,
1989,398,20,Aye,
1990,398,25,Aye,
1991,398,27,Aye,
1992,399,3,Aye,
1993,399,18,Aye,
1994,399,20,Aye,
1995,399,25,Aye,
1996,399,27,Aye,
1997,400,3,Aye,
1998,400,18,Aye,
1999,400,20,Aye,
2000,400,25,Aye,
2001,400,27,Aye,
2002,401,3,Aye,
2003,401,18,Aye,
2004,401,20,Aye,
2005,401,25,Aye,
2006,401,27,Aye,
2007,402,3,Aye,
2008,402,18,Aye,
2009,402,20,Aye,
2010,402,25,Aye,
2011,402,27,Aye,
2012,403,3,Aye,
2013,403,18,Aye,
2014,403,20,Aye,
2015,403,25,Aye,
2016,403,27,Aye,
2017,404,3,Aye,
2018,404,18,Aye,
2019,404,20,Aye,
2020,404,25,Aye,
2021,404,27,Aye,
2022,405,3,Aye,
2023,405,18,Aye,
2024,405,20,Aye,
2025,405,25,Aye,
2026,405,27,Aye,
2027,406,3,Aye,
2028,406,18,Aye,
2029,406,20,Aye,
2030,406,25,Aye,
2031,406,27,Aye,
2032,407,3,Aye,
2033,407,18,Aye,
2034,407,20,Aye,
2035,407,25,Aye,
2036,407,27,Aye,
2037,408,3,Aye,
2038,408,18,Aye,
2039,408,20,Aye,
2040,408,25,Aye,
2041,408,27,Aye,
2042,409,3,Aye,
2043,409,18,Aye,
2044,409,20,Aye,
2045,409,25,Aye,
2046,409,27,Aye,
2047,410,3,Aye,
2048,410,18,Aye,
2049,410,20,Aye,
2050,410,25,Aye,
2051,410,27,Aye,
2052,411,3,Aye,
2053,411,18,Absent,
2054,411,20,Aye,
2055,411,25,Aye,
2056,411,27,Aye,
2057,412,3,Aye,
2058,412,18,Aye,
2059,412,20,Aye,
2060,412,25,Aye,
2061,412,27,Aye,
2062,413,3,Aye,
2063,413,18,Aye,
2064,413,20,Aye,
2065,413,25,Aye,
2066,413,27,Aye,
2067,414,3,Aye,
2068,414,18,Aye,
2069,414,20,Aye,
2070,414,25,Aye,
2071,414,27,Aye,
2072,415,3,Aye,
2073,415,18,Aye,
2074,415,20,Aye,
2075,415,25,Aye,
2076,415,27,Aye,
2077,416,3,Aye,
2078,416,18,Aye,
2079,416,20,Aye,
2080,416,25,Aye,
2081,416,27,Aye,
2082,417,3,Aye,
2083,417,18,Aye,
2084,417,20,Aye,
2085,417,25,Aye,
2086,417,27,Aye,
2087,418,3,Aye,
2088,418,18,Aye,
2089,418,20,Aye,
2090,418,25,Aye,
2091,418,27,Aye,
2092,419,3,Aye,
2093,419,18,Aye,
2094,419,20,Aye,
2095,419,25,Aye,
2096,419,27,Aye,
2097,420,3,Aye,
2098,420,18,Aye,
2099,420,20,Aye,
2100,420,25,Aye,
2101,420,27,Aye,
2102,421,3,Aye,
2103,421,18,Aye,
2104,421,20,Aye,
2105,421,25,Aye,
2106,421,27,Aye,
2107,422,3,Aye,
2108,422,18,Aye,
2109,422,20,Aye,
2110,422,25,Aye,
2111,422,27,Aye,
2112,423,3,Aye,
2113,423,18,Aye,
2114,423,20,Aye,
2115,423,25,Aye,
2116,423,27,Aye,
2117,424,3,Aye,
2118,424,18,Aye,
2119,424,20,Aye,
2120,424,25,Aye,
2121,424,27,Aye,
2122,425,3,Aye,
2123,425,18,Aye,
2124,425,20,Aye,
2125,425,25,Aye,
2126,425,27,Aye,
2127,426,3,Aye,
2128,426,18,Aye,
2129,426,20,Aye,
2130,426,25,Aye,
2131,426,27,Aye,
2132,427,3,Aye,
2133,427,18,Aye,
2134,427,20,Aye,
2135,427,25,Aye,
2136,427,27,Aye,
2137,428,3,Aye,
2138,428,18,Aye,
2139,428,20,Aye,
2140,428,25,Aye,
2141,428,27,Aye,
2142,429,3,Aye,
2143,429,18,Aye,
2144,429,20,Aye,
2145,429,25,Aye,
2146,429,27,Aye,
2147,430,3,Aye,
2148,430,18,Aye,
2149,430,20,Aye,
2150,430,25,Aye,
2151,430,27,Aye,
2152,431,3,Aye,
2153,431,18,Aye,
2154,431,20,Aye,
2155,431,25,Aye,
2156,431,27,Aye,
2157,432,3,Aye,
2158,432,18,Aye,
2159,432,20,Aye,
2160,432,25,Aye,
2161,432,27,Aye,
2162,433,3,Aye,
2163,433,18,Aye,
2164,433,20,Aye,
2165,433,25,Aye,
2166,433,27,Aye,
2167,434,3,Aye,
2168,434,18,Aye,
2169,434,20,Aye,
2170,434,25,Aye,
2171,434,27,Aye,
2172,435,3,Aye,
2173,435,18,Aye,
2174,435,20,Aye,
2175,435,25,Aye,
2176,435,27,Aye,
2177,436,3,Aye,
2178,436,18,Aye,
2179,436,20,Aye,
2180,436,25,Aye,
2181,436,27,Aye,
2182,437,3,Aye,
2183,437,18,Aye,
2184,437,20,Aye,
2185,437,25,Aye,
2186,437,27,Aye,
2187,438,3,Aye,
2188,438,18,Aye,
2189,438,20,Aye,
2190,438,25,Aye,
2191,438,27,Aye,
2192,439,3,Aye,
2193,439,18,Aye,
2194,439,20,Aye,
2195,439,25,Aye,
2196,439,27,Aye,
2197,440,3,Aye,
2198,440,18,Aye,
2199,440,20,Aye,
2200,440,25,Aye,
2201,440,27,Aye,
2202,441,3,Aye,
2203,441,18,Aye,
2204,441,20,Aye,
2205,441,25,Aye,
2206,441,27,Aye,
2207,442,3,Aye,
2208,442,18,Aye,
2209,442,20,Aye,
2210,442,25,Aye,
2211,442,27,Aye,
2212,443,3,Aye,
2213,443,18,Aye,
2214,443,20,Aye,
2215,443,25,Aye,
2216,443,27,Aye,
2217,444,3,Aye,
2218,444,18,Aye,
2219,444,20,Aye,
2220,444,25,Aye,
2221,444,27,Aye,
2222,445,3,Aye,
2223,445,18,Aye,
2224,445,20,Aye,
2225,445,25,Aye,
2226,445,27,Aye,
2227,446,3,Aye,
2228,446,18,Aye,
2229,446,20,Aye,
2230,446,25,Aye,
2231,446,27,Aye,
2232,447,3,Aye,
2233,447,18,Aye,
2234,447,20,Aye,
2235,447,25,Aye,
2236,447,27,Aye,
2237,448,3,Aye,
2238,448,18,Aye,
2239,448,20,Aye,
2240,448,25,Aye,
2241,448,27,Aye,
2242,449,3,Aye,
2243,449,18,Aye,
2244,449,20,Aye,
2245,449,25,Aye,
2246,449,27,Aye,
2247,450,3,Aye,
2248,450,18,Aye,
2249,450,20,Aye,
2250,450,25,Aye,
2251,450,27,Aye,
2252,451,3,Aye,
2253,451,18,Aye,
2254,451,20,Aye,
2255,451,25,Aye,
2256,451,27,Aye,
2257,452,3,Aye,
2258,452,18,Aye,
2259,452,20,Aye,
2260,452,25,Aye,
2261,452,27,Absent,
2262,453,3,Aye,
2263,453,18,Aye,
2264,453,20,Aye,
2265,453,25,Aye,
2266,453,27,Absent,
2267,454,3,Aye,
2268,454,18,Aye,
2269,454,20,Aye,
2270,454,25,Aye,
2271,454,27,Absent,
2272,455,3,Aye,
2273,455,18,Aye,
2274,455,20,Aye,
2275,455,25,Aye,
2276,455,27,Absent,
2277,456,3,Aye,
2278,456,18,Aye,
2279,456,20,Aye,
2280,456,25,Aye,
2281,456,27,Absent,
2282,457,3,Aye,
2283,457,18,Aye,
2284,457,20,Aye,
2285,457,25,Aye,
2286,457,27,Absent,
2287,458,3,Aye,
2288,458,18,Aye,
2289,458,20,Aye,
2290,458,25,Aye,
2291,458,27,Absent,
2292,459,3,Aye,
2293,459,18,Aye,
2294,459,20,Aye,
2295,459,25,Aye,
2296,459,27,Absent,
2297,460,3,Aye,
2298,460,18,Aye,
2299,460,20,Aye,
2300,460,25,Aye,
2301,460,27,Absent,
2302,461,3,Aye,
2303,461,18,Aye,
2304,461,20,Absent,
2305,461,25,Aye,
2306,461,27,Aye,
2307,462,3,Aye,
2308,462,18,Aye,
2309,462,20,Absent,
2310,462,25,Aye,
2311,462,27,Aye,
2312,463,3,Aye,
2313,463,18,Aye,
2314,463,20,Absent,
2315,463,25,Aye,
2316,463,27,Aye,
2317,464,3,Aye,
2318,464,18,Aye,
2319,464,20,Absent,
2320,464,25,Aye,
2321,464,27,Aye,
2322,465,3,Aye,
2323,465,18,Aye,
2324,465,20,Absent,
2325,465,25,Aye,
2326,465,27,Aye,
2327,466,3,Aye,
2328,466,18,Aye,
2329,466,20,Absent,
2330,466,25,Aye,
2331,466,27,Aye,
2332,467,3,Aye,
2333,467,18,Aye,
2334,467,20,Absent,
2335,467,25,Aye,
2336,467,27,Aye,
2337,468,3,Aye,
2338,468,18,Aye,
2339,468,20,Absent,
2340,468,25,Aye,
2341,468,27,Aye,
2342,469,3,Aye,
2343,469,18,Aye,
2344,469,20,Absent,
2345,469,25,Aye,
2346,469,27,Aye,
2347,470,3,Aye,
2348,470,18,Absent,
2349,470,20,Aye,
2350,470,25,Aye,
2351,470,27,Abstain,
2352,471,3,Aye,
2353,471,18,Absent,
2354,471,20,Aye,
2355,471,25,Aye,
2356,471,27,Aye,
2357,472,3,Aye,
2358,472,18,Absent,
2359,472,20,Aye,
2360,472,25,Aye,
2361,472,27,Aye,
2362,473,3,Aye,
2363,473,18,Absent,
2364,473,20,Aye,
2365,473,25,Aye,
2366,473,27,Aye,
2367,474,3,Aye,
2368,474,18,Absent,
2369,474,20,Aye,
2370,474,25,Aye,
2371,474,27,Aye,
2372,475,3,Aye,
2373,475,18,Absent,
2374,475,20,Nay,
2375,475,25,Aye,
2376,475,27,Aye,
2377,476,3,Aye,
2378,476,18,Absent,
2379,476,20,Aye,
2380,476,25,Aye,
2381,476,27,Aye,
2382,477,3,Aye,
2383,477,18,Absent,
2384,477,20,Aye,
2385,477,25,Aye,
2386,477,27,Aye,
2387,478,3,Aye,
2388,478,18,Absent,
2389,478,20,Aye,
2390,478,25,Aye,
2391,478,27,Aye,
2392,479,3,Aye,
2393,479,12,Aye,
2394,479,18,Aye,
2395,479,26,Aye,
2396,480,3,Aye,
2397,480,12,Aye,
