vote_id,motion_id,person,vote_value
856,313,Larry A. Ellertson,Aye
857,313,William C. Lee,Aye
858,314,Larry A. Ellertson,Aye
859,314,William C. Lee,Aye
860,315,Larry A. Ellertson,Aye
861,315,William C. Lee,Aye
862,316,Larry A. Ellertson,Aye
863,316,William C. Lee,Aye
864,317,Larry A. Ellertson,Aye
865,317,William C. Lee,Aye
866,317,Greg Graves,Aye
867,318,Larry A. Ellertson,Aye
868,318,William C. Lee,Aye
869,318,Greg Graves,Aye
870,319,Larry A. Ellertson,Aye
871,319,William C. Lee,Aye
872,319,Greg Graves,Aye
873,321,Larry A. Ellertson,Aye
874,321,William C. Lee,Aye
875,321,Greg Graves,Aye
876,322,Larry A. Ellertson,Aye
877,322,William C. Lee,Aye
878,322,Greg Graves,Aye
879,323,Larry A. Ellertson,Aye
880,323,William C. Lee,Aye
881,323,Greg Graves,Aye
882,324,Larry A. Ellertson,Aye
883,324,William C. Lee,Aye
884,324,Greg Graves,Aye
885,325,Larry A. Ellertson,Aye
886,325,William C. Lee,Aye
887,325,Greg Graves,Aye
888,326,Larry A. Ellertson,Aye
889,326,William C. Lee,Aye
890,326,Greg Graves,Aye
891,327,Larry A. Ellertson,Aye
892,327,William C. Lee,Aye
893,327,Greg Graves,Nay
894,328,Larry A. Ellertson,Aye
895,328,William C. Lee,Aye
896,328,Greg Graves,Aye
897,329,Larry A. Ellertson,Aye
898,329,William C. Lee,Aye
899,329,Greg Graves,Aye
900,330,Larry A. Ellertson,Aye
901,330,William C. Lee,Aye
902,330,Greg Graves,Aye
903,331,Larry A. Ellertson,Aye
904,331,William C. Lee,Aye
905,331,Greg Graves,Aye
906,332,Larry A. Ellertson,Aye
907,332,William C. Lee,Aye
908,332,Greg Graves,Aye
909,333,Larry A. Ellertson,Aye
910,333,William C. Lee,Aye
911,333,Greg Graves,Aye
912,334,Larry A. Ellertson,Aye
913,334,William C. Lee,Aye
914,334,Greg Graves,Aye
915,335,Larry A. Ellertson,Aye
916,335,William C. Lee,Aye
917,335,Greg Graves,Aye
918,336,Larry A. Ellertson,Aye
919,336,William C. Lee,Aye
920,336,Greg Graves,Aye
921,337,Larry A. Ellertson,Aye
922,337,William C. Lee,Aye
923,337,Greg Graves,Aye
924,338,Larry A. Ellertson,Aye
925,338,William C. Lee,Aye
926,338,Greg Graves,Aye
927,339,Larry A. Ellertson,Aye
928,339,William C. Lee,Aye
929,339,Greg Graves,Aye
930,340,Larry A. Ellertson,Aye
931,340,William C. Lee,Aye
932,340,Greg Graves,Aye
933,342,Larry A. Ellertson,Aye
934,342,Greg Graves,Aye
935,343,Larry A. Ellertson,Aye
936,343,Greg Graves,Aye
937,344,Larry A. Ellertson,Aye
938,344,Greg Graves,Aye
939,345,Larry A. Ellertson,Aye
940,345,Greg Graves,Aye
941,346,Larry A. Ellertson,Aye
942,346,Greg Graves,Aye
943,347,Larry A. Ellertson,Aye
944,347,Greg Graves,Aye
945,348,Larry A. Ellertson,Aye
946,348,Greg Graves,Aye
947,349,Larry A. Ellertson,Aye
948,349,Greg Graves,Aye
949,350,Larry A. Ellertson,Aye
950,350,Greg Graves,Aye
951,351,Larry A. Ellertson,Aye
952,351,Greg Graves,Aye
953,352,Larry A. Ellertson,Aye
954,352,Greg Graves,Aye
955,353,Larry A. Ellertson,Aye
956,353,Greg Graves,Aye
957,354,Larry A. Ellertson,Aye
958,354,Greg Graves,Aye
959,355,Larry A. Ellertson,Aye
960,355,Greg Graves,Aye
961,356,Larry A. Ellertson,Aye
962,356,Greg Graves,Aye
963,357,Larry A. Ellertson,Aye
964,357,Greg Graves,Aye
965,358,Larry A. Ellertson,Aye
966,358,Greg Graves,Aye
967,359,Larry A. Ellertson,Aye
968,359,Greg Graves,Aye
969,360,Larry A. Ellertson,Aye
970,360,William C. Lee,Aye
971,360,Greg Graves,Aye
972,361,Larry A. Ellertson,Aye
973,361,William C. Lee,Aye
974,361,Greg Graves,Aye
975,362,Larry A. Ellertson,Aye
976,362,William C. Lee,Aye
977,362,Greg Graves,Aye
978,363,Larry A. Ellertson,Aye
979,363,William C. Lee,Aye
980,363,Greg Graves,Aye
981,364,Larry A. Ellertson,Aye
982,364,William C. Lee,Aye
983,364,Greg Graves,Aye
984,366,Larry A. Ellertson,Aye
985,366,William C. Lee,Aye
986,366,Greg Graves,Aye
987,367,Larry A. Ellertson,Aye
988,367,William C. Lee,Aye
989,367,Greg Graves,Aye
990,368,Larry A. Ellertson,Aye
991,368,William C. Lee,Aye
992,368,Greg Graves,Aye
993,369,Larry A. Ellertson,Aye
994,369,William C. Lee,Aye
995,369,Greg Graves,Aye
996,370,Larry A. Ellertson,Aye
997,370,William C. Lee,Aye
998,370,Greg Graves,Aye
999,372,Larry A. Ellertson,Aye
1000,372,William C. Lee,Aye
1001,372,Greg Graves,Aye
1002,373,Larry A. Ellertson,Aye
1003,373,William C. Lee,Aye
1004,373,Greg Graves,Aye
1005,374,Larry A. Ellertson,Aye
1006,374,William C. Lee,Aye
1007,374,Greg Graves,Aye
1008,375,Larry A. Ellertson,Aye
1009,375,William C. Lee,Aye
1010,375,Greg Graves,Aye
1011,376,Larry A. Ellertson,Aye
1012,376,William C. Lee,Aye
1013,376,Greg Graves,Aye
1014,377,Larry A. Ellertson,Aye
1015,377,William C. Lee,Aye
1016,377,Greg Graves,Aye
1017,378,Larry A. Ellertson,Aye
1018,378,William C. Lee,Aye
1019,378,Greg Graves,Aye
1020,379,Larry A. Ellertson,Aye
1021,379,William C. Lee,Aye
1022,379,Greg Graves,Aye
1023,380,Larry A. Ellertson,Aye
1024,380,William C. Lee,Aye
1025,380,Greg Graves,Aye
1026,381,Larry A. Ellertson,Aye
1027,381,William C. Lee,Aye
1028,381,Greg Graves,Aye
1029,382,Larry A. Ellertson,Aye
1030,382,William C. Lee,Aye
1031,382,Greg Graves,Aye
1032,383,Larry A. Ellertson,Aye
1033,383,Greg Graves,Aye
1034,384,Larry A. Ellertson,Aye
1035,384,Greg Graves,Aye
1036,385,Larry A. Ellertson,Aye
1037,385,Greg Graves,Aye
1038,386,Larry A. Ellertson,Aye
1039,386,Greg Graves,Aye
1040,387,Larry A. Ellertson,Aye
1041,387,William C. Lee,Aye
1042,387,Greg Graves,Aye
1043,388,Larry A. Ellertson,Aye
1044,388,William C. Lee,Aye
1045,388,Greg Graves,Aye
1046,389,Larry A. Ellertson,Aye
1047,389,William C. Lee,Aye
1048,389,Greg Graves,Aye
1049,390,Larry A. Ellertson,Aye
1050,390,William C. Lee,Aye
1051,390,Greg Graves,Aye
1052,391,Larry A. Ellertson,Aye
1053,391,William C. Lee,Aye
1054,391,Greg Graves,Aye
1055,393,Larry A. Ellertson,Aye
1056,393,William C. Lee,Aye
1057,393,Greg Graves,Aye
1058,394,Larry A. Ellertson,Aye
1059,394,William C. Lee,Aye
1060,394,Greg Graves,Aye
1061,395,Larry A. Ellertson,Aye
1062,395,William C. Lee,Aye
1063,395,Greg Graves,Aye
1064,396,Larry A. Ellertson,Aye
1065,396,William C. Lee,Aye
1066,396,Greg Graves,Aye
1067,397,Larry A. Ellertson,Aye
1068,397,William C. Lee,Aye
1069,397,Greg Graves,Aye
1070,398,Larry A. Ellertson,Aye
1071,398,William C. Lee,Aye
1072,398,Greg Graves,Aye
1073,399,Larry A. Ellertson,Aye
1074,399,William C. Lee,Aye
1075,399,Greg Graves,Aye
1076,400,Larry A. Ellertson,Aye
1077,400,William C. Lee,Aye
1078,400,Greg Graves,Aye
1079,401,Larry A. Ellertson,Aye
1080,401,William C. Lee,Aye
1081,401,Greg Graves,Aye
1082,402,Larry A. Ellertson,Aye
1083,402,William C. Lee,Aye
1084,402,Greg Graves,Aye
1085,403,Larry A. Ellertson,Aye
1086,403,William C. Lee,Aye
1087,403,Greg Graves,Aye
1088,404,Larry A. Ellertson,Aye
1089,404,William C. Lee,Aye
1090,404,Greg Graves,Aye
1091,405,Larry A. Ellertson,Aye
1092,405,William C. Lee,Aye
1093,405,Greg Graves,Aye
1094,406,Larry A. Ellertson,Aye
1095,406,William C. Lee,Aye
1096,406,Greg Graves,Aye
1097,407,Larry A. Ellertson,Aye
1098,407,William C. Lee,Aye
1099,407,Greg Graves,Aye
1100,408,Larry A. Ellertson,Aye
1101,408,William C. Lee,Aye
1102,408,Greg Graves,Aye
1103,410,Larry A. Ellertson,Aye
1104,410,William C. Lee,Aye
1105,410,Greg Graves,Aye
1106,411,Larry A. Ellertson,Aye
1107,411,William C. Lee,Aye
1108,411,Greg Graves,Aye
1109,412,Larry A. Ellertson,Aye
1110,412,William C. Lee,Aye
1111,413,Larry A. Ellertson,Aye
1112,413,William C. Lee,Aye
1113,413,Greg Graves,Aye
1114,414,Larry A. Ellertson,Aye
1115,414,William C. Lee,Aye
1116,414,Greg Graves,Aye
1117,415,Larry A. Ellertson,Aye
1118,415,William C. Lee,Aye
1119,415,Greg Graves,Aye
1120,416,Larry A. Ellertson,Aye
1121,416,William C. Lee,Aye
1122,416,Greg Graves,Aye
1123,417,Larry A. Ellertson,Aye
1124,417,William C. Lee,Aye
1125,417,Greg Graves,Aye
1126,418,Larry A. Ellertson,Aye
1127,418,William C. Lee,Aye
1128,418,Greg Graves,Aye
1129,419,Larry A. Ellertson,Aye
1130,419,William C. Lee,Aye
1131,419,Greg Graves,Aye
1132,420,Larry A. Ellertson,Aye
1133,420,William C. Lee,Aye
1134,420,Greg Graves,Aye
1135,421,Larry A. Ellertson,Aye
1136,421,William C. Lee,Aye
1137,421,Greg Graves,Aye
1138,422,Larry A. Ellertson,Aye
1139,422,William C. Lee,Aye
1140,422,Greg Graves,Aye
1141,423,Larry A. Ellertson,Aye
1142,423,William C. Lee,Aye
1143,423,Greg Graves,Aye
1144,424,Larry A. Ellertson,Aye
1145,424,William C. Lee,Aye
1146,424,Greg Graves,Aye
1147,425,Larry A. Ellertson,Aye
1148,425,William C. Lee,Aye
1149,425,Greg Graves,Nay
1150,426,Larry A. Ellertson,Aye
1151,426,William C. Lee,Aye
1152,426,Greg Graves,Aye
1153,427,Larry A. Ellertson,Aye
1154,427,William C. Lee,Aye
1155,427,Greg Graves,Aye
1156,428,Larry A. Ellertson,Aye
1157,428,William C. Lee,Aye
1158,428,Greg Graves,Aye
1159,429,Larry A. Ellertson,Aye
1160,429,William C. Lee,Aye
1161,429,Greg Graves,Aye
1162,430,Larry A. Ellertson,Aye
1163,430,William C. Lee,Aye
1164,430,Greg Graves,Aye
1165,431,Larry A. Ellertson,Aye
1166,431,William C. Lee,Aye
1167,431,Greg Graves,Aye
1168,432,Larry A. Ellertson,Aye
1169,432,William C. Lee,Aye
1170,432,Greg Graves,Aye
1171,433,Larry A. Ellertson,Aye
1172,433,William C. Lee,Aye
1173,433,Greg Graves,Aye
1174,434,Larry A. Ellertson,Aye
1175,434,William C. Lee,Aye
1176,434,Greg Graves,Aye
1177,435,Larry A. Ellertson,Aye
1178,435,William C. Lee,Aye
1179,435,Greg Graves,Aye
1180,436,Larry A. Ellertson,Aye
1181,436,William C. Lee,Aye
1182,436,Greg Graves,Aye
1183,437,Larry A. Ellertson,Aye
1184,437,William C. Lee,Aye
1185,437,Greg Graves,Aye
1186,438,Larry A. Ellertson,Aye
1187,439,Larry A. Ellertson,Aye
1188,439,William C. Lee,Aye
1189,439,Greg Graves,Aye
1190,440,Larry A. Ellertson,Aye
1191,440,William C. Lee,Aye
1192,440,Greg Graves,Aye
1193,441,Larry A. Ellertson,Aye
1194,441,William C. Lee,Aye
1195,441,Greg Graves,Aye
1196,442,William C. Lee,Aye
1197,442,Greg Graves,Aye
1198,442,Larry A. Ellertson,Recuse
1199,443,Larry A. Ellertson,Aye
1200,443,William C. Lee,Aye
1201,443,Greg Graves,Aye
1202,444,Larry A. Ellertson,Aye
1203,444,William C. Lee,Aye
1204,444,Greg Graves,Aye
1205,445,Larry A. Ellertson,Aye
1206,445,William C. Lee,Aye
1207,445,Greg Graves,Aye
1208,446,Larry A. Ellertson,Aye
1209,446,William C. Lee,Aye
1210,446,Greg Graves,Aye
1211,447,Larry A. Ellertson,Aye
1212,447,William C. Lee,Aye
1213,447,Greg Graves,Aye
1214,448,Larry A. Ellertson,Aye
1215,448,William C. Lee,Aye
1216,448,Greg Graves,Aye
1217,449,Larry A. Ellertson,Aye
1218,449,William C. Lee,Aye
1219,449,Greg Graves,Aye
1220,450,Larry A. Ellertson,Aye
1221,450,William C. Lee,Aye
1222,450,Greg Graves,Aye
1223,451,Larry A. Ellertson,Aye
1224,451,William C. Lee,Aye
1225,451,Greg Graves,Aye
1226,452,Larry A. Ellertson,Aye
1227,452,William C. Lee,Aye
1228,452,Greg Graves,Aye
1229,453,Larry A. Ellertson,Aye
1230,453,William C. Lee,Aye
1231,453,Greg Graves,Aye
1232,454,Larry A. Ellertson,Aye
1233,454,William C. Lee,Aye
1234,454,Greg Graves,Aye
1235,455,Larry A. Ellertson,Aye
1236,455,William C. Lee,Aye
1237,455,Greg Graves,Aye
1238,456,Larry A. Ellertson,Aye
1239,457,Larry A. Ellertson,Aye
1240,458,Larry A. Ellertson,Aye
1241,459,Larry A. Ellertson,Aye
1242,461,Larry A. Ellertson,Aye
1243,462,Larry A. Ellertson,Aye
1244,463,Larry A. Ellertson,Aye
1245,465,Larry A. Ellertson,Aye
1246,465,William E. Lee,Aye
1247,465,Greg Graves,Aye
1248,466,Larry A. Ellertson,Aye
1249,466,William E. Lee,Aye
1250,466,Greg Graves,Aye
1251,467,Larry A. Ellertson,Aye
1252,467,William E. Lee,Aye
1253,467,Greg Graves,Aye
1254,469,Larry A. Ellertson,Aye
1255,469,William E. Lee,Aye
1256,469,Greg Graves,Aye
1257,470,Larry A. Ellertson,Aye
1258,470,William E. Lee,Aye
1259,470,Greg Graves,Aye
1260,471,Larry A. Ellertson,Aye
1261,471,William E. Lee,Aye
1262,471,Greg Graves,Aye
1263,472,Larry A. Ellertson,Aye
1264,472,William E. Lee,Aye
1265,472,Greg Graves,Aye
1266,473,Larry A. Ellertson,Aye
1267,473,William E. Lee,Aye
1268,473,Greg Graves,Aye
1269,474,Larry A. Ellertson,Aye
1270,474,William E. Lee,Aye
1271,474,Greg Graves,Aye
1272,475,Larry A. Ellertson,Aye
1273,475,William E. Lee,Aye
1274,475,Greg Graves,Aye
1275,477,Larry A. Ellertson,Aye
1276,477,William C. Lee,Aye
1277,477,Greg Graves,Aye
1278,478,Larry A. Ellertson,Aye
1279,478,William C. Lee,Aye
1280,478,Greg Graves,Aye
1281,479,Larry A. Ellertson,Aye
1282,479,William C. Lee,Aye
1283,479,Greg Graves,Aye
1284,480,Larry A. Ellertson,Aye
1285,480,William C. Lee,Aye
1286,480,Greg Graves,Aye
1287,482,Larry A. Ellertson,Aye
1288,482,William C. Lee,Aye
1289,482,Greg Graves,Aye
1290,484,Larry A. Ellertson,Aye
1291,485,Larry A. Ellertson,Aye
1292,486,Larry A. Ellertson,Aye
1293,487,Larry A. Ellertson,Aye
1294,488,Larry A. Ellertson,Aye
1295,494,Larry A. Ellertson,Aye
1296,495,Larry A. Ellertson,Aye
1297,496,Larry A. Ellertson,Aye
1298,497,Larry A. Ellertson,Aye
1299,498,Larry A. Ellertson,Aye
1300,499,Larry A. Ellertson,Aye
1301,500,Larry A. Ellertson,Aye
1302,501,Larry A. Ellertson,Aye
1303,502,Larry A. Ellertson,Aye
1304,502,William C. Lee,Aye
1305,502,Greg Graves,Aye
1306,503,Larry A. Ellertson,Aye
1307,503,William C. Lee,Aye
1308,503,Greg Graves,Aye
1309,504,Larry A. Ellertson,Aye
1310,504,Greg Graves,Aye
1311,504,William C. Lee,Nay
1312,505,Larry A. Ellertson,Aye
1313,505,William C. Lee,Aye
1314,505,Greg Graves,Aye
1315,506,Larry A. Ellertson,Aye
1316,506,William C. Lee,Aye
1317,506,Greg Graves,Aye
1318,507,Larry A. Ellertson,Aye
1319,507,William C. Lee,Aye
1320,507,Greg Graves,Aye
1321,508,Larry A. Ellertson,Aye
1322,508,William C. Lee,Aye
1323,508,Greg Graves,Aye
1324,509,Larry A. Ellertson,Aye
1325,509,William C. Lee,Aye
1326,509,Greg Graves,Aye
1327,510,Larry A. Ellertson,Aye
1328,510,William C. Lee,Aye
1329,510,Greg Graves,Aye
1330,512,Larry A. Ellertson,Aye
1331,512,William C. Lee,Aye
1332,512,Greg Graves,Aye
1333,513,Larry A. Ellertson,Aye
1334,513,William C. Lee,Aye
1335,513,Greg Graves,Aye
1336,514,Larry A. Ellertson,Aye
1337,514,William C. Lee,Aye
1338,514,Greg Graves,Aye
1339,515,Larry A. Ellertson,Aye
1340,515,William C. Lee,Aye
1341,515,Greg Graves,Aye
1342,516,Larry A. Ellertson,Aye
1343,516,William C. Lee,Aye
1344,516,Greg Graves,Aye
1345,517,Larry A. Ellertson,Aye
1346,517,William C. Lee,Aye
1347,517,Greg Graves,Aye
1348,519,Larry A. Ellertson,Aye
1349,519,William C. Lee,Aye
1350,519,Greg Graves,Aye
1351,520,Larry A. Ellertson,Aye
1352,520,William C. Lee,Aye
1353,520,Greg Graves,Aye
1354,521,Larry A. Ellertson,Aye
1355,521,William C. Lee,Aye
1356,521,Greg Graves,Aye
1357,522,Larry A. Ellertson,Aye
1358,522,William C. Lee,Aye
1359,522,Greg Graves,Aye
1360,523,Larry A. Ellertson,Aye
1361,523,William C. Lee,Aye
1362,523,Greg Graves,Aye
1363,524,Larry A. Ellertson,Aye
1364,524,William C. Lee,Aye
1365,524,Greg Graves,Aye
1366,525,Larry A. Ellertson,Aye
1367,525,William C. Lee,Aye
1368,525,Greg Graves,Aye
1369,528,Larry A. Ellertson,Aye
1370,528,William C. Lee,Aye
1371,528,Greg Graves,Aye
1372,529,Larry A. Ellertson,Aye
1373,529,William C. Lee,Aye
1374,529,Greg Graves,Aye
1375,530,Larry A. Ellertson,Aye
1376,530,William C. Lee,Aye
1377,530,Greg Graves,Aye
1378,531,Larry A. Ellertson,Aye
1379,531,William C. Lee,Aye
1380,531,Greg Graves,Aye
1381,533,Larry A. Ellertson,Aye
1382,533,William C. Lee,Aye
1383,533,Greg Graves,Aye
1384,534,Larry A. Ellertson,Aye
1385,534,William C. Lee,Aye
1386,534,Greg Graves,Aye
1387,535,Larry A. Ellertson,Aye
1388,535,William C. Lee,Aye
1389,535,Greg Graves,Aye
1390,536,Larry A. Ellertson,Aye
1391,536,William C. Lee,Aye
1392,536,Greg Graves,Aye
1393,538,Larry A. Ellertson,Aye
1394,538,William C. Lee,Aye
1395,538,Greg Graves,Aye
1396,539,Larry A. Ellertson,Aye
1397,539,William C. Lee,Aye
1398,539,Greg Graves,Aye
1399,540,Larry A. Ellertson,Aye
1400,540,William C. Lee,Aye
1401,540,Greg Graves,Aye
1402,541,Larry A. Ellertson,Aye
1403,541,William C. Lee,Aye
1404,541,Greg Graves,Aye
1405,542,Larry A. Ellertson,Aye
1406,542,William C. Lee,Aye
1407,542,Greg Graves,Aye
1408,543,Larry A. Ellertson,Aye
1409,543,William C. Lee,Aye
1410,543,Greg Graves,Aye
1411,544,Larry A. Ellertson,Aye
1412,544,William C. Lee,Aye
1413,544,Greg Graves,Aye
1414,545,Larry A. Ellertson,Aye
1415,545,William C. Lee,Aye
1416,545,Greg Graves,Aye
1417,546,Larry A. Ellertson,Aye
1418,546,William C. Lee,Aye
1419,546,Greg Graves,Aye
1420,548,Larry A. Ellertson,Aye
1421,548,William C. Lee,Aye
1422,548,Greg Graves,Aye
1423,549,Larry A. Ellertson,Aye
1424,549,William C. Lee,Aye
1425,549,Greg Graves,Aye
1426,550,Larry A. Ellertson,Aye
1427,550,William C. Lee,Aye
1428,550,Greg Graves,Aye
1429,551,Larry A. Ellertson,Aye
1430,551,William C. Lee,Aye
1431,551,Greg Graves,Aye
1432,552,Larry A. Ellertson,Aye
1433,552,William C. Lee,Aye
1434,552,Greg Graves,Aye
1435,553,Larry A. Ellertson,Aye
1436,553,William C. Lee,Aye
1437,553,Greg Graves,Aye
1438,554,Larry A. Ellertson,Aye
1439,554,William C. Lee,Aye
1440,554,Greg Graves,Aye
1441,555,Larry A. Ellertson,Aye
1442,555,William C. Lee,Aye
1443,555,Greg Graves,Aye
1444,556,Larry A. Ellertson,Aye
1445,556,William C. Lee,Aye
1446,556,Greg Graves,Aye
1447,557,Larry A. Ellertson,Aye
1448,557,William C. Lee,Aye
1449,557,Greg Graves,Aye
1450,558,Larry A. Ellertson,Aye
1451,558,William C. Lee,Aye
1452,558,Greg Graves,Aye
1453,559,Larry A. Ellertson,Aye
1454,559,William C. Lee,Aye
1455,559,Greg Graves,Aye
1456,560,Larry A. Ellertson,Aye
1457,560,William C. Lee,Aye
1458,560,Greg Graves,Aye
1459,561,Larry A. Ellertson,Aye
1460,561,William C. Lee,Aye
1461,561,Greg Graves,Aye
1462,562,William C. Lee,Aye
1463,562,Greg Graves,Aye
1464,562,Larry A. Ellertson,Nay
1465,563,Larry A. Ellertson,Aye
1466,563,William C. Lee,Aye
1467,563,Greg Graves,Aye
1468,564,William C. Lee,Aye
1469,564,Greg Graves,Aye
1470,566,Larry A. Ellertson,Aye
1471,566,William C. Lee,Aye
1472,566,Greg Graves,Aye
1473,567,Larry A. Ellertson,Aye
1474,567,William C. Lee,Aye
1475,567,Greg Graves,Aye
1476,568,Larry A. Ellertson,Aye
1477,568,William C. Lee,Aye
1478,568,Greg Graves,Aye
1479,569,William C. Lee,Aye
1480,569,Greg Graves,Aye
1481,570,Larry A. Ellertson,Aye
1482,570,William C. Lee,Aye
1483,570,Greg Graves,Aye
1484,571,Larry A. Ellertson,Aye
1485,571,William C. Lee,Aye
1486,571,Greg Graves,Aye
1487,572,Larry A. Ellertson,Aye
1488,572,William C. Lee,Aye
1489,572,Greg Graves,Aye
1490,574,Larry A. Ellertson,Aye
1491,574,William C. Lee,Aye
1492,574,Greg Graves,Aye
1493,575,Larry A. Ellertson,Aye
1494,575,William C. Lee,Aye
1495,575,Greg Graves,Aye
1496,576,Larry A. Ellertson,Aye
1497,576,William C. Lee,Aye
1498,576,Greg Graves,Aye
1499,577,Larry A. Ellertson,Aye
1500,577,William C. Lee,Aye
1501,577,Greg Graves,Aye
1502,578,Larry A. Ellertson,Aye
1503,578,William C. Lee,Aye
1504,578,Greg Graves,Aye
1505,579,Larry A. Ellertson,Aye
1506,579,William C. Lee,Aye
1507,579,Greg Graves,Aye
1508,580,Larry A. Ellertson,Aye
1509,580,William C. Lee,Aye
1510,580,Greg Graves,Aye
1511,581,Larry A. Ellertson,Aye
1512,581,William C. Lee,Aye
1513,581,Greg Graves,Aye
1514,582,Larry A. Ellertson,Aye
1515,582,William C. Lee,Aye
1516,582,Greg Graves,Aye
1517,585,Larry A. Ellertson,Aye
1518,585,William C. Lee,Aye
1519,585,Greg Graves,Aye
1520,586,Larry A. Ellertson,Aye
1521,586,William C. Lee,Aye
1522,586,Greg Graves,Aye
1523,587,Larry A. Ellertson,Aye
1524,587,William C. Lee,Aye
1525,587,Greg Graves,Aye
1526,588,Larry A. Ellertson,Aye
1527,588,William C. Lee,Aye
1528,588,Greg Graves,Aye
1529,589,Larry A. Ellertson,Aye
1530,589,William C. Lee,Aye
1531,589,Greg Graves,Aye
1532,590,Larry A. Ellertson,Aye
1533,590,William C. Lee,Aye
1534,590,Greg Graves,Aye
1535,591,Larry A. Ellertson,Aye
1536,591,William C. Lee,Aye
1537,591,Greg Graves,Aye
1538,592,Larry A. Ellertson,Aye
1539,592,William C. Lee,Aye
1540,592,Greg Graves,Aye
1541,594,Larry A. Ellertson,Aye
1542,594,William C. Lee,Aye
1543,594,Greg Graves,Aye
1544,595,Larry A. Ellertson,Aye
1545,595,William C. Lee,Aye
1546,595,Greg Graves,Aye
1547,596,Larry A. Ellertson,Aye
1548,596,William C. Lee,Aye
1549,596,Greg Graves,Aye
1550,597,Larry A. Ellertson,Aye
1551,597,William C. Lee,Aye
1552,597,Greg Graves,Aye
1553,598,Larry A. Ellertson,Aye
1554,598,William C. Lee,Aye
1555,598,Greg Graves,Aye
1556,599,Larry A. Ellertson,Aye
1557,599,William C. Lee,Aye
1558,599,Greg Graves,Aye
1559,600,Larry A. Ellertson,Aye
1560,600,William C. Lee,Aye
1561,600,Greg Graves,Aye
1562,601,Larry A. Ellertson,Aye
1563,601,William C. Lee,Aye
1564,601,Greg Graves,Aye
1565,602,Larry A. Ellertson,Aye
1566,602,William C. Lee,Aye
1567,602,Greg Graves,Aye
1568,603,Larry A. Ellertson,Aye
1569,603,William C. Lee,Aye
1570,603,Greg Graves,Aye
1571,605,Larry A. Ellertson,Aye
1572,605,William C. Lee,Aye
1573,605,Greg Graves,Aye
1574,607,Larry A. Ellertson,Aye
1575,607,William C. Lee,Aye
1576,607,Greg Graves,Aye
1577,608,Larry A. Ellertson,Aye
1578,608,William C. Lee,Aye
1579,608,Greg Graves,Aye
1580,609,Larry A. Ellertson,Aye
1581,609,William C. Lee,Aye
1582,609,Greg Graves,Aye
1583,610,Larry A. Ellertson,Aye
1584,610,William C. Lee,Aye
1585,610,Greg Graves,Aye
1586,611,Larry A. Ellertson,Aye
1587,611,William C. Lee,Aye
1588,611,Greg Graves,Aye
1589,612,Larry A. Ellertson,Aye
1590,612,William C. Lee,Aye
1591,612,Greg Graves,Aye
1592,613,Larry A. Ellertson,Aye
1593,613,William C. Lee,Aye
1594,613,Greg Graves,Aye
1595,614,Larry A. Ellertson,Aye
1596,614,William C. Lee,Aye
1597,614,Greg Graves,Aye
1598,615,Larry A. Ellertson,Aye
1599,615,William C. Lee,Aye
1600,615,Greg Graves,Abstain
1601,616,Larry A. Ellertson,Aye
1602,616,William C. Lee,Aye
1603,616,Greg Graves,Aye
1604,618,Larry A. Ellertson,Aye
1605,618,William C. Lee,Aye
1606,618,Greg Graves,Aye
1607,620,Larry A. Ellertson,Aye
1608,620,William C. Lee,Aye
1609,620,Greg Graves,Aye
1610,621,Larry A. Ellertson,Aye
1611,621,William C. Lee,Aye
1612,621,Greg Graves,Aye
1613,622,Larry A. Ellertson,Aye
1614,622,William C. Lee,Aye
1615,622,Greg Graves,Aye
1616,623,Larry A. Ellertson,Aye
1617,623,William C. Lee,Aye
1618,623,Greg Graves,Aye
1619,624,Larry A. Ellertson,Aye
1620,624,William C. Lee,Aye
1621,624,Greg Graves,Aye
1622,625,Larry A. Ellertson,Aye
1623,625,William C. Lee,Aye
1624,625,Greg Graves,Aye
1625,626,Larry A. Ellertson,Aye
1626,626,William C. Lee,Aye
1627,626,Greg Graves,Aye
1628,628,Larry A. Ellertson,Aye
1629,628,William C. Lee,Aye
1630,628,Greg Graves,Aye
1631,629,Larry A. Ellertson,Aye
1632,629,Greg Graves,Aye
1633,629,William C. Lee,Nay
1634,630,Larry A. Ellertson,Aye
1635,630,William C. Lee,Aye
1636,630,Greg Graves,Aye
1637,631,Larry A. Ellertson,Aye
1638,631,William C. Lee,Aye
1639,631,Greg Graves,Aye
1640,632,Larry A. Ellertson,Aye
1641,632,William C. Lee,Aye
1642,632,Greg Graves,Aye
1643,633,Larry A. Ellertson,Aye
1644,633,William C. Lee,Aye
1645,633,Greg Graves,Aye
1646,634,Larry A. Ellertson,Aye
1647,634,William C. Lee,Aye
1648,634,Greg Graves,Aye
1649,635,Larry A. Ellertson,Aye
1650,635,William C. Lee,Aye
1651,635,Greg Graves,Aye
1652,636,Larry A. Ellertson,Aye
1653,636,William C. Lee,Aye
1654,636,Greg Graves,Aye
1655,637,William C. Lee,Aye
1656,637,Greg Graves,Aye
1657,638,Larry A. Ellertson,Aye
1658,638,William C. Lee,Aye
1659,638,Greg Graves,Aye
1660,639,Larry A. Ellertson,Aye
1661,639,William C. Lee,Aye
1662,639,Greg Graves,Aye
1663,640,Larry A. Ellertson,Aye
1664,640,William C. Lee,Aye
1665,640,Greg Graves,Aye
