motion_id,meeting_id,body,motion_no,motion_text,subject,result_raw,outcome,mover,seconder,names_recorded,provenance,source_file,kind
1596,193,Board of Commissioners,8,ADOPT A RESOLUTION APPROVING VOLUNTEERS WHO WISH TO DONATE THEIR SERVICES,ADOPT A RESOLUTION APPROVING VOLUNTEERS WHO WISH TO DONATE THEIR SERVICES,ADOPTED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1597,193,Board of Commissioners,9,ADOPT A RESOLUTION APPROVING VOLUNTEERS WHO WISH TO DONATE THEIR SERVICES,ADOPT A RESOLUTION APPROVING VOLUNTEERS WHO WISH TO DONATE THEIR SERVICES,ADOPTED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1598,193,Board of Commissioners,10,"ADOPT A RESOLUTION APPROVING THE APPOINTMENTS OF KEVIN TARMA, RENE","ADOPT A RESOLUTION APPROVING THE APPOINTMENTS OF KEVIN TARMA, RENE",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1599,193,Board of Commissioners,11,"ADOPT A RESOLUTION APPROVING THE APPOINTMENTS OF KEVIN TARMA, RENE","ADOPT A RESOLUTION APPROVING THE APPOINTMENTS OF KEVIN TARMA, RENE",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1600,193,Board of Commissioners,12,STATES HIS SUPPORT,STATES HIS SUPPORT,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1601,193,Board of Commissioners,13,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1602,193,Board of Commissioners,14,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1603,193,Board of Commissioners,15,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1604,193,Board of Commissioners,16,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1605,193,Board of Commissioners,17,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1606,193,Board of Commissioners,18,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE REAL ESTATE PURCHASE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1607,193,Board of Commissioners,19,ASKS FOR — ASKS FOR,ASKS FOR,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1608,193,Board of Commissioners,20,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1609,193,Board of Commissioners,21,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO EXECUTE AN AGREEMENT WITH,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO EXECUTE AN AGREEMENT WITH,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1610,193,Board of Commissioners,22,"APPROVE A RESOLUTION TO CONTRIBUTE $25,000 CASH AND $25,000 IN-KIND SERVICES FOR","APPROVE A RESOLUTION TO CONTRIBUTE $25,000 CASH AND $25,000 IN-KIND SERVICES FOR",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1611,193,Board of Commissioners,23,"APPROVE AND AUTHORIZE A SUBSCRIPTION AGREEMENT BETWEEN UTAH COUNTY, UTAH,","APPROVE AND AUTHORIZE A SUBSCRIPTION AGREEMENT BETWEEN UTAH COUNTY, UTAH,",APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1612,193,Board of Commissioners,24,APPROVE AND AUTHORIZE COMMISSION CHAIR TO SIGN MAINTENANCE RENEWAL WITH,APPROVE AND AUTHORIZE COMMISSION CHAIR TO SIGN MAINTENANCE RENEWAL WITH,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1613,193,Board of Commissioners,25,APPROVE AND AUTHORIZE A BUSINESS ASSOCIATE AGREEMENT BETWEEN UTAH COUNTY,APPROVE AND AUTHORIZE A BUSINESS ASSOCIATE AGREEMENT BETWEEN UTAH COUNTY,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,consent
1614,193,Board of Commissioners,26,APPROVE AND AUTHORIZE AN AGREEMENT BETWEEN KICK THE HABIT ADDICTION,APPROVE AND AUTHORIZE AN AGREEMENT BETWEEN KICK THE HABIT ADDICTION,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1615,193,Board of Commissioners,27,COMMISSIONER,COMMISSIONER,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1616,193,Board of Commissioners,28,ADOPT AN ORDINANCE AMENDING THE UTAH COUNTY GOVERNMENT FEE SCHEDULE,ADOPT AN ORDINANCE AMENDING THE UTAH COUNTY GOVERNMENT FEE SCHEDULE,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1617,193,Board of Commissioners,29,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1618,193,Board of Commissioners,30,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1619,193,Board of Commissioners,31,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO DISCUSS THE","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO DISCUSS THE",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1620,193,Board of Commissioners,32,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1621,193,Board of Commissioners,33,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1622,193,Board of Commissioners,34,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",VOTE: 3-0,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,motion
1623,194,Board of Commissioners,1,"APPROVE THE MINUTES OF THE FEBRUARY 5, 2019 COMMISSION MEETING","APPROVE THE MINUTES OF THE FEBRUARY 5, 2019 COMMISSION MEETING",APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1624,194,Board of Commissioners,2,"APPROVE THE MINUTES OF THE JANUARY 29, 2019 COMMISSION MEETING","APPROVE THE MINUTES OF THE JANUARY 29, 2019 COMMISSION MEETING",APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1625,194,Board of Commissioners,3,"APPROVE THE MINUTES OF THE JANUARY 29, 2019 COMMISSION MEETING","APPROVE THE MINUTES OF THE JANUARY 29, 2019 COMMISSION MEETING",APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1626,194,Board of Commissioners,4,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE ENTERPRISE AGREEMENT,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE ENTERPRISE AGREEMENT,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1627,194,Board of Commissioners,5,ADOPT A RESOLUTION AUTHORIZING THE EXECUTION OF AN INTERLOCAL COOPERATION,ADOPT A RESOLUTION AUTHORIZING THE EXECUTION OF AN INTERLOCAL COOPERATION,ADOPTED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1628,194,Board of Commissioners,6,ADOPT A RESOLUTION AUTHORIZING THE EXECUTION OF AN INTERLOCAL COOPERATION,ADOPT A RESOLUTION AUTHORIZING THE EXECUTION OF AN INTERLOCAL COOPERATION,ADOPTED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1629,194,Board of Commissioners,7,ADOPT A RESOLUTION AUTHORIZING THE EXECUTION OF AN INTERLOCAL COOPERATION,ADOPT A RESOLUTION AUTHORIZING THE EXECUTION OF AN INTERLOCAL COOPERATION,ADOPTED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1630,194,Board of Commissioners,8,ADOPTED ON CONSENT,,ADOPTED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1631,194,Board of Commissioners,9,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1632,194,Board of Commissioners,10,COMMISSIONER,COMMISSIONER,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1633,194,Board of Commissioners,11,COMMISSIONER,COMMISSIONER,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1634,194,Board of Commissioners,12,COMMISSIONER,COMMISSIONER,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1635,194,Board of Commissioners,13,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1636,194,Board of Commissioners,14,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1637,194,Board of Commissioners,15,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1638,194,Board of Commissioners,16,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1639,194,Board of Commissioners,17,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1640,194,Board of Commissioners,18,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1641,194,Board of Commissioners,19,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1642,194,Board of Commissioners,20,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1643,194,Board of Commissioners,21,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1644,194,Board of Commissioners,22,APPROVE AND AUTHORIZE THE UTAH COUNTY COMMISSION CHAIR TO SIGN A,APPROVE AND AUTHORIZE THE UTAH COUNTY COMMISSION CHAIR TO SIGN A,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1645,194,Board of Commissioners,23,APPROVE TAX CREDITS AND REFUNDS RECOMMENDED BY THE COUNTY ASSESSOR'S OFFICE,APPROVE TAX CREDITS AND REFUNDS RECOMMENDED BY THE COUNTY ASSESSOR'S OFFICE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1646,194,Board of Commissioners,24,APPROVE AND ADOPT THE RECOMMENDATION OF THE UTAH COUNTY,APPROVE AND ADOPT THE RECOMMENDATION OF THE UTAH COUNTY,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1647,194,Board of Commissioners,25,APPROVE AND ADOPT THE RECOMMENDATION OF THE UTAH COUNTY,APPROVE AND ADOPT THE RECOMMENDATION OF THE UTAH COUNTY,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1648,194,Board of Commissioners,26,STATES THAT — STATES THAT,STATES THAT,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1649,194,Board of Commissioners,27,APPROVE AND AUTHORIZE COMMISSION CHAIR TO TO EXECUTE USE AGREEMENT FOR,APPROVE AND AUTHORIZE COMMISSION CHAIR TO TO EXECUTE USE AGREEMENT FOR,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1650,194,Board of Commissioners,28,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AGREEMENT WITH THE,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AGREEMENT WITH THE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1651,194,Board of Commissioners,29,EXPRESSES CONCERN THE,EXPRESSES CONCERN THE,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1652,194,Board of Commissioners,30,EXPRESSES CONCERN THE,EXPRESSES CONCERN THE,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1653,194,Board of Commissioners,31,ADOPT (OR DENY) AN ORDINANCE AMENDING SHEETS 12 AND 13 OF THE OFFICIAL UTAH,ADOPT (OR DENY) AN ORDINANCE AMENDING SHEETS 12 AND 13 OF THE OFFICIAL UTAH,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1654,194,Board of Commissioners,32,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1655,194,Board of Commissioners,33,"APPROVE OR DENY A REQUEST FROM CYSTIC FIBROSIS FOUNDATION, A NON PROFIT","APPROVE OR DENY A REQUEST FROM CYSTIC FIBROSIS FOUNDATION, A NON PROFIT",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1656,194,Board of Commissioners,34,"APPROVE OR DENY A REQUEST FROM CYSTIC FIBROSIS FOUNDATION, A NON PROFIT","APPROVE OR DENY A REQUEST FROM CYSTIC FIBROSIS FOUNDATION, A NON PROFIT",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1657,194,Board of Commissioners,35,APPROVE AND RATIFY THE PROVISION OF ACTING PAY FOR THE POSITION OF,APPROVE AND RATIFY THE PROVISION OF ACTING PAY FOR THE POSITION OF,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1658,194,Board of Commissioners,36,APPROVE AND RATIFY THE PROVISION OF ACTING PAY FOR THE POSITION OF,APPROVE AND RATIFY THE PROVISION OF ACTING PAY FOR THE POSITION OF,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1659,194,Board of Commissioners,37,APPROVE AND AUTHORIZE COMMISSION CHAIR TO SIGN AN MOA WITH THE STATE OF UTAH,APPROVE AND AUTHORIZE COMMISSION CHAIR TO SIGN AN MOA WITH THE STATE OF UTAH,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1660,194,Board of Commissioners,38,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AGREEMENT WITH WEBER,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AGREEMENT WITH WEBER,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,consent
1661,194,Board of Commissioners,39,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN INTERLOCAL AGREEMENT,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN INTERLOCAL AGREEMENT,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1662,194,Board of Commissioners,40,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A STRATEGY","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A STRATEGY",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1663,194,Board of Commissioners,41,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A STRATEGY","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A STRATEGY",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1664,194,Board of Commissioners,42,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO DISCUSS THE","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO DISCUSS THE",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1665,194,Board of Commissioners,43,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A STRATEGY","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A STRATEGY",VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1666,194,Board of Commissioners,44,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A STRATEGY","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A STRATEGY",VOTE: 3-0,Pass,,,0,tesseract,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,motion
1667,195,Board of Commissioners,1,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1668,195,Board of Commissioners,2,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1669,195,Board of Commissioners,3,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1670,195,Board of Commissioners,4,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1671,195,Board of Commissioners,5,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1672,195,Board of Commissioners,6,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1673,195,Board of Commissioners,7,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1674,195,Board of Commissioners,8,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1675,195,Board of Commissioners,9,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1676,195,Board of Commissioners,10,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1677,195,Board of Commissioners,11,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1678,195,Board of Commissioners,12,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1679,195,Board of Commissioners,13,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1680,195,Board of Commissioners,14,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1681,195,Board of Commissioners,15,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1682,195,Board of Commissioners,16,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1683,195,Board of Commissioners,17,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1684,195,Board of Commissioners,18,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1685,195,Board of Commissioners,19,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1686,195,Board of Commissioners,20,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1687,195,Board of Commissioners,21,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1688,195,Board of Commissioners,22,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1689,195,Board of Commissioners,23,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1690,195,Board of Commissioners,24,COMMISSIONER IVIE,COMMISSIONER IVIE,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1691,195,Board of Commissioners,25,COMMISSIONER IVIE,COMMISSIONER IVIE,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1692,195,Board of Commissioners,26,COMMISSIONER IVIE,COMMISSIONER IVIE,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1693,195,Board of Commissioners,27,COMMISSIONER IVIE,COMMISSIONER IVIE,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1694,195,Board of Commissioners,28,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1695,195,Board of Commissioners,29,APPROVAL OF THE PAYROLL WARRANT SUMMARY FOR PAY PERIOD 5,APPROVAL OF THE PAYROLL WARRANT SUMMARY FOR PAY PERIOD 5,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1696,195,Board of Commissioners,30,"RATIFICATION OF WARRANT REGISTER SUMMARY FOR MARCH 4, 2019, INCLUDING NOTES","RATIFICATION OF WARRANT REGISTER SUMMARY FOR MARCH 4, 2019, INCLUDING NOTES",ADOPTED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1697,195,Board of Commissioners,31,"RATIFICATION OF WARRANT REGISTER SUMMARY FOR MARCH 4, 2019, INCLUDING NOTES","RATIFICATION OF WARRANT REGISTER SUMMARY FOR MARCH 4, 2019, INCLUDING NOTES",APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1698,195,Board of Commissioners,32,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1699,195,Board of Commissioners,33,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1700,195,Board of Commissioners,34,ADOPTED ON CONSENT,,ADOPTED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1701,195,Board of Commissioners,35,APPROVED ON CONSENT,,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1702,195,Board of Commissioners,36,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1703,195,Board of Commissioners,37,VOTE: 3-0,,VOTE: 3-0,Pass,,,1,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
1704,195,Board of Commissioners,38,TO APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AMENDMENT,TO APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AMENDMENT,APPROVED ON CONSENT,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,consent
1705,195,Board of Commissioners,39,VOTE: 3-0,,VOTE: 3-0,Pass,,,0,tesseract,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,motion
