meeting_id,date,body,md_path,provenance,kind,source_url
141,2017-12-05,Board of Commissioners,legislative/minutes/2017/2017-12-05_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2017/120517-CommissionMinutes.pdf
142,2017-12-12,Board of Commissioners,legislative/minutes/2017/2017-12-12_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2017/121217-CommissionMinutes.pdf
143,2017-12-19,Board of Commissioners,legislative/minutes/2017/2017-12-19_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2017/121917-CommissionMinutes.pdf
144,2018-01-02,Board of Commissioners,legislative/minutes/2018/2018-01-02_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/010218-CommissionMinutes.pdf
145,2018-01-09,Board of Commissioners,legislative/minutes/2018/2018-01-09_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/010918-CommissionMinutes.pdf
146,2018-01-16,Board of Commissioners,legislative/minutes/2018/2018-01-16_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/011618-CommissionMinutes.pdf
147,2018-01-23,Board of Commissioners,legislative/minutes/2018/2018-01-23_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/012318-CommissionMinutes.pdf
148,2018-01-30,Board of Commissioners,legislative/minutes/2018/2018-01-30_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/013018-CommissionMinutes.pdf
149,2018-02-13,Board of Commissioners,legislative/minutes/2018/2018-02-13_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/021318-CommissionMinutes.pdf
150,2018-02-20,Board of Commissioners,legislative/minutes/2018/2018-02-20_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/022018-CommissionMinutes.pdf
151,2018-02-27,Board of Commissioners,legislative/minutes/2018/2018-02-27_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/022718-CommissionMinutes.pdf
152,2018-03-13,Board of Commissioners,legislative/minutes/2018/2018-03-13_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/031318-CommissionMinutes.pdf
153,2018-03-20,Board of Commissioners,legislative/minutes/2018/2018-03-20_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/032018-CommissionMinutes.pdf
154,2018-03-27,Board of Commissioners,legislative/minutes/2018/2018-03-27_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/032718-CommissionMinutes.pdf
155,2018-04-03,Board of Commissioners,legislative/minutes/2018/2018-04-03_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/040318-CommissionMinutes.pdf
156,2018-04-10,Board of Commissioners,legislative/minutes/2018/2018-04-10_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/041018-CommissionMinutes.pdf
157,2018-04-17,Board of Commissioners,legislative/minutes/2018/2018-04-17_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/041718-CommissionMinutes.pdf
158,2018-05-01,Board of Commissioners,legislative/minutes/2018/2018-05-01_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/050118-CommissionMinutes.pdf
159,2018-05-08,Board of Commissioners,legislative/minutes/2018/2018-05-08_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/050818-CommissionMinutes.pdf
160,2018-05-15,Board of Commissioners,legislative/minutes/2018/2018-05-15_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/051518-CommissionMinutes.pdf
161,2018-05-22,Board of Commissioners,legislative/minutes/2018/2018-05-22_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/052218-CommissionMinutes.pdf
162,2018-05-29,Board of Commissioners,legislative/minutes/2018/2018-05-29_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/052918-CommissionMinutes.pdf
163,2018-06-05,Board of Commissioners,legislative/minutes/2018/2018-06-05_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/060518-CommissionMinutes.pdf
164,2018-06-12,Board of Commissioners,legislative/minutes/2018/2018-06-12_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/061218-CommissionMinutes.pdf
165,2018-06-19,Board of Commissioners,legislative/minutes/2018/2018-06-19_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/061918-CommissionMinutes.pdf
166,2018-06-26,Board of Commissioners,legislative/minutes/2018/2018-06-26_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/062618-CommissionMinutes_1.pdf
167,2018-07-03,Board of Commissioners,legislative/minutes/2018/2018-07-03_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/070318-CommissionMinutes.pdf
168,2018-07-17,Board of Commissioners,legislative/minutes/2018/2018-07-17_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/071718-CommissionMinutes.pdf
169,2018-07-31,Board of Commissioners,legislative/minutes/2018/2018-07-31_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/073118-CommissionMinutes.pdf
170,2018-08-07,Board of Commissioners,legislative/minutes/2018/2018-08-07_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/080718-CommissionMinutes.pdf
171,2018-08-21,Board of Commissioners,legislative/minutes/2018/2018-08-21_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/08.21.2018.pdf
172,2018-08-28,Board of Commissioners,legislative/minutes/2018/2018-08-28_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/08.28.2018.pdf
173,2018-09-04,Board of Commissioners,legislative/minutes/2018/2018-09-04_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/09.04.2018.pdf
174,2018-09-11,Board of Commissioners,legislative/minutes/2018/2018-09-11_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/09.11.18.pdf
175,2018-09-18,Board of Commissioners,legislative/minutes/2018/2018-09-18_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/09.18.18.pdf
176,2018-09-25,Board of Commissioners,legislative/minutes/2018/2018-09-25_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/09.25.19.pdf
177,2018-10-02,Board of Commissioners,legislative/minutes/2018/2018-10-02_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/10.02.18.pdf
178,2018-10-16,Board of Commissioners,legislative/minutes/2018/2018-10-16_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/10.16.18.pdf
179,2018-10-23,Board of Commissioners,legislative/minutes/2018/2018-10-23_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/10.23.18.pdf
180,2018-10-30,Board of Commissioners,legislative/minutes/2018/2018-10-30_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/10.30.18.pdf
181,2018-11-06,Board of Commissioners,legislative/minutes/2018/2018-11-06_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/11.06.18.pdf
182,2018-11-13,Board of Commissioners,legislative/minutes/2018/2018-11-13_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/11.13.18.pdf
183,2018-11-20,Board of Commissioners,legislative/minutes/2018/2018-11-20_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/11.20.2018.pdf
184,2018-11-27,Board of Commissioners,legislative/minutes/2018/2018-11-27_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/11.27.2018.pdf
185,2018-12-04,Board of Commissioners,legislative/minutes/2018/2018-12-04_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/12.04.18.pdf
186,2018-12-11,Board of Commissioners,legislative/minutes/2018/2018-12-11_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/12.11.18.pdf
187,2018-12-12,Board of Commissioners,legislative/minutes/2018/2018-12-12_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/12.12.18.pdf
188,2018-12-18,Board of Commissioners,legislative/minutes/2018/2018-12-18_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2018/12.18.2018.pdf
189,2019-01-08,Board of Commissioners,legislative/minutes/2019/2019-01-08_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/01.08.19.pdf
190,2019-01-15,Board of Commissioners,legislative/minutes/2019/2019-01-15_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/01.15.19.pdf
191,2019-01-29,Board of Commissioners,legislative/minutes/2019/2019-01-29_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/01.29.19.pdf
192,2019-02-05,Board of Commissioners,legislative/minutes/2019/2019-02-05_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/02.05.19.pdf
193,2019-02-12,Board of Commissioners,legislative/minutes/2019/2019-02-12_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/02.12.19.pdf
194,2019-02-26,Board of Commissioners,legislative/minutes/2019/2019-02-26_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/02.26.19_2.pdf
195,2019-03-12,Board of Commissioners,legislative/minutes/2019/2019-03-12_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/03.12.19.2.pdf
196,2019-03-19,Board of Commissioners,legislative/minutes/2019/2019-03-19_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/03.19.19.pdf
197,2019-03-28,Board of Commissioners,legislative/minutes/2019/2019-03-28_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/03.28.19.pdf
198,2019-04-02,Board of Commissioners,legislative/minutes/2019/2019-04-02_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/04.02.19.pdf
199,2019-04-04,Board of Commissioners,legislative/minutes/2019/2019-04-04_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/04.04.19.pdf
200,2019-04-09,Board of Commissioners,legislative/minutes/2019/2019-04-09_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/04.09.19.pdf
201,2019-04-16,Board of Commissioners,legislative/minutes/2019/2019-04-16_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/04.16.2019CommissionMeetingMinutesstate.pdf
202,2019-04-26,Board of Commissioners,legislative/minutes/2019/2019-04-26_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/04.26.19.pdf
203,2019-04-30,Board of Commissioners,legislative/minutes/2019/2019-04-30_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/04.30.19.2.pdf
204,2019-05-07,Board of Commissioners,legislative/minutes/2019/2019-05-07_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/05.07.19.pdf
205,2019-05-21,Board of Commissioners,legislative/minutes/2019/2019-05-21_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/05.21.19.pdf
206,2019-06-04,Board of Commissioners,legislative/minutes/2019/2019-06-04_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/06.04.19.pdf
207,2019-06-11,Board of Commissioners,legislative/minutes/2019/2019-06-11_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/06.11.19.pdf
208,2019-06-18,Board of Commissioners,legislative/minutes/2019/2019-06-18_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/06.18.2019CommissionMeetingMinutes.pdf
209,2019-06-20,Board of Commissioners,legislative/minutes/2019/2019-06-20_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/06.20.2019CommissionMeetingMinutes.pdf
210,2019-06-25,Board of Commissioners,legislative/minutes/2019/2019-06-25_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/06.25.19.2.pdf
211,2019-07-09,Board of Commissioners,legislative/minutes/2019/2019-07-09_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/07.09.2019CommissionMeetingMinutes.pdf
212,2019-07-16,Board of Commissioners,legislative/minutes/2019/2019-07-16_board_of_commissioners.md,minutes,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/07.16.2019CommissionMeetingMinutes.pdf
213,2019-07-25,Board of Commissioners,legislative/minutes/2019/2019-07-25_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/07.25.19_1.pdf
214,2019-07-30,Board of Commissioners,legislative/minutes/2019/2019-07-30_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/07.30.19_1.pdf
215,2019-08-06,Board of Commissioners,legislative/minutes/2019/2019-08-06_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/08.06.19_1.pdf
216,2019-08-13,Board of Commissioners,legislative/minutes/2019/2019-08-13_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/08.13.19_1.pdf
217,2019-08-20,Board of Commissioners,legislative/minutes/2019/2019-08-20_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/08.20.19_1.pdf
218,2019-08-27,Board of Commissioners,legislative/minutes/2019/2019-08-27_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/08.27.19.pdf
219,2019-09-10,Board of Commissioners,legislative/minutes/2019/2019-09-10_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/09.10.19_1.pdf
220,2019-09-17,Board of Commissioners,legislative/minutes/2019/2019-09-17_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/09.17.2019CommissionMeetingMinutes.pdf
221,2019-09-24,Board of Commissioners,legislative/minutes/2019/2019-09-24_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/09.24.2019CommissionMeetingMinutes.pdf
222,2019-10-01,Board of Commissioners,legislative/minutes/2019/2019-10-01_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.01.2019CommissionMeetingMinutes.pdf
223,2019-10-03,Commission Work Session,legislative/minutes/2019/2019-10-03_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.03.19.pdf
224,2019-10-08,Board of Commissioners,legislative/minutes/2019/2019-10-08_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.08.19_1.pdf
225,2019-10-15,Commission Work Session,legislative/minutes/2019/2019-10-15_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.15.2019BudgetWorkSessionPUBLICDEFENDERMinutes.pdf
226,2019-10-18,Commission Work Session,legislative/minutes/2019/2019-10-18_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.18.2019BudgetWorkSessionUSUEXTENSION.pdf
227,2019-10-21,Board of Commissioners,legislative/minutes/2019/2019-10-21_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.21.2019CommissionMeetingMinutes.pdf
228,2019-10-21,Commission Work Session,legislative/minutes/2019/2019-10-21_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.21.2019BudgetWorkSessionCONVENTIONANDVISITORSBUREAU.pdf
229,2019-10-22,Board of Commissioners,legislative/minutes/2019/2019-10-22_board_of_commissioners.md,tesseract,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.22.2019SpecialCommissionMeetingMinutes.pdf
230,2019-10-29,Board of Commissioners,legislative/minutes/2019/2019-10-29_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/10.29.2019CommissionMeetingMinutes.pdf
231,2019-11-05,Board of Commissioners,legislative/minutes/2019/2019-11-05_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/11.05.2019CommissionMeetingMinutes.pdf
232,2019-11-06,Board of Commissioners,legislative/minutes/2019/2019-11-06_board_of_commissioners.md,tesseract,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/11.06.2019CommissionMeetingMinutes.pdf
233,2019-11-12,Commission Work Session,legislative/minutes/2019/2019-11-12_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/11.12.2019BudgetWorkSession.pdf
234,2019-11-19,Board of Commissioners,legislative/minutes/2019/2019-11-19_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/11.19.2019CommissionMeetingMinutes.pdf
235,2019-11-26,Board of Commissioners,legislative/minutes/2019/2019-11-26_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/11.26.2019CommissionMeetingMinutes.pdf
236,2019-12-03,Board of Commissioners,legislative/minutes/2019/2019-12-03_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/12.03.2019CommissionMeetingMinutes.pdf
237,2019-12-10,Board of Commissioners,legislative/minutes/2019/2019-12-10_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/12.10.2019CommissionMeetingMinutes.pdf
238,2019-12-11,Board of Commissioners,legislative/minutes/2019/2019-12-11_board_of_commissioners.md,tesseract,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/12.11.2019SpecialCommissionMeetingMinutesPart1.pdf
239,2019-12-17,Board of Commissioners,legislative/minutes/2019/2019-12-17_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2019/12.17.2019four.pdf
240,2020-01-07,Board of Commissioners,legislative/minutes/2020/2020-01-07_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/01.07.2020CommissionMeetingMinutes.pdf
241,2020-01-08,Commission Work Session,legislative/minutes/2020/2020-01-08_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/01.08.2020WorkSessionMinutes.pdf
242,2020-01-15,Board of Commissioners,legislative/minutes/2020/2020-01-15_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/01.15.2020CommissionMeetingMinutes.pdf
243,2020-01-22,Board of Commissioners,legislative/minutes/2020/2020-01-22_board_of_commissioners.md,tesseract,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/01.22.2020SpecialCommissionMeeting.pdf
244,2020-01-28,Board of Commissioners,legislative/minutes/2020/2020-01-28_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/01.28.2020CommissionMeetingMinutes.pdf
245,2020-02-05,Board of Commissioners,legislative/minutes/2020/2020-02-05_board_of_commissioners.md,poppler,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/02.05.2020SpecialCommissionMeetingMinutes.pdf
246,2020-02-05,Commission Work Session,legislative/minutes/2020/2020-02-05_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/02.05.2020WorkSessionMinutes.pdf
247,2020-02-12,Board of Commissioners,legislative/minutes/2020/2020-02-12_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/02.12.2020CommissionMeetingMinutes.pdf
248,2020-02-19,Board of Commissioners,legislative/minutes/2020/2020-02-19_board_of_commissioners.md,tesseract,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/02.19.2020SpecialCommissionMeetingMinutes.pdf
249,2020-02-19,Commission Work Session,legislative/minutes/2020/2020-02-19_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/02.19.2020WorkSessionMinutes.pdf
250,2020-02-26,Board of Commissioners,legislative/minutes/2020/2020-02-26_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/02.26.2020CommissionMeetingMinutes.pdf
251,2020-03-11,Board of Commissioners,legislative/minutes/2020/2020-03-11_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/03.11.2020CommissionMeetingMinutes.pdf
252,2020-03-25,Board of Commissioners,legislative/minutes/2020/2020-03-25_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/03.25.2020CommissionMeetingMinutes.pdf
253,2020-04-01,Board of Commissioners,legislative/minutes/2020/2020-04-01_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/04.01.2020CommissionMeetingMinutes.pdf
254,2020-04-15,Board of Commissioners,legislative/minutes/2020/2020-04-15_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/04.15.2020CommissionMeetingMinutes.pdf
255,2020-04-29,Board of Commissioners,legislative/minutes/2020/2020-04-29_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/04.29.2020CommissionMeetingMinutes.pdf
256,2020-05-06,Board of Commissioners,legislative/minutes/2020/2020-05-06_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/05.06.2020CommissionMeetingMinutes.pdf
257,2020-05-20,Board of Commissioners,legislative/minutes/2020/2020-05-20_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/05.20.2020CommissionMeetingMinutes.pdf
258,2020-05-27,Commission Work Session,legislative/minutes/2020/2020-05-27_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/05.27.2020CommissionWorkSessionMinutes.pdf
259,2020-06-03,Board of Commissioners,legislative/minutes/2020/2020-06-03_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/06.03.2020CommissionMeetingMinutes.pdf
260,2020-06-10,Commission Work Session,legislative/minutes/2020/2020-06-10_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/06.10.2020WorkSessionMinutes_1.pdf
261,2020-06-17,Board of Commissioners,legislative/minutes/2020/2020-06-17_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/06.17.2020CommissionMeetingMinutes.pdf
262,2020-06-24,Board of Commissioners,legislative/minutes/2020/2020-06-24_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/6.24.2020CommissionMeetingMinutes.pdf
263,2020-07-01,Board of Commissioners,legislative/minutes/2020/2020-07-01_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/07.01.2020CommissionMeetingMinutes.pdf
264,2020-07-08,Commission Work Session,legislative/minutes/2020/2020-07-08_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/07.08.2020WorkSessionMinutes.pdf
265,2020-07-15,Board of Commissioners,legislative/minutes/2020/2020-07-15_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/07.15.2020CommissionMeetingMinutes.pdf
266,2020-07-22,Commission Work Session,legislative/minutes/2020/2020-07-22_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/07.22.2020WorkSessionMinutes.pdf
267,2020-07-29,Board of Commissioners,legislative/minutes/2020/2020-07-29_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/07.29.2020CommissionMeetingMinutes.docx.pdf
268,2020-08-05,Commission Work Session,legislative/minutes/2020/2020-08-05_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/08.05.2020WorkSessionMinutes.pdf
269,2020-08-12,Board of Commissioners,legislative/minutes/2020/2020-08-12_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/08.12.2020CommissionMeetingMinutes.pdf
270,2020-08-19,Commission Work Session,legislative/minutes/2020/2020-08-19_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/08.19.2020WorkSessionminutes.pdf
271,2020-08-26,Board of Commissioners,legislative/minutes/2020/2020-08-26_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/08.26.2020CommissionMeetingMinutes.pdf
272,2020-09-09,Board of Commissioners,legislative/minutes/2020/2020-09-09_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/09.09.2020CommissionMeetingMinutes.pdf
273,2020-09-16,Commission Work Session,legislative/minutes/2020/2020-09-16_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/09.16.2020WorkSessionMinutes.pdf
274,2020-09-30,Board of Commissioners,legislative/minutes/2020/2020-09-30_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/09.30.2020CommissionMeetingMinutes.pdf
275,2020-10-06,Commission Work Session,legislative/minutes/2020/2020-10-06_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.6.2020BudgetWorkSessionCLERKAUDITORS.pdf
276,2020-10-07,Board of Commissioners,legislative/minutes/2020/2020-10-07_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.07.2020CommissionMeetingMinutes.pdf
277,2020-10-08,Board of Commissioners,legislative/minutes/2020/2020-10-08_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.08.2020SheriffPart1.pdf
278,2020-10-09,Commission Work Session,legislative/minutes/2020/2020-10-09_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.09.2020BudgetWorkSessionINFORMATIONSYSTEMS.pdf
