date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2021-10-14,2021,"2021, City Council Special Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Thursday, October 14, 2021 Notice is hereby given t hat the Bluffdale City Council, wi ll ho ld a special meeting Thursday, October 14, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic mea ns via telephonic conference ca ll. BLUFFDALE CITY COUNCIL SPECIAL MEETING 5:00 P.M. 1. Roll Ca ll 2. Closed meeting pursuant to ",Procedural/Administrative,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-10-11/council_2021-10-14_978.md
2021-10-14,2021,"2021, City Council Special Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Thursday, October 14, 2021 Notice is hereby given t hat the Bluffdale City Council, wi ll ho ld a special meeting Thursday, October 14, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic mea ns via telephonic conference ca ll. BLUFFDALE CITY COUNCIL SPECIAL MEETING 5:00 P.M. 1. Roll Ca ll 2. Closed meeting pursuant to ",Procedural/Administrative,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-10-11/council_2021-10-14_978.md
2021-10-14,2021,"2021, City Council Special Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Thursday, October 14, 2021 Notice is hereby given t hat the Bluffdale City Council, wi ll ho ld a special meeting Thursday, October 14, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic mea ns via telephonic conference ca ll. BLUFFDALE CITY COUNCIL SPECIAL MEETING 5:00 P.M. 1. Roll Ca ll 2. Closed meeting pursuant to ",Procedural/Administrative,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-10-11/council_2021-10-14_978.md
2021-10-14,2021,"2021, City Council Special Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Thursday, October 14, 2021 Notice is hereby given t hat the Bluffdale City Council, wi ll ho ld a special meeting Thursday, October 14, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic mea ns via telephonic conference ca ll. BLUFFDALE CITY COUNCIL SPECIAL MEETING 5:00 P.M. 1. Roll Ca ll 2. Closed meeting pursuant to ",Procedural/Administrative,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-10-11/council_2021-10-14_978.md
2021-11-16,2021,"2021, City Council Board of Canvassers Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL BOARD OF CANVASSERS MEETING AGENDA Tuesday, November 16, 2021 Notice is hereby given that the Bluffdale City Council Board of Canvassers will hold a special meeting on Tuesday, November 16, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. This m eeting will also be broadcast live to the public at: www.bluffdale.com. The public may comment at th e meeting or by emailing comments to council meetingcomment@bl uffdale.com. Notice is further given",Appointment,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-11-15/council_2021-11-16_996.md
2021-11-16,2021,"2021, City Council Board of Canvassers Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL BOARD OF CANVASSERS MEETING AGENDA Tuesday, November 16, 2021 Notice is hereby given that the Bluffdale City Council Board of Canvassers will hold a special meeting on Tuesday, November 16, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. This m eeting will also be broadcast live to the public at: www.bluffdale.com. The public may comment at th e meeting or by emailing comments to council meetingcomment@bl uffdale.com. Notice is further given",Appointment,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-16_996.md
2021-11-16,2021,"2021, City Council Board of Canvassers Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL BOARD OF CANVASSERS MEETING AGENDA Tuesday, November 16, 2021 Notice is hereby given that the Bluffdale City Council Board of Canvassers will hold a special meeting on Tuesday, November 16, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. This m eeting will also be broadcast live to the public at: www.bluffdale.com. The public may comment at th e meeting or by emailing comments to council meetingcomment@bl uffdale.com. Notice is further given",Appointment,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-16_996.md
2021-11-16,2021,"2021, City Council Board of Canvassers Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL BOARD OF CANVASSERS MEETING AGENDA Tuesday, November 16, 2021 Notice is hereby given that the Bluffdale City Council Board of Canvassers will hold a special meeting on Tuesday, November 16, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. This m eeting will also be broadcast live to the public at: www.bluffdale.com. The public may comment at th e meeting or by emailing comments to council meetingcomment@bl uffdale.com. Notice is further given",Appointment,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-16_996.md
2021-11-16,2021,"2021, City Council Board of Canvassers Meeting Agenda PDF",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL BOARD OF CANVASSERS MEETING AGENDA Tuesday, November 16, 2021 Notice is hereby given that the Bluffdale City Council Board of Canvassers will hold a special meeting on Tuesday, November 16, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 5:00 p.m. or as soon thereafter as possible. This m eeting will also be broadcast live to the public at: www.bluffdale.com. The public may comment at th e meeting or by emailing comments to council meetingcomment@bl uffdale.com. Notice is further given",Appointment,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-16_996.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,1,"a BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, November 17, 2021 Notice is hereby given that the Bluffdale City Council, will hold a meeting Wednesday, November 17, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to th e public at: www.bluffdale.com. The public may comment at the meeting or by emailing comments to councilmeetingcomment@blu ffd ale.com. Notice is further given that access to this meeting by the Mayor and or ",Land-Use/Zoning,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,1,"a BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, November 17, 2021 Notice is hereby given that the Bluffdale City Council, will hold a meeting Wednesday, November 17, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to th e public at: www.bluffdale.com. The public may comment at the meeting or by emailing comments to councilmeetingcomment@blu ffd ale.com. Notice is further given that access to this meeting by the Mayor and or ",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,1,"a BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, November 17, 2021 Notice is hereby given that the Bluffdale City Council, will hold a meeting Wednesday, November 17, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to th e public at: www.bluffdale.com. The public may comment at the meeting or by emailing comments to councilmeetingcomment@blu ffd ale.com. Notice is further given that access to this meeting by the Mayor and or ",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,1,"a BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, November 17, 2021 Notice is hereby given that the Bluffdale City Council, will hold a meeting Wednesday, November 17, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to th e public at: www.bluffdale.com. The public may comment at the meeting or by emailing comments to councilmeetingcomment@blu ffd ale.com. Notice is further given that access to this meeting by the Mayor and or ",Land-Use/Zoning,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,1,"a BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, November 17, 2021 Notice is hereby given that the Bluffdale City Council, will hold a meeting Wednesday, November 17, 2021, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to th e public at: www.bluffdale.com. The public may comment at the meeting or by emailing comments to councilmeetingcomment@blu ffd ale.com. Notice is further given that access to this meeting by the Mayor and or ",Land-Use/Zoning,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,2,"3.5 Approval of Resolution No. 2021-54, Authorizing the Execution of a Reimbursement and Property Acquisition Agreement with Jeremy Bitner for the 13900 South Phase I Road Project. With regard to agenda item 3.5, the applicant, Jeremy Bitner requested that the matter be tabled until the next meeting. Jeff Gaston moved to table consent agenda item 3.5. Mark Hales seconded the motion",Contract/Purchase,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,2,"3.5 Approval of Resolution No. 2021-54, Authorizing the Execution of a Reimbursement and Property Acquisition Agreement with Jeremy Bitner for the 13900 South Phase I Road Project. With regard to agenda item 3.5, the applicant, Jeremy Bitner requested that the matter be tabled until the next meeting. Jeff Gaston moved to table consent agenda item 3.5. Mark Hales seconded the motion",Contract/Purchase,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,2,"3.5 Approval of Resolution No. 2021-54, Authorizing the Execution of a Reimbursement and Property Acquisition Agreement with Jeremy Bitner for the 13900 South Phase I Road Project. With regard to agenda item 3.5, the applicant, Jeremy Bitner requested that the matter be tabled until the next meeting. Jeff Gaston moved to table consent agenda item 3.5. Mark Hales seconded the motion",Contract/Purchase,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,2,"3.5 Approval of Resolution No. 2021-54, Authorizing the Execution of a Reimbursement and Property Acquisition Agreement with Jeremy Bitner for the 13900 South Phase I Road Project. With regard to agenda item 3.5, the applicant, Jeremy Bitner requested that the matter be tabled until the next meeting. Jeff Gaston moved to table consent agenda item 3.5. Mark Hales seconded the motion",Contract/Purchase,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,2,"3.5 Approval of Resolution No. 2021-54, Authorizing the Execution of a Reimbursement and Property Acquisition Agreement with Jeremy Bitner for the 13900 South Phase I Road Project. With regard to agenda item 3.5, the applicant, Jeremy Bitner requested that the matter be tabled until the next meeting. Jeff Gaston moved to table consent agenda item 3.5. Mark Hales seconded the motion",Contract/Purchase,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,3,"3.6 Approval of Resolution No. 2021-55, Authorizing the Execution of a Property Acquisition Agreement with Wright Development Group for a Portion of the 13900 South Phase I Road Project located within their Property. Mayor Timothy asked that consent agenda items 3.4, 3.5, and 3.7 be removed from the consent agenda. 8 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Jeff Gaston moved to approve consent agenda items 3.1, 3.2, 3.3, and 3.6. Dave Kallas seconded the motion",Contract/Purchase,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,3,"3.6 Approval of Resolution No. 2021-55, Authorizing the Execution of a Property Acquisition Agreement with Wright Development Group for a Portion of the 13900 South Phase I Road Project located within their Property. Mayor Timothy asked that consent agenda items 3.4, 3.5, and 3.7 be removed from the consent agenda. 8 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Jeff Gaston moved to approve consent agenda items 3.1, 3.2, 3.3, and 3.6. Dave Kallas seconded the motion",Contract/Purchase,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,3,"3.6 Approval of Resolution No. 2021-55, Authorizing the Execution of a Property Acquisition Agreement with Wright Development Group for a Portion of the 13900 South Phase I Road Project located within their Property. Mayor Timothy asked that consent agenda items 3.4, 3.5, and 3.7 be removed from the consent agenda. 8 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Jeff Gaston moved to approve consent agenda items 3.1, 3.2, 3.3, and 3.6. Dave Kallas seconded the motion",Contract/Purchase,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,3,"3.6 Approval of Resolution No. 2021-55, Authorizing the Execution of a Property Acquisition Agreement with Wright Development Group for a Portion of the 13900 South Phase I Road Project located within their Property. Mayor Timothy asked that consent agenda items 3.4, 3.5, and 3.7 be removed from the consent agenda. 8 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Jeff Gaston moved to approve consent agenda items 3.1, 3.2, 3.3, and 3.6. Dave Kallas seconded the motion",Contract/Purchase,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,3,"3.6 Approval of Resolution No. 2021-55, Authorizing the Execution of a Property Acquisition Agreement with Wright Development Group for a Portion of the 13900 South Phase I Road Project located within their Property. Mayor Timothy asked that consent agenda items 3.4, 3.5, and 3.7 be removed from the consent agenda. 8 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Jeff Gaston moved to approve consent agenda items 3.1, 3.2, 3.3, and 3.6. Dave Kallas seconded the motion",Contract/Purchase,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,4,"3.7 Approval of Resolution No. 2021-56, Amending the Bluffdale City Employee Policies and Procedures Manual §1.70.090 (Political Activities). Consent agenda item 3. 7 was next addressed. Dave Kallas asked for background information as he was unable to access it in the packet. His understanding was that the desire was to change a policy and suggested that there be more di scussion. Mr. Reid stated that the purpose is to allow a former employee to train a new employee. Without this change, Mayor-Elect Natalie Hall is not allowed to work until January 4, 2022. Mayor Timothy stated that the other ",Resolution,The motion passed 4-to-1,,,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,4,"3.7 Approval of Resolution No. 2021-56, Amending the Bluffdale City Employee Policies and Procedures Manual §1.70.090 (Political Activities). Consent agenda item 3. 7 was next addressed. Dave Kallas asked for background information as he was unable to access it in the packet. His understanding was that the desire was to change a policy and suggested that there be more di scussion. Mr. Reid stated that the purpose is to allow a former employee to train a new employee. Without this change, Mayor-Elect Natalie Hall is not allowed to work until January 4, 2022. Mayor Timothy stated that the other ",Resolution,The motion passed 4-to-1,,,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,4,"3.7 Approval of Resolution No. 2021-56, Amending the Bluffdale City Employee Policies and Procedures Manual §1.70.090 (Political Activities). Consent agenda item 3. 7 was next addressed. Dave Kallas asked for background information as he was unable to access it in the packet. His understanding was that the desire was to change a policy and suggested that there be more di scussion. Mr. Reid stated that the purpose is to allow a former employee to train a new employee. Without this change, Mayor-Elect Natalie Hall is not allowed to work until January 4, 2022. Mayor Timothy stated that the other ",Resolution,The motion passed 4-to-1,,,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,4,"3.7 Approval of Resolution No. 2021-56, Amending the Bluffdale City Employee Policies and Procedures Manual §1.70.090 (Political Activities). Consent agenda item 3. 7 was next addressed. Dave Kallas asked for background information as he was unable to access it in the packet. His understanding was that the desire was to change a policy and suggested that there be more di scussion. Mr. Reid stated that the purpose is to allow a former employee to train a new employee. Without this change, Mayor-Elect Natalie Hall is not allowed to work until January 4, 2022. Mayor Timothy stated that the other ",Resolution,The motion passed 4-to-1,,,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,4,"3.7 Approval of Resolution No. 2021-56, Amending the Bluffdale City Employee Policies and Procedures Manual §1.70.090 (Political Activities). Consent agenda item 3. 7 was next addressed. Dave Kallas asked for background information as he was unable to access it in the packet. His understanding was that the desire was to change a policy and suggested that there be more di scussion. Mr. Reid stated that the purpose is to allow a former employee to train a new employee. Without this change, Mayor-Elect Natalie Hall is not allowed to work until January 4, 2022. Mayor Timothy stated that the other ",Resolution,The motion passed 4-to-1,,,Mark Hales,Nay,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,5,"4. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-22, a Text Amendment Application, which Proposes to Amend Table 11.350, 11.120, and Other Related Administrative Items of the Bluffdale City Code to Allow Automobile Sales in the Light Industrial Zone as a Permitted Use. Applicant, Antonio Gomez. Staff Presenter, Ellen Oakman. 9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Associate City Plaimer, Ellen Oakman presented the staff report and stated that the applicant applied for a text amendment to add a permitted use to the Light Industrial Zone to add autom",Land-Use/Zoning,The motion passed unanimously,,Mark,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,5,"4. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-22, a Text Amendment Application, which Proposes to Amend Table 11.350, 11.120, and Other Related Administrative Items of the Bluffdale City Code to Allow Automobile Sales in the Light Industrial Zone as a Permitted Use. Applicant, Antonio Gomez. Staff Presenter, Ellen Oakman. 9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Associate City Plaimer, Ellen Oakman presented the staff report and stated that the applicant applied for a text amendment to add a permitted use to the Light Industrial Zone to add autom",Land-Use/Zoning,The motion passed unanimously,,Mark,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,5,"4. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-22, a Text Amendment Application, which Proposes to Amend Table 11.350, 11.120, and Other Related Administrative Items of the Bluffdale City Code to Allow Automobile Sales in the Light Industrial Zone as a Permitted Use. Applicant, Antonio Gomez. Staff Presenter, Ellen Oakman. 9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Associate City Plaimer, Ellen Oakman presented the staff report and stated that the applicant applied for a text amendment to add a permitted use to the Light Industrial Zone to add autom",Land-Use/Zoning,The motion passed unanimously,,Mark,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,5,"4. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-22, a Text Amendment Application, which Proposes to Amend Table 11.350, 11.120, and Other Related Administrative Items of the Bluffdale City Code to Allow Automobile Sales in the Light Industrial Zone as a Permitted Use. Applicant, Antonio Gomez. Staff Presenter, Ellen Oakman. 9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Associate City Plaimer, Ellen Oakman presented the staff report and stated that the applicant applied for a text amendment to add a permitted use to the Light Industrial Zone to add autom",Land-Use/Zoning,The motion passed unanimously,,Mark,Mark Hales,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,5,"4. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-22, a Text Amendment Application, which Proposes to Amend Table 11.350, 11.120, and Other Related Administrative Items of the Bluffdale City Code to Allow Automobile Sales in the Light Industrial Zone as a Permitted Use. Applicant, Antonio Gomez. Staff Presenter, Ellen Oakman. 9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, November 17, 2021 Associate City Plaimer, Ellen Oakman presented the staff report and stated that the applicant applied for a text amendment to add a permitted use to the Light Industrial Zone to add autom",Land-Use/Zoning,The motion passed unanimously,,Mark,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,6,"5. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-21, a Zoning Map and Text Amendment Application, which Proposes Amendments to the Bluffdale City Land Use Ordinance, Title 11, Chapter 11.110.120, Special Purpose and Overlay Zones, to Create a New Zoning Ordinance Chapter and Map Designation from Mixed-Use to SD-X The Centrum at Bluffdale, Special District for 236 Residential Apartment Units along with Various Commercial Uses, including the Associated Development and Design Standards for approximately 6. 7 acres, (Application 2021-31). Applicant, LH Perry Investments, LLC. Staff",Land-Use/Zoning,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,6,"5. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-21, a Zoning Map and Text Amendment Application, which Proposes Amendments to the Bluffdale City Land Use Ordinance, Title 11, Chapter 11.110.120, Special Purpose and Overlay Zones, to Create a New Zoning Ordinance Chapter and Map Designation from Mixed-Use to SD-X The Centrum at Bluffdale, Special District for 236 Residential Apartment Units along with Various Commercial Uses, including the Associated Development and Design Standards for approximately 6. 7 acres, (Application 2021-31). Applicant, LH Perry Investments, LLC. Staff",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,6,"5. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-21, a Zoning Map and Text Amendment Application, which Proposes Amendments to the Bluffdale City Land Use Ordinance, Title 11, Chapter 11.110.120, Special Purpose and Overlay Zones, to Create a New Zoning Ordinance Chapter and Map Designation from Mixed-Use to SD-X The Centrum at Bluffdale, Special District for 236 Residential Apartment Units along with Various Commercial Uses, including the Associated Development and Design Standards for approximately 6. 7 acres, (Application 2021-31). Applicant, LH Perry Investments, LLC. Staff",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,6,"5. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-21, a Zoning Map and Text Amendment Application, which Proposes Amendments to the Bluffdale City Land Use Ordinance, Title 11, Chapter 11.110.120, Special Purpose and Overlay Zones, to Create a New Zoning Ordinance Chapter and Map Designation from Mixed-Use to SD-X The Centrum at Bluffdale, Special District for 236 Residential Apartment Units along with Various Commercial Uses, including the Associated Development and Design Standards for approximately 6. 7 acres, (Application 2021-31). Applicant, LH Perry Investments, LLC. Staff",Land-Use/Zoning,The motion passed unanimously,,,Mark Hales,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,6,"5. PUBLIC HEARING - Consideration and Vote on Ordinance No. 2021-21, a Zoning Map and Text Amendment Application, which Proposes Amendments to the Bluffdale City Land Use Ordinance, Title 11, Chapter 11.110.120, Special Purpose and Overlay Zones, to Create a New Zoning Ordinance Chapter and Map Designation from Mixed-Use to SD-X The Centrum at Bluffdale, Special District for 236 Residential Apartment Units along with Various Commercial Uses, including the Associated Development and Design Standards for approximately 6. 7 acres, (Application 2021-31). Applicant, LH Perry Investments, LLC. Staff",Land-Use/Zoning,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,7,"6. Discussion Related to Nate Shipp Fee Reduction Request. Staff Presenter, Bruce Kartchner. Administrative Services Director, Bruce Kartclu1er, repo1ied that several months ago, DAI's attorney spoke to the Council about the impact fees being charged and some of the concerns that they had. The same attorney was addressing things with respect to Woodside Homes as well. At that time a complaint was lodged, and they contested the impact fees. Prior to that, staff spoke to Nate Shipp from 4Independence, LLC about the fees and the fact that that same sununer they had identified a couple of signific",Appointment,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
2021-11-17,2021,"2021, City Council Regular Meeting Agenda PDF",Council,7,"6. Discussion Related to Nate Shipp Fee Reduction Request. Staff Presenter, Bruce Kartchner. Administrative Services Director, Bruce Kartclu1er, repo1ied that several months ago, DAI's attorney spoke to the Council about the impact fees being charged and some of the concerns that they had. The same attorney was addressing things with respect to Woodside Homes as well. At that time a complaint was lodged, and they contested the impact fees. Prior to that, staff spoke to Nate Shipp from 4Independence, LLC about the fees and the fact that that same sununer they had identified a couple of signific",Appointment,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2021/2021-11-15/council_2021-11-17_997.md
