date,body,dev_type,title,matter,location,outcome,names_recorded,motion_id,minutes_path
2022-04-21,Mountainous Planning District Planning Commission,other_land_use,To recommend approval of file #OAM2021-000493 an Ordinance of the Salt Lake County Council Amending Section 19.04.462 of the Salt Lake County Code to include Wedding and Reception Uses in the,,,Pass,0,4363,
2022-04-26,County Council,general_plan_amendment,"Set Public Hearing for Adoption of West General Plan on Tuesday, 5/3/2022, at 4:00 PM Meeting",,,Pass,0,1230,
2022-04-27,Planning Commission,conditional_use,"To approve application # CUP2021-000487 by TM Crushing, LLC, who is requesting a Conditional Use approval for the expansion of Glenwood Gravel Pit operations into the remaining portion of the property, with Staff Recommendations.",,,Pass,0,4364,
2022-05-03,County Council,general_plan_amendment,"Notice of Public Hearing for Adoption of West General Plan on Tuesday, 5/10/2022, at 4:00 PM Meeting",,,Pass,0,1247,
2022-05-03,Council Work Session,other_land_use,"Formal Adoption of An Ordinance Of The Legislative Body Of Salt Lake County, Utah, Amending Section 1.06.020 Of The Salt Lake County Code Of Ordinances, 2001, Entitled “Holidays” Establishing The Date On Which The Juneteenth Independence Day Holiday Is Observed",,,Pass,0,3350,
2022-05-10,County Council,other_land_use,"Set a Public Hearing for May 17, 2022, at 4:00 pm to Receive Comment for a Proposed Amendment to Salt Lake County Ordinance Section 19.04.462, Which Amendment Would Include Wedding Reception Uses in the Definition of ‘Restaurant Liquor License” and to Enact Related Regulations.",,,Pass,0,1272,
2022-05-10,County Council,general_plan_amendment,Public Hearing on the West General Plan,,,Pass,0,1273,
2022-05-10,County Council,general_plan_amendment,Formal Adoption of Salt Lake County West General Plan,,,Pass,0,1275,
2022-05-10,County Council,other_land_use,"Formal Adoption of An Ordinance Of The Legislative Body Of Salt Lake County, Utah, Amending Section 1.06.020 Of The Salt Lake County Code Of Ordinances, 2001, Entitled “Holidays” Establishing The Date On Which The Juneteenth Independence Day Holiday Is Observed",,,Pass,0,1276,
2022-05-11,Planning Commission,conditional_use,To approve application # CUP2021-000350 for David Harrison (representing) requesting conditional use approval for a dwelling group to add a third dwelling unit to the property as presented with staff recommendations.,,,Pass,0,4365,
2022-05-17,County Council,zoning_ord_text,Public Hearing for an Ordinance Amending Section 19.04.462 of the Salt Lake County Code to Include Wedding and Reception Uses in the Definition of “Restaurant Liquor License;” and to Enact Related Regulations.,,,Pass,0,1286,
2022-05-24,County Council,other_land_use,"Set a Public Hearing for June 7, 2022, at 4:00 PM, to Receive Public Comment on an Application Proposing to Amend the Zoning Map from A-20 (Agricultural Zone) to M-2 (Manufacturing Zone) in Order to Expand an Existing Manufacturing Zone by 35 Acres",,,Pass,0,1295,
2022-05-24,County Council,zoning_ord_text,Formal Adoption of an Ordinance Amending Section 19.04.462 of the Salt Lake County Code to Include Wedding and Reception Uses in the Definition of “Restaurant Liquor License;” and to Enact Related Regulations.,,,Pass,0,1296,
2022-05-24,Council Work Session,other_land_use,Ordinance Providing for Review and Advice as to Form and Legality by the Salt Lake County District Attorney Consistent with Utah Code Section 17-18a-504,,,Fail,1,3372,
2022-06-07,County Council,other_land_use,Public Hearing for the Proposal to Amend the Zoning Map from A-20 (Agricultural Zone) to M-2 (Manufacturing Zone) in Order to Expand an Existing Manufacturing Zone by 35 Acres,,,Pass,0,1309,
2022-06-07,County Council,rezone,Approval of a Zoning Map Amendment of Approximately 35 Acres Located at Approximately 4400 South 9200 West From A-20 (Agricultural Zone) to M-2 (Manufacturing Zone).,,Approximately 4400 South 9200 West From A-20 (Agricultural Zone) to M-2 (Manufacturing Zone),Pass,0,1311,
2022-06-15,Planning Commission,conditional_use,To approve application #CUP2022-000587 request for Conditional Use Approval for a Change to Existing Wireless Tower from a 60’-0” monopole to 80’-0” stealth monopole with staff recommendations and findings from the staff report.,,,Pass,0,4370,
2022-06-15,Planning Commission,conditional_use,To approve application # CUP2022-000608 request for conditional use approval for a home daycare for eight to ten children with staff recommendations.,,,Pass,0,4371,
2022-06-15,Planning Commission,conditional_use,"To approve application # CUP2022-000566 request for conditional use approval of the Butterfield Trails Master Plan with staff recommendations, followed by written findings issued by Chair Collard consistent with the motion and findings.",,,Pass,0,4372,
2022-06-21,County Council,land_use_ordinance,"Formal Adoption of an Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County Code of Ordinances, 2001, by Reclassifying Certain Property Located in Salt Lake County From the A-20 Zone (Agriculture) to the M-2 Zone (Manufacturing).",,,Pass,0,1330,
2022-06-28,County Council,other_land_use,"Formal Adoption of An Ordinance of The Legislative Body of Salt Lake County, Utah, Amending Sections 2.91.010, 2.91.020, 2.91.030, 2.91.040, 2.91.050, 2.91.060, 2.91.070, 2.91.080 And 2.91.120 Of The Salt Lake County Code of Ordinances, 2001, Relating to the Salt Lake County Housing Trust Fund and T",,,Pass,0,1341,
2022-08-02,County Council,other_land_use,"Formal Adoption of AN ORDINANCE OF THE LEGISLATIVE BODY OF SALT LAKE COUNTY, UTAH, AMENDING SECTION 9.04.030 OF THE SALT LAKE COUNTY CODE OF ORDINANCES, 2001, ENTITLED “SALT LAKE COUNTY BOARD OF HEALTH - MEMBERSHIP” BY MODIFYING MEMBERSHIP REQUIREMENTS FOR THE SALT LAKE COUNTY BOARD OF HEALTH",,,Pass,0,1380,
2022-08-02,County Council,annexation,A Resolution of the Salt Lake County Council Agreeing to the Creation of an Island Resulting from the Proposed Salt Lake Annexation by Salt Lake City,,,Pass,0,1389,
2022-08-02,Council Work Session,annexation,A Resolution of the Salt Lake County Council Agreeing to the Creation of an Island Resulting from the Proposed Salt Lake Annexation by Salt Lake City,,,Pass,0,3427,
2022-08-30,Council Work Session,other_land_use,"Repealing and Replacing Flood Damage Prevention Ordinance, Chapter 19.74",,,Pass,0,3455,
2022-09-20,County Council,other_land_use,"Formal Adoption of An Ordinance of the Legislative Body of Salt Lake County Amending Chapter 2.82, Entitled “Records Management,” of the Salt Lake County Code of Ordinance, 2001; Regarding the Management of County Records and the Application to the County of the Governmental Records Access and Manag",,,Pass,0,1479,
2022-09-27,County Council,other_land_use,Formal Adoption of an Ordinance Adopting Unincorporated Salt Lake County Moderate Income Housing Plan Update,,,Pass,0,1505,
2022-10-06,Mountainous Planning District Planning Commission,other_land_use,To recommend approval of file #OAM2022-000697 for an Ordinance of the Salt Lake County Council Enacting Chapter 19.73 of the Salt Lake County Code entitled Flood Damage Prevention to make regulations in the Unincorporated County outside of a migratory bird production area consistent with FEMA regula,,,Pass,0,4382,
2022-10-12,Planning Commission,subdivision_plat,To approve application # SUB2022-000650 Jim McDermott requesting a subdivision approval for a single parcel to become a recorded lot located in High Country Two Estates with staff recommendations.,,,Pass,0,4384,
2022-10-12,Planning Commission,conditional_use,"To approve application #CUP2022-000668 requesting Conditional Use approval for an accessory dwelling unit (ADU) on .6-acre property. The ADU does not exceed eight hundred square feet (800 sq ft), however, the total square footage of existing accessory structures on the property w ith the proposed AD",,,Pass,0,4385,
2022-10-12,Planning Commission,conditional_use,To approve application #CUP2022-000614 requesting Conditional Use approval for an oversized accessory building with staff recommendations add two recommendations to comply with Salt Lake County parking and lighting standards.,,,Pass,0,4386,
2022-10-12,Planning Commission,other_land_use,To recommend file # OAM2022-000697 for an Ordinance of the Salt Lake County Council Enacting Chapter 19.73 of the Salt Lake County Code entitled Flood Damage Prevention to make regulations in the Unincorporated County outside of a migratory bird production area consistent with FEMA regulations; amen,,,Pass,0,4388,
2022-10-18,County Council,other_land_use,Budget Adjustment: Office of Regional Development Requests to Move About $1.4M of the Water Conservation & Land Use Municipal ARPA Project from 2023 & 2024 into 2022 for the Final Pass-Through Grant Contract.,,,Pass,0,1579,
2022-10-18,Council Work Session,other_land_use,Budget Adjustment: Office of Regional Development Requests to Move About $1.4M of the Water Conservation & Land Use Municipal ARPA Project from 2023 & 2024 into 2022 for the Final Pass-Through Grant Contract.,,,Pass,0,3526,
2022-11-08,County Council,other_land_use,"Set a Public Hearing for the Flood Damage Prevention Ordinance, Chapter 19.73 on November 15, 2022",,,Pass,0,1594,
2022-11-22,County Council,other_land_use,Formal Adoption of AN ORDINANCE OF THE SALT LAKE COUNTY COUNCIL ENACTING CHAPTER 19.73 OF THE SALT LAKE COUNTY CODE ENTITLED FLOOD DAMAGE PREVENTION TO MAKE REGULATIONS IN THE UNINCORPORATED COUNTY OUTSIDE OF A MIGRATORY BIRD PRODUCTION AREA CONSISTENT WITH FEMA REGULATIONS; AMENDING SECTION 19.74.0,,,Pass,0,1614,
2022-12-06,County Council,other_land_use,"A RESOLUTION OF THE SALT LAKE COUNTY COUNCIL ADOPTING A FINAL BUDGET FOR FISCAL YEAR 2023 FOR SALT LAKE COUNTY OFFICES, DEPARTMENTS, AND AGENCIES, INCLUDING PROPOSED TAX REVENUES, BUDGET APPROPRIATIONS, AND PERSONNEL ALLOCATIONS; ADOPTING COMPENSATION ADJUSTMENTS FOR COUNTY OFFICIALS AND EMPLOYEES; ",,,Pass,1,1660,
2022-12-13,County Council,subdivision_plat,"Formal Adoption of AN ORDINANCE REPEALING CHAPTER 3.52, ENTITLED “SUBDIVISION AND ZONING FEES,” AND REPLACING IT WITH A NEW CHAPTER 3.52 THAT INCORPORATES THE PLANNING AND DEVELOPMENT SERVICES FEE SCHEDULE APPROVED BY THE COUNTY COUNCIL PURSUANT TO COUNTY ORDINANCE 3.42.040. THE ORDINANCE ALSO AMEND",,,Pass,0,1640,
2023-01-03,County Council,other_land_use,A RESOLUTION OF THE SALT LAKE COUNTY COUNCIL APPROVING AN INTERLOCAL COOPERATION AGREEMENT WITH THE JORDAN VALLEY WATER CONSERVANCY DISTRICT PROVIDING FOR THE TRANSFER OF AMERICAN RESCUE PLAN ACT (ARPA) FISCAL RECOVERY FUNDS FOR AN INTEGRATED LAND USE AND WATER CONSERVATION MUNICIPAL PARTNERSHIP,,,Pass,0,1663,
2023-01-03,Council Work Session,other_land_use,A RESOLUTION OF THE SALT LAKE COUNTY COUNCIL APPROVING AN INTERLOCAL COOPERATION AGREEMENT WITH THE JORDAN VALLEY WATER CONSERVANCY DISTRICT PROVIDING FOR THE TRANSFER OF AMERICAN RESCUE PLAN ACT (ARPA) FISCAL RECOVERY FUNDS FOR AN INTEGRATED LAND USE AND WATER CONSERVATION MUNICIPAL PARTNERSHIP,,,Pass,0,3610,
2023-01-11,Planning Commission,general_plan_amendment,"To recommend file #OAM2022-000778 The drafted Sandy Hills General Plan is a long-term plan for the unincorporated area of Sandy Hills, an unincorporated island surrounded by Sandy City and represented by the Sandy Hill s Community Council. The plan meets the required State Code for General Plan cont",,,Pass,0,4396,
2023-01-24,Council Work Session,other_land_use,- HB 206 – Airport Land Use Amendments,,,Pass,0,3634,
2023-01-24,Council Work Session,other_land_use,"Informational Presentation on a Proposed Revision to Fleet Board Membership Ordinance, 2.40.020",,,Pass,0,3637,
2023-01-31,County Council,general_plan_amendment,"Set a Public Hearing on February 7th, 2023, for the Sandy Hills General Plan",,,Pass,0,1708,
2023-01-31,County Council,other_land_use,"Formal Adoption of an Ordinance Amending Chapter 2.40.020, Entitled Board Membership, Selection of Chair, and Length of Terms; Replacing the Auditor’s Position on the Fleet Management Board with Representation from the Treasurer’s Office; and Other Related Changes",,,Pass,0,1711,
2023-01-31,County Council,annexation,Consideration of Conditional Approval of an Annexation into South Jordan with Potential for an Island,,,Pass,0,1716,
2023-01-31,Council Work Session,other_land_use,"Consideration of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.04.080 of the Salt Lake County Code Of Ordinances, 2001, Entitled “Regular Meetings” to Establish and Better Clarify Certain Practices and Customs Related to the Order of Business for the County Counc",,,Pass,0,3649,
2023-01-31,Council Work Session,annexation,Consideration of Conditional Approval of an Annexation into South Jordan with Potential for an Island,,,Pass,0,3650,
2023-02-07,County Council,general_plan_amendment,Public Hearing to Consider the Sandy Hills General Plan,,,Pass,0,1731,
2023-02-07,County Council,other_land_use,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.04.080 of the Salt Lake County Code of Ordinances, 2001, Entitled “Regular Meetings” to Establish and Better Clarify Certain Practices and Customs Related to the Order of Business for the County Cou",,,Pass,0,1733,
2023-02-15,Planning Commission,conditional_use,"To approve application #CUP2023-000798 for George and Riley Spargen requested a conditional use permit for ten (10) horses on a 5.62-acre lot with staff recommendations and one additional condition that if and when the applicants decide to board horses, they will be required to seek approval for com",,,Pass,0,4398,
2023-02-21,County Council,general_plan_amendment,Formal Adoption of the Sandy Hills General Plan,,,Pass,0,1743,
2023-03-07,County Council,other_land_use,"Formal Adoption of An Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.06A.020 of the Salt Lake County Code of Ordinances, 2001, Entitled “Deputy Mayors, Associate Deputy Mayors and Department Directors”, and Section 2.06A.040 of the Salt Lake County Code of Ordinances",,,Pass,0,1802,
2023-03-15,Planning Commission,conditional_use,To approve application # CUP2023-000812 N orthrup Grumman requesting Site Plan and Conditional Use approval to include a mixing bowl cleaning building and associated storage building for the existing Rocket Motor Manufacturing Plant with staff recommendations.,,,Pass,0,4400,
2023-03-21,County Council,other_land_use,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Repealing and Replacing Chapter 2.56 of the Salt Lake County Code Of Ordinances, 2001, Entitled “Community Districts and Community Councils” to Reflect Changes in the Unincorporated County, and to Establish Requiremen",,,Pass,0,1829,
2023-04-04,County Council,other_land_use,Formal Adoption of Ordinance Approving the Northwest Creek and Canal Hydrology Study,,,Pass,0,1853,
2023-04-04,County Council,other_land_use,Formal Adoption of Ordinance Approving the Southwest Creek and Canal Hydrology Study,,,Pass,0,1854,
2023-04-12,Planning Commission,subdivision_plat,To approve application #SUB2021-000400 with staff recommendations. Woodside Homes of Utah is requesting approval of a conditional use permit for a Planned Unit Development. The conditional use permit is meant to accompany the previously approved 117 Lot Sky Ranch Single Family and the 406 Unit Sky R,,,Pass,0,4402,
2023-04-25,County Council,other_land_use,"Formal Adoption of An Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 3.15.010 of the Salt Lake County Code of Ordinances, 2001, Entitled “Definitions”, Section 3.24.010 of the Salt Lake County Code of Ordinances, 2001, Entitled “Policy of the County”, and Section 3.24.",,,Pass,1,1868,
2023-05-10,Planning Commission,conditional_use,To approve application #CUP2023-000838 Rodger Powell is requesting conditional use approval for an oversized accessory structure with staff recommendations.,,,Pass,0,4405,
2023-05-10,Planning Commission,subdivision_plat,To approve application #SUB2023-000704 Anna Roberts is requesting preliminary plat approval for a subdivision with staff recommendations.,,,Pass,0,4406,
2023-06-06,Council Work Session,other_land_use,"An Ordinance of the Legislative Body of Salt Lake County, Utah, Repealing Section 2.04.075 of the Salt Lake County Code of Ordinances, 2001, Entitled “Work Meetings,” and Amending Section 2.04.080 of the Salt Lake County Code of Ordinances, 2001, Entitled “Regular Meetings” to Clarify the Purpose an",,,Pass,0,3777,
2023-06-13,County Council,other_land_use,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Repealing Section 2.04.075 of the Salt Lake County Code of Ordinances, 2001, Entitled “Work Meetings”, and Amending Section 2.04.080 of the Salt Lake County Code of Ordinances, 2001, Entitled “Regular Meetings” to Cla",,,Pass,0,1921,
2023-06-14,Planning Commission,subdivision_plat,To approve application #SUB2023-000854 Dale Bennett requesting preliminary plat approval for a 2-lot Subdivision with a flag lot for Ashley Circle Estates. This subdivision will require an amendment to lot 9 of the existing Willow Creek No. 3 Subdivision with staff recommendations and written findin,,,Pass,0,4408,
2023-07-11,County Council,other_land_use,"Formal Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Creating an Appeal Authority to Hear and Decide Appeals Regarding the County Recorder’s Application of Rules Made by the County Recorder Standards Board, and Making Related Changes",,,Pass,0,1949,
2023-08-15,County Council,other_land_use,"Formal Adoption of an Ordinance Of The Legislative Body Of Salt Lake County, Utah, Amending Section 2.07.030 Of The Salt Lake County Code Of Ordinances, 2001, Entitled “Government In The Sunshine,” And Enacting Section 2.08.120 Of The Salt Lake County Code Of Ordinances, 2001, Entitled “Public Comme",,,Pass,0,1988,
2023-08-16,Planning Commission,rezone,To recommend approval of application #REZ2023-000921 Justin Taylor requesting a rezone from A-1 to R-2-6.5 zone to accommodate a three -unit dwelling group for his property. His property currently does not meet the standards for a dwelling group in an A -1 but meet the standards for a dwelling group,,,Pass,0,4410,
2023-09-07,Mountainous Planning District Planning Commission,conditional_use,"To approve , with staff recommendations, application #CUP2023-000897 Nima Mahak , representing Snowbird Ski Resort, has requested a conditional use permit for a minor ski resort improvement for Snowbird Ski Resort. The proposal is for four avalanche mitigation towers (Wyssen Towers) that are to be l",,,Pass,0,4414,
2023-09-12,County Council,rezone,"Set a Public Hearing on 9/26/2023 to Receive Comment on an Application to Rezone a Property From A-1 to R-2-6.5 Located at 8335 S 1000 E, Unincorporated, Salt Lake County",,"8335 S 1000 E, Unincorporated, Salt Lake County",Pass,0,2025,
2023-09-13,Planning Commission,rezone,To recommend for approval application # REZ2023-000944 Adam Von Maack requesting a recommendation for approval for a rezone from A -2 (Agriculture) to A -1 (Agriculture) to the Salt Lake County Council with staff recommendations.,,,Pass,0,4420,
2023-09-26,County Council,rezone,"Public Hearing on Application by Justin Taylor to Rezone a Property From A-1 to R-2-6.5 Located at 8335 S 1000 E, Unincorporated, Salt Lake County",,"8335 S 1000 E, Unincorporated, Salt Lake County",Pass,0,2038,
2023-10-03,County Council,land_use_ordinance,"Formal Adoption of an Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County code of Ordinances, 2001, By Reclassifying Certain Property Located In Salt Lake County From The A-1 Zone (Agriculture, Ten Thousand Square Feet Minimum Lot Size) To The R-2-6.5 Zone (Residential, 4,000 Squ",,,Pass,1,2060,
2023-10-10,County Council,annexation,"Budget Adjustment: Clark Planetarium requests $580,000 to remodel the Clark Planetarium Annex along 400 West at the Gateway Mall. This is a budget neutral request by utilizing under-expend from other projects, repurposing funding from the Northrop Grumman naming rights extension, and delaying the pa",,,Pass,0,2075,
2023-10-11,Planning Commission,subdivision_plat,To approve application # SUB2023-000771 approving the proposed 55 Lot Sky Ranch Cascade Phase 1 Preliminary Plat and the associated Planned Unit Development with staff recommendations.,,,Pass,0,4422,
2023-10-11,Planning Commission,conditional_use,"To continue a decision to the November 15 th recommend application # OAM2023-000994 an ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g)(conditional uses in the FR zone), and 19.54.020 (permitted uses i",,,Pass,0,4423,
2023-10-17,County Council,other_land_use,"Second Reading and Possible Adoption of Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 11.20.050 of the Salt Lake County Code of Ordinances, 2001, Entitled “Parking Prohibited in Specified Areas,” Section 11.20.150 of the Salt Lake County Code of Ordinances, 2001, Enti",,,Pass,0,2043,
2023-10-19,Mountainous Planning District Planning Commission,conditional_use,"To continue application # OAM2023-000994 An ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g)(conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have distinct regulations",,,Pass,0,4426,
2023-10-31,County Council,subdivision_plat,"Initiation of a Comprehensive Update and Revisions to Salt Lake County Code of Ordinances, Chapter 18, entitled “Subdivisions”",,,Pass,0,2095,
2023-11-14,County Council,land_use_ordinance,"Set a Public Hearing on December 5, 2023, for An Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County Code of Ordinances, 2001, by Reclassifying Certain Property Located in Salt Lake County from the A-2 Zone (Agriculture) to the A-1 Zone (Agriculture)",,,Pass,0,2125,
2023-11-14,County Council,other_land_use,"Formal Adoption of an Ordinance of The Legislative Body of Salt Lake County, Utah, Amending Section 2.12.070 of The Salt Lake County Code of Ordinances, 2001, Entitled “Power to Appoint or Select Deputies, Assistants And Employees,” In Order To Define The County Council’s Power to Consent to The App",,,Pass,1,2126,
2023-11-15,Planning Commission,subdivision_plat,"To continue Application #OAM2023-001008 - An ordinance repealing and replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, entitled “Subdivisions,” in order to update the title to",,,Pass,0,4428,
2023-11-16,Mountainous Planning District Planning Commission,subdivision_plat,"To continue Application #OAM2023-001008 - An ordinance repealing and replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, entitled “Subdivisions,” in order to update the title to",,,Pass,0,4431,
2023-12-05,County Council,land_use_ordinance,"Public Hearing to Receive Comment About An Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County Code of Ordinances, 2001, by Reclassifying Certain Property Located in Salt Lake County from The A-2 Zone (Agriculture) to the A-1 Zone (Agriculture)",,,Pass,0,2118,
2023-12-05,County Council,other_land_use,"First Reading of An Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.08.110 of the Salt Lake County Code of Ordinances, 2001, Entitled “Discrimination Prohibited,” Amending Section 13.04.020 of the Salt Lake County Code of Ordinances, 2001, Entitled “Definitions,” Amen",,,Pass,0,2120,
2023-12-05,County Council,other_land_use,"CONSIDERATION OF A RESOLUTION OF THE SALT LAKE COUNTY COUNCIL ADOPTING A FINAL BUDGET FOR FISCAL YEAR 2024 FOR SALT LAKE COUNTY OFFICES, DEPARTMENTS, AND AGENCIES, INCLUDING PROPOSED TAX REVENUES, BUDGET APPROPRIATIONS, AND PERSONNEL ALLOCATIONS; ADOPTING COMPENSATION ADJUSTMENTS FOR COUNTY OFFICIAL",,,Pass,0,2135,
2023-12-12,County Council,land_use_ordinance,"Formal Adoption of An Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County Code of Ordinances, 2001, to Reclassify Certain Property Located in Salt Lake County from the A-2 Zone (Agriculture) to the A-1 Zone (Agriculture)",,,Pass,0,2143,
2023-12-13,Planning Commission,conditional_use,"To recommend file #OAM2023-000994 An ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g)(conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have distinct regulations in the",,,Pass,0,4433,
2023-12-13,Planning Commission,subdivision_plat,"To recommend file #OAM2023-001008 An ordinance repealing and replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, entitled “Subdivisions,” in order to update the title to reflect state",,,Pass,0,4434,
2024-01-04,Mountainous Planning District Planning Commission,subdivision_plat,"To recommend approval on file # OAM2023-001008 An ordinance repealing and replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, entitled “Subdivisions,” in order to update the title",,,Pass,0,4435,
2024-01-04,Mountainous Planning District Planning Commission,conditional_use,"To recommend approval on file # OAM2023-000994 An ordinance amending the following sections of the Salt Lake County Code of Ordinances, 2001: 19.12.020 (permitted uses in the FR zone), 19.12.030(g)(conditional uses in the FR zone), and 19.54.020 (permitted uses in the FA zone) to have distinct regul",,,Pass,0,4436,
2024-01-09,County Council,other_land_use,"Consideration and Final Approval of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.07.201 of the Salt Lake County Code of Ordinances, 2001, Entitled “Conflict of Interest,” and Enacting Section 2.07.210 of the Salt Lake County Code of Ordinances, 2001, Entitled “R",,,Pass,0,2152,
2024-01-23,County Council,subdivision_plat,"Set a Public Hearing on February 6, 2024, for a Comprehensive Update and Revisions to Salt Lake County Code of Ordinances, Chapter 18, entitled “Subdivisions”",,,Pass,0,2169,
2024-02-06,County Council,annexation,"Budget Adjustment: Clark Planetarium requests $140,475 increase to the budget of the Annex Remodel on 400 West due to construction cost increases. The additional budget will come from their restricted fund balance.",,,Pass,0,2212,
2024-02-06,County Council,other_land_use,"Final Approval of An Ordinance of The Legislative Body of Salt Lake County, Utah, Amending Chapter 2.36 Of the Salt Lake County Code of Ordinances, 2001, Entitled “Steering Committee,” To Rename the County’s Steering Committee as The Executive Coordinating Committee, To Clarify the Purpose and Funct",,,Pass,0,2219,
2024-02-06,County Council,conditional_use,"First Reading of an Ordinance of the Legislative Body of Salt Lake County, Utah. An Ordinance of General Revision, Amending The Following Sections Of The Salt Lake County Code Of Ordinances, 2001: 19.12.020 (Permitted Uses In The Forestry And Recreation (Fr)Zone), 19.12.030(G)(Conditional Uses In Th",,,Pass,0,2220,
2024-02-20,County Council,subdivision_plat,"Consideration of Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah Repealing and Replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, Entitled “Subdivisions,” in Order to Comprehensively Update the Title to Reflect State Legislative Change, Changes to t",,,Pass,0,2254,
2024-03-05,County Council,land_use_ordinance,Consideration of Final Adoption of an Ordinance of the Salt Lake County Council Dissolving the Magna West Main Street Neighborhood Development Project Area,,,Pass,0,2238,
2024-03-13,Planning Commission,conditional_use,"To approve application #CUP2023-000923 Easton Harris is requesting conditional use approval for the storage and sale of raw landscape materials, including gravel, soil, and sod, using the existing buildings on site. Staff recommended conditions in the staff report are incorporated into the motion. M",,,Pass,0,4441,
2024-03-19,County Council,annexation,Budget Adjustment: This is a 2023 post year-end technical adjustment to realign fiscal year 2023 lease expenses at the Clark Planetarium’s Annex leased space in compliance with GASB 87 requirements.,,,Pass,0,2268,
2024-04-17,Planning Commission,subdivision_plat,To approve application # SUB2023-001059 Adam D. Von Maack requesting preliminary plat approval for the 2-lot 3198 North Minor with staff recommendations.,,,Pass,0,4449,
2024-04-17,Planning Commission,other_land_use,"To recommend approval of file #OAM2024-001114 Accessory Dwelling Unit Ordinance Amendments, with the following revisions: for conversion of existing detached structures, if the rear or side setback is less than 10’, structure may not exceed 20’ in height; if the setback is 10’ or more, the structure",,,Pass,0,4450,
2024-04-18,Mountainous Planning District Planning Commission,other_land_use,To recommend approval of file # OAM2024-001114 Accessory Dwelling Unit Ordinance Amendments: with inclusion of the Salt Lake County planning commission recommendation and adding a provision that ADU approval is subject to water and other utility availability from the water /utility providers.,,,Pass,0,4452,
2024-05-14,County Council,other_land_use,"Set a Public Hearing for Tuesday, May 21, 2024, to Consider an Ordinance of General Revision, Amending Title 19, Chapter 15, Entitled “Accessory Dwelling Units” of the Salt Lake Code of Ordinances, 2001, to Implement Salt Lake County’s Moderate Income Housing Plan by Better Accommodating ADUs as an ",,,Pass,0,2333,
2024-05-15,Planning Commission,conditional_use,"To approve application #CUP2024-001124 Tressa Roberts is requesting conditional use approval for a detached accessory structure/garage over 1,200 square feet with staff recommendations.",,,Pass,0,4454,
2024-05-15,Planning Commission,subdivision_plat,"To approve application # SUB2023-000794 & PER2022 -000693 Joanne Chapman is requesting preliminary plat approval for the 1 -Lot Hi-Country Estates (phase 2), Lot 2, Amended Subdivision and a Slope Waiver for the proposed driveway for the proposed home with staff recommendations.",,,Pass,0,4455,
2024-05-15,Planning Commission,subdivision_plat,To approve application #SUB2024-001089 Josh Brimhall is requesting preliminary plat approval for the 2-Lot Brimhall Compound (Phase 1) Subdivision with staff recommendations.,,,Pass,0,4456,
2024-06-11,County Council,other_land_use,"Final Approval of an Ordinance Amending Title 3 Chapter 28 Section 045 Entitled “AMENDED CONTRACTS” To Remove The Legal Requirement That All County Contracts, If Amended, Must Be Amended In Writing Signed By The Parties",,,Pass,0,2361,
2024-06-12,Planning Commission,zoning_ord_text,"To recommend approval of file #OAM2024-001119 an ordinance amending Title 9, entitled “Health and Safety” and Title 19, entitled “Zoning” of the Salt Lake Code Of Ordinances, 2001, to provide greater consistency with the Wildland -Urban Interface Code (“WUI”) in the following areas: 1) revision of c",,,Pass,0,4459,
2024-06-18,County Council,other_land_use,"Legislative Intent Directing Council Staff, County Administration and District Attorney to Prioritize Updating the Contracts and Procurement Ordinance and Associated Policy.",,,Pass,0,2368,
