year,election_type,source_file,contest_id,contest,vote_for,precinct,candidate,party,votes,suppressed,vote_method
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #2:U,NO,,6,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #2:U,YES,,98,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #1,NO,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #1,YES,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #2,NO,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #2,YES,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #3,NO,,42,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #3,YES,,354,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #3:U,NO,,22,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #3:U,YES,,88,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #4,NO,,124,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #4,YES,,542,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #4:U1,NO,,1,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #4:U1,YES,,11,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5,NO,,125,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5,YES,,543,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5:U1,NO,,19,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5:U1,YES,,69,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5:U2,NO,,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5:U2,YES,,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #6,NO,,75,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #6,YES,,442,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #6:U,NO,,8,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #6:U,YES,,20,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #7,NO,,87,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #7,YES,,529,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1,NO,,171,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1,YES,,132,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:U,NO,,3,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:U,YES,,8,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:U2,NO,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:U2,YES,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:USQ,NO,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,01000000-a212-ee10-a9ff-08dce8b6fa4b,Shall CHRISTINE S. JOHNSON be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:USQ,YES,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,,NO,,1100,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,,YES,,4211,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Callao #1,NO,,36,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Callao #1,YES,,48,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #1,NO,,14,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #1,YES,,53,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #2,NO,,18,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #2,YES,,65,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #3,NO,,34,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #3,YES,,85,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #4,NO,,13,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #4,YES,,57,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #5,NO,,3,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #5,YES,,14,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #6,NO,,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Eureka #6,YES,,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Levan #1,NO,,77,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Levan #1,YES,,305,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Levan #1:U,NO,,17,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Levan #1:U,YES,,58,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #1,NO,,92,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #1,YES,,379,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #1:U,NO,,28,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #1:U,YES,,57,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #2,NO,,65,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #2,YES,,285,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #2:U,NO,,9,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Mona #2:U,YES,,92,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #1,NO,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #1,YES,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #2,NO,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #2,YES,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #3,NO,,51,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #3,YES,,343,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #3:U,NO,,18,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #3:U,YES,,91,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #4,NO,,120,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #4,YES,,537,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #4:U1,NO,,1,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #4:U1,YES,,11,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5,NO,,137,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5,YES,,534,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5:U1,NO,,16,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5:U1,YES,,72,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5:U2,NO,,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #5:U2,YES,,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #6,NO,,68,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #6,YES,,453,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #6:U,NO,,8,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #6:U,YES,,20,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #7,NO,,100,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Nephi #7,YES,,510,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1,NO,,174,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1,YES,,127,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:U,NO,,1,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:U,YES,,10,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:U2,NO,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:U2,YES,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:USQ,NO,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,01000000-a212-ee10-ae74-08dce8b6fa4b,Shall DENISE M. PORTER be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Rocky Ridge #1:USQ,YES,,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ad95-08dce8b6fa4b.json,01000000-a212-ee10-ad95-08dce8b6fa4b,Shall DEREK P. PULLAN be retained in the office of Judge of the District Court of the Fourth Judicial District?,,,NO,,1244,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ad95-08dce8b6fa4b.json,01000000-a212-ee10-ad95-08dce8b6fa4b,Shall DEREK P. PULLAN be retained in the office of Judge of the District Court of the Fourth Judicial District?,,,YES,,4069,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ad95-08dce8b6fa4b.json,01000000-a212-ee10-ad95-08dce8b6fa4b,Shall DEREK P. PULLAN be retained in the office of Judge of the District Court of the Fourth Judicial District?,,Callao #1,NO,,36,False,Precinct
