year,election_type,contest,jurisdiction_slug,office,district,seats,candidate,party,votes,rank_in_contest,n_precincts,suppressed,source_file,rcv,rcv_final_winner,official_total
2019,municipal general,Mapleton City Council,,Council,,3,JESSICA EGBERT,,1373,2,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Pleasant Grove City Council,,Council,,3,ERIC JENSEN,,3435,2,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Salem City Council,,Council,,3,TIM DEGRAW,,1195,2,5,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Santaquin City Council,,Council,,3,DAVID HATHAWAY,,1289,2,4,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Saratoga Springs City Council,,Council,,3,CHRIS PORTER,,2111,2,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Spanish Fork City Council,,Council,,3,BRANDON GORDON,,3939,2,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Springville City Council,,Council,,3,LIZ CRANDALL,,2645,2,18,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Woodland Hills City Council,,Council,,3,DAVID PRATT,,351,2,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Alpine City Council,,Council,,3,JUDI PICKELL,,1738,3,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,American Fork City Council,,Council,,3,KEVIN J BARNES,,2879,3,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Eagle Mountain City Council,,Council,,3,CAROLYN LOVE,,1455,3,9,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Highland City Council,,Council,,3,TIMOTHY A BALL,,2230,3,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lindon City Council,,Council,,3,RANDI POWELL,,1295,3,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Mapleton City Council,,Council,,3,LESLIE JONES,,1288,3,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Pleasant Grove City Council,,Council,,3,BRENT BULLOCK,,2641,3,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Salem City Council,,Council,,3,DELYS W SNYDER,,1014,3,5,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Santaquin City Council,,Council,,3,LYNN MECHAM,,1184,3,4,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Saratoga Springs City Council,,Council,,3,RYAN PODUSKA,,1776,3,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Spanish Fork City Council,,Council,,3,CHAD ARGYLE,,3187,3,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Springville City Council,,Council,,3,PATRICK MONNEY,,2539,3,18,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Woodland Hills City Council,,Council,,3,ROBERT (BOB) OTTLEY,,334,3,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Alpine City Council,,Council,,3,KIMBERLY ARNOLD BRYANT,,1041,4,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,American Fork City Council,,Council,,3,KYLE BARRATT,,2495,4,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Eagle Mountain City Council,,Council,,3,RICH WOOD,,1136,4,9,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Highland City Council,,Council,,3,KENNETH S KNAPTON III,,1479,4,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lindon City Council,,Council,,3,DENY A FARNWORTH,,1062,4,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Mapleton City Council,,Council,,3,NANNETTE JACKSON,,1238,4,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Pleasant Grove City Council,,Council,,3,DUSTIN J PHILLIPS,,2259,4,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Salem City Council,,Council,,3,TROY L BARNUM,,825,4,5,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Santaquin City Council,,Council,,3,MIKE WEIGHT,,1054,4,4,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Saratoga Springs City Council,,Council,,3,AMY DOWNING LOVELESS,,1674,4,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Spanish Fork City Council,,Council,,3,SHANE MARSHALL,,2901,4,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Springville City Council,,Council,,3,CRAIG CONOVER,,2057,4,18,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Woodland Hills City Council,,Council,,3,LAWRENCE HENRY,,208,4,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,American Fork City Council,,Council,,3,JEFFREY C SHORTER,,1329,5,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Eagle Mountain City Council,,Council,,3,DEVYN SMITH,,940,5,9,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Highland City Council,,Council,,3,DOUG CORTNEY,,476,5,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lindon City Council,,Council,,3,DESIREE GREEN,,402,5,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Mapleton City Council,,Council,,3,SCOTT HANSEN,,1169,5,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Pleasant Grove City Council,,Council,,3,ALEXANDER CARTER,,2164,5,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Salem City Council,,Council,,3,JOSHUA W THAYER,,136,5,5,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Santaquin City Council,,Council,,3,JESSICA TOLMAN,,1041,5,4,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Saratoga Springs City Council,,Council,,3,KARA MARTIN,,1194,5,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Springville City Council,,Council,,3,DEBORAH HALL,,1665,5,18,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Eagle Mountain City Council,,Council,,3,BEN PORTER (WITHDREW),,0,6,9,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Highland City Council,,Council,,3,WAYNE KNOLL TANAKA (WITHDREW),,0,6,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Mapleton City Council,,Council,,3,ADAM FIFE,,319,6,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Pleasant Grove City Council,,Council,,3,CARRIE HAMMOND,,982,6,16,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Santaquin City Council,,Council,,3,KODY CURTIS,,913,6,4,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Saratoga Springs City Council,,Council,,3,ANDREW ROBINSON,,898,6,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Springville City Council,,Council,,3,JASON MILLER,,1664,6,18,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Alpine City Council (Two Year),,Council,2-Year,1,JASON THELIN,,2067,1,6,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Elk Ridge City Council (Two Year),,Council,2-Year,1,JIM CHASE,,433,1,2,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Genola City Council (Two Year),,Council,2-Year,2,LORI CHRISTENSEN,,222,1,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Elk Ridge City Council (Two Year),,Council,2-Year,1,MICHAEL F TURNER,,375,2,2,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Genola City Council (Two Year),,Council,2-Year,2,HALE ROBISON,,200,2,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Genola City Council (Two Year),,Council,2-Year,2,BRYAN DRAPER,,129,3,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Elk Ridge City Council (Four Year),,Council,4-Year,3,GARY NELSON ABBOTT JR,,642,1,2,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Genola City Council (Four Year),,Council,4-Year,2,JOHN R. SAVAGE,,267,1,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Elk Ridge City Council (Four Year),,Council,4-Year,3,TRICIA THOMAS,,576,2,2,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Genola City Council (Four Year),,Council,4-Year,2,NEIL BROWN,,176,2,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Elk Ridge City Council (Four Year),,Council,4-Year,3,CORY L THOMPSON,,464,3,2,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Genola City Council (Four Year),,Council,4-Year,2,MIKE OLSEN,,125,3,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Elk Ridge City Council (Four Year),,Council,4-Year,3,PAUL CROOK,,444,4,2,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Fairfield Town Council - Seat A,,Council,Seat A,1,HOLLIE C MCKINNEY,,65,1,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Fairfield Town Council - Seat A,,Council,Seat A,1,DAVID RIET,,11,2,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Fairfield Town Council - Seat B,,Council,Seat B,1,TYLER THOMAS,,74,1,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Fairfield Town Council - Seat D,,Council,Seat D,1,JAYSON DENSLEY,,62,1,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Fairfield Town Council - Seat D,,Council,Seat D,1,DAYMON D STEPHENS,,14,2,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Fairfield Mayor,,Mayor,,1,BRADLEY R GURNEY,,73,1,1,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lehi City Council,lehi,Council,,3,PAIGE ALBRECHT,,5250,1,28,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lehi City Council,lehi,Council,,3,MIKE V SOUTHWICK,,4135,2,28,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lehi City Council,lehi,Council,,3,KATIE KOIVISTO,,3969,3,28,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lehi City Council,lehi,Council,,3,MATTHEW WYNN HEMMERT,,3763,4,28,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lehi City Council,lehi,Council,,3,CODY BLACK,,3711,5,28,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Lehi City Council,lehi,Council,,3,JOHNNY REVILL,,3602,6,28,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Orem City Council,orem,Council,,3,TERRY D PETERSON,,9858,1,51,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Orem City Council,orem,Council,,3,JEFFREY K LAMBSON,,7995,2,51,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Orem City Council,orem,Council,,3,DEBBY LAURET,,6740,3,51,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Orem City Council,orem,Council,,3,SAM LENTZ,,6728,4,51,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Orem City Council,orem,Council,,3,SPENCER RANDS,,5547,5,51,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Orem City Council,orem,Council,,3,NICHELLE JENSEN,,3644,6,51,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Provo City Council - District 1,provo,Council,1,1,BILL FILLMORE,,3890,1,13,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Provo City Council - District 3,provo,Council,3,1,SHANNON ELLSWORTH,,1697,1,8,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Provo City Council - District 3,provo,Council,3,1,ROBIN ROBERTS,,923,2,8,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Provo City Council - District 4,provo,Council,4,1,TRAVIS HOBAN,,2625,1,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Provo City Council - District 4,provo,Council,4,1,VALERIE PAXMAN,,2053,2,10,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Provo City Council - City Wide II,provo,Council,City Wide 2,1,DAVID SHIPLEY,,8235,1,45,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal general,Provo City Council - City Wide II,provo,Council,City Wide 2,1,JANAE MOSS,,6586,2,45,false,19_G_Countywide_Precinct_Official_Suppressed_c07b072cdf.pdf,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,COLBY CURTIS,,1240,1,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,BRITTNEY P BILLS,,1739,1,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,THERIN GARRETT,,1133,1,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,PLEASANT GROVE CITY COUNCIL,,Council,,,CYD LEMONE,,2863,1,17,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,JESSICA TOLMAN,,529,1,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,MATT PACKARD,,2030,1,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,CAROLYN LOVE,,812,2,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,KIM RODELA,,1705,2,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,LESLIE JONES,,1029,2,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,PLEASANT GROVE CITY COUNCIL,,Council,,,ERIC JENSEN,,2538,2,17,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,LYNN MECHAM,,528,2,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,PATRICK MONNEY,,1913,2,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,JARED GRAY,,737,3,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,TIMOTHY A BALL,,1019,3,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,JESSICA EGBERT,,858,3,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,PLEASANT GROVE CITY COUNCIL,,Council,,,BRENT BULLOCK,,2008,3,17,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,JENNIFER S BOWMAN,,395,3,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,LIZ CRANDALL,,1501,3,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,RICH WOOD,,574,4,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,DOUG CORTNEY,,468,4,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,SCOTT HANSEN,,606,4,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,PLEASANT GROVE CITY COUNCIL,,Council,,,DUSTIN J PHILLIPS,,1833,4,17,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,MIKE WEIGHT,,341,4,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,CRAIG CONOVER,,1308,4,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,BEN PORTER,,561,5,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,KENNETH S KNAPTON III,,439,5,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,ADAM FIFE,,505,5,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,PLEASANT GROVE CITY COUNCIL,,Council,,,ALEXANDER CARTER,,1608,5,17,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,DAVID HATHAWAY,,328,5,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,JASON MILLER,,1113,5,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,DEVYN SMITH,,366,6,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,WAYNE KNOLL TANAKA,,422,6,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,NANNETTE JACKSON,,496,6,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,PLEASANT GROVE CITY COUNCIL,,Council,,,CARRIE HAMMOND,,622,6,17,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,KODY CURTIS,,325,6,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,DEBORAH HALL,,1025,6,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,JEREMY BERGENER,,320,7,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,TROY A DYCHES,,383,7,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,PATRICK BENNETT HAGEN,,427,7,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,PLEASANT GROVE CITY COUNCIL,,Council,,,AARON SPINHIRNE,,605,7,17,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,DOUGLAS J ROHBOCK,,308,7,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,HAROLD D MITCHELL,,962,7,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,JONATHAN VAIL (WITHDREW),,0,8,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,CHRISTOPHER THAYNE,,129,8,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,MIKE NELSON,,390,8,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,PLEASANT GROVE CITY COUNCIL,,Council,,,ROY F SPINDLER (WITHDREW),,0,8,17,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,WILLIAM MORGAN,,267,8,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,KATIE S JONES,,519,8,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,KADEN SHUMWAY (DISQUALIFIED),,0,9,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,ANTHONY S EARDLEY (WITHDREW),,0,9,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,SAM BERNARD,,216,9,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,DENISE PRUE ROHBOCK,,206,9,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SPRINGVILLE CITY COUNCIL,,Council,,,TIFFANY STUBBS (WITHDREW),,0,9,19,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,EAGLE MOUNTAIN CITY COUNCIL,,Council,,,MATT DOWNING (WITHDREW),,0,10,10,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,KELLY BRANAN (WITHDREW),,0,10,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,MAPLETON CITY COUNCIL,,Council,,,DAVID FLOYD STEWART,,163,10,7,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,SANTAQUIN CITY COUNCIL,,Council,,,JORDAN G WOOD (WITHDREW),,0,10,5,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,HIGHLAND CITY COUNCIL,,Council,,,TINA GRUNDMANN (WITHDREW),,0,11,11,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,LEHI CITY COUNCIL,lehi,Council,,,PAIGE ALBRECHT,,3097,1,26,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,LEHI CITY COUNCIL,lehi,Council,,,MIKE V. SOUTHWICK,,2448,2,26,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,LEHI CITY COUNCIL,lehi,Council,,,JOHNNY REVILL,,2123,3,26,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,LEHI CITY COUNCIL,lehi,Council,,,CODY BLACK,,1499,4,26,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,LEHI CITY COUNCIL,lehi,Council,,,KATIE KOIVISTO,,1429,5,26,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,LEHI CITY COUNCIL,lehi,Council,,,MATTHEW WYNN HEMMERT,,1281,6,26,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,LEHI CITY COUNCIL,lehi,Council,,,TAHNEE HAMILTON,,1263,7,26,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
2019,municipal primary,LEHI CITY COUNCIL,lehi,Council,,,MICHELLE MILES,,941,8,26,false,19_P_19_Primary_SOVC_suppressed_93de48c7ac.CSV,false,,true
