ordinance_no,title,adoption_date,land_use_type,matter_id,motion_id,match_confidence,path,text_path,format,source_url,notes
,"Formal Adoption of An Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County Code of Ordinances, 2001, to Reclassify Certain Property Located in Salt Lake County from the A-2 Zone (Agriculture) to the A-1 Zone (Agriculture)",2023-12-12,land_use,9745,2143,high,raw/9745_ordinance_rezone_3198_n_2200_w.pdf,text/9745_ordinance_rezone_3198_n_2200_w.txt,pdf,https://slco.legistar1.com/slco/attachments/319e23d9-d374-42c7-8550-bcef33e7cc70.pdf,
,"Consideration and Final Approval of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.07.201 of the Salt Lake County Code of Ordinances, 2001, Entitled “Conflict of Interest,” and Enacting Section 2.07.210 of the Salt Lake County Code of Ordinances, 2001, Entitled “Representation of Salt Lake County’s Interests Before Non-County Entities.”",2024-01-09,non_land_use,9777,2152,high,raw/9777_240103_ethics_ordinance_amendments_final_vers.pdf,text/9777_240103_ethics_ordinance_amendments_final_vers.txt,pdf,https://slco.legistar1.com/slco/attachments/d6023470-7f30-4b95-9585-1f9015154210.pdf,
,"Final Approval of An Ordinance of The Legislative Body of Salt Lake County, Utah, Amending Chapter 2.36 Of the Salt Lake County Code of Ordinances, 2001, Entitled “Steering Committee,” To Rename the County’s Steering Committee as The Executive Coordinating Committee, To Clarify the Purpose and Functions of The Executive Coordinating Committee, And to Make Related Changes",2024-02-06,non_land_use,9882,2219,high,raw/9882_steering_committee_amendments_ordinance_rafl.pdf,text/9882_steering_committee_amendments_ordinance_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/a42ede21-ecf0-4ad6-93d2-d3762cb66cb8.pdf,
,"Consideration of Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah Repealing and Replacing Title 18 of the Salt Lake County Code of Ordinances, 2001, Entitled “Subdivisions,” in Order to Comprehensively Update the Title to Reflect State Legislative Change, Changes to the Planning and Development Service Provider for Salt Lake County, and to Otherwise Update Salt Lake County Policy on Subdivisions to Reflect Better Principles of Planning, Efficiency, and Affordability, and Making Other Related Changes",2024-02-20,land_use,9914,2254,high,raw/9914_title_18_final_rafl.pdf,text/9914_title_18_final_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/447c6405-c132-465d-8a40-4185f0a01c23.pdf,
,Consideration of Final Adoption of an Ordinance of the Salt Lake County Council Dissolving the Magna West Main Street Neighborhood Development Project Area,2024-03-05,land_use,10023,2238,high,raw/10023_240122_slco_dissolution_ordinance_ratf.pdf,text/10023_240122_slco_dissolution_ordinance_ratf.txt,pdf,https://slco.legistar1.com/slco/attachments/95551dd1-de10-4c6d-9428-a2c1f193a2c0.pdf,
,"Final Approval of an Ordinance Amending Title 3 Chapter 28 Section 045 Entitled “AMENDED CONTRACTS” To Remove The Legal Requirement That All County Contracts, If Amended, Must Be Amended In Writing Signed By The Parties",2024-06-11,non_land_use,10355,2361,high,raw/10355_ordinance_3_28_045_update_draft_1_1.pdf,text/10355_ordinance_3_28_045_update_draft_1_1.txt,pdf,https://slco.legistar1.com/slco/attachments/c947b0d2-1f16-49c3-832e-83638bd37c91.pdf,
,"Final Approval an Ordinance Amending Section 19.15.110 Of the Salt Lake County Code Of Ordinances, 2001, Entitled “ADU Design Standards,” to Allow Accessory Dwelling Units In Front Yards Under Certain Limited Circumstances; And Making Other Related Changes.",2024-06-25,land_use,10418,2380,high,raw/10418_adu_front_yard_amendment_final.pdf,text/10418_adu_front_yard_amendment_final.txt,pdf,https://slco.legistar1.com/slco/attachments/d4b7d1c7-dc35-4d76-951d-71f7638f8673.pdf,
,Final Adoption of an Ordinance of the Legislative Body of Salt Lake County Amending Section 2.80.150 of the Salt Lake County Code of Ordinances Concerning Criminal Background Checks,2024-08-06,non_land_use,10493,2408,high,raw/10493_2_80_150_criminal_background_checks_zll_2july.pdf,text/10493_2_80_150_criminal_background_checks_zll_2july.txt,pdf,https://slco.legistar1.com/slco/attachments/67f49b22-359a-494b-9327-43c625077522.pdf,
,Final Adoption of an Ordinance of the Legislative Body of Salt Lake County Amending Section 2.40.020 of the Salt Lake County Code of Ordinances Concerning the Fleet Board,2024-08-13,non_land_use,10483,2425,high,raw/10483_ordinance_2_40_revised_for_council_approval_f.pdf,text/10483_ordinance_2_40_revised_for_council_approval_f.txt,pdf,https://slco.legistar1.com/slco/attachments/494e76dd-a782-43be-a811-56b2eb464190.pdf,
,"Final Adoption of an Ordinance of General Revision, Amending Title 9, Entitled “Health and Safety” and Title 19, Entitled “Zoning” of the Salt Lake Code of Ordinances, 2001, to Provide Greater Consistency with the Wildland Urban Interface Code",2024-09-17,land_use,10662,2453,high,raw/10662_fcoz_ordinance_update_draft_rafl.pdf,text/10662_fcoz_ordinance_update_draft_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/c7306670-6be7-4182-8fdb-58c0270eb726.pdf,
,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.07.401 of the Salt Lake County Code of Ordinances, 2001, Entitled “Political Activities of Employees,” And Section 2.07.402 of the Salt Lake County Code Of Ordinances, 2001, Entitled “Prohibitions on Political Use of County Resources” In Order to Clarify Certain Ethics Requirements for Salt Lake Elected Officers and Employees",2024-11-05,non_land_use,10857,2509,high,raw/10857_ethics_ordinance_rafl_1.pdf,text/10857_ethics_ordinance_rafl_1.txt,pdf,https://slco.legistar1.com/slco/attachments/9d1a347e-4024-44c0-a1b9-955891ce87ec.pdf,
,Formal Adoption of an Ordinance of the Salt Lake County Council Dissolving the Arbor Park Neighborhood Development Project Area,2025-02-04,non_land_use,11076,2620,high,raw/11076_250114_slco_dissolution_ordinance_ratf.pdf,text/11076_250114_slco_dissolution_ordinance_ratf.txt,pdf,https://slco.legistar1.com/slco/attachments/6d4158f9-973c-417d-bc9f-8adb70366031.pdf,
,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Enacting Chapter 3.13 of the Salt Lake County Code Of Ordinances, 2001, Entitled “Optional Sales And Use Tax to Fund Highways, a System for Public Transit, and Public Safety Purposes,” for the Purpose of Imposing A County Option Sales and Use Tax Of 0.2% on the Retail Sales and Uses in the County and Authorizing a Distribution of Revenue for Specific Purposes Authorized By Utah Code, Including Funding for Transportation and Public Safety",2025-02-18,non_land_use,11161,2665,high,raw/11161_ordinance_for_sales_tax.pdf,text/11161_ordinance_for_sales_tax.txt,pdf,https://slco.legistar1.com/slco/attachments/7a77fcbb-9c90-4b22-a477-a531ee797e69.pdf,
,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah Amending Chapter 2.98 of the Salt Lake County Code of Ordinances, 2001, Entitled “Information Technology Advisory Board”",2025-02-18,non_land_use,11172,2667,high,raw/11172_chapter_2_98_information_technology_advisory_.pdf,text/11172_chapter_2_98_information_technology_advisory_.txt,pdf,https://slco.legistar1.com/slco/attachments/59e318c5-ccf7-4d20-9a9f-4df222770c52.pdf,
,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 1.06.020 of the Salt Lake County Code of Ordinances, 2001, Entitled ""Holidays"" Establishing the Date on Which the Juneteenth Independence Day is Observed",2025-04-01,non_land_use,11319,2702,high,raw/11319_juneteenth_holiday_amended_ordinance_2025_raf.pdf,text/11319_juneteenth_holiday_amended_ordinance_2025_raf.txt,pdf,https://slco.legistar1.com/slco/attachments/0b40f0f2-8878-4724-916a-d04684e34d36.pdf,
,"Final Adoption of an Ordinance of General Revision, Amending Section 19.15.140, Entitled “Retention of Single-Family Residence Status and Verification of Water and Sewer” of the Salt Lake Code Of Ordinances, 2001, to Allow Separate Metering for Detached Accessory Dwelling Units; and Making Other Related Changes",2025-04-08,land_use,11348,2688,high,raw/11348_adu_ordinance_12feb25_1_1_002_rafl_rev_2_04_0.pdf,text/11348_adu_ordinance_12feb25_1_1_002_rafl_rev_2_04_0.txt,pdf,https://slco.legistar1.com/slco/attachments/2d6ce081-93f6-42aa-a257-7155dde6e061.pdf,
,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Repealing Chapter 9.26 of the Salt Lake County Code of Ordinances, 2001, Entitled “Fluoridation of Public Water Supplies in Salt Lake County”",2025-04-29,non_land_use,11394,2713,high,raw/11394_water_fluoridation_repeal_ordinance_rafl.pdf,text/11394_water_fluoridation_repeal_ordinance_rafl.txt,pdf,https://slco.legistar1.com/slco/attachments/6f6e322b-078c-4e44-bcf3-83a2aebcb847.pdf,
,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah Amending Chapter 2.50 of the Salt Lake County Code of Ordinances, 2001, Entitled “County Constables” in Order to Update Provisions Related to the Appointment of Constables by Salt Lake County",2025-05-06,non_land_use,11440,2740,high,raw/11440_county_constable_ordinance_05_01_25_revisions.pdf,text/11440_county_constable_ordinance_05_01_25_revisions.txt,pdf,https://slco.legistar1.com/slco/attachments/2031bd9a-decd-47f4-a819-45d77e4bbe23.pdf,
