body,date,year,title,minutes_md,source_pdf,source_url,pages,provenance
MPO Board,2022-08-04,2022,"Location | Central Utah Water Conservancy District1426 East 750 North, Bldg. 2 Orem, UT YouTube | https://youtu.be/8sktL",legislative/minutes/2022/2022-08-04_mpo_board.md,legislative/raw_pdf/MPO Board/2022/Minutes 8.4.22 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2022/2022_08_04/Minutes%208.4.22%20APPROVED.pdf,6,magutah_site
MPO Board,2022-09-01,2022,"Location | Central Utah Water Conservancy District1426 East 750 North, Bldg. 2 Orem, UT YouTube | https://youtu.be/DFOIx",legislative/minutes/2022/2022-09-01_mpo_board.md,legislative/raw_pdf/MPO Board/2022/Minutes 9.1.22 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2022/2022_09_01/Minutes%209.1.22%20APPROVED.pdf,5,magutah_site
MPO Board,2022-11-03,2022,"Location | Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem, UT YouTube | https://youtu.be/iY8s",legislative/minutes/2022/2022-11-03_mpo_board.md,legislative/raw_pdf/MPO Board/2022/MPO Board Minutes 11.3.22 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2022/2022_11_03/MPO%20Board%20Minutes%2011.3.22%20APPROVED.pdf,6,magutah_site
MPO Board,2023-02-02,2023,"Location: Utah County Health and Justice Building 151 South University Ave., Provo UT YouTube: https://www.youtube.com/l",legislative/minutes/2023/2023-02-02_mpo_board.md,legislative/raw_pdf/MPO Board/2023/MPO Board Minutes 2.2.23 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2023/2023_02_02/MPO%20Board%20Minutes%202.2.23%20APPROVED.pdf,5,magutah_site
MPO Board,2023-04-06,2023,"Location: Central Utah Water Conservancy District 1426 E 750 N Bldg. 2, Orem, UT YouTube: https://www.youtube.com/live/a",legislative/minutes/2023/2023-04-06_mpo_board.md,legislative/raw_pdf/MPO Board/2023/MPO Board Minutes 4.6.23 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2023/2023_04_06/MPO%20Board%20Minutes%204.6.23%20APPROVED.pdf,5,magutah_site
MPO Board,2023-06-01,2023,"Location: Central Utah Water Conservancy District 1426 E 750 N Bldg. 2, Orem, UT YouTube: https://www.youtube.com/live/z",legislative/minutes/2023/2023-06-01_mpo_board.md,legislative/raw_pdf/MPO Board/2023/MPO Board Minutes 6.1.23 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2023/2023_06_01/MPO%20Board%20Minutes%206.1.23%20APPROVED.pdf,5,magutah_site
MPO Board,2023-08-03,2023,"Location: Central Utah Water Conservancy District 1426 E 750 N Bldg. 2, Orem, UT Recording:https://mountainland.org/stat",legislative/minutes/2023/2023-08-03_mpo_board.md,legislative/raw_pdf/MPO Board/2023/MPO Board Minutes 8.3.23 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2023/2023_08_03/MPO%20Board%20Minutes%208.3.23%20APPROVED.pdf,7,magutah_site
MPO Board,2023-10-05,2023,"Location: Central Utah Water Conservancy District 1426 E 750 N Bldg. 2, Orem, UT Recording Attending: Representing: Mayo",legislative/minutes/2023/2023-10-05_mpo_board.md,legislative/raw_pdf/MPO Board/2023/MPO Board Minutes 10.5.23 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2023/2023_10_05/MPO%20Board%20Minutes%2010.5.23%20APPROVED.pdf,8,magutah_site
MPO Board,2023-11-02,2023,"Location: Central Utah Water Conservancy District 1426 E 750 N Bldg. 2, Orem, UT Recording Attending: Representing: Mayo",legislative/minutes/2023/2023-11-02_mpo_board.md,legislative/raw_pdf/MPO Board/2023/MPO Board Minutes 11.2.23 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2023/2023_11_02/MPO%20Board%20Minutes%2011.2.23%20APPROVED.pdf,4,magutah_site
MPO Board,2023-12-07,2023,"Location: Central Utah Water Conservancy District 1426 E 750 N Bldg. 2, Orem, UT Recording Attending: Representing: Mayo",legislative/minutes/2023/2023-12-07_mpo_board.md,legislative/raw_pdf/MPO Board/2023/MPO Board Minutes 12.7.23 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2023/2023_12_07/MPO%20Board%20Minutes%2012.7.23%20APPROVED.pdf,4,magutah_site
MPO Board,2024-01-11,2024,"Location: Utah County Health Department 151 S University Ave., Room 1600, Provo, UT Recording Attending: Representing: M",legislative/minutes/2024/2024-01-11_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 1.11.24 APPROVED.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_01_11/MPO%20Board%20Minutes%201.11.24%20APPROVED.pdf,6,magutah_site
MPO Board,2024-02-01,2024,"DRAFT Location: Central Utah Water Conservancy District 1426 E 750 N, Orem UT Recording Attending: Representing: Mayor B",legislative/minutes/2024/2024-02-01_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 2.1.24.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_02_01/MPO%20Board%20Minutes%202.1.24.pdf,7,magutah_site
MPO Board,2024-03-07,2024,"DRAFT MPO Board March 7, 2024 | 5:30 - 7:00 pm MINUTES Location: Central Utah Water Conservancy District 1426 E 750 N, O",legislative/minutes/2024/2024-03-07_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 3.7.24.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_03_07/MPO%20Board%20Minutes%203.7.24.pdf,8,magutah_site
MPO Board,2024-05-02,2024,"MPO Board MEETING MINUTES May 2, 2024 | 5:30 pm BOARD MEMBER ATTENDEES BOARD MEMBER ABSENCES Mayor Bill Wright, Payson -",legislative/minutes/2024/2024-05-02_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 5.2.2024.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_05_02/MPO%20Board%20Minutes%205.2.2024.pdf,6,magutah_site
MPO Board,2024-06-06,2024,"MPO Board MEETING MINUTES June 6, 2024 | 5:30 pm BOARD MEMBER ATTENDEES BOARD MEMBER ABSENCES Mayor Bill Wright, Payson",legislative/minutes/2024/2024-06-06_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 6.6.2024.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_06_06/MPO%20Board%20Minutes%206.6.2024.pdf,11,magutah_site
MPO Board,2024-08-01,2024,"MPO Board Meeting August 1, 2024 | 5:30 pm - 7:00 pm BOARD MEMBER ATTENDEES BOARD MEMBER ABSENCES Mayor Bill Wright, Pay",legislative/minutes/2024/2024-08-01_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 8.1.2024.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_08_01/MPO%20Board%20Minutes%208.1.2024.pdf,4,magutah_site
MPO Board,2024-08-29,2024,"MPO Board Meeting August 29, 2024 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Ma",legislative/minutes/2024/2024-08-29_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 8.29.2024.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_08_29/MPO%20Board%20Minutes%208.29.2024.pdf,5,magutah_site
MPO Board,2024-10-03,2024,"MPO Board Meeting October 3, 2024 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Ma",legislative/minutes/2024/2024-10-03_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 10.3.2024.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_10_03/MPO%20Board%20Minutes%2010.3.2024.pdf,4,magutah_site
MPO Board,2024-11-07,2024,"MPO Board Meeting November 7, 2024| 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Ma",legislative/minutes/2024/2024-11-07_mpo_board.md,legislative/raw_pdf/MPO Board/2024/MPO Board Minutes 11.7.2024.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2024/2024_11_07/MPO%20Board%20Minutes%2011.7.2024.pdf,5,magutah_site
MPO Board,2025-01-09,2025,"DRAFT MPO Board 101 January 9, 2025 | 4:00 pm - 5:30 pm Board Member Attendees Present Alternates/ Others in Attendance [Orientation 101]",legislative/minutes/2025/2025-01-09_mpo_board_orientation_101.md,legislative/raw_pdf/MPO Board/2025/MPO Board 101 Minutes 1.9.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_01_09/MPO%20Board%20101%20Minutes%201.9.2025.pdf,3,magutah_site
MPO Board,2025-01-09,2025,"MPO Board Meeting January 9, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Ma",legislative/minutes/2025/2025-01-09_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 1.9.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_01_09/MPO%20Board%20Minutes%201.9.2025.pdf,4,magutah_site
MPO Board,2025-02-13,2025,"MPO Board Meeting February 13, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance",legislative/minutes/2025/2025-02-13_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 2.13.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_02_13/MPO%20Board%20Minutes%202.13.2025.pdf,5,magutah_site
MPO Board,2025-03-13,2025,"MPO Board Meeting March 13, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance May",legislative/minutes/2025/2025-03-13_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 3.13.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_03_13/MPO%20Board%20Minutes%203.13.2025.pdf,3,magutah_site
MPO Board,2025-04-10,2025,"MPO Board Meeting April 10, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance May",legislative/minutes/2025/2025-04-10_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 4.10.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_04_10/MPO%20Board%20Minutes%204.10.2025.pdf,5,magutah_site
MPO Board,2025-05-08,2025,"MPO Board Meeting May 8, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Mayor",legislative/minutes/2025/2025-05-08_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 5.8.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_05_08/MPO%20Board%20Minutes%205.8.2025.pdf,3,magutah_site
MPO Board,2025-06-26,2025,"MPO Board Meeting June 26, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Mayo",legislative/minutes/2025/2025-06-26_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 6.26.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_06_26/MPO%20Board%20Minutes%206.26.2025.pdf,2,magutah_site
MPO Board,2025-07-10,2025,"MPO Board Meeting July 10, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Mayo",legislative/minutes/2025/2025-07-10_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 7.10.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_07_10/MPO%20Board%20Minutes%207.10.2025.pdf,5,magutah_site
MPO Board,2025-08-14,2025,"MPO Board Meeting August 14, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Ma",legislative/minutes/2025/2025-08-14_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 8.14.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_08_14/MPO%20Board%20Minutes%208.14.2025.pdf,4,magutah_site
MPO Board,2025-10-09,2025,"MPO Board Meeting October 9, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Ma",legislative/minutes/2025/2025-10-09_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 10.9.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_10_09/MPO%20Board%20Minutes%2010.9.2025.pdf,6,magutah_site
MPO Board,2025-10-09,2025,"MPO Board Work Session October 9, 2025 | 5:00 pm - 5:30 pm Board Member Attendees Present Alternates/ Others in Attendan [Work Session]",legislative/minutes/2025/2025-10-09_mpo_board_work_session.md,legislative/raw_pdf/MPO Board/2025/MPO Board Work Session Minutes 10.9.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_10_09/MPO%20Board%20Work%20Session%20Minutes%2010.9.2025.pdf,2,magutah_site
MPO Board,2025-11-13,2025,"MPO Board Meeting November 13, 2025 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance",legislative/minutes/2025/2025-11-13_mpo_board.md,legislative/raw_pdf/MPO Board/2025/MPO Board Minutes 11.13.2025.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2025/2025_11_13/MPO%20Board%20Minutes%2011.13.2025.pdf,7,magutah_site
MPO Board,2026-01-08,2026,"MPO Board Meeting January 8, 2026 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Ma",legislative/minutes/2026/2026-01-08_mpo_board.md,legislative/raw_pdf/MPO Board/2026/MPO Board Minutes 1.8.2026.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2026/2026_01_08/MPO%20Board%20Minutes%201.8.2026.pdf,5,magutah_site
MPO Board,2026-01-08,2026,"MPO Board Meeting January 8, 2026 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance Ma [Orientation]",legislative/minutes/2026/2026-01-08_mpo_board_orientation.md,legislative/raw_pdf/MPO Board/2026/MPO Board Orientation Minutes 1.8.2026.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2026/2026_01_08/MPO%20Board%20Orientation%20Minutes%201.8.2026.pdf,3,magutah_site
MPO Board,2026-02-12,2026,"MPO B OARD M EETING February 12, 2026 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendanc",legislative/minutes/2026/2026-02-12_mpo_board.md,legislative/raw_pdf/MPO Board/2026/MPO Board Minutes 2.12.2026.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2026/2026_02_12/MPO%20Board%20Minutes%202.12.2026.pdf,6,magutah_site
MPO Board,2026-03-12,2026,"MPO B OARD M EETING March 12, 2026 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance M",legislative/minutes/2026/2026-03-12_mpo_board.md,legislative/raw_pdf/MPO Board/2026/MPO Board Minutes 3.12.2026.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2026/2026_03_12/MPO%20Board%20Minutes%203.12.2026.pdf,5,magutah_site
MPO Board,2026-04-16,2026,"MPO B OARD M EETING April 16, 2026 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance M",legislative/minutes/2026/2026-04-16_mpo_board.md,legislative/raw_pdf/MPO Board/2026/MPO Board Minutes 4.16.2026.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2026/2026_04_16/MPO%20Board%20Minutes%204.16.2026.pdf,4,magutah_site
MPO Board,2026-05-14,2026,"MPO B OARD M EETING May 14, 2026 | 5:30 pm - 7:00 pm Board Member Attendees Present Alternates/ Others in Attendance May",legislative/minutes/2026/2026-05-14_mpo_board.md,legislative/raw_pdf/MPO Board/2026/MPO Board Minutes 5.14.2026.pdf,https://magutah.gov/static/files/committees/mpo_board/meetings/2026/2026_05_14/MPO%20Board%20Minutes%205.14.2026.pdf,6,magutah_site
MPO TAC,2020-01-27,2020,"Mountainland MPO Technical Advisory Committee MAG 586 East 800 North, Orem, UT January 27, 2020 1:30 p.m. Minutes Attend",legislative/minutes/2020/2020-01-27_mpo_tac.md,legislative/raw_pdf/MPO TAC/2020/1.27.20 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2020/2020_01_27/1.27.20%20Minutes%20APPROVED.pdf,4,magutah_site
MPO TAC,2020-02-24,2020,"Mountainland MPO Technical Advisory Committee UCHJB: 151 South University Ave., Room 1600, Provo UT February 24, 2020 1:",legislative/minutes/2020/2020-02-24_mpo_tac.md,legislative/raw_pdf/MPO TAC/2020/2.24.20 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2020/2020_02_24/2.24.20%20Minutes%20APPROVED.pdf,3,magutah_site
MPO TAC,2020-09-28,2020,"Mountainland MPO Technical Advisory Committee Electronic via Zoom Live Stream: mountainland.org/live September 28, 2020",legislative/minutes/2020/2020-09-28_mpo_tac.md,legislative/raw_pdf/MPO TAC/2020/9.28.20 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2020/2020_09_28/9.28.20%20Minutes%20APPROVED.pdf,3,magutah_site
MPO TAC,2020-10-26,2020,"Mountainland MPO Technical Advisory Committee Electronic via Zoom Live Stream: mountainland.org/live October 26, 2020 1:",legislative/minutes/2020/2020-10-26_mpo_tac.md,legislative/raw_pdf/MPO TAC/2020/10.26.20 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2020/2020_10_26/10.26.20%20Minutes%20APPROVED.pdf,4,magutah_site
MPO TAC,2021-01-25,2021,"Mountainland MPO Technical Advisory Committee Electronic via Zoom Live Stream: mountainland.org/live January 25, 2021 1:",legislative/minutes/2021/2021-01-25_mpo_tac.md,legislative/raw_pdf/MPO TAC/2021/Minutes 1.25.21 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2021/2021_01_25/Minutes%201.25.21%20APPROVED.pdf,4,magutah_site
MPO TAC,2021-03-22,2021,"Mountainland MPO Technical Advisory Committee Electronic via Zoom Live Stream: mountainland.org/live March 22, 2021 1:30",legislative/minutes/2021/2021-03-22_mpo_tac.md,legislative/raw_pdf/MPO TAC/2021/3.22.21 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2021/2021_03_22/3.22.21%20Minutes%20APPROVED.pdf,5,magutah_site
MPO TAC,2021-04-26,2021,"Mountainland MPO Technical Advisory Committee Electronic via Zoom Live Stream: mountainland.org/live April 26, 2021 1:30",legislative/minutes/2021/2021-04-26_mpo_tac.md,legislative/raw_pdf/MPO TAC/2021/Minutes 4.26.21 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2021/2021_04_26/Minutes%204.26.21%20APPROVED.pdf,5,magutah_site
MPO TAC,2021-06-30,2021,"Mountainland MPO Technical Advisory Committee Electronic via Zoom Live Stream: mountainland.org/live June 30, 2021 10:00",legislative/minutes/2021/2021-06-30_mpo_tac.md,legislative/raw_pdf/MPO TAC/2021/Minutes 6.30.21 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2021/2021_06_30/Minutes%206.30.21%20APPROVED.pdf,2,magutah_site
MPO TAC,2021-07-26,2021,"Mountainland MPO Technical Advisory Committee Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem,",legislative/minutes/2021/2021-07-26_mpo_tac.md,legislative/raw_pdf/MPO TAC/2021/Minutes 7.26.21 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2021/2021_07_26/Minutes%207.26.21%20APPROVED.pdf,5,magutah_site
MPO TAC,2021-09-27,2021,"Mountainland MPO Technical Advisory Committee Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem,",legislative/minutes/2021/2021-09-27_mpo_tac.md,legislative/raw_pdf/MPO TAC/2021/9.27.21 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2021/2021_09_27/9.27.21%20Minutes%20APPROVED.pdf,4,magutah_site
MPO TAC,2021-10-25,2021,"Mountainland MPO Technical Advisory Committee Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem,",legislative/minutes/2021/2021-10-25_mpo_tac.md,legislative/raw_pdf/MPO TAC/2021/10.25.21 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2021/2021_10_25/10.25.21%20Minutes%20APPROVED.pdf,3,magutah_site
MPO TAC,2022-01-24,2022,"Mountainland MPO Technical Advisory Committee Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem,",legislative/minutes/2022/2022-01-24_mpo_tac.md,legislative/raw_pdf/MPO TAC/2022/1.24.22 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2022/2022_01_24/1.24.22%20Minutes%20APPROVED.pdf,6,magutah_site
MPO TAC,2022-02-28,2022,"Mountainland MPO Technical Advisory Committee Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem,",legislative/minutes/2022/2022-02-28_mpo_tac.md,legislative/raw_pdf/MPO TAC/2022/2.28.22 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2022/2022_02_28/2.28.22%20Minutes%20APPROVED.pdf,4,magutah_site
MPO TAC,2022-04-25,2022,"Mountainland MPO Technical Advisory Committee Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem,",legislative/minutes/2022/2022-04-25_mpo_tac.md,legislative/raw_pdf/MPO TAC/2022/4.25.22 Minutes APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2022/2022_04_25/4.25.22%20Minutes%20APPROVED.pdf,3,magutah_site
MPO TAC,2022-05-23,2022,"Mountainland MPO Technical Advisory Committee Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem,",legislative/minutes/2022/2022-05-23_mpo_tac.md,legislative/raw_pdf/MPO TAC/2022/Minutes 5.23.22 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2022/2022_05_23/Minutes%205.23.22%20APPROVED.pdf,6,magutah_site
MPO TAC,2022-08-01,2022,"Location | Central Utah Water Conservancy District1426 East 750 North, Bldg. 2 Orem, UT YouTube | https://youtu.be/I-1mU",legislative/minutes/2022/2022-08-01_mpo_tac.md,legislative/raw_pdf/MPO TAC/2022/Minutes 8.1.22 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2022/2022_08_01/Minutes%208.1.22%20APPROVED.pdf,5,magutah_site
MPO TAC,2022-08-22,2022,"Location | Central Utah Water Conservancy District1426 East 750 North, Bldg. 2 Orem, UT YouTube | https://youtu.be/6eTve",legislative/minutes/2022/2022-08-22_mpo_tac.md,legislative/raw_pdf/MPO TAC/2022/Minutes 8.22.22 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2022/2022_08_22/Minutes%208.22.22%20APPROVED.pdf,4,magutah_site
MPO TAC,2022-10-24,2022,"Location | Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem, UT YouTube | https://www.youtube.c",legislative/minutes/2022/2022-10-24_mpo_tac.md,legislative/raw_pdf/MPO TAC/2022/Minutes 10.24.22 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2022/2022_10_24/Minutes%2010.24.22%20APPROVED.pdf,6,magutah_site
MPO TAC,2023-01-23,2023,"Location | Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem, UT YouTube | https://youtube.com/l",legislative/minutes/2023/2023-01-23_mpo_tac.md,legislative/raw_pdf/MPO TAC/2023/Minutes 1.23.23 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2023/2023_01_23/Minutes%201.23.23%20APPROVED.pdf,5,magutah_site
MPO TAC,2023-01-30,2023,Location | Virtual Meeting Only YouTube | https://youtube.com/live/P5TuJ5lrPoE?feature=shares Attending: Representing: A,legislative/minutes/2023/2023-01-30_mpo_tac.md,legislative/raw_pdf/MPO TAC/2023/Minutes 1.30.23 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2023/2023_01_30/Minutes%201.30.23%20APPROVED.pdf,2,magutah_site
MPO TAC,2023-03-27,2023,"Location: Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem, UT YouTube: https://www.youtube.com",legislative/minutes/2023/2023-03-27_mpo_tac.md,legislative/raw_pdf/MPO TAC/2023/Minutes 3.27.23 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2023/2023_03_27/Minutes%203.27.23%20APPROVED.pdf,5,magutah_site
MPO TAC,2023-05-22,2023,"Location: Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem, UT YouTube: https://www.youtube.com",legislative/minutes/2023/2023-05-22_mpo_tac.md,legislative/raw_pdf/MPO TAC/2023/Minutes 5.22.23 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2023/2023_05_22/Minutes%205.22.23%20APPROVED.pdf,4,magutah_site
MPO TAC,2023-07-31,2023,"Location: Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem, UT https://mountainland.org/static/",legislative/minutes/2023/2023-07-31_mpo_tac.md,legislative/raw_pdf/MPO TAC/2023/MPO TAC Minutes 7.31.23 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2023/2023_07_31/MPO%20TAC%20Minutes%207.31.23%20APPROVED.pdf,6,magutah_site
MPO TAC,2023-08-28,2023,"Location: Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem, UT https://mountainland.org/static/",legislative/minutes/2023/2023-08-28_mpo_tac.md,legislative/raw_pdf/MPO TAC/2023/MPO TAC Minutes 8.28.23 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2023/2023_08_28/MPO%20TAC%20Minutes%208.28.23%20APPROVED.pdf,3,magutah_site
MPO TAC,2023-09-25,2023,"Location: Central Utah Water Conservancy District 1426 East 750 North, Bldg. 2 Orem, UT YouTube: https://youtu.be/ehCSCv",legislative/minutes/2023/2023-09-25_mpo_tac.md,legislative/raw_pdf/MPO TAC/2023/MPO TAC Minutes 9.25.23 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2023/2023_09_25/MPO%20TAC%20Minutes%209.25.23%20APPROVED.pdf,5,magutah_site
MPO TAC,2023-11-27,2023,Electronic Meeting Recording Attending: Representing: Aaron Wilson Pleasant Grove Alma Haskell UTA Andy Spencer Highland,legislative/minutes/2023/2023-11-27_mpo_tac.md,legislative/raw_pdf/MPO TAC/2023/MPO TAC Minutes 11.27.23 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2023/2023_11_27/MPO%20TAC%20Minutes%2011.27.23%20APPROVED.pdf,3,magutah_site
MPO TAC,2024-01-08,2024,"UCHD: 151 S Univ. Ave., Room 1600, Provo, UT Recording Attending: Representing: Andy Spencer Highland Ben Hunter America",legislative/minutes/2024/2024-01-08_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 1.8.24 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_01_08/MPO%20TAC%20Minutes%201.8.24%20APPROVED.pdf,5,magutah_site
MPO TAC,2024-01-22,2024,"CUWCD: 1426 E 750 N, Orem UT Recording Attending: Representing: Austin Roy Alpine Ben Hunter American Fork Brandon Larse",legislative/minutes/2024/2024-01-22_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 1.22.24 APPROVED.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_01_22/MPO%20TAC%20Minutes%201.22.24%20APPROVED.pdf,5,magutah_site
