date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,pmn_notice_url,pmn_file_id,bytes,doc_class,fetch_status,sha256,text_path,text_chars
2021-04-14,Purchasing Policy JUNE 16 2011 Procurement contract,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/705969.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-14/705969_Purchasing_Policy_JUNE_16_2011_Procurement_contract.pdf,https://www.utah.gov/pmn/sitemap/notice/669255.html,705969,75581,,,,,
2021-04-14,2021-O-2 DRAFT peruvian estates STR busienss license equirements,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/705973.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-14/705973_2021-O-2_DRAFT_peruvian_estates_STR_busienss_license_equirements.pdf,https://www.utah.gov/pmn/sitemap/notice/669255.html,705973,41740,,,,,
2021-04-14,draft peruvian estates STR business license requirements,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/705975.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-14/705975_draft_peruvian_estates_STR_business_license_requirements.pdf,https://www.utah.gov/pmn/sitemap/notice/669255.html,705975,41740,,,,,
2021-04-14,1997-O-3 and O-4 re parking caretaker,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/705977.pdf,2026-07-13,scanned,none (image-only; vision/OCR required),raw/2021-04-14/705977_1997-O-3_and_O-4_re_parking_caretaker.pdf,https://www.utah.gov/pmn/sitemap/notice/669255.html,705977,231575,,,,,
2021-04-14,UABPOZ_8.20.2020,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/705983.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-14/705983_UABPOZ_8.20.2020.pdf,https://www.utah.gov/pmn/sitemap/notice/669255.html,705983,3676492,,,,,
2021-04-21,2021-5-21 Ennead Presentation Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/709403.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-21/709403_2021-5-21_Ennead_Presentation_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/671469.html,709403,267684,,,,,
2021-04-21,2021-4 Determination Letter Location,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/709405.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-21/709405_2021-4_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/671469.html,709405,158189,,,,,
2021-04-27,PC-Agenda-Tuesday-April-27-2021,PlanningCommission,regular,agenda_packet,https://www.utah.gov/pmn/files/709699.pdf,2026-07-13,text,pdftotext -layout,raw/2021-04-27/709699_PC-Agenda-Tuesday-April-27-2021.pdf,https://www.utah.gov/pmn/sitemap/notice/671581.html,709699,142818,,,,,
2021-05-12,2021-5-12 Town Council Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/715569.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/715569_2021-5-12_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,715569,274883,,,,,
2021-05-12,2021-5-12 Consent Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/715579.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/715579_2021-5-12_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,715579,1649512,,,,,
2021-05-12,2021-5-6 Determination Letter Location,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/715567.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/715567_2021-5-6_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,715567,158955,,,,,
2021-05-12,FY2021 Projected Budget June Amendment,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/715571.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/715571_FY2021_Projected_Budget_June_Amendment.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,715571,145710,,,,,
2021-05-12,2021-5-6 FY2021 Budget notes,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/715573.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/715573_2021-5-6_FY2021_Budget_notes.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,715573,84336,,,,,
2021-05-12,2021-5-6 FY2022 Budget notes,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/715577.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/715577_2021-5-6_FY2022_Budget_notes.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,715577,82717,,,,,
2021-05-12,PUBLIC NOTICE - Budget Hearings June 2021,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/715581.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/715581_PUBLIC_NOTICE_-_Budget_Hearings_June_2021.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,715581,66324,,,,,
2021-05-12,Briggs_Clarification of my remarks re Business License Parking requirement,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/715583.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/715583_Briggs_Clarification_of_my_remarks_re_Business_License_Parking_requirement.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,715583,98359,,,,,
2021-05-12,FY2022 Proposed Tentative Budget,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/717109.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-12/717109_FY2022_Proposed_Tentative_Budget.pdf,https://www.utah.gov/pmn/sitemap/notice/675243.html,717109,149458,,,,,
2021-05-14,2021-5-14 Town Council Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/718169.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-14/718169_2021-5-14_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/676873.html,718169,261165,,,,,
2021-05-14,2021-5-6 Determination Letter Location,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/718167.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-14/718167_2021-5-6_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/676873.html,718167,158955,,,,,
2021-05-14,FY21 Projected June Amendment w diff,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/718171.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-14/718171_FY21_Projected_June_Amendment_w_diff.pdf,https://www.utah.gov/pmn/sitemap/notice/676873.html,718171,150360,,,,,
2021-05-14,FY2022 Adopted 2021-5-12 Tentative Budget,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/718173.pdf,2026-07-13,text,pdftotext -layout,raw/2021-05-14/718173_FY2022_Adopted_2021-5-12_Tentative_Budget.pdf,https://www.utah.gov/pmn/sitemap/notice/676873.html,718173,149805,,,,,
2021-06-16,2021-6-16 Town Council Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/729314.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729314_2021-6-16_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729314,285374,,,,,
2021-06-16,2021-6-16 Consent Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/729316.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729316_2021-6-16_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729316,1690528,,,,,
2021-06-16,2021-6-10 Water Rates Report,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/729318.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729318_2021-6-10_Water_Rates_Report.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729318,126986,,,,,
2021-06-16,2021-6-7 Determination Letter Location,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/729312.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729312_2021-6-7_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729312,158571,,,,,
2021-06-16,2021-R-8 DRAFT Resolution amending 2020.2021 budgets w attachment,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/729320.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729320_2021-R-8_DRAFT_Resolution_amending_2020.2021_budgets_w_attachment.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729320,166029,,,,,
2021-06-16,2021-R-9 Resolution Amended water rates draft,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/729322.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729322_2021-R-9_Resolution_Amended_water_rates_draft.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729322,98823,,,,,
2021-06-16,2021-R-10 DRAFT budgets for 2021.2022 CTR .000785 w attach,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/729324.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729324_2021-R-10_DRAFT_budgets_for_2021.2022_CTR_.000785_w_attach.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729324,176169,,,,,
2021-06-16,2021-R-11 Resolution ASSD budget and CTR,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/729326.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729326_2021-R-11_Resolution_ASSD_budget_and_CTR.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729326,10031,,,,,
2021-06-16,2021-R-12 DRAFT 2021-2022 CTR only,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/729328.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-16/729328_2021-R-12_DRAFT_2021-2022_CTR_only.pdf,https://www.utah.gov/pmn/sitemap/notice/684026.html,729328,61673,,,,,
2021-06-30,2021-6-30 Town Council Agenda,TownCouncil,special,agenda_packet,https://www.utah.gov/pmn/files/734541.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-30/734541_2021-6-30_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/687081.html,734541,256505,,,,,
2021-06-30,Staff report fire restrictions,TownCouncil,special,staff_report,https://www.utah.gov/pmn/files/734543.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-30/734543_Staff_report_fire_restrictions.pdf,https://www.utah.gov/pmn/sitemap/notice/687081.html,734543,128938,,,,,
2021-06-30,2021-6-7 Determination Letter Location,TownCouncil,special,supporting_doc,https://www.utah.gov/pmn/files/734539.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-30/734539_2021-6-7_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/687081.html,734539,158571,,,,,
2021-06-30,2021-O-3 Alta Year Round Fire Restrictions,TownCouncil,special,supporting_doc,https://www.utah.gov/pmn/files/734545.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-30/734545_2021-O-3_Alta_Year_Round_Fire_Restrictions.pdf,https://www.utah.gov/pmn/sitemap/notice/687081.html,734545,89689,,,,,
2021-06-30,2021-O-4 Alta Fireworks Restrictions w exhibits,TownCouncil,special,supporting_doc,https://www.utah.gov/pmn/files/734547.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-30/734547_2021-O-4_Alta_Fireworks_Restrictions_w_exhibits.pdf,https://www.utah.gov/pmn/sitemap/notice/687081.html,734547,1102628,,,,,
2021-06-30,2021-6-30-C-REP-Board-Appointments,TownCouncil,special,supporting_doc,https://www.utah.gov/pmn/files/734549.pdf,2026-07-13,text,pdftotext -layout,raw/2021-06-30/734549_2021-6-30-C-REP-Board-Appointments.pdf,https://www.utah.gov/pmn/sitemap/notice/687081.html,734549,164386,,,,,
2021-07-14,2021-7-14 Town Council Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/738189.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-14/738189_2021-7-14_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/689387.html,738189,281897,,,,,
2021-07-14,2021-7-14 Consent Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/738191.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-14/738191_2021-7-14_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/689387.html,738191,1618416,,,,,
2021-07-14,2021-7-14 Determination Letter Location,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/738187.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-14/738187_2021-7-14_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/689387.html,738187,159010,,,,,
2021-07-14,Peruvian Estates parking history,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/738193.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-14/738193_Peruvian_Estates_parking_history.pdf,https://www.utah.gov/pmn/sitemap/notice/689387.html,738193,106383,,,,,
2021-07-14,2021-O-5 DRAFT peruvian estates STR business license requirements.1,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/738195.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-14/738195_2021-O-5_DRAFT_peruvian_estates_STR_business_license_requirements.1.pdf,https://www.utah.gov/pmn/sitemap/notice/689387.html,738195,42365,,,,,
2021-07-14,2021-O-5 DRAFT peruvian estates STR business license requirements.2,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/738197.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-14/738197_2021-O-5_DRAFT_peruvian_estates_STR_business_license_requirements.2.pdf,https://www.utah.gov/pmn/sitemap/notice/689387.html,738197,42436,,,,,
2021-07-28,2021-7-28 Community Listening Session Agenda,TownCouncil,regular,agenda_packet,https://www.utah.gov/pmn/files/742389.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-28/742389_2021-7-28_Community_Listening_Session_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/692081.html,742389,194582,,,,,
2021-07-28,2021-7-28 Community Listening Session_Guidelines,TownCouncil,regular,supporting_doc,https://www.utah.gov/pmn/files/742009.pdf,2026-07-13,text,pdftotext -layout,raw/2021-07-28/742009_2021-7-28_Community_Listening_Session_Guidelines.pdf,https://www.utah.gov/pmn/sitemap/notice/692081.html,742009,177226,,,,,
2021-08-11,2021-8-11 Town Council Agenda Amended v1,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/747697.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/747697_2021-8-11_Town_Council_Agenda_Amended_v1.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,747697,328362,,,,,
2021-08-11,2021-8-11 Consent Agenda.1,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/747699.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/747699_2021-8-11_Consent_Agenda.1.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,747699,1930825,,,,,
2021-08-11,2021-8 Determination Letter Location,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/746333.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/746333_2021-8_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,746333,158257,,,,,
2021-08-11,2021-R-13 Corrected and Replaced Resolution water rates redlined,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/746337.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/746337_2021-R-13_Corrected_and_Replaced_Resolution_water_rates_redlined.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,746337,98089,,,,,
2021-08-11,Alta Business License Fee Study DRAFT 071421,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/746469.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/746469_Alta_Business_License_Fee_Study_DRAFT_071421.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,746469,671880,,,,,
2021-08-11,Business License Ordinance 2021-O-6,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/747715.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/747715_Business_License_Ordinance_2021-O-6.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,747715,72909,,,,,
2021-08-11,2021-R-14 Town of Alta Fee Schedule updated_ (003),TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/747717.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/747717_2021-R-14_Town_of_Alta_Fee_Schedule_updated_003.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,747717,69172,,,,,
2021-08-11,license amendments_Exhibt B,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/747719.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/747719_license_amendments_Exhibt_B.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,747719,69353,,,,,
2021-08-11,toa-fee-sched-aug 2021 v.1 (003),TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/747721.pdf,2026-07-13,text,pdftotext -layout,raw/2021-08-11/747721_toa-fee-sched-aug_2021_v.1_003.pdf,https://www.utah.gov/pmn/sitemap/notice/694641.html,747721,366004,,,,,
2021-09-08,2021-9-8 Town Council Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/755901.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/755901_2021-9-8_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,755901,276699,,,,,
2021-09-08,Consent Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/755907.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/755907_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,755907,1825494,,,,,
2021-09-08,Staff Memo Business License Study,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/755903.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/755903_Staff_Memo_Business_License_Study.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,755903,331709,,,,,
2021-09-08,2022-Proposed-CapitalProjectsPlan-StaffReport,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/755905.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/755905_2022-Proposed-CapitalProjectsPlan-StaffReport.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,755905,283294,,,,,
2021-09-08,2021-R-14 No LCC Olympic Venues HS (002),TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/755909.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/755909_2021-R-14_No_LCC_Olympic_Venues_HS_002.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,755909,104691,,,,,
2021-09-08,2021-O-6 Business License Ordinance w attach,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/755911.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/755911_2021-O-6_Business_License_Ordinance_w_attach.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,755911,836205,,,,,
2021-09-08,2021-R-15 Repeal Replace Fee Schedule w attach,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/755913.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/755913_2021-R-15_Repeal_Replace_Fee_Schedule_w_attach.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,755913,362993,,,,,
2021-09-08,2021-9 Determination Letter Location,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/755915.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/755915_2021-9_Determination_Letter_Location.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,755915,158232,,,,,
2021-09-08,2021-O-7 Permit Parking Ordinance DRAFT,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/756265.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/756265_2021-O-7_Permit_Parking_Ordinance_DRAFT.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,756265,98157,,,,,
2021-09-08,Mayor&#039;s Comments for Sept 8,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/756801.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/756801_Mayor039s_Comments_for_Sept_8.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,756801,169617,,,,,
2021-09-08,2019-9-8-ParkingPresi,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/758161.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-08/758161_2019-9-8-ParkingPresi.pdf,https://www.utah.gov/pmn/sitemap/notice/700509.html,758161,857785,,,,,
2021-09-29,2021-9-29 Town Council Agenda,TownCouncil,special,agenda_packet,https://www.utah.gov/pmn/files/762837.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-29/762837_2021-9-29_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/704727.html,762837,269356,,,,,
2021-09-29,21-9-21 Staff Memo Business License Study_Fee Schedule Options,TownCouncil,special,staff_report,https://www.utah.gov/pmn/files/762839.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-29/762839_21-9-21_Staff_Memo_Business_License_Study_Fee_Schedule_Options.pdf,https://www.utah.gov/pmn/sitemap/notice/704727.html,762839,357131,,,,,
2021-09-29,2021-O-8 Business License Ordinance (draft 092221),TownCouncil,special,supporting_doc,https://www.utah.gov/pmn/files/762841.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-29/762841_2021-O-8_Business_License_Ordinance_draft_092221.pdf,https://www.utah.gov/pmn/sitemap/notice/704727.html,762841,1379235,,,,,
2021-09-29,2021-R-16-Repeal Replace Resolution w Fee Schedule,TownCouncil,special,supporting_doc,https://www.utah.gov/pmn/files/762843.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-29/762843_2021-R-16-Repeal_Replace_Resolution_w_Fee_Schedule.pdf,https://www.utah.gov/pmn/sitemap/notice/704727.html,762843,976790,,,,,
2021-09-29,2021-R-17 No LCC Olympic Venues,TownCouncil,special,supporting_doc,https://www.utah.gov/pmn/files/762845.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-29/762845_2021-R-17_No_LCC_Olympic_Venues.pdf,https://www.utah.gov/pmn/sitemap/notice/704727.html,762845,105802,,,,,
2021-09-29,2021-9-21 Determination Letter Location revised,TownCouncil,special,supporting_doc,https://www.utah.gov/pmn/files/762883.pdf,2026-07-13,text,pdftotext -layout,raw/2021-09-29/762883_2021-9-21_Determination_Letter_Location_revised.pdf,https://www.utah.gov/pmn/sitemap/notice/704727.html,762883,158806,,,,,
2021-10-13,2021-10-13 Town Council Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/767897.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/767897_2021-10-13_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,767897,274631,,,,,
2021-10-13,10-13-21 Consent Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/767899.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/767899_10-13-21_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,767899,1541085,,,,,
2021-10-13,2021-Fehr&amp;Peers-Parking-Memo,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/768829.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/768829_2021-FehrampPeers-Parking-Memo.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,768829,3950635,,,,,
2021-10-13,2021-9-21 Determination Letter Location revised,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/767895.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/767895_2021-9-21_Determination_Letter_Location_revised.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,767895,158806,,,,,
2021-10-13,Resume_MarenAskins,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/767901.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/767901_Resume_MarenAskins.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,767901,76275,,,,,
2021-10-13,Resume_RowanJhamb,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/767903.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/767903_Resume_RowanJhamb.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,767903,100978,,,,,
2021-10-13,2021-10-7 Alta Fee Schedule draft,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/768831.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/768831_2021-10-7_Alta_Fee_Schedule_draft.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,768831,391579,,,,,
2021-10-13,2021-R-18-Repeal Replace Fee Schedule,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/768833.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/768833_2021-R-18-Repeal_Replace_Fee_Schedule.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,768833,10927,,,,,
2021-10-13,Resume_RebeccaHall,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/769297.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/769297_Resume_RebeccaHall.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,769297,81808,,,,,
2021-10-13,21-10-13 Public Comments (4),TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/769859.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/769859_21-10-13_Public_Comments_4.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,769859,647663,,,,,
2021-10-13,2021-R-18-Repeal Replace Fee Schedule,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/770659.pdf,2026-07-13,text,pdftotext -layout,raw/2021-10-13/770659_2021-R-18-Repeal_Replace_Fee_Schedule.pdf,https://www.utah.gov/pmn/sitemap/notice/707847.html,770659,342893,,,,,
2021-11-10,2021-11-10 Town Council Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/779227.pdf,2026-07-13,text,pdftotext -layout,raw/2021-11-10/779227_2021-11-10_Town_Council_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/714511.html,779227,279438,,,,,
2021-11-10,2021-11-10 Consent Agenda,TownCouncil,work_session,agenda_packet,https://www.utah.gov/pmn/files/779229.pdf,2026-07-13,text,pdftotext -layout,raw/2021-11-10/779229_2021-11-10_Consent_Agenda.pdf,https://www.utah.gov/pmn/sitemap/notice/714511.html,779229,1439773,,,,,
2021-11-10,RMP franchise agreement staff report nov 1,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/779231.pdf,2026-07-13,text,pdftotext -layout,raw/2021-11-10/779231_RMP_franchise_agreement_staff_report_nov_1.pdf,https://www.utah.gov/pmn/sitemap/notice/714511.html,779231,79416,,,,,
2021-11-10,2021-11-5-Parking-Staff-Report,TownCouncil,work_session,staff_report,https://www.utah.gov/pmn/files/779235.pdf,2026-07-13,text,pdftotext -layout,raw/2021-11-10/779235_2021-11-5-Parking-Staff-Report.pdf,https://www.utah.gov/pmn/sitemap/notice/714511.html,779235,214716,,,,,
2021-11-10,2021-11-10 Determination Letter Location revised,TownCouncil,work_session,supporting_doc,https://www.utah.gov/pmn/files/779223.pdf,2026-07-13,text,pdftotext -layout,raw/2021-11-10/779223_2021-11-10_Determination_Letter_Location_revised.pdf,https://www.utah.gov/pmn/sitemap/notice/714511.html,779223,158815,,,,,
