ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,instrument_type,canonical_no,dup_raw,source_last_modified,linkage_note
2020-07-02,2020-07-02,2020-07-02,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING A NONEXCLUSIVE FRANCHISE AGREEMENT BETWEEN WHITE CITY AND ROCKY MOUNTAIN POWER,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1595530691_Resolution%2020-07-02.pdf,2026-07-13,text,pdftotext_layout,raw/1595530691_Resolution_20-07-02.pdf,no,Pass (unanimous),2020-07-02,10,high,resolution,2020-07-02,,2020-07-23,number cited in recorded motion
2020-07-03,2020-07-02,2020-07-02,A RESOLUTION OF WHITE CITY ADOPTING THE 2019 SALT LAKE COUNTY HAZARD MITIGATION PLAN,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1595530749_Resolution%2020-07-03.pdf,2026-07-13,text,pdftotext_layout,raw/1595530749_Resolution_20-07-03.pdf,no,4-1 Pass,2020-07-02,11,high,resolution,2020-07-03,,2020-07-23,number cited in recorded motion
2020-07-04,2020-07-02,2020-07-02,"A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AN AGREEMENT BETWEEN WHITE CITY AND SALT LAKE COUNTY TO RECEIVE $161,184.11 FROM THE SALT LAKE COUNTY CARES ACT FUND FOR CERTAIN COVID RELIEF ACTIVITIES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1595530776_Resolution%2020-07-04.pdf,2026-07-13,text,pdftotext_layout,raw/1595530776_Resolution_20-07-04.pdf,no,Pass (unanimous),2020-07-02,12,high,resolution,2020-07-04,,2020-07-23,number cited in recorded motion
2020-11-01,2020-11-05,2020-11-05,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING THE 2021 WHITE CITY METRO TOWNSHIP TENTATIVE BUDGET AND SETTING THE PUBLIC HEARING FOR PUBLIC COMMENT AND A POSSIBLE FINAL ADOPTION OF THE BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1609872087_Resolution%2020-11-01.pdf,2026-07-13,text,pdftotext_layout,raw/1609872087_Resolution_20-11-01.pdf,no,Pass (unanimous),2020-11-05,1,high,resolution,2020-11-01,,2021-01-05,number cited in recorded motion
2020-11-01,2020-11-05,2020-11-05,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING THE 2021 WHITE CITY METRO TOWNSHIP TENTATIVE BUDGET AND SETTING THE PUBLIC HEARING FOR PUBLIC COMMENT AND A POSSIBLE FINAL ADOPTION OF THE BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1610050461_Resolution%2020-11-01.pdf,2026-07-13,text,pdftotext_layout,raw/1610050461_Resolution_20-11-01.pdf,no,Pass (unanimous),2020-11-05,1,high,resolution,2020-11-01,,2021-01-07,number cited in recorded motion
2020-11-02,2020-11-05,2020-11-05,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AND ADOPTING THE 2021 WHITE CITY METRO TOWNSHIP COUNCIL REGULAR MEETING SCHEDULE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1609872651_Resolution%2020-11-02.pdf,2026-07-13,text,pdftotext_layout,raw/1609872651_Resolution_20-11-02.pdf,no,Pass (unanimous),2020-11-05,2,high,resolution,2020-11-02,,2021-01-05,number cited in recorded motion
2020-12-01,2020-12-03,2020-12-03,A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL ADOPTING THE 2021 WHITE CITY METRO TOWNSHIP FINAL BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1609873129_Resolution%2020-12-01.pdf,2026-07-13,text,pdftotext_layout,raw/1609873129_Resolution_20-12-01.pdf,no,4-1 Pass,2020-12-03,6,high,resolution,2020-12-01,,2021-01-05,number cited in recorded motion
2020-12-03,2020-12-03,2020-12-03,"A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL RATIFYING, APPROVING AND AUTHORIZING THE EXECUTION OF AN AMENDED INTERLOCAL COOPERATION AGREEMENT WITH THE WASATCH FRONT WASTE AND RECYCLING DISTRICT INCREASING WFWRD’S TOTAL PAYOUT TO $2011.02 FROM WHITE CITY’S CARES ACT FUNDING, AN INCREASE OF $770",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1609874382_Resolution%2020-12-03.pdf,2026-07-13,text,pdftotext_layout,raw/1609874382_Resolution_20-12-03.pdf,no,Pass (unanimous),2020-12-03,10,high,resolution,2020-12-03,,2021-01-05,number cited in recorded motion
2020-12-05,2020-12-03,2020-12-03,"A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL RATIFYING, APPROVING AND AUTHORIZING THE EXECUTION OF AN AMENDED INTERLOCAL COOPERATION AGREEMENT WITH THE UNIFIED FIRE AUTHORITY INCREASING UFA’S TOTAL PAYOUT TO $10,375 FROM WHITE CITY’S CARES ACT FUNDING, AN INCREASE OF $1,995, FOR UFA’S COVID-REL",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1609875308_Resolution%2020-12-05.pdf,2026-07-13,scanned,ocr_tesseract,raw/1609875308_Resolution_20-12-05.pdf,no,Pass (unanimous),2020-12-03,11,high,resolution,2020-12-05,,2021-01-05,number cited in recorded motion
2020-12-02,2020-12-17,2020-12-17,A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL ADOPTING THE 2021 WHITE CITY METRO TOWNSHIP CONSOLIDATED FEE SCHEDULE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1609874250_Resolution%2020-12-02.pdf,2026-07-13,text,pdftotext_layout,raw/1609874250_Resolution_20-12-02.pdf,no,,,,none,resolution,2020-12-02,,2021-01-05,
2021-03-01,2021-03-04,2021-03-04,"A RESOLUTION OF THE WHITE CITY METRO COUNCIL APPROVING THE APPOINTMENT OF CHRISTOPHER SPAGNUOLO AND CHRISTY SEIGER-WEBSTER AS PLANNING COMMISSION MEMBERS FOR A THREE-YEAR TERM ENDING FEBRUARY 28, 2024",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1614967990_Resolution%2021-03-01%20Appointment%20of%20Planning%20Commission%20Members.pdf,2026-07-13,scanned,ocr_tesseract,raw/1614967990_Resolution_21-03-01_Appointment_of_Planning_Commission_Members.pdf,no,,,,none,resolution,2021-03-01,,2021-03-05,
2021-04-01,2021-04-01,2021-04-01,Resolution 21-04-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647898647_Resolution%2021-04-01.pdf,2026-07-13,text,pdftotext_layout,raw/1647898647_Resolution_21-04-01.pdf,no,,,,none,resolution,2021-04-01,,2022-03-21,
2021-04-02,2021-04-01,2021-04-01,A RESOLUTION AUTHORIZING THE MAYOR TO EXECUTE AN AGREEMENT FOR ELECTION SERVICES WITH,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647899261_Resolution%2021-04-02.pdf,2026-07-13,text,pdftotext_layout,raw/1647899261_Resolution_21-04-02.pdf,no,,,,none,resolution,2021-04-02,,2022-03-21,
2021-06-01,2021-06-03,2021-06-03,"A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AND AUTHORIZING A PAYMENT TO UNIFIED FIRE AUTHORITY IN THE AMOUNT OF $11,933 FOR COVID- | RELATED EXPENSES |",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647899384_Resolution%2021-06-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647899384_Resolution_21-06-01.pdf,no,Pass (unanimous),2021-07-08,7,medium,resolution,2021-06-01,,2022-03-21,"subject match (same-year), 4 shared terms"
2021-06-02,2021-06-03,2021-06-03,A RESOLUTION THANKING AND DISSOLVING THE GENERAL PLAN : STEERING COMMITTEE AND INSTRUCTING THE PLANNING : COMMISSION TO COMPLETE THE GENERAL PLAN WORK FOR RECOMMENDATION TO THE COUNCIL.,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647899706_Resolution%2021-06-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647899706_Resolution_21-06-02.pdf,yes,,,,none,resolution,2021-06-02,,2022-03-21,
2021-06-03,2021-06-03,2021-06-03,"A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AND AUTHORIZING THE EXECUTION OF AN LEASE AGREEMENT BETWEEN WHITE CITY WATER IMPROVEMENT DISTRICT AND WHITE CITY METRO TOWNSHIP TO ALLOW WHITE CITY METRO TOWNSHIP COUNCIL MEETINGS AT WCWID, 999 EAST GALENA DRIVE, WHITE CITY, UTAH 84094",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647899948_Resolution%2021-06-03.pdf,2026-07-13,text,pdftotext_layout,raw/1647899948_Resolution_21-06-03.pdf,no,3-1 Pass,2021-07-08,9,medium,resolution,2021-06-03,,2022-03-21,"subject match (same-year), 2 shared terms"
2021-07-02,2021-07-08,2021-07-08,"A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AND AUTHORIZING A PAYMENT TO THE GREATER SALT LAKE MUNICIPAL SERVICES DISTRICT IN THE AMOUNT OF $5,527.26 FOR COVID-RELATED EXPENSES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647900492_Resolution%2021-07-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647900492_Resolution_21-07-02.pdf,no,Pass (unanimous),2021-07-08,7,high,resolution,2021-07-02,,2022-03-21,number cited in recorded motion
2021-07-03,2021-07-08,2021-07-08,"A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AND AUTHORIZING A PAYMENT TO WASATCH FRONT WASTE AND RECYCLING DISTRICT IN THE AMOUNT OF $1,078.24 FOR COVID-RELATED EXPENSES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647900786_Resolution%2021-07-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647900786_Resolution_21-07-03.pdf,no,Pass (unanimous),2021-07-08,8,high,resolution,2021-07-03,,2022-03-21,number cited in recorded motion
2021-07-04,2021-07-08,2021-07-08,A RESOLUTION REQUESTING AMENDMENTS TO THE MASTER INTERLOCAL COOPERATION AGREEMENT WITH THE GREATER SALT LAKE MUNICIPAL SERVICES DISTRICT AND SALT LAKE COUNTY AND OTHER AGREEMENTS AS NEEDED,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647900941_Resolution%2021-07-04.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647900941_Resolution_21-07-04.pdf,no,3-1 Pass,2021-07-08,9,high,resolution,2021-07-04,,2022-03-21,number cited in recorded motion
2021-08-01,2021-08-05,2021-08-05,"A RESOLUTION APPOINTING Phillip ( arden qt TO FILL AN UNEXPIRED TERM ON THE WHITE CITY METRO TOWNSHIP COUNCIL WITH A TERM ENDING DECEMBER 31, 2021",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647901143_Resolution%2021-08-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647901143_Resolution_21-08-01.pdf,no,,,,none,resolution,2021-08-01,,2022-03-21,
2021-08-02,2021-08-05,2021-08-05,"A RESOLUTION APPOINTING Lin da Pri Ce AS THE MAYOR PRO-TEMPORE FOR THE WHITE CITY METRO TOWNSHIP COUNCIL THROUGH DECEMBER 31, 2021",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647901531_Resolution%2021-08-02.PDF,2026-07-13,scanned,ocr_tesseract,raw/1647901531_Resolution_21-08-02.PDF,no,,,,none,resolution,2021-08-02,,2022-03-21,
2021-08-03,2021-08-05,2021-08-05,A RESOLUTION OF THE wi i eee METRO TOWNSHIP COUNCIL APPOINTING ‘Cardenat TO SERVE AS WHITE CITYS MEMBER ON THE BOARD OF TRUSTEES OF THE WASATCH FRONT WASTE AND RECYLCING DISTRICT,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647901701_Resolution%2021-08-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647901701_Resolution_21-08-03.pdf,no,Pass (unanimous),2021-07-08,8,medium,resolution,2021-08-03,,2022-03-21,"subject match (same-year), 4 shared terms"
2021-09-01,2021-09-02,2021-09-02,AN ORDINANCE OF THE WHITE CITY METRO TOWNSHIP COUNCIL REPEALING CHAPTER 19.74 OF THE WHITE CITY METRO CODE AND ENACTING A NEW CHAPTER 19.74 TO ESTABLISH FLOODPLAIN DEVELOPMENT STANDARDS AND FLOOD DAMAGE PREVENTION,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/ordinances/documents/1632426354_Ordinance%2021-09-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/1632426354_Ordinance_21-09-01.pdf,yes,Pass (unanimous),2021-09-02,4,high,ordinance,2021-09-01,,2021-09-23,number cited in recorded motion
2021-09-01,2021-09-02,2021-09-02,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP RECOGNIZING COUNCIL MEMBER KAY DICKERSON FOR HIS DEDICATED SERVICE TO THE WHITE CITY COMMMUNITY,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647902348_Resolution%2021-09-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647902348_Resolution_21-09-01.pdf,no,Pass (unanimous),2021-09-02,2,high,resolution,2021-09-01,,2022-03-21,number cited in recorded motion
2021-09-02,2021-09-02,2021-09-02,an ordinance if they wish to,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/ordinances/documents/1632424384_Ordinance%2021-09-02.pdf,2026-07-13,text,pdftotext_layout,raw/1632424384_Ordinance_21-09-02.pdf,no,Pass (unanimous),2021-09-02,7,high,ordinance,2021-09-02,,2021-09-23,number cited in recorded motion
2021-09-02,2021-09-02,2021-09-02,"A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING A DECISION, IF MADE BY THE BOARD OF TRUSTEES OF THE SALT LAKE VALLEY LAW ENFORCEMENT SERVICE AREA (SLVLESA) FOLLOWING PROCESSES REQUIRED BY UTAH LAW, TO INCREASE SLVLESA BUDGETED PROPERTY TAX REVENUES BY 16.5% FOR CALENDAR YEAR 2022 WHI",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647902571_Resolution%2021-09-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647902571_Resolution_21-09-02.pdf,no,4-1 Pass,2021-09-02,3,high,resolution,2021-09-02,,2022-03-21,number cited in recorded motion; header DATE 2021-08-19 differs from motion date (source typo?)
2021-09-03,2021-09-02,2021-09-02,"A RESOLUTION, PURSUANT TO UTAH CODE 20A-1-206, CANCELING THE WHITE CITY METRO TOWNSHIP’S NOVEMBER 2, 2021 ELECTION AND DETERMINING THE UNOPPOSED DECLARED CANDIDATES TO BE ELECTED TO THE TOWNSHIP COUNCIL.",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647902968_Resolution%2021-09-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647902968_Resolution_21-09-03.pdf,no,Pass (unanimous),2021-09-02,8,high,resolution,2021-09-03,,2022-03-21,number cited in recorded motion
2021-11-01,2021-11-18,2021-11-18,Resolution 21-11-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647903281_Resolution%2021-11-01.pdf,2026-07-13,text,pdftotext_layout,raw/1647903281_Resolution_21-11-01.pdf,no,3-1 Pass,2021-11-18,2,high,resolution,2021-11-01,,2022-03-21,number cited in recorded motion; header DATE 2021-11-22 differs from motion date (source typo?)
2021-11-02,2021-11-18,2021-11-18,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL ADOPTING A CONTINUITY OF OPERATIONS PLAN (COOP),https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647903553_Resolution%2021-11-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647903553_Resolution_21-11-02.pdf,no,Pass (unanimous),2021-11-18,5,high,resolution,2021-11-02,,2022-03-21,number cited in recorded motion
2021-11-03,2021-11-18,2021-11-18,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AND ADOPTING THE 2022 WHITE | CITY METRO TOWNSHIP COUNCIL REGULAR MEETING | SCHEDULE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647903748_Resolution%2021-11-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647903748_Resolution_21-11-03.pdf,no,Pass (unanimous),2021-11-18,6,high,resolution,2021-11-03,,2022-03-21,number cited in recorded motion
2021-11-04,2021-11-18,2021-11-18,"A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL | APPROVING AND AUTHORIZING THE EXECUTION OF AN INTERLOCAL AGREEMENT WITH THE GREATER SALT LAKE MUNICIPAL SERVICES DISTRICT, COPPERTON METRO TOWNSHIP, EMIGRATION CANYON METRO TOWNSHIP, KEARNS METRO TOWNSHIP, TOWN OF BRIGHTON, MAGNA METRO TOWNSHIP, AN",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647903870_Resolution%2021-11-04.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647903870_Resolution_21-11-04.pdf,no,Pass (unanimous),2021-11-18,7,high,resolution,2021-11-04,,2022-03-21,number cited in recorded motion
2021-12-01,2021-12-09,2021-12-09,A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AND AUTHORIZING THE EXECUTION OF A LICENSE | AGREEMENT WITH GOOGLE FIBER,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647904419_Resolution%2021-12-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647904419_Resolution_21-12-01.pdf,no,3-1 Pass,2021-12-09,6,high,resolution,2021-12-01,,2022-03-21,number cited in recorded motion
2021-12-02,2021-12-09,2021-12-09,A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL ADOPTING AMENDMENTS TO THE 2021 WHITE CITY METRO TOWNSHIP BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647904566_Resolution%2021-12-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647904566_Resolution_21-12-02.pdf,no,,,,none,resolution,2021-12-02,,2022-03-21,
2021-12-03,2021-12-09,2021-12-09,A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL ADOPTING THE 2022 WHITE CITY METRO TOWNSHIP FINAL BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647904769_Resolution%2021-12-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647904769_Resolution_21-12-03.pdf,no,,,,none,resolution,2021-12-03,,2022-03-21,
2022-05-01,2022-05-05,2022-05-05,"A RESOLUTION OF THE WHITE CITY METRO COUNCIL APPROVING THE APPOINTMENT OF CHRIS HUNTZINGER AND GENE WILSON AS FULL-TIME PLANNING COMMISSION MEMBERS AND WESTON MILLEN AS AN ALTERNATE MEMBER OF THE PLANNING COMMISSION FOR THREE- YEAR TERMS ENDING FEBRUARY 28, 2025",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1656014983_Resolution%2022-05-01%20Planning%20Commission%20Appointments.pdf,2026-07-13,scanned,ocr_tesseract,raw/1656014983_Resolution_22-05-01_Planning_Commission_Appointments.pdf,no,Pass (unanimous),2022-05-05,5,high,resolution,2022-05-01,,2022-06-23,number cited in recorded motion
2022-05-02,2022-05-05,2022-05-05,"A RESOLUTION OF THE WHITE CITY METRO COUNCIL APPROVING A NON-EXCLUSIVE FRANCHISE AGREEMENT WITH QUESTAR GAS COMPANY D/B/A/ DOMINION ENERGY UTAH FOR THE CONSTRUCTION, OPERATION, AND MAINTENANCE OF A NATURAL GAS DISTRIBUTION SYSTEM WITHIN THE WHITE CITY METRO TOWNSHIP, STATE OF UTAH.",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1652990142_Resolution%2022-05-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/1652990142_Resolution_22-05-02.pdf,no,Pass (unanimous),2022-05-05,9,high,resolution,2022-05-02,,2022-05-19,number cited in recorded motion
2022-08-01,2022-08-04,2022-08-04,Resolution 22-08-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1660600629_Resolution%2022-08-01.pdf,2026-07-13,text,pdftotext_layout,raw/1660600629_Resolution_22-08-01.pdf,no,Pass (unanimous),2022-08-04,3,high,resolution,2022-08-01,,2022-08-15,number cited in recorded motion
2022-08-02,2022-08-04,2022-08-04,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL DESIGNATING RORI L. ANDREASON TO SERVE AS THE EMERGENCY MANAGER FOR THE WHITE CITY METRO TOWNSHIP,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1660600830_Resolution%2022-08-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/1660600830_Resolution_22-08-02.pdf,no,Pass (unanimous),2022-08-04,4,high,resolution,2022-08-02,,2022-08-15,number cited in recorded motion
2022-08-03,2022-08-04,2022-08-04,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPOINTING PHILLIP CARDENAZ AS THE WHITE CITY’S MEMBER OF THE BOARDS OF TRUSTEES OF THE UNIFIED POLICE DEPARTMENT AND SALT LAKE VALLEY LAW ENFORCEMENT SERVICE AREA,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1660601451_Resolution%2022-08-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/1660601451_Resolution_22-08-03.pdf,no,Pass (unanimous),2022-08-04,5,high,resolution,2022-08-03,,2022-08-15,number cited in recorded motion
2022-08-04,2022-08-04,2022-08-04,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPOINTING D. SCOTT LITTLE TO SERVE AS WHITE CITY’S MEMBER ON THE BOARD OF TRUSTEES OF THE WASATCH FRONT WASTE AND RECYLCING DISTRICT,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1660601718_Resolution%2022-08-04.pdf,2026-07-13,scanned,ocr_tesseract,raw/1660601718_Resolution_22-08-04.pdf,no,Pass (unanimous),2022-08-04,6,high,resolution,2022-08-04,,2022-08-15,number cited in recorded motion
2022-09-01,2022-09-01,2022-09-01,Ordinance 22-09-01,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/ordinances/documents/1681931764_Ordinance%2022-09-01.pdf,2026-07-13,text,pdftotext_layout,raw/1681931764_Ordinance_22-09-01.pdf,no,Pass (unanimous),2022-09-01,6,high,ordinance,2022-09-01,,2023-04-19,number cited in recorded motion
2022-11-01,2022-11-10,2022-11-10,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING THE 2023 WHITE CITY METRO TOWNSHIP TENTATIVE BUDGET AND SETTING THE PUBLIC HEARING FOR PUBLIC COMMENT AND A POSSIBLE FINAL ADOPTION OF THE BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1671136752_Resolution%2022-11-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/1671136752_Resolution_22-11-01.pdf,no,Pass (unanimous),2022-11-10,3,high,resolution,2022-11-01,,2022-12-15,number cited in recorded motion
2022-11-02,2022-11-10,2022-11-10,Resolution 22-11-02,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1671136555_Resolution%2022-11-02.pdf,2026-07-13,text,pdftotext_layout,raw/1671136555_Resolution_22-11-02.pdf,no,Pass (unanimous),2022-11-10,6,high,resolution,2022-11-02,,2022-12-15,number cited in recorded motion
2022-12-02,2022-12-01,2022-12-01,A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL ADOPTING AMENDMENTS TO THE 2022 WHITE CITY METRO TOWNSHIP BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1681930555_Resolution%2022-12-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/1681930555_Resolution_22-12-02.pdf,no,,,,none,resolution,2022-12-02,1721330326_Resolution_22-12-02.pdf,2023-04-19,
2022-12-03,2022-12-01,2022-12-01,A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL ADOPTING THE 2023 WHITE CITY METRO TOWNSHIP FINAL BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1681930732_Resolution%2022-12-03.pdf,2026-07-13,scanned,ocr_tesseract,raw/1681930732_Resolution_22-12-03.pdf,no,,,,none,resolution,2022-12-03,,2023-04-19,
2022-12-05,2022-12-01,2022-12-01,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP COUNCIL APPROVING AND ADOPTING THE 2023 WHITE CITY METRO TOWNSHIP COUNCIL REGULAR MEETING SCHEDULE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1681931249_Resolution%2022-12-05.pdf,2026-07-13,scanned,ocr_tesseract,raw/1681931249_Resolution_22-12-05.pdf,no,Pass (unanimous),2022-12-01,11,high,resolution,2022-12-05,,2023-04-19,number cited in recorded motion
2021-12-04,2022-12-09,2022-12-09,A RESOLUTION OF WHITE CITY METRO TOWNSHIP COUNCIL ADOPTING THE 2022 WHITE CITY METRO TOWNSHIP CONSOLIDATED FEE SCHEDULE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1647904994_Resolution%2021-12-04.pdf,2026-07-13,scanned,ocr_tesseract,raw/1647904994_Resolution_21-12-04.pdf,no,,,,none,resolution,2021-12-04,,2022-03-21,adoption_date year != number year 2021 (source-stated date kept)
2023-01-01,2023-01-05,2023-01-05,A RESOLUTION OF THE WHITE CITY METRO TOWNSHIP RECOGNIZING COUNCIL MEMBER SCOTT LITTLE FOR HIS DEDICATED SERVICE TO THE WHITE CITY COMMMUNITY,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/whitecity/resolutions/documents/1681934938_Resolution%202023-01-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/1681934938_Resolution_2023-01-01.pdf,no,Pass (unanimous),2023-01-05,2,high,resolution,2023-01-01,,2023-04-19,number cited in recorded motion
