date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,size_mb,stored_locally,bytes
2024-08-07,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08072024-1512,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-08-07_1512.pdf,0.18,yes,180367
2024-08-21,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08212024-1518,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-08-21_1518.pdf,0.165,yes,164518
2024-09-04,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09042024-1522,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-09-04_1522.pdf,0.179,yes,178660
2024-10-02,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10022024-1530,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-10-02_1530.pdf,0.062,yes,61569
2024-10-02,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10022024-1532,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-10-02_1532.pdf,0.181,yes,180899
2024-10-16,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10162024-1536,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-10-16_1536.pdf,0.164,yes,164367
2024-11-06,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11062024-1541,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-11-06_1541.pdf,0.024,yes,23594
2024-11-06,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11062024-1542,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-11-06_1542.pdf,0.184,yes,184053
2024-12-04,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12042024-1550,2026-07-05,text,none (raw retained),raw/PlanningCommission/2024-12-04_1550.pdf,0.18,yes,180040
2025-01-01,2025 Annual Meeting Notice,PlanningCommission,Annual,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01012025-1547,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-01-01_1547.pdf,0.026,yes,25557
2025-01-08,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01082025-1562,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-01-08_1562.pdf,0.179,yes,179244
2025-01-15,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01152025-1567,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-01-15_1567.pdf,0.169,yes,168922
2025-02-05,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02052025-1572,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-02-05_1572.pdf,0.181,yes,181298
2025-02-19,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02192025-1578,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-02-19_1578.pdf,0.168,yes,167537
2025-03-05,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03052025-1583,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-03-05_1583.pdf,0.182,yes,182349
2025-03-19,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03192025-1589,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-03-19_1589.pdf,0.165,yes,164745
2025-04-02,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04022025-1592,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-04-02_1592.pdf,0.061,yes,61130
2025-04-02,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04022025-1597,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-04-02_1597.pdf,0.201,yes,201032
2025-04-30,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04302025-1608,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-04-30_1608.pdf,0.164,yes,163875
2025-05-07,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05072025-1609,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-05-07_1609.pdf,0.068,yes,67932
2025-05-07,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05072025-1611,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-05-07_1611.pdf,0.183,yes,182609
2025-05-21,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05212025-1617,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-05-21_1617.pdf,0.165,yes,164637
2025-06-04,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06042025-1621,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-06-04_1621.pdf,0.067,yes,67136
2025-06-04,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06042025-1623,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-06-04_1623.pdf,0.184,yes,183889
2025-06-18,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06182025-1627,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-06-18_1627.pdf,0.183,yes,182660
2025-07-02,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07022025-1631,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-07-02_1631.pdf,0.085,yes,84728
2025-07-02,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07022025-1632,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-07-02_1632.pdf,0.18,yes,180368
2025-07-16,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07162025-1634,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-07-16_1634.pdf,0.182,yes,182402
2025-08-06,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08062025-1638,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-08-06_1638.pdf,0.184,yes,183510
2025-08-20,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_08202025-1642,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-08-20_1642.pdf,0.184,yes,184433
2025-09-03,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_09032025-1647,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-09-03_1647.pdf,0.182,yes,181509
2025-10-01,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10012025-1652,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-10-01_1652.pdf,0.083,yes,82825
2025-10-01,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10012025-1655,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-10-01_1655.pdf,0.178,yes,178270
2025-10-15,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_10152025-1661,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-10-15_1661.pdf,0.183,yes,182511
2025-11-05,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11052025-1666,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-11-05_1666.pdf,0.066,yes,65887
2025-11-05,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11052025-1667,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-11-05_1667.pdf,0.178,yes,178056
2025-11-19,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_11192025-1670,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-11-19_1670.pdf,0.184,yes,183527
2025-12-03,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12032025-1672,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-12-03_1672.pdf,0.066,yes,65948
2025-12-03,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12032025-1676,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-12-03_1676.pdf,0.201,yes,201103
2025-12-17,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_12172025-1684,2026-07-05,text,none (raw retained),raw/PlanningCommission/2025-12-17_1684.pdf,0.184,yes,183972
2026-01-01,2026 Annual Meeting Notice,PlanningCommission,Annual,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01012026-1658,2026-07-05,scanned,none (raw retained),raw/PlanningCommission/2026-01-01_1658.pdf,0.017,yes,17303
2026-01-07,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01072026-1686,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-01-07_1686.pdf,0.199,yes,198764
2026-01-21,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_01212026-1690,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-01-21_1690.pdf,0.185,yes,185064
2026-02-04,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02042026-1694,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-02-04_1694.pdf,0.178,yes,177772
2026-02-18,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_02182026-1697,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-02-18_1697.pdf,0.179,yes,178679
2026-03-04,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03042026-1702,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-03-04_1702.pdf,0.181,yes,181449
2026-03-11,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03112026-1701,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-03-11_1701.pdf,0.066,yes,65990
2026-03-11,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_03112026-1704,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-03-11_1704.pdf,0.184,yes,184162
2026-04-01,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04012026-1708,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-04-01_1708.pdf,0.086,yes,86050
2026-04-01,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04012026-1713,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-04-01_1713.pdf,0.22,yes,219682
2026-04-15,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_04152026-1716,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-04-15_1716.pdf,0.177,yes,177392
2026-05-06,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05062026-1721,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-05-06_1721.pdf,0.189,yes,188857
2026-05-20,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_05202026-1724,2026-07-05,scanned,none (raw retained),raw/PlanningCommission/2026-05-20_1724.pdf,0.157,yes,156775
2026-06-03,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06032026-1726,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-06-03_1726.pdf,0.086,yes,86106
2026-06-03,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06032026-1730,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-06-03_1730.pdf,0.182,yes,182215
2026-06-17,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_06172026-1733,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-06-17_1733.pdf,0.128,yes,128121
2026-07-01,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07012026-1735,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-07-01_1735.pdf,0.078,yes,77994
2026-07-01,Planning Commission Meeting,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07012026-1737,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-07-01_1737.pdf,0.182,yes,181739
2026-07-15,Planning Commission Public Hearing Notice,PlanningCommission,Regular,thin_agenda,https://www.ogdencity.gov/AgendaCenter/ViewFile/Agenda/_07152026-1738,2026-07-05,text,none (raw retained),raw/PlanningCommission/2026-07-15_1738.pdf,0.064,yes,64027
