date,body,packet_kind,title,matter_id,path,text_path,format,source_url,stored_locally,doc_class,fetch_status,sha256,text_chars
2022-04-26,County Council,agenda,County Council Agenda 2022-04-26,,packets/raw/agenda_3255.pdf,packets/text/agenda_3255.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/4/3255_A_County_Council_22-04-26_Meeting_Agenda.pdf,yes,,,,
2022-05-03,County Council,agenda,County Council Agenda 2022-05-03,,packets/raw/agenda_3257.pdf,packets/text/agenda_3257.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/5/3257_A_County_Council_22-05-03_Meeting_Agenda.pdf,yes,,,,
2022-05-10,County Council,agenda,County Council Agenda 2022-05-10,,packets/raw/agenda_3259.pdf,packets/text/agenda_3259.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/5/3259_A_County_Council_22-05-10_Meeting_Agenda.pdf,yes,,,,
2022-05-17,County Council,agenda,County Council Agenda 2022-05-17,,packets/raw/agenda_3262.pdf,packets/text/agenda_3262.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/5/3262_A_County_Council_22-05-17_Meeting_Agenda.pdf,yes,,,,
2022-05-24,County Council,agenda,County Council Agenda 2022-05-24,,packets/raw/agenda_3264.pdf,packets/text/agenda_3264.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/5/3264_A_County_Council_22-05-24_Meeting_Agenda.pdf,yes,,,,
2022-04-19,County Council,agenda,County Council Agenda 2022-04-19,,packets/raw/agenda_3268.pdf,packets/text/agenda_3268.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/4/3268_A_County_Council_22-04-19_Meeting_Agenda.pdf,yes,,,,
2022-06-07,County Council,agenda,County Council Agenda 2022-06-07,,packets/raw/agenda_3273.pdf,packets/text/agenda_3273.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/6/3273_A_County_Council_22-06-07_Meeting_Agenda.pdf,yes,,,,
2022-06-14,County Council,agenda,County Council Agenda 2022-06-14,,packets/raw/agenda_3274.pdf,packets/text/agenda_3274.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/6/3274_A_County_Council_22-06-14_Meeting_Agenda.pdf,yes,,,,
2022-06-21,County Council,agenda,County Council Agenda 2022-06-21,,packets/raw/agenda_3276.pdf,packets/text/agenda_3276.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/6/3276_A_County_Council_22-06-21_Meeting_Agenda.pdf,yes,,,,
2022-06-28,County Council,agenda,County Council Agenda 2022-06-28,,packets/raw/agenda_3278.pdf,packets/text/agenda_3278.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/6/3278_A_County_Council_22-06-28_Meeting_Agenda.pdf,yes,,,,
2022-06-21,County Council,agenda,County Council Agenda 2022-06-21,,packets/raw/agenda_3284.pdf,packets/text/agenda_3284.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/6/3284_A_County_Council_22-06-21_Meeting_Agenda.pdf,yes,,,,
2022-07-19,County Council,agenda,County Council Agenda 2022-07-19,,packets/raw/agenda_3289.pdf,packets/text/agenda_3289.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/7/3289_A_County_Council_22-07-19_Meeting_Agenda.pdf,yes,,,,
2022-07-12,County Council,agenda,County Council Agenda 2022-07-12,,packets/raw/agenda_3295.pdf,packets/text/agenda_3295.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/7/3295_A_County_Council_22-07-12_Meeting_Agenda.pdf,yes,,,,
2022-08-02,County Council,agenda,County Council Agenda 2022-08-02,,packets/raw/agenda_3298.pdf,packets/text/agenda_3298.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/8/3298_A_County_Council_22-08-02_Meeting_Agenda.pdf,yes,,,,
2022-08-09,County Council,agenda,County Council Agenda 2022-08-09,,packets/raw/agenda_3299.pdf,packets/text/agenda_3299.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/8/3299_A_County_Council_22-08-09_Meeting_Agenda.pdf,yes,,,,
2022-08-16,County Council,agenda,County Council Agenda 2022-08-16,,packets/raw/agenda_3300.pdf,packets/text/agenda_3300.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/8/3300_A_County_Council_22-08-16_Meeting_Agenda.pdf,yes,,,,
2022-08-23,County Council,agenda,County Council Agenda 2022-08-23,,packets/raw/agenda_3301.pdf,packets/text/agenda_3301.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/8/3301_A_County_Council_22-08-23_Meeting_Agenda.pdf,yes,,,,
2022-08-30,County Council,agenda,County Council Agenda 2022-08-30,,packets/raw/agenda_3302.pdf,packets/text/agenda_3302.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/8/3302_A_County_Council_22-08-30_Meeting_Agenda.pdf,yes,,,,
2022-09-06,County Council,agenda,County Council Agenda 2022-09-06,,packets/raw/agenda_3311.pdf,packets/text/agenda_3311.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/9/3311_A_County_Council_22-09-06_Meeting_Agenda.pdf,yes,,,,
2022-09-13,County Council,agenda,County Council Agenda 2022-09-13,,packets/raw/agenda_3313.pdf,packets/text/agenda_3313.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/9/3313_A_County_Council_22-09-13_Meeting_Agenda.pdf,yes,,,,
2022-09-20,County Council,agenda,County Council Agenda 2022-09-20,,packets/raw/agenda_3315.pdf,packets/text/agenda_3315.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/9/3315_A_County_Council_22-09-20_Meeting_Agenda.pdf,yes,,,,
2022-09-27,County Council,agenda,County Council Agenda 2022-09-27,,packets/raw/agenda_3317.pdf,packets/text/agenda_3317.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/9/3317_A_County_Council_22-09-27_Meeting_Agenda.pdf,yes,,,,
2022-10-04,County Council,agenda,County Council Agenda 2022-10-04,,packets/raw/agenda_3325.pdf,packets/text/agenda_3325.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/10/3325_A_County_Council_22-10-04_Meeting_Agenda.pdf,yes,,,,
2022-10-11,County Council,agenda,County Council Agenda 2022-10-11,,packets/raw/agenda_3327.pdf,packets/text/agenda_3327.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/10/3327_A_County_Council_22-10-11_Meeting_Agenda.pdf,yes,,,,
2022-10-18,County Council,agenda,County Council Agenda 2022-10-18,,packets/raw/agenda_3329.pdf,packets/text/agenda_3329.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/10/3329_A_County_Council_22-10-18_Meeting_Agenda.pdf,yes,,,,
2022-10-25,County Council,agenda,County Council Agenda 2022-10-25,,packets/raw/agenda_3331.pdf,packets/text/agenda_3331.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/10/3331_A_County_Council_22-10-25_Meeting_Agenda.pdf,yes,,,,
2022-11-01,County Council,agenda,County Council Agenda 2022-11-01,,packets/raw/agenda_3337.pdf,packets/text/agenda_3337.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/11/3337_A_County_Council_22-11-01_Meeting_Agenda.pdf,yes,,,,
2022-11-08,County Council,agenda,County Council Agenda 2022-11-08,,packets/raw/agenda_3338.pdf,packets/text/agenda_3338.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/11/3338_A_County_Council_22-11-08_Meeting_Agenda.pdf,yes,,,,
2022-11-15,County Council,agenda,County Council Agenda 2022-11-15,,packets/raw/agenda_3339.pdf,packets/text/agenda_3339.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/11/3339_A_County_Council_22-11-15_Meeting_Agenda.pdf,yes,,,,
2022-11-22,County Council,agenda,County Council Agenda 2022-11-22,,packets/raw/agenda_3340.pdf,packets/text/agenda_3340.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/11/3340_A_County_Council_22-11-22_Meeting_Agenda.pdf,yes,,,,
2022-12-06,County Council,agenda,County Council Agenda 2022-12-06,,packets/raw/agenda_3348.pdf,packets/text/agenda_3348.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/12/3348_A_County_Council_22-12-06_Meeting_Agenda.pdf,yes,,,,
2022-12-13,County Council,agenda,County Council Agenda 2022-12-13,,packets/raw/agenda_3349.pdf,packets/text/agenda_3349.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/12/3349_A_County_Council_22-12-13_Meeting_Agenda.pdf,yes,,,,
2022-12-06,County Council,agenda,County Council Agenda 2022-12-06,,packets/raw/agenda_3359.pdf,packets/text/agenda_3359.txt,pdf,https://slco.legistar1.com/slco/meetings/2022/12/3359_A_County_Council_22-12-06_Meeting_Agenda.pdf,yes,,,,
2023-01-03,County Council,agenda,County Council Agenda 2023-01-03,,packets/raw/agenda_3365.pdf,packets/text/agenda_3365.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/1/3365_A_County_Council_23-01-03_Meeting_Agenda.pdf,yes,,,,
2023-01-10,County Council,agenda,County Council Agenda 2023-01-10,,packets/raw/agenda_3367.pdf,packets/text/agenda_3367.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/1/3367_A_County_Council_23-01-10_Meeting_Agenda.pdf,yes,,,,
2023-01-24,County Council,agenda,County Council Agenda 2023-01-24,,packets/raw/agenda_3372.pdf,packets/text/agenda_3372.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/1/3372_A_County_Council_23-01-24_Meeting_Agenda.pdf,yes,,,,
2023-01-31,County Council,agenda,County Council Agenda 2023-01-31,,packets/raw/agenda_3374.pdf,packets/text/agenda_3374.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/1/3374_A_County_Council_23-01-31_Meeting_Agenda.pdf,yes,,,,
2023-02-07,County Council,agenda,County Council Agenda 2023-02-07,,packets/raw/agenda_3376.pdf,packets/text/agenda_3376.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/2/3376_A_County_Council_23-02-07_Meeting_Agenda.pdf,yes,,,,
2023-02-21,County Council,agenda,County Council Agenda 2023-02-21,,packets/raw/agenda_3379.pdf,packets/text/agenda_3379.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/2/3379_A_County_Council_23-02-21_Meeting_Agenda.pdf,yes,,,,
2023-02-28,County Council,agenda,County Council Agenda 2023-02-28,,packets/raw/agenda_3380.pdf,packets/text/agenda_3380.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/2/3380_A_County_Council_23-02-28_Meeting_Agenda.pdf,yes,,,,
2023-03-07,County Council,agenda,County Council Agenda 2023-03-07,,packets/raw/agenda_3391.pdf,packets/text/agenda_3391.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/3/3391_A_County_Council_23-03-07_Meeting_Agenda.pdf,yes,,,,
2023-03-14,County Council,agenda,County Council Agenda 2023-03-14,,packets/raw/agenda_3392.pdf,packets/text/agenda_3392.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/3/3392_A_County_Council_23-03-14_Meeting_Agenda.pdf,yes,,,,
2023-03-21,County Council,agenda,County Council Agenda 2023-03-21,,packets/raw/agenda_3393.pdf,packets/text/agenda_3393.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/3/3393_A_County_Council_23-03-21_Meeting_Agenda.pdf,yes,,,,
2023-03-28,County Council,agenda,County Council Agenda 2023-03-28,,packets/raw/agenda_3394.pdf,packets/text/agenda_3394.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/3/3394_A_County_Council_23-03-28_Meeting_Agenda.pdf,yes,,,,
2023-04-04,County Council,agenda,County Council Agenda 2023-04-04,,packets/raw/agenda_3407.pdf,packets/text/agenda_3407.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/4/3407_A_County_Council_23-04-04_Meeting_Agenda.pdf,yes,,,,
2023-04-18,County Council,agenda,County Council Agenda 2023-04-18,,packets/raw/agenda_3409.pdf,packets/text/agenda_3409.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/4/3409_A_County_Council_23-04-18_Meeting_Agenda.pdf,yes,,,,
2023-04-25,County Council,agenda,County Council Agenda 2023-04-25,,packets/raw/agenda_3410.pdf,packets/text/agenda_3410.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/4/3410_A_County_Council_23-04-25_Meeting_Agenda.pdf,yes,,,,
2023-05-02,County Council,agenda,County Council Agenda 2023-05-02,,packets/raw/agenda_3411.pdf,packets/text/agenda_3411.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/5/3411_A_County_Council_23-05-02_Meeting_Agenda.pdf,yes,,,,
2023-05-09,County Council,agenda,County Council Agenda 2023-05-09,,packets/raw/agenda_3412.pdf,packets/text/agenda_3412.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/5/3412_A_County_Council_23-05-09_Meeting_Agenda.pdf,yes,,,,
2023-05-16,County Council,agenda,County Council Agenda 2023-05-16,,packets/raw/agenda_3413.pdf,packets/text/agenda_3413.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/5/3413_A_County_Council_23-05-16_Meeting_Agenda.pdf,yes,,,,
2023-05-23,County Council,agenda,County Council Agenda 2023-05-23,,packets/raw/agenda_3414.pdf,packets/text/agenda_3414.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/5/3414_A_County_Council_23-05-23_Meeting_Agenda.pdf,yes,,,,
2023-06-06,County Council,agenda,County Council Agenda 2023-06-06,,packets/raw/agenda_3435.pdf,packets/text/agenda_3435.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/6/3435_A_County_Council_23-06-06_Meeting_Agenda.pdf,yes,,,,
2023-06-13,County Council,agenda,County Council Agenda 2023-06-13,,packets/raw/agenda_3436.pdf,packets/text/agenda_3436.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/6/3436_A_County_Council_23-06-13_Meeting_Agenda.pdf,yes,,,,
2023-06-20,County Council,agenda,County Council Agenda 2023-06-20,,packets/raw/agenda_3437.pdf,packets/text/agenda_3437.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/6/3437_A_County_Council_23-06-20_Meeting_Agenda.pdf,yes,,,,
2023-06-20,County Council,agenda,County Council Agenda 2023-06-20,,packets/raw/agenda_3447.pdf,packets/text/agenda_3447.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/6/3447_A_County_Council_23-06-20_Meeting_Agenda.pdf,yes,,,,
2023-06-27,County Council,agenda,County Council Agenda 2023-06-27,,packets/raw/agenda_3452.pdf,packets/text/agenda_3452.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/6/3452_A_County_Council_23-06-27_Meeting_Agenda.pdf,yes,,,,
2023-07-11,County Council,agenda,County Council Agenda 2023-07-11,,packets/raw/agenda_3458.pdf,packets/text/agenda_3458.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/7/3458_A_County_Council_23-07-11_Meeting_Agenda.pdf,yes,,,,
2023-07-18,County Council,agenda,County Council Agenda 2023-07-18,,packets/raw/agenda_3460.pdf,packets/text/agenda_3460.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/7/3460_A_County_Council_23-07-18_Meeting_Agenda.pdf,yes,,,,
2023-08-01,County Council,agenda,County Council Agenda 2023-08-01,,packets/raw/agenda_3463.pdf,packets/text/agenda_3463.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/8/3463_A_County_Council_23-08-01_Meeting_Agenda.pdf,yes,,,,
2023-08-08,County Council,agenda,County Council Agenda 2023-08-08,,packets/raw/agenda_3467.pdf,packets/text/agenda_3467.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/8/3467_A_County_Council_23-08-08_Meeting_Agenda.pdf,yes,,,,
2023-08-15,County Council,agenda,County Council Agenda 2023-08-15,,packets/raw/agenda_3468.pdf,packets/text/agenda_3468.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/8/3468_A_County_Council_23-08-15_Meeting_Agenda.pdf,yes,,,,
2023-08-22,County Council,agenda,County Council Agenda 2023-08-22,,packets/raw/agenda_3476.pdf,packets/text/agenda_3476.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/8/3476_A_County_Council_23-08-22_Meeting_Agenda.pdf,yes,,,,
2023-08-29,County Council,agenda,County Council Agenda 2023-08-29,,packets/raw/agenda_3477.pdf,packets/text/agenda_3477.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/8/3477_A_County_Council_23-08-29_Meeting_Agenda.pdf,yes,,,,
2023-08-24,County Council,agenda,County Council Agenda 2023-08-24,,packets/raw/agenda_3482.pdf,packets/text/agenda_3482.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/8/3482_A_County_Council_23-08-24_Meeting_Agenda.pdf,yes,,,,
2023-09-12,County Council,agenda,County Council Agenda 2023-09-12,,packets/raw/agenda_3485.pdf,packets/text/agenda_3485.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/9/3485_A_County_Council_23-09-12_Meeting_Agenda.pdf,yes,,,,
2023-09-19,County Council,agenda,County Council Agenda 2023-09-19,,packets/raw/agenda_3486.pdf,packets/text/agenda_3486.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/9/3486_A_County_Council_23-09-19_Meeting_Agenda.pdf,yes,,,,
2023-09-26,County Council,agenda,County Council Agenda 2023-09-26,,packets/raw/agenda_3488.pdf,packets/text/agenda_3488.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/9/3488_A_County_Council_23-09-26_Meeting_Agenda.pdf,yes,,,,
2023-10-17,County Council,agenda,County Council Agenda 2023-10-17,,packets/raw/agenda_3491.pdf,packets/text/agenda_3491.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/10/3491_A_County_Council_23-10-17_Meeting_Agenda.pdf,yes,,,,
2023-10-03,County Council,agenda,County Council Agenda 2023-10-03,,packets/raw/agenda_3492.pdf,packets/text/agenda_3492.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/10/3492_A_County_Council_23-10-03_Meeting_Agenda.pdf,yes,,,,
2023-10-10,County Council,agenda,County Council Agenda 2023-10-10,,packets/raw/agenda_3493.pdf,packets/text/agenda_3493.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/10/3493_A_County_Council_23-10-10_Meeting_Agenda.pdf,yes,,,,
2023-10-24,County Council,agenda,County Council Agenda 2023-10-24,,packets/raw/agenda_3494.pdf,packets/text/agenda_3494.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/10/3494_A_County_Council_23-10-24_Meeting_Agenda.pdf,yes,,,,
2023-10-24,County Council,agenda,County Council Agenda 2023-10-24,,packets/raw/agenda_3496.pdf,packets/text/agenda_3496.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/10/3496_A_County_Council_23-10-24_Meeting_Agenda.pdf,yes,,,,
2023-10-31,County Council,agenda,County Council Agenda 2023-10-31,,packets/raw/agenda_3498.pdf,packets/text/agenda_3498.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/10/3498_A_County_Council_23-10-31_Meeting_Agenda.pdf,yes,,,,
2023-11-07,County Council,agenda,County Council Agenda 2023-11-07,,packets/raw/agenda_3499.pdf,packets/text/agenda_3499.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/11/3499_A_County_Council_23-11-07_Meeting_Agenda.pdf,yes,,,,
2023-12-05,County Council,agenda,County Council Agenda 2023-12-05,,packets/raw/agenda_3508.pdf,packets/text/agenda_3508.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/12/3508_A_County_Council_23-12-05_Meeting_Agenda.pdf,yes,,,,
2023-11-14,County Council,agenda,County Council Agenda 2023-11-14,,packets/raw/agenda_3510.pdf,packets/text/agenda_3510.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/11/3510_A_County_Council_23-11-14_Meeting_Agenda.pdf,yes,,,,
2023-11-21,County Council,agenda,County Council Agenda 2023-11-21,,packets/raw/agenda_3511.pdf,packets/text/agenda_3511.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/11/3511_A_County_Council_23-11-21_Meeting_Agenda.pdf,yes,,,,
2023-12-05,County Council,agenda,County Council Agenda 2023-12-05,,packets/raw/agenda_3516.pdf,packets/text/agenda_3516.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/12/3516_A_County_Council_23-12-05_Meeting_Agenda.pdf,yes,,,,
2023-12-12,County Council,agenda,County Council Agenda 2023-12-12,,packets/raw/agenda_3518.pdf,packets/text/agenda_3518.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/12/3518_A_County_Council_23-12-12_Meeting_Agenda.pdf,yes,,,,
2023-12-12,County Council,agenda,County Council Agenda 2023-12-12,,packets/raw/agenda_3523.pdf,packets/text/agenda_3523.txt,pdf,https://slco.legistar1.com/slco/meetings/2023/12/3523_A_County_Council_23-12-12_Meeting_Agenda.pdf,yes,,,,
2024-01-09,County Council,agenda,County Council Agenda 2024-01-09,,packets/raw/agenda_3524.pdf,packets/text/agenda_3524.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/1/3524_A_County_Council_24-01-09_Meeting_Agenda.pdf,yes,,,,
2024-01-23,County Council,agenda,County Council Agenda 2024-01-23,,packets/raw/agenda_3534.pdf,packets/text/agenda_3534.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/1/3534_A_County_Council_24-01-23_Meeting_Agenda.pdf,yes,,,,
2024-01-11,County Council,agenda,County Council Agenda 2024-01-11,,packets/raw/agenda_3535.pdf,packets/text/agenda_3535.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/1/3535_A_County_Council_24-01-11_Meeting_Agenda.pdf,yes,,,,
2024-01-30,County Council,agenda,County Council Agenda 2024-01-30,,packets/raw/agenda_3536.pdf,packets/text/agenda_3536.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/1/3536_A_County_Council_24-01-30_Meeting_Agenda.pdf,yes,,,,
2024-01-23,County Council,agenda,County Council Agenda 2024-01-23,,packets/raw/agenda_3537.pdf,packets/text/agenda_3537.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/1/3537_A_County_Council_24-01-23_Meeting_Agenda.pdf,yes,,,,
2024-02-06,County Council,agenda,County Council Agenda 2024-02-06,,packets/raw/agenda_3538.pdf,packets/text/agenda_3538.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/2/3538_A_County_Council_24-02-06_Meeting_Agenda.pdf,yes,,,,
2024-02-27,County Council,agenda,County Council Agenda 2024-02-27,,packets/raw/agenda_3540.pdf,packets/text/agenda_3540.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/2/3540_A_County_Council_24-02-27_Meeting_Agenda.pdf,yes,,,,
2024-03-05,County Council,agenda,County Council Agenda 2024-03-05,,packets/raw/agenda_3541.pdf,packets/text/agenda_3541.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/3/3541_A_County_Council_24-03-05_Meeting_Agenda.pdf,yes,,,,
2024-02-20,County Council,agenda,County Council Agenda 2024-02-20,,packets/raw/agenda_3542.pdf,packets/text/agenda_3542.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/2/3542_A_County_Council_24-02-20_Meeting_Agenda.pdf,yes,,,,
2024-03-12,County Council,agenda,County Council Agenda 2024-03-12,,packets/raw/agenda_3545.pdf,packets/text/agenda_3545.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/3/3545_A_County_Council_24-03-12_Meeting_Agenda.pdf,yes,,,,
2024-03-19,County Council,agenda,County Council Agenda 2024-03-19,,packets/raw/agenda_3546.pdf,packets/text/agenda_3546.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/3/3546_A_County_Council_24-03-19_Meeting_Agenda.pdf,yes,,,,
2024-03-26,County Council,agenda,County Council Agenda 2024-03-26,,packets/raw/agenda_3559.pdf,packets/text/agenda_3559.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/3/3559_A_County_Council_24-03-26_Meeting_Agenda.pdf,yes,,,,
2024-04-09,County Council,agenda,County Council Agenda 2024-04-09,,packets/raw/agenda_3560.pdf,packets/text/agenda_3560.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/4/3560_A_County_Council_24-04-09_Meeting_Agenda.pdf,yes,,,,
2024-04-16,County Council,agenda,County Council Agenda 2024-04-16,,packets/raw/agenda_3566.pdf,packets/text/agenda_3566.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/4/3566_A_County_Council_24-04-16_Meeting_Agenda.pdf,yes,,,,
2024-04-23,County Council,agenda,County Council Agenda 2024-04-23,,packets/raw/agenda_3568.pdf,packets/text/agenda_3568.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/4/3568_A_County_Council_24-04-23_Meeting_Agenda.pdf,yes,,,,
2024-05-07,County Council,agenda,County Council Agenda 2024-05-07,,packets/raw/agenda_3573.pdf,packets/text/agenda_3573.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/5/3573_A_County_Council_24-05-07_Meeting_Agenda.pdf,yes,,,,
2024-05-14,County Council,agenda,County Council Agenda 2024-05-14,,packets/raw/agenda_3577.pdf,packets/text/agenda_3577.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/5/3577_A_County_Council_24-05-14_Meeting_Agenda.pdf,yes,,,,
2024-05-21,County Council,agenda,County Council Agenda 2024-05-21,,packets/raw/agenda_3579.pdf,packets/text/agenda_3579.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/5/3579_A_County_Council_24-05-21_Meeting_Agenda.pdf,yes,,,,
2024-07-02,County Council,agenda,County Council Agenda 2024-07-02,,packets/raw/agenda_3590.pdf,packets/text/agenda_3590.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/7/3590_A_County_Council_24-07-02_Meeting_Agenda.pdf,yes,,,,
2024-06-04,County Council,agenda,County Council Agenda 2024-06-04,,packets/raw/agenda_3593.pdf,packets/text/agenda_3593.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/6/3593_A_County_Council_24-06-04_Meeting_Agenda.pdf,yes,,,,
2024-06-11,County Council,agenda,County Council Agenda 2024-06-11,,packets/raw/agenda_3594.pdf,packets/text/agenda_3594.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/6/3594_A_County_Council_24-06-11_Meeting_Agenda.pdf,yes,,,,
2024-06-18,County Council,agenda,County Council Agenda 2024-06-18,,packets/raw/agenda_3595.pdf,packets/text/agenda_3595.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/6/3595_A_County_Council_24-06-18_Meeting_Agenda.pdf,yes,,,,
2024-06-25,County Council,agenda,County Council Agenda 2024-06-25,,packets/raw/agenda_3606.pdf,packets/text/agenda_3606.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/6/3606_A_County_Council_24-06-25_Meeting_Agenda.pdf,yes,,,,
2024-06-18,County Council,agenda,County Council Agenda 2024-06-18,,packets/raw/agenda_3607.pdf,packets/text/agenda_3607.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/6/3607_A_County_Council_24-06-18_Meeting_Agenda.pdf,yes,,,,
2024-07-16,County Council,agenda,County Council Agenda 2024-07-16,,packets/raw/agenda_3615.pdf,packets/text/agenda_3615.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/7/3615_A_County_Council_24-07-16_Meeting_Agenda.pdf,yes,,,,
2024-07-23,County Council,agenda,County Council Agenda 2024-07-23,,packets/raw/agenda_3619.pdf,packets/text/agenda_3619.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/7/3619_A_County_Council_24-07-23_Meeting_Agenda.pdf,yes,,,,
2024-08-06,County Council,agenda,County Council Agenda 2024-08-06,,packets/raw/agenda_3622.pdf,packets/text/agenda_3622.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/8/3622_A_County_Council_24-08-06_Meeting_Agenda.pdf,yes,,,,
2024-08-27,County Council,agenda,County Council Agenda 2024-08-27,,packets/raw/agenda_3624.pdf,packets/text/agenda_3624.txt,pdf,https://slco.legistar1.com/slco/meetings/2024/8/3624_A_County_Council_24-08-27_Meeting_Agenda.pdf,yes,,,,
