source,year,week_start,meeting_date,title,slug,chars,ref_id,source_url,file
primegov,2022,2022-02-14,2022-02-16,Special Council Work Session Meeting,special-council-work-session-meeting,5248,2697,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2697,minutes/2022/2022-02-14/2022-02-16_special-council-work-session-meeting.md
primegov,2022,2022-02-28,2022-03-01,Council Work Session Meeting,council-work-session-meeting,41648,2676,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2676,minutes/2022/2022-02-28/2022-03-01_council-work-session-meeting.md
primegov,2022,2022-02-28,2022-03-01,Revised Council Formal Meeting,revised-council-formal-meeting,34019,2680,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2680,minutes/2022/2022-02-28/2022-03-01_revised-council-formal-meeting.md
primegov,2022,2022-03-07,2022-03-08,Council Work Session Meeting,council-work-session-meeting,26469,2686,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2686,minutes/2022/2022-03-07/2022-03-08_council-work-session-meeting.md
primegov,2022,2022-03-07,2022-03-08,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,20249,2683,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2683,minutes/2022/2022-03-07/2022-03-08_redevelopment-agency-rda-meeting.md
primegov,2022,2022-03-21,2022-03-22,Revised - Council Formal Meeting,revised-council-formal-meeting,53446,2694,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2694,minutes/2022/2022-03-21/2022-03-22_revised-council-formal-meeting.md
primegov,2022,2022-03-21,2022-03-22,Revised - Council Work Session Meeting,revised-council-work-session-meeting,37703,2690,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2690,minutes/2022/2022-03-21/2022-03-22_revised-council-work-session-meeting.md
primegov,2022,2022-04-04,2022-04-05,Council Work Session Meeting ,council-work-session-meeting,36652,2721,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2721,minutes/2022/2022-04-04/2022-04-05_council-work-session-meeting.md
primegov,2022,2022-04-11,2022-04-12,Council Work Session Meeting,council-work-session-meeting,40742,2728,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2728,minutes/2022/2022-04-11/2022-04-12_council-work-session-meeting.md
primegov,2022,2022-04-11,2022-04-12,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,16901,2732,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2732,minutes/2022/2022-04-11/2022-04-12_redevelopment-agency-rda-meeting.md
primegov,2022,2022-04-18,2022-04-19,Council Work Session Meeting,council-work-session-meeting,37066,2735,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2735,minutes/2022/2022-04-18/2022-04-19_council-work-session-meeting.md
primegov,2022,2022-04-18,2022-04-19,LBA and Council Formal Meeting,lba-and-council-formal-meeting,52496,2739,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2739,minutes/2022/2022-04-18/2022-04-19_lba-and-council-formal-meeting.md
primegov,2022,2022-05-02,2022-05-03,Council Work Session Meeting,council-work-session-meeting,36341,2762,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2762,minutes/2022/2022-05-02/2022-05-03_council-work-session-meeting.md
primegov,2022,2022-05-02,2022-05-03,"LBA, RDA and Council Formal Meeting",lba-rda-and-council-formal-meeting,48810,2801,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2801,minutes/2022/2022-05-02/2022-05-03_lba-rda-and-council-formal-meeting.md
primegov,2022,2022-05-09,2022-05-10,Council Work Session Meeting,council-work-session-meeting,27999,2770,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2770,minutes/2022/2022-05-09/2022-05-10_council-work-session-meeting.md
primegov,2022,2022-05-09,2022-05-10,Limited Council Formal Meeting,limited-council-formal-meeting,7071,2821,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2821,minutes/2022/2022-05-09/2022-05-10_limited-council-formal-meeting.md
primegov,2022,2022-05-09,2022-05-10,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,13429,2774,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2774,minutes/2022/2022-05-09/2022-05-10_redevelopment-agency-rda-meeting.md
primegov,2022,2022-05-16,2022-05-17,Council Work Session Meeting,council-work-session-meeting,21071,2781,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2781,minutes/2022/2022-05-16/2022-05-17_council-work-session-meeting.md
primegov,2022,2022-05-16,2022-05-17,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,10231,2804,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2804,minutes/2022/2022-05-16/2022-05-17_redevelopment-agency-rda-meeting.md
primegov,2022,2022-05-16,2022-05-17,"Revised - LBA, RDA and Council Formal Meeting ",revised-lba-rda-and-council-formal-meeting,53848,2818,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2818,minutes/2022/2022-05-16/2022-05-17_revised-lba-rda-and-council-formal-meeting.md
primegov,2022,2022-05-23,2022-05-24,Council Work Session Meeting,council-work-session-meeting,31202,2789,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2789,minutes/2022/2022-05-23/2022-05-24_council-work-session-meeting.md
primegov,2022,2022-05-30,2022-06-02,Council Work Session Meeting,council-work-session-meeting,44321,2797,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2797,minutes/2022/2022-05-30/2022-06-02_council-work-session-meeting.md
primegov,2022,2022-05-30,2022-06-02,Limited Council Formal Meeting,limited-council-formal-meeting,3158,2859,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2859,minutes/2022/2022-05-30/2022-06-02_limited-council-formal-meeting.md
primegov,2022,2022-06-06,2022-06-07,Council Work Session Meeting,council-work-session-meeting,36300,2831,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2831,minutes/2022/2022-06-06/2022-06-07_council-work-session-meeting.md
primegov,2022,2022-06-06,2022-06-07,"LBA, RDA and Council Formal Meeting",lba-rda-and-council-formal-meeting,43110,2835,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2835,minutes/2022/2022-06-06/2022-06-07_lba-rda-and-council-formal-meeting.md
primegov,2022,2022-06-06,2022-06-09,Council Work Session Meeting,council-work-session-meeting,17286,2838,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2838,minutes/2022/2022-06-06/2022-06-09_council-work-session-meeting.md
primegov,2022,2022-06-13,2022-06-14,Council Work Session Meeting,council-work-session-meeting,22990,2842,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2842,minutes/2022/2022-06-13/2022-06-14_council-work-session-meeting.md
primegov,2022,2022-06-13,2022-06-14,"LBA, RDA and Council Formal Meeting",lba-rda-and-council-formal-meeting,62949,2846,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2846,minutes/2022/2022-06-13/2022-06-14_lba-rda-and-council-formal-meeting.md
primegov,2022,2022-06-13,2022-06-14,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,11310,2856,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2856,minutes/2022/2022-06-13/2022-06-14_redevelopment-agency-rda-meeting.md
primegov,2022,2022-07-11,2022-07-12,Council Work Session Meeting ,council-work-session-meeting,40347,2849,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2849,minutes/2022/2022-07-11/2022-07-12_council-work-session-meeting.md
primegov,2022,2022-07-11,2022-07-12,Revised Council Formal Meeting,revised-council-formal-meeting,17593,2853,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2853,minutes/2022/2022-07-11/2022-07-12_revised-council-formal-meeting.md
primegov,2022,2022-07-18,2022-07-19,Council Formal Meeting,council-formal-meeting,34930,2869,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2869,minutes/2022/2022-07-18/2022-07-19_council-formal-meeting.md
primegov,2022,2022-07-18,2022-07-19,Council Work Session Meeting,council-work-session-meeting,48664,2865,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2865,minutes/2022/2022-07-18/2022-07-19_council-work-session-meeting.md
primegov,2022,2022-08-08,2022-08-09,Council Work Session Meeting,council-work-session-meeting,28738,2875,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2875,minutes/2022/2022-08-08/2022-08-09_council-work-session-meeting.md
primegov,2022,2022-08-08,2022-08-09,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,18505,2872,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2872,minutes/2022/2022-08-08/2022-08-09_redevelopment-agency-rda-meeting.md
primegov,2022,2022-08-15,2022-08-16,Council Formal Meeting,council-formal-meeting,48022,2886,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2886,minutes/2022/2022-08-15/2022-08-16_council-formal-meeting.md
primegov,2022,2022-08-15,2022-08-16,Council Work Session Meeting ,council-work-session-meeting,31644,2882,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2882,minutes/2022/2022-08-15/2022-08-16_council-work-session-meeting.md
primegov,2022,2022-09-05,2022-09-06,Council Work Session Meeting,council-work-session-meeting,33334,2892,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2892,minutes/2022/2022-09-05/2022-09-06_council-work-session-meeting.md
primegov,2022,2022-09-12,2022-09-13,Council Work Session Meeting,council-work-session-meeting,35968,2902,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2902,minutes/2022/2022-09-12/2022-09-13_council-work-session-meeting.md
primegov,2022,2022-09-12,2022-09-13,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,20421,2899,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2899,minutes/2022/2022-09-12/2022-09-13_redevelopment-agency-rda-meeting.md
primegov,2022,2022-09-19,2022-09-20,Council Formal Meeting,council-formal-meeting,34733,2910,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2910,minutes/2022/2022-09-19/2022-09-20_council-formal-meeting.md
primegov,2022,2022-09-19,2022-09-20,Council Work Session Meeting,council-work-session-meeting,47468,2906,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2906,minutes/2022/2022-09-19/2022-09-20_council-work-session-meeting.md
primegov,2022,2022-10-03,2022-10-04,Revised - Council Formal Meeting,revised-council-formal-meeting,45074,2938,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2938,minutes/2022/2022-10-03/2022-10-04_revised-council-formal-meeting.md
primegov,2022,2022-10-03,2022-10-04,Revised - Council Work Session Meeting,revised-council-work-session-meeting,37343,2934,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2934,minutes/2022/2022-10-03/2022-10-04_revised-council-work-session-meeting.md
primegov,2022,2022-10-10,2022-10-11,Council Work Session Meeting,council-work-session-meeting,25381,2944,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2944,minutes/2022/2022-10-10/2022-10-11_council-work-session-meeting.md
primegov,2022,2022-10-10,2022-10-11,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,23745,2941,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2941,minutes/2022/2022-10-10/2022-10-11_redevelopment-agency-rda-meeting.md
primegov,2022,2022-10-17,2022-10-18,Revised - Council Formal Meeting,revised-council-formal-meeting,69256,2952,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2952,minutes/2022/2022-10-17/2022-10-18_revised-council-formal-meeting.md
primegov,2022,2022-10-17,2022-10-18,Revised - Council Work Session Meeting,revised-council-work-session-meeting,29800,2948,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2948,minutes/2022/2022-10-17/2022-10-18_revised-council-work-session-meeting.md
primegov,2022,2022-11-07,2022-11-10,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,18119,2965,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2965,minutes/2022/2022-11-07/2022-11-10_redevelopment-agency-rda-meeting.md
primegov,2022,2022-11-07,2022-11-10,Revised - Council Formal Meeting,revised-council-formal-meeting,35564,2962,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2962,minutes/2022/2022-11-07/2022-11-10_revised-council-formal-meeting.md
primegov,2022,2022-11-07,2022-11-10,Revised - Council Work Session Meeting,revised-council-work-session-meeting,35091,2958,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2958,minutes/2022/2022-11-07/2022-11-10_revised-council-work-session-meeting.md
primegov,2022,2022-11-21,2022-11-22,Revised - Council Formal Meeting,revised-council-formal-meeting,26130,2972,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2972,minutes/2022/2022-11-21/2022-11-22_revised-council-formal-meeting.md
primegov,2022,2022-11-21,2022-11-22,Revised - Council Work Session Meeting,revised-council-work-session-meeting,35803,2968,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2968,minutes/2022/2022-11-21/2022-11-22_revised-council-work-session-meeting.md
primegov,2022,2022-12-05,2022-12-06,Council Formal Meeting ,council-formal-meeting,20905,2982,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2982,minutes/2022/2022-12-05/2022-12-06_council-formal-meeting.md
primegov,2022,2022-12-05,2022-12-06,Council Work Session Meeting ,council-work-session-meeting,32781,2978,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2978,minutes/2022/2022-12-05/2022-12-06_council-work-session-meeting.md
primegov,2022,2022-12-12,2022-12-13,Council Formal Meeting ,council-formal-meeting,40075,2992,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2992,minutes/2022/2022-12-12/2022-12-13_council-formal-meeting.md
primegov,2022,2022-12-12,2022-12-13,Council Work Session Meeting,council-work-session-meeting,24972,2988,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2988,minutes/2022/2022-12-12/2022-12-13_council-work-session-meeting.md
primegov,2022,2022-12-12,2022-12-13,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,14568,2985,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=2985,minutes/2022/2022-12-12/2022-12-13_redevelopment-agency-rda-meeting.md
primegov,2023,2023-01-02,2023-01-03,Council Formal Meeting ,council-formal-meeting,12075,3059,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3059,minutes/2023/2023-01-02/2023-01-03_council-formal-meeting.md
primegov,2023,2023-01-02,2023-01-03,Council Work Session Meeting,council-work-session-meeting,30287,3055,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3055,minutes/2023/2023-01-02/2023-01-03_council-work-session-meeting.md
primegov,2023,2023-01-09,2023-01-10,Council Work Session Meeting ,council-work-session-meeting,25687,3062,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3062,minutes/2023/2023-01-09/2023-01-10_council-work-session-meeting.md
primegov,2023,2023-01-09,2023-01-10,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,16695,3066,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3066,minutes/2023/2023-01-09/2023-01-10_redevelopment-agency-rda-meeting.md
primegov,2023,2023-01-16,2023-01-17,Council Formal Meeting,council-formal-meeting,24194,3076,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3076,minutes/2023/2023-01-16/2023-01-17_council-formal-meeting.md
primegov,2023,2023-01-16,2023-01-17,Council Work Session Meeting,council-work-session-meeting,29472,3072,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3072,minutes/2023/2023-01-16/2023-01-17_council-work-session-meeting.md
primegov,2023,2023-01-30,2023-01-31,City Council Retreat,city-council-retreat,12557,3086,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3086,minutes/2023/2023-01-30/2023-01-31_city-council-retreat.md
primegov,2023,2023-02-06,2023-02-07,Council Formal Meeting ,council-formal-meeting,46059,3096,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3096,minutes/2023/2023-02-06/2023-02-07_council-formal-meeting.md
primegov,2023,2023-02-06,2023-02-07,Council Work Session Meeting,council-work-session-meeting,47020,3092,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3092,minutes/2023/2023-02-06/2023-02-07_council-work-session-meeting.md
primegov,2023,2023-02-13,2023-02-14,Council Work Session Meeting ,council-work-session-meeting,31304,3102,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3102,minutes/2023/2023-02-13/2023-02-14_council-work-session-meeting.md
primegov,2023,2023-02-13,2023-02-14,Redevelopment Agency (RDA) Meeting ,redevelopment-agency-rda-meeting,13004,3099,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3099,minutes/2023/2023-02-13/2023-02-14_redevelopment-agency-rda-meeting.md
primegov,2023,2023-02-20,2023-02-21,Council Formal Meeting ,council-formal-meeting,40318,3110,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3110,minutes/2023/2023-02-20/2023-02-21_council-formal-meeting.md
primegov,2023,2023-02-20,2023-02-21,Council Work Session Meeting,council-work-session-meeting,26263,3106,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3106,minutes/2023/2023-02-20/2023-02-21_council-work-session-meeting.md
primegov,2023,2023-03-06,2023-03-07,Council Formal Meeting,council-formal-meeting,42874,3117,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3117,minutes/2023/2023-03-06/2023-03-07_council-formal-meeting.md
primegov,2023,2023-03-06,2023-03-07,Council Work Session Meeting,council-work-session-meeting,31685,3113,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3113,minutes/2023/2023-03-06/2023-03-07_council-work-session-meeting.md
primegov,2023,2023-03-13,2023-03-14,Council Work Session Meeting,council-work-session-meeting,25115,3123,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3123,minutes/2023/2023-03-13/2023-03-14_council-work-session-meeting.md
primegov,2023,2023-03-13,2023-03-14,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,16043,3120,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3120,minutes/2023/2023-03-13/2023-03-14_redevelopment-agency-rda-meeting.md
primegov,2023,2023-03-20,2023-03-21,Council Formal Meeting ,council-formal-meeting,44109,3131,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3131,minutes/2023/2023-03-20/2023-03-21_council-formal-meeting.md
primegov,2023,2023-03-20,2023-03-21,Council Work Session Meeting ,council-work-session-meeting,57182,3127,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3127,minutes/2023/2023-03-20/2023-03-21_council-work-session-meeting.md
primegov,2023,2023-04-03,2023-04-04, Council Formal Meeting,council-formal-meeting,30829,3161,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3161,minutes/2023/2023-04-03/2023-04-04_council-formal-meeting.md
primegov,2023,2023-04-03,2023-04-04,Council Work Session Meeting ,council-work-session-meeting,33626,3140,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3140,minutes/2023/2023-04-03/2023-04-04_council-work-session-meeting.md
primegov,2023,2023-04-10,2023-04-11,Council Work Session Meeting,council-work-session-meeting,33758,3150,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3150,minutes/2023/2023-04-10/2023-04-11_council-work-session-meeting.md
primegov,2023,2023-04-10,2023-04-11,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,20884,3147,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3147,minutes/2023/2023-04-10/2023-04-11_redevelopment-agency-rda-meeting.md
primegov,2023,2023-04-17,2023-04-18,Council Work Session Meeting,council-work-session-meeting,19489,3154,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3154,minutes/2023/2023-04-17/2023-04-18_council-work-session-meeting.md
primegov,2023,2023-04-17,2023-04-18,LBA and Council Formal Meeting ,lba-and-council-formal-meeting,51414,3164,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3164,minutes/2023/2023-04-17/2023-04-18_lba-and-council-formal-meeting.md
primegov,2023,2023-05-01,2023-05-02,Council Work Session Meeting ,council-work-session-meeting,34599,3170,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3170,minutes/2023/2023-05-01/2023-05-02_council-work-session-meeting.md
primegov,2023,2023-05-01,2023-05-02,"LBA, RDA and Council Formal Meeting ",lba-rda-and-council-formal-meeting,41394,3167,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3167,minutes/2023/2023-05-01/2023-05-02_lba-rda-and-council-formal-meeting.md
primegov,2023,2023-05-08,2023-05-09,Council Work Session Meeting,council-work-session-meeting,19184,3177,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3177,minutes/2023/2023-05-08/2023-05-09_council-work-session-meeting.md
primegov,2023,2023-05-08,2023-05-09,Redevelopment Agency (RDA) Meeting ,redevelopment-agency-rda-meeting,13575,3174,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3174,minutes/2023/2023-05-08/2023-05-09_redevelopment-agency-rda-meeting.md
primegov,2023,2023-05-15,2023-05-16,Council Work Session Meeting ,council-work-session-meeting,26584,3184,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3184,minutes/2023/2023-05-15/2023-05-16_council-work-session-meeting.md
primegov,2023,2023-05-15,2023-05-16,"LBA, RDA and Council Formal Meeting",lba-rda-and-council-formal-meeting,58974,3188,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3188,minutes/2023/2023-05-15/2023-05-16_lba-rda-and-council-formal-meeting.md
primegov,2023,2023-05-15,2023-05-16,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,12391,3195,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3195,minutes/2023/2023-05-15/2023-05-16_redevelopment-agency-rda-meeting.md
primegov,2023,2023-05-22,2023-05-23,Council Work Session Meeting ,council-work-session-meeting,33612,3191,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3191,minutes/2023/2023-05-22/2023-05-23_council-work-session-meeting.md
primegov,2023,2023-05-29,2023-06-01,Council Work Session Meeting ,council-work-session-meeting,19548,3198,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3198,minutes/2023/2023-05-29/2023-06-01_council-work-session-meeting.md
primegov,2023,2023-06-05,2023-06-06,Council Work Session Meeting ,council-work-session-meeting,28486,3202,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3202,minutes/2023/2023-06-05/2023-06-06_council-work-session-meeting.md
primegov,2023,2023-06-05,2023-06-06,"LBA, RDA an Council Formal Meeting ",lba-rda-an-council-formal-meeting,71889,3206,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3206,minutes/2023/2023-06-05/2023-06-06_lba-rda-an-council-formal-meeting.md
primegov,2023,2023-06-12,2023-06-12,Council Work Session Meeting ,council-work-session-meeting,14592,3219,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3219,minutes/2023/2023-06-12/2023-06-12_council-work-session-meeting.md
primegov,2023,2023-06-12,2023-06-13,Council Work Session Meeting,council-work-session-meeting,24737,3212,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3212,minutes/2023/2023-06-12/2023-06-13_council-work-session-meeting.md
primegov,2023,2023-06-12,2023-06-13,"LBA, RDA and Council Formal Meeting",lba-rda-and-council-formal-meeting,58417,3216,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3216,minutes/2023/2023-06-12/2023-06-13_lba-rda-and-council-formal-meeting.md
primegov,2023,2023-06-12,2023-06-13,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,8392,3209,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3209,minutes/2023/2023-06-12/2023-06-13_redevelopment-agency-rda-meeting.md
primegov,2023,2023-07-10,2023-07-11,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,13372,3233,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3233,minutes/2023/2023-07-10/2023-07-11_redevelopment-agency-rda-meeting.md
primegov,2023,2023-07-10,2023-07-11,Revised Council Formal Meeting,revised-council-formal-meeting,26947,3230,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3230,minutes/2023/2023-07-10/2023-07-11_revised-council-formal-meeting.md
primegov,2023,2023-07-10,2023-07-11,Revised Council Work Session Meeting,revised-council-work-session-meeting,27894,3236,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3236,minutes/2023/2023-07-10/2023-07-11_revised-council-work-session-meeting.md
primegov,2023,2023-07-10,2023-07-13,Council Work Session Meeting ,council-work-session-meeting,9937,3247,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3247,minutes/2023/2023-07-10/2023-07-13_council-work-session-meeting.md
primegov,2023,2023-07-17,2023-07-18,Council Work Session Meeting ,council-work-session-meeting,34033,3240,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3240,minutes/2023/2023-07-17/2023-07-18_council-work-session-meeting.md
primegov,2023,2023-07-17,2023-07-18,Revised Council Formal Meeting,revised-council-formal-meeting,42775,3244,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3244,minutes/2023/2023-07-17/2023-07-18_revised-council-formal-meeting.md
primegov,2023,2023-08-07,2023-08-08,Council Formal Meeting ,council-formal-meeting,28582,3267,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3267,minutes/2023/2023-08-07/2023-08-08_council-formal-meeting.md
primegov,2023,2023-08-07,2023-08-08,Council Work Session Meeting ,council-work-session-meeting,18881,3263,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3263,minutes/2023/2023-08-07/2023-08-08_council-work-session-meeting.md
primegov,2023,2023-08-07,2023-08-08,Revised Redevelopment Agency (RDA) Meeting ,revised-redevelopment-agency-rda-meeting,14377,3260,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3260,minutes/2023/2023-08-07/2023-08-08_revised-redevelopment-agency-rda-meeting.md
primegov,2023,2023-08-14,2023-08-15,Council Formal Meeting ,council-formal-meeting,16083,3254,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3254,minutes/2023/2023-08-14/2023-08-15_council-formal-meeting.md
primegov,2023,2023-08-14,2023-08-15,Council Work Session Meeting ,council-work-session-meeting,27519,3270,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3270,minutes/2023/2023-08-14/2023-08-15_council-work-session-meeting.md
primegov,2023,2023-08-14,2023-08-15,Limited Redevelopment Agency (RDA) Meeting,limited-redevelopment-agency-rda-meeting,7482,3307,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3307,minutes/2023/2023-08-14/2023-08-15_limited-redevelopment-agency-rda-meeting.md
primegov,2023,2023-09-04,2023-09-05,Council Formal Meeting,council-formal-meeting,36052,3287,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3287,minutes/2023/2023-09-04/2023-09-05_council-formal-meeting.md
primegov,2023,2023-09-04,2023-09-05,Council Work Session Meeting,council-work-session-meeting,25743,3280,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3280,minutes/2023/2023-09-04/2023-09-05_council-work-session-meeting.md
primegov,2023,2023-09-11,2023-09-12,Council Work Session Meeting ,council-work-session-meeting,17354,3296,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3296,minutes/2023/2023-09-11/2023-09-12_council-work-session-meeting.md
primegov,2023,2023-09-11,2023-09-12,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,16498,3293,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3293,minutes/2023/2023-09-11/2023-09-12_redevelopment-agency-rda-meeting.md
primegov,2023,2023-09-18,2023-09-19,Council Formal Meeting,council-formal-meeting,28050,3304,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3304,minutes/2023/2023-09-18/2023-09-19_council-formal-meeting.md
primegov,2023,2023-09-18,2023-09-19,Council Work Session Meeting ,council-work-session-meeting,30653,3300,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3300,minutes/2023/2023-09-18/2023-09-19_council-work-session-meeting.md
