date,year,body,title,motion_no,motion,motion_type,action_class,result,mover,seconder,names_recorded,member,vote,source
2021-08-25,2021,PlanningCommission,Planning Commission,3,forward a positive recommendation to the City Council regarding the proposed amendments to section 21A,Conditional Use,recommendation,Positive recommendation 4:1,Adrienne Bell,Maurine Bachman,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,3,forward a positive recommendation to the City Council regarding the proposed amendments to section 21A,Conditional Use,recommendation,Positive recommendation 4:1,Adrienne Bell,Maurine Bachman,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,3,forward a positive recommendation to the City Council regarding the proposed amendments to section 21A,Conditional Use,recommendation,Positive recommendation 4:1,Adrienne Bell,Maurine Bachman,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,3,forward a positive recommendation to the City Council regarding the proposed amendments to section 21A,Conditional Use,recommendation,Positive recommendation 4:1,Adrienne Bell,Maurine Bachman,True,Andres Paredes,Nay,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council to approve PLNPCM2021- 00575,Other,recommendation,Positive recommendation 5:0,Maurine Bachman,Adrienne Bell,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council to approve PLNPCM2021- 00575,Other,recommendation,Positive recommendation 5:0,Maurine Bachman,Adrienne Bell,True,Andres Paredes,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council to approve PLNPCM2021- 00575,Other,recommendation,Positive recommendation 5:0,Maurine Bachman,Adrienne Bell,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council to approve PLNPCM2021- 00575,Other,recommendation,Positive recommendation 5:0,Maurine Bachman,Adrienne Bell,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,4,forward a positive recommendation to the City Council to approve PLNPCM2021- 00575,Other,recommendation,Positive recommendation 5:0,Maurine Bachman,Adrienne Bell,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,5,recommend that the City Council adopt PLNPCM2021-00511 technology related land uses zoning amendments as proposed,Zoning Map Amendment,recommendation,Positive recommendation 5:0,Adrienne Bell,Carolynn Hoskins,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,5,recommend that the City Council adopt PLNPCM2021-00511 technology related land uses zoning amendments as proposed,Zoning Map Amendment,recommendation,Positive recommendation 5:0,Adrienne Bell,Carolynn Hoskins,True,Andres Paredes,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,5,recommend that the City Council adopt PLNPCM2021-00511 technology related land uses zoning amendments as proposed,Zoning Map Amendment,recommendation,Positive recommendation 5:0,Adrienne Bell,Carolynn Hoskins,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,5,recommend that the City Council adopt PLNPCM2021-00511 technology related land uses zoning amendments as proposed,Zoning Map Amendment,recommendation,Positive recommendation 5:0,Adrienne Bell,Carolynn Hoskins,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-08-25,2021,PlanningCommission,Planning Commission,5,recommend that the City Council adopt PLNPCM2021-00511 technology related land uses zoning amendments as proposed,Zoning Map Amendment,recommendation,Positive recommendation 5:0,Adrienne Bell,Carolynn Hoskins,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-08-23/2021-08-25_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,1,"approve the August 25, 2021 meeting minutes",Minutes,procedural,3:0 Pass,Carolynn Hoskins,Maurine Bachman,True,Carolynn Hoskins,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,1,"approve the August 25, 2021 meeting minutes",Minutes,procedural,3:0 Pass,Carolynn Hoskins,Maurine Bachman,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,1,"approve the August 25, 2021 meeting minutes",Minutes,procedural,3:0 Pass,Carolynn Hoskins,Maurine Bachman,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,3,forward a favorable recommendation to the City Council for the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021-00048) amendments with the following conditions:,Master Plan Amendment,recommendation,Negative recommendation 2:3,Amy Barry,Jon Lee,True,Amy Barry,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,3,forward a favorable recommendation to the City Council for the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021-00048) amendments with the following conditions:,Master Plan Amendment,recommendation,Negative recommendation 2:3,Amy Barry,Jon Lee,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,3,forward a favorable recommendation to the City Council for the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021-00048) amendments with the following conditions:,Master Plan Amendment,recommendation,Negative recommendation 2:3,Amy Barry,Jon Lee,True,Brenda Scheer,Nay,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,3,forward a favorable recommendation to the City Council for the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021-00048) amendments with the following conditions:,Master Plan Amendment,recommendation,Negative recommendation 2:3,Amy Barry,Jon Lee,True,Carolynn Hoskins,Nay,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,3,forward a favorable recommendation to the City Council for the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021-00048) amendments with the following conditions:,Master Plan Amendment,recommendation,Negative recommendation 2:3,Amy Barry,Jon Lee,True,Maurine Bachman,Nay,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council deny the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021- 00048) amendments, for the following reasons:",Master Plan Amendment,recommendation,Negative recommendation 3:2,Maurine Bachman,Carolynn Hoskins,True,Brenda Scheer,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council deny the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021- 00048) amendments, for the following reasons:",Master Plan Amendment,recommendation,Negative recommendation 3:2,Maurine Bachman,Carolynn Hoskins,True,Carolynn Hoskins,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council deny the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021- 00048) amendments, for the following reasons:",Master Plan Amendment,recommendation,Negative recommendation 3:2,Maurine Bachman,Carolynn Hoskins,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council deny the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021- 00048) amendments, for the following reasons:",Master Plan Amendment,recommendation,Negative recommendation 3:2,Maurine Bachman,Carolynn Hoskins,True,Amy Barry,Nay,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council deny the Master Plan (PLNPCM2021-00047) and Zoning (PLNPCM2021- 00048) amendments, for the following reasons:",Master Plan Amendment,recommendation,Negative recommendation 3:2,Maurine Bachman,Carolynn Hoskins,True,Jon Lee,Nay,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,5,approve the Conditional Use request (PLNPCM2021-00653) with the conditions listed in the staff report,Conditional Use,final_action,4:0 Approved (Final Action),Maurine Bachman,Carolynn Hoskins,True,Amy Barry,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,5,approve the Conditional Use request (PLNPCM2021-00653) with the conditions listed in the staff report,Conditional Use,final_action,4:0 Approved (Final Action),Maurine Bachman,Carolynn Hoskins,True,Carolynn Hoskins,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,5,approve the Conditional Use request (PLNPCM2021-00653) with the conditions listed in the staff report,Conditional Use,final_action,4:0 Approved (Final Action),Maurine Bachman,Carolynn Hoskins,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-08,2021,PlanningCommission,Planning Commission,5,approve the Conditional Use request (PLNPCM2021-00653) with the conditions listed in the staff report,Conditional Use,final_action,4:0 Approved (Final Action),Maurine Bachman,Carolynn Hoskins,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-09-06/2021-09-08_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,1,approve PLNPCM2021-00372,Special Exception,final_action,7:0 Approved (Final Action),Mike Christensen,Sara Urquhart,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,1,approve PLNPCM2021-00372,Special Exception,final_action,7:0 Approved (Final Action),Mike Christensen,Sara Urquhart,True,Amy Barry,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,1,approve PLNPCM2021-00372,Special Exception,final_action,7:0 Approved (Final Action),Mike Christensen,Sara Urquhart,True,Carolynn Hoskins,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,1,approve PLNPCM2021-00372,Special Exception,final_action,7:0 Approved (Final Action),Mike Christensen,Sara Urquhart,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,1,approve PLNPCM2021-00372,Special Exception,final_action,7:0 Approved (Final Action),Mike Christensen,Sara Urquhart,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,1,approve PLNPCM2021-00372,Special Exception,final_action,7:0 Approved (Final Action),Mike Christensen,Sara Urquhart,True,Mike Christensen,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,1,approve PLNPCM2021-00372,Special Exception,final_action,7:0 Approved (Final Action),Mike Christensen,Sara Urquhart,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,2,"approve the Planned Development petition (PLNPCM2021-00421) and Preliminary Condo Plat (PLNSUB2021- 00789) as proposed, subject to complying with the conditions listed in the staff report",Planned Development,final_action,7:0 Approved (Final Action),Amy Barry,Carolynn Hoskins,True,Amy Barry,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,2,"approve the Planned Development petition (PLNPCM2021-00421) and Preliminary Condo Plat (PLNSUB2021- 00789) as proposed, subject to complying with the conditions listed in the staff report",Planned Development,final_action,7:0 Approved (Final Action),Amy Barry,Carolynn Hoskins,True,Andres Paredes,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,2,"approve the Planned Development petition (PLNPCM2021-00421) and Preliminary Condo Plat (PLNSUB2021- 00789) as proposed, subject to complying with the conditions listed in the staff report",Planned Development,final_action,7:0 Approved (Final Action),Amy Barry,Carolynn Hoskins,True,Carolynn Hoskins,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,2,"approve the Planned Development petition (PLNPCM2021-00421) and Preliminary Condo Plat (PLNSUB2021- 00789) as proposed, subject to complying with the conditions listed in the staff report",Planned Development,final_action,7:0 Approved (Final Action),Amy Barry,Carolynn Hoskins,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,2,"approve the Planned Development petition (PLNPCM2021-00421) and Preliminary Condo Plat (PLNSUB2021- 00789) as proposed, subject to complying with the conditions listed in the staff report",Planned Development,final_action,7:0 Approved (Final Action),Amy Barry,Carolynn Hoskins,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,2,"approve the Planned Development petition (PLNPCM2021-00421) and Preliminary Condo Plat (PLNSUB2021- 00789) as proposed, subject to complying with the conditions listed in the staff report",Planned Development,final_action,7:0 Approved (Final Action),Amy Barry,Carolynn Hoskins,True,Mike Christensen,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,2,"approve the Planned Development petition (PLNPCM2021-00421) and Preliminary Condo Plat (PLNSUB2021- 00789) as proposed, subject to complying with the conditions listed in the staff report",Planned Development,final_action,7:0 Approved (Final Action),Amy Barry,Carolynn Hoskins,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,3,"vote to APPROVE the Design Review application for the @2100 II Apartments located at approximately 1967 S 300 West, file PLNPCM2021-00204",Design Review,final_action,8:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,3,"vote to APPROVE the Design Review application for the @2100 II Apartments located at approximately 1967 S 300 West, file PLNPCM2021-00204",Design Review,final_action,8:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Amy Barry,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,3,"vote to APPROVE the Design Review application for the @2100 II Apartments located at approximately 1967 S 300 West, file PLNPCM2021-00204",Design Review,final_action,8:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Andres Paredes,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,3,"vote to APPROVE the Design Review application for the @2100 II Apartments located at approximately 1967 S 300 West, file PLNPCM2021-00204",Design Review,final_action,8:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Carolynn Hoskins,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,3,"vote to APPROVE the Design Review application for the @2100 II Apartments located at approximately 1967 S 300 West, file PLNPCM2021-00204",Design Review,final_action,8:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,3,"vote to APPROVE the Design Review application for the @2100 II Apartments located at approximately 1967 S 300 West, file PLNPCM2021-00204",Design Review,final_action,8:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,3,"vote to APPROVE the Design Review application for the @2100 II Apartments located at approximately 1967 S 300 West, file PLNPCM2021-00204",Design Review,final_action,8:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Mike Christensen,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,3,"vote to APPROVE the Design Review application for the @2100 II Apartments located at approximately 1967 S 300 West, file PLNPCM2021-00204",Design Review,final_action,8:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council approve the proposed text amendment, PLNPCM2021-00635 Significant Water Consuming Land Uses Text Amendment",Zoning Text Amendment,recommendation,Positive recommendation 8:0,Maurine Bachman,Amy Barry,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council approve the proposed text amendment, PLNPCM2021-00635 Significant Water Consuming Land Uses Text Amendment",Zoning Text Amendment,recommendation,Positive recommendation 8:0,Maurine Bachman,Amy Barry,True,Amy Barry,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council approve the proposed text amendment, PLNPCM2021-00635 Significant Water Consuming Land Uses Text Amendment",Zoning Text Amendment,recommendation,Positive recommendation 8:0,Maurine Bachman,Amy Barry,True,Andres Paredes,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council approve the proposed text amendment, PLNPCM2021-00635 Significant Water Consuming Land Uses Text Amendment",Zoning Text Amendment,recommendation,Positive recommendation 8:0,Maurine Bachman,Amy Barry,True,Carolynn Hoskins,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council approve the proposed text amendment, PLNPCM2021-00635 Significant Water Consuming Land Uses Text Amendment",Zoning Text Amendment,recommendation,Positive recommendation 8:0,Maurine Bachman,Amy Barry,True,Jon Lee,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council approve the proposed text amendment, PLNPCM2021-00635 Significant Water Consuming Land Uses Text Amendment",Zoning Text Amendment,recommendation,Positive recommendation 8:0,Maurine Bachman,Amy Barry,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council approve the proposed text amendment, PLNPCM2021-00635 Significant Water Consuming Land Uses Text Amendment",Zoning Text Amendment,recommendation,Positive recommendation 8:0,Maurine Bachman,Amy Barry,True,Mike Christensen,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-09-22,2021,PlanningCommission,Planning Commission,4,"recommend that the City Council approve the proposed text amendment, PLNPCM2021-00635 Significant Water Consuming Land Uses Text Amendment",Zoning Text Amendment,recommendation,Positive recommendation 8:0,Maurine Bachman,Amy Barry,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-09-20/2021-09-22_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,1,approve the request for Design Review located at approximately 850 & 870 E,Design Review,final_action,6:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,1,approve the request for Design Review located at approximately 850 & 870 E,Design Review,final_action,6:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Andra Ghent,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,1,approve the request for Design Review located at approximately 850 & 870 E,Design Review,final_action,6:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Brenda Scheer,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,1,approve the request for Design Review located at approximately 850 & 870 E,Design Review,final_action,6:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,1,approve the request for Design Review located at approximately 850 & 870 E,Design Review,final_action,6:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Mike Christensen,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,1,approve the request for Design Review located at approximately 850 & 870 E,Design Review,final_action,6:0 Approved (Final Action),Sara Urquhart,Adrienne Bell,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,2,the fence and provide landscaping,Planned Development,final_action,6:0 Approved (Final Action),Brenda Scheer,Mike Christensen,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,2,the fence and provide landscaping,Planned Development,final_action,6:0 Approved (Final Action),Brenda Scheer,Mike Christensen,True,Andra Ghent,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,2,the fence and provide landscaping,Planned Development,final_action,6:0 Approved (Final Action),Brenda Scheer,Mike Christensen,True,Brenda Scheer,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,2,the fence and provide landscaping,Planned Development,final_action,6:0 Approved (Final Action),Brenda Scheer,Mike Christensen,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,2,the fence and provide landscaping,Planned Development,final_action,6:0 Approved (Final Action),Brenda Scheer,Mike Christensen,True,Mike Christensen,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,2,the fence and provide landscaping,Planned Development,final_action,6:0 Approved (Final Action),Brenda Scheer,Mike Christensen,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,3,"approve the Design Review and Planned Development, as presented in petition PLNPCM2020-00168 & PLNPCM2020-00167 with the following conditions:",Planned Development,final_action,5:1 Approved (Final Action),Sara Urquhart,Maurine Bachman,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,3,"approve the Design Review and Planned Development, as presented in petition PLNPCM2020-00168 & PLNPCM2020-00167 with the following conditions:",Planned Development,final_action,5:1 Approved (Final Action),Sara Urquhart,Maurine Bachman,True,Andra Ghent,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,3,"approve the Design Review and Planned Development, as presented in petition PLNPCM2020-00168 & PLNPCM2020-00167 with the following conditions:",Planned Development,final_action,5:1 Approved (Final Action),Sara Urquhart,Maurine Bachman,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,3,"approve the Design Review and Planned Development, as presented in petition PLNPCM2020-00168 & PLNPCM2020-00167 with the following conditions:",Planned Development,final_action,5:1 Approved (Final Action),Sara Urquhart,Maurine Bachman,True,Mike Christensen,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,3,"approve the Design Review and Planned Development, as presented in petition PLNPCM2020-00168 & PLNPCM2020-00167 with the following conditions:",Planned Development,final_action,5:1 Approved (Final Action),Sara Urquhart,Maurine Bachman,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,3,"approve the Design Review and Planned Development, as presented in petition PLNPCM2020-00168 & PLNPCM2020-00167 with the following conditions:",Planned Development,final_action,5:1 Approved (Final Action),Sara Urquhart,Maurine Bachman,True,Brenda Scheer,Nay,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,4,approve the request PLNPCM2021-00524 Gabbott’s Row Planned Development with the conditions listed in the staff report,Planned Development,final_action,6:0 Approved (Final Action),,Maurine Bachman,True,Adrienne Bell,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,4,approve the request PLNPCM2021-00524 Gabbott’s Row Planned Development with the conditions listed in the staff report,Planned Development,final_action,6:0 Approved (Final Action),,Maurine Bachman,True,Andra Ghent,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,4,approve the request PLNPCM2021-00524 Gabbott’s Row Planned Development with the conditions listed in the staff report,Planned Development,final_action,6:0 Approved (Final Action),,Maurine Bachman,True,Brenda Scheer,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,4,approve the request PLNPCM2021-00524 Gabbott’s Row Planned Development with the conditions listed in the staff report,Planned Development,final_action,6:0 Approved (Final Action),,Maurine Bachman,True,Maurine Bachman,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,4,approve the request PLNPCM2021-00524 Gabbott’s Row Planned Development with the conditions listed in the staff report,Planned Development,final_action,6:0 Approved (Final Action),,Maurine Bachman,True,Mike Christensen,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
2021-10-13,2021,PlanningCommission,Planning Commission,4,approve the request PLNPCM2021-00524 Gabbott’s Row Planned Development with the conditions listed in the staff report,Planned Development,final_action,6:0 Approved (Final Action),,Maurine Bachman,True,Sara Urquhart,Aye,planning_commission/minutes/2021/2021-10-11/2021-10-13_planning-commission-meeting.md
