date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,source,pmn_body,notice_url,bytes,sha256,doc_class,fetch_status,text_path,text_chars
2022-06-16,601..Staff Report - final.pdf,PlanningCommission,,staff_report,https://www.utah.gov/pmn/files/858607.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-16/858607_601..Staff_Report_-_final.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/759941.html,492229,f4b77f33bff35bb2,staff_report,ok,text/858607_601..Staff_Report_-_final.txt,12391
2022-06-28,06-28-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864781.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864781_06-28-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,158898,c0652c4d90e46dbf,,,,
2022-06-28,5.2 - UPD Emigration Canyon Monthly Report May 2022.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864783.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864783_5.2_-_UPD_Emigration_Canyon_Monthly_Report_May_2022.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,94570,771db42f6e1d151d,,,,
2022-06-28,5.3 (a) - 2021 Firework Restriction Ordinance.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864785.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864785_5.3_a_-_2021_Firework_Restriction_Ordinance.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,8446017,ec74f6faf22a6e78,,,,
2022-06-28,5.4 - Animal Services - Protect Your Pet from Summer Fun.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864787.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864787_5.4_-_Animal_Services_-_Protect_Your_Pet_from_Summer_Fun.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,116817,419a46af01953f04,,,,
2022-06-28,5.4 - Protect Your Pet from Summer Fun.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864789.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864789_5.4_-_Protect_Your_Pet_from_Summer_Fun.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,116801,a4f4e140daf9d917,,,,
2022-06-28,6.13 (a) - 04-28-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864799.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864799_6.13_a_-_04-28-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,166072,e50f29c4d3f412c5,,,,
2022-06-28,6.13 (b) - 05-24-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864801.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864801_6.13_b_-_05-24-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,215456,7d4ee230ad210dee,,,,
2022-06-28,6.4 - Emigration Canyon Metro Township ULCT Dues Letter 2022-2023.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864795.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864795_6.4_-_Emigration_Canyon_Metro_Township_ULCT_Dues_Letter_2022-2023.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,328585,97783c269c8e3b66,,,,
2022-06-28,6.4 - FY 2023 Dues Invoice - Emigration Canyon Metro Township.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864791.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864791_6.4_-_FY_2023_Dues_Invoice_-_Emigration_Canyon_Metro_Township.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,276862,2eb327ac63b44e87,,,,
2022-06-28,"6.4 - ULCT 2021-2022 Advocacy, Engagement, and Operations Report.pdf",Council,,supporting_docs,https://www.utah.gov/pmn/files/864793.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864793_6.4_-_ULCT_2021-2022_Advocacy_Engagement_and_Operations_Report.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,2388219,10b6dd3b50f32882,,,,
2022-06-28,6.8 - Greater Salt Lake MSD draft 6.1.22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/864797.pdf,2026-07-14,text,pdftotext -layout,raw/2022-06-28/864797_6.8_-_Greater_Salt_Lake_MSD_draft_6.1.22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/765619.html,2262579,806be169e774b8af,,,,
2022-07-14,220714_EmigrationPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/867473.pdf,2026-07-14,text,pdftotext -layout,raw/2022-07-14/867473_220714_EmigrationPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/766375.html,2147481,24546e9186afdf96,,,,
2022-07-26,07-26-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/872937.pdf,2026-07-14,text,pdftotext -layout,raw/2022-07-26/872937_07-26-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/770993.html,159127,827a783a80a054d2,,,,
2022-07-26,7.2 - Emigration Canyon Metro Township Emergency Communications Plan draft.docx,Council,Emergency,supporting_docs,https://www.utah.gov/pmn/files/872939.docx,2026-07-14,text,none (docx raw retained),raw/2022-07-26/872939_7.2_-_Emigration_Canyon_Metro_Township_Emergency_Communications_Plan_draft.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/770993.html,194704,1e40c237045a033a,,,,
2022-08-11,2022-04-18 Pinecrest Shared Driveway - Evan Glassman.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/879047.pdf,2026-07-14,text,pdftotext -layout,raw/2022-08-11/879047_2022-04-18_Pinecrest_Shared_Driveway_-_Evan_Glassman.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/771907.html,4893887,509192f04afb7905,,,,
2022-08-11,220811_EmigrationPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/877441.pdf,2026-07-14,text,pdftotext -layout,raw/2022-08-11/877441_220811_EmigrationPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/771907.html,4655958,b2433d13db2df1be,,,,
2022-08-11,Emigration Canyon MT_Dark Sky Ordinance Draft_07212022.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/874475.pdf,2026-07-14,text,pdftotext -layout,raw/2022-08-11/874475_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_07212022.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/771907.html,1505829,4375e2366c8da4d6,,,,
2022-08-23,08-23-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/882861.pdf,2026-07-14,text,pdftotext -layout,raw/2022-08-23/882861_08-23-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/776823.html,158949,d06ce9083afd3714,,,,
2022-08-23,5.2 - UPD Emigration Canyon Monthly Report July 2022.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/882849.docx,2026-07-14,text,none (docx raw retained),raw/2022-08-23/882849_5.2_-_UPD_Emigration_Canyon_Monthly_Report_July_2022.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/776823.html,47387,3a9055edab320c99,,,,
2022-08-23,6.3 - Emergency Operations Plan - Emigration Canyon.pdf,Council,Emergency,supporting_docs,https://www.utah.gov/pmn/files/882859.pdf,2026-07-14,text,pdftotext -layout,raw/2022-08-23/882859_6.3_-_Emergency_Operations_Plan_-_Emigration_Canyon.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/776823.html,391324,ba12d43e8680c196,,,,
2022-08-23,6.6 - Emigration Canyon _ Code Updates Assembled_ Phase 1 08032022.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/882851.pdf,2026-07-14,text,pdftotext -layout,raw/2022-08-23/882851_6.6_-_Emigration_Canyon_Code_Updates_Assembled_Phase_1_08032022.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/776823.html,1465563,f325b0a64295bf54,,,,
2022-08-23,6.6 - Emigration Canyon_Staff Report_Code Updates_08032022.pdf,Council,,staff_report,https://www.utah.gov/pmn/files/882853.pdf,2026-07-14,text,pdftotext -layout,raw/2022-08-23/882853_6.6_-_Emigration_Canyon_Staff_Report_Code_Updates_08032022.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/776823.html,381202,f26be7f1b8cc8ce6,staff_report,ok,text/882853_6.6_-_Emigration_Canyon_Staff_Report_Code_Updates_08032022.txt,16677
2022-09-15,Emigration Canyon MT_Dark Sky Ordinance Draft_08302022.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/885819.pdf,2026-07-14,text,pdftotext -layout,raw/2022-09-15/885819_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_08302022.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/778485.html,1985820,322283e8c57e5d9c,,,,
2022-09-15,Emigration Canyon_Staff Report_Dark Sky Updates.pdf,PlanningCommission,,staff_report,https://www.utah.gov/pmn/files/885817.pdf,2026-07-14,text,pdftotext -layout,raw/2022-09-15/885817_Emigration_Canyon_Staff_Report_Dark_Sky_Updates.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/778485.html,260280,d719a47a8a5d5d16,staff_report,ok,text/885817_Emigration_Canyon_Staff_Report_Dark_Sky_Updates.txt,21877
2022-09-27,09-27-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/895227.pdf,2026-07-14,text,pdftotext -layout,raw/2022-09-27/895227_09-27-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/783939.html,157363,6a5f44a7c5f9853d,,,,
2022-09-27,2022.09.24 EOP Resolution x2.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/895397.pdf,2026-07-14,text,pdftotext -layout,raw/2022-09-27/895397_2022.09.24_EOP_Resolution_x2.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/783939.html,105588,7a4992a7157da1cb,,,,
2022-09-27,5.2 - UPD Emigration Canyon Monthly Report August 2022.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/895233.docx,2026-07-14,text,none (docx raw retained),raw/2022-09-27/895233_5.2_-_UPD_Emigration_Canyon_Monthly_Report_August_2022.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/783939.html,45695,b50f792b60f87084,,,,
2022-10-13,ECMT_Dark Sky Ordinance Draft_Round 3 10_06_2022.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/899503.pdf,2026-07-14,text,pdftotext -layout,raw/2022-10-13/899503_ECMT_Dark_Sky_Ordinance_Draft_Round_3_10_06_2022.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/784697.html,1950341,753a451378dad044,,,,
2022-10-13,ECMT_Staff Report_Dark Sky Updates_Round 3 10_06_2022.pdf,PlanningCommission,,staff_report,https://www.utah.gov/pmn/files/899505.pdf,2026-07-14,text,pdftotext -layout,raw/2022-10-13/899505_ECMT_Staff_Report_Dark_Sky_Updates_Round_3_10_06_2022.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/784697.html,1021028,974c8db5753a0b55,staff_report,ok,text/899505_ECMT_Staff_Report_Dark_Sky_Updates_Round_3_10_06_2022.txt,71531
2022-10-25,10-25-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/904855.pdf,2026-07-14,text,pdftotext -layout,raw/2022-10-25/904855_10-25-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/789889.html,159970,7b808e3ccf7e07a8,,,,
2022-10-25,5.2 - UPD Emigration Canyon Monthly Report Sept 2022.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/904845.docx,2026-07-14,text,none (docx raw retained),raw/2022-10-25/904845_5.2_-_UPD_Emigration_Canyon_Monthly_Report_Sept_2022.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/789889.html,48685,2eb37411a6563c09,,,,
2022-10-25,5.3 - WFWRD Report for Emigration Canyon Council-2023 Proposed Budget and Fee Increase.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/904847.pdf,2026-07-14,text,pdftotext -layout,raw/2022-10-25/904847_5.3_-_WFWRD_Report_for_Emigration_Canyon_Council-2023_Proposed_Budget_and_Fee_Increase.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/789889.html,530118,bc47bbe55a2b5ed2,,,,
2022-10-25,5.4 - Animal Services.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/904849.pdf,2026-07-14,text,pdftotext -layout,raw/2022-10-25/904849_5.4_-_Animal_Services.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/789889.html,5672760,a2df0ba2333d7007,,,,
2022-10-25,6.5 - Camping Ordinance.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/904851.docx,2026-07-14,text,none (docx raw retained),raw/2022-10-25/904851_6.5_-_Camping_Ordinance.docx,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/789889.html,29814,539784201ab9d7f5,,,,
2022-11-15,11-15-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/912313.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/912313_11-15-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,162782,740a83767f955bd0,,,,
2022-11-15,4.1 - FAQ - Municipal Energy Sales and Use Tax.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913471.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913471_4.1_-_FAQ_-_Municipal_Energy_Sales_and_Use_Tax.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,89787,759633e7680332da,,,,
2022-11-15,4.1 - FAQ - Telecommunication Tax.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913473.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913473_4.1_-_FAQ_-_Telecommunication_Tax.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,113308,a0b86422a7213d03,,,,
2022-11-15,4.1 - Ordinance Energy Tax 11.14.22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913475.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913475_4.1_-_Ordinance_Energy_Tax_11.14.22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,191736,f71434a104202299,,,,
2022-11-15,4.2 - Emigration 2023 Approved Budget.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913477.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913477_4.2_-_Emigration_2023_Approved_Budget.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,114027,a81b14b5c9a9bf62,,,,
2022-11-15,6.1 -Community Council Update 111522.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913479.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913479_6.1_-Community_Council_Update_111522.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,75890,fafb1ed1294167cf,,,,
2022-11-15,6.2 - UPD Emigration Canyon Monthly Report Oct 2022.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913481.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913481_6.2_-_UPD_Emigration_Canyon_Monthly_Report_Oct_2022.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,108189,f8150375ef353761,,,,
2022-11-15,7.2 - 2022.11.13 Camping Prohibited Ordinance.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913483.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913483_7.2_-_2022.11.13_Camping_Prohibited_Ordinance.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,196368,9b4d00315f1fb451,,,,
2022-11-15,7.3 - Renewable Energy Program Ordinance.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913485.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913485_7.3_-_Renewable_Energy_Program_Ordinance.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,119775,ec813354544184e2,,,,
2022-11-15,7.4 - 2023 Fee Schedule Emigration Metro Township 11.14.22 docx.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913487.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913487_7.4_-_2023_Fee_Schedule_Emigration_Metro_Township_11.14.22_docx.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,635604,b1d75ebc8700b121,,,,
2022-11-15,7.9 (b) - 2022 Budget Amendments - Emigration Canyon.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/913491.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/913491_7.9_b_-_2022_Budget_Amendments_-_Emigration_Canyon.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/794261.html,284459,36b8633a6664fbed,,,,
2022-11-15,NOTICE OF PUBLIC HEARING - 2023 Budget.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/906103.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/906103_NOTICE_OF_PUBLIC_HEARING_-_2023_Budget.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/790565.html,52586,6e167a5a039f0e84,,,,
2022-11-15,NOTICE OF PUBLIC HEARING - Telecommunication and Energy Tax.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/906107.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/906107_NOTICE_OF_PUBLIC_HEARING_-_Telecommunication_and_Energy_Tax.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/790569.html,77402,a77b9c4f9c702ae1,,,,
2022-11-15,Ordinance 2022-11-03.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/917751.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-15/917751_Ordinance_2022-11-03.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/797463.html,191545,e8252c85058a719d,,,,
2022-11-17,221117_EmigrationPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/908555.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-17/908555_221117_EmigrationPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/791949.html,2278708,4cc3c49026fa1869,,,,
2022-11-17,Emigration Canyon MT_Dark Sky Ordinance Draft_11152022.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/912769.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-17/912769_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_11152022.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/791949.html,2025216,db8014f608611f68,,,,
2022-11-17,Emigration Canyon_Staff Report_Dark Sky Updates_11-15-2022.pdf,PlanningCommission,,staff_report,https://www.utah.gov/pmn/files/912767.pdf,2026-07-14,text,pdftotext -layout,raw/2022-11-17/912767_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_11-15-2022.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/791949.html,306483,e25a51ef31333469,staff_report,ok,text/912767_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_11-15-2022.txt,15668
2022-12-15,19.73.110 NIGHT LIGHTING.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/922039.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-15/922039_19.73.110_NIGHT_LIGHTING.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/797591.html,780647,9010d4976c897382,,,,
2022-12-15,Emigration Canyon_Staff Report_Dark Sky Updates_Round 5.pdf,PlanningCommission,,staff_report,https://www.utah.gov/pmn/files/922041.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-15/922041_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_Round_5.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/797591.html,257041,207fb486dd2df56d,staff_report,ok,text/922041_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_Round_5.txt,9116
2022-12-20,12-20-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/924303.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/924303_12-20-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/801325.html,145406,8d9a7f9b16297952,,,,
2022-12-20,2022 Budget Amendments - Emigration Canyon.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/919153.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/919153_2022_Budget_Amendments_-_Emigration_Canyon.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/798511.html,284459,36b8633a6664fbed,,,,
2022-12-20,2023 Proposed Budget - Emigration Canyon.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/919157.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/919157_2023_Proposed_Budget_-_Emigration_Canyon.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/798511.html,130577,f9d0c68d342b55d6,,,,
2022-12-20,4.1 - 2022 Budget Amendments - Emigration Canyon.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/924291.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/924291_4.1_-_2022_Budget_Amendments_-_Emigration_Canyon.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/801325.html,284459,36b8633a6664fbed,,,,
2022-12-20,4.2 - 2023 Proposed Budget - Emigration Canyon.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/924293.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/924293_4.2_-_2023_Proposed_Budget_-_Emigration_Canyon.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/801325.html,130577,f9d0c68d342b55d6,,,,
2022-12-20,7.10 - 10-25-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/924299.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/924299_7.10_-_10-25-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/801325.html,209009,7c1845cd708adf2d,,,,
2022-12-20,7.10 - 11-15-22.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/924301.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/924301_7.10_-_11-15-22.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/801325.html,239644,adb01162ba58cadb,,,,
2022-12-20,7.2 - Ordinance Energy Tax 11.14.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/924295.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/924295_7.2_-_Ordinance_Energy_Tax_11.14.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/801325.html,191736,f71434a104202299,,,,
2022-12-20,7.3 - Ordinance Telecommunications Tax 11.14.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/924297.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/924297_7.3_-_Ordinance_Telecommunications_Tax_11.14.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/801325.html,146472,3900c31c68d2d145,,,,
2022-12-20,Public Notice for Budget.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/919479.pdf,2026-07-14,text,pdftotext -layout,raw/2022-12-20/919479_Public_Notice_for_Budget.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/798511.html,68023,60ee48310daf6a97,,,,
2023-01-12,230112_EmigrationPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/927661.pdf,2026-07-14,text,pdftotext -layout,raw/2023-01-12/927661_230112_EmigrationPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/802417.html,11232705,b876583e12f59344,,,,
2023-01-24,01-24-23.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/935045.pdf,2026-07-14,text,pdftotext -layout,raw/2023-01-24/935045_01-24-23.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/808281.html,142542,4de7b1b5da3dc3af,,,,
2023-01-26,19.73.110 Dark Sky Ordinance with comments.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/936097.pdf,2026-07-14,text,pdftotext -layout,raw/2023-01-26/936097_19.73.110_Dark_Sky_Ordinance_with_comments.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/805991.html,1816671,f87635de7ad34e98,,,,
2023-02-16,EC- Darksky Slideshow - Working.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/940625.pdf,2026-07-14,text,pdftotext -layout,raw/2023-02-16/940625_EC-_Darksky_Slideshow_-_Working.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/810235.html,5173454,dfdbf9035e4fdc6c,,,,
2023-02-16,Emigration Canyon_Staff Report_Dark Sky Updates_Febuary 2023.pdf,PlanningCommission,,staff_report,https://www.utah.gov/pmn/files/940623.pdf,2026-07-14,text,pdftotext -layout,raw/2023-02-16/940623_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_Febuary_2023.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/810235.html,16059920,b1b3581addc9b4b1,staff_report,ok,text/940623_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_Febuary_2023.txt,175359
2023-03-16,19.73.110 NIGHT LIGHTING (03032023).pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/950629.pdf,2026-07-14,text,pdftotext -layout,raw/2023-03-16/950629_19.73.110_NIGHT_LIGHTING_03032023.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/816681.html,891490,1226a783765ba1ee,,,,
2023-03-16,230316_EmigrationPC_Packet.pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/954439.pdf,2026-07-14,text,pdftotext -layout,raw/2023-03-16/954439_230316_EmigrationPC_Packet.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/816681.html,1480548,62651317e5b00a06,,,,
2023-03-24,19.73.110 NIGHT LIGHTING (03162023).pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/956269.pdf,2026-07-14,text,pdftotext -layout,raw/2023-03-24/956269_19.73.110_NIGHT_LIGHTING_03162023.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/820035.html,892511,6b3a8551beee3c17,,,,
2023-03-24,19.73.110 NIGHT LIGHTING (03232023).pdf,PlanningCommission,,supporting_docs,https://www.utah.gov/pmn/files/958739.pdf,2026-07-14,text,pdftotext -layout,raw/2023-03-24/958739_19.73.110_NIGHT_LIGHTING_03232023.pdf,pmn,1562,https://www.utah.gov/pmn/sitemap/notice/820035.html,908844,8856c917d7e67e09,,,,
2023-03-28,03-28-23.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/959673.pdf,2026-07-14,text,pdftotext -layout,raw/2023-03-28/959673_03-28-23.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/821913.html,141503,78d416934d31ef9b,,,,
2023-04-12,04-12-23.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/964439.pdf,2026-07-14,text,pdftotext -layout,raw/2023-04-12/964439_04-12-23.pdf,pmn,5809,https://www.utah.gov/pmn/sitemap/notice/824721.html,100928,f54d6bbba123411a,,,,
