date,body,meeting_type,packet_kind,title,label,pmn_body,fid,ext,source_url,notice_url,purged,raw_rel,raw_name
2022-03-22,Council,,supporting_docs,Ordinance 2022-03-02.pdf,Public Information Handout,5809,832003,pdf,https://www.utah.gov/pmn/files/832003.pdf,https://www.utah.gov/pmn/sitemap/notice/746423.html,,raw/2022-03-22/832003_Ordinance_2022-03-02.pdf,832003_Ordinance_2022-03-02.pdf
2022-04-26,Council,,supporting_docs,04-26-22.pdf,Public Information Handout,5809,839919,pdf,https://www.utah.gov/pmn/files/839919.pdf,https://www.utah.gov/pmn/sitemap/notice/751017.html,,raw/2022-04-26/839919_04-26-22.pdf,839919_04-26-22.pdf
2022-04-26,Council,,supporting_docs,2022-04-01.pdf,Public Information Handout,5809,844627,pdf,https://www.utah.gov/pmn/files/844627.pdf,https://www.utah.gov/pmn/sitemap/notice/753617.html,,raw/2022-04-26/844627_2022-04-01.pdf,844627_2022-04-01.pdf
2022-04-26,Council,,full_packet,Combined Packet.pdf,Public Information Handout,5809,839917,pdf,https://www.utah.gov/pmn/files/839917.pdf,https://www.utah.gov/pmn/sitemap/notice/751017.html,,raw/2022-04-26/839917_Combined_Packet.pdf,839917_Combined_Packet.pdf
2022-05-12,PlanningCommission,,supporting_docs,Emigration Canyon - Night Sky Ordinance Presentation.pdf,Other,1562,847297,pdf,https://www.utah.gov/pmn/files/847297.pdf,https://www.utah.gov/pmn/sitemap/notice/752691.html,,raw/2022-05-12/847297_Emigration_Canyon_-_Night_Sky_Ordinance_Presentation.pdf,847297_Emigration_Canyon_-_Night_Sky_Ordinance_Presentation.pdf
2022-05-12,PlanningCommission,,supporting_docs,Emigration Canyon Metro Township - Dark Sky Ordinance Discussion Memo.pdf,Other,1562,845409,pdf,https://www.utah.gov/pmn/files/845409.pdf,https://www.utah.gov/pmn/sitemap/notice/752691.html,,raw/2022-05-12/845409_Emigration_Canyon_Metro_Township_-_Dark_Sky_Ordinance_Discussion_Memo.pdf,845409_Emigration_Canyon_Metro_Township_-_Dark_Sky_Ordinance_Discussion_Memo.pdf
2022-05-24,Council,,supporting_docs,05-24-22.pdf,Public Information Handout,5809,851599,pdf,https://www.utah.gov/pmn/files/851599.pdf,https://www.utah.gov/pmn/sitemap/notice/757845.html,,raw/2022-05-24/851599_05-24-22.pdf,851599_05-24-22.pdf
2022-05-24,Council,,supporting_docs,6.4 - Animal Services 2022 1st Quarter Report Emigration.pdf,Public Information Handout,5809,851601,pdf,https://www.utah.gov/pmn/files/851601.pdf,https://www.utah.gov/pmn/sitemap/notice/757845.html,,raw/2022-05-24/851601_6.4_-_Animal_Services_2022_1st_Quarter_Report_Emigration.pdf,851601_6.4_-_Animal_Services_2022_1st_Quarter_Report_Emigration.pdf
2022-05-24,Council,,supporting_docs,7.1 - Community Solar Summary.pdf,Public Information Handout,5809,851603,pdf,https://www.utah.gov/pmn/files/851603.pdf,https://www.utah.gov/pmn/sitemap/notice/757845.html,,raw/2022-05-24/851603_7.1_-_Community_Solar_Summary.pdf,851603_7.1_-_Community_Solar_Summary.pdf
2022-05-24,Council,,supporting_docs,7.1 - Draft Resolution approving C-REP ILA Apr 2022_Emigration Canyon 5.22.pdf,Public Information Handout,5809,851605,pdf,https://www.utah.gov/pmn/files/851605.pdf,https://www.utah.gov/pmn/sitemap/notice/757845.html,,raw/2022-05-24/851605_7.1_-_Draft_Resolution_approving_C-REP_ILA_Apr_2022_Emigration_Canyon_5.22.pdf,851605_7.1_-_Draft_Resolution_approving_C-REP_ILA_Apr_2022_Emigration_Canyon_5.22.pdf
2022-05-24,Council,,supporting_docs,7.1 - Interlocal Agreement C-REP Sep 7 2021 - 7 Anchors.pdf,Public Information Handout,5809,851607,pdf,https://www.utah.gov/pmn/files/851607.pdf,https://www.utah.gov/pmn/sitemap/notice/757845.html,,raw/2022-05-24/851607_7.1_-_Interlocal_Agreement_C-REP_Sep_7_2021_-_7_Anchors.pdf,851607_7.1_-_Interlocal_Agreement_C-REP_Sep_7_2021_-_7_Anchors.pdf
2022-05-24,Council,,supporting_docs,7.1 - Template_Appointment Letter ECMT Renewable Energy Board.pdf,Public Information Handout,5809,851609,pdf,https://www.utah.gov/pmn/files/851609.pdf,https://www.utah.gov/pmn/sitemap/notice/757845.html,,raw/2022-05-24/851609_7.1_-_Template_Appointment_Letter_ECMT_Renewable_Energy_Board.pdf,851609_7.1_-_Template_Appointment_Letter_ECMT_Renewable_Energy_Board.pdf
2022-05-24,Council,,supporting_docs,7.5 (a) - 03-22-22.pdf,Public Information Handout,5809,851611,pdf,https://www.utah.gov/pmn/files/851611.pdf,https://www.utah.gov/pmn/sitemap/notice/757845.html,,raw/2022-05-24/851611_7.5_a_-_03-22-22.pdf,851611_7.5_a_-_03-22-22.pdf
2022-05-24,Council,,supporting_docs,7.5 (b) - 04-26-22.pdf,Public Information Handout,5809,851613,pdf,https://www.utah.gov/pmn/files/851613.pdf,https://www.utah.gov/pmn/sitemap/notice/757845.html,,raw/2022-05-24/851613_7.5_b_-_04-26-22.pdf,851613_7.5_b_-_04-26-22.pdf
2022-06-16,PlanningCommission,,supporting_docs,220616_EmigrationPC_Packet.pdf,Other,1562,858561,pdf,https://www.utah.gov/pmn/files/858561.pdf,https://www.utah.gov/pmn/sitemap/notice/759941.html,,raw/2022-06-16/858561_220616_EmigrationPC_Packet.pdf,858561_220616_EmigrationPC_Packet.pdf
2022-06-16,PlanningCommission,,staff_report,601..Staff Report - final.pdf,Other,1562,858607,pdf,https://www.utah.gov/pmn/files/858607.pdf,https://www.utah.gov/pmn/sitemap/notice/759941.html,,raw/2022-06-16/858607_601..Staff_Report_-_final.pdf,858607_601..Staff_Report_-_final.pdf
2022-06-28,Council,,supporting_docs,06-28-22.pdf,Public Information Handout,5809,864781,pdf,https://www.utah.gov/pmn/files/864781.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864781_06-28-22.pdf,864781_06-28-22.pdf
2022-06-28,Council,,supporting_docs,5.2 - UPD Emigration Canyon Monthly Report May 2022.pdf,Public Information Handout,5809,864783,pdf,https://www.utah.gov/pmn/files/864783.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864783_5.2_-_UPD_Emigration_Canyon_Monthly_Report_May_2022.pdf,864783_5.2_-_UPD_Emigration_Canyon_Monthly_Report_May_2022.pdf
2022-06-28,Council,,supporting_docs,5.3 (a) - 2021 Firework Restriction Ordinance.pdf,Public Information Handout,5809,864785,pdf,https://www.utah.gov/pmn/files/864785.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864785_5.3_a_-_2021_Firework_Restriction_Ordinance.pdf,864785_5.3_a_-_2021_Firework_Restriction_Ordinance.pdf
2022-06-28,Council,,supporting_docs,5.4 - Animal Services - Protect Your Pet from Summer Fun.pdf,Public Information Handout,5809,864787,pdf,https://www.utah.gov/pmn/files/864787.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864787_5.4_-_Animal_Services_-_Protect_Your_Pet_from_Summer_Fun.pdf,864787_5.4_-_Animal_Services_-_Protect_Your_Pet_from_Summer_Fun.pdf
2022-06-28,Council,,supporting_docs,5.4 - Protect Your Pet from Summer Fun.pdf,Public Information Handout,5809,864789,pdf,https://www.utah.gov/pmn/files/864789.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864789_5.4_-_Protect_Your_Pet_from_Summer_Fun.pdf,864789_5.4_-_Protect_Your_Pet_from_Summer_Fun.pdf
2022-06-28,Council,,supporting_docs,6.13 (a) - 04-28-22.pdf,Public Information Handout,5809,864799,pdf,https://www.utah.gov/pmn/files/864799.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864799_6.13_a_-_04-28-22.pdf,864799_6.13_a_-_04-28-22.pdf
2022-06-28,Council,,supporting_docs,6.13 (b) - 05-24-22.pdf,Public Information Handout,5809,864801,pdf,https://www.utah.gov/pmn/files/864801.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864801_6.13_b_-_05-24-22.pdf,864801_6.13_b_-_05-24-22.pdf
2022-06-28,Council,,supporting_docs,6.4 - Emigration Canyon Metro Township ULCT Dues Letter 2022-2023.pdf,Public Information Handout,5809,864795,pdf,https://www.utah.gov/pmn/files/864795.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864795_6.4_-_Emigration_Canyon_Metro_Township_ULCT_Dues_Letter_2022-2023.pdf,864795_6.4_-_Emigration_Canyon_Metro_Township_ULCT_Dues_Letter_2022-2023.pdf
2022-06-28,Council,,supporting_docs,6.4 - FY 2023 Dues Invoice - Emigration Canyon Metro Township.pdf,Public Information Handout,5809,864791,pdf,https://www.utah.gov/pmn/files/864791.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864791_6.4_-_FY_2023_Dues_Invoice_-_Emigration_Canyon_Metro_Township.pdf,864791_6.4_-_FY_2023_Dues_Invoice_-_Emigration_Canyon_Metro_Township.pdf
2022-06-28,Council,,supporting_docs,"6.4 - ULCT 2021-2022 Advocacy, Engagement, and Operations Report.pdf",Public Information Handout,5809,864793,pdf,https://www.utah.gov/pmn/files/864793.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864793_6.4_-_ULCT_2021-2022_Advocacy_Engagement_and_Operations_Report.pdf,864793_6.4_-_ULCT_2021-2022_Advocacy_Engagement_and_Operations_Report.pdf
2022-06-28,Council,,supporting_docs,6.8 - Greater Salt Lake MSD draft 6.1.22.pdf,Public Information Handout,5809,864797,pdf,https://www.utah.gov/pmn/files/864797.pdf,https://www.utah.gov/pmn/sitemap/notice/765619.html,,raw/2022-06-28/864797_6.8_-_Greater_Salt_Lake_MSD_draft_6.1.22.pdf,864797_6.8_-_Greater_Salt_Lake_MSD_draft_6.1.22.pdf
2022-07-14,PlanningCommission,,supporting_docs,220714_EmigrationPC_Packet.pdf,Other,1562,867473,pdf,https://www.utah.gov/pmn/files/867473.pdf,https://www.utah.gov/pmn/sitemap/notice/766375.html,,raw/2022-07-14/867473_220714_EmigrationPC_Packet.pdf,867473_220714_EmigrationPC_Packet.pdf
2022-07-26,Council,,supporting_docs,07-26-22.pdf,Public Information Handout,5809,872937,pdf,https://www.utah.gov/pmn/files/872937.pdf,https://www.utah.gov/pmn/sitemap/notice/770993.html,,raw/2022-07-26/872937_07-26-22.pdf,872937_07-26-22.pdf
2022-07-26,Council,Emergency,supporting_docs,7.2 - Emigration Canyon Metro Township Emergency Communications Plan draft.docx,Public Information Handout,5809,872939,docx,https://www.utah.gov/pmn/files/872939.docx,https://www.utah.gov/pmn/sitemap/notice/770993.html,,raw/2022-07-26/872939_7.2_-_Emigration_Canyon_Metro_Township_Emergency_Communications_Plan_draft.docx,872939_7.2_-_Emigration_Canyon_Metro_Township_Emergency_Communications_Plan_draft.docx
2022-08-11,PlanningCommission,,supporting_docs,2022-04-18 Pinecrest Shared Driveway - Evan Glassman.pdf,Other,1562,879047,pdf,https://www.utah.gov/pmn/files/879047.pdf,https://www.utah.gov/pmn/sitemap/notice/771907.html,,raw/2022-08-11/879047_2022-04-18_Pinecrest_Shared_Driveway_-_Evan_Glassman.pdf,879047_2022-04-18_Pinecrest_Shared_Driveway_-_Evan_Glassman.pdf
2022-08-11,PlanningCommission,,supporting_docs,220811_EmigrationPC_Packet.pdf,Other,1562,877441,pdf,https://www.utah.gov/pmn/files/877441.pdf,https://www.utah.gov/pmn/sitemap/notice/771907.html,,raw/2022-08-11/877441_220811_EmigrationPC_Packet.pdf,877441_220811_EmigrationPC_Packet.pdf
2022-08-11,PlanningCommission,,supporting_docs,Emigration Canyon MT_Dark Sky Ordinance Draft_07212022.pdf,Other,1562,874475,pdf,https://www.utah.gov/pmn/files/874475.pdf,https://www.utah.gov/pmn/sitemap/notice/771907.html,,raw/2022-08-11/874475_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_07212022.pdf,874475_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_07212022.pdf
2022-08-23,Council,,supporting_docs,08-23-22.pdf,Public Information Handout,5809,882861,pdf,https://www.utah.gov/pmn/files/882861.pdf,https://www.utah.gov/pmn/sitemap/notice/776823.html,,raw/2022-08-23/882861_08-23-22.pdf,882861_08-23-22.pdf
2022-08-23,Council,,supporting_docs,5.2 - UPD Emigration Canyon Monthly Report July 2022.docx,Public Information Handout,5809,882849,docx,https://www.utah.gov/pmn/files/882849.docx,https://www.utah.gov/pmn/sitemap/notice/776823.html,,raw/2022-08-23/882849_5.2_-_UPD_Emigration_Canyon_Monthly_Report_July_2022.docx,882849_5.2_-_UPD_Emigration_Canyon_Monthly_Report_July_2022.docx
2022-08-23,Council,Emergency,supporting_docs,6.3 - Emergency Operations Plan - Emigration Canyon.pdf,Public Information Handout,5809,882859,pdf,https://www.utah.gov/pmn/files/882859.pdf,https://www.utah.gov/pmn/sitemap/notice/776823.html,,raw/2022-08-23/882859_6.3_-_Emergency_Operations_Plan_-_Emigration_Canyon.pdf,882859_6.3_-_Emergency_Operations_Plan_-_Emigration_Canyon.pdf
2022-08-23,Council,,supporting_docs,6.6 - Emigration Canyon _ Code Updates Assembled_ Phase 1 08032022.pdf,Public Information Handout,5809,882851,pdf,https://www.utah.gov/pmn/files/882851.pdf,https://www.utah.gov/pmn/sitemap/notice/776823.html,,raw/2022-08-23/882851_6.6_-_Emigration_Canyon_Code_Updates_Assembled_Phase_1_08032022.pdf,882851_6.6_-_Emigration_Canyon_Code_Updates_Assembled_Phase_1_08032022.pdf
2022-08-23,Council,,staff_report,6.6 - Emigration Canyon_Staff Report_Code Updates_08032022.pdf,Public Information Handout,5809,882853,pdf,https://www.utah.gov/pmn/files/882853.pdf,https://www.utah.gov/pmn/sitemap/notice/776823.html,,raw/2022-08-23/882853_6.6_-_Emigration_Canyon_Staff_Report_Code_Updates_08032022.pdf,882853_6.6_-_Emigration_Canyon_Staff_Report_Code_Updates_08032022.pdf
2022-09-15,PlanningCommission,,supporting_docs,Emigration Canyon MT_Dark Sky Ordinance Draft_08302022.pdf,Other,1562,885819,pdf,https://www.utah.gov/pmn/files/885819.pdf,https://www.utah.gov/pmn/sitemap/notice/778485.html,,raw/2022-09-15/885819_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_08302022.pdf,885819_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_08302022.pdf
2022-09-15,PlanningCommission,,staff_report,Emigration Canyon_Staff Report_Dark Sky Updates.pdf,Other,1562,885817,pdf,https://www.utah.gov/pmn/files/885817.pdf,https://www.utah.gov/pmn/sitemap/notice/778485.html,,raw/2022-09-15/885817_Emigration_Canyon_Staff_Report_Dark_Sky_Updates.pdf,885817_Emigration_Canyon_Staff_Report_Dark_Sky_Updates.pdf
2022-09-27,Council,,supporting_docs,09-27-22.pdf,Public Information Handout,5809,895227,pdf,https://www.utah.gov/pmn/files/895227.pdf,https://www.utah.gov/pmn/sitemap/notice/783939.html,,raw/2022-09-27/895227_09-27-22.pdf,895227_09-27-22.pdf
2022-09-27,Council,,supporting_docs,2022.09.24 EOP Resolution x2.pdf,Public Information Handout,5809,895397,pdf,https://www.utah.gov/pmn/files/895397.pdf,https://www.utah.gov/pmn/sitemap/notice/783939.html,,raw/2022-09-27/895397_2022.09.24_EOP_Resolution_x2.pdf,895397_2022.09.24_EOP_Resolution_x2.pdf
2022-09-27,Council,,supporting_docs,5.2 - UPD Emigration Canyon Monthly Report August 2022.docx,Public Information Handout,5809,895233,docx,https://www.utah.gov/pmn/files/895233.docx,https://www.utah.gov/pmn/sitemap/notice/783939.html,,raw/2022-09-27/895233_5.2_-_UPD_Emigration_Canyon_Monthly_Report_August_2022.docx,895233_5.2_-_UPD_Emigration_Canyon_Monthly_Report_August_2022.docx
2022-10-13,PlanningCommission,,supporting_docs,ECMT_Dark Sky Ordinance Draft_Round 3 10_06_2022.pdf,Other,1562,899503,pdf,https://www.utah.gov/pmn/files/899503.pdf,https://www.utah.gov/pmn/sitemap/notice/784697.html,,raw/2022-10-13/899503_ECMT_Dark_Sky_Ordinance_Draft_Round_3_10_06_2022.pdf,899503_ECMT_Dark_Sky_Ordinance_Draft_Round_3_10_06_2022.pdf
2022-10-13,PlanningCommission,,staff_report,ECMT_Staff Report_Dark Sky Updates_Round 3 10_06_2022.pdf,Other,1562,899505,pdf,https://www.utah.gov/pmn/files/899505.pdf,https://www.utah.gov/pmn/sitemap/notice/784697.html,,raw/2022-10-13/899505_ECMT_Staff_Report_Dark_Sky_Updates_Round_3_10_06_2022.pdf,899505_ECMT_Staff_Report_Dark_Sky_Updates_Round_3_10_06_2022.pdf
2022-10-25,Council,,supporting_docs,10-25-22.pdf,Public Information Handout,5809,904855,pdf,https://www.utah.gov/pmn/files/904855.pdf,https://www.utah.gov/pmn/sitemap/notice/789889.html,,raw/2022-10-25/904855_10-25-22.pdf,904855_10-25-22.pdf
2022-10-25,Council,,supporting_docs,5.2 - UPD Emigration Canyon Monthly Report Sept 2022.docx,Public Information Handout,5809,904845,docx,https://www.utah.gov/pmn/files/904845.docx,https://www.utah.gov/pmn/sitemap/notice/789889.html,,raw/2022-10-25/904845_5.2_-_UPD_Emigration_Canyon_Monthly_Report_Sept_2022.docx,904845_5.2_-_UPD_Emigration_Canyon_Monthly_Report_Sept_2022.docx
2022-10-25,Council,,supporting_docs,5.3 - WFWRD Report for Emigration Canyon Council-2023 Proposed Budget and Fee Increase.pdf,Public Information Handout,5809,904847,pdf,https://www.utah.gov/pmn/files/904847.pdf,https://www.utah.gov/pmn/sitemap/notice/789889.html,,raw/2022-10-25/904847_5.3_-_WFWRD_Report_for_Emigration_Canyon_Council-2023_Proposed_Budget_and_Fee_Increase.pdf,904847_5.3_-_WFWRD_Report_for_Emigration_Canyon_Council-2023_Proposed_Budget_and_Fee_Increase.pdf
2022-10-25,Council,,supporting_docs,5.4 - Animal Services.pdf,Public Information Handout,5809,904849,pdf,https://www.utah.gov/pmn/files/904849.pdf,https://www.utah.gov/pmn/sitemap/notice/789889.html,,raw/2022-10-25/904849_5.4_-_Animal_Services.pdf,904849_5.4_-_Animal_Services.pdf
2022-10-25,Council,,supporting_docs,6.5 - Camping Ordinance.docx,Public Information Handout,5809,904851,docx,https://www.utah.gov/pmn/files/904851.docx,https://www.utah.gov/pmn/sitemap/notice/789889.html,,raw/2022-10-25/904851_6.5_-_Camping_Ordinance.docx,904851_6.5_-_Camping_Ordinance.docx
2022-11-15,Council,,supporting_docs,11-15-22.pdf,Public Information Handout,5809,912313,pdf,https://www.utah.gov/pmn/files/912313.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/912313_11-15-22.pdf,912313_11-15-22.pdf
2022-11-15,Council,,supporting_docs,4.1 - FAQ - Municipal Energy Sales and Use Tax.pdf,Public Information Handout,5809,913471,pdf,https://www.utah.gov/pmn/files/913471.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913471_4.1_-_FAQ_-_Municipal_Energy_Sales_and_Use_Tax.pdf,913471_4.1_-_FAQ_-_Municipal_Energy_Sales_and_Use_Tax.pdf
2022-11-15,Council,,supporting_docs,4.1 - FAQ - Telecommunication Tax.pdf,Public Information Handout,5809,913473,pdf,https://www.utah.gov/pmn/files/913473.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913473_4.1_-_FAQ_-_Telecommunication_Tax.pdf,913473_4.1_-_FAQ_-_Telecommunication_Tax.pdf
2022-11-15,Council,,supporting_docs,4.1 - Ordinance Energy Tax 11.14.22.pdf,Public Information Handout,5809,913475,pdf,https://www.utah.gov/pmn/files/913475.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913475_4.1_-_Ordinance_Energy_Tax_11.14.22.pdf,913475_4.1_-_Ordinance_Energy_Tax_11.14.22.pdf
2022-11-15,Council,,supporting_docs,4.2 - Emigration 2023 Approved Budget.pdf,Public Information Handout,5809,913477,pdf,https://www.utah.gov/pmn/files/913477.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913477_4.2_-_Emigration_2023_Approved_Budget.pdf,913477_4.2_-_Emigration_2023_Approved_Budget.pdf
2022-11-15,Council,,supporting_docs,6.1 -Community Council Update 111522.pdf,Public Information Handout,5809,913479,pdf,https://www.utah.gov/pmn/files/913479.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913479_6.1_-Community_Council_Update_111522.pdf,913479_6.1_-Community_Council_Update_111522.pdf
2022-11-15,Council,,supporting_docs,6.2 - UPD Emigration Canyon Monthly Report Oct 2022.pdf,Public Information Handout,5809,913481,pdf,https://www.utah.gov/pmn/files/913481.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913481_6.2_-_UPD_Emigration_Canyon_Monthly_Report_Oct_2022.pdf,913481_6.2_-_UPD_Emigration_Canyon_Monthly_Report_Oct_2022.pdf
2022-11-15,Council,,supporting_docs,7.2 - 2022.11.13 Camping Prohibited Ordinance.pdf,Public Information Handout,5809,913483,pdf,https://www.utah.gov/pmn/files/913483.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913483_7.2_-_2022.11.13_Camping_Prohibited_Ordinance.pdf,913483_7.2_-_2022.11.13_Camping_Prohibited_Ordinance.pdf
2022-11-15,Council,,supporting_docs,7.3 - Renewable Energy Program Ordinance.pdf,Public Information Handout,5809,913485,pdf,https://www.utah.gov/pmn/files/913485.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913485_7.3_-_Renewable_Energy_Program_Ordinance.pdf,913485_7.3_-_Renewable_Energy_Program_Ordinance.pdf
2022-11-15,Council,,supporting_docs,7.4 - 2023 Fee Schedule Emigration Metro Township 11.14.22 docx.pdf,Public Information Handout,5809,913487,pdf,https://www.utah.gov/pmn/files/913487.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913487_7.4_-_2023_Fee_Schedule_Emigration_Metro_Township_11.14.22_docx.pdf,913487_7.4_-_2023_Fee_Schedule_Emigration_Metro_Township_11.14.22_docx.pdf
2022-11-15,Council,,supporting_docs,7.9 (b) - 2022 Budget Amendments - Emigration Canyon.pdf,Public Information Handout,5809,913491,pdf,https://www.utah.gov/pmn/files/913491.pdf,https://www.utah.gov/pmn/sitemap/notice/794261.html,,raw/2022-11-15/913491_7.9_b_-_2022_Budget_Amendments_-_Emigration_Canyon.pdf,913491_7.9_b_-_2022_Budget_Amendments_-_Emigration_Canyon.pdf
2022-11-15,Council,,supporting_docs,NOTICE OF PUBLIC HEARING - 2023 Budget.pdf,Public Information Handout,5809,906103,pdf,https://www.utah.gov/pmn/files/906103.pdf,https://www.utah.gov/pmn/sitemap/notice/790565.html,,raw/2022-11-15/906103_NOTICE_OF_PUBLIC_HEARING_-_2023_Budget.pdf,906103_NOTICE_OF_PUBLIC_HEARING_-_2023_Budget.pdf
2022-11-15,Council,,supporting_docs,NOTICE OF PUBLIC HEARING - Telecommunication and Energy Tax.pdf,Public Information Handout,5809,906107,pdf,https://www.utah.gov/pmn/files/906107.pdf,https://www.utah.gov/pmn/sitemap/notice/790569.html,,raw/2022-11-15/906107_NOTICE_OF_PUBLIC_HEARING_-_Telecommunication_and_Energy_Tax.pdf,906107_NOTICE_OF_PUBLIC_HEARING_-_Telecommunication_and_Energy_Tax.pdf
2022-11-15,Council,,supporting_docs,Ordinance 2022-11-03.pdf,Public Information Handout,5809,917751,pdf,https://www.utah.gov/pmn/files/917751.pdf,https://www.utah.gov/pmn/sitemap/notice/797463.html,,raw/2022-11-15/917751_Ordinance_2022-11-03.pdf,917751_Ordinance_2022-11-03.pdf
2022-11-17,PlanningCommission,,supporting_docs,221117_EmigrationPC_Packet.pdf,Other,1562,908555,pdf,https://www.utah.gov/pmn/files/908555.pdf,https://www.utah.gov/pmn/sitemap/notice/791949.html,,raw/2022-11-17/908555_221117_EmigrationPC_Packet.pdf,908555_221117_EmigrationPC_Packet.pdf
2022-11-17,PlanningCommission,,supporting_docs,Emigration Canyon MT_Dark Sky Ordinance Draft_11152022.pdf,Other,1562,912769,pdf,https://www.utah.gov/pmn/files/912769.pdf,https://www.utah.gov/pmn/sitemap/notice/791949.html,,raw/2022-11-17/912769_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_11152022.pdf,912769_Emigration_Canyon_MT_Dark_Sky_Ordinance_Draft_11152022.pdf
2022-11-17,PlanningCommission,,staff_report,Emigration Canyon_Staff Report_Dark Sky Updates_11-15-2022.pdf,Other,1562,912767,pdf,https://www.utah.gov/pmn/files/912767.pdf,https://www.utah.gov/pmn/sitemap/notice/791949.html,,raw/2022-11-17/912767_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_11-15-2022.pdf,912767_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_11-15-2022.pdf
2022-12-15,PlanningCommission,,supporting_docs,19.73.110 NIGHT LIGHTING.pdf,Other,1562,922039,pdf,https://www.utah.gov/pmn/files/922039.pdf,https://www.utah.gov/pmn/sitemap/notice/797591.html,,raw/2022-12-15/922039_19.73.110_NIGHT_LIGHTING.pdf,922039_19.73.110_NIGHT_LIGHTING.pdf
2022-12-15,PlanningCommission,,staff_report,Emigration Canyon_Staff Report_Dark Sky Updates_Round 5.pdf,Other,1562,922041,pdf,https://www.utah.gov/pmn/files/922041.pdf,https://www.utah.gov/pmn/sitemap/notice/797591.html,,raw/2022-12-15/922041_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_Round_5.pdf,922041_Emigration_Canyon_Staff_Report_Dark_Sky_Updates_Round_5.pdf
2022-12-20,Council,,supporting_docs,12-20-22.pdf,Public Information Handout,5809,924303,pdf,https://www.utah.gov/pmn/files/924303.pdf,https://www.utah.gov/pmn/sitemap/notice/801325.html,,raw/2022-12-20/924303_12-20-22.pdf,924303_12-20-22.pdf
2022-12-20,Council,,supporting_docs,2022 Budget Amendments - Emigration Canyon.pdf,Public Information Handout,5809,919153,pdf,https://www.utah.gov/pmn/files/919153.pdf,https://www.utah.gov/pmn/sitemap/notice/798511.html,,raw/2022-12-20/919153_2022_Budget_Amendments_-_Emigration_Canyon.pdf,919153_2022_Budget_Amendments_-_Emigration_Canyon.pdf
2022-12-20,Council,,supporting_docs,2023 Proposed Budget - Emigration Canyon.pdf,Public Information Handout,5809,919157,pdf,https://www.utah.gov/pmn/files/919157.pdf,https://www.utah.gov/pmn/sitemap/notice/798511.html,,raw/2022-12-20/919157_2023_Proposed_Budget_-_Emigration_Canyon.pdf,919157_2023_Proposed_Budget_-_Emigration_Canyon.pdf
2022-12-20,Council,,supporting_docs,4.1 - 2022 Budget Amendments - Emigration Canyon.pdf,Public Information Handout,5809,924291,pdf,https://www.utah.gov/pmn/files/924291.pdf,https://www.utah.gov/pmn/sitemap/notice/801325.html,,raw/2022-12-20/924291_4.1_-_2022_Budget_Amendments_-_Emigration_Canyon.pdf,924291_4.1_-_2022_Budget_Amendments_-_Emigration_Canyon.pdf
2022-12-20,Council,,supporting_docs,4.2 - 2023 Proposed Budget - Emigration Canyon.pdf,Public Information Handout,5809,924293,pdf,https://www.utah.gov/pmn/files/924293.pdf,https://www.utah.gov/pmn/sitemap/notice/801325.html,,raw/2022-12-20/924293_4.2_-_2023_Proposed_Budget_-_Emigration_Canyon.pdf,924293_4.2_-_2023_Proposed_Budget_-_Emigration_Canyon.pdf
