video_id,title,duration,date,date_source,body,meeting_kind,is_meeting
pbIqE585J7s,2023-10-2 Civilian Review Board Meeting,1260.0,2023-10-02,title,CivilianReviewBoard,CRB,yes
nH2Ax_R2X6s,2023-9-27 City Council Regular Meeting,1362.0,2023-09-27,title,CityCouncil,RC,yes
FpLdddMeEN8,2023-9-21 Planning Commission Regular Meeting,2653.0,2023-09-21,title,PlanningCommission,PC,yes
YYIl6kmdbqo,2023-9-21 Planning Commission Work Meeting,1560.0,2023-09-21,title,PlanningCommission,PC,yes
oS16U_P0SGo,2023-9-13 City Council Regular Meeting,565.0,2023-09-13,title,CityCouncil,RC,yes
zx3R6Pt2TfU,2023-9-13 City Council Work Meeting,1365.0,2023-09-13,title,CityCouncil,WM,yes
tEUweI7ZIEk,2023-9-11 Civilian Review Board meeting,2767.0,2023-09-11,title,CivilianReviewBoard,CRB,yes
jMinzgFIZOI,2023-8-31 Planning Commission Meeting,5929.0,2023-08-31,title,PlanningCommission,PC,yes
qg11hDFj8Po,2023-8-23 City Council Regular Meeting,1628.0,2023-08-23,title,CityCouncil,RC,yes
oJ9n8iogINg,2023-8-23 City Council Work Meeting,382.0,2023-08-23,title,CityCouncil,WM,yes
S88jtHFltoQ,2023-8-17 Planning Commission,885.0,2023-08-17,title,PlanningCommission,PC,yes
egCTl4bNMdY,2023-8-3 Planning Commission,457.0,2023-08-03,title,PlanningCommission,PC,yes
_BneFCDLcQo,2023-8-7 Civilian Review Board,234.0,2023-08-07,title,CivilianReviewBoard,CRB,yes
cpzR9KcPp8w,2023-4-12 Regular Council Meeting,5257.0,2023-04-12,title,CityCouncil,RC,yes
nkHasHCueKk,2023-3-22 Regular Council Meeting,4325.0,2023-03-22,title,CityCouncil,RC,yes
8WenZnbv8ik,2023-2-6 Civilian Review Board Meeting,3733.0,2023-02-06,title,CivilianReviewBoard,CRB,yes
yxxNh35IcuI,2023-2-22 Regular Council Meeting,2488.0,2023-02-22,title,CityCouncil,RC,yes
4KYj2b3CyD8,2022-12-14 Regular Council Meeting,1593.0,2022-12-14,title,CityCouncil,RC,yes
MEpKIfHM5cA,2023-4-20 Planning Commission Work Meeting,2306.0,2023-04-20,title,PlanningCommission,PC,yes
sJvqmKcICkc,2022-12-5 Civilian Review Board Meeting,1129.0,2022-12-05,title,CivilianReviewBoard,CRB,yes
Kb44t7pWL3g,2023-3-6 Civilian Review Board Meeting,1824.0,2023-03-06,title,CivilianReviewBoard,CRB,yes
3AN0FNVynxo,2023-2-16 Planning Commission Meeting,1342.0,2023-02-16,title,PlanningCommission,PC,yes
jdx6Sxmu-7A,2023-5-1 Civilian Review Board Meeting,1350.0,2023-05-01,title,CivilianReviewBoard,CRB,yes
HlOpwbG7qgg,2023-7-26 City Council Regular Meeting,2479.0,2023-07-26,title,CityCouncil,RC,yes
-sUtmoZNSqA,2023-7-26 City Council Work Meeting,611.0,2023-07-26,title,CityCouncil,WM,yes
c2FqO5x2u2k,2023-7-21 Planning Commission,398.0,2023-07-21,title,PlanningCommission,PC,yes
-fZ4n5ey6hA,2023-7-13 Planning Commission,1630.0,2023-07-13,title,PlanningCommission,PC,yes
sGzuLEUfhRY,2023-7-12 Regular City Council Meeting,2064.0,2023-07-12,title,CityCouncil,RC,yes
z-2FPisVrPY,2023-7-10 Civilian Review Board meeting,2056.0,2023-07-10,title,CivilianReviewBoard,CRB,yes
ejzqG71Tne4,2023-6-15 Planning Commission,4203.0,2023-06-15,title,PlanningCommission,PC,yes
6RB3s4Mnzhs,2023-6-14 City Council Work Meeting,1939.0,2023-06-14,title,CityCouncil,WM,yes
BmZe8rlIfTQ,2023-6-14 City Council Regular Meeting,1793.0,2023-06-14,title,CityCouncil,RC,yes
7WY7ksPlU8A,2023-6-14 Redevelopment Agency Meeting,949.0,2023-06-14,title,RDA,RDA,yes
R1ysYPGW-x4,2023-6-12 Civilian Review Board Meeting,820.0,2023-06-12,title,CivilianReviewBoard,CRB,yes
3lJHXRowLtE,2023-6-7 Council Regular Meeting,1109.0,2023-06-07,title,CityCouncil,RC,yes
RiwFEr_8F4o,2023-6-7 Council Work Meeting,2332.0,2023-06-07,title,CityCouncil,WM,yes
nUizgn1uwKk,2023-8-30 Civilian Review Board Info Night,2273.0,2023-08-30,title,CivilianReviewBoard,CRB,yes
xlJqDLzpiLA,2023-5-10 Regular Council Meeting,2547.0,2023-05-10,title,CityCouncil,RC,yes
V224eJdOuBE,2023-5-24 RDA Meeting,290.0,2023-05-24,title,RDA,RDA,yes
R7siVU5YPgk,2023-5-24 Regular Council Meeting,5072.0,2023-05-24,title,CityCouncil,RC,yes
IR7zAwxmDnQ,2023-5-24 Council Work Meeting,1901.0,2023-05-24,title,CityCouncil,WM,yes
