ord_no,year,kind,fetch,name,label,fname,url
2020-O-01,2020,ordinance,yes,2020-O-01.pdf,2020-O-01,2020O01.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O01.pdf?t=202309190901240
2020-O-02,2020,ordinance,yes,2020-O-02.pdf,2020-O-02,2020O02.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O02.pdf?t=202309190901240
2020-O-03,2020,ordinance,yes,2020-O-03.pdf,2020-O-03,2020O03.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O03.pdf?t=202309190901240
2020-O-04,2020,ordinance,yes,2020-O-04.pdf,2020-O-04,2020O04.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O04.pdf?t=202309190901240
2020-O-05,2020,ordinance,yes,2020-O-05.pdf,2020-O-05,2020O05.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O05.pdf?t=202309190901240
2020-O-06,2020,ordinance,yes,2020-O-06.pdf,2020-O-06,2020O06.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O06.pdf?t=202309190901240
2020-O-07,2020,ordinance,yes,2020-O-07.pdf,2020-O-07,2020O07.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O07.pdf?t=202309190901240
2020-O-08,2020,ordinance,yes,2020-O-08.pdf,2020-O-08,2020O08.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O08.pdf?t=202309190901240
2020-O-09,2020,ordinance,yes,2020-O-09.pdf,2020-O-09,2020O09.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O09.pdf?t=202309190901240
2020-O-10,2020,ordinance,yes,2020-O-10.pdf,2020-O-10,2020O10.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O10.pdf?t=202309190901240
2020-O-11,2020,ordinance,yes,2020-O-11.pdf,2020-O-11,2020O11.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O11.pdf?t=202309190901250
2020-O-13,2020,ordinance,yes,2020-O-13.pdf,2020-O-13,2020O13.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O13.pdf?t=202309190901250
2020-O-15,2020,ordinance,yes,2020-O-15.pdf,2020-O-15,2020O15.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O15.pdf?t=202309190901250
2020-O-16,2020,ordinance,yes,2020-O-16.pdf,2020-O-16,2020O16.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O16.pdf?t=202309190901250
2020-O-17,2020,ordinance,yes,2020-O-17.pdf,2020-O-17,2020O17.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O17.pdf?t=202309190901250
2020-O-18,2020,ordinance,yes,2020-O-18.pdf,2020-O-18,2020O18.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O18.pdf?t=202309190901250
2020-O-19,2020,ordinance,yes,2020-O-19.pdf,2020-O-19,2020O19.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O19.pdf?t=202309190901250
2020-O-20,2020,ordinance,yes,2020-O-20.pdf,2020-O-20,2020O20.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2020/2020O20.pdf?t=202309190901250
2021-O-02,2021,ordinance,yes,2021-O-02.pdf,2021-O-02,2021O02.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O02.pdf?t=202309190901230
2021-O-04,2021,ordinance,yes,2021-O-04.pdf,2021-O-04,2021O04.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O04.pdf?t=202309190901230
2021-O-05,2021,ordinance,yes,2021-O-05.pdf,2021-O-05,2021O05.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O05.pdf?t=202309190901230
2021-O-06,2021,ordinance,yes,2021-O-06.pdf,2021-O-06,2021O06.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O06.pdf?t=202309190901240
2021-O-08,2021,ordinance,yes,2021-O-08.pdf,2021-O-08,2021O08.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O08.pdf?t=202309190901240
2021-O-09,2021,ordinance,yes,2021-O-09.pdf,2021-O-09,2021O09.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O09.pdf?t=202309190901240
2021-O-10,2021,ordinance,yes,2021-O-10.pdf,2021-O-10,2021O10.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O10.pdf?t=202309190901240
2021-O-11,2021,ordinance,yes,2021-O-11.pdf,2021-O-11,2021O11.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O11.pdf?t=202309190901240
2021-O-12,2021,ordinance,yes,2021-O-12.pdf,2021-O-12,2021O12.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O12.pdf?t=202309190901240
2021-O-13,2021,ordinance,yes,2021-O-13.pdf,2021-O-13,2021O13.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O13.pdf?t=202309190901240
2021-O-14,2021,ordinance,yes,2021-O-14.pdf,2021-O-14,2021O14.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O14.pdf?t=202309190901240
2021-O-15,2021,ordinance,yes,2021-O-15.pdf,2021-O-15,2021O15.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O15.pdf?t=202309190901240
2021-O-16,2021,ordinance,yes,2021-O-16.pdf,2021-O-16001,2021O16001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O16001.pdf?t=202309190901240
2021-O-17,2021,ordinance,yes,2021-O-17.pdf,2021-O-17001,2021O17001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O17001.pdf?t=202309190901240
2021-O-18,2021,ordinance,yes,2021-O-18.pdf,2021-O-18001,2021O18001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O18001.pdf?t=202309190901240
2021-O-19,2021,ordinance,yes,2021-O-19.pdf,2021-O-19001,2021O19001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O19001.pdf?t=202309190901240
2021-O-20,2021,ordinance,yes,2021-O-20.pdf,2021-O-20001,2021O20001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O20001.pdf?t=202309190901240
2021-O-21,2021,ordinance,yes,2021-O-21.pdf,2021-O-21001,2021O21001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O21001.pdf?t=202309190901240
2021-O-22,2021,ordinance,yes,2021-O-22.pdf,2021-O-22001,2021O22001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O22001.pdf?t=202309190901240
2021-O-23,2021,ordinance,yes,2021-O-23.pdf,2021-O-23001,2021O23001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O23001.pdf?t=202309190901240
2021-O-24,2021,ordinance,yes,2021-O-24.pdf,2021-O-24001,2021O24001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O24001.pdf?t=202309190901240
2022-O-01,2022,ordinance,yes,2022-O-01.pdf,2022-O-01001,2022O01001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O01001.pdf?t=202309190901230
2022-O-02,2022,ordinance,yes,2022-O-02.pdf,2022-O-02001,2022O02001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O02001.pdf?t=202309190901230
2022-O-03,2022,ordinance,yes,2022-O-03.pdf,2022-O-03a,2022O03a.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O03a.pdf?t=202309190901230
2022-O-03,2022,ordinance,yes,2022-O-03_b.pdf,Ordinance No. 2022-O-03 Amending Zone Ord HB 1003,Ordinance No 2022O03 Amend.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O03%20Amend.pdf?t=202309190901230
2022-O-04,2022,ordinance,yes,2022-O-04.pdf,Ordinance No. 2022-O-04 Amend Zoning Ordinance,Ordinance No 2022O04 Amend.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O04%20Amend.pdf?t=202309190901230
2022-O-05,2022,ordinance,yes,2022-O-05.pdf,Ordinance No. 2022-O-05 Rezone 170 E 7200 S,Ordinance No 2022O05 Rezon.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O05%20Rezon.pdf?t=202309190901230
2022-O-07,2022,ordinance,yes,2022-O-07.pdf,Ordinance No. 2022-O-07 Solar Fencing Signed.docx,Ordinance No 2022O07 Solar.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O07%20Solar.pdf?t=202309190901230
2022-O-09,2022,ordinance,yes,2022-O-09.pdf,2022-O-09001,2022O09001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O09001.pdf?t=202309190901230
2022-O-10,2022,ordinance,yes,2022-O-10.pdf,2022-O-10001,2022O10001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O10001.pdf?t=202309190901230
2022-O-11,2022,ordinance,yes,2022-O-11.pdf,2022-O-11001,2022O11001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O11001.pdf?t=202309190901230
2022-O-12,2022,ordinance,yes,2022-O-12.pdf,2022-O-12001,2022O12001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O12001.pdf?t=202309190901230
2022-O-13,2022,ordinance,yes,2022-O-13.pdf,2022-O-13001,2022O13001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O13001.pdf?t=202309190901230
2022-O-14,2022,ordinance,yes,2022-O-14.pdf,Ordinance No. 2022-O-14001,Ordinance No 2022O14001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O14001.pdf?t=202309190901230
2022-O-15,2022,ordinance,yes,2022-O-15.pdf,2022-O-15001,2022O15001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O15001.pdf?t=202309190901230
2022-O-17,2022,ordinance,yes,2022-O-17.pdf,2022-O-17001,2022O17001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O17001.pdf?t=202309190901230
2022-O-18,2022,ordinance,yes,2022-O-18.pdf,2022-O-18001,2022O18001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O18001.pdf?t=202309190901230
2022-O-19,2022,ordinance,yes,2022-O-19.pdf,2022-O-19001,2022O19001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O19001.pdf?t=202309190901230
2022-O-20,2022,ordinance,yes,2022-O-20.pdf,2022-O-20001,2022O20001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O20001.pdf?t=202309190901230
2022-R-08,2022,ordinance,yes,2022-R-08.pdf,2022-R-08001,2022R08001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022R08001.pdf?t=202309190901310
2023-O-01,2023,ordinance,yes,2023-O-01.pdf,2023-O-01001,2023O01001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O01001.pdf?t=202309190901220
2023-O-02,2023,ordinance,yes,2023-O-02.pdf,2023-O-02001,2023O02001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O02001.pdf?t=202309190901220
2023-O-03,2023,ordinance,yes,2023-O-03.pdf,2023-O-03001,2023O03001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O03001.pdf?t=202309190901220
2023-O-04,2023,ordinance,yes,2023-O-04.pdf,2023-O-04001,2023O04001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O04001.pdf?t=202309190901220
2023-O-05,2023,ordinance,yes,2023-O-05.pdf,2023-O-05001,2023O05001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O05001.pdf?t=202309190901220
2023-O-06,2023,ordinance,yes,2023-O-06.pdf,2023-O-06001,2023O06001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O06001.pdf?t=202309190901220
2023-O-07,2023,ordinance,yes,2023-O-07.pdf,2023-O-07001,2023O07001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O07001.pdf?t=202309190901230
2023-O-08,2023,ordinance,yes,2023-O-08.pdf,2023-O-08001,2023O08001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O08001.pdf?t=202309190901230
2023-O-09,2023,ordinance,yes,2023-O-09.pdf,2023-O-09001,2023O09001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O09001.pdf?t=202309190901230
2023-O-10,2023,ordinance,yes,2023-O-10.pdf,2023-O-10001,2023O10001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O10001.pdf?t=202309190901230
2023-O-11,2023,ordinance,yes,2023-O-11.pdf,2023-O-11001,2023O11001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O11001.pdf?t=202309190901230
2023-O-14,2023,ordinance,yes,2023-O-14.pdf,2023-O-14,2023-O-14001.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023-O-14001.pdf?t=202310251641190
2023-O-16,2023,ordinance,yes,2023-O-16.pdf,2023-O-16,ORD 2023-O-16.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/ORD%202023-O-16.pdf?t=202406041411140
2024-O-01,2024,ordinance,yes,2024-O-01.pdf,2024-O-01,2024-O-01.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-01.pdf?t=202401181955200
2024-O-03,2024,ordinance,yes,2024-O-03.pdf,2024-O-03,ORD No. 2024-O-03.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%20No.%202024-O-03.pdf?t=202404101601460
2024-O-04,2024,ordinance,yes,2024-O-04.pdf,2024-O-04,ORD No. 2024-O-04.tiff.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%20No.%202024-O-04.tiff.pdf?t=202404101558550
2024-O-05,2024,ordinance,yes,2024-O-05.pdf,2024-O-05,ORD No. 2024-O-05.tiff.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%20No.%202024-O-05.tiff.pdf?t=202404101552220
2024-O-06,2024,ordinance,yes,2024-O-06.pdf,2024-O-06,ORD 2024-O-06.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-06.pdf?t=202404231410110
2024-O-07,2024,ordinance,yes,2024-O-07.pdf,2024-O-07,ORD 2024-O-07.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-07.pdf?t=202404231411180
2024-O-08,2024,ordinance,yes,2024-O-08.pdf,2024-O-08,ORD 2024-O-08 (2).pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-08%20%282%29.pdf?t=202404231412090
2024-O-10,2024,ordinance,yes,2024-O-10.pdf,2024-O-10,2024-O-10.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-10.pdf?t=202405301219200
2024-O-11,2024,ordinance,yes,2024-O-11.pdf,2024-O-11,2024-O-11.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-11.pdf?t=202405301221430
2024-O-12,2024,ordinance,yes,2024-O-12.pdf,2024-O-12,2024-O12.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O12.pdf?t=202405301224160
2024-O-14,2024,ordinance,yes,2024-O-14.pdf,2024-O-14,2024-O-14.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-14.pdf?t=202405301226330
2024-O-15,2024,ordinance,yes,2024-O-15.pdf,2024-O-15,Ordinance No. 2024-O-15.docx.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/Ordinance%20No.%202024-O-15.docx.pdf?t=202406121530340
2024-O-16,2024,ordinance,yes,2024-O-16.pdf,2024-O-16,ORD 2024-O-16.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-16.pdf?t=202406121533570
2024-O-17,2024,ordinance,yes,2024-O-17.pdf,2024-O-17,Ordinance No. 2024-O-17.docx.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/Ordinance%20No.%202024-O-17.docx.pdf?t=202604141545060
2024-O-18,2024,ordinance,yes,2024-O-18.pdf,2024-O-18,ORD 2024-O-18.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-18.pdf?t=202406121538570
2024-O-19,2024,ordinance,yes,2024-O-19.pdf,2024-O-19,Ordinance No. 2024-O-19.docx.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/Ordinance%20No.%202024-O-19.docx.pdf?t=202406121541110
2024-O-20,2024,ordinance,yes,2024-O-20.pdf,2024-O-20,2024-O-20.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-20.pdf?t=202407221428220
2024-O-21,2024,ordinance,yes,2024-O-21.pdf,2024-O-21,2024-O-21.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-21.pdf?t=202408151426080
2024-O-23,2024,ordinance,yes,2024-O-23.pdf,2024-O-23,ORD 2024-O-23.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-23.pdf?t=202409251838530
2024-O-24,2024,ordinance,yes,2024-O-24.pdf,2024-O-24,ORD 2024-O-24.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-24.pdf?t=202409191913400
2024-O-25,2024,ordinance,yes,2024-O-25.pdf,2024-O-25,ORD 2024-O-25.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-25.pdf?t=202409191920340
2024-O-26,2024,ordinance,yes,2024-O-26.pdf,2024-O-26,2024-O-26.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-26.pdf?t=202410081354300
2024-O-27,2024,ordinance,yes,2024-O-27.pdf,2024-O-27,2024-O-27.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-27.pdf?t=202411201159360
2024-O-28,2024,ordinance,yes,2024-O-28.pdf,2024-O-28,2024-O-28.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-28.pdf?t=202412161805320
2024-O-29,2024,ordinance,yes,2024-O-29.pdf,2024-O-29,2024-O-29.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-29.pdf?t=202412161808480
2024-O-30,2024,ordinance,yes,2024-O-30.pdf,2024-O-30,2024-O-30.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-30.pdf?t=202412161812210
2024-O-31,2024,ordinance,yes,2024-O-31.pdf,2024-O-31,2024-O-31.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-31.pdf?t=202412161814220
2025-O-01,2025,ordinance,yes,2025-O-01.pdf,2025-O-01,Ordinance_No_2025-O-01.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/Ordinance_No_2025-O-01.pdf?t=202501231637190
2025-O-02,2025,ordinance,yes,2025-O-02.pdf,2025-O-02,ORD 2025-O-02.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-02.pdf?t=202502101900040
2025-O-03,2025,ordinance,yes,2025-O-03.pdf,2025-O-03,Item 6 TODO.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/Item%206%20TODO.pdf?t=202502201932310
2025-O-04,2025,ordinance,yes,2025-O-04.pdf,2025-O-04,Ord 2025-O-04.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/Ord%202025-O-04.pdf?t=202504221340570
2025-O-05,2025,ordinance,yes,2025-O-05.pdf,2025-O-05,2025-O-5.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-5.pdf?t=202504221349380
2025-O-06,2025,ordinance,yes,2025-O-06.pdf,2025-O-06,2025-O-06.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-06.pdf?t=202505191816530
2025-O-07,2025,ordinance,yes,2025-O-07.pdf,2025-O-07,2025-O-07.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-07.pdf?t=202504221357540
2025-O-10,2025,ordinance,yes,2025-O-10.pdf,2025-O-10,ORD 2025-O-10.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-10.pdf?t=202506091629070
2025-O-11,2025,ordinance,yes,2025-O-11.pdf,2025-O-11,ORD 2025-O-11.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-11.pdf?t=202507011613280
2025-O-12,2025,ordinance,yes,2025-O-12.pdf,2025-O-12,ORD 2025-O-12.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-12.pdf?t=202506241848350
2025-O-13,2025,ordinance,yes,2025-O-13.pdf,2025-O-13,ORD 2025-O-13.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-13.pdf?t=202508261605580
2025-O-14,2025,ordinance,yes,2025-O-14.pdf,2025-O-14,ORD 2025-O-14.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-14.pdf?t=202509101632000
2025-O-15,2025,ordinance,yes,2025-O-15.pdf,2025-O-15,ORD 2025-O-15.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-15.pdf?t=202509101633450
2025-O-16,2025,ordinance,yes,2025-O-16.pdf,2025-O-16,ORD 2025-O-16.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-16.pdf?t=202510161712410
