EventItemId,VoteId,VotePersonId,VotePersonName,VoteValueId,VoteValueName
29682,16729,335,Zach Robinson,16,Yes
29682,16730,370,Monica Zoltanski,16,Yes
29682,16731,368,Marci Houseman,16,Yes
29682,16732,331,Cyndi Sharkey,16,Yes
29682,16733,334,Brooke Christensen,16,Yes
29684,16734,369,Alison Stroud,16,Yes
29684,16735,253,Kris Nicholl,16,Yes
29684,16736,335,Zach Robinson,16,Yes
29684,16737,370,Monica Zoltanski,16,Yes
29684,16738,368,Marci Houseman,16,Yes
29684,16739,331,Cyndi Sharkey,16,Yes
29684,16740,334,Brooke Christensen,16,Yes
29700,16741,369,Alison Stroud,16,Yes
29700,16742,253,Kris Nicholl,16,Yes
29700,16743,335,Zach Robinson,16,Yes
29700,16744,370,Monica Zoltanski,16,Yes
29700,16745,368,Marci Houseman,16,Yes
29700,16746,331,Cyndi Sharkey,16,Yes
29700,16747,334,Brooke Christensen,16,Yes
29747,16755,369,Alison Stroud,16,Yes
29747,16756,253,Kris Nicholl,16,Yes
29747,16757,335,Zach Robinson,16,Yes
29747,16758,370,Monica Zoltanski,16,Yes
29747,16759,368,Marci Houseman,16,Yes
29747,16760,331,Cyndi Sharkey,16,Yes
29747,16761,334,Brooke Christensen,16,Yes
29749,16748,369,Alison Stroud,16,Yes
29749,16749,253,Kris Nicholl,16,Yes
29749,16750,335,Zach Robinson,17,No
29749,16751,370,Monica Zoltanski,16,Yes
29749,16752,368,Marci Houseman,16,Yes
29749,16753,331,Cyndi Sharkey,17,No
29749,16754,334,Brooke Christensen,16,Yes
29763,16755,369,Alison Stroud,16,Yes
29763,16756,253,Kris Nicholl,16,Yes
29763,16757,335,Zach Robinson,16,Yes
29763,16758,370,Monica Zoltanski,16,Yes
29763,16759,368,Marci Houseman,16,Yes
29763,16760,331,Cyndi Sharkey,16,Yes
29763,16761,334,Brooke Christensen,16,Yes
29879,16798,369,Alison Stroud,16,Yes
29879,16799,253,Kris Nicholl,16,Yes
29879,16800,335,Zach Robinson,16,Yes
29879,16801,370,Monica Zoltanski,16,Yes
29879,16802,368,Marci Houseman,16,Yes
29879,16803,331,Cyndi Sharkey,16,Yes
29879,16804,334,Brooke Christensen,16,Yes
29882,16777,369,Alison Stroud,16,Yes
29882,16778,253,Kris Nicholl,16,Yes
29882,16779,335,Zach Robinson,16,Yes
29882,16780,370,Monica Zoltanski,16,Yes
29882,16781,368,Marci Houseman,16,Yes
29882,16782,331,Cyndi Sharkey,16,Yes
29882,16783,334,Brooke Christensen,16,Yes
29883,16784,369,Alison Stroud,16,Yes
29883,16785,253,Kris Nicholl,16,Yes
29883,16786,335,Zach Robinson,16,Yes
29883,16787,370,Monica Zoltanski,16,Yes
29883,16788,368,Marci Houseman,16,Yes
29883,16789,331,Cyndi Sharkey,16,Yes
29883,16790,334,Brooke Christensen,16,Yes
29886,16791,369,Alison Stroud,16,Yes
29886,16792,253,Kris Nicholl,16,Yes
29886,16793,335,Zach Robinson,16,Yes
29886,16794,370,Monica Zoltanski,16,Yes
29886,16795,368,Marci Houseman,16,Yes
29886,16796,331,Cyndi Sharkey,16,Yes
29886,16797,334,Brooke Christensen,16,Yes
29903,16798,369,Alison Stroud,16,Yes
29903,16799,253,Kris Nicholl,16,Yes
29903,16800,335,Zach Robinson,16,Yes
29903,16801,370,Monica Zoltanski,16,Yes
29903,16802,368,Marci Houseman,16,Yes
29903,16803,331,Cyndi Sharkey,16,Yes
29903,16804,334,Brooke Christensen,16,Yes
29920,16869,369,Alison Stroud,16,Yes
29920,16870,253,Kris Nicholl,16,Yes
29920,16871,335,Zach Robinson,16,Yes
29920,16872,370,Monica Zoltanski,16,Yes
29920,16873,368,Marci Houseman,16,Yes
29920,16874,331,Cyndi Sharkey,16,Yes
29920,16875,334,Brooke Christensen,16,Yes
29962,16869,369,Alison Stroud,16,Yes
29962,16870,253,Kris Nicholl,16,Yes
29962,16871,335,Zach Robinson,16,Yes
29962,16872,370,Monica Zoltanski,16,Yes
29962,16873,368,Marci Houseman,16,Yes
29962,16874,331,Cyndi Sharkey,16,Yes
29962,16875,334,Brooke Christensen,16,Yes
29983,16890,369,Alison Stroud,16,Yes
29983,16891,253,Kris Nicholl,16,Yes
29983,16892,335,Zach Robinson,16,Yes
29983,16893,370,Monica Zoltanski,16,Yes
29983,16894,368,Marci Houseman,16,Yes
29983,16895,331,Cyndi Sharkey,16,Yes
29983,16896,334,Brooke Christensen,16,Yes
29986,16883,369,Alison Stroud,16,Yes
29986,16884,253,Kris Nicholl,16,Yes
29986,16885,335,Zach Robinson,16,Yes
29986,16886,370,Monica Zoltanski,16,Yes
29986,16887,368,Marci Houseman,16,Yes
29986,16888,331,Cyndi Sharkey,17,No
29986,16889,334,Brooke Christensen,17,No
29999,16897,369,Alison Stroud,16,Yes
29999,16898,253,Kris Nicholl,16,Yes
29999,16899,335,Zach Robinson,16,Yes
29999,16900,370,Monica Zoltanski,16,Yes
29999,16901,368,Marci Houseman,16,Yes
29999,16902,331,Cyndi Sharkey,16,Yes
29999,16903,334,Brooke Christensen,16,Yes
30003,16897,369,Alison Stroud,16,Yes
30003,16898,253,Kris Nicholl,16,Yes
30003,16899,335,Zach Robinson,16,Yes
30003,16900,370,Monica Zoltanski,16,Yes
30003,16901,368,Marci Houseman,16,Yes
30003,16902,331,Cyndi Sharkey,16,Yes
30003,16903,334,Brooke Christensen,16,Yes
30018,16928,369,Alison Stroud,16,Yes
30018,16929,253,Kris Nicholl,16,Yes
30018,16930,335,Zach Robinson,16,Yes
30018,16931,370,Monica Zoltanski,16,Yes
30018,16932,368,Marci Houseman,16,Yes
30018,16933,331,Cyndi Sharkey,16,Yes
30018,16934,334,Brooke Christensen,16,Yes
30019,16942,369,Alison Stroud,16,Yes
30019,16943,253,Kris Nicholl,16,Yes
30019,16944,335,Zach Robinson,16,Yes
30019,16945,370,Monica Zoltanski,16,Yes
30019,16946,368,Marci Houseman,16,Yes
30019,16947,331,Cyndi Sharkey,16,Yes
30019,16948,334,Brooke Christensen,16,Yes
30020,16935,369,Alison Stroud,16,Yes
30020,16936,253,Kris Nicholl,16,Yes
30020,16937,335,Zach Robinson,17,No
30020,16938,370,Monica Zoltanski,17,No
30020,16939,368,Marci Houseman,16,Yes
30020,16940,331,Cyndi Sharkey,16,Yes
30020,16941,334,Brooke Christensen,17,No
30021,16949,369,Alison Stroud,16,Yes
30021,16950,253,Kris Nicholl,16,Yes
30021,16951,335,Zach Robinson,16,Yes
30021,16952,370,Monica Zoltanski,16,Yes
30021,16953,368,Marci Houseman,16,Yes
30021,16954,331,Cyndi Sharkey,17,No
30021,16955,334,Brooke Christensen,17,No
30108,16977,369,Alison Stroud,16,Yes
30108,16978,253,Kris Nicholl,16,Yes
30108,16979,335,Zach Robinson,16,Yes
30108,16980,370,Monica Zoltanski,16,Yes
30108,16981,368,Marci Houseman,16,Yes
30108,16982,331,Cyndi Sharkey,16,Yes
30108,16983,334,Brooke Christensen,16,Yes
30110,16963,369,Alison Stroud,16,Yes
30110,16964,253,Kris Nicholl,16,Yes
30110,16965,335,Zach Robinson,16,Yes
30110,16966,370,Monica Zoltanski,16,Yes
30110,16967,368,Marci Houseman,16,Yes
30110,16968,331,Cyndi Sharkey,16,Yes
30110,16969,334,Brooke Christensen,16,Yes
30111,16956,369,Alison Stroud,16,Yes
30111,16957,253,Kris Nicholl,16,Yes
30111,16958,335,Zach Robinson,16,Yes
30111,16959,370,Monica Zoltanski,16,Yes
30111,16960,368,Marci Houseman,16,Yes
30111,16961,331,Cyndi Sharkey,16,Yes
30111,16962,334,Brooke Christensen,16,Yes
30126,16977,369,Alison Stroud,16,Yes
30126,16978,253,Kris Nicholl,16,Yes
30126,16979,335,Zach Robinson,16,Yes
30126,16980,370,Monica Zoltanski,16,Yes
30126,16981,368,Marci Houseman,16,Yes
30126,16982,331,Cyndi Sharkey,16,Yes
30126,16983,334,Brooke Christensen,16,Yes
30143,17031,369,Alison Stroud,16,Yes
30143,17032,253,Kris Nicholl,16,Yes
30143,17033,335,Zach Robinson,16,Yes
30143,17034,370,Monica Zoltanski,16,Yes
30143,17035,368,Marci Houseman,16,Yes
30143,17036,331,Cyndi Sharkey,16,Yes
30143,17037,334,Brooke Christensen,16,Yes
30144,17031,369,Alison Stroud,16,Yes
30144,17032,253,Kris Nicholl,16,Yes
30144,17033,335,Zach Robinson,16,Yes
30144,17034,370,Monica Zoltanski,16,Yes
30144,17035,368,Marci Houseman,16,Yes
30144,17036,331,Cyndi Sharkey,16,Yes
30144,17037,334,Brooke Christensen,16,Yes
30147,17024,369,Alison Stroud,16,Yes
30147,17025,253,Kris Nicholl,16,Yes
30147,17026,335,Zach Robinson,16,Yes
30147,17027,370,Monica Zoltanski,16,Yes
30147,17028,368,Marci Houseman,16,Yes
30147,17029,331,Cyndi Sharkey,16,Yes
30147,17030,334,Brooke Christensen,16,Yes
30160,17031,369,Alison Stroud,16,Yes
30160,17032,253,Kris Nicholl,16,Yes
30160,17033,335,Zach Robinson,16,Yes
30160,17034,370,Monica Zoltanski,16,Yes
30160,17035,368,Marci Houseman,16,Yes
30160,17036,331,Cyndi Sharkey,16,Yes
30160,17037,334,Brooke Christensen,16,Yes
30231,17216,369,Alison Stroud,16,Yes
30231,17217,253,Kris Nicholl,16,Yes
30231,17218,335,Zach Robinson,16,Yes
30231,17219,370,Monica Zoltanski,16,Yes
30231,17220,368,Marci Houseman,16,Yes
30231,17221,331,Cyndi Sharkey,16,Yes
30231,17222,334,Brooke Christensen,16,Yes
30234,17237,369,Alison Stroud,16,Yes
30234,17238,253,Kris Nicholl,16,Yes
30234,17239,335,Zach Robinson,16,Yes
30234,17240,370,Monica Zoltanski,16,Yes
30234,17241,368,Marci Houseman,16,Yes
30234,17242,331,Cyndi Sharkey,16,Yes
30234,17243,334,Brooke Christensen,16,Yes
30235,17237,369,Alison Stroud,16,Yes
30235,17238,253,Kris Nicholl,16,Yes
30235,17239,335,Zach Robinson,16,Yes
30235,17240,370,Monica Zoltanski,16,Yes
30235,17241,368,Marci Houseman,16,Yes
30235,17242,331,Cyndi Sharkey,16,Yes
30235,17243,334,Brooke Christensen,16,Yes
30236,17237,369,Alison Stroud,16,Yes
30236,17238,253,Kris Nicholl,16,Yes
30236,17239,335,Zach Robinson,16,Yes
30236,17240,370,Monica Zoltanski,16,Yes
30236,17241,368,Marci Houseman,16,Yes
30236,17242,331,Cyndi Sharkey,16,Yes
30236,17243,334,Brooke Christensen,16,Yes
30266,17223,369,Alison Stroud,16,Yes
30266,17224,253,Kris Nicholl,16,Yes
30266,17225,335,Zach Robinson,16,Yes
30266,17226,370,Monica Zoltanski,16,Yes
30266,17227,368,Marci Houseman,16,Yes
30266,17228,331,Cyndi Sharkey,16,Yes
30266,17229,334,Brooke Christensen,16,Yes
30300,17230,369,Alison Stroud,16,Yes
30300,17231,253,Kris Nicholl,16,Yes
30300,17232,335,Zach Robinson,16,Yes
30300,17233,370,Monica Zoltanski,16,Yes
30300,17234,368,Marci Houseman,16,Yes
30300,17235,331,Cyndi Sharkey,16,Yes
30300,17236,334,Brooke Christensen,16,Yes
30301,17237,369,Alison Stroud,16,Yes
30301,17238,253,Kris Nicholl,16,Yes
30301,17239,335,Zach Robinson,16,Yes
30301,17240,370,Monica Zoltanski,16,Yes
30301,17241,368,Marci Houseman,16,Yes
30301,17242,331,Cyndi Sharkey,16,Yes
30301,17243,334,Brooke Christensen,16,Yes
30308,17251,369,Alison Stroud,16,Yes
30308,17252,253,Kris Nicholl,16,Yes
30308,17253,335,Zach Robinson,16,Yes
30308,17254,370,Monica Zoltanski,16,Yes
30308,17255,368,Marci Houseman,16,Yes
30308,17256,331,Cyndi Sharkey,16,Yes
30308,17257,334,Brooke Christensen,17,No
30370,17377,369,Alison Stroud,16,Yes
30370,17378,253,Kris Nicholl,16,Yes
30370,17379,335,Zach Robinson,16,Yes
30370,17380,370,Monica Zoltanski,16,Yes
30370,17381,368,Marci Houseman,16,Yes
30370,17382,331,Cyndi Sharkey,16,Yes
30370,17383,334,Brooke Christensen,16,Yes
30371,17377,369,Alison Stroud,16,Yes
30371,17378,253,Kris Nicholl,16,Yes
30371,17379,335,Zach Robinson,16,Yes
30371,17380,370,Monica Zoltanski,16,Yes
30371,17381,368,Marci Houseman,16,Yes
30371,17382,331,Cyndi Sharkey,16,Yes
30371,17383,334,Brooke Christensen,16,Yes
30372,17377,369,Alison Stroud,16,Yes
30372,17378,253,Kris Nicholl,16,Yes
30372,17379,335,Zach Robinson,16,Yes
30372,17380,370,Monica Zoltanski,16,Yes
30372,17381,368,Marci Houseman,16,Yes
30372,17382,331,Cyndi Sharkey,16,Yes
30372,17383,334,Brooke Christensen,16,Yes
30380,17349,369,Alison Stroud,16,Yes
30380,17350,253,Kris Nicholl,16,Yes
30380,17351,335,Zach Robinson,16,Yes
30380,17352,370,Monica Zoltanski,16,Yes
30380,17353,368,Marci Houseman,16,Yes
30380,17354,331,Cyndi Sharkey,16,Yes
30380,17355,334,Brooke Christensen,16,Yes
30381,17363,369,Alison Stroud,16,Yes
30381,17364,253,Kris Nicholl,16,Yes
30381,17365,335,Zach Robinson,16,Yes
30381,17366,370,Monica Zoltanski,16,Yes
30381,17367,368,Marci Houseman,16,Yes
30381,17368,331,Cyndi Sharkey,16,Yes
30381,17369,334,Brooke Christensen,16,Yes
30384,17356,369,Alison Stroud,16,Yes
30384,17357,253,Kris Nicholl,16,Yes
30384,17358,335,Zach Robinson,16,Yes
30384,17359,370,Monica Zoltanski,16,Yes
30384,17360,368,Marci Houseman,16,Yes
30384,17361,331,Cyndi Sharkey,16,Yes
30384,17362,334,Brooke Christensen,16,Yes
30385,17342,369,Alison Stroud,16,Yes
30385,17343,253,Kris Nicholl,17,No
30385,17344,335,Zach Robinson,16,Yes
30385,17345,370,Monica Zoltanski,16,Yes
30385,17346,368,Marci Houseman,17,No
30385,17347,331,Cyndi Sharkey,17,No
30385,17348,334,Brooke Christensen,16,Yes
30403,17377,369,Alison Stroud,16,Yes
30403,17378,253,Kris Nicholl,16,Yes
30403,17379,335,Zach Robinson,16,Yes
30403,17380,370,Monica Zoltanski,16,Yes
30403,17381,368,Marci Houseman,16,Yes
30403,17382,331,Cyndi Sharkey,16,Yes
30403,17383,334,Brooke Christensen,16,Yes
30414,17400,369,Alison Stroud,17,No
30414,17401,253,Kris Nicholl,17,No
30414,17402,335,Zach Robinson,16,Yes
30414,17403,370,Monica Zoltanski,16,Yes
30414,17404,368,Marci Houseman,17,No
30414,17405,331,Cyndi Sharkey,17,No
30414,17406,334,Brooke Christensen,16,Yes
30504,17407,369,Alison Stroud,16,Yes
30504,17408,253,Kris Nicholl,16,Yes
30504,17409,335,Zach Robinson,16,Yes
30504,17410,370,Monica Zoltanski,16,Yes
30504,17411,368,Marci Houseman,16,Yes
30504,17412,331,Cyndi Sharkey,16,Yes
30504,17413,334,Brooke Christensen,16,Yes
30684,17524,369,Alison Stroud,16,Yes
30684,17525,253,Kris Nicholl,16,Yes
30684,17526,335,Zach Robinson,16,Yes
30684,17527,370,Monica Zoltanski,16,Yes
30684,17528,368,Marci Houseman,16,Yes
30684,17529,331,Cyndi Sharkey,16,Yes
30684,17530,334,Brooke Christensen,16,Yes
30685,17524,369,Alison Stroud,16,Yes
30685,17525,253,Kris Nicholl,16,Yes
30685,17526,335,Zach Robinson,16,Yes
30685,17527,370,Monica Zoltanski,16,Yes
30685,17528,368,Marci Houseman,16,Yes
30685,17529,331,Cyndi Sharkey,16,Yes
30685,17530,334,Brooke Christensen,16,Yes
30687,17517,369,Alison Stroud,16,Yes
30687,17518,253,Kris Nicholl,16,Yes
30687,17519,335,Zach Robinson,16,Yes
30687,17520,370,Monica Zoltanski,16,Yes
30687,17521,368,Marci Houseman,16,Yes
30687,17522,331,Cyndi Sharkey,16,Yes
30687,17523,334,Brooke Christensen,16,Yes
30700,17524,369,Alison Stroud,16,Yes
30700,17525,253,Kris Nicholl,16,Yes
30700,17526,335,Zach Robinson,16,Yes
30700,17527,370,Monica Zoltanski,16,Yes
30700,17528,368,Marci Houseman,16,Yes
30700,17529,331,Cyndi Sharkey,16,Yes
30700,17530,334,Brooke Christensen,16,Yes
30771,17584,369,Alison Stroud,16,Yes
30771,17585,253,Kris Nicholl,16,Yes
30771,17586,335,Zach Robinson,16,Yes
30771,17587,370,Monica Zoltanski,16,Yes
30771,17588,368,Marci Houseman,16,Yes
30771,17589,331,Cyndi Sharkey,16,Yes
30771,17590,334,Brooke Christensen,16,Yes
30772,17584,369,Alison Stroud,16,Yes
30772,17585,253,Kris Nicholl,16,Yes
30772,17586,335,Zach Robinson,16,Yes
30772,17587,370,Monica Zoltanski,16,Yes
30772,17588,368,Marci Houseman,16,Yes
30772,17589,331,Cyndi Sharkey,16,Yes
30772,17590,334,Brooke Christensen,16,Yes
30774,17643,369,Alison Stroud,16,Yes
30774,17644,253,Kris Nicholl,16,Yes
30774,17645,335,Zach Robinson,16,Yes
30774,17646,370,Monica Zoltanski,16,Yes
30774,17647,368,Marci Houseman,16,Yes
30774,17648,331,Cyndi Sharkey,16,Yes
30774,17649,334,Brooke Christensen,16,Yes
30775,17563,369,Alison Stroud,16,Yes
30775,17564,253,Kris Nicholl,16,Yes
30775,17565,335,Zach Robinson,16,Yes
30775,17566,370,Monica Zoltanski,16,Yes
30775,17567,368,Marci Houseman,16,Yes
30775,17568,331,Cyndi Sharkey,16,Yes
30775,17569,334,Brooke Christensen,16,Yes
30784,17650,369,Alison Stroud,16,Yes
30784,17651,253,Kris Nicholl,16,Yes
30784,17652,335,Zach Robinson,16,Yes
30784,17653,370,Monica Zoltanski,16,Yes
30784,17654,368,Marci Houseman,16,Yes
30784,17655,331,Cyndi Sharkey,16,Yes
30784,17656,334,Brooke Christensen,16,Yes
30787,17577,369,Alison Stroud,16,Yes
30787,17578,253,Kris Nicholl,16,Yes
30787,17579,335,Zach Robinson,16,Yes
30787,17580,370,Monica Zoltanski,16,Yes
30787,17581,368,Marci Houseman,17,No
30787,17582,331,Cyndi Sharkey,17,No
30787,17583,334,Brooke Christensen,16,Yes
30795,17584,369,Alison Stroud,16,Yes
30795,17585,253,Kris Nicholl,16,Yes
30795,17586,335,Zach Robinson,16,Yes
30795,17587,370,Monica Zoltanski,16,Yes
30795,17588,368,Marci Houseman,16,Yes
30795,17589,331,Cyndi Sharkey,16,Yes
30795,17590,334,Brooke Christensen,16,Yes
30877,17636,369,Alison Stroud,16,Yes
30877,17637,253,Kris Nicholl,16,Yes
30877,17638,335,Zach Robinson,16,Yes
30877,17639,370,Monica Zoltanski,16,Yes
30877,17640,368,Marci Houseman,16,Yes
30877,17641,331,Cyndi Sharkey,16,Yes
30877,17642,334,Brooke Christensen,16,Yes
30878,17636,369,Alison Stroud,16,Yes
30878,17637,253,Kris Nicholl,16,Yes
30878,17638,335,Zach Robinson,16,Yes
30878,17639,370,Monica Zoltanski,16,Yes
30878,17640,368,Marci Houseman,16,Yes
30878,17641,331,Cyndi Sharkey,16,Yes
30878,17642,334,Brooke Christensen,16,Yes
30879,17636,369,Alison Stroud,16,Yes
30879,17637,253,Kris Nicholl,16,Yes
30879,17638,335,Zach Robinson,16,Yes
30879,17639,370,Monica Zoltanski,16,Yes
30879,17640,368,Marci Houseman,16,Yes
30879,17641,331,Cyndi Sharkey,16,Yes
30879,17642,334,Brooke Christensen,16,Yes
30880,17636,369,Alison Stroud,16,Yes
30880,17637,253,Kris Nicholl,16,Yes
30880,17638,335,Zach Robinson,16,Yes
30880,17639,370,Monica Zoltanski,16,Yes
30880,17640,368,Marci Houseman,16,Yes
30880,17641,331,Cyndi Sharkey,16,Yes
30880,17642,334,Brooke Christensen,16,Yes
30882,17704,369,Alison Stroud,16,Yes
30882,17705,253,Kris Nicholl,16,Yes
30882,17706,335,Zach Robinson,16,Yes
30882,17707,370,Monica Zoltanski,16,Yes
30882,17708,368,Marci Houseman,16,Yes
30882,17709,331,Cyndi Sharkey,16,Yes
30882,17710,334,Brooke Christensen,16,Yes
30883,17615,369,Alison Stroud,16,Yes
30883,17616,253,Kris Nicholl,16,Yes
30883,17617,335,Zach Robinson,16,Yes
30883,17618,370,Monica Zoltanski,16,Yes
30883,17619,368,Marci Houseman,16,Yes
30883,17620,331,Cyndi Sharkey,16,Yes
30883,17621,334,Brooke Christensen,16,Yes
30900,17636,369,Alison Stroud,16,Yes
30900,17637,253,Kris Nicholl,16,Yes
30900,17638,335,Zach Robinson,16,Yes
30900,17639,370,Monica Zoltanski,16,Yes
30900,17640,368,Marci Houseman,16,Yes
30900,17641,331,Cyndi Sharkey,16,Yes
30900,17642,334,Brooke Christensen,16,Yes
30980,17673,369,Alison Stroud,16,Yes
30980,17674,253,Kris Nicholl,16,Yes
30980,17675,335,Zach Robinson,16,Yes
30980,17676,370,Monica Zoltanski,16,Yes
30980,17677,368,Marci Houseman,16,Yes
30980,17678,331,Cyndi Sharkey,16,Yes
30980,17679,334,Brooke Christensen,16,Yes
31071,17735,369,Alison Stroud,16,Yes
31071,17736,253,Kris Nicholl,16,Yes
31071,17737,335,Zach Robinson,16,Yes
31071,17738,370,Monica Zoltanski,16,Yes
31071,17739,368,Marci Houseman,16,Yes
31071,17740,331,Cyndi Sharkey,16,Yes
31071,17741,334,Brooke Christensen,16,Yes
31202,17742,369,Alison Stroud,16,Yes
31202,17743,253,Kris Nicholl,16,Yes
31202,17744,335,Zach Robinson,16,Yes
31202,17745,370,Monica Zoltanski,16,Yes
31202,17746,368,Marci Houseman,16,Yes
31202,17747,331,Cyndi Sharkey,16,Yes
31202,17748,334,Brooke Christensen,16,Yes
31203,17742,369,Alison Stroud,16,Yes
31203,17743,253,Kris Nicholl,16,Yes
31203,17744,335,Zach Robinson,16,Yes
31203,17745,370,Monica Zoltanski,16,Yes
31203,17746,368,Marci Houseman,16,Yes
31203,17747,331,Cyndi Sharkey,16,Yes
31203,17748,334,Brooke Christensen,16,Yes
31205,17742,369,Alison Stroud,16,Yes
31205,17743,253,Kris Nicholl,16,Yes
31205,17744,335,Zach Robinson,16,Yes
31205,17745,370,Monica Zoltanski,16,Yes
31205,17746,368,Marci Houseman,16,Yes
31205,17747,331,Cyndi Sharkey,16,Yes
31205,17748,334,Brooke Christensen,16,Yes
31206,17742,369,Alison Stroud,16,Yes
31206,17743,253,Kris Nicholl,16,Yes
31206,17744,335,Zach Robinson,16,Yes
31206,17745,370,Monica Zoltanski,16,Yes
31206,17746,368,Marci Houseman,16,Yes
31206,17747,331,Cyndi Sharkey,16,Yes
31206,17748,334,Brooke Christensen,16,Yes
31210,17829,369,Alison Stroud,16,Yes
31210,17830,253,Kris Nicholl,16,Yes
31210,17831,335,Zach Robinson,16,Yes
31210,17832,370,Monica Zoltanski,16,Yes
31210,17833,368,Marci Houseman,16,Yes
31210,17834,331,Cyndi Sharkey,16,Yes
31210,17835,334,Brooke Christensen,16,Yes
31298,17742,369,Alison Stroud,16,Yes
31298,17743,253,Kris Nicholl,16,Yes
31298,17744,335,Zach Robinson,16,Yes
31298,17745,370,Monica Zoltanski,16,Yes
31298,17746,368,Marci Houseman,16,Yes
31298,17747,331,Cyndi Sharkey,16,Yes
31298,17748,334,Brooke Christensen,16,Yes
31349,18007,369,Alison Stroud,16,Yes
31349,18008,253,Kris Nicholl,16,Yes
31349,18009,335,Zach Robinson,16,Yes
31349,18010,370,Monica Zoltanski,16,Yes
31349,18011,368,Marci Houseman,16,Yes
31349,18012,331,Cyndi Sharkey,16,Yes
31349,18013,334,Brooke Christensen,16,Yes
31350,18014,369,Alison Stroud,16,Yes
31350,18015,253,Kris Nicholl,16,Yes
31350,18016,335,Zach Robinson,16,Yes
31350,18017,370,Monica Zoltanski,16,Yes
31350,18018,368,Marci Houseman,16,Yes
31350,18019,331,Cyndi Sharkey,16,Yes
31350,18020,334,Brooke Christensen,16,Yes
31351,18021,369,Alison Stroud,16,Yes
31351,18022,253,Kris Nicholl,16,Yes
31351,18023,335,Zach Robinson,16,Yes
31351,18024,370,Monica Zoltanski,16,Yes
31351,18025,368,Marci Houseman,16,Yes
31351,18026,331,Cyndi Sharkey,16,Yes
31351,18027,334,Brooke Christensen,16,Yes
31352,17852,369,Alison Stroud,16,Yes
31352,17853,253,Kris Nicholl,16,Yes
31352,17854,335,Zach Robinson,16,Yes
31352,17855,370,Monica Zoltanski,16,Yes
31352,17856,368,Marci Houseman,16,Yes
31352,17857,331,Cyndi Sharkey,16,Yes
31352,17858,334,Brooke Christensen,16,Yes
31354,17859,369,Alison Stroud,16,Yes
31354,17860,253,Kris Nicholl,16,Yes
31354,17861,335,Zach Robinson,16,Yes
31354,17862,370,Monica Zoltanski,16,Yes
31354,17863,368,Marci Houseman,16,Yes
31354,17864,331,Cyndi Sharkey,16,Yes
31354,17865,334,Brooke Christensen,16,Yes
31556,17889,369,Alison Stroud,16,Yes
31556,17890,253,Kris Nicholl,16,Yes
31556,17891,335,Zach Robinson,16,Yes
31556,17892,370,Monica Zoltanski,16,Yes
31556,17893,368,Marci Houseman,16,Yes
31556,17894,331,Cyndi Sharkey,16,Yes
31556,17895,334,Brooke Christensen,16,Yes
31476,17936,369,Alison Stroud,16,Yes
31476,17937,253,Kris Nicholl,16,Yes
31476,17938,335,Zach Robinson,16,Yes
31476,17939,370,Monica Zoltanski,16,Yes
31476,17940,368,Marci Houseman,16,Yes
31476,17941,331,Cyndi Sharkey,16,Yes
31476,17942,334,Brooke Christensen,16,Yes
31477,17936,369,Alison Stroud,16,Yes
31477,17937,253,Kris Nicholl,16,Yes
31477,17938,335,Zach Robinson,16,Yes
31477,17939,370,Monica Zoltanski,16,Yes
31477,17940,368,Marci Houseman,16,Yes
31477,17941,331,Cyndi Sharkey,16,Yes
31477,17942,334,Brooke Christensen,16,Yes
31592,17936,369,Alison Stroud,16,Yes
31592,17937,253,Kris Nicholl,16,Yes
31592,17938,335,Zach Robinson,16,Yes
31592,17939,370,Monica Zoltanski,16,Yes
31592,17940,368,Marci Houseman,16,Yes
31592,17941,331,Cyndi Sharkey,16,Yes
31592,17942,334,Brooke Christensen,16,Yes
31570,18035,369,Alison Stroud,16,Yes
31570,18036,253,Kris Nicholl,16,Yes
31570,18037,335,Zach Robinson,16,Yes
31570,18038,370,Monica Zoltanski,16,Yes
31570,18039,368,Marci Houseman,16,Yes
31570,18040,331,Cyndi Sharkey,16,Yes
31570,18041,334,Brooke Christensen,16,Yes
31690,18042,369,Alison Stroud,16,Yes
31690,18043,253,Kris Nicholl,16,Yes
31690,18044,335,Zach Robinson,17,No
31690,18045,370,Monica Zoltanski,17,No
31690,18046,368,Marci Houseman,16,Yes
31690,18047,331,Cyndi Sharkey,16,Yes
31690,18048,334,Brooke Christensen,16,Yes
31703,18081,369,Alison Stroud,17,No
31703,18082,253,Kris Nicholl,17,No
31703,18083,335,Zach Robinson,16,Yes
31703,18084,370,Monica Zoltanski,16,Yes
31703,18085,368,Marci Houseman,17,No
31703,18086,331,Cyndi Sharkey,17,No
31703,18087,334,Brooke Christensen,16,Yes
31732,18095,369,Alison Stroud,16,Yes
31732,18096,253,Kris Nicholl,16,Yes
31732,18097,335,Zach Robinson,16,Yes
31732,18098,370,Monica Zoltanski,16,Yes
31732,18099,368,Marci Houseman,16,Yes
31732,18100,331,Cyndi Sharkey,16,Yes
31732,18101,334,Brooke Christensen,16,Yes
31744,18102,369,Alison Stroud,16,Yes
31744,18103,253,Kris Nicholl,16,Yes
31744,18104,335,Zach Robinson,16,Yes
31744,18105,370,Monica Zoltanski,16,Yes
31744,18106,368,Marci Houseman,16,Yes
31744,18107,331,Cyndi Sharkey,16,Yes
31744,18108,334,Brooke Christensen,16,Yes
31918,18194,369,Alison Stroud,16,Yes
31918,18195,253,Kris Nicholl,16,Yes
