EventId,EventBodyId,EventBodyName,EventDate,EventTime,EventAgendaStatusName,EventMinutesStatusName,EventLocation
1481,140,Planning Commission,2020-08-06T00:00:00,5:30 PM,Final,Final,On-line Meeting
1482,140,Planning Commission,2020-08-20T00:00:00,6:15 PM,Final,Final,On-line meeting
1486,140,Planning Commission,2020-09-03T00:00:00,6:15 PM,Final,Final,On-line meeting
1487,140,Planning Commission,2020-09-17T00:00:00,6:15 PM,Final,Final,On-Line Meeting
1498,140,Planning Commission,2020-10-01T00:00:00,6:15 PM,Final,Final,On-line Meeting
1497,140,Planning Commission,2020-10-15T00:00:00,6:15 PM,Final,Final,On-line Meeting
1499,140,Planning Commission,2020-11-05T00:00:00,6:15 PM,Final,Final,On-line Meeting
1500,140,Planning Commission,2020-11-19T00:00:00,6:15 PM,Final,Final,On-line Meeting
1501,140,Planning Commission,2020-12-03T00:00:00,6:15 PM,Final,Final,On-line Meeting
1502,140,Planning Commission,2020-12-17T00:00:00,6:30 PM,Final-revised,Final,On-line Meeting
1566,140,Planning Commission,2021-01-07T00:00:00,6:15 PM,Final,Draft,Council Chambers
1567,140,Planning Commission,2021-01-21T00:00:00,6:15 PM,Final,Final,On-line Meeting
1568,140,Planning Commission,2021-02-04T00:00:00,6:15 PM,Final,Draft,On-line Meeting
1569,140,Planning Commission,2021-02-18T00:00:00,6:15 PM,Final-revised,Final,On-line Meeting
1570,140,Planning Commission,2021-03-04T00:00:00,6:15 PM,Final,Final,On-line Meeting
1571,140,Planning Commission,2021-03-18T00:00:00,6:15 PM,Final,Final,On-line Meeting
1578,140,Planning Commission,2021-04-01T00:00:00,6:15 PM,Final,Final,On-line Meeting
1579,140,Planning Commission,2021-04-15T00:00:00,6:15 PM,Final,Final,On-line Meeting
1580,140,Planning Commission,2021-05-06T00:00:00,6:15 PM,Final,Final,On-line Meeting
1581,140,Planning Commission,2021-05-20T00:00:00,6:15 PM,Final,Final,On-line Meeting
1587,140,Planning Commission,2021-06-03T00:00:00,6:15 PM,Final,Final,On-line
1588,140,Planning Commission,2021-06-17T00:00:00,6:15 PM,Final,Final,On-line
1589,140,Planning Commission,2021-07-01T00:00:00,6:15 PM,Final,Draft,Council Chambers
1590,140,Planning Commission,2021-07-15T00:00:00,6:15 PM,Final,Final,On-Line
1591,140,Planning Commission,2021-08-05T00:00:00,6:15 PM,Final,Final,On-Line
1592,140,Planning Commission,2021-08-19T00:00:00,6:15 PM,Final,Final,On-Line
1593,140,Planning Commission,2021-09-02T00:00:00,6:15 PM,Final-revised,Final,On-Line
1594,140,Planning Commission,2021-09-16T00:00:00,6:15 PM,Final-revised,Final,On-Line
1604,140,Planning Commission,2021-09-23T00:00:00,5:00 PM,Final,Final,On-line
1596,140,Planning Commission,2021-10-07T00:00:00,6:15 PM,Final,Final,On-line
1597,140,Planning Commission,2021-10-21T00:00:00,6:15 PM,Final,Final,On-line
1598,140,Planning Commission,2021-11-04T00:00:00,6:15 PM,Final,Final,On-line
1599,140,Planning Commission,2021-11-18T00:00:00,5:30 PM,Final,Final,On-line
1606,140,Planning Commission,2021-12-02T00:00:00,6:15 PM,Final,Final,On-line
1607,140,Planning Commission,2021-12-16T00:00:00,5:30 PM,Final,Final,On-line
1616,140,Planning Commission,2022-01-20T00:00:00,6:15 PM,Final,Final,On-line
1617,140,Planning Commission,2022-02-03T00:00:00,6:15 PM,Final,Final,On-line
1618,140,Planning Commission,2022-02-17T00:00:00,6:15 PM,Final,Final,On-line
1619,140,Planning Commission,2022-03-03T00:00:00,6:15 PM,Final,Final,On-line
1620,140,Planning Commission,2022-03-17T00:00:00,6:15 PM,Final,Final,On-line
1650,140,Planning Commission,2022-04-07T00:00:00,6:15 PM,Final,Final,On-Line
1651,140,Planning Commission,2022-04-21T00:00:00,6:15 PM,Final,Final,City Hall & Online
1652,140,Planning Commission,2022-05-05T00:00:00,6:15 PM,Final-revised,Final,City Hall & Online
1653,140,Planning Commission,2022-05-19T00:00:00,6:15 PM,Final,Final,CIty Hall & Online
1659,140,Planning Commission,2022-06-02T00:00:00,6:15 PM,Final,Final,City Hall and On-line
1660,140,Planning Commission,2022-06-16T00:00:00,6:15 PM,Final,Final,City Hall and On-line
1687,140,Planning Commission,2022-07-07T00:00:00,6:15 PM,Final,Final,Council Chambers
1688,140,Planning Commission,2022-07-21T00:00:00,6:15 PM,Final,Final,Council Chambers
1693,140,Planning Commission,2022-08-18T00:00:00,6:15 PM,Final-revised,Final,City Hall and Online
1695,140,Planning Commission,2022-09-01T00:00:00,6:15 PM,Final,Final,City Hall and Online
1698,140,Planning Commission,2022-10-06T00:00:00,6:15 PM,Final-revised,Final,Council Chambers and Online
1710,140,Planning Commission,2022-11-03T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1711,140,Planning Commission,2022-11-17T00:00:00,6:15 PM,Final,Final,Council Chambers
1712,140,Planning Commission,2022-12-01T00:00:00,6:15 PM,Final,Final,Council Chambers
1719,140,Planning Commission,2022-12-15T00:00:00,6:15 PM,Final,Final,Council Chambers & Online
1721,140,Planning Commission,2023-01-05T00:00:00,6:15 PM,Final,Final,Council Chambers
1722,140,Planning Commission,2023-01-19T00:00:00,6:15 PM,Final,Final,Council Chambers & Online
1775,140,Planning Commission,2023-02-02T00:00:00,6:15 PM,Final,Final,
1776,140,Planning Commission,2023-02-16T00:00:00,6:15 PM,Final,Final,Council Chambers & Online
1779,140,Planning Commission,2023-03-02T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1782,140,Planning Commission,2023-03-16T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1805,140,Planning Commission,2023-03-30T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1783,140,Planning Commission,2023-04-06T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1786,140,Planning Commission,2023-04-20T00:00:00,5:15 PM,Final-revised,Final,Council Chambers and Online
1787,140,Planning Commission,2023-05-04T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1802,140,Planning Commission,2023-05-18T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1788,140,Planning Commission,2023-06-01T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1789,140,Planning Commission,2023-06-15T00:00:00,6:15 PM,Final-revised,Final,Council Chambers and Online
1790,140,Planning Commission,2023-07-06T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1791,140,Planning Commission,2023-07-20T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1792,140,Planning Commission,2023-08-03T00:00:00,6:15 PM,Final-revised,Final,Council Chambers and Online
1793,140,Planning Commission,2023-08-17T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1794,140,Planning Commission,2023-09-07T00:00:00,7:15 PM,Final,Final,Council Chambers and Online
1795,140,Planning Commission,2023-09-21T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1796,140,Planning Commission,2023-10-05T00:00:00,7:15 PM,Final,Final,Council Chambers and Online
1797,140,Planning Commission,2023-10-19T00:00:00,6:15 PM,Final,Draft,
1798,140,Planning Commission,2023-11-02T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1799,140,Planning Commission,2023-11-16T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1800,140,Planning Commission,2023-12-07T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1818,140,Planning Commission,2023-12-14T00:00:00,6:15 PM,Final,Final,Council Chambers
1801,140,Planning Commission,2023-12-21T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1834,140,Planning Commission,2024-01-04T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1835,140,Planning Commission,2024-01-18T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1836,140,Planning Commission,2024-02-01T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1837,140,Planning Commission,2024-02-15T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1838,140,Planning Commission,2024-03-07T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1843,140,Planning Commission,2024-03-21T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1841,140,Planning Commission,2024-04-04T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1842,140,Planning Commission,2024-04-18T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1844,140,Planning Commission,2024-05-02T00:00:00,7:00 PM,Final,Final,Council Chambers and Online
1845,140,Planning Commission,2024-05-16T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1846,140,Planning Commission,2024-06-06T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1847,140,Planning Commission,2024-06-20T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1848,140,Planning Commission,2024-07-04T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1849,140,Planning Commission,2024-07-18T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1850,140,Planning Commission,2024-08-01T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1851,140,Planning Commission,2024-08-15T00:00:00,4:30 PM,Final,Final,Council Chambers and Online
1852,140,Planning Commission,2024-09-05T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1853,140,Planning Commission,2024-09-19T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1854,140,Planning Commission,2024-10-03T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1855,140,Planning Commission,2024-10-17T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1856,140,Planning Commission,2024-11-07T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1857,140,Planning Commission,2024-11-21T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1858,140,Planning Commission,2024-12-05T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1859,140,Planning Commission,2024-12-19T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1930,140,Planning Commission,2025-01-02T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1931,140,Planning Commission,2025-01-16T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1932,140,Planning Commission,2025-02-06T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1933,140,Planning Commission,2025-02-20T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1934,140,Planning Commission,2025-03-06T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1935,140,Planning Commission,2025-03-20T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1936,140,Planning Commission,2025-04-03T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1937,140,Planning Commission,2025-04-17T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1938,140,Planning Commission,2025-05-01T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1940,140,Planning Commission,2025-05-15T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1939,140,Planning Commission,2025-06-05T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1941,140,Planning Commission,2025-06-19T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1942,140,Planning Commission,2025-07-03T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1943,140,Planning Commission,2025-07-17T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1944,140,Planning Commission,2025-08-07T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1945,140,Planning Commission,2025-08-21T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1946,140,Planning Commission,2025-09-04T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1947,140,Planning Commission,2025-09-18T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1948,140,Planning Commission,2025-10-02T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1949,140,Planning Commission,2025-10-16T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1950,140,Planning Commission,2025-11-06T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1951,140,Planning Commission,2025-11-20T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1952,140,Planning Commission,2025-12-04T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
1953,140,Planning Commission,2025-12-18T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
2023,140,Planning Commission,2026-01-01T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
2025,140,Planning Commission,2026-01-15T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2026,140,Planning Commission,2026-02-05T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2027,140,Planning Commission,2026-02-19T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2028,140,Planning Commission,2026-03-05T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2029,140,Planning Commission,2026-03-19T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2030,140,Planning Commission,2026-04-02T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
2031,140,Planning Commission,2026-04-16T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2032,140,Planning Commission,2026-05-07T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2115,140,Planning Commission,2026-05-20T00:00:00,9:00 AM,Final,Draft,Council Chambers
2033,140,Planning Commission,2026-05-21T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2034,140,Planning Commission,2026-06-04T00:00:00,6:15 PM,Final,Final,Council Chambers and Online
2035,140,Planning Commission,2026-06-18T00:00:00,6:15 PM,Final,Draft,Council Chambers and Online
1398,139,Board of Adjustment,2020-01-09T00:00:00,6:30 PM,Final,Final,Council Chambers
1573,139,Board of Adjustment,2021-02-11T00:00:00,5:15 PM,Final,Final,On-line Meeting
1634,139,Board of Adjustment,2022-02-10T00:00:00,5:15 PM,Final,Final,On-line
1696,139,Board of Adjustment,2022-08-11T00:00:00,5:30 PM,Final,Final,City Hall and On-line
1807,139,Board of Adjustment,2023-05-11T00:00:00,6:30 PM,Final,Final,Council Chambers and Online
1921,139,Board of Adjustment,2024-05-23T00:00:00,6:30 PM,Final-revised,Final,Council Chambers and Online
1926,139,Board of Adjustment,2024-09-12T00:00:00,6:30 PM,Final,Final,City Hall Council Chambers and Online
2050,139,Board of Adjustment,2025-12-11T00:00:00,6:30 PM,Final,Final,City Hall Council Chambers and On-line
2105,139,Board of Adjustment,2026-02-12T00:00:00,6:30 PM,Final,Final,Council Chambers
