EventItemId,EventItemEventId,EventBodyId,EventItemAgendaSequence,EventItemMinutesSequence,EventItemAgendaNumber,EventItemTitle,EventItemMatterId,EventItemMatterFile,EventItemMatterType,EventItemMatterStatus,EventItemActionName,EventItemMover,EventItemSeconder,EventItemPassedFlag,EventItemPassedFlagName,EventItemRollCallFlag,EventItemConsent
27632,1424,138,7,6,,Council Member Business,,,,,,,,,,0,0
27633,1424,138,8,7,,Mayor's Report,,,,,,,,,,0,0
27634,1424,138,9,8,,CAO Report,,,,,,,,,,0,0
27638,1424,138,10,9,,Information Items,,,,,,,,,,0,0
27639,1424,138,13,12,,Voting Items,,,,,,,,,,0,0
27640,1424,138,14,13,,Consent Calendar,,,,,,,,,,0,0
27641,1424,138,15,14,3.,Approval of the June 23 City Council meeting minutes.,3973,20-217,Minutes,Passed,adopted,,,,,0,1
27642,1424,138,16,15,,Council Items,,,,,,,,,,0,0
27643,1424,138,18,17,6:00,Time Certain Items,,,,,,,,,,0,0
27645,1424,138,19,18,,Citizen Comments,,,,,,,,,,0,0
27647,1424,138,17,16,4.,Administration recommending that the Council adopt a scooter ordinance for Sandy City.,3971,20-215,Informational Report,Agenda Ready,continued,,,1,Pass,0,0
27648,1424,138,12,11,2.,Public Works Department recommending that the Council receive a presentation from Waste Management regarding proposed changes to the recycling program,3972,20-216,Informational Report,Agenda Ready,,,,,,0,0
27649,1424,138,11,10,1.,Reconsideration of the Mayor's veto of Resolution 20-23C.,3974,20-218,Informational Report,Agenda Ready,,,,,,0,0
27650,1424,138,20,19,,Adjournment,,,,,,,,,,0,0
27651,1425,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
27652,1425,138,2,2,,"Council Staff Present:
Mike Applegarth, Executive Director
Dustin Fratto, Senior Management Analyst
Tracy Cowdell, Council Attorney

Administration Present:
Mayor Bradburn
Matt Huish, Chief Administrative Officer
Bob Thompson, City Attorney
Mike Gladbach, Public Works Director
Scott Earl, Parks and Recreation Director
Dan Medina, Assistant Parks and Recreation Director
Mike Wilcox, Zoning Administrator",,,,,,,,,,0,0
27654,1425,138,3,3,5:15,Council Meeting,,,,,,,,,,0,0
27656,1425,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
27657,1425,138,5,5,,Non-voting Items,,,,,,,,,,0,0
27658,1425,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
27659,1425,138,7,7,,Council Member Business,,,,,,,,,,0,0
27660,1425,138,8,8,,Mayor's Report,,,,,,,,,,0,0
27661,1425,138,9,9,,CAO Report,,,,,,,,,,0,0
27665,1425,138,10,10,,Information Items,,,,,,,,,,0,0
27666,1425,138,12,12,,Voting Items,,,,,,,,,,0,0
27667,1425,138,13,13,,Consent Calendar,,,,,,,,,,0,0
27668,1425,138,14,14,2.,City Council Office recommending that the Council reappoint Greg Wilson as a regular member of the Community Development Block Grant (CDBG) Special Committee,3976,20-220,Resolution,Passed,adopted,,,1,Pass,0,1
27669,1425,138,15,15,3.,City Council Office recommending that the Council reappoint Wade Greenwood as a regular member of the Community Development Block Grant (CDBG) Special Committee,3977,20-221,Resolution,Passed,adopted,,,1,Pass,0,1
27670,1425,138,16,16,,Council Items,,,,,,,,,,0,0
27671,1425,138,19,19,6.,Council to receive public comment on Administration's proposed changes to the weekly recycling program.,3982,20-226,Resolution,Agenda Ready,,,,,,0,0
27672,1425,138,22,22,6:00,Time Certain Items,,,,,,,,,,0,0
27673,1425,138,23,23,,Citizen Comments,,,,,,,,,,0,0
27676,1425,138,20,20,7.,"Jolley Pharmacy - Proposed Amendments to the SD(Carnation) Zone
Amend Title 21, Chapter 19 - Special Development (SD) Districts, Section 20 - SD(Carnation), of the Sandy Municipal Code",3975,CODE-04-20-5844_CC,Planning Item,Agenda Ready,adopted,,,1,Pass,0,0
27677,1425,138,17,17,4.,Council Member Christensen is recommending that the Council appoint Rebekah Cowdell as a regular member of the Community Development Block Grant (CDBG) Special Committee,3978,20-222,Appointment,Agenda Ready,adopted,,,1,Pass,0,0
27678,1425,138,18,18,5.,Council Member Christensen is recommending that the Council appoint Jillian Gallard as an alternate member of the Community Development Block Grant (CDBG) Special Committee,3979,20-223,Appointment,Agenda Ready,adopted,,,1,Pass,0,0
27679,1425,138,21,21,8.,"Election of City Council Chair and Vice Chair for July 7, 2020 through the first regularly scheduled City Council meeting in January of 2021.",3981,20-225,Appointment,Agenda Ready,,,,,,0,0
27681,1425,138,24,24,,Adjournment,,,,,,,,,,0,0
27682,1425,138,11,11,1.,"Parks and Recreation Department recommending that the Council receive a presentation on the Bell Canyon Preservation Trail Head Bid Results, Site Plan Review, & Funding Recommendation",3980,20-224,Informational Report,Agenda Ready,,,,,,0,0
27683,1425,138,,1,,Rollcall,,,,,,,,,,1,0
27723,1426,138,1,1,,,,,,,,,,,,0,0
27724,1426,138,2,2,,"Roll call:
Council Member Christensen
Council Member Stroud
Council Member Nicholl
Council Member Zoltanski
Council Member Houseman
Council Member Robinson
Council Member Sharkey

Council staff present:
Dustin Fratto, Senior Analyst
Tracy Cowdell, Council Attorney

Administration present:
Mayor Bradburn
Matt Huish, CAO
Bob Thompson, City Attorney
Evelyn Everton, Deputy Mayor
Mike Gladbach, Public Works Director
Jake Warner, Long Range Planning Manager",,,,,,,,,,0,0
27726,1426,138,3,3,5:15,Council Meeting,,,,,,,,,,1,0
27728,1426,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
27729,1426,138,5,5,,Non-voting Items,,,,,,,,,,0,0
27730,1426,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
27731,1426,138,7,7,,Council Member Business,,,,,,,,,,0,0
27732,1426,138,8,8,,Mayor's Report,,,,,,,,,,0,0
27733,1426,138,9,9,,CAO Report,,,,,,,,,,0,0
27737,1426,138,10,10,,Information Items,,,,,,,,,,0,0
27738,1426,138,11,11,,Voting Items,,,,,,,,,,0,0
27739,1426,138,12,12,,Consent Calendar,,,,,,,,,,0,0
27740,1426,138,15,16,3.,"Approval of the July 7, 2020 City Council meeting minutes.",3993,20-237,Minutes,Consent Agenda,approved,Kris Nicholl,Brooke Christensen,1,Pass,0,1
27741,1426,138,14,15,2.,"Approval of the June 30, 2020 City Council meeting minutes.",3994,20-238,Minutes,Consent Agenda,approved,Kris Nicholl,Brooke Christensen,1,Pass,0,1
27742,1426,138,13,14,1.,Approval of the June 25 Special City Council meeting minutes.,3997,20-241,Minutes,Consent Agenda,approved,Kris Nicholl,Brooke Christensen,1,Pass,0,1
27743,1426,138,16,17,,Council Items,,,,,,,,,,0,0
27745,1426,138,18,19,5.,Pubic Works Department and Waste Management recommending the Council adopt resolution 20-29C authorizing changes to Waste Management recycling service in Sandy City,3998,20-242,Resolution,Agenda Ready,denied,Kris Nicholl,Marci Houseman,1,Pass,0,0
27746,1426,138,19,20,6.,Council Office requesting discussion and direction on legal services contract.,3999,20-243,Resolution,Agenda Ready,tabled,Kris Nicholl,Cyndi Sharkey,1,Pass,0,0
27747,1426,138,21,22,6:00,Time Certain Items and Public Hearings,,,,,,,,,,0,0
27748,1426,138,22,23,,Citizen Comments,,,,,,,,,,0,0
27749,1426,138,23,24,,Public Hearing(s),,,,,,,,,,0,0
27751,1426,138,17,18,4.,Administration recommending that the Council adopt a scooter ordinance for Sandy City.,3995,20-239,Ordinance,Agenda Ready,adopted,Cyndi Sharkey,Kris Nicholl,1,Pass,0,0
27752,1426,138,24,25,8.,"Community Development Department presenting, and recommending approval of, an amendment to the 2019 Annual Action Plan for the use of Community Development Block Grant funds awarded by the CARES Act.",3918,20-161,Resolution,Agenda Ready,adopted,Brooke Christensen,Monica Zoltanski,1,Pass,0,0
27753,1426,138,20,21,7.,"Possible Closed Session: character, professional competence, or physical or mental health of an individual.",3996,20-240,Informational Report,Tabled,tabled,Kris Nicholl,Cyndi Sharkey,1,Pass,0,0
27756,1426,138,25,26,,Adjournment,,,,,adopted,Brooke Christensen,Monica Zoltanski,1,Pass,0,0
27757,1426,138,,13,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,Kris Nicholl,Brooke Christensen,1,Pass,0,1
27758,1426,138,,27,,,,,,,,,,,,0,0
27759,1427,138,1,1,,,,,,,,,,,,0,0
27760,1427,138,2,2,,"Roll call:
Council Member Christensen
Council Member Stroud
Council Member Nicholl
Council Member Zoltanski
Council Member Houseman
Council Member Robinson

Council staff present:
Dustin Fratto, Senior Analyst

Administration present:
Mayor Bradburn
Matt Huish, CAO
Bob Thompson, City Attorney
James Sorensen, Community Development Director
Nick Duerksen, Economic Development Director",,,,,,,,,,0,0
27762,1427,138,3,3,5:15,Council Meeting,,,,,,,,,,1,0
27764,1427,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
27765,1427,138,5,5,,Non-voting Items,,,,,,,,,,0,0
27766,1427,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
27767,1427,138,7,7,,Council Member Business,,,,,,,,,,0,0
27768,1427,138,8,8,,Mayor's Report,,,,,,,,,,0,0
27769,1427,138,9,9,,CAO Report,,,,,,,,,,0,0
27772,1427,138,16,16,,Citizen Comments,,,,,,,,,,0,0
27773,1427,138,10,10,,Information Items,,,,,,,,,,0,0
27774,1427,138,12,12,,Voting Items,,,,,,,,,,0,0
27775,1427,138,13,13,,Council Items,,,,,,,,,,0,0
27776,1427,138,14,14,2.,Council Member Zoltanski proposing Site Sign Posting Requirements for Public Meetings on rezoning and other land-use decisions.,4000,20-244,Resolution,Passed,approved,Monica Zoltanski,Kris Nicholl,1,Pass,0,0
27777,1427,138,15,15,6:00,Time Certain Items and Public Hearings,,,,,,,,,,0,0
27782,1427,138,11,11,1.,Salt Lake County Recorder Rashelle Hobbs presenting on the free “Property Watch” service for SLCo property owners.,4001,20-245,Informational Report,Agenda Ready,,,,,,0,0
27783,1427,138,17,17,,Adjournment,,,,,adopted,Kris Nicholl,Zach Robinson,1,Pass,0,0
27801,1428,138,1,1,,,,,,,,,,,,0,0
27802,1428,138,2,3,,"Roll call:
Council Member Christensen
Council Member Stroud
Council Member Nicholl
Council Member Zoltanski
Council Member Houseman
Council Member Robinson
Council Member Sharkey

Council staff present:
Dustin Fratto, Senior Analyst
Chris Edwards, Council Office

Administration present:
Mayor Bradburn
Matt Huish, CAO
Bob Thompson, City Attorney
Darien Alcorn, Senior Civil Attorney
Tom Timmerman, Chief Engineer
Craig Evans, Planner
Mike Gladbach, Public Works Director
Brian Kelley, Administrative Services Director",,,,,,,,,,0,0
27804,1428,138,3,2,5:15,Council Meeting,,,,,,,,,,0,0
27806,1428,138,4,5,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
27807,1428,138,5,6,,Non-voting Items,,,,,,,,,,0,0
27808,1428,138,6,7,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
27809,1428,138,7,8,,Council Member Business,,,,,,,,,,0,0
27810,1428,138,8,9,,Mayor's Report,,,,,,,,,,0,0
27811,1428,138,9,10,,CAO Report,,,,,,,,,,0,0
27814,1428,138,14,15,,Citizen Comments,,,,,,,,,,0,0
27816,1428,138,10,11,,Voting Items,,,,,,,,,,0,0
27817,1428,138,11,12,,Council Items,,,,,,,,,,0,0
27818,1428,138,12,13,1.,"Consideration for adoption of a resolution authorizing the issuance and sale of not more than $8,500,000 aggregate principal amount of water revenue refunding bonds; and related matters",4005,20-249,Resolution,Agenda Ready,adopted,,,1,Pass,0,0
27819,1428,138,13,14,6:00,Time Certain Items and Public Hearings,,,,,adopted,,,1,Pass,0,0
27821,1428,138,15,16,,Public Hearing(s),,,,,,,,,,0,0
27823,1428,138,16,17,2.,"Partial Street Vacation of 9270 South
Approximately 9270 South State Street
[Community #4 - Historic Sandy]",4002,MISC-07-20-5878 CC,Planning Item,Agenda Ready,continued,,,1,Pass,0,0
27825,1428,138,17,18,,Adjournment,,,,,adopted,,,1,Pass,0,0
27826,1428,138,,4,,Attendance:,,,,,,,,,,1,0
27924,1430,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
27925,1430,138,2,,,"The August 11, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail City Council Analyst, Dustin Fratto, at dfratto@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar at:  
 https://us02web.zoom.us/webinar/register/WN_9y8pGZarSoS4TK5VNC4FVQ

After registering, you will receive a confirmation email containing information about joining the webinar.

Webinar password: 247751
Webinar ID: 850 2962 0020

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 669 900 6833 or +1 253 215 8782 or +1 346 248 7799 or +1 929 436 2866 or +1 301 715 8592 or +1 312 626 6799",,,,,,,,,,0,0
27927,1430,138,3,1,5:15,Council Meeting,,,,,,,,,,0,0
27929,1430,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
27930,1430,138,5,5,,Non-voting Items,,,,,,,,,,0,0
27931,1430,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
27932,1430,138,7,7,,Council Member Business,,,,,,,,,,0,0
27933,1430,138,8,8,,Mayor's Report,,,,,,,,,,0,0
27934,1430,138,9,9,,CAO Report,,,,,,,,,,0,0
27937,1430,138,22,23,,Citizen Comments,,,,,,,,,,0,0
27938,1430,138,10,10,,Information Items,,,,,,,,,,0,0
27939,1430,138,14,14,,Voting Items,,,,,,,,,,0,0
27940,1430,138,15,15,,Consent Calendar,,,,,,,,,,0,0
27941,1430,138,16,17,4.,"Approval of the July 14, 2020 Minutes",4006,20-250,Minutes,Consent Agenda,approved,Kris Nicholl,Monica Zoltanski,1,Pass,0,1
27942,1430,138,17,18,5.,"Approval of the July 21, 2020 Minutes",4007,20-251,Minutes,Consent Agenda,approved,Kris Nicholl,Monica Zoltanski,1,Pass,0,1
27943,1430,138,18,19,6.,"Approval of the July 28, 2020 Meeting minutes",4014,20-258,Minutes,Consent Agenda,approved,Kris Nicholl,Monica Zoltanski,1,Pass,0,1
27944,1430,138,19,20,,Council Items,,,,,,,,,,0,0
27945,1430,138,21,22,6:00,Time Certain Items and Public Hearings,,,,,,,,,,0,0
27947,1430,138,23,24,,Public Hearing(s),,,,,,,,,,0,0
27949,1430,138,11,11,1.,The South Valley Chamber of Commerce providing the Council with an update on the status of small businesses in Sandy City,4021,20-265,Informational Report,Agenda Ready,,,,,,0,0
27950,1430,138,13,13,3.,Council Chair requesting a discussion on the future of virtual/in-person City Council meetings,4022,20-266,Informational Report,Agenda Ready,,,,,,0,0
27951,1430,138,24,25,8.,"Partial Street Vacation of 9270 South
Approximately 9270 South State Street
[Community #4 - Historic Sandy]",4023,MISC-07-20-5878 CC2,Planning Item,Agenda Ready,adopted,Brooke Christensen,Monica Zoltanski,1,Pass,0,0
27952,1430,138,20,21,7.,"Possible Closed Session: Character, professional competence, or physical or mental health of an individual",4024,20-267,Informational Report,Agenda Ready,,,,,,0,0
27953,1430,138,12,12,2.,Bulk Waste Program Warning Letter,4025,20-268,Informational Report,Agenda Ready,,,,,,0,0
27954,1430,138,25,26,,Adjournment,,,,,,,,,,0,0
27955,1430,138,,2,,Rollcall,,,,,,,,,,1,0
27956,1430,138,,16,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,Kris Nicholl,Monica Zoltanski,1,Pass,0,1
27957,1430,138,,3,,"Council Staff Present:
Mike Applegarth, Executive Director
Dustin Fratto, Senior Analyst
Tracy Cowdell, Council Attorney
Christine Edwards, Council Clerk

Administration:
Mayor Bradburn
Matt Huish, CAO
Bob Thompson, City Attorney
Tom Ward, Public Utilities Director
Mike Gladbach, Public Works Director
Greg Severson, Police Chief
Ryan Kump, City Engineer
Darien Alcorn, Senior Civil Attorney
Tyler Shelley, Public Utilities",,,,,,,,,,0,0
27991,1431,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
27992,1431,138,2,,,"The August 18, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the Council Office Executive Director, at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_W_1Jf66USQGvzn-4XlatFA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or join by phone:
    
Dial(for higher quality, dial a number based on your current location):
        US: +1 253 215 8782  or +1 346 248 7799  or +1 669 900 6833  or +1 301 715 8592  or +1 312 626 6799  or +1 929 436 2866 

Webinar ID: 869 8628 2041
Passcode: 600555",,,,,,,,,,0,0
27994,1431,138,3,1,5:15,Council Meeting,,,,,,,,,,1,0
27996,1431,138,4,3,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
27997,1431,138,5,4,,Non-voting Items,,,,,,,,,,0,0
27998,1431,138,6,5,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
27999,1431,138,7,6,,Council Member Business,,,,,,,,,,0,0
28000,1431,138,8,7,,Mayor's Report,,,,,,,,,,0,0
28001,1431,138,9,,,CAO Report,,,,,,,,,,0,0
28005,1431,138,10,9,,Information Items,,,,,,,,,,0,0
28006,1431,138,12,11,,Voting Items,,,,,,,,,,0,0
28007,1431,138,13,12,,Consent Calendar,,,,,,,,,,0,0
28008,1431,138,14,14,2.,"Approval of the August 11, 2020 Minutes",4041,20-284,Minutes,Consent Agenda,approved,Brooke Christensen,Kris Nicholl,1,Pass,0,1
28009,1431,138,15,17,,Council Items,,,,,,,,,,0,0
28010,1431,138,20,20,7.,Administration recommending that the Council adopt Joint Resolution 20-09M adopting the 2019 Salt Lake County Hazard Mitigation Plan,4026,20-269,Resolution,Passed,adopted,Zach Robinson,Brooke Christensen,1,Pass,0,0
28013,1431,138,21,21,8.,Council Member Sharkey recommending the Council consider a resolution honoring the adoption of the 19th amendment 100 years ago.,4038,20-281,Resolution,Agenda Ready,adopted,Cyndi Sharkey,Kris Nicholl,1,Pass,0,0
28014,1431,138,22,,9.,Council Members Christensen and Nicholl recommending approval of Resolution 20-26C creating the position of City Council Assistant Director.,4042,20-285,Resolution,Agenda Ready,adopted,Monica Zoltanski,Alison Stroud,0,Fail,0,0
28015,1431,138,24,24,6:00,Time Certain Items,,,,,,,,,,0,0
28016,1431,138,25,25,,Citizen Comments,,,,,,,,,,0,0
28020,1431,138,17,15,4.,"The Community Development Department is recommending the City Council adopt Resolution #20-33c indicating the intent to annex an unincorporated area located at approximately 8340-8511 S. Escalante Drive and 2412-2566 E. Barcelona Drive (see attached map for proposed boundary) setting a public hearing to consider such annexation, and directing publication of a hearing notice.",4032,ANEX-08-20-5890,Planning Item,Agenda Ready,approved,Brooke Christensen,Kris Nicholl,1,Pass,0,1
28021,1431,138,18,16,5.,"The Community Development Department is recommending the City Council adopt Resolution #20-34c indicating the intent to annex an unincorporated area located at approximately 2072, 2100 and 2140 E. Creek Road and 8215-8265 S. Rossett Green Ln. setting a public hearing to consider such annexation, and directing publication of a hearing notice.",4033,ANEX-08-20-5891,Planning Item,Agenda Ready,approved,Brooke Christensen,Kris Nicholl,1,Pass,0,1
28022,1431,138,16,18,3.,Council Member Houseman  proposing that the Council reconsider funding for the Central Wasatch Commission,4035,20-278,Resolution,Agenda Ready,adopted,Zach Robinson,Cyndi Sharkey,1,Pass,0,0
28023,1431,138,11,10,1.,"Public Utilities Department recommending the Council receive a presentation on the fluoride overfeed incident, including an update on the water quality monitoring results",4036,20-279,Informational Report,Agenda Ready,,,,,,0,0
28024,1431,138,19,19,6.,Public Utilities Department recommending that the Council consider renewal of a Storm Water Quality Interlocal Cooperation Agreement with Salt Lake County,4037,20-280,Resolution,Agenda Ready,adopted,Brooke Christensen,Alison Stroud,1,Pass,0,0
28026,1431,138,23,23,10.,"Possible Closed Session: Character, professional competence, or physical or mental health of an individual",4039,20-282,Informational Report,Agenda Ready,,,,,,0,0
28028,1431,138,26,26,,Adjournment,,,,,,,,,,0,0
28067,1431,138,,8,,CAO Report,,,,,,,,,,0,0
28069,1431,138,,22,9.,Council Members Christensen and Nicholl recommending approval of Resolution 20-26C creating the position of City Council Assistant Director.,4042,20-285,Resolution,Agenda Ready,adopted,Kris Nicholl,Brooke Christensen,1,Pass,0,0
28070,1431,138,,13,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,Brooke Christensen,Kris Nicholl,1,Pass,0,1
28072,1431,138,,2,,Roll Call,,,,,,,,,,0,0
28034,1432,138,3,3,,"In accordance with, Utah Code 52-4-207(4) Open and Public Meeting Act, I have determined that to protect the health and welfare of Sandy citizens, an in person City Council meeting, including attendance by the public and the City Council is not practical or prudent.

Considering the continued rise of COVID-19 case counts in Utah, meeting in an anchor location presents substantial risk to the health and safety of those in attendance because physical distancing measures may be difficult to maintain in the Sandy City Council Chambers.
  
The Center for Disease Control states that COVID-19 is easily spread from person to person between people who are in close contact with one another. The spread is through respiratory droplets when an infected person coughs, sneezes or talks and may be spread by people who are non-symptomatic.

It is my intent to safeguard the lives of Sandy residents, business owners, employees and elected officials by meeting remotely through electronic means without an anchor location. Directions for accessing the online meeting and providing public comment where applicable are included below.

Zach Robinson, Chair
Sandy City Council",,,,,,,,,,0,0
28035,1432,138,4,,,"The August 25, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the Council Office Executive Director, at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_UpDCspcOR2mnToTuTCKCSw

After registering, you will receive a confirmation email containing information about joining the webinar.

Or join by phone:
    
Dial(for higher quality, dial a number based on your current location):
        US: +1 669 900 6833  or +1 253 215 8782  or +1 346 248 7799  or +1 929 436 2866  or +1 301 715 8592  or +1 312 626 6799

Webinar ID: 856 8835 2406
Passcode: 911317",,,,,,,,,,0,0
28037,1432,138,5,4,5:15,Council Meeting,,,,,,,,,,0,0
28039,1432,138,6,7,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
28040,1432,138,7,8,,Non-voting Items,,,,,,,,,,0,0
28041,1432,138,8,9,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
28042,1432,138,9,10,,Council Member Business,,,,,,,,,,0,0
28043,1432,138,10,11,,Mayor's Report,,,,,,,,,,0,0
28044,1432,138,11,12,,CAO Report,,,,,,,,,,0,0
28048,1432,138,12,13,,Information Items,,,,,,,,,,0,0
28049,1432,138,14,15,,Voting Items,,,,,,,,,,0,0
28050,1432,138,15,16,,Council Items,,,,,,,,,,0,0
28053,1432,138,17,19,3.,Recess of the City Council meeting and convene a meeting of the Redevelopment Agency of Sandy City.,4027,20-270,Resolution,Agenda Ready,,,,,,0,0
28054,1432,138,16,17,2.,Council Member Zoltanski proposing Site Sign Posting Requirements for Public Meetings on rezoning and other land-use decisions.,4046,20-289,Resolution,Agenda Ready,adopted,,,1,Pass,0,0
28055,1432,138,18,21,6:00,Time Certain Items,,,,,,,,,,0,0
28056,1432,138,19,22,,Citizen Comments,,,,,,,,,,0,0
28062,1432,138,13,14,1.,Council Chair requesting the Council receive training regarding free speech during City Council meetings,4045,20-288,Informational Report,Agenda Ready,,,,,,0,0
28064,1432,138,20,23,,Adjournment,,,,,,,,,,0,0
28065,1432,138,1,1,,Electronic Meeting Only,,,,,,,,,,0,0
28066,1432,138,2,2,,Sandy City Council Chair Statement:,,,,,,,,,,0,0
28134,1432,138,,18,2.,Council Member Zoltanski proposing Site Sign Posting Requirements for Public Meetings on rezoning and other land-use decisions.,4046,20-289,Resolution,Agenda Ready,,,,,,0,0
28135,1432,138,,20,3.,Recess of the City Council meeting and convene a meeting of the Redevelopment Agency of Sandy City.,4027,20-270,Resolution,Agenda Ready,,,,,,0,0
28136,1432,138,,5,,Roll Call,,,,,,,,,,0,0
28137,1432,138,,6,,,,,,,,,,,,0,0
28104,1433,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
28105,1433,138,2,,,"The September 1, 2020 Sandy City Council Meeting will be conducted via Zoom Webinar. Public comment will occur no sooner than 6:00 PM. Each speaker is allowed three minutes. Citizens wishing to comment must access the meeting via the Zoom Webinar link below. The call-in number is for listening only. If a citizen is unable to attend a meeting via Zoom, he or she may e-mail the Council Office Executive Director, at mapplegarth@sandy.utah.gov by 3:00 PM the day of the Council Meeting to have those comments distributed to the City Council and have them read into the record at the appropriate time.

Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_Oqp340ZDRl2pa8rqQczSIw

After registering, you will receive a confirmation email containing information about joining the webinar.

Or join by phone:
    Dial(for higher quality, dial a number based on your current location):
        US: +1 253 215 8782  or +1 346 248 7799  or +1 669 900 6833  or +1 301 715 8592  or +1 312 626 6799  or +1 929 436 2866 

Webinar ID: 892 5340 8492
Passcode: 911317",,,,,,,,,,0,0
28107,1433,138,3,1,5:15,Council Meeting,,,,,,,,,,0,0
28109,1433,138,4,4,,Prayer / Pledge of Allegiance,,,,,,,,,,0,0
28110,1433,138,5,5,,Non-voting Items,,,,,,,,,,0,0
28111,1433,138,6,6,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
28112,1433,138,7,7,,Council Member Business,,,,,,,,,,0,0
28113,1433,138,8,8,,Mayor's Report,,,,,,,,,,0,0
28114,1433,138,9,9,,CAO Report,,,,,,,,,,0,0
28118,1433,138,10,10,,Information Items,,,,,,,,,,0,0
28119,1433,138,11,11,,Voting Items,,,,,,,,,,0,0
28120,1433,138,12,12,,Consent Calendar,,,,,,,,,,0,0
28121,1433,138,13,15,1.,City Council Office recommending adoption of policy amendments as identified by the City Attorney's Office on public comment and orderly conduct.,4051,20-294,Resolution,Consent Agenda,,,,,,0,1
28122,1433,138,14,13,2.,"Approval of the August 18, 2020 City Council meeting minutes.",4055,20-298,Minutes,Consent Agenda,,,,,,1,1
28123,1433,138,15,14,,Council Items,,,,,,,,,,0,0
28124,1433,138,17,18,4.,"Possible Closed Session: character, professional competence, or physical or mental health of an individual or individuals.",4052,20-295,Resolution,Agenda Ready,adopted,Marci Houseman,Alison Stroud,1,Pass,0,0
28125,1433,138,18,19,5.,Discussion and direction on Council legal services contract.,4053,20-296,Resolution,Agenda Ready,,,,,,0,0
28126,1433,138,19,21,6:00,Time Certain Items,,,,,,,,,,0,0
28127,1433,138,20,22,,Citizen Comments,,,,,,,,,,0,0
28132,1433,138,16,16,3.,"KLM Endeavors - Heavy Commercial Use in RD Zone
Amend Title 21, Chapter 8  - Land Uses in the Commercial, Office, Industrial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development District of the Sandy Municipal Code",4054,CODE-07-20-5879_CC,Planning Item,Agenda Ready,,,,,,0,0
28133,1433,138,21,23,,Adjournment,,,,,,,,,,0,0
