candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-13,Salt Lake City Corp,Salt Lake City Corp,Utilities,36.86,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,50,high,recorder2003/text,0,p4:l185:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-14,Sheryl Ivey,Sheryl Ivey,Payroll,1190.76,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,51,high,recorder2003/text,0,p4:l186:c26-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-20,UT Tax Commission,UT Tax Commission,Payroll Taxes,276.77,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,52,high,recorder2003/text,0,p4:l187:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-20,Dept Workforce Services,Dept Workforce Services,Payroll Taxes,363.56,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,53,high,recorder2003/text,0,p4:l188:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-21,Postmaster,Postmaster,Postage,37.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,54,high,recorder2003/text,0,p4:l189:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-21,Sheryl Ivey,Sheryl Ivey,Reimburse office Supplies,209.71,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,55,high,recorder2003/text,0,p4:l190:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-24,Lindsey Shorthouse,Lindsey Shorthouse,payroll,559.88,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,56,high,recorder2003/text,0,p4:l191:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-31,Wells Fargo Bank,Wells Fargo Bank,Service Charge,13.50,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,57,high,recorder2003/text,0,p4:l192:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-31,Sheryl Ivey,Sheryl Ivey,Payroll,1190.76,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,58,high,recorder2003/text,0,p4:l193:c26-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-31,AT&T,AT&T,Telephone,103.67,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,59,high,recorder2003/text,0,p4:l194:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-31,AT&T Wireless,AT&T Wireless,Telephone,381.80,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,60,high,recorder2003/text,0,p4:l195:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-01-31,Qwest,Qwest,Telephone,893.60,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,61,high,recorder2003/text,0,p4:l196:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-01,Heart-Song Enterprises,Heart-Song Enterprises,Accounting,300.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,62,high,recorder2003/text,0,p4:l197:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-03,Utah Power,Utah Power,Utilities,149.76,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,63,high,recorder2003/text,0,p4:l198:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-05,Kermit Johnson,Kermit Johnson,rent,600.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,64,high,recorder2003/text,0,p4:l199:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-05,Ace Disposal,Ace Disposal,Garbage,30.60,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,65,high,recorder2003/text,0,p4:l200:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-05,Alphagraphics,Alphagraphics,Printing & Reproduction,70.67,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,66,high,recorder2003/text,0,p4:l201:c28-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-05,Digital Satelite Inst,Digital Satelite Inst,phone install & repair,404.57,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,67,high,recorder2003/text,0,p4:l202:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-07,Lindsey Shorthouse,Lindsey Shorthouse,Payroll,559.90,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,68,high,recorder2003/text,0,p4:l203:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-07,Sheryl Ivey,Sheryl Ivey,Reimburse office Supplies,195.34,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,69,high,recorder2003/text,0,p4:l204:c27-33
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-07,Questar,Questar,Utilities,60.56,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,70,high,recorder2003/text,0,p5:l205:c31-36
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-07,Alan Sandomir,Alan Sandomir,Consultant,350.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,71,high,recorder2003/text,0,p5:l206:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-10,Mt. Olympus Waters,Mt. Olympus Waters,Office Expense,31.44,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,72,high,recorder2003/text,0,p5:l207:c30-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-11,Wells Fargo Bank,Wells Fargo Bank,Federal Payroll Taxes,1096.98,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,73,high,recorder2003/text,0,p5:l208:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-05-29,AT&T Wireless,AT&T Wireless,Telephone,94.30,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,74,high,recorder2003/text,0,p5:l209:c30-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-06-27,AT&T Wireless,AT&T Wireless,Telephone,141.30,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,75,high,recorder2003/text,0,p5:l210:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-07-30,AT&T Wireless,AT&T Wireless,Telephone,119.57,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,76,high,recorder2003/text,0,p5:l211:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-08-05,Bill Knowles,Bill Knowles,Consultant,750.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,77,high,recorder2003/text,0,p5:l212:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-08-05,Bill Knowles,Bill Knowles,Consultant,862.50,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,78,high,recorder2003/text,0,p5:l213:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-08-27,Costco,Costco,Fax Machine,202.53,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,79,high,recorder2003/text,0,p5:l214:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-08-27,AT&T Wireless,AT&T Wireless,Telephone,123.82,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,80,high,recorder2003/text,0,p5:l215:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-08-30,Bill Knowles,Bill Knowles,Consultant,1000.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,81,high,recorder2003/text,0,p5:l216:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-03,Frank Carney,Frank Carney,Computers,3451.96,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,82,high,recorder2003/text,0,p5:l217:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-05,Ross Anderson,Ross Anderson,Reimburse for computer,255.84,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,83,high,recorder2003/text,0,p5:l218:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-06,Rocky Mtn Screen Print,Rocky Mtn Screen Print,Bumper Stickers,639.60,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,84,high,recorder2003/text,0,p5:l219:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-06,Bailey Montague & Assoc,Bailey Montague & Assoc,Graphics,176.50,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,85,high,recorder2003/text,0,p5:l220:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-16,Kermit Johnson,Kermit Johnson,Rent,900.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,86,high,recorder2003/text,0,p5:l221:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-16,Bill Knowles,Bill Knowles,Consultant,1000.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,87,high,recorder2003/text,0,p5:l222:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-16,Office Max,Office Max,Office Expense,125.70,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,88,high,recorder2003/text,0,p5:l223:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-16,Alan Sandomir,Alan Sandomir,Consultant,250.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,89,high,recorder2003/text,0,p5:l224:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-18,Deluxe Forms,Deluxe Forms,Office Expense,125.79,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,90,high,recorder2003/text,0,p5:l225:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-18,Salt Lake City Corp,Salt Lake City Corp,Utilities,75.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,91,high,recorder2003/text,0,p5:l226:c30-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-18,Custom Cleaning,Custom Cleaning,Carpet Cleaning,275.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,92,high,recorder2003/text,0,p5:l227:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-19,Custom Cleaning,Custom Cleaning,Carpet Cleaning,875.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,93,high,recorder2003/text,0,p5:l228:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-20,Signs & Such,Signs & Such,Signs,1174.41,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,94,high,recorder2003/text,0,p5:l229:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-26,Bill Knowles,Bill Knowles,Consultant,1000.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,95,high,recorder2003/text,0,p5:l230:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-26,Home Depot,Home Depot,Mailbox,63.90,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,96,high,recorder2003/text,0,p5:l231:c30-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-26,Office Furniture Exchange,Office Furniture Exchange,Office Furniture,1555.29,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,97,high,recorder2003/text,0,p5:l232:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-26,AT&T Wireless,AT&T Wireless,Telephone,123.82,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,98,high,recorder2003/text,0,p5:l233:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-04,AT&T,AT&T,Telephone,5.95,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,99,high,recorder2003/text,0,p5:l234:c31-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-26,Bill Knowles,Bill Knowles,Consultant & Office Expense,1114.11,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,100,high,recorder2003/text,0,p5:l235:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-26,Ampco Parking,Ampco Parking,Parking,200.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,101,high,recorder2003/text,0,p5:l236:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-09-26,Office Furniture Exchange,Office Furniture Exchange,Office Furniture,119.93,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,102,high,recorder2003/text,0,p5:l237:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-04,Qwest,Qwest,Telephone,218.07,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,103,high,recorder2003/text,0,p5:l238:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-04,Kermit Johnson,Kermit Johnson,Rent,325.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,104,high,recorder2003/text,0,p5:l239:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-21,Postmaster,Postmaster,Postage-Bulk Mail,150.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,105,high,recorder2003/text,0,p5:l240:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-21,Postmaster,Postmaster,Postage-Bulk Mail,150.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,106,high,recorder2003/text,0,p5:l241:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-21,Office Max,Office Max,Office Expense,136.38,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,107,high,recorder2003/text,0,p5:l242:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-28,AT&T,AT&T,Telephone,20.98,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,108,high,recorder2003/text,0,p5:l243:c30-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-28,AT&T Wireless,AT&T Wireless,Telephone,124.14,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,109,high,recorder2003/text,0,p5:l244:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-31,Bill Knowles,Bill Knowles,Consultant,1300.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,110,high,recorder2003/text,0,p5:l245:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-01,Kermit Johnson,Kermit Johnson,Rent,600.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,111,high,recorder2003/text,0,p5:l246:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-01,Lindsey Shorthouse,Lindsey Shorthouse,Payroll,297.91,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,112,high,recorder2003/text,0,p5:l247:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-01,Qwest,Qwest,Telephone,219.14,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,113,high,recorder2003/text,0,p5:l248:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-01,Alphagraphics,Alphagraphics,Printing & Reproduction,405.41,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,114,high,recorder2003/text,0,p5:l249:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-10-31,Digital Satelite Inst,Digital Satelite Inst,phone install & repair,500.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,115,high,recorder2003/text,0,p5:l250:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-15,Alan Sandomir,Alan Sandomir,consultant,275.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,116,high,recorder2003/text,0,p5:l251:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-11-25,Jewish Community Ctr,Jewish Community Ctr,rent,2000.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,117,high,recorder2003/text,0,p5:l252:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-02,Postmaster,Postmaster,Postage,150.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,118,high,recorder2003/text,0,p5:l253:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-02,Bailey Montague & Assoc,Bailey Montague & Assoc,Graphics,3723.40,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,119,high,recorder2003/text,0,p5:l254:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-13,DABC,DABC,Permit,100.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,120,high,recorder2003/text,0,p5:l255:c29-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-16,Jewish Community Ctr,Jewish Community Ctr,Rent,2000.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,121,high,recorder2003/text,0,p6:l256:c28-35
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-19,Scene Makers,Scene Makers,Advertising-Display,4074.40,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,122,high,recorder2003/text,0,p6:l257:c27-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-19,A Wolfden Productions,A Wolfden Productions,Entertainment for fundraising,400.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,123,high,recorder2003/text,0,p6:l258:c28-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-24,Bailey Montague & Assoc,Bailey Montague & Assoc,Graphics,709.25,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,124,high,recorder2003/text,0,p6:l259:c28-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-31,Auboisson,Auboisson,Wine and Bartenders,1750.35,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,125,high,recorder2003/text,0,p6:l260:c27-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2002-12-31,The Pointe Restaurant,The Pointe Restaurant,Catering,5939.36,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,126,high,recorder2003/text,0,p6:l261:c27-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),2003-02-07,The Print Club,The Print Club,Printing,197.21,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,127,high,recorder2003/text,0,p6:l262:c28-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),,Copperfield Publishing,Copperfield Publishing,In Kind          Advertising,690.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,128,high,recorder2003/text,0,p6:l263:c28-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),,Kermit Johnson,Kermit Johnson,In Kind          Rent,3000.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,129,high,recorder2003/text,0,p6:l264:c27-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),,Keni Johnson,Keni Johnson,In Kind          Rent,3000.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,130,high,recorder2003/text,0,p6:l265:c27-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),,USA Computer,USA Computer,In Kind          Computer Service,820.00,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,131,high,recorder2003/text,0,p6:l266:c28-34
"Ross C. ""Rocky"" Anderson",Mayor,,2003,2003-02-14,2003 pre-election (Feb 14),,Internet Properties,Internet Properties,In Kind          Keys,34.11,False,True,raw/recorder_2003/Ross_Anderson.pdf,recorder2003-Ross_Anderson,132,high,recorder2003/text,0,p6:l267:c29-34
