year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2021,municipal primary,Council,St George City Council,0006,COVE,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0006,COVE,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0006,COVE,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0006,COVE,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0007,HU52,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0007,HU52,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0007,HU52,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0007,HU52,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0007,HU52,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0007,HU52,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0007,HU52,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0007,HU52,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0007,HU52,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0007,HU52,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0007,HU52,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0008,HU53,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0008,HU53,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0008,HU53,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0008,HU53,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0008,HU53,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0008,HU53,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0008,HU53,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0008,HU53,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0008,HU53,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0008,HU53,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0008,HU53,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0009,HU54,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0009,HU54,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0009,HU54,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0009,HU54,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0009,HU54,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0009,HU54,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0009,HU54,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0009,HU54,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0009,HU54,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0009,HU54,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0009,HU54,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0010,HU55,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0010,HU55,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0010,HU55,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0010,HU55,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0010,HU55,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0010,HU55,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0010,HU55,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0010,HU55,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0010,HU55,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0010,HU55,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0010,HU55,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0011,HU56,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0011,HU56,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0011,HU56,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0011,HU56,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0011,HU56,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0011,HU56,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0011,HU56,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0011,HU56,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0011,HU56,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0011,HU56,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0011,HU56,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0012,HU57,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0012,HU57,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0012,HU57,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0012,HU57,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0012,HU57,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0012,HU57,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0012,HU57,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0012,HU57,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0012,HU57,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0012,HU57,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0012,HU57,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0013,HU58,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0013,HU58,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0013,HU58,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0013,HU58,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0013,HU58,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0013,HU58,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0013,HU58,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0013,HU58,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0013,HU58,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0013,HU58,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0013,HU58,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0014,HU59,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0014,HU59,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0014,HU59,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0014,HU59,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0014,HU59,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0014,HU59,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0014,HU59,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0014,HU59,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0014,HU59,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0014,HU59,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0014,HU59,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0015,HU60,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0015,HU60,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0015,HU60,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0015,HU60,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0015,HU60,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0015,HU60,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0015,HU60,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0015,HU60,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0015,HU60,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0015,HU60,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0015,HU60,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0016,HU61,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0016,HU61,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0016,HU61,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0016,HU61,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0016,HU61,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0016,HU61,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0016,HU61,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0016,HU61,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0016,HU61,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0016,HU61,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0016,HU61,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0017,IV76,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0017,IV76,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0017,IV76,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0017,IV76,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0017,IV76,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0017,IV76,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0017,IV76,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0017,IV76,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0017,IV76,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0017,IV76,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0017,IV76,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0018,IV77,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0018,IV77,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0018,IV77,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0018,IV77,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0018,IV77,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0018,IV77,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0018,IV77,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0018,IV77,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0018,IV77,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0018,IV77,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0018,IV77,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0019,IV78,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0019,IV78,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0019,IV78,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0019,IV78,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0019,IV78,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0019,IV78,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0019,IV78,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0019,IV78,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0019,IV78,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0019,IV78,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0019,IV78,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0020,IV79,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0020,IV79,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0020,IV79,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0020,IV79,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0020,IV79,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0020,IV79,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0020,IV79,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0020,IV79,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0020,IV79,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0020,IV79,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0020,IV79,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0021,IV80,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0021,IV80,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0021,IV80,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0021,IV80,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0021,IV80,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0021,IV80,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0021,IV80,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0021,IV80,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0021,IV80,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0021,IV80,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0021,IV80,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0022,LA85,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0022,LA85,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0022,LA85,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0022,LA85,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0022,LA85,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0022,LA85,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0022,LA85,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0022,LA85,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0022,LA85,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0022,LA85,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0022,LA85,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0023,LA86,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0023,LA86,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0023,LA86,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0023,LA86,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0023,LA86,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0023,LA86,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0023,LA86,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0023,LA86,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0023,LA86,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0023,LA86,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0023,LA86,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0024,LA87,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0024,LA87,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0024,LA87,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0024,LA87,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0024,LA87,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0024,LA87,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0024,LA87,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0024,LA87,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0024,LA87,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0024,LA87,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0024,LA87,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0025,NH93,BRYAN S SMETHURST,0
2021,municipal primary,Council,St George City Council,0025,NH93,CAROLYN MCDONALD,0
2021,municipal primary,Council,St George City Council,0025,NH93,GREG ALDRED,0
2021,municipal primary,Council,St George City Council,0025,NH93,KATHERYNE NOVICK,0
2021,municipal primary,Council,St George City Council,0025,NH93,KENT L. WINDER,0
2021,municipal primary,Council,St George City Council,0025,NH93,M. RICK ERICKSON,0
2021,municipal primary,Council,St George City Council,0025,NH93,MICHELLE TANNER,0
2021,municipal primary,Council,St George City Council,0025,NH93,NATALIE LARSEN,0
2021,municipal primary,Council,St George City Council,0025,NH93,RONALD WOODBURY,0
2021,municipal primary,Council,St George City Council,0025,NH93,TORI BUSH,0
2021,municipal primary,Council,St George City Council,0025,NH93,VARDELL H CURTIS,0
2021,municipal primary,Council,St George City Council,0026,SG01,BRYAN S SMETHURST,24
2021,municipal primary,Council,St George City Council,0026,SG01,CAROLYN MCDONALD,27
2021,municipal primary,Council,St George City Council,0026,SG01,GREG ALDRED,64
2021,municipal primary,Council,St George City Council,0026,SG01,KATHERYNE NOVICK,14
2021,municipal primary,Council,St George City Council,0026,SG01,KENT L. WINDER,32
2021,municipal primary,Council,St George City Council,0026,SG01,M. RICK ERICKSON,31
2021,municipal primary,Council,St George City Council,0026,SG01,MICHELLE TANNER,62
2021,municipal primary,Council,St George City Council,0026,SG01,NATALIE LARSEN,29
2021,municipal primary,Council,St George City Council,0026,SG01,RONALD WOODBURY,35
2021,municipal primary,Council,St George City Council,0026,SG01,TORI BUSH,19
2021,municipal primary,Council,St George City Council,0026,SG01,VARDELL H CURTIS,30
2021,municipal primary,Council,St George City Council,0027,SG02,BRYAN S SMETHURST,45
2021,municipal primary,Council,St George City Council,0027,SG02,CAROLYN MCDONALD,26
2021,municipal primary,Council,St George City Council,0027,SG02,GREG ALDRED,60
2021,municipal primary,Council,St George City Council,0027,SG02,KATHERYNE NOVICK,20
2021,municipal primary,Council,St George City Council,0027,SG02,KENT L. WINDER,18
2021,municipal primary,Council,St George City Council,0027,SG02,M. RICK ERICKSON,35
2021,municipal primary,Council,St George City Council,0027,SG02,MICHELLE TANNER,65
2021,municipal primary,Council,St George City Council,0027,SG02,NATALIE LARSEN,41
2021,municipal primary,Council,St George City Council,0027,SG02,RONALD WOODBURY,32
2021,municipal primary,Council,St George City Council,0027,SG02,TORI BUSH,8
2021,municipal primary,Council,St George City Council,0027,SG02,VARDELL H CURTIS,51
2021,municipal primary,Council,St George City Council,0028,SG03,BRYAN S SMETHURST,23
2021,municipal primary,Council,St George City Council,0028,SG03,CAROLYN MCDONALD,17
2021,municipal primary,Council,St George City Council,0028,SG03,GREG ALDRED,49
2021,municipal primary,Council,St George City Council,0028,SG03,KATHERYNE NOVICK,9
2021,municipal primary,Council,St George City Council,0028,SG03,KENT L. WINDER,18
2021,municipal primary,Council,St George City Council,0028,SG03,M. RICK ERICKSON,67
2021,municipal primary,Council,St George City Council,0028,SG03,MICHELLE TANNER,46
2021,municipal primary,Council,St George City Council,0028,SG03,NATALIE LARSEN,62
2021,municipal primary,Council,St George City Council,0028,SG03,RONALD WOODBURY,11
2021,municipal primary,Council,St George City Council,0028,SG03,TORI BUSH,6
2021,municipal primary,Council,St George City Council,0028,SG03,VARDELL H CURTIS,36
2021,municipal primary,Council,St George City Council,0029,SG04,BRYAN S SMETHURST,31
2021,municipal primary,Council,St George City Council,0029,SG04,CAROLYN MCDONALD,16
2021,municipal primary,Council,St George City Council,0029,SG04,GREG ALDRED,28
2021,municipal primary,Council,St George City Council,0029,SG04,KATHERYNE NOVICK,4
2021,municipal primary,Council,St George City Council,0029,SG04,KENT L. WINDER,11
2021,municipal primary,Council,St George City Council,0029,SG04,M. RICK ERICKSON,42
2021,municipal primary,Council,St George City Council,0029,SG04,MICHELLE TANNER,38
2021,municipal primary,Council,St George City Council,0029,SG04,NATALIE LARSEN,26
2021,municipal primary,Council,St George City Council,0029,SG04,RONALD WOODBURY,16
2021,municipal primary,Council,St George City Council,0029,SG04,TORI BUSH,6
2021,municipal primary,Council,St George City Council,0029,SG04,VARDELL H CURTIS,35
2021,municipal primary,Council,St George City Council,0030,SG05,BRYAN S SMETHURST,26
2021,municipal primary,Council,St George City Council,0030,SG05,CAROLYN MCDONALD,19
2021,municipal primary,Council,St George City Council,0030,SG05,GREG ALDRED,43
2021,municipal primary,Council,St George City Council,0030,SG05,KATHERYNE NOVICK,9
2021,municipal primary,Council,St George City Council,0030,SG05,KENT L. WINDER,21
2021,municipal primary,Council,St George City Council,0030,SG05,M. RICK ERICKSON,65
2021,municipal primary,Council,St George City Council,0030,SG05,MICHELLE TANNER,54
2021,municipal primary,Council,St George City Council,0030,SG05,NATALIE LARSEN,43
2021,municipal primary,Council,St George City Council,0030,SG05,RONALD WOODBURY,20
2021,municipal primary,Council,St George City Council,0030,SG05,TORI BUSH,12
2021,municipal primary,Council,St George City Council,0030,SG05,VARDELL H CURTIS,41
2021,municipal primary,Council,St George City Council,0031,SG06,BRYAN S SMETHURST,24
2021,municipal primary,Council,St George City Council,0031,SG06,CAROLYN MCDONALD,27
2021,municipal primary,Council,St George City Council,0031,SG06,GREG ALDRED,47
2021,municipal primary,Council,St George City Council,0031,SG06,KATHERYNE NOVICK,9
2021,municipal primary,Council,St George City Council,0031,SG06,KENT L. WINDER,11
2021,municipal primary,Council,St George City Council,0031,SG06,M. RICK ERICKSON,42
2021,municipal primary,Council,St George City Council,0031,SG06,MICHELLE TANNER,41
2021,municipal primary,Council,St George City Council,0031,SG06,NATALIE LARSEN,80
2021,municipal primary,Council,St George City Council,0031,SG06,RONALD WOODBURY,18
2021,municipal primary,Council,St George City Council,0031,SG06,TORI BUSH,4
2021,municipal primary,Council,St George City Council,0031,SG06,VARDELL H CURTIS,27
2021,municipal primary,Council,St George City Council,0032,SG07,BRYAN S SMETHURST,22
2021,municipal primary,Council,St George City Council,0032,SG07,CAROLYN MCDONALD,18
2021,municipal primary,Council,St George City Council,0032,SG07,GREG ALDRED,51
2021,municipal primary,Council,St George City Council,0032,SG07,KATHERYNE NOVICK,11
2021,municipal primary,Council,St George City Council,0032,SG07,KENT L. WINDER,20
2021,municipal primary,Council,St George City Council,0032,SG07,M. RICK ERICKSON,66
2021,municipal primary,Council,St George City Council,0032,SG07,MICHELLE TANNER,47
2021,municipal primary,Council,St George City Council,0032,SG07,NATALIE LARSEN,64
2021,municipal primary,Council,St George City Council,0032,SG07,RONALD WOODBURY,28
2021,municipal primary,Council,St George City Council,0032,SG07,TORI BUSH,8
2021,municipal primary,Council,St George City Council,0032,SG07,VARDELL H CURTIS,34
2021,municipal primary,Council,St George City Council,0033,SG08,BRYAN S SMETHURST,61
2021,municipal primary,Council,St George City Council,0033,SG08,CAROLYN MCDONALD,14
2021,municipal primary,Council,St George City Council,0033,SG08,GREG ALDRED,39
2021,municipal primary,Council,St George City Council,0033,SG08,KATHERYNE NOVICK,6
2021,municipal primary,Council,St George City Council,0033,SG08,KENT L. WINDER,18
2021,municipal primary,Council,St George City Council,0033,SG08,M. RICK ERICKSON,137
2021,municipal primary,Council,St George City Council,0033,SG08,MICHELLE TANNER,43
2021,municipal primary,Council,St George City Council,0033,SG08,NATALIE LARSEN,47
2021,municipal primary,Council,St George City Council,0033,SG08,RONALD WOODBURY,28
2021,municipal primary,Council,St George City Council,0033,SG08,TORI BUSH,4
2021,municipal primary,Council,St George City Council,0033,SG08,VARDELL H CURTIS,30
2021,municipal primary,Council,St George City Council,0034,SG09,BRYAN S SMETHURST,42
2021,municipal primary,Council,St George City Council,0034,SG09,CAROLYN MCDONALD,51
2021,municipal primary,Council,St George City Council,0034,SG09,GREG ALDRED,65
2021,municipal primary,Council,St George City Council,0034,SG09,KATHERYNE NOVICK,21
2021,municipal primary,Council,St George City Council,0034,SG09,KENT L. WINDER,54
2021,municipal primary,Council,St George City Council,0034,SG09,M. RICK ERICKSON,62
2021,municipal primary,Council,St George City Council,0034,SG09,MICHELLE TANNER,74
2021,municipal primary,Council,St George City Council,0034,SG09,NATALIE LARSEN,48
2021,municipal primary,Council,St George City Council,0034,SG09,RONALD WOODBURY,36
2021,municipal primary,Council,St George City Council,0034,SG09,TORI BUSH,13
2021,municipal primary,Council,St George City Council,0034,SG09,VARDELL H CURTIS,63
2021,municipal primary,Council,St George City Council,0035,SG10,BRYAN S SMETHURST,21
2021,municipal primary,Council,St George City Council,0035,SG10,CAROLYN MCDONALD,21
2021,municipal primary,Council,St George City Council,0035,SG10,GREG ALDRED,36
2021,municipal primary,Council,St George City Council,0035,SG10,KATHERYNE NOVICK,7
2021,municipal primary,Council,St George City Council,0035,SG10,KENT L. WINDER,33
2021,municipal primary,Council,St George City Council,0035,SG10,M. RICK ERICKSON,50
2021,municipal primary,Council,St George City Council,0035,SG10,MICHELLE TANNER,53
2021,municipal primary,Council,St George City Council,0035,SG10,NATALIE LARSEN,36
2021,municipal primary,Council,St George City Council,0035,SG10,RONALD WOODBURY,24
2021,municipal primary,Council,St George City Council,0035,SG10,TORI BUSH,2
2021,municipal primary,Council,St George City Council,0035,SG10,VARDELL H CURTIS,39
2021,municipal primary,Council,St George City Council,0036,SG11,BRYAN S SMETHURST,69
2021,municipal primary,Council,St George City Council,0036,SG11,CAROLYN MCDONALD,51
2021,municipal primary,Council,St George City Council,0036,SG11,GREG ALDRED,77
2021,municipal primary,Council,St George City Council,0036,SG11,KATHERYNE NOVICK,18
2021,municipal primary,Council,St George City Council,0036,SG11,KENT L. WINDER,39
2021,municipal primary,Council,St George City Council,0036,SG11,M. RICK ERICKSON,59
2021,municipal primary,Council,St George City Council,0036,SG11,MICHELLE TANNER,81
2021,municipal primary,Council,St George City Council,0036,SG11,NATALIE LARSEN,75
2021,municipal primary,Council,St George City Council,0036,SG11,RONALD WOODBURY,48
2021,municipal primary,Council,St George City Council,0036,SG11,TORI BUSH,10
2021,municipal primary,Council,St George City Council,0036,SG11,VARDELL H CURTIS,68
2021,municipal primary,Council,St George City Council,0037,SG12,BRYAN S SMETHURST,43
2021,municipal primary,Council,St George City Council,0037,SG12,CAROLYN MCDONALD,44
2021,municipal primary,Council,St George City Council,0037,SG12,GREG ALDRED,47
2021,municipal primary,Council,St George City Council,0037,SG12,KATHERYNE NOVICK,14
2021,municipal primary,Council,St George City Council,0037,SG12,KENT L. WINDER,66
2021,municipal primary,Council,St George City Council,0037,SG12,M. RICK ERICKSON,26
2021,municipal primary,Council,St George City Council,0037,SG12,MICHELLE TANNER,60
2021,municipal primary,Council,St George City Council,0037,SG12,NATALIE LARSEN,49
2021,municipal primary,Council,St George City Council,0037,SG12,RONALD WOODBURY,35
2021,municipal primary,Council,St George City Council,0037,SG12,TORI BUSH,11
2021,municipal primary,Council,St George City Council,0037,SG12,VARDELL H CURTIS,37
2021,municipal primary,Council,St George City Council,0038,SG13,BRYAN S SMETHURST,31
2021,municipal primary,Council,St George City Council,0038,SG13,CAROLYN MCDONALD,29
2021,municipal primary,Council,St George City Council,0038,SG13,GREG ALDRED,44
2021,municipal primary,Council,St George City Council,0038,SG13,KATHERYNE NOVICK,20
2021,municipal primary,Council,St George City Council,0038,SG13,KENT L. WINDER,27
2021,municipal primary,Council,St George City Council,0038,SG13,M. RICK ERICKSON,20
2021,municipal primary,Council,St George City Council,0038,SG13,MICHELLE TANNER,45
2021,municipal primary,Council,St George City Council,0038,SG13,NATALIE LARSEN,23
2021,municipal primary,Council,St George City Council,0038,SG13,RONALD WOODBURY,33
2021,municipal primary,Council,St George City Council,0038,SG13,TORI BUSH,8
2021,municipal primary,Council,St George City Council,0038,SG13,VARDELL H CURTIS,37
2021,municipal primary,Council,St George City Council,0039,SG14,BRYAN S SMETHURST,45
2021,municipal primary,Council,St George City Council,0039,SG14,CAROLYN MCDONALD,37
2021,municipal primary,Council,St George City Council,0039,SG14,GREG ALDRED,40
2021,municipal primary,Council,St George City Council,0039,SG14,KATHERYNE NOVICK,17
2021,municipal primary,Council,St George City Council,0039,SG14,KENT L. WINDER,38
2021,municipal primary,Council,St George City Council,0039,SG14,M. RICK ERICKSON,51
2021,municipal primary,Council,St George City Council,0039,SG14,MICHELLE TANNER,49
2021,municipal primary,Council,St George City Council,0039,SG14,NATALIE LARSEN,33
2021,municipal primary,Council,St George City Council,0039,SG14,RONALD WOODBURY,23
