date,body,md_path,source_url,source_file,minutes_status,extraction,text_chars,note
2022-06-14,Western Weber Planning Commission,land_use/minutes/2022/2022-06-14_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2022-WWPC  June 14 Minutes approved.docx,2022-WWPC  June 14 Minutes approved.docx,Approved,text,9606,
2022-07-19,Western Weber Planning Commission,land_use/minutes/2022/2022-07-19_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2022-WWPC  July 19 Minutes.pdf,2022-WWPC  July 19 Minutes.pdf,Unlabeled,text,18413,
2022-08-09,Western Weber Planning Commission,land_use/minutes/2022/2022-08-09_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2022-WWPC  August 09 Minutes.pdf,2022-WWPC  August 09 Minutes.pdf,Unlabeled,text,10778,
2022-09-13,Western Weber Planning Commission,land_use/minutes/2022/2022-09-13_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2022-WWPC  September 13 Minutes.pdf,2022-WWPC  September 13 Minutes.pdf,Unlabeled,text,29302,
2022-10-18,Western Weber Planning Commission,land_use/minutes/2022/2022-10-18_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2022-WWPC  October 18 Minutes.pdf,2022-WWPC  October 18 Minutes.pdf,Unlabeled,text,7865,
2022-11-01,Western Weber Planning Commission,land_use/minutes/2022/2022-11-01_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2022-WWPC  November 1 Minutes.docx.pdf,2022-WWPC  November 1 Minutes.docx.pdf,Unlabeled,text,1597,
2022-11-15,Western Weber Planning Commission,land_use/minutes/2022/2022-11-15_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2022-WWPC  November 15 Minutes.docx.pdf,2022-WWPC  November 15 Minutes.docx.pdf,Unlabeled,text,6349,
2022-12-13,Western Weber Planning Commission,land_use/minutes/2022/2022-12-13_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2022-WWPC  December 13 Minutes.pdf,2022-WWPC  December 13 Minutes.pdf,Unlabeled,text,39900,
2023-01-10,Western Weber Planning Commission,land_use/minutes/2023/2023-01-10_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023-WWPC  January 10 Minutes.docx.pdf,2023-WWPC  January 10 Minutes.docx.pdf,Unlabeled,text,16070,
2023-01-18,Western Weber Planning Commission,land_use/minutes/2023/2023-01-18_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023-WWPC  January 18 Minutes.pdf,2023-WWPC  January 18 Minutes.pdf,Unlabeled,text,8889,
2023-02-21,Western Weber Planning Commission,land_use/minutes/2023/2023-02-21_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023-WWPC February 21   Minutes.pdf,2023-WWPC February 21   Minutes.pdf,Unlabeled,text,19692,
2023-03-07,Western Weber Planning Commission,land_use/minutes/2023/2023-03-07_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023-WWPC  March 7 Minutes.pdf,2023-WWPC  March 7 Minutes.pdf,Unlabeled,text,1866,
2023-03-14,Western Weber Planning Commission,land_use/minutes/2023/2023-03-14_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023 WWPC 3-14 Minutes Approved.pdf,2023 WWPC 3-14 Minutes Approved.pdf,Approved,text,9090,
2023-04-11,Western Weber Planning Commission,land_use/minutes/2023/2023-04-11_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023 WWPC 4-11 Minutes.pdf,2023 WWPC 4-11 Minutes.pdf,Unlabeled,text,35519,
2023-05-09,Western Weber Planning Commission,land_use/minutes/2023/2023-05-09_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023  WWPC 5-9 Minutes w Letter.pdf,2023  WWPC 5-9 Minutes w Letter.pdf,Unlabeled,text,16916,
2023-06-13,Western Weber Planning Commission,land_use/minutes/2023/2023-06-13_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023 WWPC 6-13 Minutes.docx.pdf,2023 WWPC 6-13 Minutes.docx.pdf,Unlabeled,text,12752,
2023-07-11,Western Weber Planning Commission,land_use/minutes/2023/2023-07-11_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023-WWPC July 11 Minutes.pdf,2023-WWPC July 11 Minutes.pdf,Unlabeled,text,24886,
2023-08-08,Western Weber Planning Commission,land_use/minutes/2023/2023-08-08_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023 WWPC 8-8 Minutes.docx.pdf,2023 WWPC 8-8 Minutes.docx.pdf,Unlabeled,text,10868,
2023-09-19,Western Weber Planning Commission,land_use/minutes/2023/2023-09-19_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023 WWPC 9-19 Minutes AMENDED.pdf,2023 WWPC 9-19 Minutes AMENDED.pdf,Unlabeled,text,35164,
2023-10-17,Western Weber Planning Commission,land_use/minutes/2023/2023-10-17_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023 WWPC 10-17 Minutes.docx.pdf,2023 WWPC 10-17 Minutes.docx.pdf,Unlabeled,text,3390,
2023-11-07,Western Weber Planning Commission,land_use/minutes/2023/2023-11-07_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023 WWPC 11-7 Minutes.docx.pdf,2023 WWPC 11-7 Minutes.docx.pdf,Unlabeled,text,21829,
2023-12-12,Western Weber Planning Commission,land_use/minutes/2023/2023-12-12_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2023 WWPC 12-12 Minutes.docx.pdf,2023 WWPC 12-12 Minutes.docx.pdf,Unlabeled,text,11550,
2024-01-09,Western Weber Planning Commission,land_use/minutes/2024/2024-01-09_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC 1-09 Minutes update.pdf,2024 WWPC 1-09 Minutes update.pdf,Unlabeled,text,27021,
2024-02-13,Western Weber Planning Commission,land_use/minutes/2024/2024-02-13_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC 2-13 Minutes.pdf,2024 WWPC 2-13 Minutes.pdf,Unlabeled,text,30757,
2024-03-05,Western Weber Planning Commission,land_use/minutes/2024/2024-03-05_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC 3-5 Minutes-APPROVED.pdf,2024 WWPC 3-5 Minutes-APPROVED.pdf,Approved,text,2773,
2024-03-12,Western Weber Planning Commission,land_use/minutes/2024/2024-03-12_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC 3-12 Minutes - Approved.pdf,2024 WWPC 3-12 Minutes - Approved.pdf,Approved,text,7896,
2024-05-06,Western Weber Planning Commission,land_use/minutes/2024/2024-05-06_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/min_05062024.pdf,min_05062024.pdf,Unlabeled,text,11585,
2024-05-14,Western Weber Planning Commission,land_use/minutes/2024/2024-05-14_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC 5-14 Minutes-Approved.pdf,2024 WWPC 5-14 Minutes-Approved.pdf,Approved,text,7022,
2024-05-20,Western Weber Planning Commission,land_use/minutes/2024/2024-05-20_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/min_05202024.pdf,min_05202024.pdf,Unlabeled,text,5618,
2024-07-09,Western Weber Planning Commission,land_use/minutes/2024/2024-07-09_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC 7-9 Minutes.pdf,2024 WWPC 7-9 Minutes.pdf,Unlabeled,text,18636,
2024-08-13,Western Weber Planning Commission,land_use/minutes/2024/2024-08-13_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/August 13 2024 Minutes.pdf,August 13 2024 Minutes.pdf,Unlabeled,text,31114,
2024-09-17,Western Weber Planning Commission,land_use/minutes/2024/2024-09-17_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/09-17-24 minutes_Approved.pdf,09-17-24 minutes_Approved.pdf,Approved,text,42617,
2024-10-08,Western Weber Planning Commission,land_use/minutes/2024/2024-10-08_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/10-08-24 minutes Approved.pdf,10-08-24 minutes Approved.pdf,Approved,text,5144,
2024-11-12,Western Weber Planning Commission,land_use/minutes/2024/2024-11-12_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC 11-12 minutes -Approved.pdf,2024 WWPC 11-12 minutes -Approved.pdf,Approved,text,39813,
2024-12-03,Western Weber Planning Commission,land_use/minutes/2024/2024-12-03_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC Work Session 12-3 minutes.pdf,2024 WWPC Work Session 12-3 minutes.pdf,Unlabeled,text,7528,
2024-12-10,Western Weber Planning Commission,land_use/minutes/2024/2024-12-10_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/2024 WWPC 12-10 Minutes - approved.pdf,2024 WWPC 12-10 Minutes - approved.pdf,Approved,text,26561,
2025-01-07,Western Weber Planning Commission,land_use/minutes/2025/2025-01-07_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/01-07-25 minutes approved.pdf,01-07-25 minutes approved.pdf,Approved,text,5025,
2025-01-14,Western Weber Planning Commission,land_use/minutes/2025/2025-01-14_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/01-14-25 minutes - Approved.pdf,01-14-25 minutes - Approved.pdf,Approved,text,25544,
2025-02-11,Western Weber Planning Commission,land_use/minutes/2025/2025-02-11_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/02-11-25 minutes.pdf,02-11-25 minutes.pdf,Unlabeled,text,26694,
2025-03-04,Western Weber Planning Commission,land_use/minutes/2025/2025-03-04_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/03-04-25 minutes - Approved.pdf,03-04-25 minutes - Approved.pdf,Approved,text,4146,
2025-03-11,Western Weber Planning Commission,land_use/minutes/2025/2025-03-11_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/03-11-25 minutes -Approved.pdf,03-11-25 minutes -Approved.pdf,Approved,text,47413,
2025-04-15,Western Weber Planning Commission,land_use/minutes/2025/2025-04-15_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/04-15-25 minutes - Approved.pdf,04-15-25 minutes - Approved.pdf,Approved,text,7840,
2025-04-22,Western Weber Planning Commission,land_use/minutes/2025/2025-04-22_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/04-22-25 minutes-Approved.pdf,04-22-25 minutes-Approved.pdf,Approved,text,31511,
2025-05-06,Western Weber Planning Commission,land_use/minutes/2025/2025-05-06_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/05-06-25 minutes.pdf,05-06-25 minutes.pdf,Unlabeled,text,5720,
2025-05-13,Western Weber Planning Commission,land_use/minutes/2025/2025-05-13_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/05-13-25 minutes-approved.pdf,05-13-25 minutes-approved.pdf,Approved,text,16485,
2025-06-03,Western Weber Planning Commission,land_use/minutes/2025/2025-06-03_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/06-03-25 minutes.pdf,06-03-25 minutes.pdf,Unlabeled,text,3858,
2025-06-10,Western Weber Planning Commission,land_use/minutes/2025/2025-06-10_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/06-10-25 minutes-Approved.pdf,06-10-25 minutes-Approved.pdf,Approved,text,27716,
2025-07-08,Western Weber Planning Commission,land_use/minutes/2025/2025-07-08_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/07-08-25 minutes Work session - Approved.pdf,07-08-25 minutes Work session - Approved.pdf,Approved,text,6898,
2025-07-15,Western Weber Planning Commission,land_use/minutes/2025/2025-07-15_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/07-15-25 minutes - Approved.pdf,07-15-25 minutes - Approved.pdf,Approved,text,3873,
2025-08-12,Western Weber Planning Commission,land_use/minutes/2025/2025-08-12_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/08-12-25 minutes - APPROVED.pdf,08-12-25 minutes - APPROVED.pdf,Approved,text,20763,
2025-09-09,Western Weber Planning Commission,land_use/minutes/2025/2025-09-09_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/09-09-25 minutes work session - Approved.pdf,09-09-25 minutes work session - Approved.pdf,Approved,text,2610,
2025-09-16,Western Weber Planning Commission,land_use/minutes/2025/2025-09-16_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/09-16-25 minutes Regular meeting - Approved.pdf,09-16-25 minutes Regular meeting - Approved.pdf,Approved,text,16935,
2025-10-14,Western Weber Planning Commission,land_use/minutes/2025/2025-10-14_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/10-14-25 minutes_Approved.pdf,10-14-25 minutes_Approved.pdf,Approved,text,29106,
2025-11-18,Western Weber Planning Commission,land_use/minutes/2025/2025-11-18_western_weber_pc.md,https://www.webercountyutah.gov/planning/documents/uploads/11-18-25 minutes_Approved.pdf,11-18-25 minutes_Approved.pdf,Approved,text,16012,
