ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,doc_source,variant_adopted,pmn_notice_id,pmn_notice_url,adoption_date_source,n_docs,linkage_note
387,2022-08-16,2022-08-16,MOTION: Council Member Bracken moved to APPROVE Ordinance 387 – Approving the Vacation and Consolidation with Adjoining City-Owned Realty of a Portion of the 3000 East Right-of-Way. The motion was sec,https://www.utah.gov/pmn/files/882443.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f882443_Ord387.pdf,no,Passed unanimously,2022-08-16,2,high,pmn,,775152,https://www.utah.gov/pmn/sitemap/notice/775152.html,motion,1,adopted via approve motion 2 on 2022-08-16
388,2022-11-01,2022-11-01,MOTION: Council Member Bracken moved to APPROVE Ordinance 388 – Approving an Amendment to the 2022- 2023 Budget. The motion was seconded by Council Member Birrell. Vote on motion: Council Member Peter,https://www.utah.gov/pmn/files/908513.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f908513_Ord388.pdf,no,Passed unanimously,2022-11-01,2,high,pmn,,790875,https://www.utah.gov/pmn/sitemap/notice/790875.html,motion,1,adopted via approve motion 2 on 2022-11-01
389,2022-12-06,2022-12-06,"Ord 389 (Establishing a Schedule for Regular Meetings of the City Council, the PC, the ARC, and Certain Advisory Committees for 2023)",https://www.utah.gov/pmn/files/919597.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f919597_Ord389.pdf,no,,,,none,pmn,,797975,https://www.utah.gov/pmn/sitemap/notice/797975.html,pdf,1,PDF present but no number-citing adoption motion
390,2022-12-13,2022-12-13,Ord 390 Amending Sections,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1682607568_Ord%20390%20Amending%20Sections%20.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1682607568_Ord390.pdf,no,,,,none,s3,,,,pdf,2,"2 PDFs (pmn,s3); PDF present but no number-citing adoption motion"
391,2022-12-13,2022-12-13,Ord 391 (Adopting the Project Area Plan for the Town Center at 2300 E Fort Union CDA and Directing that Notice of Adoption be Given),https://www.utah.gov/pmn/files/922543.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f922543_Ord391.pdf,yes,,,,none,pmn,,799496,https://www.utah.gov/pmn/sitemap/notice/799496.html,pdf,2,2 PDFs (pmn); PDF present but no number-citing adoption motion
393,2023-02-07,2023-02-07,"MOTION: Council Member Newell moved to APPROVE Ordinance 393, Approving an Amendment to the 2022-2023 Budget. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Peterse",https://www.utah.gov/pmn/files/941047.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f941047_Ord393.pdf,no,Passed unanimously,2023-02-07,3,high,pmn,,810729,https://www.utah.gov/pmn/sitemap/notice/810729.html,motion,1,adopted via approve motion 3 on 2023-02-07
394,2023-02-21,2023-02-21,"MOTION: Council Member Bracken moved to APPROVE Ordinance 394. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Memb",https://www.utah.gov/pmn/files/947335.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f947335_Ord394.pdf,yes,Passed 4-to-1,2023-02-21,3,high,pmn,,814077,https://www.utah.gov/pmn/sitemap/notice/814077.html,motion,1,adopted via approve motion 3 on 2023-02-21
395,2023-04-04,2023-04-04,"MOTION: Council Member Newell moved to APPROVE Ordinance 395 – Amending Title 17, Cottonwood Heights Code of Ordinances, Concerning Storm Water Management. The motion was seconded by Council Member Br",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1681414048_Ordinance%20395.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1681414048_Ord395.pdf,no,Passed unanimously,2023-04-04,2,high,s3,,,,motion,2,"adopted via approve motion 2 on 2023-04-04; 2 PDFs (pmn,s3)"
396,2023-06-20,2023-06-20,"MOTION: Council Member Newell moved to APPROVE Ordinance 396. The motion was seconded by Council Member Holton. Vote on motion: Council Member Bracken-Aye, Council Member Holton-Aye, Council Member Ne",https://www.utah.gov/pmn/files/992463.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f992463_Ord396.pdf,no,Passed unanimously,2023-06-20,2,high,pmn,,840673,https://www.utah.gov/pmn/sitemap/notice/840673.html,motion,1,adopted via approve motion 2 on 2023-06-20
397,2023-06-20,2023-06-20,"MOTION: Council Member Bracken moved to APPROVE Ordinance 397. The motion was seconded by Council Member Newell. Vote on motion: Council Member Bracken-Aye, Council Member Holton-Aye, Council Member N",https://www.utah.gov/pmn/files/992465.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f992465_Ord397.pdf,no,Passed unanimously,2023-06-20,3,high,pmn,,840673,https://www.utah.gov/pmn/sitemap/notice/840673.html,motion,1,adopted via approve motion 3 on 2023-06-20
398,2023-07-11,2023-07-11,"MOTION: Council Member Holton moved to APPROVE Ordinance 398. The motion was seconded by Council Member Birrell. Vote on motion: Council Member Bracken-Aye, Council Member Holton-Aye, Council Member B",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1689200917_Ordinance%20397%20%28Amending%20Titles%205%2C%2011%2C%2012%2C%2014%20and%2019%20of%20the%20CWH%20Code%20of%20Ordinances%29.pdf,2026-07-13,text,pdftotext -layout (born-digital),raw/s3_1689200917_Ord397.pdf,no,Passed unanimously,2023-07-11,4,high,s3,,,,motion,2,"adopted via approve motion 4 on 2023-07-11; 2 PDFs (pmn,s3)"
399,2023-08-01,2023-08-01,MOTION: Council Member Newell moved to APPROVE Ordinance 399 – Adopting an Amended Budget for Fiscal Year 2023-2024. The motion was seconded by Council Member Holton. Vote on Motion: Council Member Ho,https://www.utah.gov/pmn/files/1007923.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1007923_Ord399.pdf,no,Passed unanimously,2023-08-01,3,high,pmn,,848735,https://www.utah.gov/pmn/sitemap/notice/848735.html,motion,1,adopted via approve motion 3 on 2023-08-01
400,2023-08-01,2023-08-01,MOTION: Council Member Holton moved to APPROVE Ordinance 400-A – Approving a General Plan Amendment for 3.049 Acres of Realty at 6581 South Big Cottonwood Canyon Road from Mixed-Use to Residential Low,https://www.utah.gov/pmn/files/1007925.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1007925_Ord400-A.pdf,yes,Passed unanimously,2023-08-01,4,high,pmn,A,848735,https://www.utah.gov/pmn/sitemap/notice/848735.html,motion,1,adopted via approve motion 4 on 2023-08-01; variant 400-A
401,2023-08-01,2023-08-01,MOTION: Council Member Bracken moved to APPROVE Ordinance 401-A – Approving the Rezone of 3.049 Acres of Realty at 6581 South Big Cottonwood Canyon Road from Foothill Residential (F-1-21) to Residenti,https://www.utah.gov/pmn/files/1007927.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1007927_Ord401-A.pdf,yes,Passed unanimously,2023-08-01,5,high,pmn,A,848735,https://www.utah.gov/pmn/sitemap/notice/848735.html,motion,1,adopted via approve motion 5 on 2023-08-01; variant 401-A
402,2023-09-05,2023-09-05,MOTION: Council Member Bracken moved to APPROVE Ordinance 402 – Establishing Temporary Land Use Regulations for Non-Vegetative Outdoor Playing Areas and Commencing Proceedings to Amend Ordinances. The,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1694545738_Ordinance%20402%20%28Establishing%20Temporary%20Land%20Use%20Regulations%20for%20Outdoor%20Non-Vegetative%20Playing%20Surfaces%20and%20Commencing%20Proceedings%20to%20Amed%20Ordinances%29.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1694545738_Ord402.pdf,yes,Passed 3-to-2,2023-09-05,3,high,s3,,,,motion,2,"adopted via approve motion 3 on 2023-09-05; 2 PDFs (pmn,s3)"
403,2023-10-03,2023-10-03,"MOTION: Council Member Bracken moved to APPROVE Ordinance 403. The motion was seconded by Council Member Birrell. Vote on motion: Council Member Bracken-Aye, Council Member Newell-Aye, Council Member ",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1696948355_Ordinance%20403.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1696948355_Ord403.pdf,no,Passed unanimously,2023-10-03,7,high,s3,,,,motion,2,"adopted via approve motion 7 on 2023-10-03; 2 PDFs (pmn,s3)"
404,2023-10-03,2023-10-03,"MOTION: Council Member Holton moved to APPROVE Ordinance 404. The motion was seconded by Council Member Newell. Vote on motion: Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Bi",https://www.utah.gov/pmn/files/1029027.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1029027_Ord404.pdf,no,Passed unanimously,2023-10-03,8,high,pmn,,861675,https://www.utah.gov/pmn/sitemap/notice/861675.html,motion,1,adopted via approve motion 8 on 2023-10-03
405,2023-11-21,2023-11-21,MOTION: Council Member Bracken moved to APPROVE Ordinance 405. The motion was seconded by Council Member Newell. Council Member Birrell appreciated Staff and the history behind having Master Plans. Sh,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/7968/638376518555800000,2026-07-13,na,,,yes,Passed 4-to-1,2023-11-21,3,within_source,,,,,motion,0,adopted via approve motion 3 on 2023-11-21
406,2023-12-05,2023-12-05,MOTION: Council Member Newell moved to APPROVE Ordinance 406 – Adopting an Annual Meeting Schedule for 2024. Council Member Birrell seconded the motion. Vote on Motion: Council Member Bracken-Aye; Cou,https://www.utah.gov/pmn/files/1056135.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1056135_Ord406.pdf,no,Passed unanimously,2023-12-05,4,high,pmn,,876343,https://www.utah.gov/pmn/sitemap/notice/876343.html,motion,1,adopted via approve motion 4 on 2023-12-05
407,2024-01-16,2024-01-16,MOTION: Council Member Hyland moved to APPROVE Consideration of Ordinance 407 Amending Code Section 11.20.060 reducing the number of hours to 12. Council Birrell seconded the motion. Council Member Ho,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1705947596_Ordinance%20407.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1705947596_Ord407.pdf,no,Passed 3-to-2,2024-01-16,2,high,s3,,,,motion,2,"adopted via approve motion 2 on 2024-01-16; 2 PDFs (pmn,s3)"
408,2024-02-06,2024-02-06,MOTION: Council Member Hyland moved to APPROVE Ordinance 408 – Adopting an Amended Budget for Fiscal Year 2023-2024. The motion was seconded by Council Member Holton. Vote on Motion: Council Member Ho,https://www.utah.gov/pmn/files/1082011.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1082011_Ord408.pdf,no,Passed unanimously,2024-02-06,2,high,pmn,,890613,https://www.utah.gov/pmn/sitemap/notice/890613.html,motion,1,adopted via approve motion 2 on 2024-02-06
409,2024-02-06,2024-02-06,MOTION: Council Member Holton moved to APPROVE Ordinance 409 – Amending Code Section 11.20.050 Concerning Prohibited Parking of Vehicles. The motion was seconded by Council Member Birrell. Vote on Mot,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1709050886_Ordinance%20409.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1709050886_Ord409.pdf,no,Passed unanimously,2024-02-06,3,high,s3,,,,motion,2,"adopted via approve motion 3 on 2024-02-06; 2 PDFs (pmn,s3)"
410,2024-02-20,2024-02-20,MOTION: Council Member Holton moved to APPROVE Adoption of Ordinance 410-A a Re- zone of .45-acre of realty located at 7980 South Danish Oak Drive. Council Member Newell seconded the motion. Vote on M,https://www.utah.gov/pmn/files/1088857.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1088857_Ord410-A.pdf,yes,Passed unanimously,2024-02-20,3,high,pmn,A,894091,https://www.utah.gov/pmn/sitemap/notice/894091.html,motion,1,adopted via approve motion 3 on 2024-02-20; variant 410-A
411,2024-03-05,2024-03-05,"MOTION: Council Member Hyland moved to APPROVE Ordinance 411. The motion was seconded by Council Member Birrell. Vote: Council Member Holton – Yes, Council Member Hyland – Yes, Council Member Newell –",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1709928493_Ordinance%20411.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1709928493_Ord411.pdf,no,Passed 4-to-1,2024-03-05,2,high,s3,,,,motion,2,"adopted via approve motion 2 on 2024-03-05; 2 PDFs (pmn,s3)"
412,2024-04-02,2024-04-02,"MOTION: Council Member Birrell moved to APPROVE Ordinance 412. Council Member Hyland seconded the motion. Vote: Council Member Holton-Yes, Council Member Hyland-Yes, Council Member Newell-Yes, Council",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1712686862_Ordinance%20412.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1712686862_Ord412.pdf,no,Passed unanimously,2024-04-02,3,high,s3,,,,motion,2,"adopted via approve motion 3 on 2024-04-02; 2 PDFs (pmn,s3)"
413,2024-04-16,2024-04-16,"MOTION: Council Member Holton moved to APPROVE Ordinance 413, Amending Code Chapter 2.30. The motion was seconded by Council Member Hyland. Vote on motion: Council Member Holton-Yes, Council Member Hy",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1716323930_Ordinance%20413.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1716323930_Ord413.pdf,no,Passed unanimously,2024-04-16,3,high,s3,,,,motion,2,"adopted via approve motion 3 on 2024-04-16; 2 PDFs (pmn,s3)"
414,2024-04-16,2024-04-16,"MOTION: Council Member Birrell moved to APPROVE Ordinance 414, Adopting and Amended Budget for FY 2023-2024. The motion was seconded by Council Member Hyland. Vote on motion: Council Member Holton-Yes",https://www.utah.gov/pmn/files/1112247.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1112247_Ord414.pdf,no,Passed unanimously,2024-04-16,4,high,pmn,,906517,https://www.utah.gov/pmn/sitemap/notice/906517.html,motion,1,adopted via approve motion 4 on 2024-04-16
415,2024-04-16,2024-04-16,"MOTION: Council Member Birrell moved to APPROVE Ordinance 415, Adopting a Comprehensive Emergency Management Plan. The motion was seconded by Council Member Holton. Vote on motion: Council Member Holt",https://www.utah.gov/pmn/files/1112249.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1112249_Ord415.pdf,no,Passed (unanimous consent),2024-04-16,5,high,pmn,,906517,https://www.utah.gov/pmn/sitemap/notice/906517.html,motion,1,adopted via approve motion 5 on 2024-04-16
416,2024-05-21,2024-05-21,MOTION: Council Member Holton moved to APPROVE Ordinance 416 with the amended Title 15 definition to state that “non-historic structure means any building or structure containing over 200 square feet ,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1716566624_Ordinance%20No.%20416%20%28Enacting%20and%20Codifying%20Chapter%2015.15%20Demolition%20of%20the%20CWH%20Code%20of%20Ordinances%29.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1716566624_Ord416.pdf,no,Passed unanimously,2024-05-21,5,high,s3,,,,motion,2,"adopted via approve motion 5 on 2024-05-21; 2 PDFs (pmn,s3)"
417,2024-06-18,2024-06-18,"MOTION: Council Member Holton moved to APPROVE Ordinance 417 – Adopting an Amended Budget for July 1, 2023, through June 30, 2024. The motion was seconded by Council Member Newell. Vote on Motion: Cou",https://www.utah.gov/pmn/files/1138937.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1138937_Ord417.pdf,no,Passed (unanimous consent),2024-06-18,3,high,pmn,,921609,https://www.utah.gov/pmn/sitemap/notice/921609.html,motion,1,adopted via approve motion 3 on 2024-06-18
418,2024-06-18,2024-06-18,"MOTION: Council Member Hyland moved to APPROVE Ordinance 418 – Approving a Final Budget for July 1, 2024, through June 30, 2024. The motion was seconded by Council Member Holton. Vote on Motion: Counc",https://www.utah.gov/pmn/files/1138939.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/pmn_f1138939_Ord418.pdf,no,Passed (unanimous consent),2024-06-18,4,high,pmn,,921609,https://www.utah.gov/pmn/sitemap/notice/921609.html,motion,1,adopted via approve motion 4 on 2024-06-18
419,2024-12-17,2024-12-17,MOTION: Council Member Newell moved to APPROVE Ordinance 419 – Amending Code Chapter 2.140 to Add the “Health in the Heights” Advisory Committee. The motion was seconded by Council Member Holton. Vote,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1734986512_ORDINA~1.PDF,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1734986512_ORDINA1PDF.pdf,no,Passed (unanimous consent),2024-12-17,4,high,s3,,,,motion,1,adopted via approve motion 4 on 2024-12-17
420,2024-08-20,2024-08-20,"MOTION: Council Member Hyland moved to APPROVE Ordinance 420. The motion was seconded by Council Member Newell. Vote on motion: Council Member Holton – Yes, Council Member Hyland – Yes, Council Member",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1724684743_Ordinance%20No.%20420%20%28Amending%20Chapter%209.05%20CWH%20Code%20of%20Ordinances%20Regarding%20Nuisances%29.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1724684743_Ord420.pdf,no,Passed unanimously,2024-08-20,2,high,s3,,,,motion,2,"adopted via approve motion 2 on 2024-08-20; 2 PDFs (pmn,s3)"
421,2024-09-10,2024-09-10,MOTION: Council Member Newell moved to APPROVE Ordinance 421 – Amending Title 19 of the Cottonwood Heights Code of Ordinances. The motion was seconded by Council Member Holton. Vote on Motion: Council,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1726243609_Ordinance%20421.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1726243609_Ord421.pdf,yes,Passed (unanimous consent),2024-09-10,5,high,s3,,,,motion,2,"adopted via approve motion 5 on 2024-09-10; 2 PDFs (pmn,s3)"
422,2024-10-01,2024-10-01,"MOTION: Council Member Newell moved to APPROVE Ordinance 422 – Amending Chapter 9.05, Cottonwood Heights Code of Ordinances, Regarding Nuisances. The motion was seconded by Council Member Hyland",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1728333763_Ordinance%20No.%20422%20Amending%20Ch%209.05%20CWH%20Code%20of%20Ordinances%20Regarding%20Nuisances.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1728333763_Ord422.pdf,no,Passed (unanimous consent),2024-10-01,3,high,s3,,,,motion,2,"adopted via approve motion 3 on 2024-10-01; 2 PDFs (pmn,s3)"
423,2024-11-12,2024-11-12,"MOTION: Council Member Hyland moved to APPROVE Ordinance 423. The motion was seconded by Council Member Holton. Vote on the motion: Council Member Holton – Yes, Council Member Hyland – Yes, Council Me",https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9387/638729762229730000,2026-07-13,na,,,no,Passed unanimously,2024-11-12,2,within_source,,,,,motion,0,adopted via approve motion 2 on 2024-11-12
424,2024-11-12,2024-11-12,"MOTION: Council Member Holton moved to APPROVE Ordinance 424. The motion was seconded by Council Member Hyland. Vote on motion: Council Member Birrell – Yes, Council Member Newell – Yes, Council Membe",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1732118262_Ordinance%20424.pdf,2026-07-13,text,pdftotext -layout (born-digital),raw/s3_1732118262_Ord424.pdf,no,Passed unanimously,2024-11-12,3,high,s3,,,,motion,1,adopted via approve motion 3 on 2024-11-12
425,2024-11-19,2024-11-19,MOTION: Council Member Birrell moved to APPROVE Ordinance 425 – Amending the Wasatch Boulevard Master Plan Element of the City’s General Plan. The motion was seconded by Council Member Hyland. Vote on,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9389/638729762678800000,2026-07-13,na,,,yes,Passed (unanimous consent),2024-11-19,5,within_source,,,,,motion,0,adopted via approve motion 5 on 2024-11-19
426,2024-12-03,2024-12-03,"MOTION: Council Member Newell moved to APPROVE Ordinance 426. The motion was seconded by Council Member Hyland. Vote on motion: Council Member Holton – Yes, Council Member Hyland – Yes, Council Member",https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9391/638729762975170000,2026-07-13,na,,,no,Passed unanimously,2024-12-03,3,within_source,,,,,motion,0,adopted via approve motion 3 on 2024-12-03
427,2024-12-17,2024-12-17,MOTION: Council Member Holton moved to APPROVE Ordinance 427 – Approving the Tavaci Annexation. The motion was seconded by Council Member Hyland. Vote on Motion: Council Member Hyland-Aye; Council Mem,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9393/638729776817600000,2026-07-13,na,,,yes,Passed 4-to-1,2024-12-17,5,within_source,,,,,motion,0,adopted via approve motion 5 on 2024-12-17
428,2024-12-17,2024-12-17,MOTION: Council Member Hyland moved to APPROVE Ordinance 428 – Amending Code Section 19.89.190 Regarding Short-Term Rental Violation Penalties. The motion was seconded by Council Member Birrell. Vote ,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1734978543_ORDINA~1.PDF,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1734978543_ORDINA1PDF.pdf,yes,Passed (unanimous consent),2024-12-17,6,high,s3,,,,motion,1,adopted via approve motion 6 on 2024-12-17
429,2025-01-07,2025-01-07,"MOTION: Council Member Holton moved to APPROVE Ordinance 429 Amending Titles 12, 14, and 19 of the Cottonwood Heights Code of Ordinances. The motion was seconded by Council Member Newell. Vote on moti",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1737751489_WST-Cottonwood%20Heights-Ordinance%20429%20Amending%20Code%20Titles%2012%2C%2014%20and%2019%20%28January%202025%20Code%20Maintenance%29.pdf,2026-07-13,text,pdftotext -layout (born-digital),raw/s3_1737751489_Ord429.pdf,no,Passed unanimously,2025-01-07,4,high,s3,,,,motion,1,adopted via approve motion 4 on 2025-01-07
430,2025-02-18,2025-02-18,MOTION: Council Member Birrell moved to APPROVE Ordinance 430 Approving the Third Amended Project Area Plan for the Canyon Centre CDA. The motion was seconded by Council Member Holton. Vote on Motion:,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9585/638767687057800000,2026-07-13,na,,,yes,Passed unanimously,2025-02-18,4,within_source,,,,,motion,0,adopted via approve motion 4 on 2025-02-18
431,2025-02-18,2025-02-18,MOTION: Council Member Newell moved to APPROVE Ordinance 431 Confirming and Ratifying the “Tavaci” Annexation. The motion was seconded by Council Member Hyland. Vote on Motion: Council Member Newell –,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9585/638767687057800000,2026-07-13,na,,,yes,Passed 4-to-1,2025-02-18,5,within_source,,,,,motion,0,adopted via approve motion 5 on 2025-02-18
432,2025-02-18,2025-02-18,MOTION: Council Member Birrell moved to APPROVE Ordinance 432 Establishing Temporary Land Use Regulations for Live/Work Spaces and Commencing Proceedings to Amend Ordinances. The motion was seconded b,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1745015060_Ordinance%20432.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1745015060_Ord432.pdf,yes,Passed 4-to-1,2025-02-18,6,high,s3,,,,motion,1,adopted via approve motion 6 on 2025-02-18
433,2025-03-04,2025-03-04,MOTION: Council Member Newell moved to APPROVE Ordinance 433 Enacting Chapter 11.34 of the Cottonwood Heights Code Concerning Electric Scooters. The motion was seconded by Council Member Hyland. Vote ,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1742222558_Ordinance%20No%20433.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1742222558_Ord433.pdf,no,Passed unanimously,2025-03-04,2,high,s3,,,,motion,1,adopted via approve motion 2 on 2025-03-04
434,2025-03-04,2025-03-04,MOTION: Council Member Hyland moved to APPROVE Ordinance 434 Amending Chapter 8.04 (“Definitions”) of the Cottonwood Heights Code. The motion was seconded by Council Member Newell. Vote on Motion: Cou,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1742224370_Ordinance%20No%20434.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1742224370_Ord434.pdf,no,Passed unanimously,2025-03-04,3,high,s3,,,,motion,1,adopted via approve motion 3 on 2025-03-04
435,2025-03-18,2025-03-18,MOTION: Council Member Hyland moved to APPROVE Ordinance 435 – Approving the Rezone of 1.46 Acres of Realty located at 8145 South Pinecreek Lane from RR-1-43 (Rural Residential Single-Family) to RR-1-,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9775/638808418697600000,2026-07-13,na,,,yes,Passed unanimously,2025-03-18,2,within_source,,,,,motion,0,adopted via approve motion 2 on 2025-03-18
436,2025-04-15,2025-04-15,MOTION: Council Member Newell moved to APPROVE Ordinance 436 Amending the PDD-2 Zoning Ordinance Enacted Under Ordinance 363-A. The motion was seconded by Council Member Hyland. Vote on Motion: Counci,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9841/638822306785100000,2026-07-13,na,,,yes,Passed 3-to-1,2025-04-15,3,within_source,,,,,motion,0,adopted via approve motion 3 on 2025-04-15
437,2025-04-15,2025-04-15,MOTION: Council Member Birrell moved to APPROVE Ordinance 437 Adopting an Amended Budget for 1 July 2024 through 30 June 2025. The motion was seconded by Council Member Newell. Vote on Motion: Council,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9841/638822306785100000,2026-07-13,na,,,no,Passed unanimously,2025-04-15,4,within_source,,,,,motion,0,adopted via approve motion 4 on 2025-04-15
438,2025-05-06,2025-05-06,Ordinance No 438,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1747862311_Ordinance%20No%20438.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1747862311_Ord438.pdf,no,,,,none,s3,,,,pdf,1,PDF present but no number-citing adoption motion
439,2025-10-21,2025-10-21,MOTION: Council Member Hyland moved to APPROVE Ordinance 439 Amending Title 19 of the City’s Code of Ordinances. The motion was seconded by Council Member Newell. Vote on Motion: Council Member Hyland,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10553/639005271504370000,2026-07-13,na,,,yes,Passed unanimously,2025-10-21,4,within_source,,,,,motion,0,adopted via approve motion 4 on 2025-10-21
