notice_id,notice_title,event_date,file_id,filename,label
799496,"City Council Work Session, CDRA Meeting and City Council Business Meeting",2022/12/13 04:00 PM,922537,FY 22 Independant Auditor's Report.pdf,Public Information Handout
799496,"City Council Work Session, CDRA Meeting and City Council Business Meeting",2022/12/13 04:00 PM,922539,2022-02 (Adopting the Project Area Plan for the Town Center at 2300 E Fort Union CRA).pdf,Public Information Handout
799496,"City Council Work Session, CDRA Meeting and City Council Business Meeting",2022/12/13 04:00 PM,922541,Ord 390 (Amending Sections 11.16.010 of the CWH Code of Ordinances Concerning Spedd Designations for Certain Roadways).pdf,Public Information Handout
799496,"City Council Work Session, CDRA Meeting and City Council Business Meeting",2022/12/13 04:00 PM,922543,Ord 391 (Adopting the Project Area Plan for the Town Center at 2300 E Fort Union CDA and Directing that Notice of Adoption be Given).pdf,Public Information Handout
799496,"City Council Work Session, CDRA Meeting and City Council Business Meeting",2022/12/13 04:00 PM,922545,Resolution 2022-64 (Approving an Agreement with Bowen Collins & Associates for Storm Water System Design Services).pdf,Public Information Handout
799496,"City Council Work Session, CDRA Meeting and City Council Business Meeting",2022/12/13 04:00 PM,924539,CDRA-Notice for Posting of Adoption of Project Area Plan (Ord 391) (Town Center at 2300 East Fort Union) (12.19.22).pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,918545,12-06-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,918847,12-06-2022 CH CC Work Session and AMENDED Business Meeting Agendas.pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919587,CED Presentation - General Plan Update.pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919589,CED Presentation - Riparian Standards - 11-15-22.pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919591,Cottonwood Heights_The Point.pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919593,PW Bengal Blvd Speed Limit Presentation 12-06-2022.pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919595,PW Ft. Union Storm Water Alignment 12-06-2022.pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919597,"Ord 389 (Establishing a Schedule for Regular Meetings of the City Council, the PC, the ARC, and Certain Advisory Committees for 2023).pdf",Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919599,Resolution 2022-55 (Concerning UDOT's Preference for Gondola Option B).pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919601,Resolution 2022-61 (Approving Entry into a Consulting Agreement with NFP for Analusis and Benchmarking of City Employee Compensation).pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919603,Resolution 2022-62 (Consenting to Reappointments to the CWH Historic Committee).pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919605,Resolution 2022-63 (Accepting Requests for Defense and Indemnification).pdf,Public Information Handout
797975,City Council Work Session and Business Meeting,2022/12/06 04:00 PM,919669,Public Comment Submission - Jared VanStaveren_Redacted.pdf,Public Information Handout
793743,City Council Work Session and Business Meeting,2022/11/15 04:00 PM,919609,11-15-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
793743,City Council Work Session and Business Meeting,2022/11/15 04:00 PM,911379,11-15-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
793743,City Council Work Session and Business Meeting,2022/11/15 04:00 PM,919665,Utah Well Being Survey.pdf,Public Information Handout
793743,City Council Work Session and Business Meeting,2022/11/15 04:00 PM,919667,2022 CWH Parks and Recreation Presentation to the City - Fall.pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,919607,11-01-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,906751,11-01-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908503,Cottonwood Heights Transportation Master Plan-Nov 22.pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908505,Nov01_Fort Union Traffic Study Tables and Figures.pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908507,Speaker Comment - Nathaniel Smith.pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908509,WFWRD Report-2023 Proposed Budget and Fee Increase CWH.pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908511,SLEDS.pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908513,Ord 388 (Adopting an Amended Budget for the Period of July 1 2022 through June 30 2023).pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908515,Resolution 2022-56 (Approving the Mid-Valley Active Transportation Plan).pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908517,Resolution 2022-57 (Consenting to an Appointment to the CWH Arts Council).pdf,Public Information Handout
790875,City Council Work Session and Business Meeting,2022/11/01 04:00 PM,908519,Resolution 2022-58 (Consenting to an Appointment to the CWH Historic Committee).pdf,Public Information Handout
786325,Notice of Public Hearing on the Proposed Budget Amendment for 2022-2023 Fiscal Year,2022/10/18 06:30 PM,898751,Notice of Public Hearing on Budget Amendment for Fiscal Year 2022-2023 (October 2022).pdf,Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,908521,"10-18-2022 CH CC Work Session, CDRA and Business Meeting Minutes-APPROVED.pdf",Meeting Minutes
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,901147,"10-18-2022 CH CC Work Session, CDRA and Business Meeting Agendas.pdf",Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,904207,2022 09 September Council Report.pdf,Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,904209,Big Cottonwood Canyon Trail.pdf,Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,904211,Budget Adjustment Memo 2022 10 18.pdf,Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,904213,Cottonwood Heights FBC 101_2022.pdf,Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,904215,Finance - Sales Tax Trend.pdf,Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,904217,City Council presentation by CED 10-18-2022.pdf,Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,904219,Resolution 2022-53 (Approving Entry Into a Consulting Agreement w AECOM Technical Services Inc for the BCC Mobility Action Plan).pdf,Public Information Handout
787647,"City Council Work Session, CDRA Meeting and Business Meeting",2022/10/18 04:00 PM,904221,Resolution 2022-54 (Approving and Ratifying a Bid and Awarding a Construction Contract to FP Asphalt and Crack Sealing Inc for Reconstruction of Portions of the BCC Trail).pdf,Public Information Handout
784709,Public Notice - City Council Training,2022/10/05 07:30 AM,896379,10-5-7-2022 CH CC - ULCT 2022 Annual Convention Public Notice.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,904205,10-04-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,896597,10-04-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,898639,CHPD Statistics Review September 2022 - Read-Only.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,898641,CED Presentation - MVAT Plan.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,898643,Cottonwood Heights Resident Group Presentation v2.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,898645,Oct 4 Big Cottonwood Canyon Trail.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,898647,Oct4 - PW Quarterly Presentation.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,898649,Public Handout - Lawrence Horman.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,898651,UDOT Presentation 10-4-2022.pdf,Public Information Handout
784867,City Council Work Session and Business Meeting,2022/10/04 04:00 PM,898653,Resolution 2022-52 (Approving and Accepting a Grant from the UDCCE for 2022-23).pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,898655,09-20-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,891963,09-20-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893651,9_20_2022 Proposed Wasatch Front Regional Council Projects.pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893653,9-20-22 Council EIS Discussion.pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893655,2022_Cottonwood_Heights_5yr_Corrected.pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893657,GPA-20-003 - CC Presentation 9.20.22.pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893659,MIH Update Report Presentation.pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893661,Public Comments 9-20-2022_Redacted.pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893663,Resolution 2022-49 (Approving an Update of the City's Moderate-Income Affordable Housing Plan).pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893665,Resolution 2022-50 (Declaring the NIMS as Basis for All Incident Management in CWH).pdf,Public Information Handout
782153,City Council Work Session and Business Meeting,2022/09/20 04:00 PM,893667,Resolution 2022-51 (Declaring Certain Property Surplus).pdf,Public Information Handout
778834,City Council Work Session and Business Meeting,2022/09/06 04:00 PM,893649,09-06-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
778834,City Council Work Session and Business Meeting,2022/09/06 04:00 PM,886378,09-06-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
778834,City Council Work Session and Business Meeting,2022/09/06 04:00 PM,888379,y2 Cottonwood Heights Report 20220901.pdf,Public Information Handout
778834,City Council Work Session and Business Meeting,2022/09/06 04:00 PM,888381,City Project Priorities Discussion - 09-06-2022.pdf,Public Information Handout
778834,City Council Work Session and Business Meeting,2022/09/06 04:00 PM,888383,Resolution 2022-45 (Awarding a Retiring PO his Badge and Approving his Purchase of a Police Firearm).pdf,Public Information Handout
778834,City Council Work Session and Business Meeting,2022/09/06 04:00 PM,888385,Resolution 2022-46 (Approving Entry Into a Consulting Agreement w GSBS for Update of the Citys Moderate-Income Housing Plan).pdf,Public Information Handout
778834,City Council Work Session and Business Meeting,2022/09/06 04:00 PM,888387,Resolution 2022-47 (Declaring Certain Property Surplus).pdf,Public Information Handout
778834,City Council Work Session and Business Meeting,2022/09/06 04:00 PM,888389,Resolution 2022-48 (Consenting to an Appointment to the CWH PTOS Committee).pdf,Public Information Handout
778579,Invitation to Bid - BIG COTTONWOOD CANYON TRAIL RECONSTRUCTION - PROJECT # 004.22,2022/09/01 04:15 PM,885925,00 00 30 - Inv to Bid-004_22- BCC Trail Reconstruction - .pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,888391,08-16-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,880138,08-16-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,880279,08-16-2022 CH CC Work Session and Business Meeting Agendas - Amended date.pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,881921,Public Comment - John Kennington.pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,881923,Public Comment - Audrey Pines.pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,881927,Resolution 2022-42 (Approving and Ratifying a Bid Awarding a Contract to Peck Striping).pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,881929,Resolution 2022-43 (Approving Entry into an Interlocal Agreement with Canyons School District for Use of School Buses).pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,881931,Resolution 2022-44 (Approving Entry Into an Agreement with Brooksee for Reimbursement and Indemnification).pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,882231,2022 06 June Council Report.pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,882233,Cottonwood Heights 2022 - Q2.pdf,Public Information Handout
775152,City Council Work Session and Business Meeting,2022/08/16 04:00 PM,882443,Ord 387 (Vacating and Consolidating with other City-Owned Realty a Parcel of Public Works Right of Way).pdf,Public Information Handout
771977,City Council Work Session and Business Meeting,2022/08/02 04:00 PM,881901,08-02-2022 CH CC Work Session and Business Meeting Minutes-Approved.pdf,Meeting Minutes
771977,City Council Work Session and Business Meeting,2022/08/02 04:00 PM,874593,08-02-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
771977,City Council Work Session and Business Meeting,2022/08/02 04:00 PM,876467,CHPD Statistics Review July 2022.pdf,Public Information Handout
771977,City Council Work Session and Business Meeting,2022/08/02 04:00 PM,876469,Quarterly Report Aug2.pdf,Public Information Handout
771977,City Council Work Session and Business Meeting,2022/08/02 04:00 PM,876471,Ord 386 (Establishing an Amended Compensation Schedule for Elected and Appointed Officers).pdf,Public Information Handout
771977,City Council Work Session and Business Meeting,2022/08/02 04:00 PM,876473,Resolution 2022-41 (Approving & Ratifying a Bid & Awarding a Construction Contract to Advanced Paving and Construction LLC - 2022 Chip Seal Project).pdf,Public Information Handout
771977,City Council Work Session and Business Meeting,2022/08/02 04:00 PM,876475,Public Comment - Dr. Emil Platon_Redacted.pdf,Public Information Handout
767911,Courtesy Notice of a Public Meeting - Joint Work Session,2022/07/20 05:00 PM,868013,GPA-20-003 Notice (7_20_22).pdf,Other
768473,Notice of Public Hearing on Proposed Amendments to the Compensation Schedule for the Citys Elective and Statutory Officers,2022/07/19 06:30 PM,868775,WST-Cottonwood Heights-Notice of Public Hearing re Compensation Schedule Amendment.pdf,Public Information Handout
769471,City Council Work Session and Business Meeting,2022/07/19 04:00 PM,876463,07-19-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
769471,City Council Work Session and Business Meeting,2022/07/19 04:00 PM,870421,07-19-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
769471,City Council Work Session and Business Meeting,2022/07/19 04:00 PM,872487,CED Presentation Materials 7-19-22.pdf,Public Information Handout
769471,City Council Work Session and Business Meeting,2022/07/19 04:00 PM,872489,Community Partner Presentation - Cottonwood Heights.pdf,Public Information Handout
767685,Invitation to BID - 2022 CITY WIDE STRIPING PROJECT - #003.22,2022/07/08 10:20 AM,867709,00 00 30 - Inv to Bid - 003.22 - City Wide Striping Project.pdf,Public Information Handout
767681,Invitation to BID - CITY-WIDE CHIP SEAL PROJECT - PROJECT # 002.22,2022/07/08 10:20 AM,867703,00 00 30 - Inv to Bid-002_22 - City Wide Chip Seal Project.pdf,Public Information Handout
766627,City Council Work Session and Business Meeting,2022/07/05 04:00 PM,872485,07-05-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
766627,City Council Work Session and Business Meeting,2022/07/05 04:00 PM,866435,07-05-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
766627,City Council Work Session and Business Meeting,2022/07/05 04:00 PM,867285,Ord 385-D (Denying the Re-zone of the Real Property Located at 3526 E Fort Union Blvd).pdf,Public Information Handout
766627,City Council Work Session and Business Meeting,2022/07/05 04:00 PM,867287,Resolution 2022-33 (Approving a Third Amendment to an Independent Contract Agreement w Greg Curtis DBA Curtis Consulting).pdf,Public Information Handout
766627,City Council Work Session and Business Meeting,2022/07/05 04:00 PM,867289,Resolution 2022-34 (Approving a Third Amendment to an Independent Contract Agreement w Evviva Enterprises Inc).pdf,Public Information Handout
766627,City Council Work Session and Business Meeting,2022/07/05 04:00 PM,867291,Resolution 2022-35 (Consenting to Appointments to the Planning Commission).pdf,Public Information Handout
766627,City Council Work Session and Business Meeting,2022/07/05 04:00 PM,867293,Resolution 2022-36 (Approving the First Amendment to an Agreement for Geological Consulting Services w GeoStrata Engineering & Geosciences LLC).pdf,Public Information Handout
766627,City Council Work Session and Business Meeting,2022/07/05 04:00 PM,867295,Resolution 2022-37 (Initiating Review of Compensation for Elective and Statutory Officers).pdf,Public Information Handout
764537,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL SPECIAL WORK SESSION,2022/06/22 05:30 PM,867283,06-22-2021 CH CC Special Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
764537,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL SPECIAL WORK SESSION,2022/06/22 05:30 PM,862749,06-22-2021 CH CC Special Business Meeting Agenda.pdf,Public Information Handout
763981,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",2022/06/21 04:00 PM,867281,"06-21-2022 CH CC Work Session, CDRA and Business Meeting Minutes-APPROVED.pdf",Meeting Minutes
763981,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",2022/06/21 04:00 PM,861839,"06-21-2022 CH CC Work Session, CDRA and Business Meeting Agendas.pdf",Public Information Handout
763981,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",2022/06/21 04:00 PM,862855,6_21_22 Sustainability Presentation.pdf,Public Information Handout
763981,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",2022/06/21 04:00 PM,862857,CED Presentation Slides 6-21-22.pdf,Public Information Handout
763981,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",2022/06/21 04:00 PM,863217,Ord 384 (Adopting a Final Budget for Period 2022-2023).pdf,Public Information Handout
763981,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",2022/06/21 04:00 PM,863219,Resolution 2022-31 (Approving Performance Contracts for 2022 Butlerville Days).pdf,Public Information Handout
763981,"City Council Work Session, CDRA Business Meeting, and City Council Business Meeting",2022/06/21 04:00 PM,863221,Resolution 2022-32 (Approving and Ratifying a Bid and Awarding a Construction Contract to Newman Construction Inc - Storm Drain Access Restoration Project).pdf,Public Information Handout
763565,REQUEST FOR PROPOSALS - Engineering Services for the Design of the Union View Trail,2022/06/16 11:00 AM,860825,Advertisement for RFP for Design of Union View Trail.pdf,Public Information Handout
758765,Notice of Public Hearing on the Budget Approval for 2022-2023 Fiscal Year,2022/06/07 06:30 PM,853265,Notice of Public Hearing on Budget Adoption 2022-2023 (June 7).pdf,Public Information Handout
760259,City Council Work Session and Business Meeting,2022/06/07 04:00 PM,863223,06-07-2022 CH CC Work Session and Business Meeting Minutes - APPROVED.pdf,Meeting Minutes
760259,City Council Work Session and Business Meeting,2022/06/07 04:00 PM,855803,06-07-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
760259,City Council Work Session and Business Meeting,2022/06/07 04:00 PM,857421,New RCV Presentation .pdf,Public Information Handout
760259,City Council Work Session and Business Meeting,2022/06/07 04:00 PM,857423,Cirsty Henshaw Presentation.pdf,Public Information Handout
760259,City Council Work Session and Business Meeting,2022/06/07 04:00 PM,857425,Resolution 2022-30 (Consenting to Appointments to the CWH PTOS Committee).pdf,Public Information Handout
760259,City Council Work Session and Business Meeting,2022/06/07 04:00 PM,857845,Cristy Bulkley Handout.pdf,Public Information Handout
750051,NOTICE OF PUBLIC HEARING AND BONDS TO BE ISSUED,2022/05/17 06:30 PM,838087,Notice for paper - Cottonwood Heights Sales Tax Rev Bonds 2022.pdf,Public Information Handout
754063,Notice of Public Hearing - Budget Approval for 2022-2023 Fiscal Year,2022/05/17 06:30 PM,845415,Notice of Public Hearing on Budget Adoption 2022-2023.pdf,Public Information Handout
754055,Notice of Public Hearing on the Proposed Budget Amendment for 2021-2022 Fiscal Year,2022/05/17 06:30 PM,845407,Notice of Public Hearing on Budget Amendment for Fiscal Year 2021-2022 (May 2022).pdf,Public Information Handout
755725,City Council Work Session and Business Meeting,2022/05/17 04:00 PM,857419,05-17-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
755725,City Council Work Session and Business Meeting,2022/05/17 04:00 PM,848201,05-17-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
755725,City Council Work Session and Business Meeting,2022/05/17 04:00 PM,849735,Cottonwood Heights (Lumen) (05 17 22) .pdf,Public Information Handout
755725,City Council Work Session and Business Meeting,2022/05/17 04:00 PM,849873,Ord 383 (Adopting and Amended Budget for the Period of 1 July 2021 Through 30 June 2022).pdf,Public Information Handout
755725,City Council Work Session and Business Meeting,2022/05/17 04:00 PM,849875,Resolution 2022-28 (Approving and Ratifying a Fireworks Display Contract and Purchase Order w Lantis Productions Inc).pdf,Public Information Handout
755725,City Council Work Session and Business Meeting,2022/05/17 04:00 PM,849877,Resolution 2022-29 (Amending the designated Areas Closed to Discharge of Fireworks and Other Ignition Sources Due to Historical Hazardous Environmental Conditions).pdf,Public Information Handout
754769,REQUEST FOR QUALIFICATIONS Project Number 001.22 Storm Drain Access Restoration Project,2022/05/10 02:30 PM,846351,PROJECT 001.22 Request for Qualifications (RFQ) - Storm Drain Access Restoration.pdf,Public Information Handout
754713,INVITATION TO BID - PROJECT # 001.22 - Storm Drain Access Restoration,2022/05/10 01:00 PM,846279,PROJECT 001.22 Invitation to Bid - Storm Drain Access Restoration.pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,849871,05-03-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,841661,05-03-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,842435,05-03-2022 CH CC Work Session and AMENDED Business Meeting Agendas.pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,843643,Google Fiber presentation to City Council.pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,843645,2023 Tentative Budget Package.pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,845011,Resolution 2022-23 (Adopting a Tentative Budget for the Period of 1 July 2022 through 30 June 2023).pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,845013,Resolution 2022-24 (Declaring Police K-9 FLex Surplus and Authorizing Sale to Officer Trey Brimhall).pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,845015,Resolution 2022-25 (Awarding a Retiring PO His Badge and Approving His Purchase of a Police Firearm).pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,845017,Resolution 2022-26 (Approving Entry Into a Governmental Lease-Purchase Agreement w Zions Brankcorporation for the PD and PW Vehicles).pdf,Public Information Handout
751859,City Council Work Session and Business Meeting,2022/05/03 04:00 PM,845019,Resolution 2022-27 (Approving Entry Into a Vehicle Repurchase Option Agreement w Garff Enterprises for PD and PW Vehicles).pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,845009,04-19-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,836635,04-19-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838187,Public Comment - Woodall_Redacted.pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838189,Public Comments.pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838191,Ord 379-D (Denying a General Plan Amendment for Realty at 3526 E Fort Union Blvd).pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838193,Ord 380-D (Denying a Re-Zone of Real property Located at 3526 E Fort Union Blvd).pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838195,"Ord 381 (Amending Chapter 11.22 CWH Code of Ordinances, Concerning the Permit Parking Program).pdf",Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838197,"Ord 382 (Amending Chapter 14.12 CWH Code of Ordinances, Concerning Roadway Design).pdf",Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838199,Resolution 2022-20 (Consenting to Appointments to ARC).pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838201,Resolution 2022-21 (Designating Areas Closed to Discharge of Fireworks and Other Ignition Sources).pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,838265,"Resolution 2022-22 (Authorizing the Issuance and Sale of not more than $7,500,000 Aggregate Principal Amount of Sales Tax Revenue Bonds, Series 2022.pdf",Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,839823,Cottonwood Heights 2022 - Q1 (UFA).pdf,Public Information Handout
749083,City Council Work Session and Business Meeting,2022/04/19 04:00 PM,839825,CWH Fireworks Discussion (UFA).pdf,Public Information Handout
748891,REQUEST FOR PROPOSALS - Cottonwood Heights Public Works Facility,2022/04/15 09:00 AM,836321,Advertisement for RFP for Public Works Facility.pdf,Public Information Handout
748891,REQUEST FOR PROPOSALS - Cottonwood Heights Public Works Facility,2022/04/15 09:00 AM,842569,Addendum No1 - RFP - CM_GC - Cottonwood Heights Public Works Facility.pdf,Public Information Handout
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,838181,04-05-2022 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,830829,04-05-2022 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,832691,Ord 378 (Amending Chapter 14.44 and Title 19 of the CWH Code of Ordinances Regarding Waterwise Landscaping).pdf,Public Information Handout
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,832693,cottonwood heights public works bldg.pdf,Public Information Handout
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,832695,roundabout update.pdf,Public Information Handout
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,832697,Public Comment - John Kennington_Redacted.pdf,Public Information Handout
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,832699,Public Comment - Steve McIntosh_Redacted.pdf,Public Information Handout
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,832703,PD Quarterly Report.pdf,Public Information Handout
745723,City Council Work Session and Business Meeting,2022/04/05 04:00 PM,832713,PW Quarterly Report.pdf,Public Information Handout
