video_id,tab,title,date,date_source,upload_date_raw,is_meeting,body,meeting_kind,in_window_2020_2026,minutes_match,video_url
SEwFy5zIjgk,streams,03.12.2024 City Council Study Meeting,2024-03-12,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=SEwFy5zIjgk
_dUYYHuM1d8,streams,02.27.2024 City Council Regular Meeting,2024-02-27,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=_dUYYHuM1d8
Bbec9tWdUHY,streams,02.27.2024 City Council Study Meeting,2024-02-27,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=Bbec9tWdUHY
b_emqPjyEqo,streams,02.23.2024 - City Council Strategic Planning Meeting,2024-02-23,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=b_emqPjyEqo
-GhKzzdRtQw,streams,02.23.2024 - City Council Strategic Planning Meeting,2024-02-23,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=-GhKzzdRtQw
pWqttznIwp4,streams,02.23.2024 - City Council Strategic Planning Meeting,2024-02-23,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=pWqttznIwp4
1-gtYgTZUrM,streams,02.23.2024 - City Council Strategic Planning Meeting,2024-02-23,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=1-gtYgTZUrM
Mj8VO4xg_MM,streams,02.20.2024 City Council Regular Meeting,2024-02-20,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=Mj8VO4xg_MM
m2kwI2EYEOs,streams,02.20.2024 City Council Study Meeting,2024-02-20,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=m2kwI2EYEOs
EyMa9AXm0ko,streams,02.13.2024 City Council Special Meeting,2024-02-13,title,,True,Council,Special,True,True,https://www.youtube.com/watch?v=EyMa9AXm0ko
_TsHeTO1dwo,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=_TsHeTO1dwo
rYlrA1LQFAo,streams,02.06.2024 City Council Regular Meeting,2024-02-06,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=rYlrA1LQFAo
MU67SQfNQLY,streams,02.06.2024 City Council Study Meeting,2024-02-06,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=MU67SQfNQLY
UU8pTPM2TTE,streams,01.23.2023 City Council Regular Meeting,2023-01-23,title,,True,Council,Regular,True,False,https://www.youtube.com/watch?v=UU8pTPM2TTE
CdrzLc8o2ok,streams,01.23.2024 City Council Study Meeting,2024-01-23,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=CdrzLc8o2ok
VugkvrJ6MOY,streams,01.16.2024 City Council Study Meeting,2024-01-16,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=VugkvrJ6MOY
6uidHdDzlNU,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=6uidHdDzlNU
oQo8co23aic,streams,01.09.2024 City Council Regular Meeting,2024-01-09,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=oQo8co23aic
LcpI2D_0r6w,streams,01.09.2024 City Council Study Meeting,2024-01-09,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=LcpI2D_0r6w
Y9INu-6Ux9g,streams,"01.02.2024 City Council, RDA, BA, HA Meetings",2024-01-02,title,,True,Council+RDA+BA+HA,Regular,True,True,https://www.youtube.com/watch?v=Y9INu-6Ux9g
nV4GXcjiO3E,streams,01.02.2024 City Council Study Meeting,2024-01-02,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=nV4GXcjiO3E
NoqoCFbk8sY,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=NoqoCFbk8sY
LSAQeLV1UbM,streams,"December 12, 2023 City Council Study Meeting",2023-12-12,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=LSAQeLV1UbM
xaj-AvRqhrU,streams,"December 5, 2023 City Council Regular Meeting/ Special Redevelopment Agency Meeting",2023-12-05,title,,True,Council+RDA,Special,True,True,https://www.youtube.com/watch?v=xaj-AvRqhrU
pR7WMOmocb8,streams,11.28.2023 City Council Study Meeting,2023-11-28,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=pR7WMOmocb8
MOAnRcCu4c0,streams,"November 14, 2023 City Council Regular Meeting",2023-11-14,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=MOAnRcCu4c0
ACUgYYPo_7k,streams,"November 14, 2023 Study Meeting",2023-11-14,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=ACUgYYPo_7k
OnJ_svbAkfI,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=OnJ_svbAkfI
3uE8bL4Xfc0,streams,"November 7, 2023 Special City Council Meeting",2023-11-07,title,,True,Council,Special,True,True,https://www.youtube.com/watch?v=3uE8bL4Xfc0
1oHQa25DbDc,streams,"November 7, 2023 Special Study Meeting",2023-11-07,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=1oHQa25DbDc
Haubi30FspY,streams,10.24.2023 City Council Regular Meeting,2023-10-24,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=Haubi30FspY
qDBeSIKeHCU,streams,10.24.2023 City Council Study Meeting,2023-10-24,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=qDBeSIKeHCU
9UZuPWpLIQ8,streams,"October 17, 2023 City Council Study Meeting",2023-10-17,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=9UZuPWpLIQ8
5JdS9k45lDw,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=5JdS9k45lDw
MTyB-Us47Rc,streams,10.10.2023 City Council Regular Meeting,2023-10-10,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=MTyB-Us47Rc
5skwf0VZDjE,streams,10.03.2023 City Council Regular Meeting/ Special Building Authority Meeting,2023-10-03,title,,True,Council+BA,Special,True,True,https://www.youtube.com/watch?v=5skwf0VZDjE
ZpTwIuaB-y8,streams,10.03.2023 City Council Study Meeting,2023-10-03,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=ZpTwIuaB-y8
C0smort-DoE,streams,09.26.2023 City Council Study Meeting,2023-09-26,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=C0smort-DoE
R8o0MrA_p3s,streams,09.19.2023 City Council Regular Meeting,2023-09-19,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=R8o0MrA_p3s
nCUk1b_mU0w,streams,09.19.2023 City Council Study Meeting,2023-09-19,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=nCUk1b_mU0w
vPfw8WiwAmw,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=vPfw8WiwAmw
ZRQFWnI3lCc,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=ZRQFWnI3lCc
arYH1hUSUfQ,streams,09.12.2023 City Council Regular Meeting,2023-09-12,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=arYH1hUSUfQ
na3hFfHDfmc,streams,09.12.2023 City Council Study Meeting,2023-09-12,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=na3hFfHDfmc
aEKPDEinvuQ,streams,09.05.2023 City Council Regular Meeting,2023-09-05,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=aEKPDEinvuQ
eY0gEhCyETY,streams,09.05.2023 City Council Study Meeting,2023-09-05,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=eY0gEhCyETY
xhRQXDWNmnY,streams,08.29.2023 City Council Special Study Meeting,2023-08-29,title,,True,Council,Study,True,False,https://www.youtube.com/watch?v=xhRQXDWNmnY
vzjwQTVyNjc,streams,08.22.2023 City Council Regular Meeting,2023-08-22,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=vzjwQTVyNjc
kN8TmGTpjmU,streams,08.22.2023 City Council Study Meeting,2023-08-22,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=kN8TmGTpjmU
NGbBB97q9YQ,streams,"August 15, 2023 City Council Study Meeting",2023-08-15,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=NGbBB97q9YQ
bSznnFNby44,streams,7.25.2023 City Council Regular Meeting,2023-07-25,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=bSznnFNby44
sUeU9EhHdPw,streams,7.18.2023 City Council Regular Meeting and Special BA Meeting,2023-07-18,title,,True,Council+BA,Special,True,True,https://www.youtube.com/watch?v=sUeU9EhHdPw
XTbk6Mv8IDo,streams,7.18.2023 City Council Study Meeting,2023-07-18,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=XTbk6Mv8IDo
70693hA7arI,streams,07.11.2023 City Council Study Meeting,2023-07-11,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=70693hA7arI
3-qEkHIeyvQ,streams,06.27.2023 City Council Regular Meeting and Special RDA Meeting,2023-06-27,title,,True,Council+RDA,Special,True,True,https://www.youtube.com/watch?v=3-qEkHIeyvQ
HMrkQHF6Vxk,streams,06.20.2023 Regular Meeting,2023-06-20,title,,True,Other,Regular,True,True,https://www.youtube.com/watch?v=HMrkQHF6Vxk
x4lsuQnM758,streams,06.20.2023 City Council Study Meeting,2023-06-20,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=x4lsuQnM758
MGxHj4gTPzU,streams,06.13.2023 City Council Regular Meeting and Special BA Meeting,2023-06-13,title,,True,Council+BA,Special,True,True,https://www.youtube.com/watch?v=MGxHj4gTPzU
HLM8CI3vRCs,streams,06.13.2023 City Council Study Meeting,2023-06-13,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=HLM8CI3vRCs
7-9VxQnjotU,streams,Professional Standards Review Board (PSRB) - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=7-9VxQnjotU
4bF5WkstroU,streams,"06.06.2023 City Council, RDA, HA, and BA Regular Meetings",2023-06-06,title,,True,Council+RDA+BA+HA,Regular,True,True,https://www.youtube.com/watch?v=4bF5WkstroU
nZmTRyjvKO8,streams,06.06.2023 City Council Study Meeting,2023-06-06,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=nZmTRyjvKO8
tzC5uX9-CfI,streams,05.23.2023 City Council Regular Meeting,2023-05-23,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=tzC5uX9-CfI
ToVcc__0Ez8,streams,05.23.2023 City Council Study Meeting,2023-05-23,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=ToVcc__0Ez8
hWc8nwc2CuQ,streams,"May 16, 2023 City Council Regular Meeting",2023-05-16,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=hWc8nwc2CuQ
M4L15FVBL0Y,streams,"May 16, 2023 City Council Study Meeting",2023-05-16,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=M4L15FVBL0Y
yjyI3eUaOpg,streams,"May 9, 2023 City Council Study Meeting",2023-05-09,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=yjyI3eUaOpg
uzkt2fjIehY,streams,"May 2, 2023 City Council, RDA, HA, and BA Regular Meetings",2023-05-02,title,,True,Council+RDA+BA+HA,Regular,True,True,https://www.youtube.com/watch?v=uzkt2fjIehY
Gw865qxPep8,streams,"May 2, 2023 City Council Study Meeting",2023-05-02,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=Gw865qxPep8
vwKPssTFzC8,streams,"April 25, 2023 City Council Study Meeting",2023-04-25,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=vwKPssTFzC8
g8DI1ClXyKw,streams,"April 18, 2023 City Council Study Meeting",2023-04-18,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=g8DI1ClXyKw
dHB-StbfIQM,streams,04.11.2023 City Council Regular Meeting,2023-04-11,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=dHB-StbfIQM
3Cr2gmA1AlA,streams,04.11.2023 City Council Study Meeting,2023-04-11,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=3Cr2gmA1AlA
VNkAPuFsL0w,streams,04.04.2023 City Council Regular Meeting,2023-04-04,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=VNkAPuFsL0w
7w1dnrfckCU,streams,04.04.2023 City Council Study Meeting,2023-04-04,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=7w1dnrfckCU
DF5q5e_H5oQ,streams,"March 28, 2023 City Council Regular Meeting",2023-03-28,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=DF5q5e_H5oQ
MCz0i_nj77c,streams,"March 28, 2023 City Council Study Meeting",2023-03-28,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=MCz0i_nj77c
TXtwabw1mVA,streams,"March 21, 2023 City Council Study Meeting",2023-03-21,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=TXtwabw1mVA
e0Tit4EvxR0,streams,"March 14, 2023 City Council Regular Meeting",2023-03-14,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=e0Tit4EvxR0
FSZANeQnLrs,streams,"March 14, 2023 City Council Study Meeting",2023-03-14,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=FSZANeQnLrs
WMss_r2sq5Y,streams,"March 7, 2023 Regular Meeting",2023-03-07,title,,True,Other,Regular,True,True,https://www.youtube.com/watch?v=WMss_r2sq5Y
1nFSifNrbyU,streams,"March 7, 2023 City Council Study Meeting",2023-03-07,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=1nFSifNrbyU
TivGGPCD5zE,streams,"February 28, 2023 City Council Study Meeting",2023-02-28,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=TivGGPCD5zE
nn4ssZ57Fx4,streams,02.21.2023 City Council Regular Meeting,2023-02-21,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=nn4ssZ57Fx4
vzI7AsB3i7E,streams,02.21.2023 City Council Study Meeting,2023-02-21,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=vzI7AsB3i7E
MJzpFXborVo,streams,02.14.2023 City Council Study Meeting,2023-02-14,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=MJzpFXborVo
eLcnIJFDX68,streams,02.07.2023 City Council Regular Meeting,2023-02-07,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=eLcnIJFDX68
o8rH4Qg8q7g,streams,02.07.2023 City Council Study Meeting,2023-02-07,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=o8rH4Qg8q7g
mcsN56pcZOY,streams,"January 31, 2023 Special Meeting",2023-01-31,title,,True,Other,Special,True,True,https://www.youtube.com/watch?v=mcsN56pcZOY
XPqS3jfqerY,streams,01.24.2023 City Council Regular Meeting,2023-01-24,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=XPqS3jfqerY
E5t0B9jS8vs,streams,01.24.2023 City Council Study Meeting,2023-01-24,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=E5t0B9jS8vs
jca7fSMHx2E,streams,01.17.2023 City Council Study Meeting,2023-01-17,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=jca7fSMHx2E
V-TRPHCIskM,streams,01.17.2023 City Council Study Meeting,2023-01-17,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=V-TRPHCIskM
uPEAnls1NOc,streams,01.10.2023- City Council Regular Meeting,2023-01-10,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=uPEAnls1NOc
7F5vuOm328U,streams,01.10.2023- City Council Study Meeting,2023-01-10,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=7F5vuOm328U
Szz9_pMx1j0,streams,"01.03.2023 City Council Regular Meeting/ Annual RDA, HA, and BA Meetings",2023-01-03,title,,True,Council+RDA+BA+HA,Regular,True,True,https://www.youtube.com/watch?v=Szz9_pMx1j0
Lu9IsxVyvJc,streams,"December 13, 2022 Regular Meeting",2022-12-13,title,,True,Other,Regular,True,True,https://www.youtube.com/watch?v=Lu9IsxVyvJc
vsy1D87Gopg,streams,"December 13, 2022 City Council Study Meeting",2022-12-13,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=vsy1D87Gopg
vOt07rRu7DI,streams,Professional Standards Review Board - Public Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=vOt07rRu7DI
2pXFov6yOPc,streams,12.06.2022 City Council Regular Meeting,2022-12-06,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=2pXFov6yOPc
6jiGylxUCVw,streams,12.06.2022 City Council Study Meeting,2022-12-06,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=6jiGylxUCVw
XHYZgMHbv1I,streams,11.22.2022 City Council Regular Meeting,2022-11-22,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=XHYZgMHbv1I
Ns9U7mcOjiA,streams,11.22.2022 City Council Study Meeting,2022-11-22,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=Ns9U7mcOjiA
2Ap7X4a31lA,streams,11.15.2022 City Council Regular Meeting,2022-11-15,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=2Ap7X4a31lA
O4LEGhfIlPE,streams,11.15.2022 Study Meeting,2022-11-15,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=O4LEGhfIlPE
Fbu17_9VhCs,streams,Professional Standards Review Board (PSRB) - November 2022 Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=Fbu17_9VhCs
tTPurTdTqhk,streams,Special Meeting Part 2,2022-11-08,upload_date_snapped,2022-11-09,True,Other,Special,True,True,https://www.youtube.com/watch?v=tTPurTdTqhk
nJFT1dJxido,streams,11.01.2022 City Council Regular Meeting,2022-11-01,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=nJFT1dJxido
AkFh5zwjQ_A,streams,11.01.2022 City Council Study Meeting,2022-11-01,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=AkFh5zwjQ_A
jxZ_IkZrSvo,streams,10.25.2022 City Council Regular Meeting,2022-10-25,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=jxZ_IkZrSvo
DoB8viHBsbE,streams,10.25.2022 City Council Study Meeting,2022-10-25,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=DoB8viHBsbE
UQ5cDDpl1UE,streams,Professional Standards Review Board (PSRB) - October 2022 Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=UQ5cDDpl1UE
35pWX_Fb9k0,streams,Professional Standards Review Board (PSRB) - October 2022 Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=35pWX_Fb9k0
NDtICE84Xrg,streams,Professional Standards Review Board (PSRB) - October 2022 Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=NDtICE84Xrg
DnEdTmBenvs,streams,"October 11, 2022 City Council Regular Meeting",2022-10-11,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=DnEdTmBenvs
Bc-Z2Xh9UL0,streams,"October 4, 2022 Regular City Council, RDA, BA",2022-10-04,title,,True,Council+RDA+BA,Regular,True,True,https://www.youtube.com/watch?v=Bc-Z2Xh9UL0
4yFLGaQCUbg,streams,"October 4, 2022 City Council Study Meeting",2022-10-04,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=4yFLGaQCUbg
PW-DuHEl_NM,streams,"September 27, 2022 City Council Regular Meeting",2022-09-27,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=PW-DuHEl_NM
Bm5VKk_kGJ0,streams,"September 27, 2022 City Council Study Meeting",2022-09-27,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=Bm5VKk_kGJ0
mMmqjZGIWWo,streams,"September 20, 2022 City Council Regular Meeting",2022-09-20,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=mMmqjZGIWWo
0hDpWd2V6vw,streams,"September 20, 2022 City Council Study Meeting",2022-09-20,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=0hDpWd2V6vw
5JwuZQYTykM,streams,"September 13, 2022 City Council Regular Meeting",2022-09-13,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=5JwuZQYTykM
_ptHPLakUoE,streams,"September 13, 2022 Study Meeting",2022-09-13,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=_ptHPLakUoE
RjKcJnIqOkU,streams,Professional Standards Review Board (PSRB) - September 2022 Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=RjKcJnIqOkU
4bGdh4yURpQ,streams,09.06.2022 City Council Regular Meeting and Special RDA Meeting,2022-09-06,title,,True,Council+RDA,Special,True,True,https://www.youtube.com/watch?v=4bGdh4yURpQ
flBzHdpgeLs,streams,09.06.2022 City Council Study Meeting,2022-09-06,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=flBzHdpgeLs
sWsaiBZE3Zc,streams,08.23.2022 City Council Regular Meeting and Special RDA Meeting,2022-08-23,title,,True,Council+RDA,Special,True,True,https://www.youtube.com/watch?v=sWsaiBZE3Zc
07ROCZ36bL8,streams,08.23.2022 City Council Study Meeting,2022-08-23,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=07ROCZ36bL8
PSfTcZoATmE,streams,08.16.2022 City Council Regular Meeting,2022-08-16,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=PSfTcZoATmE
seR1-tCrpeo,streams,08.16.2022 City Council Study Meeting,2022-08-16,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=seR1-tCrpeo
3vLRSiNc6DM,streams,Professional Standards Review Board (PSRB) - August 2022 Meeting,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=3vLRSiNc6DM
OIsUw067OkE,streams,8.9.2022 City Council Regular Meeting,2022-08-09,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=OIsUw067OkE
n7M3sPi1zlY,streams,8.9.2022 City Council Study Meeting,2022-08-09,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=n7M3sPi1zlY
T1K2u2CNwXc,streams,07.26.2022 City Council Regular Meeting,2022-07-26,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=T1K2u2CNwXc
MaUOw9eZdcY,streams,07.26.2022 City Council Study Meeting,2022-07-26,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=MaUOw9eZdcY
Vkr0Qei-PZg,streams,"July 19, 2022 Study Meeting",2022-07-19,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=Vkr0Qei-PZg
pf7v2kzUZE8,streams,"Professional Standards Review Board (PSRB) - July 14, 2022",2022-07-14,title,,False,NonMeeting,,True,False,https://www.youtube.com/watch?v=pf7v2kzUZE8
5-e3PrWknUQ,streams,"July 12, 2022 Regular City Council Meeting",2022-07-12,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=5-e3PrWknUQ
9ckiKh2lLJM,streams,"July 5, 2022 City Council Regular Meeting",2022-07-05,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=9ckiKh2lLJM
VoSWN_BM2uY,streams,"July 5, 2022 City Council Study Meeting",2022-07-05,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=VoSWN_BM2uY
5lwDGKG19C0,streams,"June 28, 2022 City Council Regular Meeting",2022-06-28,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=5lwDGKG19C0
go6XA1WzYhQ,streams,"June 28, 2022 City Council Study Meeting",2022-06-28,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=go6XA1WzYhQ
Wxi8dc0VsUI,streams,"June 21, 2022 City Council Regular Meeting",2022-06-21,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=Wxi8dc0VsUI
pgEpLgV5p2I,streams,"June 21, 2022 City Council Study Meeting",2022-06-21,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=pgEpLgV5p2I
6zv_8-NznIA,streams,"June 14, 2022 City Council Regular Meeting",2022-06-14,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=6zv_8-NznIA
IFiw9_ViKGI,streams,"June 14, 2022 City Council Study Meeting",2022-06-14,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=IFiw9_ViKGI
pSQE03X8nxU,streams,Professional Standards Review Board,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=pSQE03X8nxU
W1C74jW3Urc,streams,"June 7, 2022 City Council Regular Meeting",2022-06-07,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=W1C74jW3Urc
cN5zF4zEkrI,streams,"June 7, 2022 City Council Regular Meeting",2022-06-07,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=cN5zF4zEkrI
iRVabxvpHJQ,streams,"June 7, 2022 City Council Study Meeting",2022-06-07,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=iRVabxvpHJQ
_Nq4BAZTyv0,streams,"May 24, 2022 City Council Regular Meeting",2022-05-24,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=_Nq4BAZTyv0
mALMKKFjZFU,streams,"May 24, 2022 City Council Study Meeting",2022-05-24,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=mALMKKFjZFU
O-4TE9aPUcg,streams,05.17.2022 Special Building Authority Meeting,2022-05-17,title,,True,BA,Special,True,True,https://www.youtube.com/watch?v=O-4TE9aPUcg
9ppewOgXIrg,streams,05.17.2022 City Council Study Meeting,2022-05-17,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=9ppewOgXIrg
f1_Vs5hOo3c,streams,Professional Standards Review Board (PSRB),,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=f1_Vs5hOo3c
AIp6r08wkfE,streams,Professional Standards Review Board (PSRB),,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=AIp6r08wkfE
Y8Eiu5nUcxc,streams,05.10.2022 City Council Regular Meeting,2022-05-10,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=Y8Eiu5nUcxc
clMZsfz86Yc,streams,05.10.2022 City Council Study Meeting,2022-05-10,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=clMZsfz86Yc
9INdpf-Ms3o,streams,WVCFD Retirement and Promotion Ceremony,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=9INdpf-Ms3o
wFNzgvS5Mxw,streams,"May 3, 2022 City Council, RDA, HA, BA Meetings",2022-05-03,title,,True,Council+RDA+BA+HA,Regular,True,True,https://www.youtube.com/watch?v=wFNzgvS5Mxw
Nr2QYTw3DUI,streams,"May 3, 2022 City Council Study Meeting",2022-05-03,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=Nr2QYTw3DUI
OIuHWdmZy1A,streams,04.26.2022 Regular City Council and Special Building Authority Meeting,2022-04-26,title,,True,Council+BA,Special,True,True,https://www.youtube.com/watch?v=OIuHWdmZy1A
FE2vBzAezKQ,streams,04.26.2022 Study Meeting,2022-04-26,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=FE2vBzAezKQ
xfURyuDx3ig,streams,04.19.2022 City Council Regular Meeting,2022-04-19,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=xfURyuDx3ig
KCdaTeNVKS4,streams,4.19.2022 City Council Study Meeting,2022-04-19,title,,True,Council,Study,True,True,https://www.youtube.com/watch?v=KCdaTeNVKS4
uxPfWAfKjxQ,streams,Professional Standards Review Board - April 2022,,,,False,NonMeeting,,False,False,https://www.youtube.com/watch?v=uxPfWAfKjxQ
OMf_A8EZqrU,streams,04.12.2022 City Council Regular Meeting,2022-04-12,title,,True,Council,Regular,True,True,https://www.youtube.com/watch?v=OMf_A8EZqrU
